df_hash,22ZHK4.E6KA8L
120.972,0.994
121.002,0.986
121.032,0.982
121.062,0.987
121.092,1.004
121.122,0.995
121.152,0.984
121.182,0.985
121.212,0.984
121.242,0.986
121.272,0.979
121.302,0.977
121.332,0.983
121.362,0.988
121.392,0.980
121.422,0.992
121.452,0.992
121.482,0.984
121.512,0.987
121.542,0.983
121.572,0.982
121.602,0.999
121.632,0.988
121.662,0.987
121.692,0.988
121.722,0.981
121.752,0.983
121.782,0.988
121.812,0.987
121.842,0.981
121.872,0.983
121.902,0.988
121.932,0.990
121.962,0.991
121.992,0.986
122.022,0.983
122.052,0.986
122.082,0.989
122.112,0.990
122.142,0.986
122.172,0.987
122.202,0.990
122.232,0.989
122.262,0.991
122.292,0.990
122.322,0.994
122.352,0.995
122.382,0.987
122.412,0.988
122.442,0.992
122.472,0.985
122.502,0.988
122.532,0.981
122.562,0.989
122.592,0.985
122.622,0.986
122.652,0.988
122.682,0.988
122.712,0.973
122.742,0.984
122.772,0.993
122.802,0.989
122.832,0.983
122.862,0.981
122.892,0.991
122.922,0.991
122.952,0.992
122.982,0.992
123.012,0.988
123.042,0.983
123.072,0.981
123.102,0.983
123.132,0.979
123.162,0.980
123.192,0.986
123.222,0.987
123.252,0.990
123.282,0.982
123.312,0.980
123.342,0.993
123.372,0.988
123.402,0.989
123.432,0.988
123.462,0.987
123.492,0.982
123.522,0.986
123.552,0.987
123.582,0.980
123.612,0.982
123.642,0.990
123.672,0.992
123.702,0.992
123.732,0.988
123.762,0.983
123.792,0.982
123.822,0.984
123.852,0.985
123.882,0.992
123.912,0.987
123.942,0.987
123.972,0.986
124.002,0.988
124.032,0.984
124.062,0.992
124.092,0.986
124.122,0.988
124.152,0.987
124.182,0.988
124.212,0.984
124.242,0.991
124.272,0.993
124.302,0.987
124.332,0.983
124.362,0.983
124.392,0.984
124.422,0.985
124.452,0.987
124.482,0.983
124.512,0.985
124.542,0.978
124.572,0.992
124.602,0.994
124.632,0.990
124.662,0.987
124.692,0.989
124.722,0.986
124.752,0.986
124.782,0.988
124.812,0.989
124.842,0.983
124.872,0.981
124.902,0.990
124.932,0.990
124.962,0.988
124.992,0.988
125.022,0.986
125.052,0.985
125.082,0.987
125.112,0.989
125.142,0.982
125.172,0.981
125.202,0.980
125.232,0.987
125.262,0.992
125.292,0.989
125.322,0.984
125.352,0.990
125.382,0.977
125.412,0.987
125.442,0.992
125.472,0.985
125.502,0.980
125.532,0.979
125.562,0.980
125.592,0.979
125.622,0.980
125.652,0.982
125.682,0.983
125.712,0.986
125.742,0.986
125.772,0.988
125.802,0.983
125.832,0.982
125.862,0.981
125.892,0.982
125.922,0.984
125.952,0.984
125.982,0.983
126.012,0.986
126.042,0.980
126.072,0.992
126.102,0.986
126.132,0.985
126.162,0.980
126.192,0.983
126.222,0.982
126.252,0.985
126.282,0.984
126.312,0.986
126.342,0.978
126.372,0.987
126.402,0.991
126.432,0.989
126.462,0.982
126.492,0.980
126.522,0.981
126.552,0.984
126.582,0.984
126.612,0.980
126.642,0.982
126.672,0.987
126.702,0.989
126.732,0.984
126.762,0.984
126.792,0.987
126.822,0.987
126.852,0.976
126.882,0.984
126.912,0.980
126.942,0.980
126.972,0.983
127.002,0.984
127.032,0.981
127.062,0.980
127.092,0.986
127.122,0.980
127.152,0.979
127.182,0.982
127.212,0.984
127.242,0.986
127.272,0.986
127.302,0.989
127.332,0.983
127.362,0.983
127.392,0.982
127.422,0.986
127.452,0.982
127.482,0.979
127.512,0.979
127.542,0.973
127.572,0.975
127.602,0.979
127.632,0.988
127.662,0.992
127.692,0.992
127.722,0.985
127.752,0.991
127.782,0.983
127.812,0.972
127.842,0.987
127.872,0.985
127.902,0.979
127.932,0.976
127.962,0.980
127.992,0.984
128.022,0.988
128.052,0.982
128.082,0.978
128.112,0.969
128.142,0.977
128.172,0.987
128.202,0.985
128.232,0.979
128.262,0.980
128.292,0.989
128.322,0.984
128.352,0.983
128.382,0.982
128.412,0.979
128.442,0.982
128.472,0.979
128.502,0.985
128.532,0.995
128.562,0.990
128.592,0.979
128.622,0.979
128.652,0.985
128.682,0.979
128.712,0.979
128.742,0.982
128.772,0.981
128.802,0.980
128.832,0.979
128.862,0.978
128.892,0.983
128.922,0.979
128.952,0.985
128.982,0.987
129.012,0.983
129.042,0.984
129.072,0.982
129.102,0.979
129.132,0.984
129.162,0.985
129.192,0.983
129.222,0.981
129.252,0.988
129.282,0.982
129.312,0.983
129.342,0.987
129.372,0.992
129.402,0.989
129.432,0.984
129.462,0.977
129.492,0.986
129.522,0.987
129.552,0.986
129.582,0.983
129.612,0.975
129.642,0.980
129.672,0.988
129.702,0.988
129.732,0.983
129.762,0.983
129.792,0.979
129.822,0.983
129.852,0.986
129.882,0.982
129.912,0.985
129.942,0.983
129.972,0.989
130.002,0.975
130.032,0.983
130.062,0.995
130.092,0.989
130.122,0.986
130.152,0.984
130.182,0.981
130.212,0.985
130.242,0.983
130.272,0.980
130.302,0.981
130.332,0.981
130.362,0.988
130.392,0.989
130.422,0.989
130.452,0.986
130.482,0.984
130.512,0.980
130.542,0.985
130.572,0.984
130.602,0.985
130.632,0.985
130.662,0.985
130.692,0.985
130.722,0.989
130.752,0.982
130.782,0.986
130.812,0.998
130.842,0.989
130.872,0.982
130.902,0.979
130.932,0.986
130.962,0.985
130.992,0.984
131.022,0.982
131.052,0.985
131.082,0.980
131.112,0.986
131.142,0.989
131.172,0.988
131.202,0.983
131.232,0.986
131.262,0.984
131.292,0.987
131.322,0.988
131.352,0.986
131.382,0.986
131.412,0.985
131.442,0.983
131.472,0.983
131.502,0.985
131.532,0.985
131.562,0.986
131.592,0.987
131.622,0.988
131.652,0.984
131.682,0.986
131.712,0.987
131.742,0.988
131.772,0.989
131.802,0.988
131.832,0.989
131.862,0.986
131.892,0.984
131.922,0.984
131.952,0.996
131.982,0.987
132.012,0.988
132.042,0.983
132.072,0.986
132.102,0.986
132.132,0.983
132.162,0.985
132.192,0.988
132.222,0.979
132.252,0.991
132.282,0.990
132.312,0.990
132.342,0.985
132.372,0.982
132.402,0.985
132.432,0.986
132.462,0.990
132.492,0.985
132.522,0.986
132.552,0.988
132.582,0.988
132.612,0.986
132.642,0.990
132.672,0.986
132.702,0.986
132.732,0.988
132.762,0.986
132.792,0.987
132.822,0.984
132.852,0.983
132.882,0.984
132.912,0.987
132.942,0.984
132.972,0.999
133.002,0.984
133.032,0.983
133.062,0.985
133.092,0.985
133.122,0.989
133.152,0.985
133.182,0.984
133.212,0.985
133.242,0.985
133.272,0.987
133.302,0.993
133.332,0.992
133.362,0.986
133.392,0.981
133.422,0.988
133.452,0.985
133.482,0.988
133.512,0.987
133.542,0.981
133.572,0.990
133.602,0.992
133.632,0.988
133.662,0.990
133.692,0.985
133.722,0.991
133.752,0.985
133.782,0.991
133.812,0.980
133.842,0.983
133.872,0.991
133.902,0.990
133.932,0.988
133.962,0.987
133.992,0.986
134.022,0.990
134.052,0.987
134.082,0.984
134.112,0.986
134.142,0.990
134.172,0.984
134.202,0.995
134.232,0.992
134.262,0.992
134.292,0.981
134.322,0.985
134.352,0.987
134.382,0.991
134.412,0.990
134.442,0.988
134.472,0.989
134.502,0.988
134.532,0.990
134.562,0.990
134.592,0.989
134.622,0.987
134.652,0.987
134.682,0.990
134.712,0.990
134.742,0.989
134.772,0.987
134.802,0.987
134.832,0.988
134.862,1.000
134.892,0.990
134.922,0.988
134.952,0.987
134.982,0.991
135.012,0.993
135.042,0.990
135.072,0.989
135.102,0.988
135.132,0.983
135.162,0.993
135.192,0.997
135.222,0.995
135.252,0.985
135.282,0.983
135.312,0.989
135.342,0.987
135.372,0.986
135.402,0.985
135.432,0.986
135.462,0.989
135.492,0.986
135.522,0.988
135.552,0.986
135.582,0.993
135.612,0.995
135.642,0.993
135.672,0.983
135.702,0.986
135.732,0.980
135.762,0.981
135.792,0.997
135.822,0.990
135.852,0.987
135.882,0.988
135.912,0.988
135.942,0.989
135.972,0.982
136.002,0.983
136.032,0.984
136.062,0.993
136.092,0.991
136.122,0.991
136.152,0.988
136.182,0.985
136.212,0.991
136.242,0.983
136.272,0.983
136.302,0.983
136.332,0.986
136.362,0.985
136.392,0.982
136.422,0.987
136.452,0.989
136.482,0.987
136.512,0.984
136.542,0.986
136.572,0.981
136.602,0.977
136.632,0.980
136.662,0.976
136.692,0.982
136.722,0.983
136.752,0.981
136.782,0.976
136.812,0.971
136.842,0.978
136.872,0.958
136.902,0.958
136.932,0.974
136.962,0.961
136.992,0.955
137.022,0.969
137.052,0.986
137.082,0.977
137.112,0.985
137.142,0.991
137.172,0.982
137.202,0.986
137.232,0.976
137.262,0.982
137.292,0.977
137.322,0.990
137.352,1.003
137.382,0.985
137.412,0.972
137.442,0.994
137.472,1.010
137.502,0.998
137.532,0.994
137.562,0.995
137.592,0.980
137.622,0.963
137.652,0.977
137.682,0.947
137.712,0.976
137.742,0.961
137.772,0.988
137.802,0.989
137.832,0.989
137.862,1.017
137.892,0.954
137.922,0.944
137.952,0.964
137.982,0.979
138.012,0.967
138.042,0.969
138.072,0.957
138.102,0.991
138.132,0.996
138.162,1.017
138.192,1.040
138.222,1.047
138.252,1.025
138.282,1.016
138.312,1.023
138.342,1.019
138.372,1.020
138.402,1.037
138.432,1.010
138.462,0.990
138.492,0.992
138.522,1.000
138.552,0.997
138.582,1.014
138.612,1.014
138.642,1.002
138.672,0.997
138.702,0.999
138.732,1.007
138.762,0.988
138.792,0.979
138.822,0.976
138.852,0.993
138.882,0.996
138.912,0.983
138.942,0.990
138.972,0.985
139.002,0.990
139.032,0.998
139.062,0.998
139.092,0.988
139.122,0.995
139.152,1.000
139.182,0.999
139.212,0.994
139.242,0.997
139.272,0.986
139.302,0.985
139.332,1.001
139.362,0.992
139.392,0.993
139.422,0.997
139.452,0.993
139.482,0.998
139.512,0.997
139.542,0.992
139.572,0.987
139.602,0.986
139.632,0.991
139.662,0.993
139.692,0.993
139.722,0.999
139.752,0.998
139.782,0.993
139.812,1.000
139.842,0.997
139.872,0.991
139.902,0.993
139.932,0.991
139.962,0.990
139.992,0.987
140.022,0.992
140.052,0.993
140.082,0.992
140.112,0.992
140.142,0.992
140.172,0.999
140.202,0.994
140.232,0.997
140.262,0.987
140.292,0.986
140.322,0.996
140.352,0.997
140.382,0.995
140.412,0.990
140.442,0.984
140.472,0.984
140.502,0.990
140.532,0.999
140.562,0.992
140.592,0.987
140.622,0.990
140.652,0.990
140.682,0.993
140.712,0.993
140.742,0.994
140.772,0.995
140.802,0.989
140.832,0.997
140.862,0.989
140.892,0.990
140.922,0.992
140.952,0.991
140.982,0.990
141.012,0.999
141.042,0.999
141.072,0.995
141.102,0.985
141.132,0.986
141.162,0.994
141.192,0.997
141.222,0.989
141.252,0.987
141.282,0.989
141.312,0.988
141.342,0.996
141.372,0.997
141.402,0.990
141.432,0.990
141.462,0.993
141.492,0.992
141.522,0.991
141.552,0.991
141.582,0.989
141.612,0.991
141.642,0.994
141.672,0.992
141.702,0.993
141.732,0.991
141.762,0.991
141.792,0.992
141.822,0.989
141.852,0.997
141.882,0.999
141.912,0.994
141.942,0.988
141.972,0.989
142.002,0.992
142.032,0.993
142.062,0.990
142.092,0.989
142.122,0.982
142.152,0.986
142.182,0.998
142.212,0.995
142.242,0.989
142.272,0.988
142.302,0.992
142.332,0.992
142.362,0.992
142.392,0.993
142.422,0.988
142.452,0.989
142.482,0.991
142.512,0.994
142.542,0.993
142.572,0.992
142.602,0.987
142.632,0.989
142.662,0.992
142.692,0.995
142.722,0.990
142.752,0.992
142.782,0.988
142.812,0.988
142.842,1.001
142.872,0.995
142.902,0.994
142.932,0.984
142.962,0.994
142.992,0.995
143.022,0.990
143.052,0.987
143.082,0.987
143.112,0.978
143.142,0.994
143.172,1.003
143.202,1.003
143.232,0.994
143.262,0.987
143.292,0.987
143.322,0.988
143.352,0.991
143.382,0.992
143.412,0.991
143.442,0.994
143.472,0.990
143.502,0.994
143.532,0.989
143.562,0.988
143.592,0.989
143.622,0.990
143.652,0.991
143.682,0.994
143.712,0.985
143.742,0.992
143.772,0.994
143.802,1.004
143.832,0.997
143.862,0.988
143.892,0.990
143.922,0.995
143.952,0.994
143.982,0.988
144.012,0.985
144.042,0.997
144.072,0.986
144.102,0.990
144.132,0.997
144.162,0.997
144.192,0.993
144.222,0.987
144.252,0.989
144.282,0.990
144.312,0.995
144.342,0.988
144.372,0.990
144.402,0.986
144.432,0.994
144.462,0.994
144.492,0.990
144.522,0.994
144.552,0.994
144.582,0.986
144.612,0.988
144.642,0.987
144.672,0.989
144.702,1.001
144.732,0.996
144.762,0.992
144.792,0.991
144.822,0.990
144.852,0.993
144.882,0.991
144.912,0.989
144.942,0.982
144.972,0.984
145.002,0.990
145.032,0.997
145.062,0.996
145.092,0.991
145.122,0.987
145.152,0.989
145.182,0.991
145.212,0.994
145.242,0.988
145.272,0.992
145.302,0.990
145.332,0.992
145.362,0.990
145.392,0.992
145.422,0.991
145.452,0.988
145.482,0.991
145.512,0.991
145.542,0.991
145.572,0.992
145.602,0.985
145.632,0.986
145.662,1.000
145.692,0.995
145.722,0.990
145.752,0.991
145.782,0.988
145.812,0.988
145.842,0.991
145.872,0.991
145.902,0.985
145.932,0.985
145.962,0.989
145.992,0.996
146.022,0.992
146.052,0.990
146.082,0.989
146.112,0.993
146.142,0.989
146.172,0.989
146.202,0.991
146.232,0.992
146.262,0.990
146.292,0.993
146.322,0.992
146.352,0.993
146.382,0.991
146.412,0.988
146.442,0.989
146.472,0.991
146.502,0.989
146.532,0.986
146.562,0.999
146.592,0.993
146.622,0.994
146.652,0.986
146.682,0.990
146.712,0.991
146.742,0.993
146.772,0.991
146.802,0.986
146.832,0.982
146.862,0.988
146.892,0.995
146.922,0.991
146.952,0.988
146.982,0.992
147.012,0.988
147.042,0.987
147.072,0.990
147.102,0.992
147.132,0.990
147.162,0.988
147.192,0.989
147.222,0.990
147.252,0.996
147.282,0.993
147.312,0.990
147.342,0.989
147.372,0.988
147.402,0.990
147.432,0.986
147.462,0.992
147.492,0.988
147.522,0.985
147.552,0.999
147.582,0.993
147.612,0.991
147.642,0.989
147.672,0.992
147.702,0.992
147.732,0.993
147.762,0.994
147.792,0.991
147.822,0.984
147.852,0.987
147.882,0.997
147.912,0.994
147.942,0.991
147.972,0.987
148.002,0.990
148.032,0.988
148.062,0.988
148.092,0.992
148.122,0.990
148.152,0.991
148.182,0.992
148.212,0.988
148.242,0.991
148.272,0.990
148.302,0.990
148.332,0.985
148.362,0.997
148.392,0.991
148.422,0.990
148.452,0.988
148.482,0.986
148.512,0.987
148.542,1.004
148.572,0.991
148.602,0.986
148.632,0.987
148.662,0.989
148.692,0.995
148.722,0.991
148.752,0.990
148.782,0.988
148.812,0.992
148.842,0.988
148.872,0.995
148.902,0.992
148.932,0.986
148.962,0.983
148.992,0.990
149.022,0.991
149.052,0.991
149.082,0.990
149.112,0.988
149.142,0.991
149.172,0.990
149.202,0.994
149.232,0.993
149.262,0.995
149.292,0.989
149.322,0.991
149.352,0.989
149.382,0.985
149.412,1.000
149.442,0.988
149.472,0.990
149.502,0.987
149.532,0.988
149.562,0.993
149.592,0.989
149.622,0.987
149.652,0.982
149.682,0.984
149.712,0.987
149.742,0.997
149.772,0.994
149.802,0.995
149.832,0.988
149.862,0.986
149.892,0.995
149.922,0.989
149.952,0.988
149.982,0.990
150.012,0.991
150.042,0.993
150.072,0.990
150.102,0.988
150.132,0.991
150.162,0.988
150.192,0.987
150.222,0.990
150.252,0.992
150.282,0.989
150.312,0.996
150.342,1.000
150.372,0.989
150.402,0.988
150.432,0.987
150.462,0.989
150.492,0.988
150.522,0.989
150.552,0.994
150.582,0.990
150.612,0.982
150.642,0.997
150.672,0.997
150.702,0.992
150.732,0.989
150.762,0.987
150.792,0.992
150.822,0.990
150.852,0.993
150.882,0.991
150.912,0.990
150.942,0.991
150.972,0.994
151.002,0.993
151.032,0.990
151.062,0.992
151.092,0.988
151.122,0.988
151.152,0.990
151.182,1.003
151.212,0.992
151.242,0.989
151.272,0.989
151.302,0.992
151.332,0.991
151.362,0.993
151.392,0.985
151.422,0.988
151.452,0.978
151.482,0.993
151.512,0.998
151.542,0.992
151.572,0.985
151.602,0.987
151.632,0.991
151.662,0.990
151.692,0.989
151.722,0.988
151.752,0.989
151.782,0.988
151.812,0.993
151.842,0.993
151.872,0.994
151.902,0.987
151.932,0.987
151.962,0.986
151.992,0.995
152.022,0.999
152.052,0.990
152.082,0.986
152.112,0.987
152.142,0.990
152.172,0.987
152.202,0.987
152.232,0.985
152.262,0.988
152.292,0.989
152.322,0.996
152.352,0.998
152.382,0.992
152.412,0.991
152.442,0.987
152.472,0.989
152.502,0.990
152.532,0.991
152.562,0.988
152.592,0.986
152.622,0.992
152.652,0.989
152.682,0.987
152.712,0.988
152.742,0.991
152.772,0.988
152.802,0.988
152.832,0.992
152.862,0.986
152.892,0.983
152.922,0.997
152.952,0.996
152.982,0.994
153.012,0.989
153.042,0.983
153.072,0.987
153.102,0.987
153.132,0.983
153.162,0.986
153.192,0.987
153.222,0.989
153.252,0.993
153.282,0.994
153.312,0.992
153.342,0.987
153.372,0.989
153.402,0.994
153.432,0.989
153.462,0.992
153.492,0.988
153.522,0.988
153.552,0.991
153.582,0.993
153.612,0.989
153.642,0.990
153.672,0.990
153.702,0.991
153.732,0.991
153.762,0.981
153.792,0.990
153.822,1.002
153.852,0.997
153.882,0.985
153.912,0.987
153.942,0.992
153.972,0.993
154.002,0.987
154.032,0.986
154.062,0.987
154.092,0.994
154.122,0.983
154.152,0.996
154.182,0.995
154.212,0.997
154.242,0.984
154.272,0.983
154.302,0.985
154.332,0.991
154.362,0.990
154.392,0.985
154.422,0.988
154.452,0.993
154.482,0.988
154.512,0.993
154.542,0.992
154.572,0.990
154.602,0.984
154.632,0.983
154.662,0.989
154.692,0.996
154.722,0.992
154.752,0.986
154.782,0.990
154.812,0.994
154.842,0.992
154.872,0.986
154.902,0.986
154.932,0.994
154.962,0.983
154.992,0.996
155.022,0.995
155.052,0.994
155.082,0.985
155.112,0.989
155.142,0.989
155.172,0.991
155.202,0.989
155.232,0.986
155.262,0.991
155.292,0.987
155.322,0.992
155.352,0.989
155.382,0.991
155.412,0.988
155.442,0.986
155.472,0.990
155.502,0.992
155.532,0.984
155.562,0.988
155.592,0.986
155.622,0.985
155.652,0.999
155.682,0.990
155.712,0.993
155.742,0.987
155.772,0.987
155.802,0.990
155.832,0.988
155.862,0.989
155.892,0.987
155.922,0.984
155.952,0.994
155.982,0.997
156.012,0.999
156.042,0.992
156.072,0.986
156.102,0.989
156.132,0.991
156.162,0.988
156.192,0.989
156.222,0.985
156.252,0.988
156.282,0.989
156.312,0.991
156.342,0.990
156.372,0.987
156.402,0.988
156.432,0.989
156.462,0.989
156.492,0.993
156.522,0.985
156.552,0.987
156.582,0.984
156.612,0.986
156.642,1.002
156.672,0.989
156.702,0.987
156.732,0.986
156.762,0.990
156.792,0.994
156.822,0.985
156.852,0.988
156.882,0.994
156.912,0.993
156.942,0.990
156.972,0.997
157.002,0.993
157.032,0.988
157.062,0.987
157.092,0.991
157.122,0.989
157.152,0.986
157.182,0.991
157.212,0.990
157.242,0.996
157.272,0.990
157.302,0.986
157.332,0.989
157.362,0.987
157.392,0.988
157.422,0.991
157.452,0.988
157.482,0.989
157.512,0.997
157.542,0.992
157.572,0.988
157.602,0.987
157.632,0.992
157.662,0.993
157.692,0.988
157.722,0.987
157.752,0.986
157.782,0.982
157.812,0.992
157.842,0.994
157.872,0.999
157.902,0.990
157.932,0.988
157.962,0.991
157.992,0.993
158.022,0.988
158.052,0.985
158.082,0.984
158.112,0.988
158.142,0.995
158.172,0.988
158.202,0.988
158.232,0.988
158.262,0.989
158.292,0.988
158.322,0.986
158.352,0.975
158.382,0.985
158.412,1.004
158.442,0.989
158.472,0.984
158.502,0.987
158.532,0.989
158.562,0.986
158.592,0.987
158.622,0.986
158.652,0.987
158.682,0.985
158.712,0.992
158.742,0.999
158.772,0.994
158.802,0.992
158.832,0.992
158.862,0.990
158.892,0.982
158.922,0.980
158.952,0.982
158.982,0.982
159.012,0.989
159.042,0.988
159.072,0.984
159.102,0.988
159.132,0.994
159.162,0.990
159.192,0.979
159.222,0.989
159.252,1.000
159.282,0.994
159.312,0.990
159.342,0.986
159.372,0.987
159.402,0.984
159.432,0.982
159.462,0.973
159.492,0.964
159.522,0.965
159.552,0.972
159.582,0.982
159.612,0.967
159.642,0.955
159.672,0.954
159.702,0.968
159.732,0.961
159.762,0.960
159.792,0.962
159.822,0.964
159.852,0.962
159.882,0.960
159.912,0.968
159.942,0.985
159.972,0.963
160.002,0.960
160.032,0.962
160.062,0.995
160.092,0.989
160.122,0.971
160.152,0.957
160.182,0.968
160.212,0.951
160.242,0.925
160.272,0.950
160.302,0.974
160.332,0.972
160.362,0.973
160.392,0.968
160.422,0.981
160.452,0.975
160.482,0.958
160.512,0.958
160.542,0.985
160.572,0.991
160.602,0.990
160.632,0.977
160.662,0.949
160.692,0.952
160.722,0.949
160.752,0.942
160.782,0.942
160.812,0.974
160.842,0.978
160.872,0.962
160.902,0.956
160.932,0.968
160.962,0.969
160.992,0.963
161.022,0.967
161.052,0.991
161.082,0.997
161.112,0.991
161.142,0.979
161.172,0.974
161.202,0.965
161.232,0.963
161.262,0.972
161.292,0.962
161.322,0.966
161.352,0.976
161.382,0.976
161.412,0.968
161.442,0.973
161.472,0.975
161.502,0.976
161.532,0.971
161.562,0.979
161.592,0.979
161.622,0.978
161.652,0.979
161.682,0.982
161.712,0.971
161.742,0.958
161.772,0.967
161.802,0.986
161.832,0.981
161.862,0.972
161.892,0.957
161.922,0.970
161.952,0.971
161.982,0.976
162.012,0.980
162.042,0.977
162.072,0.976
162.102,0.992
162.132,0.985
162.162,0.970
162.192,0.964
162.222,0.986
162.252,0.980
162.282,0.966
162.312,0.974
162.342,0.974
162.372,0.996
162.402,0.970
162.432,0.975
162.462,0.972
162.492,0.976
162.522,0.974
162.552,0.983
162.582,0.960
162.612,0.972
162.642,0.980
162.672,0.969
162.702,0.956
162.732,0.969
162.762,0.966
162.792,0.975
162.822,0.977
162.852,0.979
162.882,0.967
162.912,0.957
162.942,0.976
162.972,0.969
163.002,0.972
163.032,0.976
163.062,0.970
163.092,0.969
163.122,0.971
163.152,0.973
163.182,0.962
163.212,0.967
163.242,0.979
163.272,0.978
163.302,0.976
163.332,0.966
163.362,0.974
163.392,0.965
163.422,0.972
163.452,0.962
163.482,0.969
163.512,0.983
163.542,0.979
163.572,0.972
163.602,0.965
163.632,0.968
163.662,0.974
163.692,0.976
163.722,0.976
163.752,0.968
163.782,0.962
163.812,0.967
163.842,0.961
163.872,0.960
163.902,0.966
163.932,0.969
163.962,0.971
163.992,0.977
164.022,0.965
164.052,0.966
164.082,0.969
164.112,0.964
164.142,0.964
164.172,0.966
164.202,0.976
164.232,0.973
164.262,0.966
164.292,0.968
164.322,0.968
164.352,0.980
164.382,0.966
164.412,0.972
164.442,0.969
164.472,0.964
164.502,0.975
164.532,0.982
164.562,0.969
164.592,0.971
164.622,0.966
164.652,0.977
164.682,0.991
164.712,0.971
164.742,0.964
164.772,0.976
164.802,0.962
164.832,0.980
164.862,0.990
164.892,0.982
164.922,0.969
164.952,0.954
164.982,0.946
165.012,0.925
165.042,0.943
165.072,0.984
165.102,0.995
165.132,0.981
165.162,0.984
165.192,0.953
165.222,0.954
165.252,0.985
165.282,0.968
165.312,0.974
165.342,0.980
165.372,0.997
165.402,0.966
165.432,0.978
165.462,0.999
165.492,1.023
165.522,0.996
165.552,0.971
165.582,0.946
165.612,0.944
165.642,0.939
165.672,0.951
165.702,0.968
165.732,0.950
165.762,0.947
165.792,0.947
165.822,0.958
165.852,0.968
165.882,0.963
165.912,0.959
165.942,0.959
165.972,0.968
166.002,0.956
166.032,0.954
166.062,0.957
166.092,0.967
166.122,0.961
166.152,0.961
166.182,0.950
166.212,0.956
166.242,0.955
166.272,0.963
166.302,0.975
166.332,0.966
166.362,0.962
166.392,0.966
166.422,0.969
166.452,0.964
166.482,0.979
166.512,0.946
166.542,0.957
166.572,0.951
166.602,0.963
166.632,0.970
166.662,0.990
166.692,0.987
166.722,0.995
166.752,0.995
166.782,0.985
166.812,0.974
166.842,0.963
166.872,0.960
166.902,0.965
166.932,0.969
166.962,0.970
166.992,0.969
167.022,0.960
167.052,0.968
167.082,0.973
167.112,0.973
167.142,0.973
167.172,0.968
167.202,0.971
167.232,0.967
167.262,0.970
167.292,0.970
167.322,0.968
167.352,0.973
167.382,0.971
167.412,0.974
167.442,0.976
167.472,0.968
167.502,0.974
167.532,0.971
167.562,0.965
167.592,0.969
167.622,0.971
167.652,0.966
167.682,0.971
167.712,0.966
167.742,0.965
167.772,0.960
167.802,0.958
167.832,0.952
167.862,0.942
167.892,0.938
167.922,0.955
167.952,0.957
167.982,0.960
168.012,0.969
168.042,0.974
168.072,0.987
168.102,1.004
168.132,1.007
168.162,1.004
168.192,1.000
168.222,0.999
168.252,0.982
168.282,0.978
168.312,0.971
168.342,0.973
168.372,0.979
168.402,0.965
168.432,0.968
168.462,0.985
168.492,0.967
168.522,0.965
168.552,0.966
168.582,0.964
168.612,0.958
168.642,0.959
168.672,0.964
168.702,0.963
168.732,0.963
168.762,0.968
168.792,0.964
168.822,0.970
168.852,0.974
168.882,0.970
168.912,0.969
168.942,0.971
168.972,0.968
169.002,0.980
169.032,0.967
169.062,0.970
169.092,0.979
169.122,0.979
169.152,0.970
169.182,0.963
169.212,0.974
169.242,0.969
169.272,0.966
169.302,0.972
169.332,0.973
169.362,0.971
169.392,0.969
169.422,0.970
169.452,0.971
169.482,0.973
169.512,0.973
169.542,0.967
169.572,0.971
169.602,0.967
169.632,0.975
169.662,0.976
169.692,0.974
169.722,0.971
169.752,0.965
169.782,0.972
169.812,0.970
169.842,0.977
169.872,0.970
169.902,0.969
169.932,0.972
169.962,0.974
169.992,0.969
170.022,0.972
170.052,0.973
170.082,0.975
170.112,0.975
170.142,0.967
170.172,0.968
170.202,0.969
170.232,0.973
170.262,0.973
170.292,0.967
170.322,0.968
170.352,0.972
170.382,0.976
170.412,0.970
170.442,0.974
170.472,0.973
170.502,0.967
170.532,0.974
170.562,0.979
170.592,0.979
170.622,0.971
170.652,0.970
170.682,0.970
170.712,0.969
170.742,0.968
170.772,0.969
170.802,0.963
170.832,0.978
170.862,0.974
170.892,0.974
170.922,0.978
170.952,0.978
170.982,0.970
171.012,0.966
171.042,0.982
171.072,0.970
171.102,0.968
171.132,0.973
171.162,0.978
171.192,0.974
171.222,0.975
171.252,0.977
171.282,0.978
171.312,0.975
171.342,0.974
171.372,0.965
171.402,0.969
171.432,0.973
171.462,0.978
171.492,0.975
171.522,0.970
171.552,0.986
171.582,1.036
171.612,0.979
171.642,1.025
171.672,0.957
171.702,0.951
171.732,0.929
171.762,0.956
171.792,0.992
171.822,0.990
171.852,1.000
171.882,0.987
171.912,0.962
171.942,0.984
171.972,0.985
172.002,0.976
172.032,0.979
172.062,0.964
172.092,0.976
172.122,0.987
172.152,0.972
172.182,0.970
172.212,0.977
172.242,0.976
172.272,0.981
172.302,0.990
172.332,0.983
172.362,0.997
172.392,0.996
172.422,0.986
172.452,0.974
172.482,0.983
172.512,0.974
172.542,0.995
172.572,0.975
172.602,0.983
172.632,0.982
172.662,0.981
172.692,0.985
172.722,0.985
172.752,0.983
172.782,0.982
172.812,0.986
172.842,0.983
172.872,0.984
172.902,0.991
172.932,0.985
172.962,0.983
172.992,0.981
173.022,0.978
173.052,0.980
173.082,0.975
173.112,0.983
173.142,0.981
173.172,0.982
173.202,0.980
173.232,0.980
173.262,0.986
173.292,0.981
173.322,0.978
173.352,0.981
