df_hash,22ZHK4.A59L8C
282.901,1.016
282.931,1.044
282.961,1.062
282.991,1.050
283.021,1.060
283.051,1.080
283.081,1.079
283.111,1.062
283.141,1.060
283.171,1.083
283.201,1.070
283.231,1.067
283.261,1.079
283.291,1.085
283.321,1.088
283.351,1.079
283.381,1.079
283.411,1.056
283.441,1.086
283.471,1.091
283.501,1.071
283.531,1.071
283.561,1.098
283.591,1.090
283.621,1.058
283.651,1.083
283.681,1.102
283.711,1.079
283.741,1.066
283.771,1.080
283.801,1.091
283.831,1.085
283.861,1.088
283.891,1.083
283.921,1.082
283.951,1.073
283.981,1.078
284.011,1.089
284.041,1.071
284.071,1.074
284.101,1.083
284.131,1.083
284.161,1.076
284.191,1.066
284.221,1.076
284.251,1.081
284.281,1.069
284.311,1.073
284.341,1.081
284.371,1.080
284.401,1.073
284.431,1.070
284.461,1.072
284.491,1.078
284.521,1.080
284.551,1.077
284.581,1.080
284.611,1.073
284.641,1.063
284.671,1.086
284.701,1.078
284.731,1.074
284.761,1.085
284.791,1.093
284.821,1.077
284.851,1.087
284.881,1.073
284.911,1.072
284.941,1.076
284.971,1.062
285.001,1.063
285.031,1.083
285.061,1.079
285.091,1.072
285.121,1.080
285.151,1.076
285.181,1.073
285.211,1.077
285.241,1.082
285.271,1.064
285.301,1.072
285.331,1.094
285.361,1.081
285.391,1.063
285.421,1.075
285.451,1.083
285.481,1.081
285.511,1.083
285.541,1.085
285.571,1.101
285.601,1.109
285.631,1.098
285.661,1.088
285.691,1.075
285.721,1.071
285.751,1.055
285.781,1.045
285.811,1.041
285.841,1.073
285.871,1.071
285.901,1.069
285.931,1.065
285.961,1.083
285.991,1.084
286.021,1.079
286.051,1.089
286.081,1.088
286.111,1.079
286.141,1.066
286.171,1.035
286.201,1.057
286.231,1.056
286.261,1.047
286.291,1.066
286.321,1.068
286.351,1.084
286.381,1.074
286.411,1.084
286.441,1.081
286.471,1.076
286.501,1.077
286.531,1.083
286.561,1.064
286.591,1.061
286.621,1.074
286.651,1.068
286.681,1.061
286.711,1.073
286.741,1.077
286.771,1.070
286.801,1.071
286.831,1.084
286.861,1.079
286.891,1.079
286.921,1.071
286.951,1.079
286.981,1.084
287.011,1.080
287.041,1.072
287.071,1.062
287.101,1.066
287.131,1.060
287.161,1.068
287.191,1.090
287.221,1.103
287.251,1.096
287.281,1.084
287.311,1.065
287.341,1.074
287.371,1.078
287.401,1.063
287.431,1.070
287.461,1.083
287.491,1.088
287.521,1.065
287.551,1.062
287.581,1.073
287.611,1.081
287.641,1.067
287.671,1.089
287.701,1.098
287.731,1.088
287.761,1.079
287.791,1.081
287.821,1.069
287.851,1.062
287.881,1.061
287.911,1.088
287.941,1.091
287.971,1.093
288.001,1.103
288.031,1.099
288.061,1.063
288.091,1.069
288.121,1.081
288.151,1.084
288.181,1.064
288.211,1.091
288.241,1.073
288.271,1.043
288.301,1.032
288.331,1.021
288.361,1.033
288.391,1.056
288.421,1.058
288.451,1.062
288.481,1.058
288.511,1.060
288.541,1.064
288.571,1.056
288.601,1.060
288.631,1.057
288.661,1.053
288.691,1.066
288.721,1.071
288.751,1.066
288.781,1.062
288.811,1.062
288.841,1.065
288.871,1.064
288.901,1.072
288.931,1.071
288.961,1.061
288.991,1.064
289.021,1.075
289.051,1.075
289.081,1.053
289.111,1.064
289.141,1.079
289.171,1.061
289.201,1.052
289.231,1.050
289.261,1.067
289.291,1.071
289.321,1.058
289.351,1.062
289.381,1.071
289.411,1.062
289.441,1.055
289.471,1.063
289.501,1.074
289.531,1.067
289.561,1.075
289.591,1.077
289.621,1.064
289.651,1.048
289.681,1.072
289.711,1.079
289.741,1.067
289.771,1.063
289.801,1.073
289.831,1.072
289.861,1.058
289.891,1.064
289.921,1.061
289.951,1.063
289.981,1.062
290.011,1.067
290.041,1.072
290.071,1.060
290.101,1.071
290.131,1.062
290.161,1.069
290.191,1.082
290.221,1.063
290.251,1.059
290.281,1.058
290.311,1.073
290.341,1.076
290.371,1.067
290.401,1.068
290.431,1.066
290.461,1.053
290.491,1.065
290.521,1.062
290.551,1.053
290.581,1.069
290.611,1.075
290.641,1.062
290.671,1.078
290.701,1.050
290.731,1.042
290.761,1.084
290.791,1.077
290.821,1.064
290.851,1.066
290.881,1.072
290.911,1.055
290.941,1.063
290.971,1.085
291.001,1.073
291.031,1.054
291.061,1.052
291.091,1.080
291.121,1.061
291.151,1.056
291.181,1.070
291.211,1.069
291.241,1.071
291.271,1.066
291.301,1.067
291.331,1.072
291.361,1.074
291.391,1.055
291.421,1.062
291.451,1.063
291.481,1.061
291.511,1.071
291.541,1.067
291.571,1.059
291.601,1.065
291.631,1.063
291.661,1.074
291.691,1.067
291.721,1.060
291.751,1.059
291.781,1.074
291.811,1.073
291.841,1.067
291.871,1.076
291.901,1.057
291.931,1.076
291.961,1.080
291.991,1.074
292.021,1.067
292.051,1.081
292.081,1.086
292.111,1.069
292.141,1.069
292.171,1.066
292.201,1.063
292.231,1.046
292.261,1.055
292.291,1.078
292.321,1.075
292.351,1.053
292.381,1.078
292.411,1.104
292.441,1.070
292.471,1.072
292.501,1.077
292.531,1.069
292.561,1.062
292.591,1.067
292.621,1.084
292.651,1.078
292.681,1.051
292.711,1.069
292.741,1.088
292.771,1.104
292.801,1.080
292.831,1.072
292.861,1.092
292.891,1.094
292.921,1.069
292.951,1.094
292.981,1.118
293.011,1.120
293.041,1.101
293.071,1.093
293.101,1.093
293.131,1.055
293.161,1.101
293.191,1.092
293.221,1.052
293.251,1.039
293.281,1.067
293.311,1.061
293.341,1.034
293.371,1.037
293.401,1.051
293.431,1.042
293.461,1.034
293.491,1.046
293.521,1.057
293.551,1.008
293.581,1.058
293.611,1.085
293.641,1.053
293.671,1.046
293.701,1.067
293.731,1.024
293.761,1.041
293.791,1.119
293.821,1.091
293.851,1.104
293.881,1.100
293.911,1.088
293.941,1.079
293.971,1.027
294.001,1.034
294.031,1.009
294.061,1.041
294.091,1.095
294.121,1.070
294.151,1.055
294.181,0.964
294.211,0.983
294.241,1.005
294.271,0.953
294.301,1.018
294.331,1.019
294.361,1.021
294.391,1.054
294.421,1.024
294.451,1.065
294.481,1.065
294.511,1.043
294.541,1.062
294.571,0.988
294.601,1.012
294.631,1.021
294.661,1.068
294.691,1.098
294.721,1.066
294.751,1.071
294.781,1.066
294.811,1.060
294.841,1.069
294.871,1.008
294.901,1.030
294.931,0.986
294.961,1.001
294.991,1.078
295.021,1.059
295.051,1.065
295.081,1.108
295.111,1.103
295.141,1.094
295.171,1.066
295.201,1.039
295.231,1.043
295.261,1.036
295.291,1.041
295.321,1.054
295.351,1.050
295.381,1.048
295.411,1.038
295.441,1.023
295.471,1.042
295.501,1.069
295.531,1.036
295.561,1.068
295.591,1.083
295.621,1.026
295.651,1.022
295.681,1.072
295.711,1.069
295.741,1.075
295.771,1.024
295.801,1.044
295.831,1.052
295.861,1.044
295.891,1.049
295.921,1.060
295.951,1.064
295.981,1.050
296.011,1.056
296.041,1.093
296.071,1.017
296.101,1.007
296.131,1.052
296.161,1.018
296.191,1.030
296.221,1.092
296.251,1.088
296.281,1.068
296.311,1.011
296.341,1.050
296.371,1.102
296.401,1.011
296.431,0.989
296.461,1.037
296.491,1.011
296.521,1.035
296.551,1.018
296.581,1.015
296.611,1.088
296.641,1.102
296.671,1.064
296.701,1.078
296.731,1.079
296.761,1.078
296.791,1.068
296.821,1.033
296.851,1.054
296.881,1.038
296.911,1.033
296.941,1.040
296.971,1.057
297.001,1.047
297.031,0.991
297.061,1.044
297.091,0.957
297.121,1.018
297.151,1.076
297.181,1.091
297.211,1.188
297.241,1.168
297.271,0.972
297.301,1.015
297.331,1.007
297.361,0.993
297.391,1.014
297.421,0.979
297.451,1.014
297.481,1.026
297.511,1.051
297.541,1.027
297.571,1.036
297.601,1.062
297.631,1.052
297.661,1.058
297.691,1.092
297.721,1.068
297.751,1.051
297.781,1.052
297.811,1.053
297.841,1.069
297.871,1.054
297.901,1.044
297.931,1.045
297.961,1.032
297.991,1.058
298.021,1.050
298.051,1.044
298.081,1.062
298.111,1.039
298.141,1.046
298.171,1.061
298.201,1.070
298.231,1.033
298.261,1.035
298.291,1.085
298.321,1.109
298.351,1.141
298.381,1.133
298.411,1.080
298.441,1.056
298.471,1.040
298.501,1.020
298.531,0.995
298.561,1.017
298.591,1.009
298.621,1.001
298.651,1.020
298.681,1.028
298.711,1.020
298.741,1.058
298.771,1.047
298.801,1.032
298.831,1.040
298.861,1.020
298.891,1.033
298.921,1.048
298.951,1.024
298.981,1.066
299.011,1.054
299.041,1.064
299.071,1.064
299.101,1.057
299.131,1.031
299.161,1.021
299.191,1.060
299.221,1.043
299.251,1.054
299.281,1.067
299.311,1.060
299.341,1.053
299.371,1.065
299.401,1.054
299.431,1.062
299.461,1.050
299.491,1.060
299.521,1.058
299.551,1.061
299.581,1.057
299.611,1.048
299.641,1.053
299.671,1.068
299.701,1.042
299.731,1.039
299.761,1.042
299.791,1.050
299.821,1.051
299.851,1.055
299.881,1.055
299.911,1.068
299.941,1.056
299.971,1.049
300.001,1.058
300.031,1.054
300.061,1.060
300.091,1.062
300.121,1.061
300.151,1.061
300.181,1.049
300.211,1.064
300.241,1.065
300.271,1.052
300.301,1.048
300.331,1.062
300.361,1.063
300.391,1.058
300.421,1.048
300.451,1.055
300.481,1.062
300.511,1.054
300.541,1.049
300.571,1.057
300.601,1.057
300.631,1.057
300.661,1.042
300.691,1.047
300.721,1.064
300.751,1.055
300.781,1.034
300.811,1.045
300.841,1.068
300.871,1.056
300.901,1.051
300.931,1.059
300.961,1.036
300.991,1.056
301.021,1.061
301.051,1.051
301.081,1.046
301.111,1.062
301.141,1.057
301.171,1.047
301.201,1.050
301.231,1.037
301.261,1.047
301.291,1.049
301.321,1.047
301.351,1.050
301.381,1.044
301.411,1.060
301.441,1.056
301.471,1.051
301.501,1.050
301.531,1.057
301.561,1.047
301.591,1.048
301.621,1.062
301.651,1.053
301.681,1.049
301.711,1.056
301.741,1.057
301.771,1.048
301.801,1.052
301.831,1.058
301.861,1.053
301.891,1.051
301.921,1.046
301.951,1.048
301.981,1.065
302.011,1.027
302.041,1.052
302.071,1.076
302.101,1.051
302.131,1.043
302.161,1.061
302.191,1.057
302.221,1.049
302.251,1.057
302.281,1.054
302.311,1.062
302.341,1.046
302.371,1.054
302.401,1.054
302.431,1.052
302.461,1.048
302.491,1.051
302.521,1.064
302.551,1.051
302.581,1.043
302.611,1.067
302.641,1.060
302.671,1.035
302.701,1.049
302.731,1.068
302.761,1.062
302.791,1.053
302.821,1.057
302.851,1.048
302.881,1.064
302.911,1.055
302.941,1.049
302.971,1.059
303.001,1.060
303.031,1.068
303.061,1.043
303.091,1.059
303.121,1.058
303.151,1.054
303.181,1.054
303.211,1.057
303.241,1.050
303.271,1.067
303.301,1.067
303.331,1.048
303.361,1.042
303.391,1.073
303.421,1.068
303.451,1.034
303.481,1.065
303.511,1.077
303.541,1.077
303.571,1.071
303.601,1.041
303.631,1.030
303.661,1.050
303.691,1.054
303.721,1.047
303.751,1.053
303.781,1.050
303.811,1.054
303.841,1.065
303.871,1.049
303.901,1.046
303.931,1.062
303.961,1.052
303.991,1.045
304.021,1.045
304.051,1.036
304.081,1.056
304.111,1.071
304.141,1.048
304.171,1.049
304.201,1.052
304.231,1.059
304.261,1.045
304.291,1.058
304.321,1.054
304.351,1.052
304.381,1.047
304.411,1.047
304.441,1.052
304.471,1.053
304.501,1.055
304.531,1.057
304.561,1.048
304.591,1.056
304.621,1.056
304.651,1.056
304.681,1.048
304.711,1.049
304.741,1.056
304.771,1.059
304.801,1.044
304.831,1.055
304.861,1.068
304.891,1.054
304.921,1.054
304.951,1.056
304.981,1.052
305.011,1.053
305.041,1.047
305.071,1.054
305.101,1.054
305.131,1.059
305.161,1.049
305.191,1.045
305.221,1.070
305.251,1.055
305.281,1.035
305.311,1.055
305.341,1.064
305.371,1.059
305.401,1.046
305.431,1.049
305.461,1.059
305.491,1.051
305.521,1.058
305.551,1.063
305.581,1.048
305.611,1.056
305.641,1.054
305.671,1.052
305.701,1.054
305.731,1.056
305.761,1.050
305.791,1.049
305.821,1.059
305.851,1.055
305.881,1.052
305.911,1.053
305.941,1.062
305.971,1.052
306.001,1.044
306.031,1.059
306.061,1.054
306.091,1.049
306.121,1.058
306.151,1.067
306.181,1.066
306.211,1.056
306.241,1.036
306.271,1.067
306.301,1.057
306.331,1.049
306.361,1.043
306.391,1.064
306.421,1.064
306.451,1.083
306.481,1.060
306.511,1.046
306.541,1.050
306.571,1.057
306.601,1.066
306.631,1.062
306.661,1.053
306.691,1.037
306.721,1.033
306.751,1.054
306.781,1.042
306.811,1.045
306.841,1.049
306.871,1.037
306.901,1.021
306.931,1.062
306.961,1.059
306.991,1.047
307.021,1.076
307.051,1.053
307.081,1.026
307.111,1.034
307.141,1.025
307.171,1.028
307.201,1.038
307.231,1.050
307.261,1.059
307.291,1.065
307.321,1.068
307.351,1.061
307.381,1.043
307.411,1.060
307.441,1.058
307.471,1.047
307.501,1.052
307.531,1.055
307.561,1.060
307.591,1.051
307.621,1.052
307.651,1.055
307.681,1.062
307.711,1.051
307.741,1.051
307.771,1.050
307.801,1.050
307.831,1.044
307.861,1.059
307.891,1.055
307.921,1.043
307.951,1.056
307.981,1.045
308.011,1.032
308.041,1.052
308.071,1.067
308.101,1.049
308.131,1.034
308.161,1.055
308.191,1.060
308.221,1.043
308.251,1.044
308.281,1.061
308.311,1.062
308.341,1.048
308.371,1.057
308.401,1.058
308.431,1.053
308.461,1.046
308.491,1.059
308.521,1.056
308.551,1.030
308.581,1.044
308.611,1.056
308.641,1.050
308.671,1.047
308.701,1.062
308.731,1.056
308.761,1.056
308.791,1.053
308.821,1.056
308.851,1.055
308.881,1.052
308.911,1.045
308.941,1.053
308.971,1.071
309.001,1.062
309.031,1.038
309.061,1.046
309.091,1.051
309.121,1.058
309.151,1.067
309.181,1.063
309.211,1.061
309.241,1.051
309.271,1.057
309.301,1.051
309.331,1.048
309.361,1.034
309.391,1.057
309.421,1.044
309.451,1.048
309.481,1.063
309.511,1.048
309.541,1.049
309.571,1.052
309.601,1.060
309.631,1.059
309.661,1.058
309.691,1.050
309.721,1.058
309.751,1.046
309.781,1.053
309.811,1.056
309.841,1.037
309.871,1.062
309.901,1.055
309.931,1.024
309.961,1.067
309.991,1.065
310.021,1.035
310.051,1.019
310.081,1.044
310.111,1.051
310.141,1.032
310.171,1.049
310.201,1.066
310.231,1.052
310.261,1.028
310.291,1.051
310.321,1.034
310.351,1.027
310.381,1.057
310.411,1.059
310.441,1.059
310.471,1.062
310.501,1.061
310.531,1.054
310.561,1.054
310.591,1.062
310.621,1.052
310.651,1.050
310.681,1.062
310.711,1.057
310.741,1.064
310.771,1.045
310.801,1.061
310.831,1.064
310.861,1.059
310.891,1.039
310.921,1.049
310.951,1.044
310.981,1.063
311.011,1.057
311.041,1.040
311.071,1.056
311.101,1.068
311.131,1.049
311.161,1.053
311.191,1.058
311.221,1.053
311.251,1.016
311.281,1.088
311.311,1.093
311.341,1.076
311.371,1.057
311.401,1.060
311.431,1.074
311.461,1.056
311.491,1.031
311.521,1.053
311.551,1.066
311.581,1.039
311.611,1.040
311.641,1.032
311.671,1.015
311.701,1.035
311.731,1.061
311.761,1.045
311.791,1.044
311.821,1.031
311.851,1.048
311.881,1.031
311.911,1.030
311.941,1.024
311.971,1.039
312.001,1.037
312.031,1.033
312.061,1.018
312.091,1.023
312.121,1.029
312.151,1.028
312.181,1.031
312.211,1.029
312.241,1.021
312.271,1.027
312.301,1.040
312.331,1.024
312.361,1.045
312.391,1.043
312.421,1.043
312.451,1.057
312.481,1.049
312.511,1.034
312.541,1.035
312.571,1.038
312.601,1.064
312.631,1.052
312.661,1.040
312.691,1.065
312.721,1.056
312.751,1.043
312.781,1.040
312.811,1.070
312.841,1.070
312.871,1.048
312.901,1.063
312.931,1.073
312.961,1.034
312.991,1.026
313.021,1.042
313.051,1.040
313.081,1.037
313.111,1.029
313.141,1.055
313.171,1.062
313.201,1.042
313.231,1.067
313.261,1.051
313.291,1.024
313.321,1.028
313.351,1.037
313.381,1.029
313.411,1.023
313.441,1.033
313.471,1.035
313.501,1.033
313.531,1.035
313.561,1.044
313.591,1.032
313.621,1.026
313.651,1.052
313.681,1.040
313.711,1.027
313.741,1.038
313.771,1.047
313.801,1.029
313.831,1.026
313.861,1.033
313.891,1.044
313.921,1.035
313.951,1.037
313.981,1.043
314.011,1.032
314.041,1.042
314.071,1.050
314.101,1.031
314.131,1.039
314.161,1.039
314.191,1.014
314.221,1.030
314.251,1.046
314.281,1.029
314.311,1.038
314.341,1.036
314.371,1.054
314.401,1.025
314.431,1.051
314.461,1.039
314.491,1.036
314.521,1.033
314.551,1.038
314.581,1.042
314.611,1.040
314.641,1.039
314.671,1.048
314.701,1.041
314.731,1.038
314.761,1.032
314.791,1.024
314.821,1.026
314.851,1.035
314.881,1.052
314.911,1.045
314.941,1.030
314.971,1.045
315.001,1.051
315.031,1.031
315.061,1.029
315.091,1.035
315.121,1.040
315.151,1.037
315.181,1.032
315.211,1.034
315.241,1.039
315.271,1.039
315.301,1.019
315.331,1.041
315.361,1.050
315.391,1.040
315.421,1.033
315.451,1.051
315.481,1.033
315.511,1.031
315.541,1.037
315.571,1.048
315.601,1.038
315.631,1.033
315.661,1.037
315.691,1.036
315.721,1.029
315.751,1.032
315.781,1.051
315.811,1.038
315.841,1.045
315.871,1.047
315.901,1.035
315.931,1.030
315.961,1.028
315.991,1.040
316.021,1.043
316.051,1.036
316.081,1.033
316.111,1.038
316.141,1.039
316.171,1.032
316.201,1.032
316.231,1.036
316.261,1.038
316.291,1.032
316.321,1.035
316.351,1.032
316.381,1.044
316.411,1.041
316.441,1.040
316.471,1.042
316.501,1.041
316.531,1.036
316.561,1.036
316.591,1.040
316.621,1.040
316.651,1.029
316.681,1.045
316.711,1.056
316.741,1.053
316.771,1.039
316.801,1.036
316.831,1.050
316.861,1.043
316.891,1.039
316.921,1.039
316.951,1.040
316.981,1.051
317.011,1.045
317.041,1.033
317.071,1.046
317.101,1.043
317.131,1.049
317.161,1.044
317.191,1.044
317.221,1.039
317.251,1.035
317.281,1.063
317.311,1.045
317.341,1.041
317.371,1.034
317.401,1.029
317.431,1.041
317.461,1.069
317.491,1.099
317.521,1.056
317.551,1.030
317.581,1.053
317.611,1.044
317.641,1.016
317.671,1.028
317.701,1.048
317.731,1.058
317.761,1.061
317.791,1.045
317.821,1.051
317.851,1.024
317.881,1.040
317.911,1.045
317.941,1.052
317.971,1.041
318.001,1.055
318.031,1.076
318.061,1.055
318.091,1.038
318.121,1.042
318.151,1.025
318.181,1.010
318.211,1.020
318.241,1.042
318.271,1.070
318.301,1.062
318.331,1.048
318.361,1.039
318.391,1.043
318.421,1.062
318.451,1.056
318.481,1.041
318.511,1.055
318.541,1.070
318.571,1.055
318.601,1.062
318.631,1.051
318.661,1.065
318.691,1.063
318.721,1.058
318.751,1.064
318.781,1.066
318.811,1.062
318.841,1.050
318.871,1.062
318.901,1.067
318.931,1.060
318.961,1.064
318.991,1.069
319.021,1.061
319.051,1.063
319.081,1.064
319.111,1.062
319.141,1.063
319.171,1.071
319.201,1.070
319.231,1.075
319.261,1.074
319.291,1.061
319.321,1.066
319.351,1.066
319.381,1.067
319.411,1.068
319.441,1.062
319.471,1.071
319.501,1.073
319.531,1.061
319.561,1.063
319.591,1.064
319.621,1.068
319.651,1.047
319.681,1.052
319.711,1.064
319.741,1.058
319.771,1.060
319.801,1.064
319.831,1.061
319.861,1.068
319.891,1.063
319.921,1.067
319.951,1.073
319.981,1.058
320.011,1.066
320.041,1.062
320.071,1.055
320.101,1.061
320.131,1.062
320.161,1.062
320.191,1.064
320.221,1.062
320.251,1.072
320.281,1.077
320.311,1.069
320.341,1.055
320.371,1.067
320.401,1.061
320.431,1.047
320.461,1.061
320.491,1.066
320.521,1.071
320.551,1.072
320.581,1.069
320.611,1.068
320.641,1.070
320.671,1.060
320.701,1.059
320.731,1.069
320.761,1.060
320.791,1.055
320.821,1.060
320.851,1.059
320.881,1.067
320.911,1.067
320.941,1.053
320.971,1.062
321.001,1.064
321.031,1.071
321.061,1.064
321.091,1.058
321.121,1.057
321.151,1.073
321.181,1.076
321.211,1.058
321.241,1.062
321.271,1.075
321.301,1.065
321.331,1.054
321.361,1.049
321.391,1.065
321.421,1.070
321.451,1.071
321.481,1.070
321.511,1.057
321.541,1.065
321.571,1.069
321.601,1.061
321.631,1.047
321.661,1.052
321.691,1.070
321.721,1.062
321.751,1.060
321.781,1.066
321.811,1.072
321.841,1.051
321.871,1.043
321.901,1.055
321.931,1.053
321.961,1.053
321.991,1.056
322.021,1.071
322.051,1.074
322.081,1.067
322.111,1.062
322.141,1.073
322.171,1.072
322.201,1.062
322.231,1.071
322.261,1.078
322.291,1.075
322.321,1.074
322.351,1.080
322.381,1.062
322.411,1.060
322.441,1.078
322.471,1.071
322.501,1.074
322.531,1.071
322.561,1.073
322.591,1.073
322.621,1.063
322.651,1.060
322.681,1.070
322.711,1.064
322.741,1.059
322.771,1.068
322.801,1.080
322.831,1.072
322.861,1.062
322.891,1.067
322.921,1.067
322.951,1.067
322.981,1.072
323.011,1.061
323.041,1.043
323.071,1.062
323.101,1.075
323.131,1.051
323.161,1.058
323.191,1.096
323.221,1.085
323.251,1.069
323.281,1.062
323.311,1.062
323.341,1.082
323.371,1.072
323.401,1.072
323.431,1.076
323.461,1.070
323.491,1.060
323.521,1.078
323.551,1.073
323.581,1.074
323.611,1.080
323.641,1.076
323.671,1.056
323.701,1.055
323.731,1.080
323.761,1.119
323.791,1.119
323.821,1.123
323.851,1.097
323.881,1.104
323.911,1.105
323.941,1.086
323.971,1.061
324.001,1.079
324.031,1.087
324.061,1.069
324.091,1.048
324.121,1.065
324.151,1.068
324.181,1.063
324.211,1.075
324.241,1.082
324.271,1.061
324.301,1.044
324.331,1.009
324.361,1.015
324.391,1.048
324.421,1.105
324.451,1.024
324.481,1.039
324.511,1.077
324.541,1.043
324.571,1.057
324.601,1.054
324.631,1.049
324.661,1.073
324.691,1.080
324.721,1.076
324.751,1.077
324.781,1.057
324.811,1.055
324.841,1.054
324.871,1.062
324.901,1.094
324.931,1.088
324.961,1.063
324.991,1.066
325.021,1.087
325.051,1.064
325.081,1.079
325.111,1.092
325.141,1.071
325.171,1.079
325.201,1.073
325.231,1.077
325.261,1.093
325.291,1.087
325.321,1.061
325.351,1.054
325.381,1.075
325.411,1.069
325.441,1.070
325.471,1.062
325.501,1.068
325.531,1.073
325.561,1.072
325.591,1.073
325.621,1.066
325.651,1.061
325.681,1.076
325.711,1.075
325.741,1.077
325.771,1.070
325.801,1.078
325.831,1.081
325.861,1.068
325.891,1.081
325.921,1.073
325.951,1.063
325.981,1.070
326.011,1.063
326.041,1.059
326.071,1.068
326.101,1.071
326.131,1.070
326.161,1.057
326.191,1.063
326.221,1.082
326.251,1.080
326.281,1.071
326.311,1.063
326.341,1.069
326.371,1.062
326.401,1.059
326.431,1.076
326.461,1.078
326.491,1.064
326.521,1.072
326.551,1.082
326.581,1.071
326.611,1.072
326.641,1.075
326.671,1.073
326.701,1.084
326.731,1.081
326.761,1.073
326.791,1.079
326.821,1.078
326.851,1.069
326.881,1.066
326.911,1.072
326.941,1.072
326.971,1.064
327.001,1.073
327.031,1.071
327.061,1.077
327.091,1.064
327.121,1.060
327.151,1.071
327.181,1.081
327.211,1.081
327.241,1.073
327.271,1.081
327.301,1.078
327.331,1.070
327.361,1.061
327.391,1.060
327.421,1.084
327.451,1.089
327.481,1.084
327.511,1.088
327.541,1.078
327.571,1.075
327.601,1.078
327.631,1.053
327.661,1.057
327.691,1.064
327.721,1.061
327.751,1.061
327.781,1.069
327.811,1.065
327.841,1.067
327.871,1.071
327.901,1.068
327.931,1.062
327.961,1.066
327.991,1.075
328.021,1.071
328.051,1.064
328.081,1.072
328.111,1.070
328.141,1.062
328.171,1.074
328.201,1.074
328.231,1.073
328.261,1.071
328.291,1.070
328.321,1.067
328.351,1.069
328.381,1.074
328.411,1.067
328.441,1.061
328.471,1.079
328.501,1.079
328.531,1.065
328.561,1.056
328.591,1.063
328.621,1.067
328.651,1.058
328.681,1.065
328.711,1.084
328.741,1.091
328.771,1.067
328.801,1.080
328.831,1.089
328.861,1.065
328.891,1.080
328.921,1.087
328.951,1.083
328.981,1.073
329.011,1.081
329.041,1.077
329.071,1.065
329.101,1.081
329.131,1.078
329.161,1.055
329.191,1.063
329.221,1.086
329.251,1.075
329.281,1.072
329.311,1.081
329.341,1.087
329.371,1.060
329.401,1.080
329.431,1.072
329.461,1.057
329.491,1.058
329.521,1.091
329.551,1.089
329.581,1.060
329.611,1.079
329.641,1.072
329.671,1.062
329.701,1.072
329.731,1.075
329.761,1.066
329.791,1.068
329.821,1.083
329.851,1.079
329.881,1.077
329.911,1.070
329.941,1.074
329.971,1.065
330.001,1.054
330.031,1.077
330.061,1.081
330.091,1.075
330.121,1.077
330.151,1.080
330.181,1.075
330.211,1.076
330.241,1.086
330.271,1.067
330.301,1.062
330.331,1.082
330.361,1.070
330.391,1.067
330.421,1.080
330.451,1.082
330.481,1.077
330.511,1.072
330.541,1.081
330.571,1.069
330.601,1.069
330.631,1.076
330.661,1.066
330.691,1.071
330.721,1.079
330.751,1.078
330.781,1.060
330.811,1.073
330.841,1.085
330.871,1.074
330.901,1.064
330.931,1.081
330.961,1.072
330.991,1.072
331.021,1.079
331.051,1.079
331.081,1.066
331.111,1.072
331.141,1.077
331.171,1.078
331.201,1.066
331.231,1.066
331.261,1.077
331.291,1.069
331.321,1.060
331.351,1.073
331.381,1.079
331.411,1.069
331.441,1.077
331.471,1.077
331.501,1.062
331.531,1.063
331.561,1.074
331.591,1.072
331.621,1.069
331.651,1.073
331.681,1.088
331.711,1.076
331.741,1.076
331.771,1.085
331.801,1.065
331.831,1.086
331.861,1.112
331.891,1.107
331.921,1.106
331.951,1.085
331.981,1.048
332.011,1.071
332.041,1.067
332.071,1.049
332.101,1.062
332.131,1.094
332.161,1.074
332.191,1.031
332.221,1.029
332.251,1.076
332.281,1.062
332.311,1.060
332.341,1.095
332.371,1.104
332.401,1.066
332.431,1.019
332.461,1.089
332.491,1.101
332.521,1.084
332.551,1.097
332.581,1.055
332.611,1.066
332.641,1.077
332.671,1.068
332.701,1.087
332.731,1.121
332.761,1.065
332.791,1.087
332.821,1.124
332.851,1.104
332.881,1.047
332.911,1.083
332.941,1.121
332.971,1.097
333.001,1.081
333.031,1.079
333.061,1.102
333.091,1.066
333.121,1.050
333.151,1.075
333.181,1.068
333.211,1.030
333.241,1.039
333.271,1.041
333.301,1.058
333.331,1.041
333.361,1.046
333.391,1.048
333.421,1.069
333.451,1.041
333.481,1.034
333.511,1.047
333.541,1.035
333.571,1.030
333.601,1.056
333.631,1.049
333.661,1.034
333.691,1.060
333.721,1.048
333.751,1.057
333.781,1.044
333.811,1.053
333.841,1.052
333.871,1.033
333.901,1.037
333.931,1.033
333.961,1.021
333.991,1.017
334.021,1.021
334.051,0.998
334.081,1.032
334.111,1.106
334.141,1.116
334.171,1.113
334.201,1.098
334.231,1.072
334.261,1.078
334.291,1.048
334.321,1.011
334.351,1.016
334.381,1.047
334.411,1.059
334.441,1.055
334.471,1.071
334.501,1.043
334.531,1.035
334.561,1.041
334.591,1.088
334.621,1.075
334.651,1.047
334.681,1.061
334.711,1.107
334.741,1.070
334.771,1.050
334.801,1.079
334.831,1.094
334.861,1.065
334.891,1.056
334.921,1.056
334.951,1.044
334.981,1.036
335.011,1.014
335.041,1.000
335.071,1.015
335.101,1.050
335.131,1.043
335.161,1.033
335.191,1.008
335.221,1.051
335.251,1.070
335.281,1.022
