Time (s),Resistance (Ω),Conductance (µS),Stage
1,47.674,20975.793933800393,callibration
2,45.6259,21917.37587642107,callibration
3,56.1785,17800.40406917237,callibration
4,48.5849,20582.526669808933,callibration
5,46.1456,21670.53846953989,callibration
6,49.0175,20400.877237721223,callibration
7,46.3022,21597.245919200384,callibration
8,46.3545,21572.87857705293,callibration
9,34.5711,28925.89475023936,callibration
10,39.3331,25423.87963318426,callibration
11,38.6725,25858.167948800827,callibration
12,39.0492,25608.719256732533,callibration
13,39.002,25639.710784062354,callibration
14,38.3913,26047.568068807253,callibration
15,38.8136,25764.16513799287,callibration
16,38.2512,26142.97067804409,callibration
17,37.5546,26627.896449436288,callibration
18,37.6933,26529.913804310047,callibration
19,36.1822,27637.899298550117,callibration
20,36.5,27397.260273972603,Normal stage
21,34.9259,28632.046704594584,Normal stage
22,36.9107,27092.414936590205,Normal stage
23,35.6859,28022.272101866565,Normal stage
24,38.3913,26047.568068807253,Normal stage
25,36.1822,27637.899298550117,Normal stage
26,36.9107,27092.414936590205,Normal stage
27,37.8788,26399.991552002706,Normal stage
28,38.5318,25952.58980893704,Normal stage
29,39.9043,25059.955944597452,Normal stage
30,40.1917,24880.7589626714,Normal stage
31,40,25000,Normal stage
32,39.2384,25485.238949600393,Normal stage
33,38.9077,25701.853360645837,Normal stage
34,39.7611,25150.209626997243,Normal stage
35,39.3805,25393.27839920773,Normal stage
36,39.7611,25150.209626997243,Normal stage
37,39.9043,25059.955944597452,Normal stage
38,40.8669,24469.68084195278,Normal stage
39,41.5486,24068.19965052974,Normal stage
40,40.5285,24673.99484313508,Normal stage
41,40.384,24762.28209191759,Normal stage
42,41.7445,23955.251590029824,Normal stage
43,41.1582,24296.494987633087,Normal stage
44,42.1875,23703.7037037037,Normal stage
45,39.2384,25485.238949600393,Normal stage
46,42.5836,23483.218891779936,Normal stage
47,40.3358,24791.872232607264,Normal stage
48,41.6465,24011.621624866435,Normal stage
49,40.4321,24732.823672280196,Normal stage
50,40.625,24615.384615384617,Normal stage
51,40.7217,24556.931562287427,Normal stage
