Time (s),Resistance (Ω),Stage
1,11361.5,Calibration
2,11666.67,Calibration
3,11328.12,Calibration
4,11563.98,Calibration
5,11484.79,Calibration
6,11793.51,Calibration
7,11406.17,Calibration
8,11541.29,Calibration
9,11541.29,Calibration
10,11151.86,Calibration
11,11507.35,Calibration
12,11406.17,Calibration
13,11484.79,Calibration
14,11428.57,Calibration
15,11451.02,Calibration
16,11575.34,Calibration
17,11473.52,Calibration
18,11250.65,Calibration
19,11350.36,Calibration
20,11250.65,Normal
21,11507.35,Normal
22,11507.35,Normal
23,11339.24,Normal
24,11507.35,Normal
25,11305.93,Normal
26,11518.66,Normal
27,11451.02,Normal
28,11328.12,Normal
29,11609.5,Normal
30,11910.11,Normal
31,11793.51,Normal
32,11575.34,Normal
33,11473.52,Normal
34,11439.79,Normal
35,11575.34,Normal
36,11689.62,Normal
37,11632.33,Normal
38,11632.33,Normal
39,11473.52,Normal
40,11428.57,Normal
41,11507.35,Normal
42,11428.57,Normal
43,11541.29,Normal
44,11496.06,Normal
45,11361.5,Normal
46,11575.34,Normal
47,11217.62,Normal
48,11484.79,Normal
49,11496.06,Normal
50,11184.69,Normal
51,11473.52,Normal
52,11496.06,Normal
53,11428.57,Normal
54,11462.26,Normal
55,11496.06,Normal
56,11317.02,Normal
57,11162.79,Normal
58,11151.86,Normal
59,11361.5,Normal
60,11507.35,Normal
61,11261.68,Normal
62,11451.02,Normal
63,11428.57,Normal
64,11032.36,Normal
65,11151.86,Normal
66,11317.02,Normal
67,10967.74,Normal
68,11151.86,Normal
69,11140.94,Normal
70,11151.86,Normal
71,11032.36,Normal
72,10989.24,Normal
73,11250.65,Normal
74,10989.24,Normal
75,11053.98,Normal
76,11317.02,Normal
77,11283.78,Normal
78,11032.36,Normal
79,11250.65,Normal
80,11075.66,Normal
81,11206.63,Normal
82,10978.48,Normal
83,11151.86,Normal
84,11184.69,Normal
85,11140.94,Normal
86,11195.65,Normal
87,11305.93,Normal
88,11328.12,Normal
89,11032.36,Normal
90,11272.73,Normal
91,11151.86,Normal
92,10871.56,Normal
93,11000,Normal
94,11086.51,Normal
95,11010.78,Normal
96,11032.36,Normal
97,11097.37,Normal
98,11064.82,Normal
99,11075.66,Normal
100,10776.25,Normal
101,11021.56,Normal
102,10744.68,Normal
103,10734.18,Normal
104,10829.09,Normal
105,10946.29,Normal
106,10946.29,Normal
107,10914.2,Normal
108,10829.09,Normal
109,10807.93,Normal
110,10536.61,Normal
111,10776.25,Normal
112,10640.12,Normal
113,10818.5,Normal
114,10744.68,Normal
115,10829.09,Normal
116,10755.2,Normal
118,10475,Normal
118,10485.24,Normal
119,10660.95,Normal
120,10495.5,Normal
121,10423.94,Normal
122,10629.72,Normal
123,10588.24,Normal
124,10660.95,Normal
125,10660.95,Normal
126,10577.89,Normal
127,10536.61,Normal
128,10567.55,Normal
129,10577.89,Normal
130,10352.88,Normal
131,10567.55,Normal
132,10485.24,Normal
133,10526.32,Normal
134,10505.76,Normal
135,10475,Normal
136,10608.96,Normal
137,10485.24,Normal
138,10608.96,Normal
139,10383.27,Normal
140,10588.24,Normal
141,10444.33,Normal
142,10495.5,Normal
143,10312.5,Normal
144,10352.88,Normal
145,10373.13,Normal
146,10475,Normal
147,10262.25,Normal
148,10202.27,Normal
149,10272.28,Normal
150,10464.77,Normal
151,10413.76,Normal
152,10444.33,Normal
153,10342.77,Normal
154,10363,Normal
155,10152.56,Normal
156,10212.24,Normal
157,10383.27,Normal
158,10444.33,Normal
159,10152.56,Normal
160,10212.24,Normal
161,10282.32,Normal
162,10242.21,Normal
163,10172.42,Normal
164,10444.33,Normal
165,10464.77,Normal
166,10383.27,Normal
167,10383.27,Normal
168,10202.27,Normal
169,10312.5,Normal
170,10162.48,Normal
171,10322.58,Normal
172,10152.56,Normal
173,10282.32,Normal
174,10172.42,Normal
175,10262.25,Normal
176,10262.25,Normal
177,10262.25,Normal
178,10014.66,Normal
179,10103.09,Normal
180,10262.25,Normal
181,10053.87,Normal
182,10212.24,Normal
183,10262.25,Normal
184,10312.5,Normal
185,10172.42,Normal
186,10242.21,Normal
187,10292.37,Normal
188,10212.24,Normal
189,10014.66,Normal
190,10162.48,Normal
191,10172.42,Normal
192,10004.88,Normal
193,10103.09,Normal
194,10423.94,Normal
195,10546.91,Normal
196,10202.27,Normal
197,10464.77,Normal
198,10444.33,Normal
199,10403.59,Normal
200,10383.27,Normal
201,10322.58,Normal
