df_hash,22ZHK4.S8EAUS
318.091,35.719
319.115,35.719
320.392,35.719
321.087,35.719
322.094,35.688
323.309,35.688
324.088,35.688
325.063,35.688
326.095,35.688
327.305,35.688
328.093,35.719
329.060,35.750
330.085,35.750
331.107,35.781
332.329,35.781
333.058,35.781
334.082,35.781
335.059,35.812
336.080,35.781
337.113,35.781
338.079,35.750
339.103,35.719
340.275,35.719
341.116,35.719
342.174,35.688
343.125,35.656
344.075,35.656
345.108,35.688
346.074,35.688
347.097,35.750
348.073,35.750
349.097,35.844
350.077,35.875
351.096,35.875
352.083,35.875
353.094,35.938
354.072,35.938
355.100,35.906
356.068,35.906
357.092,35.875
358.072,35.906
359.090,35.812
360.309,35.812
361.089,35.812
362.071,35.844
363.088,35.844
364.211,35.812
365.086,35.812
366.116,35.812
367.088,35.812
368.060,35.781
369.084,35.812
370.159,35.812
371.134,35.812
372.120,35.812
373.082,35.812
374.351,35.781
375.081,35.812
376.055,35.812
377.079,35.812
378.054,35.812
379.078,35.781
380.053,35.781
381.077,35.781
382.053,35.781
383.075,35.812
384.050,35.812
385.096,35.812
386.050,35.781
387.073,35.812
388.107,35.781
389.080,35.781
390.095,35.750
391.317,35.750
392.118,35.750
393.070,35.750
394.095,35.750
395.068,35.719
396.097,35.812
397.168,35.812
398.091,35.781
399.065,35.781
400.092,35.812
401.070,35.781
402.088,35.781
403.063,35.750
404.136,35.781
405.062,35.812
406.110,35.750
407.060,35.750
408.084,35.781
409.059,35.812
410.082,35.781
411.058,35.812
412.130,35.844
413.057,35.844
414.094,35.875
415.055,35.844
416.079,35.812
417.300,35.781
418.078,35.750
419.053,35.750
420.082,35.781
421.052,35.750
422.075,35.750
423.088,35.750
424.076,35.750
425.074,35.719
426.073,35.719
427.113,35.781
428.318,35.781
429.047,35.781
430.071,35.750
431.094,35.781
432.069,35.781
433.044,35.750
434.068,35.750
435.043,35.750
436.067,35.750
437.091,35.719
438.165,35.688
439.089,35.688
440.077,35.719
441.088,35.688
442.063,35.688
443.087,35.750
444.065,35.781
445.086,35.844
446.061,35.844
447.084,35.875
448.108,35.875
449.085,35.969
450.158,35.938
451.082,35.938
452.057,35.969
453.090,35.969
454.056,35.938
455.080,35.844
456.060,35.875
457.078,35.844
458.055,35.875
459.077,35.812
460.112,35.844
461.075,35.875
462.051,35.844
463.074,35.844
464.049,35.812
465.073,35.875
466.048,35.875
467.364,35.875
468.047,35.875
469.071,35.844
470.084,35.812
471.069,35.812
472.044,35.844
473.070,35.812
474.043,35.812
475.067,35.844
476.072,35.812
477.103,35.812
478.041,35.812
479.064,35.844
480.040,35.844
481.093,35.812
482.042,35.812
483.065,35.844
484.086,35.781
485.340,35.781
486.084,35.781
487.317,35.781
488.083,35.719
489.058,35.750
490.084,35.781
491.056,35.750
492.081,35.750
493.056,35.750
494.128,35.812
495.055,35.844
496.078,35.812
497.054,35.781
498.077,35.875
499.052,35.844
500.076,35.875
501.303,35.844
502.080,35.875
503.152,35.875
504.073,35.875
505.048,35.812
506.073,35.812
507.047,35.844
508.102,35.812
509.143,35.844
510.076,35.844
511.049,35.844
512.076,35.812
513.095,35.719
514.459,35.625
515.043,35.562
516.066,35.500
517.074,35.375
518.113,35.188
519.072,35.000
520.088,34.812
521.338,34.625
