df_hash,22ZHK4.S8EAUS
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.JA8X
person_label,V47(2)
date_time_start,2025-10-30_17-18-53.474000_+03
date_time_start_unix,1761830333.474
date_time_end,2025-10-30_17-27-40.229000_+03
length_difference_noticed,no

time,temperature
5.133,33.594
6.138,33.594
7.113,33.625
8.137,33.656
9.113,33.688
10.136,33.719
11.113,33.719
12.134,33.719
13.109,33.781
14.133,33.781
15.122,33.812
16.132,33.875
17.107,33.875
18.130,33.875
19.106,33.875
20.129,33.906
21.104,33.938
22.128,33.938
23.205,34.000
24.324,34.000
25.102,34.031
26.126,34.031
27.101,34.094
28.124,34.125
29.099,34.156
30.138,34.156
31.102,34.188
32.135,34.188
33.146,34.156
34.120,34.188
35.115,34.188
36.119,34.250
37.192,34.250
38.118,34.250
39.105,34.219
40.270,34.188
41.098,34.250
42.116,34.312
43.191,34.344
44.115,34.344
45.187,34.344
46.357,34.344
47.137,34.375
48.112,34.375
49.136,34.406
50.110,34.500
51.134,34.531
52.114,34.531
53.134,34.562
54.159,34.594
55.132,34.688
56.402,34.719
57.621,34.781
58.107,34.750
59.130,34.719
60.105,34.719
61.151,34.688
62.104,34.688
63.127,34.688
64.102,34.688
65.129,34.688
66.101,34.656
67.125,34.594
68.104,34.594
69.123,34.656
70.099,34.688
71.133,34.719
72.102,34.688
73.121,34.688
74.096,34.719
75.120,34.688
76.095,34.719
77.119,34.781
78.240,34.844
79.117,34.812
80.092,34.844
81.116,34.812
82.139,34.875
83.115,34.906
84.090,34.875
85.116,34.875
86.089,34.844
87.112,34.844
88.136,34.781
89.111,34.812
90.086,34.812
91.110,34.844
92.088,34.812
93.114,34.812
94.132,34.812
95.107,34.875
96.131,34.906
97.106,34.906
98.130,34.906
99.174,34.938
100.129,34.969
101.104,35.031
102.177,35.062
103.103,35.062
104.126,35.062
105.101,35.062
106.125,35.125
107.100,35.125
108.124,35.156
109.098,35.156
110.122,35.125
111.098,35.094
112.121,35.094
113.147,35.094
114.168,35.156
115.095,35.125
116.118,35.125
117.288,35.094
118.118,35.125
119.141,35.094
120.116,35.125
121.191,35.125
122.115,35.156
123.092,35.156
124.114,35.094
125.098,35.094
126.113,35.094
127.180,35.125
128.146,35.094
129.086,35.125
130.110,35.125
131.231,35.094
132.109,35.125
133.084,35.125
134.109,35.188
135.083,35.188
136.255,35.156
137.082,35.156
138.105,35.188
139.177,35.219
140.104,35.219
141.079,35.250
142.346,35.250
143.127,35.250
144.102,35.250
145.125,35.250
146.100,35.281
147.124,35.219
148.294,35.250
149.123,35.156
150.097,35.188
151.122,35.188
152.149,35.125
153.169,35.156
154.144,35.156
155.119,35.125
156.389,35.125
157.117,35.188
158.093,35.125
159.117,35.188
160.092,35.188
161.115,35.219
162.094,35.250
163.114,35.281
164.138,35.281
165.115,35.312
166.088,35.344
167.111,35.312
168.087,35.344
169.112,35.344
170.332,35.344
171.114,35.375
172.084,35.344
173.108,35.344
174.104,35.281
175.107,35.312
176.084,35.312
177.106,35.344
178.081,35.312
179.107,35.375
180.150,35.375
181.103,35.406
182.089,35.375
183.102,35.375
184.077,35.438
185.298,35.406
186.175,35.406
187.297,35.375
188.272,35.375
189.098,35.406
190.222,35.406
191.097,35.406
192.172,35.406
193.096,35.406
194.119,35.375
195.094,35.375
196.511,35.344
197.093,35.375
198.117,35.406
199.120,35.375
200.115,35.344
201.099,35.344
202.116,35.375
203.090,35.375
204.113,35.469
205.088,35.500
206.112,35.594
207.480,35.594
208.111,35.531
209.086,35.562
210.110,35.562
211.085,35.594
212.108,35.531
213.199,35.531
214.107,35.438
215.084,35.438
216.155,35.438
217.080,35.469
218.104,35.469
219.080,35.438
220.103,35.469
221.178,35.469
222.102,35.500
223.126,35.500
224.347,35.531
225.076,35.500
226.100,35.500
227.085,35.531
228.491,35.562
229.073,35.562
230.100,35.562
231.413,35.562
232.097,35.562
233.071,35.562
234.095,35.594
235.119,35.594
236.093,35.562
237.166,35.531
238.190,35.531
239.087,35.562
240.091,35.594
241.115,35.562
242.120,35.562
243.113,35.562
244.237,35.531
245.161,35.500
246.087,35.562
247.112,35.594
248.086,35.594
249.158,35.625
250.282,35.625
251.108,35.656
252.132,35.688
253.107,35.719
254.082,35.781
255.106,35.781
256.278,35.750
257.105,35.719
258.080,35.750
259.106,35.750
260.080,35.750
261.102,35.719
262.077,35.688
263.101,35.656
264.076,35.656
265.101,35.688
266.075,35.688
267.296,35.688
268.077,35.688
269.097,35.688
270.272,35.625
271.148,35.625
272.074,35.625
273.095,35.625
274.119,35.656
275.094,35.625
276.069,35.656
277.093,35.625
278.311,35.656
279.091,35.656
280.066,35.688
281.187,35.688
282.262,35.688
283.089,35.688
284.064,35.656
285.088,35.656
286.114,35.656
287.086,35.656
288.102,35.625
289.182,35.656
290.158,35.656
291.084,35.688
292.083,35.656
293.082,35.656
294.106,35.625
295.089,35.656
296.105,35.656
297.081,35.688
298.109,35.656
299.225,35.625
300.127,35.656
301.082,35.656
302.101,35.719
303.138,35.719
304.100,35.750
305.075,35.750
306.106,35.750
307.074,35.719
308.098,35.750
309.073,35.750
310.242,35.719
311.071,35.688
312.095,35.688
313.070,35.688
314.093,35.688
315.095,35.656
316.093,35.719
317.068,35.719
