df_hash,22ZHK4.S8EAUS
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.JA8X
person_label,V47(2)
date_time_start,2025-10-30_17-18-53.474000_+03
date_time_start_unix,1761830333.474
date_time_end,2025-10-30_17-27-40.229000_+03
length_difference_noticed,no

time,acc_x,acc_y,acc_z
4.916,-0.572,-0.812,-0.240
4.926,-0.570,-0.809,-0.236
4.936,-0.568,-0.807,-0.234
4.946,-0.568,-0.805,-0.234
4.956,-0.568,-0.793,-0.229
4.966,-0.562,-0.781,-0.221
4.976,-0.562,-0.779,-0.225
4.985,-0.566,-0.775,-0.234
4.995,-0.576,-0.785,-0.240
5.005,-0.582,-0.783,-0.242
5.015,-0.588,-0.773,-0.236
5.025,-0.594,-0.771,-0.234
5.035,-0.604,-0.764,-0.234
5.045,-0.611,-0.758,-0.230
5.055,-0.613,-0.754,-0.227
5.065,-0.621,-0.756,-0.236
5.075,-0.633,-0.760,-0.244
5.085,-0.645,-0.760,-0.248
5.095,-0.650,-0.754,-0.248
5.105,-0.662,-0.750,-0.252
5.115,-0.674,-0.744,-0.256
5.125,-0.680,-0.738,-0.246
5.135,-0.684,-0.727,-0.248
5.145,-0.686,-0.721,-0.248
5.154,-0.686,-0.713,-0.246
5.164,-0.686,-0.705,-0.242
5.174,-0.699,-0.701,-0.248
5.184,-0.717,-0.697,-0.252
5.194,-0.742,-0.682,-0.252
5.204,-0.742,-0.682,-0.252
5.214,-0.748,-0.674,-0.242
5.224,-0.752,-0.668,-0.254
5.234,-0.766,-0.666,-0.252
5.244,-0.764,-0.666,-0.252
5.254,-0.752,-0.654,-0.258
5.264,-0.734,-0.646,-0.250
5.274,-0.723,-0.631,-0.238
5.284,-0.732,-0.625,-0.244
5.294,-0.732,-0.615,-0.244
5.304,-0.734,-0.588,-0.227
5.314,-0.752,-0.588,-0.230
5.323,-0.777,-0.584,-0.244
5.333,-0.793,-0.574,-0.244
5.343,-0.816,-0.572,-0.248
5.353,-0.826,-0.561,-0.256
5.363,-0.832,-0.551,-0.252
5.373,-0.842,-0.543,-0.262
5.383,-0.842,-0.537,-0.250
5.393,-0.840,-0.523,-0.250
5.403,-0.840,-0.514,-0.246
5.413,-0.850,-0.510,-0.248
5.423,-0.861,-0.504,-0.252
5.433,-0.867,-0.498,-0.250
5.443,-0.873,-0.502,-0.252
5.453,-0.879,-0.504,-0.260
5.463,-0.889,-0.504,-0.260
5.473,-0.891,-0.504,-0.254
5.483,-0.887,-0.498,-0.256
5.492,-0.887,-0.490,-0.252
5.502,-0.889,-0.488,-0.242
5.512,-0.885,-0.484,-0.246
5.522,-0.885,-0.484,-0.242
5.532,-0.885,-0.479,-0.244
5.542,-0.887,-0.477,-0.238
5.552,-0.895,-0.477,-0.229
5.562,-0.891,-0.475,-0.227
5.572,-0.893,-0.473,-0.229
5.582,-0.898,-0.479,-0.230
5.592,-0.900,-0.480,-0.230
5.602,-0.902,-0.479,-0.238
5.612,-0.904,-0.488,-0.242
5.622,-0.904,-0.484,-0.244
5.632,-0.902,-0.482,-0.236
5.642,-0.896,-0.480,-0.236
5.651,-0.889,-0.473,-0.236
5.661,-0.891,-0.471,-0.234
5.671,-0.898,-0.477,-0.236
5.681,-0.896,-0.477,-0.232
5.691,-0.896,-0.473,-0.232
5.701,-0.896,-0.475,-0.234
5.711,-0.895,-0.477,-0.238
5.721,-0.904,-0.475,-0.240
5.731,-0.904,-0.469,-0.240
5.741,-0.902,-0.465,-0.236
5.751,-0.896,-0.463,-0.236
5.761,-0.902,-0.465,-0.242
5.771,-0.900,-0.461,-0.238
5.781,-0.896,-0.459,-0.234
5.791,-0.895,-0.457,-0.234
5.801,-0.898,-0.455,-0.236
5.811,-0.900,-0.459,-0.236
5.820,-0.896,-0.459,-0.236
5.830,-0.896,-0.459,-0.234
5.840,-0.895,-0.459,-0.238
5.850,-0.895,-0.465,-0.238
5.860,-0.896,-0.467,-0.244
5.870,-0.893,-0.467,-0.248
5.880,-0.891,-0.471,-0.250
5.890,-0.891,-0.471,-0.248
5.900,-0.895,-0.469,-0.250
5.910,-0.889,-0.467,-0.246
5.920,-0.889,-0.467,-0.248
5.930,-0.881,-0.461,-0.248
5.940,-0.877,-0.459,-0.246
5.950,-0.875,-0.453,-0.244
5.960,-0.863,-0.449,-0.240
5.970,-0.855,-0.449,-0.240
5.980,-0.850,-0.455,-0.242
5.989,-0.846,-0.453,-0.242
5.999,-0.848,-0.461,-0.248
6.009,-0.867,-0.465,-0.252
6.019,-0.881,-0.471,-0.254
6.029,-0.885,-0.465,-0.258
6.039,-0.885,-0.461,-0.260
6.049,-0.895,-0.455,-0.260
6.059,-0.896,-0.441,-0.250
6.069,-0.895,-0.430,-0.250
6.079,-0.898,-0.432,-0.248
6.089,-0.904,-0.430,-0.254
6.099,-0.918,-0.430,-0.252
6.109,-0.916,-0.428,-0.252
6.119,-0.920,-0.428,-0.252
6.129,-0.922,-0.428,-0.248
6.139,-0.920,-0.424,-0.250
6.149,-0.920,-0.426,-0.246
