df_hash,22ZHK4.S8EAUS
147.266,1.038
147.296,1.037
147.326,1.038
147.356,1.044
147.386,1.045
147.416,1.037
147.446,1.039
147.476,1.042
147.506,1.038
147.536,1.037
147.566,1.041
147.596,1.041
147.626,1.037
147.656,1.033
147.686,1.033
147.716,1.038
147.746,1.049
147.776,1.042
147.806,1.032
147.836,1.027
147.866,1.031
147.896,1.035
147.926,1.039
147.956,1.039
147.986,1.040
148.016,1.037
148.046,1.042
148.076,1.038
148.106,1.039
148.136,1.042
148.166,1.040
148.196,1.039
148.226,1.041
148.256,1.038
148.286,1.037
148.316,1.040
148.346,1.039
148.376,1.037
148.406,1.042
148.436,1.041
148.466,1.032
148.496,1.035
148.526,1.036
148.556,1.045
148.586,1.048
148.616,1.041
148.646,1.033
148.676,1.034
148.706,1.034
148.736,1.039
148.766,1.042
148.796,1.041
148.826,1.033
148.856,1.045
148.886,1.044
148.916,1.036
148.946,1.039
148.976,1.037
149.006,1.038
149.036,1.042
149.066,1.040
149.096,1.039
149.126,1.038
149.156,1.041
149.186,1.037
149.216,1.040
149.246,1.037
149.276,1.038
149.306,1.042
149.336,1.038
149.366,1.032
149.396,1.034
149.426,1.035
149.456,1.044
149.486,1.053
149.516,1.032
149.546,1.034
149.576,1.033
149.606,1.035
149.636,1.038
149.666,1.041
149.696,1.037
149.726,1.031
149.756,1.051
149.786,1.046
149.816,1.034
149.846,1.033
149.876,1.039
149.906,1.043
149.936,1.042
149.966,1.038
149.996,1.036
150.026,1.040
150.056,1.040
150.086,1.038
150.116,1.035
150.146,1.038
150.176,1.039
150.206,1.033
150.236,1.039
150.266,1.040
150.296,1.039
150.326,1.039
150.356,1.036
150.386,1.036
150.416,1.044
150.446,1.049
150.476,1.037
150.506,1.036
150.536,1.031
150.566,1.034
150.596,1.037
150.626,1.042
150.656,1.042
150.686,1.036
150.716,1.040
150.746,1.042
150.776,1.037
150.806,1.035
150.836,1.036
150.866,1.037
150.896,1.038
150.926,1.046
150.956,1.040
150.986,1.034
151.016,1.038
151.046,1.038
151.076,1.039
151.106,1.041
151.136,1.038
151.166,1.034
151.196,1.039
151.226,1.040
151.256,1.038
151.286,1.039
151.316,1.032
151.346,1.034
151.376,1.050
151.406,1.049
151.436,1.032
151.466,1.026
151.496,1.035
151.526,1.034
151.556,1.042
151.586,1.043
151.616,1.037
151.646,1.032
151.676,1.040
151.706,1.043
151.736,1.036
151.766,1.035
151.796,1.039
151.826,1.041
151.856,1.039
151.886,1.040
151.916,1.037
151.946,1.036
151.976,1.038
152.006,1.041
152.036,1.038
152.066,1.037
152.096,1.034
152.126,1.029
152.156,1.037
152.186,1.042
152.216,1.046
152.246,1.039
152.276,1.036
152.306,1.034
152.336,1.033
152.366,1.035
152.396,1.037
152.426,1.035
152.456,1.033
152.486,1.038
152.516,1.046
152.546,1.038
152.576,1.037
152.606,1.037
152.636,1.037
152.666,1.038
152.696,1.042
152.726,1.038
152.756,1.036
152.786,1.037
152.816,1.036
152.846,1.038
152.876,1.042
152.906,1.038
152.936,1.034
152.966,1.037
152.996,1.038
153.026,1.044
153.056,1.045
153.086,1.035
153.116,1.033
153.146,1.034
153.176,1.036
153.206,1.039
153.236,1.038
153.266,1.037
153.296,1.032
153.326,1.050
153.356,1.041
153.386,1.039
153.416,1.036
153.446,1.038
153.476,1.042
153.506,1.043
153.536,1.040
153.566,1.035
153.596,1.039
153.626,1.037
153.656,1.037
153.686,1.035
153.716,1.037
153.746,1.034
153.776,1.038
153.806,1.037
153.836,1.040
153.866,1.034
153.896,1.037
153.926,1.034
153.956,1.043
153.986,1.049
154.016,1.036
154.046,1.036
154.076,1.032
154.106,1.036
154.136,1.038
154.166,1.041
154.196,1.037
154.226,1.028
154.256,1.047
154.286,1.045
154.316,1.038
154.346,1.037
154.376,1.040
154.406,1.036
154.436,1.040
154.466,1.042
154.496,1.034
154.526,1.035
154.556,1.037
154.586,1.038
154.616,1.039
154.646,1.038
154.676,1.035
154.706,1.038
154.736,1.036
154.766,1.036
154.796,1.036
154.826,1.038
154.856,1.042
154.886,1.033
154.916,1.036
154.946,1.040
154.976,1.053
155.006,1.037
155.036,1.036
155.066,1.032
155.096,1.034
155.126,1.040
155.156,1.041
155.186,1.035
155.216,1.035
155.246,1.039
155.276,1.048
155.306,1.041
155.336,1.034
155.366,1.037
155.396,1.039
155.426,1.038
155.456,1.039
155.486,1.040
155.516,1.034
155.546,1.037
155.576,1.039
155.606,1.040
155.636,1.038
155.666,1.035
155.696,1.035
155.726,1.038
155.756,1.038
155.786,1.033
155.816,1.037
155.846,1.038
155.876,1.036
155.906,1.032
155.936,1.036
155.966,1.046
155.996,1.050
156.026,1.033
156.056,1.033
156.086,1.028
156.116,1.034
156.146,1.040
156.176,1.040
156.206,1.037
156.236,1.035
156.266,1.039
156.296,1.038
156.326,1.035
156.356,1.037
156.386,1.039
156.416,1.035
156.446,1.042
156.476,1.040
156.506,1.035
156.536,1.037
156.566,1.039
156.596,1.040
156.626,1.037
156.656,1.035
156.686,1.042
156.716,1.038
156.746,1.038
156.776,1.032
156.806,1.035
156.836,1.038
156.866,1.045
156.896,1.046
156.926,1.037
156.956,1.032
156.986,1.034
157.016,1.036
157.046,1.040
157.076,1.039
157.106,1.040
157.136,1.033
157.166,1.040
157.196,1.038
157.226,1.040
157.256,1.037
157.286,1.042
157.316,1.038
157.346,1.040
157.376,1.040
157.406,1.039
157.436,1.039
157.466,1.038
157.496,1.040
157.526,1.040
157.556,1.034
157.586,1.038
157.616,1.040
157.646,1.040
157.676,1.037
157.706,1.035
157.736,1.034
157.766,1.039
157.796,1.051
157.826,1.040
157.856,1.037
157.886,1.034
157.916,1.033
157.946,1.035
157.976,1.040
158.006,1.039
158.036,1.036
158.066,1.037
158.096,1.046
158.126,1.040
158.156,1.035
158.186,1.035
158.216,1.040
158.246,1.040
158.276,1.042
158.306,1.036
158.336,1.037
158.366,1.038
158.396,1.041
158.426,1.039
158.456,1.036
158.486,1.035
158.516,1.037
158.546,1.039
158.576,1.039
158.606,1.033
158.636,1.037
158.666,1.042
158.696,1.039
158.726,1.032
158.756,1.034
158.786,1.043
158.816,1.051
158.846,1.037
158.876,1.035
158.906,1.035
158.936,1.036
158.966,1.038
158.996,1.037
159.026,1.041
159.056,1.038
159.086,1.038
159.116,1.044
159.146,1.035
159.176,1.034
159.206,1.038
159.236,1.038
159.266,1.039
159.296,1.039
159.326,1.036
159.356,1.035
159.386,1.039
159.416,1.041
159.446,1.038
159.476,1.039
159.506,1.039
159.536,1.039
159.566,1.037
159.596,1.038
159.626,1.038
159.656,1.038
159.686,1.039
159.716,1.038
159.746,1.031
159.776,1.032
159.806,1.045
159.836,1.054
159.866,1.037
159.896,1.032
159.926,1.032
159.956,1.031
159.986,1.038
160.016,1.041
160.046,1.035
160.076,1.031
160.106,1.040
160.136,1.044
160.166,1.038
160.196,1.036
160.226,1.039
160.256,1.040
160.286,1.042
160.316,1.042
160.346,1.041
160.376,1.032
160.406,1.039
160.436,1.040
160.466,1.036
160.496,1.035
160.526,1.039
160.556,1.044
160.586,1.040
160.616,1.034
160.646,1.030
160.676,1.032
160.706,1.038
160.736,1.046
160.766,1.044
160.796,1.031
160.826,1.033
160.856,1.031
160.886,1.041
160.916,1.038
160.946,1.040
160.976,1.038
161.006,1.033
161.036,1.043
161.066,1.040
161.096,1.039
161.126,1.042
161.156,1.037
161.186,1.039
161.216,1.041
161.246,1.041
161.276,1.036
161.306,1.039
161.336,1.037
161.366,1.037
161.396,1.037
161.426,1.038
161.456,1.043
161.486,1.037
161.516,1.034
161.546,1.037
161.576,1.038
161.606,1.050
161.636,1.049
161.666,1.035
161.696,1.032
161.726,1.032
161.756,1.035
161.786,1.041
161.816,1.046
161.846,1.034
161.876,1.028
161.906,1.046
161.936,1.044
161.966,1.039
161.996,1.037
162.026,1.039
162.056,1.038
162.086,1.039
162.116,1.034
162.146,1.036
162.176,1.037
162.206,1.042
162.236,1.038
162.266,1.037
162.296,1.040
162.326,1.038
162.356,1.035
162.386,1.038
162.416,1.043
162.446,1.040
162.476,1.038
162.506,1.035
162.536,1.034
162.566,1.044
162.596,1.048
162.626,1.038
162.656,1.034
162.686,1.032
162.716,1.033
162.746,1.038
162.776,1.045
162.806,1.041
162.836,1.029
162.866,1.043
162.896,1.038
162.926,1.040
162.956,1.034
162.986,1.036
163.016,1.039
163.046,1.040
163.076,1.039
163.106,1.034
163.136,1.035
163.166,1.042
163.196,1.041
163.226,1.039
163.256,1.042
163.286,1.035
163.316,1.036
163.346,1.041
163.376,1.039
163.406,1.036
163.436,1.035
163.466,1.037
163.496,1.041
163.526,1.034
163.556,1.032
163.586,1.030
163.616,1.048
163.646,1.060
163.676,1.036
163.706,1.027
163.736,1.030
163.766,1.034
163.796,1.035
163.826,1.037
163.856,1.041
163.886,1.042
163.916,1.037
163.946,1.041
163.976,1.040
164.006,1.038
164.036,1.039
164.066,1.037
164.096,1.037
164.126,1.039
164.156,1.040
164.186,1.038
164.216,1.040
164.246,1.040
164.276,1.040
164.306,1.036
164.336,1.039
164.366,1.036
164.396,1.043
164.426,1.039
164.456,1.027
164.486,1.033
164.516,1.042
164.546,1.043
164.576,1.045
164.606,1.039
164.636,1.034
164.666,1.036
164.696,1.032
164.726,1.037
164.756,1.042
164.786,1.044
164.816,1.028
164.846,1.048
164.876,1.040
164.906,1.035
164.936,1.035
164.966,1.037
164.996,1.041
165.026,1.043
165.056,1.042
165.086,1.039
165.116,1.038
165.146,1.039
165.176,1.037
165.206,1.034
165.236,1.036
165.266,1.040
165.296,1.041
165.326,1.034
165.356,1.033
165.386,1.042
165.416,1.041
165.446,1.035
165.476,1.036
165.506,1.036
165.536,1.049
165.566,1.050
165.596,1.038
165.626,1.035
165.656,1.034
165.686,1.039
165.716,1.037
165.746,1.043
165.776,1.040
165.806,1.031
165.836,1.048
165.866,1.039
165.896,1.034
165.926,1.035
165.956,1.039
165.986,1.042
166.016,1.039
166.046,1.038
166.076,1.037
166.106,1.040
166.136,1.042
166.166,1.036
166.196,1.037
166.226,1.037
166.256,1.041
166.286,1.040
166.316,1.035
166.346,1.037
166.376,1.037
166.406,1.038
166.436,1.038
166.466,1.037
166.496,1.041
166.526,1.031
166.556,1.033
166.586,1.050
166.616,1.043
166.646,1.036
166.676,1.034
166.706,1.031
166.736,1.036
166.766,1.043
166.796,1.047
166.826,1.040
166.856,1.026
166.886,1.040
166.916,1.043
166.946,1.034
166.976,1.035
167.006,1.037
167.036,1.039
167.066,1.041
167.096,1.041
167.126,1.038
167.156,1.038
167.186,1.039
167.216,1.036
167.246,1.040
167.276,1.037
167.306,1.036
167.336,1.042
167.366,1.044
167.396,1.034
167.426,1.035
167.456,1.033
167.486,1.038
167.516,1.042
167.546,1.048
167.576,1.035
167.606,1.035
167.636,1.032
167.666,1.038
167.696,1.039
167.726,1.043
167.756,1.038
167.786,1.036
167.816,1.036
167.846,1.042
167.876,1.039
167.906,1.037
167.936,1.042
167.966,1.037
167.996,1.038
168.026,1.038
168.056,1.037
168.086,1.034
168.116,1.036
168.146,1.038
168.176,1.039
168.206,1.040
168.236,1.036
168.266,1.040
168.296,1.040
168.326,1.039
168.356,1.037
168.386,1.042
168.416,1.047
168.446,1.039
168.476,1.037
168.506,1.034
168.536,1.032
168.566,1.032
168.596,1.040
168.626,1.043
168.656,1.039
168.686,1.034
168.716,1.043
168.746,1.041
168.776,1.036
168.806,1.032
168.836,1.038
168.866,1.041
168.896,1.040
168.926,1.036
168.956,1.035
168.986,1.042
169.016,1.041
169.046,1.037
169.076,1.038
169.106,1.041
169.136,1.038
169.166,1.037
169.196,1.038
169.226,1.036
169.256,1.041
169.286,1.038
169.316,1.033
169.346,1.034
169.376,1.041
169.406,1.053
169.436,1.033
169.466,1.038
169.496,1.039
169.526,1.037
169.556,1.036
169.586,1.037
169.616,1.036
169.646,1.034
169.676,1.038
169.706,1.046
169.736,1.039
169.766,1.035
169.796,1.039
169.826,1.041
169.856,1.039
169.886,1.042
169.916,1.040
169.946,1.035
169.976,1.038
170.006,1.038
170.036,1.035
170.066,1.039
170.096,1.033
170.126,1.038
170.156,1.039
170.186,1.034
170.216,1.038
170.246,1.038
170.276,1.040
170.306,1.039
170.336,1.034
170.366,1.038
170.396,1.033
170.426,1.050
170.456,1.051
170.486,1.032
170.516,1.030
170.546,1.032
170.576,1.035
170.606,1.038
170.636,1.044
170.666,1.037
170.696,1.036
170.726,1.039
170.756,1.039
170.786,1.036
170.816,1.035
170.846,1.036
170.876,1.034
170.906,1.036
170.936,1.039
170.966,1.039
170.996,1.039
171.026,1.043
171.056,1.040
171.086,1.035
171.116,1.032
171.146,1.034
171.176,1.038
171.206,1.038
171.236,1.041
171.266,1.032
171.296,1.034
171.326,1.037
171.356,1.045
171.386,1.046
171.416,1.038
171.446,1.038
171.476,1.032
171.506,1.027
171.536,1.032
171.566,1.045
171.596,1.043
171.626,1.037
171.656,1.039
171.686,1.041
171.716,1.035
171.746,1.040
171.776,1.040
171.806,1.037
171.836,1.039
171.866,1.040
171.896,1.039
171.926,1.041
171.956,1.039
171.986,1.040
172.016,1.034
172.046,1.035
172.076,1.037
172.106,1.040
172.136,1.039
172.166,1.035
172.196,1.036
172.226,1.036
172.256,1.046
172.286,1.049
172.316,1.035
172.346,1.034
172.376,1.033
172.406,1.034
172.436,1.037
172.466,1.039
172.496,1.040
172.526,1.031
172.556,1.045
172.586,1.035
172.616,1.034
172.646,1.036
172.676,1.041
172.706,1.040
172.736,1.041
172.766,1.038
172.796,1.036
172.826,1.035
172.856,1.037
172.886,1.039
172.916,1.040
172.946,1.036
172.976,1.038
173.006,1.034
173.036,1.041
173.066,1.037
173.096,1.036
173.126,1.035
173.156,1.034
173.186,1.036
173.216,1.047
173.246,1.046
173.276,1.037
173.306,1.040
173.336,1.030
173.366,1.032
173.396,1.040
173.426,1.040
173.456,1.038
173.486,1.034
173.516,1.046
173.546,1.035
173.576,1.031
173.606,1.039
173.636,1.040
173.666,1.043
173.696,1.042
173.726,1.038
173.756,1.036
173.786,1.037
173.816,1.038
173.846,1.038
173.876,1.039
173.906,1.040
173.936,1.037
173.966,1.040
173.996,1.038
174.026,1.042
174.056,1.036
174.086,1.037
174.116,1.035
174.146,1.043
174.176,1.054
174.206,1.036
174.236,1.035
174.266,1.027
174.296,1.031
174.326,1.037
174.356,1.040
174.386,1.040
174.416,1.036
174.446,1.036
174.476,1.045
174.506,1.035
174.536,1.034
174.566,1.039
174.596,1.039
174.626,1.039
174.656,1.039
174.686,1.036
174.716,1.034
174.746,1.040
174.776,1.039
174.806,1.035
174.836,1.040
174.866,1.036
174.896,1.037
174.926,1.030
174.956,1.033
174.986,1.040
175.016,1.045
175.046,1.046
175.076,1.035
175.106,1.032
175.136,1.033
175.166,1.035
175.196,1.037
175.226,1.044
175.256,1.042
175.286,1.036
175.316,1.036
175.346,1.040
175.376,1.039
175.406,1.037
175.436,1.031
175.466,1.035
175.496,1.046
175.526,1.042
175.556,1.039
175.586,1.035
175.616,1.041
175.646,1.038
175.676,1.034
175.706,1.034
175.736,1.039
175.766,1.041
175.796,1.033
175.826,1.032
175.856,1.038
175.886,1.049
175.916,1.042
175.946,1.035
175.976,1.035
176.006,1.036
176.036,1.035
176.066,1.035
176.096,1.042
176.126,1.037
176.156,1.031
176.186,1.047
176.216,1.042
176.246,1.033
176.276,1.031
176.306,1.037
176.336,1.038
176.366,1.043
176.396,1.041
176.426,1.037
176.456,1.039
176.486,1.035
176.516,1.036
176.546,1.041
176.576,1.040
176.606,1.038
176.636,1.038
176.666,1.038
176.696,1.038
176.726,1.039
176.756,1.031
176.786,1.029
176.816,1.031
176.846,1.047
176.876,1.046
176.906,1.038
176.936,1.034
176.966,1.031
176.996,1.036
177.026,1.035
177.056,1.041
177.086,1.042
177.116,1.028
177.146,1.044
177.176,1.040
177.206,1.036
177.236,1.035
177.266,1.035
177.296,1.037
177.326,1.041
177.356,1.041
177.386,1.034
177.416,1.038
177.446,1.042
177.476,1.035
177.506,1.036
177.536,1.033
177.566,1.035
177.596,1.036
177.626,1.038
177.656,1.041
177.686,1.043
177.716,1.044
177.746,1.034
177.776,1.033
177.806,1.031
177.836,1.042
177.866,1.043
177.896,1.035
177.926,1.030
177.956,1.033
177.986,1.036
178.016,1.040
178.046,1.038
178.076,1.038
178.106,1.031
178.136,1.042
178.166,1.038
178.196,1.032
178.226,1.036
178.256,1.035
178.286,1.040
178.316,1.037
178.346,1.042
178.376,1.037
178.406,1.037
178.436,1.032
178.466,1.039
178.496,1.035
178.526,1.038
178.556,1.040
178.586,1.036
178.616,1.043
178.646,1.041
178.676,1.035
178.706,1.031
178.736,1.038
178.766,1.055
178.796,1.048
178.826,1.030
178.856,1.032
178.886,1.031
178.916,1.036
178.946,1.045
178.976,1.039
179.006,1.029
179.036,1.031
179.066,1.043
179.096,1.042
179.126,1.033
179.156,1.038
179.186,1.036
179.216,1.042
179.246,1.034
179.276,1.039
179.306,1.036
179.336,1.041
179.366,1.043
179.396,1.042
179.426,1.032
179.456,1.028
179.486,1.035
179.516,1.039
179.546,1.047
179.576,1.043
179.606,1.035
179.636,1.026
179.666,1.030
179.696,1.040
179.726,1.045
179.756,1.040
179.786,1.035
179.816,1.038
179.846,1.033
179.876,1.032
179.906,1.037
179.936,1.045
179.966,1.039
179.996,1.037
180.026,1.047
180.056,1.040
180.086,1.044
180.116,1.044
180.146,1.034
180.176,1.030
180.206,1.034
180.236,1.033
180.266,1.039
180.296,1.053
180.326,1.041
180.356,1.037
180.386,1.039
180.416,1.029
180.446,1.033
180.476,1.036
180.506,1.045
180.536,1.040
180.566,1.030
180.596,1.045
180.626,1.045
180.656,1.034
180.686,1.037
180.716,1.040
180.746,1.042
180.776,1.046
180.806,1.037
180.836,1.033
180.866,1.037
180.896,1.035
180.926,1.033
180.956,1.038
180.986,1.035
181.016,1.035
181.046,1.041
181.076,1.039
181.106,1.048
181.136,1.033
181.166,1.033
181.196,1.031
181.226,1.032
181.256,1.040
181.286,1.038
181.316,1.039
181.346,1.029
181.376,1.043
181.406,1.041
181.436,1.038
181.466,1.031
181.496,1.037
181.526,1.039
181.556,1.039
181.586,1.038
181.616,1.037
181.646,1.034
181.676,1.040
181.706,1.045
181.736,1.038
181.766,1.038
181.796,1.033
181.826,1.038
181.856,1.038
181.886,1.034
181.916,1.032
181.946,1.048
181.976,1.051
182.006,1.036
182.036,1.025
182.066,1.032
182.096,1.034
182.126,1.041
182.156,1.042
182.186,1.039
182.216,1.033
182.246,1.043
182.276,1.042
182.306,1.036
182.336,1.036
182.366,1.035
182.396,1.031
182.426,1.045
182.456,1.035
182.486,1.034
182.516,1.034
182.546,1.031
182.576,1.039
182.606,1.043
182.636,1.043
182.666,1.040
182.696,1.035
182.726,1.035
182.756,1.040
182.786,1.035
182.816,1.035
182.846,1.033
182.876,1.030
182.906,1.032
182.936,1.038
182.966,1.043
182.996,1.038
183.026,1.029
183.056,1.045
183.086,1.042
183.116,1.032
183.146,1.044
183.176,1.043
183.206,1.039
183.236,1.040
183.266,1.037
183.296,1.046
183.326,1.040
183.356,1.032
183.386,1.049
183.416,1.041
183.446,1.039
183.476,1.032
183.506,1.034
183.536,1.038
183.566,1.033
183.596,1.044
183.626,1.040
183.656,1.029
183.686,1.035
183.716,1.030
183.746,1.034
183.776,1.043
183.806,1.041
183.836,1.035
183.866,1.043
183.896,1.037
183.926,1.030
183.956,1.039
183.986,1.038
184.016,1.045
184.046,1.039
184.076,1.035
184.106,1.028
184.136,1.030
184.166,1.036
184.196,1.039
184.226,1.038
184.256,1.038
184.286,1.037
184.316,1.038
184.346,1.029
184.376,1.036
184.406,1.041
184.436,1.049
184.466,1.051
184.496,1.034
184.526,1.027
184.556,1.030
184.586,1.036
184.616,1.040
184.646,1.044
184.676,1.037
184.706,1.031
184.736,1.043
184.766,1.038
184.796,1.040
184.826,1.036
184.856,1.036
184.886,1.039
184.916,1.040
184.946,1.040
184.976,1.035
185.006,1.040
185.036,1.040
185.066,1.039
185.096,1.041
185.126,1.040
185.156,1.034
185.186,1.036
185.216,1.038
185.246,1.050
185.276,1.053
185.306,1.034
185.336,1.029
185.366,1.030
185.396,1.037
185.426,1.040
185.456,1.040
185.486,1.039
185.516,1.034
185.546,1.041
185.576,1.041
185.606,1.037
185.636,1.036
185.666,1.034
185.696,1.037
185.726,1.039
185.756,1.039
185.786,1.032
185.816,1.037
185.846,1.037
185.876,1.034
185.906,1.034
185.936,1.029
185.966,1.040
185.996,1.051
186.026,1.047
186.056,1.035
186.086,1.031
186.116,1.029
186.146,1.036
186.176,1.040
186.206,1.040
186.236,1.041
186.266,1.036
186.296,1.039
186.326,1.039
186.356,1.038
186.386,1.041
186.416,1.040
186.446,1.039
186.476,1.040
186.506,1.038
186.536,1.039
186.566,1.038
186.596,1.042
186.626,1.041
186.656,1.034
186.686,1.032
186.716,1.032
186.746,1.042
186.776,1.051
186.806,1.038
186.836,1.033
186.866,1.031
186.896,1.038
186.926,1.041
186.956,1.039
186.986,1.036
187.016,1.037
187.046,1.050
187.076,1.035
187.106,1.030
187.136,1.038
187.166,1.039
187.196,1.037
187.226,1.038
187.256,1.038
187.286,1.036
187.316,1.039
187.346,1.044
187.376,1.041
187.406,1.042
187.436,1.037
187.466,1.045
187.496,1.078
187.526,1.043
187.556,1.033
187.586,1.023
187.616,0.999
187.646,1.016
187.676,1.027
187.706,1.041
187.736,1.047
187.766,1.049
187.796,1.052
187.826,1.057
187.856,1.058
187.886,1.060
187.916,1.057
187.946,1.053
187.976,1.024
188.006,1.039
188.036,1.028
188.066,1.030
188.096,1.049
188.126,1.056
188.156,1.049
188.186,1.062
188.216,1.064
188.246,1.054
188.276,1.055
188.306,1.049
188.336,1.035
188.366,1.042
188.396,1.060
188.426,1.075
188.456,1.043
188.486,1.048
188.516,1.058
188.546,1.076
188.576,1.065
188.606,1.045
188.636,1.062
188.666,1.065
188.696,1.061
188.726,1.073
188.756,1.080
188.786,1.057
188.816,1.044
188.846,1.053
188.876,1.053
188.906,1.050
188.936,1.058
188.966,1.054
188.996,1.040
189.026,1.042
189.056,1.018
189.086,1.028
189.116,1.041
189.146,1.040
189.176,1.036
189.206,1.041
189.236,1.055
189.266,1.073
189.296,1.075
189.326,1.068
189.356,1.055
189.386,1.059
189.416,1.057
189.446,1.045
189.476,1.023
189.506,1.008
189.536,1.031
189.566,1.030
189.596,1.021
189.626,1.003
189.656,0.996
189.686,1.010
189.716,1.025
189.746,1.041
189.776,1.036
189.806,1.028
189.836,1.037
189.866,1.037
189.896,1.024
189.926,1.012
189.956,1.045
189.986,1.073
190.016,1.083
190.046,1.075
190.076,1.048
190.106,1.017
190.136,1.018
190.166,1.041
190.196,1.054
190.226,1.029
190.256,1.026
190.286,1.046
190.316,1.054
190.346,1.043
190.376,1.034
190.406,1.052
190.436,1.069
190.466,1.074
190.496,1.079
190.526,1.075
190.556,1.061
190.586,1.032
190.616,1.005
190.646,1.022
190.676,1.032
190.706,1.024
190.736,1.029
190.766,1.006
190.796,0.999
190.826,1.008
190.856,1.031
190.886,1.048
190.916,1.053
190.946,1.052
190.976,1.058
191.006,1.041
191.036,1.031
191.066,1.014
191.096,1.019
191.126,1.032
191.156,1.061
191.186,1.045
191.216,1.053
191.246,1.036
191.276,1.015
191.306,1.009
191.336,1.030
191.366,1.045
191.396,1.056
191.426,1.047
191.456,1.025
191.486,1.004
191.516,1.032
191.546,1.056
191.576,1.054
191.606,1.052
191.636,1.037
191.666,1.025
191.696,1.025
191.726,1.031
191.756,1.031
191.786,1.031
191.816,1.033
191.846,1.039
191.876,1.044
191.906,1.056
191.936,1.054
191.966,1.039
191.996,1.023
192.026,1.026
192.056,1.031
192.086,1.035
192.116,1.032
192.146,1.039
192.176,1.038
192.206,1.037
192.236,1.055
192.266,1.049
192.296,1.044
192.326,1.038
192.356,1.033
192.386,1.038
192.416,1.040
192.446,1.039
192.476,1.039
192.506,1.039
192.536,1.031
192.566,1.022
192.596,1.030
192.626,1.039
192.656,1.041
192.686,1.031
192.716,1.027
192.746,1.035
192.776,1.033
192.806,1.035
192.836,1.032
192.866,1.021
192.896,1.043
192.926,1.046
192.956,1.039
192.986,1.036
193.016,1.041
193.046,1.033
193.076,1.034
193.106,1.037
193.136,1.037
193.166,1.035
193.196,1.043
193.226,1.040
193.256,1.037
193.286,1.028
193.316,1.040
193.346,1.040
193.376,1.036
193.406,1.029
193.436,1.028
193.466,1.032
193.496,1.041
193.526,1.049
193.556,1.041
193.586,1.038
193.616,1.045
193.646,1.048
193.676,1.042
193.706,1.031
193.736,1.034
193.766,1.032
193.796,1.036
193.826,1.042
193.856,1.036
193.886,1.043
193.916,1.046
193.946,1.040
193.976,1.039
194.006,1.039
194.036,1.034
194.066,1.030
194.096,1.036
194.126,1.048
194.156,1.044
194.186,1.034
194.216,1.031
194.246,1.034
194.276,1.035
194.306,1.042
194.336,1.034
194.366,1.032
194.396,1.043
194.426,1.038
194.456,1.036
194.486,1.037
194.516,1.040
194.546,1.038
194.576,1.041
194.606,1.037
194.636,1.036
194.666,1.037
194.696,1.040
194.726,1.042
194.756,1.039
194.786,1.033
194.816,1.030
194.846,1.029
194.876,1.045
194.906,1.046
194.936,1.044
194.966,1.032
194.996,1.027
195.026,1.030
195.056,1.038
195.086,1.039
195.116,1.040
195.146,1.032
195.176,1.035
195.206,1.042
195.236,1.036
195.266,1.035
195.296,1.039
195.326,1.038
195.356,1.036
195.386,1.039
195.416,1.038
195.446,1.037
195.476,1.036
195.506,1.043
195.536,1.041
195.566,1.040
195.596,1.031
195.626,1.028
195.656,1.032
195.686,1.035
195.716,1.050
195.746,1.043
195.776,1.030
195.806,1.029
195.836,1.032
195.866,1.037
195.896,1.036
195.926,1.035
195.956,1.036
195.986,1.044
196.016,1.042
196.046,1.037
196.076,1.038
196.106,1.034
196.136,1.037
196.166,1.036
196.196,1.037
196.226,1.039
196.256,1.039
196.286,1.038
196.316,1.036
196.346,1.034
196.376,1.035
196.406,1.038
196.436,1.041
196.466,1.044
196.496,1.034
196.526,1.029
196.556,1.031
196.586,1.049
196.616,1.044
196.646,1.033
196.676,1.033
196.706,1.030
196.736,1.037
196.766,1.039
196.796,1.036
196.826,1.034
196.856,1.037
196.886,1.044
196.916,1.038
196.946,1.035
196.976,1.036
197.006,1.037
197.036,1.037
197.066,1.040
197.096,1.037
197.126,1.040
197.156,1.036
197.186,1.033
197.216,1.039
197.246,1.037
197.276,1.035
197.306,1.038
197.336,1.034
197.366,1.033
197.396,1.034
197.426,1.041
197.456,1.041
197.486,1.034
197.516,1.034
197.546,1.037
197.576,1.050
197.606,1.037
197.636,1.037
197.666,1.031
197.696,1.032
197.726,1.035
197.756,1.037
197.786,1.038
197.816,1.032
197.846,1.042
197.876,1.041
197.906,1.035
197.936,1.033
197.966,1.036
197.996,1.033
198.026,1.035
198.056,1.036
198.086,1.039
198.116,1.038
198.146,1.037
198.176,1.035
198.206,1.034
198.236,1.034
198.266,1.034
198.296,1.035
198.326,1.037
198.356,1.040
198.386,1.037
198.416,1.037
198.446,1.034
198.476,1.028
198.506,1.044
198.536,1.047
198.566,1.036
198.596,1.027
198.626,1.028
198.656,1.035
198.686,1.040
198.716,1.041
198.746,1.039
198.776,1.038
198.806,1.040
198.836,1.039
198.866,1.037
198.896,1.033
198.926,1.042
198.956,1.044
198.986,1.044
199.016,1.047
199.046,1.056
199.076,1.064
199.106,1.052
199.136,1.039
199.166,1.042
199.196,1.050
199.226,1.047
199.256,1.030
199.286,1.051
199.316,1.041
199.346,1.044
199.376,1.047
199.406,1.044
199.436,1.043
199.466,1.057
199.496,1.141
199.526,1.066
199.556,1.044
199.586,1.024
199.616,1.017
199.646,1.014
