Time_sec,Conductance_microS,Stage,RR_Interval_ms,Conductance_microS_Normalized,RR_Interval_ms_Normalized
0,,,600.0,,0.36585365853658536
1,18163.687519185394,Calibration,585.0,0.10126637384861392,0.3475609756097561
2,17687.62591378697,Calibration,585.0,0.08863853573233538,0.3475609756097561
3,17762.714995461625,Calibration,570.0,0.0906303215788205,0.3292682926829268
4,17483.22047914514,Calibration,600.0,0.083216551036501,0.36585365853658536
5,17933.166674437707,Calibration,675.0,0.0951516612213158,0.45731707317073167
6,17895.106046398432,Calibration,650.0,0.09414207875544645,0.426829268292683
7,18163.687519185394,Calibration,575.0,0.10126637384861392,0.33536585365853655
8,18241.384594056228,Calibration,545.0,0.10332733838020253,0.2987804878048781
9,18009.58109714368,Calibration,555.0,0.09717860258507549,0.3109756097560976
10,17501.67140961962,Calibration,580.0,0.08370597375088151,0.3414634146341463
11,17857.142857142855,Calibration,710.0,0.09313508091554323,0.5
12,17101.266861849126,Calibration,575.0,0.07308498740598218,0.33536585365853655
13,17520.161325645484,Calibration,590.0,0.08419643058191034,0.35365853658536583
14,17209.304726879727,Calibration,595.0,0.07595076077347102,0.3597560975609756
15,17594.327588785374,Calibration,565.0,0.08616373807740985,0.323170731707317
16,17483.22047914514,Calibration,560.0,0.083216551036501,0.3170731707317074
17,18028.737808066056,Calibration,600.0,0.09768674657657772,0.36585365853658536
18,17895.106046398432,Calibration,580.0,0.09414207875544645,0.3414634146341463
19,18319.514313036532,Calibration,575.0,0.10539977907309961,0.33536585365853655
20,18221.906375845043,Normal,590.0,0.10281066620253648,0.35365853658536583
21,18757.010432649204,Normal,550.0,0.11700464304935998,0.30487804878048785
22,18398.04539165759,Normal,665.0,0.10748286608679297,0.44512195121951226
23,18576.4150119725,Normal,555.0,0.11221423418003307,0.3109756097560976
24,18241.384594056228,Normal,610.0,0.10332733838020253,0.3780487804878049
25,17876.104296342906,Normal,545.0,0.09363804519990199,0.2987804878048781
26,18260.87115311923,Normal,550.0,0.10384423180428987,0.30487804878048785
27,18009.58109714368,Normal,555.0,0.09717860258507549,0.3109756097560976
28,17876.104296342906,Normal,580.0,0.09363804519990199,0.3414634146341463
29,17857.142857142855,Normal,620.0,0.09313508091554323,0.3902439024390244
30,18125.004531251132,Normal,585.0,0.10024028288906472,0.3475609756097561
31,18417.766514290346,Normal,585.0,0.10800598145937024,0.3475609756097561
32,18241.384594056228,Normal,570.0,0.10332733838020253,0.3292682926829268
33,18299.935950224175,Normal,555.0,0.10488045049593092,0.3109756097560976
34,18417.766514290346,Normal,545.0,0.10800598145937024,0.2987804878048781
35,17631.584515237217,Normal,585.0,0.08715200184539468,0.3475609756097561
36,18105.70836773418,Normal,560.0,0.09972843982843099,0.3170731707317074
37,17520.161325645484,Normal,565.0,0.08419643058191034,0.323170731707317
38,17446.37420728037,Normal,305.0,0.08223918014369963,0.0060975609756097615
39,17428.00925078731,Normal,590.0,0.08175203794408287,0.35365853658536583
40,17819.308646463134,Normal,340.0,0.09213150431473577,0.04878048780487804
41,17501.67140961962,Normal,795.0,0.08370597375088151,0.6036585365853658
42,17687.62591378697,Normal,560.0,0.08863853573233538,0.3170731707317074
43,17762.714995461625,Normal,530.0,0.0906303215788205,0.2804878048780488
44,17800.40406917237,Normal,545.0,0.09163004832883526,0.2987804878048781
45,17354.723608671808,Normal,610.0,0.07980808948365714,0.3780487804878049
46,17725.12234765701,Normal,737.5,0.08963315258754745,0.5335365853658537
47,17612.951860279973,Normal,865.0,0.08665775877305193,0.6890243902439025
48,17687.62591378697,Normal,565.0,0.08863853573233538,0.323170731707317
49,17155.159843201836,Normal,540.0,0.07451453315470113,0.29268292682926833
50,17101.266861849126,Normal,535.0,0.07308498740598218,0.28658536585365857
51,17336.460830867225,Normal,540.0,0.0793236576390079,0.29268292682926833
52,17687.62591378697,Normal,555.0,0.08863853573233538,0.3109756097560976
53,17137.167603212878,Normal,590.0,0.07403727749838823,0.35365853658536583
54,17762.714995461625,Normal,540.0,0.0906303215788205,0.29268292682926833
55,17650.22548163053,Normal,560.0,0.0876464653838872,0.3170731707317074
56,17762.714995461625,Normal,555.0,0.0906303215788205,0.3109756097560976
57,17428.00925078731,Normal,575.0,0.08175203794408287,0.33536585365853655
58,17933.166674437707,Normal,580.0,0.0951516612213158,0.3414634146341463
59,17520.161325645484,Normal,585.0,0.08419643058191034,0.3475609756097561
60,17520.161325645484,Normal,1120.0,0.08419643058191034,1.0
61,17520.161325645484,Normal,545.0,0.08419643058191034,0.2987804878048781
62,18105.70836773418,Normal,495.0,0.09972843982843099,0.23780487804878048
63,17781.53956125829,Normal,325.0,0.09112965520874128,0.030487804878048808
64,18221.906375845043,Normal,555.0,0.10281066620253648,0.3109756097560976
65,18221.906375845043,Normal,560.0,0.10281066620253648,0.3170731707317074
66,18163.687519185394,Normal,575.0,0.10126637384861392,0.33536585365853655
67,18163.687519185394,Normal,575.0,0.10126637384861392,0.33536585365853655
68,18183.07446696317,Normal,580.0,0.10178062501974466,0.3414634146341463
69,18183.07446696317,Normal,565.0,0.10178062501974466,0.323170731707317
70,17914.116144380612,Normal,320.0,0.09464633374507675,0.024390243902439046
71,17612.951860279973,Normal,535.0,0.08665775877305193,0.28658536585365857
72,17857.142857142855,Normal,560.0,0.09313508091554323,0.3170731707317074
73,17781.53956125829,Normal,545.0,0.09112965520874128,0.2987804878048781
74,17838.2216006593,Normal,555.0,0.09263318250340191,0.3109756097560976
75,17706.354279360232,Normal,565.0,0.08913531758989285,0.323170731707317
76,18163.687519185394,Normal,510.0,0.10126637384861392,0.25609756097560976
77,18339.10098059173,Normal,1105.0,0.10591932793887598,0.9817073170731708
78,18417.766514290346,Normal,575.0,0.10800598145937024,0.33536585365853655
79,18221.906375845043,Normal,585.0,0.10281066620253648,0.3475609756097561
80,18009.58109714368,Normal,560.0,0.09717860258507549,0.3170731707317074
81,18047.935316199826,Normal,365.0,0.09819597274016695,0.07926829268292684
82,18144.341868431748,Normal,565.0,0.10075321810742227,0.323170731707317
83,17706.354279360232,Normal,580.0,0.08913531758989285,0.3414634146341463
84,17914.116144380612,Normal,550.0,0.09464633374507675,0.30487804878048785
85,17520.161325645484,Normal,565.0,0.08419643058191034,0.323170731707317
86,17612.951860279973,Normal,320.0,0.08665775877305193,0.024390243902439046
87,18260.87115311923,Normal,580.0,0.10384423180428987,0.3414634146341463
88,17594.327588785374,Normal,550.0,0.08616373807740985,0.30487804878048785
89,18009.58109714368,Normal,600.0,0.09717860258507549,0.36585365853658536
90,18009.58109714368,Normal,585.0,0.09717860258507549,0.3475609756097561
91,18105.70836773418,Normal,580.0,0.09972843982843099,0.3414634146341463
92,17895.106046398432,Normal,590.0,0.09414207875544645,0.35365853658536583
93,17990.432687896577,Normal,570.0,0.09667067880081165,0.3292682926829268
94,17538.659590402145,Normal,590.0,0.0846871088683554,0.35365853658536583
95,17501.67140961962,Normal,595.0,0.08370597375088151,0.3597560975609756
96,17933.166674437707,Normal,585.0,0.0951516612213158,0.3475609756097561
97,17391.304347826088,Normal,545.0,0.08077841695173232,0.2987804878048781
98,17464.77790915172,Normal,570.0,0.08272735008921994,0.3292682926829268
99,17800.40406917237,Normal,590.0,0.09163004832883526,0.35365853658536583
100,17706.354279360232,Normal,600.0,0.08913531758989285,0.36585365853658536
101,17914.116144380612,Normal,550.0,0.09464633374507675,0.30487804878048785
102,17838.2216006593,Normal,550.0,0.09263318250340191,0.30487804878048785
103,17876.104296342906,Normal,560.0,0.09363804519990199,0.3170731707317074
104,17281.81279303474,Normal,590.0,0.0778740835349519,0.35365853658536583
105,17318.20645726646,Normal,582.5,0.07883944872123222,0.3445121951219512
