Time_sec,Conductance_microS,Stage,RR_Interval_ms,Conductance_microS_Normalized,RR_Interval_ms_Normalized
1,15340.340801011234,Calibration,955.0,0.0,0.391044776119403
2,15466.420853684565,Calibration,1320.0,0.00820545206311274,0.6089552238805971
3,15852.28209453033,Calibration,820.0,0.033317798129278264,0.31044776119402984
4,16677.53486021724,Calibration,600.0,0.08702631002481187,0.1791044776119403
5,16677.53486021724,Calibration,887.5,0.08702631002481187,0.35074626865671643
6,16677.53486021724,Calibration,1175.0,0.08702631002481187,0.5223880597014926
7,16677.53486021724,Calibration,877.5,0.08702631002481187,0.34477611940298514
8,15754.705536676167,Calibration,580.0,0.026967390186236395,0.16716417910447764
9,15609.756097560976,Calibration,580.0,0.017533894173061393,0.16716417910447764
10,15561.804484600816,Calibration,560.0,0.01441314149925832,0.15522388059701495
11,16149.427422050749,Calibration,852.5,0.052656398399886006,0.32985074626865674
12,16677.53486021724,Calibration,1145.0,0.08702631002481187,0.5044776119402985
13,16677.53486021724,Calibration,300.0,0.08702631002481187,0.0
14,16000.0,Calibration,575.0,0.04293146949516258,0.16417910447761194
15,16266.828033600757,Calibration,517.5,0.06029698126631011,0.12985074626865675
16,16300.582745833164,Calibration,460.0,0.062493781372706,0.09552238805970151
17,16149.427422050749,Calibration,1380.0,0.052656398399886006,0.6447761194029851
18,16132.72717299769,Calibration,1325.0,0.05156952470225229,0.6119402985074628
19,16283.701155002926,Calibration,685.0,0.061395105718869525,0.22985074626865673
20,16677.53486021724,Normal,490.0,0.08702631002481187,0.11343283582089556
21,15819.680948674628,Normal,420.0,0.031196073607044683,0.07164179104477611
22,15593.739425495454,Normal,682.5,0.016491508545378064,0.22835820895522388
23,16033.066596548722,Normal,945.0,0.045083486147422525,0.38507462686567173
24,15934.147355807918,Normal,325.0,0.0386456946744036,0.014925373134328374
25,16764.712292389995,Normal,637.5,0.09269992948729877,0.20149253731343283
26,16940.79699673551,Normal,950.0,0.10415974862536692,0.3880597014925373
27,16300.582745833164,Normal,555.0,0.062493781372706,0.15223880597014924
28,16940.79699673551,Normal,570.0,0.10415974862536692,0.1611940298507463
29,16677.53486021724,Normal,560.0,0.08702631002481187,0.15522388059701495
30,16182.853295961731,Normal,560.0,0.05483179728518661,0.15522388059701495
31,16940.79699673551,Normal,560.0,0.10415974862536692,0.15522388059701495
32,16385.303693411308,Normal,565.0,0.06800752965686252,0.1582089552238806
33,17119.213064013875,Normal,555.0,0.11577129586301638,0.15223880597014924
34,16266.828033600757,Normal,595.0,0.06029698126631011,0.17611940298507464
35,16166.136147965412,Normal,545.0,0.05374382378258069,0.14626865671641795
36,16116.06142797974,Normal,530.0,0.05048489657162181,0.1373134328358209
37,16677.53486021724,Normal,565.0,0.08702631002481187,0.1582089552238806
38,16870.091857650168,Normal,1040.0,0.09955816719294419,0.4417910447761194
39,16300.582745833164,Normal,300.0,0.062493781372706,0.0
40,16905.39907730332,Normal,550.0,0.10185600647999093,0.1492537313432836
41,16283.701155002926,Normal,535.0,0.061395105718869525,0.1402985074626866
42,16317.472749820507,Normal,365.0,0.06359300456563255,0.03880597014925374
43,16923.07952662762,Normal,545.0,0.10300667287256271,0.14626865671641795
44,16712.31915181638,Normal,1115.0,0.0892901164812192,0.4865671641791045
45,17391.304347826088,Normal,980.0,0.13347934673048045,0.4059701492537314
46,17743.89876041123,Normal,900.0,0.15642664480692492,0.35820895522388063
47,17391.304347826088,Normal,820.0,0.13347934673048045,0.31044776119402984
48,16976.2858263292,Normal,740.0,0.10646940732103305,0.26268656716417915
49,16677.53486021724,Normal,897.5,0.08702631002481187,0.35671641791044784
50,16958.522844826126,Normal,1055.0,0.1053133696280677,0.4507462686567164
51,16994.057178204785,Normal,550.0,0.10762598976861204,0.1492537313432836
52,16677.53486021724,Normal,680.0,0.08702631002481187,0.22686567164179108
53,17631.584515237217,Normal,810.0,0.14911708920919797,0.30447761194029854
54,17245.512286565227,Normal,435.0,0.12399101178381011,0.08059701492537316
55,17227.389481989623,Normal,495.0,0.12281155634227758,0.1164179104477612
56,16199.605053628791,Normal,630.0,0.05592202322969886,0.19701492537313434
57,16677.53486021724,Normal,597.5,0.08702631002481187,0.1776119402985075
58,17209.304726879727,Normal,565.0,0.121634577208934,0.1582089552238806
59,17464.77790915172,Normal,540.0,0.13826110064460417,0.14328358208955225
60,17687.62591378697,Normal,557.5,0.15276433553880753,0.1537313432835821
61,17281.81279303474,Normal,575.0,0.12635349545499053,0.16417910447761194
62,16940.79699673551,Normal,875.0,0.10415974862536692,0.34328358208955223
63,17173.189902851263,Normal,1175.0,0.11928417798994628,0.5223880597014926
64,17520.161325645484,Normal,300.0,0.14186552465534308,0.0
