Time_sec,Conductance_microS,Stage,RR_Interval_ms,Conductance_microS_Normalized,RR_Interval_ms_Normalized
1,174459.17655268667,Calibration,1570.0,0.00011470459910181664,0.9405204460966543
2,188786.10534264677,Calibration,305.0,0.00012903238414073325,0.0
3,221356.47246325482,Calibration,545.0,0.00016160469782946268,0.17843866171003714
4,226705.96236681027,Calibration,845.0,0.00016695450744530363,0.40148698884758366
5,222672.51553140796,Calibration,820.0,0.00016292081955093506,0.38289962825278806
6,222672.51553140796,Calibration,830.0,0.00016292081955093506,0.3903345724907063
7,192722.78754239902,Calibration,800.0,0.00013296930161631293,0.3680297397769517
8,205524.49852022363,Calibration,920.0,0.00014577177768844538,0.45724907063197023
9,235211.10196401272,Calibration,880.0,0.00017546015535220818,0.4275092936802974
10,226705.96236681027,Calibration,805.0,0.00016695450744530363,0.3717472118959108
11,203280.95460736283,Calibration,775.0,0.00014352809969017365,0.3494423791821561
12,110795.9581634462,Calibration,810.0,5.103757588007421e-05,0.3754646840148698
13,136774.5818117161,Calibration,880.0,7.70177521408905e-05,0.4275092936802974
14,140552.08860403666,Calibration,870.0,8.079548469591962e-05,0.42007434944237915
15,148720.999405116,Calibration,985.0,8.896488371198567e-05,0.5055762081784387
16,156462.69147121868,Calibration,1005.0,9.670703846034572e-05,0.520446096654275
17,155789.93285453893,Calibration,900.0,9.603423963624452e-05,0.44237918215613375
18,140552.08860403666,Calibration,895.0,8.079548469591962e-05,0.43866171003717475
19,134700.09024906045,Calibration,830.0,7.494313659623828e-05,0.3903345724907063
20,132187.70654329145,Normal,785.0,7.243060273784706e-05,0.35687732342007433
21,145702.50462605452,Normal,780.0,8.594620853257166e-05,0.3531598513011152
22,159918.12192157618,Normal,785.0,0.0001001626754245179,0.35687732342007433
23,160624.508087444,Normal,860.0,0.00010086910380755775,0.4126394052044609
24,151219.58596077363,Normal,860.0,9.146361959567882e-05,0.4126394052044609
25,135211.87701127667,Normal,900.0,7.54549539453924e-05,0.44237918215613375
26,118369.81096341189,Normal,725.0,5.861188133138283e-05,0.312267657992565
27,122097.14048496983,Normal,755.0,6.233943361680456e-05,0.3345724907063197
28,120831.3194780087,Normal,820.0,6.107353695804587e-05,0.38289962825278806
29,117969.0449226123,Normal,905.0,5.821109133879921e-05,0.4460966542750929
30,111154.33779803257,Normal,865.0,5.139597693322089e-05,0.41635687732342
31,105027.67479230778,Normal,790.0,4.526894776745703e-05,0.36059479553903345
32,118773.30926194268,Normal,540.0,5.901540374499104e-05,0.17472118959107807
33,120413.74161619323,Normal,820.0,6.0655934139687825e-05,0.38289962825278806
34,125596.58377292138,Normal,360.0,6.583908604899821e-05,0.04089219330855015
35,137302.28471001756,Normal,800.0,7.754548657735777e-05,0.3680297397769517
36,128812.86067600989,Normal,810.0,6.905555517288872e-05,0.3754646840148698
37,123823.67508667657,Normal,845.0,6.406607140485866e-05,0.40148698884758366
38,112605.00416638516,Normal,725.0,5.284673000065479e-05,0.312267657992565
39,120831.3194780087,Normal,645.0,6.107353695804587e-05,0.2527881040892193
40,123388.24110062311,Normal,680.0,6.36306113950913e-05,0.27881040892193304
41,129285.82510213579,Normal,745.0,6.952854786573543e-05,0.3271375464684015
42,125596.58377292138,Normal,830.0,6.583908604899821e-05,0.3903345724907063
43,124703.82840753211,Normal,825.0,6.494627732808096e-05,0.3866171003717472
44,150588.8022166672,Normal,820.0,9.083279815277938e-05,0.38289962825278806
45,151857.98241484564,Normal,770.0,9.210205420351745e-05,0.345724907063197
