Time_sec,Conductance_microS,Stage,RR_Interval_ms,Conductance_microS_Normalized,RR_Interval_ms_Normalized
1,14202.124637845822,Calibration,635.0,0.3265878294139908,0.19701492537313436
2,14216.439606432086,Calibration,605.0,0.32811504887585374,0.17910447761194032
3,13386.62996945171,Calibration,575.0,0.2395852404029437,0.16119402985074627
4,13711.646809916812,Calibration,545.0,0.27426027592259783,0.14328358208955227
5,13280.26539282361,Calibration,705.0,0.22823753464303786,0.23880597014925375
6,13891.474246595895,Calibration,865.0,0.29344550566433214,0.33432835820895523
7,13989.457544794242,Calibration,605.0,0.30389903890432834,0.17910447761194032
8,13766.690391263108,Calibration,345.0,0.28013270436532256,0.02388059701492537
9,14145.051848687552,Calibration,590.0,0.3204989111030603,0.17014925373134332
10,14216.439606432086,Calibration,835.0,0.32811504887585374,0.3164179104477612
11,13794.302125564014,Calibration,1080.0,0.28307851439249854,0.4626865671641791
12,13480.504494400197,Calibration,1440.0,0.24960042140809224,0.6776119402985075
13,13480.504494400197,Calibration,1245.0,0.24960042140809224,0.5611940298507463
14,14331.554787384219,Calibration,1130.0,0.3403963293862866,0.4925373134328358
15,13480.504494400197,Calibration,395.0,0.24960042140809224,0.05373134328358209
16,14202.124637845822,Calibration,485.0,0.3265878294139908,0.10746268656716418
17,14116.597448283846,Calibration,890.0,0.31746319965107217,0.34925373134328364
18,14230.76321006172,Calibration,510.0,0.32964318958362804,0.12238805970149252
19,13891.474246595895,Calibration,1165.0,0.29344550566433214,0.5134328358208955
20,14003.523286458872,Normal,585.0,0.30539966912131455,0.16716417910447762
21,14433.18014918135,Normal,425.0,0.3512384230604806,0.07164179104477614
22,14273.866976124104,Normal,1035.0,0.3342417962807618,0.4358208955223881
23,16677.53486021724,Normal,395.0,0.5906816445640399,0.05373134328358209
24,12686.974283503127,Normal,705.0,0.1649411520317754,0.23880597014925375
25,12724.750913000878,Normal,1160.0,0.1689714231025694,0.5104477611940299
26,12902.676402166102,Normal,390.0,0.18795373998137244,0.050746268656716415
27,13670.521297988658,Normal,570.0,0.2698727230043183,0.15820895522388062
28,12450.66424293736,Normal,915.0,0.13972996900955725,0.3641791044776119
29,12674.41580448953,Normal,390.0,0.1636013269776455,0.050746268656716415
