Time_sec,Conductance_microS,Stage,RR_Interval_ms,Conductance_microS_Normalized,RR_Interval_ms_Normalized
1,18.011527377521613,Calibration,935.0,0.7654799464423923,0.42905405405405406
2,16.170214142145884,Calibration,995.0,0.6872208079255369,0.4695945945945946
3,16.50071076811634,Calibration,990.0,0.7012675115141837,0.46621621621621623
4,18.35260081129507,Calibration,1000.0,0.7799761834678377,0.4729729729729729
5,18.55819525262807,Calibration,945.0,0.7887143185952332,0.43581081081081086
6,16.401363674981393,Calibration,885.0,0.6970450806026347,0.3952702702702703
7,15.254713286901039,Calibration,855.0,0.6483103678839292,0.375
8,16.933180821818066,Calibration,820.0,0.7196482699787419,0.3513513513513513
9,16.866438385045274,Calibration,815.0,0.7168115958572481,0.3479729729729729
10,14.257813780975457,Calibration,355.0,0.6059403381558285,0.03716216216216217
11,14.257813780975457,Calibration,825.0,0.6059403381558285,0.3547297297297297
12,15.352113778813806,Calibration,810.0,0.6524500647273376,0.3445945945945946
13,16.170214142145884,Calibration,690.0,0.6872208079255369,0.2635135135135135
14,15.028091259586981,Calibration,570.0,0.6386785223696473,0.18243243243243243
15,14.257813780975457,Calibration,1015.0,0.6059403381558285,0.4831081081081081
16,15.189871879506645,Calibration,1375.0,0.6455544909448975,0.7263513513513513
17,15.352113778813806,Calibration,835.0,0.6524500647273376,0.3614864864864865
18,15.841584158415843,Calibration,900.0,0.6732534400038734,0.4054054054054054
19,16.401363674981393,Calibration,1020.0,0.6970450806026347,0.4864864864864865
20,16.866438385045274,Normal,1045.0,0.7168115958572481,0.5033783783783784
21,17.268040569534516,Normal,1090.0,0.7338804141228171,0.5337837837837838
22,16.401363674981393,Normal,1095.0,0.6970450806026347,0.5371621621621622
23,15.874363934080115,Normal,1065.0,0.6746466396805912,0.5168918918918919
24,16.368286445012785,Normal,1025.0,0.695639238580683,0.4898648648648649
25,16.46757641243638,Normal,1035.0,0.6998592415463117,0.4966216216216216
26,17.571057797007544,Normal,1000.0,0.7467591936385501,0.4729729729729729
27,16.170214142145884,Normal,950.0,0.6872208079255369,0.43918918918918914
28,16.46757641243638,Normal,865.0,0.6998592415463117,0.3817567567567568
29,17.60482484871734,Normal,805.0,0.7481943543305459,0.34121621621621623
30,17.807824722567446,Normal,825.0,0.7568222156532817,0.3547297297297297
31,17.773941766168157,Normal,300.0,0.7553821288026207,0.0
32,17.977528089887638,Normal,885.0,0.7640349153041249,0.3952702702702703
33,17.672415621284372,Normal,715.0,0.7510670842556666,0.2804054054054054
34,17.571057797007544,Normal,545.0,0.7467591936385501,0.16554054054054054
35,18.592527105580455,Normal,405.0,0.7901734843602546,0.07094594594594597
36,18.764500267581774,Normal,450.0,0.7974826543850366,0.10135135135135134
37,19.283427822129664,Normal,602.5,0.8195380128060549,0.2043918918918919
38,19.109946593432255,Normal,755.0,0.8121647472226278,0.30743243243243246
39,17.807824722567446,Normal,680.0,0.7568222156532817,0.2567567567567568
40,17.23446769450734,Normal,700.0,0.7324535062905793,0.2702702702702703
41,16.76646626268425,Normal,935.0,0.7125626000745837,0.42905405405405406
42,17.10037200149252,Normal,1170.0,0.7267541971168094,0.5878378378378378
43,18.11364500878512,Normal,695.0,0.7698201302289023,0.2668918918918919
