df_hash,22ZHK4.TDZQKW
142.040,1.020
142.070,0.994
142.100,1.012
142.130,1.021
142.160,1.005
142.190,1.007
142.220,1.005
142.250,1.032
142.280,1.035
142.310,1.048
142.340,1.049
142.370,1.053
142.400,1.055
142.430,1.053
142.460,1.046
142.490,1.040
142.520,1.024
142.550,1.047
142.580,1.021
142.610,1.021
142.640,1.026
142.670,1.030
142.700,1.006
142.730,1.009
142.760,1.025
142.790,1.056
142.820,1.061
142.850,1.056
142.880,1.051
142.910,1.034
142.940,1.018
142.970,1.009
143.000,1.007
143.030,1.005
143.060,1.020
143.090,1.016
143.120,1.023
143.150,1.025
143.180,1.018
143.210,1.020
143.240,1.019
143.270,1.022
143.300,1.022
143.330,1.031
143.360,1.032
143.390,1.036
143.420,1.029
143.450,1.029
143.480,1.026
143.510,1.035
143.540,1.025
143.570,1.028
143.600,1.034
143.630,1.034
143.660,1.031
143.690,1.025
143.720,1.020
143.750,1.020
143.780,1.029
143.810,1.026
143.840,1.023
143.870,1.028
143.900,1.037
143.930,1.041
143.960,1.027
143.990,1.026
144.020,1.035
144.050,1.035
144.080,1.044
144.110,1.028
144.140,1.030
144.170,1.031
144.200,1.022
144.230,1.018
144.260,1.023
144.290,1.029
144.320,1.030
144.350,1.025
144.380,1.041
144.410,1.033
144.440,1.034
144.470,1.025
144.500,1.023
144.530,1.025
144.560,1.027
144.590,1.033
144.620,1.036
144.650,1.037
144.680,1.030
144.710,1.021
144.740,1.028
144.770,1.032
144.800,1.029
144.830,1.027
144.860,1.033
144.890,1.030
144.920,1.028
144.950,1.036
144.980,1.034
145.010,1.034
145.040,1.033
145.070,1.031
145.100,1.033
145.130,1.029
145.160,1.031
145.190,1.037
145.220,1.029
145.250,1.031
145.280,1.029
145.310,1.030
145.340,1.035
145.370,1.025
145.400,1.025
145.430,1.029
145.460,1.034
145.490,1.031
145.520,1.027
145.550,1.033
145.580,1.044
145.610,1.031
145.640,1.036
145.670,1.031
145.700,1.031
145.730,1.027
145.760,1.030
145.790,1.031
145.820,1.027
145.850,1.030
145.880,1.025
145.910,1.030
145.940,1.013
145.970,1.017
146.000,1.026
146.030,1.028
146.060,1.035
146.090,1.036
146.120,1.033
146.150,1.039
146.180,1.036
146.210,1.033
146.240,1.041
146.270,1.025
146.300,1.032
146.330,1.026
146.360,1.023
146.390,1.039
146.420,1.036
146.450,1.043
146.480,1.047
146.510,1.036
146.540,1.032
146.570,1.029
146.600,1.038
146.630,1.030
146.660,1.035
146.690,1.033
146.720,1.029
146.750,1.030
146.780,1.039
146.810,1.052
146.840,1.040
146.870,1.035
146.900,1.034
146.930,1.021
146.960,1.019
146.990,1.030
147.020,1.040
147.050,1.035
147.080,1.041
147.110,1.030
147.140,1.034
147.170,1.026
147.200,1.033
147.230,1.035
147.260,1.040
147.290,1.034
147.320,1.038
147.350,1.035
147.380,1.038
147.410,1.032
147.440,1.031
147.470,1.033
147.500,1.032
147.530,1.032
147.560,1.035
147.590,1.028
147.620,1.027
147.650,1.031
147.680,1.042
147.710,1.039
147.740,1.039
147.770,1.032
147.800,1.033
147.830,1.031
147.860,1.028
147.890,1.030
147.920,1.036
147.950,1.035
147.980,1.036
148.010,1.033
148.040,1.035
148.070,1.035
148.100,1.033
148.130,1.034
148.160,1.033
148.190,1.032
148.220,1.035
148.250,1.035
148.280,1.043
148.310,1.034
148.340,1.047
148.370,1.033
148.400,1.037
148.430,1.032
148.460,1.025
148.490,1.032
148.520,1.035
148.550,1.040
148.580,1.035
148.610,1.043
148.640,1.040
148.670,1.037
148.700,1.031
148.730,1.033
148.760,1.032
148.790,1.032
148.820,1.034
148.850,1.037
148.880,1.030
148.910,1.037
148.940,1.033
148.970,1.037
149.000,1.032
149.030,1.035
149.060,1.038
149.090,1.036
149.120,1.035
149.150,1.038
149.180,1.036
149.210,1.037
149.240,1.035
149.270,1.035
149.300,1.041
149.330,1.034
149.360,1.029
149.390,1.030
149.420,1.029
149.450,1.036
149.480,1.036
149.510,1.037
149.540,1.035
149.570,1.036
149.600,1.043
149.630,1.029
149.660,1.033
149.690,1.036
149.720,1.029
149.750,1.026
149.780,1.035
149.810,1.033
149.840,1.033
149.870,1.035
149.900,1.039
149.930,1.040
149.960,1.038
149.990,1.032
150.020,1.029
150.050,1.034
150.080,1.030
150.110,1.031
150.140,1.026
150.170,1.028
150.200,1.035
150.230,1.031
150.260,1.035
150.290,1.035
150.320,1.038
150.350,1.041
150.380,1.036
150.410,1.036
150.440,1.038
150.470,1.039
150.500,1.040
150.530,1.037
150.560,1.032
150.590,1.036
150.620,1.042
150.650,1.037
150.680,1.033
150.710,1.035
150.740,1.035
150.770,1.037
150.800,1.042
150.830,1.040
150.860,1.041
150.890,1.038
150.920,1.035
150.950,1.003
150.980,0.910
151.010,0.901
151.040,0.984
151.070,1.034
151.100,1.114
151.130,1.192
151.160,1.186
151.190,1.159
151.220,1.149
151.250,1.104
151.280,1.054
151.310,1.045
151.340,1.055
151.370,1.013
151.400,1.038
151.430,1.067
151.460,1.044
151.490,1.045
151.520,1.056
151.550,1.028
151.580,1.039
151.610,1.059
151.640,1.035
151.670,1.023
151.700,1.038
151.730,1.037
151.760,1.028
151.790,1.046
151.820,1.040
151.850,1.036
151.880,1.041
151.910,1.051
151.940,1.048
151.970,1.062
152.000,1.054
152.030,1.038
152.060,1.036
152.090,1.054
152.120,1.059
152.150,1.039
152.180,1.046
152.210,1.062
152.240,1.088
152.270,1.070
152.300,1.018
152.330,1.050
152.360,1.050
152.390,1.009
152.420,1.001
152.450,1.019
152.480,1.058
152.510,1.016
152.540,1.016
152.570,1.027
152.600,1.035
152.630,1.029
152.660,1.039
152.690,1.045
152.720,1.066
152.750,1.043
152.780,1.049
152.810,1.045
152.840,1.036
152.870,1.032
152.900,1.047
152.930,1.039
152.960,1.030
152.990,1.036
153.020,1.043
153.050,1.051
153.080,1.039
153.110,1.036
153.140,1.037
153.170,1.041
153.200,1.041
153.230,1.036
153.260,1.037
153.290,1.039
153.320,1.035
153.350,1.039
153.380,1.041
153.410,1.044
153.440,1.041
153.470,1.039
153.500,1.040
153.530,1.043
153.560,1.037
153.590,1.039
153.620,1.043
153.650,1.039
153.680,1.036
153.710,1.043
153.740,1.041
153.770,1.039
153.800,1.037
153.830,1.037
153.860,1.039
153.890,1.042
153.920,1.036
153.950,1.039
153.980,1.044
154.010,1.037
154.040,1.038
154.070,1.041
154.100,1.039
154.130,1.036
154.160,1.046
154.190,1.047
154.220,1.037
154.250,1.039
154.280,1.038
154.310,1.034
154.340,1.034
154.370,1.033
154.400,1.040
154.430,1.046
154.460,1.040
154.490,1.042
154.520,1.037
154.550,1.039
154.580,1.038
154.610,1.045
154.640,1.035
154.670,1.036
154.700,1.040
154.730,1.034
154.760,1.041
154.790,1.040
154.820,1.035
154.850,1.039
154.880,1.045
154.910,1.041
154.940,1.041
154.970,1.042
155.000,1.043
155.030,1.042
155.060,1.039
155.090,1.036
155.120,1.040
155.150,1.044
155.180,1.044
155.210,1.039
155.240,1.040
155.270,1.045
155.300,1.039
155.330,1.038
155.360,1.044
155.390,1.039
155.420,1.042
155.450,1.038
155.480,1.040
155.510,1.039
155.540,1.038
155.570,1.042
155.600,1.039
155.630,1.040
155.660,1.045
155.690,1.039
155.720,1.042
155.750,1.035
155.780,1.035
155.810,1.039
155.840,1.037
155.870,1.044
155.900,1.046
155.930,1.050
155.960,1.033
155.990,1.039
156.020,1.040
156.050,1.041
156.080,1.043
156.110,1.035
156.140,1.041
156.170,1.038
156.200,1.041
156.230,1.042
156.260,1.042
156.290,1.041
156.320,1.042
156.350,1.042
156.380,1.044
156.410,1.041
156.440,1.041
156.470,1.039
156.500,1.039
156.530,1.040
156.560,1.041
156.590,1.045
156.620,1.048
156.650,1.039
156.680,1.027
156.710,1.039
156.740,1.046
156.770,1.039
156.800,1.039
156.830,1.039
156.860,1.044
156.890,1.042
156.920,1.045
156.950,1.044
156.980,1.044
157.010,1.040
157.040,1.039
157.070,1.037
157.100,1.037
157.130,1.037
157.160,1.038
157.190,1.045
157.220,1.044
157.250,1.045
157.280,1.043
157.310,1.040
157.340,1.039
157.370,1.037
157.400,1.039
157.430,1.043
157.460,1.041
157.490,1.037
157.520,1.040
157.550,1.036
157.580,1.043
157.610,1.047
157.640,1.044
157.670,1.042
157.700,1.039
157.730,1.040
157.760,1.038
157.790,1.038
157.820,1.045
157.850,1.041
157.880,1.042
157.910,1.043
157.940,1.040
157.970,1.044
158.000,1.045
158.030,1.033
158.060,1.038
158.090,1.045
158.120,1.043
158.150,1.040
158.180,1.043
158.210,1.040
158.240,1.039
158.270,1.035
158.300,1.033
158.330,1.041
158.360,1.047
158.390,1.040
158.420,1.039
158.450,1.034
158.480,1.039
158.510,1.040
158.540,1.042
158.570,1.043
158.600,1.046
158.630,1.039
158.660,1.043
158.690,1.039
158.720,1.039
158.750,1.046
158.780,1.041
158.810,1.037
158.840,1.038
158.870,1.038
158.900,1.048
158.930,1.045
158.960,1.037
158.990,1.042
159.020,1.041
159.050,1.043
159.080,1.039
159.110,1.042
159.140,1.040
159.170,1.036
159.200,1.043
159.230,1.042
159.260,1.048
159.290,1.041
159.320,1.032
159.350,1.039
159.380,1.044
159.410,1.037
159.440,1.032
159.470,1.038
159.500,1.047
159.530,1.041
159.560,1.049
159.590,1.049
159.620,1.040
159.650,1.044
159.680,1.042
159.710,1.039
159.740,1.039
159.770,1.039
159.800,1.043
159.830,1.044
159.860,1.042
159.890,1.049
159.920,1.044
159.950,1.046
159.980,1.045
160.010,1.044
160.040,1.045
160.070,1.040
160.100,1.036
160.130,1.038
160.160,1.041
160.190,1.040
160.220,1.043
160.250,1.036
160.280,1.040
160.310,1.047
160.340,1.042
160.370,1.040
160.400,1.037
160.430,1.041
160.460,1.037
160.490,1.041
160.520,1.045
160.550,1.040
160.580,1.041
160.610,1.040
160.640,1.040
160.670,1.042
160.700,1.038
160.730,1.040
160.760,1.038
160.790,1.037
160.820,1.043
160.850,1.043
160.880,1.045
160.910,1.039
160.940,1.040
160.970,1.043
161.000,1.038
161.030,1.048
161.060,1.050
161.090,1.045
161.120,1.048
161.150,1.047
161.180,1.043
161.210,1.042
161.240,1.045
161.270,1.038
161.300,1.044
161.330,1.047
161.360,1.037
161.390,1.037
161.420,1.041
161.450,1.041
161.480,1.046
161.510,1.039
161.540,1.033
161.570,1.050
161.600,1.045
161.630,1.042
161.660,1.036
161.690,1.038
161.720,1.035
161.750,1.041
161.780,1.041
161.810,1.047
161.840,1.042
161.870,1.039
161.900,1.042
161.930,1.044
161.960,1.043
161.990,1.035
162.020,1.041
162.050,1.041
162.080,1.039
162.110,1.042
162.140,1.038
162.170,1.046
162.200,1.044
162.230,1.046
162.260,1.042
162.290,1.045
162.320,1.034
162.350,1.036
162.380,1.045
162.410,1.045
162.440,1.046
162.470,1.033
162.500,1.037
162.530,1.038
162.560,1.042
162.590,1.035
162.620,1.043
162.650,1.038
162.680,1.048
162.710,1.048
162.740,1.062
162.770,1.075
162.800,1.050
162.830,1.041
162.860,1.026
162.890,1.025
162.920,1.027
162.950,1.036
162.980,1.025
163.010,1.033
163.040,1.040
163.070,1.047
163.100,1.041
163.130,1.037
163.160,1.035
163.190,1.045
163.220,1.039
163.250,1.041
163.280,1.040
163.310,1.042
163.340,1.036
163.370,1.036
163.400,1.044
163.430,1.046
163.460,1.039
163.490,1.041
163.520,1.039
163.550,1.039
163.580,1.039
163.610,1.045
163.640,1.046
163.670,1.045
163.700,1.048
163.730,1.039
163.760,1.045
163.790,1.042
163.820,1.037
163.850,1.034
163.880,1.039
163.910,1.039
163.940,1.039
163.970,1.041
164.000,1.039
164.030,1.041
164.060,1.044
164.090,1.042
164.120,1.035
164.150,1.034
164.180,1.044
164.210,1.036
164.240,1.042
164.270,1.041
164.300,1.041
164.330,1.042
164.360,1.042
164.390,1.044
164.420,1.046
164.450,1.039
164.480,1.036
164.510,1.046
164.540,1.045
164.570,1.041
164.600,1.037
164.630,1.039
164.660,1.038
164.690,1.038
164.720,1.046
164.750,1.048
164.780,1.045
164.810,1.046
164.840,1.038
164.870,1.034
164.900,1.038
164.930,1.037
164.960,1.038
164.990,1.040
165.020,1.047
165.050,1.048
165.080,1.045
165.110,1.040
165.140,1.043
165.170,1.041
165.200,1.043
165.230,1.041
165.260,1.041
165.290,1.041
165.320,1.043
165.350,1.041
165.380,1.045
165.410,1.041
165.440,1.045
165.470,1.049
165.500,1.043
165.530,1.041
165.560,1.037
165.590,1.039
165.620,1.038
165.650,1.042
165.680,1.045
165.710,1.044
165.740,1.050
165.770,1.041
165.800,1.033
165.830,1.038
165.860,1.049
165.890,1.045
165.920,1.039
165.950,1.039
165.980,1.042
166.010,1.044
166.040,1.049
166.070,1.045
166.100,1.043
166.130,1.044
166.160,1.041
166.190,1.042
166.220,1.039
166.250,1.041
166.280,1.041
166.310,1.042
166.340,1.044
166.370,1.045
166.400,1.046
166.430,1.045
166.460,1.033
166.490,1.037
166.520,1.047
166.550,1.048
166.580,1.040
166.610,1.040
166.640,1.043
166.670,1.040
166.700,1.037
166.730,1.041
166.760,1.040
166.790,1.045
166.820,1.045
166.850,1.039
166.880,1.041
166.910,1.037
166.940,1.045
166.970,1.042
167.000,1.046
167.030,1.046
167.060,1.044
167.090,1.049
167.120,1.030
167.150,1.040
167.180,1.046
167.210,1.042
167.240,1.038
167.270,1.042
167.300,1.039
167.330,1.037
167.360,1.040
167.390,1.049
167.420,1.043
167.450,1.043
167.480,1.039
167.510,1.037
167.540,1.042
167.570,1.042
167.600,1.039
167.630,1.046
167.660,1.044
167.690,1.043
167.720,1.044
167.750,1.047
167.780,1.037
167.810,1.037
167.840,1.045
167.870,1.042
167.900,1.046
167.930,1.041
167.960,1.039
167.990,1.041
168.020,1.042
168.050,1.036
168.080,1.043
168.110,1.046
168.140,1.044
168.170,1.036
168.200,1.037
168.230,1.038
168.260,1.044
168.290,1.046
168.320,1.048
168.350,1.052
168.380,1.043
168.410,1.034
168.440,1.040
168.470,1.046
168.500,1.044
168.530,1.041
168.560,1.042
168.590,1.046
168.620,1.038
168.650,1.044
168.680,1.043
168.710,1.044
168.740,1.043
168.770,1.044
168.800,1.040
168.830,1.039
168.860,1.040
168.890,1.040
168.920,1.041
168.950,1.043
168.980,1.048
169.010,1.048
169.040,1.040
169.070,1.032
169.100,1.042
169.130,1.046
169.160,1.042
169.190,1.044
169.220,1.042
169.250,1.044
169.280,1.048
169.310,1.047
169.340,1.042
169.370,1.041
169.400,1.046
169.430,1.041
169.460,1.044
169.490,1.036
169.520,1.037
169.550,1.043
169.580,1.048
169.610,1.055
169.640,1.046
169.670,1.037
169.700,1.036
169.730,1.044
169.760,1.043
169.790,1.040
169.820,1.044
169.850,1.046
169.880,1.044
169.910,1.057
169.940,1.053
169.970,1.043
170.000,1.042
170.030,1.046
170.060,1.036
170.090,1.029
170.120,1.029
170.150,1.040
170.180,1.047
170.210,1.048
170.240,1.058
170.270,1.053
170.300,1.040
170.330,1.034
170.360,1.045
170.390,1.037
170.420,1.029
170.450,1.035
170.480,1.046
170.510,1.040
170.540,1.039
170.570,1.045
170.600,1.041
170.630,1.043
170.660,1.042
170.690,1.042
170.720,1.038
170.750,1.041
170.780,1.040
170.810,1.039
170.840,1.039
170.870,1.049
170.900,1.045
170.930,1.036
170.960,1.039
170.990,1.046
171.020,1.039
171.050,1.039
171.080,1.039
171.110,1.045
171.140,1.047
171.170,1.044
171.200,1.041
171.230,1.043
171.260,1.045
171.290,1.041
171.320,1.039
171.350,1.039
171.380,1.037
171.410,1.043
171.440,1.040
171.470,1.044
171.500,1.048
171.530,1.048
171.560,1.037
171.590,1.041
171.620,1.045
171.650,1.044
171.680,1.044
171.710,1.039
171.740,1.043
171.770,1.047
171.800,1.046
171.830,1.039
171.860,1.042
171.890,1.042
171.920,1.043
171.950,1.039
171.980,1.039
172.010,1.042
172.040,1.039
172.070,1.039
172.100,1.048
172.130,1.044
172.160,1.045
172.190,1.041
172.220,1.044
172.250,1.046
172.280,1.040
172.310,1.044
172.340,1.041
172.370,1.041
172.400,1.047
172.430,1.049
172.460,1.046
172.490,1.048
172.520,1.039
172.550,1.043
172.580,1.039
172.610,1.036
172.640,1.042
172.670,1.042
172.700,1.038
172.730,1.048
172.760,1.044
172.790,1.041
172.820,1.036
172.850,1.044
172.880,1.039
172.910,1.044
172.940,1.042
172.970,1.040
173.000,1.038
173.030,1.043
173.060,1.047
173.090,1.040
173.120,1.041
173.150,1.039
173.180,1.038
173.210,1.038
173.240,1.042
173.270,1.044
173.300,1.047
173.330,1.046
173.360,1.042
173.390,1.041
173.420,1.036
173.450,1.037
173.480,1.044
173.510,1.040
173.540,1.042
173.570,1.039
173.600,1.040
173.630,1.048
173.660,1.047
173.690,1.037
173.720,1.041
173.750,1.045
173.780,1.042
173.810,1.036
173.840,1.042
173.870,1.041
173.900,1.041
173.930,1.046
173.960,1.055
173.990,1.054
174.020,1.059
174.050,1.061
174.080,1.059
174.110,1.044
174.140,1.029
174.170,1.027
174.200,1.029
174.230,1.027
174.260,1.034
174.290,1.035
174.320,1.039
174.350,1.042
174.380,1.041
174.410,1.037
174.440,1.037
174.470,1.044
174.500,1.037
174.530,1.035
174.560,1.039
174.590,1.048
174.620,1.048
174.650,1.040
174.680,1.036
174.710,1.038
174.740,1.033
174.770,1.045
174.800,1.040
174.830,1.042
174.860,1.051
174.890,1.049
174.920,1.040
174.950,1.040
174.980,1.052
175.010,1.048
175.040,1.038
175.070,1.036
175.100,1.039
175.130,1.045
175.160,1.047
175.190,1.051
175.220,1.055
175.250,1.046
175.280,1.052
175.310,1.045
175.340,1.072
175.370,1.085
175.400,1.080
175.430,1.076
175.460,1.062
175.490,1.053
175.520,1.039
175.550,1.028
175.580,1.021
175.610,1.041
175.640,1.060
175.670,1.043
175.700,1.039
175.730,1.023
175.760,1.026
175.790,1.041
175.820,1.063
175.850,1.043
175.880,1.049
175.910,1.058
175.940,1.049
175.970,1.030
176.000,0.973
176.030,0.999
176.060,0.990
176.090,0.985
176.120,0.998
176.150,1.037
176.180,1.068
176.210,1.080
176.240,1.059
176.270,1.033
176.300,1.031
176.330,1.020
176.360,1.013
176.390,1.037
176.420,1.037
176.450,1.048
176.480,1.062
176.510,1.038
176.540,1.056
176.570,1.083
176.600,1.084
176.630,1.106
176.660,1.106
176.690,1.091
176.720,1.100
176.750,1.109
176.780,1.089
176.810,1.066
176.840,1.046
176.870,1.046
176.900,1.049
176.930,1.043
176.960,1.040
176.990,1.059
177.020,1.060
177.050,1.058
177.080,1.056
177.110,1.030
177.140,1.035
177.170,1.031
177.200,1.037
177.230,1.039
177.260,1.021
177.290,1.021
177.320,1.046
177.350,1.037
177.380,1.049
177.410,1.043
177.440,1.032
177.470,1.046
177.500,1.044
177.530,1.034
177.560,1.032
177.590,1.034
177.620,1.038
177.650,1.037
177.680,1.037
177.710,1.034
177.740,1.046
177.770,1.039
177.800,1.042
177.830,1.033
177.860,1.038
177.890,1.046
177.920,1.038
177.950,1.043
177.980,1.043
178.010,1.051
178.040,1.042
178.070,1.037
178.100,1.031
178.130,1.032
178.160,1.042
178.190,1.053
178.220,1.052
178.250,1.043
178.280,1.048
178.310,1.036
178.340,1.029
178.370,1.061
178.400,1.061
178.430,1.030
178.460,1.025
178.490,1.025
178.520,1.061
178.550,1.078
178.580,1.040
178.610,1.026
178.640,1.020
178.670,1.017
178.700,1.005
178.730,1.028
178.760,1.048
178.790,1.050
178.820,1.047
178.850,1.045
178.880,1.041
178.910,1.034
178.940,1.026
178.970,1.030
179.000,1.041
179.030,1.036
179.060,1.043
179.090,1.038
179.120,1.047
179.150,1.048
179.180,1.018
179.210,1.022
179.240,1.032
179.270,1.042
179.300,1.043
179.330,1.043
179.360,1.042
179.390,1.045
179.420,1.041
179.450,1.034
179.480,1.050
179.510,1.040
179.540,1.032
179.570,1.034
179.600,1.033
179.630,1.054
179.660,1.047
179.690,1.041
179.720,1.041
179.750,1.040
179.780,1.032
179.810,1.043
179.840,1.039
179.870,1.043
179.900,1.037
179.930,1.054
179.960,1.053
179.990,1.023
180.020,1.028
180.050,1.044
180.080,1.049
180.110,1.034
180.140,1.038
180.170,1.038
180.200,1.021
180.230,1.046
180.260,1.048
180.290,1.034
180.320,1.047
180.350,1.042
180.380,1.025
180.410,1.046
180.440,1.047
180.470,1.033
180.500,1.034
180.530,1.031
180.560,1.039
180.590,1.060
180.620,1.077
180.650,1.102
180.680,1.132
180.710,1.053
180.740,1.096
180.770,1.074
180.800,1.021
180.830,0.994
180.860,1.006
180.890,1.007
180.920,1.015
180.950,1.018
180.980,0.981
181.010,1.009
181.040,1.027
181.070,1.027
181.100,1.036
181.130,1.039
181.160,1.012
181.190,1.012
181.220,1.030
181.250,1.029
181.280,1.010
181.310,1.009
181.340,1.031
181.370,1.020
181.400,0.989
181.430,1.023
181.460,1.022
181.490,1.010
181.520,1.023
181.550,1.024
181.580,1.011
181.610,1.014
181.640,1.019
181.670,1.010
181.700,1.012
181.730,1.037
181.760,1.033
181.790,1.016
181.820,1.006
181.850,1.021
181.880,1.018
181.910,1.021
181.940,1.023
181.970,1.018
182.000,1.014
182.030,1.019
182.060,1.024
182.090,1.023
182.120,1.016
182.150,1.021
182.180,1.024
182.210,1.029
182.240,1.015
182.270,1.021
182.300,1.027
182.330,1.032
182.360,1.012
182.390,1.021
182.420,1.024
182.450,1.021
182.480,1.018
182.510,1.027
182.540,1.027
182.570,1.020
182.600,1.022
182.630,1.025
182.660,1.023
182.690,1.017
182.720,1.021
182.750,1.022
182.780,1.024
182.810,1.026
182.840,1.036
182.870,1.028
182.900,1.017
182.930,1.022
182.960,1.021
182.990,1.021
183.020,1.020
183.050,1.020
183.080,1.021
183.110,1.020
183.140,1.024
183.170,1.028
183.200,1.028
183.230,1.024
183.260,1.024
183.290,1.018
183.320,1.015
183.350,1.018
183.380,1.023
183.410,1.021
183.440,1.018
183.470,1.017
183.500,1.015
183.530,1.031
183.560,1.035
183.590,1.026
183.620,1.035
183.650,1.043
183.680,1.030
183.710,1.040
183.740,1.042
183.770,1.048
183.800,1.035
183.830,1.031
183.860,1.040
183.890,1.018
183.920,1.029
183.950,1.033
183.980,1.034
184.010,1.034
184.040,1.033
184.070,1.035
184.100,1.035
184.130,1.027
184.160,1.023
184.190,1.036
184.220,1.033
184.250,1.028
184.280,1.027
184.310,1.031
184.340,1.036
184.370,1.035
184.400,1.027
184.430,1.038
184.460,1.040
184.490,1.028
184.520,1.035
184.550,1.024
184.580,1.026
184.610,1.027
184.640,1.031
184.670,1.040
184.700,1.039
184.730,1.041
184.760,1.062
184.790,1.035
184.820,1.026
184.850,1.027
184.880,1.029
184.910,1.030
184.940,1.021
184.970,1.031
185.000,1.037
185.030,1.043
185.060,1.038
185.090,1.040
185.120,1.035
185.150,1.025
185.180,1.035
185.210,1.022
185.240,1.020
185.270,1.004
185.300,0.999
185.330,1.000
185.360,1.003
185.390,0.998
185.420,1.008
185.450,1.007
185.480,1.010
185.510,0.987
185.540,0.972
185.570,0.983
185.600,0.995
185.630,0.994
185.660,0.989
185.690,0.963
185.720,0.980
185.750,0.980
185.780,0.987
185.810,0.982
185.840,0.984
185.870,0.976
185.900,0.982
185.930,0.995
185.960,0.976
185.990,1.008
186.020,1.028
186.050,1.013
186.080,1.008
186.110,0.992
186.140,0.973
186.170,0.979
186.200,0.985
186.230,0.995
186.260,1.006
186.290,0.999
186.320,0.953
186.350,1.006
186.380,1.021
186.410,0.986
186.440,1.003
186.470,1.018
186.500,1.013
186.530,0.987
186.560,0.979
186.590,0.988
186.620,0.990
186.650,0.998
186.680,1.014
186.710,1.032
186.740,1.002
186.770,1.005
186.800,1.027
186.830,1.003
186.860,1.003
186.890,1.005
186.920,1.003
186.950,0.999
186.980,0.996
187.010,1.014
187.040,0.982
187.070,0.956
187.100,1.011
187.130,1.001
187.160,0.985
187.190,0.977
187.220,0.991
187.250,0.988
187.280,0.969
187.310,0.980
187.340,0.986
187.370,0.986
187.400,0.974
187.430,0.980
187.460,1.003
187.490,1.016
187.520,1.022
187.550,1.026
187.580,1.024
187.610,1.033
187.640,1.034
187.670,1.015
187.700,1.034
187.730,1.038
187.760,1.030
187.790,1.031
187.820,1.031
187.850,1.053
187.880,1.063
187.910,1.047
187.940,1.026
187.970,1.008
188.000,1.020
188.030,1.011
188.060,0.997
188.090,1.045
188.120,1.061
188.150,1.043
188.180,1.023
188.210,1.059
188.240,1.074
188.270,1.075
188.300,1.084
188.330,1.062
188.360,1.043
188.390,1.020
188.420,0.992
188.450,1.054
188.480,1.086
188.510,1.076
188.540,1.086
188.570,1.072
188.600,1.067
188.630,1.070
188.660,1.110
188.690,1.124
188.720,1.120
188.750,1.082
188.780,1.107
188.810,1.097
188.840,1.083
188.870,1.101
188.900,1.094
188.930,1.088
188.960,1.092
188.990,1.063
189.020,1.058
189.050,1.060
189.080,1.054
189.110,1.058
189.140,1.057
189.170,1.057
189.200,1.057
189.230,1.050
189.260,1.044
189.290,1.055
189.320,1.066
189.350,1.065
189.380,1.058
189.410,1.062
189.440,1.053
189.470,1.058
189.500,1.062
189.530,1.073
189.560,1.062
189.590,1.060
189.620,1.065
189.650,1.062
189.680,1.063
189.710,1.072
189.740,1.074
189.770,1.070
189.800,1.068
189.830,1.063
189.860,1.068
189.890,1.066
189.920,1.074
189.950,1.073
189.980,1.071
190.010,1.064
190.040,1.062
190.070,1.056
190.100,1.057
190.130,1.068
190.160,1.069
190.190,1.076
190.220,1.067
190.250,1.065
190.280,1.062
190.310,1.063
190.340,1.058
190.370,1.066
190.400,1.057
190.430,1.061
190.460,1.063
190.490,1.068
190.520,1.071
190.550,1.068
190.580,1.065
190.610,1.075
190.640,1.062
190.670,1.068
190.700,1.056
190.730,1.073
190.760,1.072
190.790,1.062
190.820,1.060
190.850,1.062
190.880,1.074
190.910,1.068
190.940,1.062
190.970,1.068
191.000,1.060
191.030,1.060
191.060,1.062
191.090,1.058
191.120,1.064
191.150,1.068
191.180,1.064
191.210,1.067
191.240,1.071
191.270,1.062
191.300,1.062
191.330,1.065
191.360,1.062
191.390,1.060
191.420,1.067
191.450,1.064
191.480,1.064
191.510,1.071
191.540,1.064
191.570,1.061
191.600,1.066
191.630,1.062
191.660,1.065
191.690,1.061
191.720,1.058
191.750,1.060
191.780,1.062
191.810,1.064
191.840,1.062
191.870,1.063
191.900,1.062
191.930,1.068
191.960,1.081
191.990,1.068
192.020,1.064
192.050,1.061
192.080,1.058
192.110,1.061
192.140,1.063
192.170,1.062
192.200,1.069
192.230,1.069
192.260,1.062
192.290,1.062
192.320,1.064
192.350,1.065
192.380,1.065
192.410,1.064
192.440,1.069
192.470,1.067
192.500,1.069
192.530,1.062
192.560,1.066
192.590,1.059
192.620,1.059
192.650,1.062
192.680,1.064
192.710,1.062
192.740,1.065
192.770,1.064
192.800,1.062
192.830,1.067
192.860,1.062
192.890,1.066
192.920,1.067
192.950,1.064
192.980,1.065
193.010,1.062
193.040,1.062
193.070,1.064
193.100,1.066
193.130,1.068
193.160,1.064
193.190,1.066
193.220,1.065
193.250,1.060
193.280,1.064
193.310,1.065
193.340,1.063
193.370,1.065
193.400,1.062
193.430,1.068
193.460,1.069
193.490,1.064
193.520,1.062
193.550,1.062
193.580,1.062
193.610,1.066
193.640,1.066
193.670,1.061
193.700,1.068
193.730,1.068
193.760,1.062
193.790,1.060
193.820,1.058
193.850,1.062
193.880,1.066
193.910,1.071
193.940,1.067
193.970,1.066
194.000,1.062
194.030,1.063
194.060,1.060
194.090,1.060
194.120,1.069
194.150,1.064
194.180,1.069
194.210,1.059
194.240,1.063
194.270,1.070
194.300,1.063
194.330,1.064
194.360,1.065
194.390,1.062
194.420,1.064
