df_hash,22ZHK4.DV5PWR
13.979,1.021
14.009,1.026
14.039,1.014
14.069,1.016
14.099,1.022
14.129,1.021
14.159,1.017
14.189,1.013
14.219,1.017
14.249,1.020
14.279,1.021
14.309,1.013
14.339,1.011
14.369,1.026
14.399,1.020
14.429,1.022
14.459,1.019
14.489,1.017
14.519,1.016
14.549,1.016
14.579,1.023
14.609,1.020
14.639,1.022
14.669,1.012
14.699,1.024
14.729,1.016
14.759,1.013
14.789,1.017
14.819,1.019
14.849,1.013
14.879,1.018
14.909,1.026
14.939,1.020
14.969,1.016
14.999,1.014
15.029,1.017
15.059,1.013
15.089,1.018
15.119,1.019
15.149,1.021
15.179,1.013
15.209,1.021
15.239,1.016
15.269,1.024
15.299,1.023
15.329,1.014
15.359,1.013
15.389,1.014
15.419,1.018
15.449,1.021
15.479,1.028
15.509,1.016
15.539,1.019
15.569,1.022
15.599,1.019
15.629,1.015
15.659,1.015
15.689,1.021
15.719,1.019
15.749,1.017
15.779,1.017
15.809,1.019
15.839,1.020
15.869,1.017
15.899,1.017
15.929,1.021
15.959,1.019
15.989,1.019
16.019,1.026
16.049,1.018
16.079,1.017
16.109,1.010
16.139,1.020
16.169,1.023
16.199,1.018
16.229,1.017
16.259,1.016
16.289,1.019
16.319,1.019
16.349,1.020
16.379,1.027
16.409,1.020
16.439,1.023
16.469,1.019
16.499,1.018
16.529,1.015
16.559,1.020
16.589,1.023
16.619,1.021
16.649,1.019
16.679,1.024
16.709,1.022
16.739,1.016
16.769,1.015
16.799,1.019
16.829,1.015
16.859,1.018
16.889,1.020
16.919,1.021
16.949,1.021
16.979,1.021
17.009,1.013
17.039,1.023
17.069,1.021
17.099,1.021
17.129,1.021
17.159,1.018
17.189,1.013
17.219,1.020
17.249,1.025
17.279,1.012
17.309,1.022
17.339,1.021
17.369,1.016
17.399,1.014
17.429,1.020
17.459,1.020
17.489,1.018
17.519,1.021
17.549,1.021
17.579,1.017
17.609,1.020
17.639,1.021
17.669,1.018
17.699,1.018
17.729,1.020
17.759,1.021
17.789,1.025
17.819,1.021
17.849,1.021
17.879,1.021
17.909,1.018
17.939,1.020
17.969,1.018
17.999,1.012
18.029,1.021
18.059,1.018
18.089,1.019
18.119,1.022
18.149,1.021
18.179,1.013
18.209,1.022
18.239,1.022
18.269,1.017
18.299,1.015
18.329,1.020
18.359,1.021
18.389,1.021
18.419,1.020
18.449,1.020
18.479,1.021
18.509,1.018
18.539,1.018
18.569,1.016
18.599,1.015
18.629,1.014
18.659,1.021
18.689,1.023
18.719,1.010
18.749,1.021
18.779,1.023
18.809,1.026
18.839,1.020
18.869,1.014
18.899,1.019
18.929,1.016
18.959,1.014
18.989,1.022
19.019,1.030
19.049,1.013
19.079,1.021
19.109,1.023
19.139,1.015
19.169,1.018
19.199,1.016
19.229,1.019
19.259,1.019
19.289,1.019
19.319,1.022
19.349,1.020
19.379,1.021
19.409,1.018
19.439,1.014
19.469,1.018
19.499,1.021
19.529,1.019
19.559,1.012
19.589,1.022
19.619,1.017
19.649,1.022
19.679,1.024
19.709,1.016
19.739,1.013
19.769,1.018
19.799,1.023
19.829,1.022
19.859,1.020
19.889,1.011
19.919,1.022
19.949,1.020
19.979,1.016
20.009,1.019
20.039,1.020
20.069,1.016
20.099,1.018
20.129,1.022
20.159,1.021
20.189,1.015
20.219,1.020
20.249,1.018
20.279,1.018
20.309,1.012
20.339,1.012
20.369,1.023
20.399,1.018
20.429,1.023
20.459,1.020
20.489,1.019
20.519,1.018
20.549,1.018
20.579,1.017
20.609,1.021
20.639,1.016
20.669,1.009
20.699,1.028
20.729,1.025
20.759,1.013
20.789,1.015
20.819,1.019
20.849,1.014
20.879,1.020
20.909,1.025
20.939,1.018
20.969,1.019
20.999,1.019
21.029,1.019
21.059,1.019
21.089,1.021
21.119,1.025
21.149,1.015
21.179,1.024
21.209,1.021
21.239,1.017
21.269,1.021
21.299,1.019
21.329,1.017
21.359,1.019
21.389,1.014
21.419,1.020
21.449,1.017
21.479,1.021
21.509,1.021
21.539,1.017
21.569,1.021
21.599,1.020
21.629,1.018
21.659,1.020
21.689,1.021
21.719,1.016
21.749,1.017
21.779,1.018
21.809,1.019
21.839,1.015
21.869,1.018
21.899,1.017
21.929,1.020
21.959,1.021
21.989,1.022
22.019,1.023
22.049,1.018
22.079,1.018
22.109,1.010
22.139,1.027
22.169,1.024
22.199,1.021
22.229,1.027
22.259,1.017
22.289,1.016
22.319,1.020
22.349,1.021
22.379,1.014
22.409,1.024
22.439,1.023
22.469,1.021
22.499,1.017
22.529,1.017
22.559,1.019
22.589,1.018
22.619,1.020
22.649,1.020
22.679,1.018
22.709,1.019
22.739,1.018
22.769,1.018
22.799,1.014
22.829,1.018
22.859,1.018
22.889,1.023
22.919,1.024
22.949,1.016
22.979,1.022
23.009,1.012
23.039,1.017
23.069,1.023
23.099,1.015
23.129,1.020
23.159,1.020
23.189,1.016
23.219,1.023
23.249,1.021
23.279,1.014
23.309,1.013
23.339,1.021
23.369,1.021
23.399,1.015
23.429,1.017
23.459,1.020
23.489,1.021
23.519,1.019
23.549,1.022
23.579,1.018
23.609,1.020
23.639,1.013
23.669,1.019
23.699,1.020
23.729,1.019
23.759,1.022
23.789,1.021
23.819,1.019
23.849,1.019
23.879,1.017
23.909,1.023
23.939,1.021
23.969,1.023
23.999,1.020
24.029,1.016
24.059,1.018
24.089,1.018
24.119,1.023
24.149,1.021
24.179,1.017
24.209,1.011
24.239,1.024
24.269,1.021
24.299,1.016
24.329,1.020
24.359,1.016
24.389,1.021
24.419,1.020
24.449,1.021
24.479,1.021
24.509,1.022
24.539,1.018
24.569,1.016
24.599,1.014
24.629,1.021
24.659,1.020
24.689,1.017
24.719,1.011
24.749,1.012
24.779,1.027
24.809,1.021
24.839,1.026
24.869,1.018
24.899,1.013
24.929,1.015
24.959,1.020
24.989,1.026
25.019,1.020
25.049,1.019
25.079,1.012
25.109,1.026
25.139,1.024
25.169,1.018
25.199,1.016
25.229,1.021
25.259,1.014
25.289,1.021
25.319,1.024
25.349,1.022
25.379,1.021
25.409,1.016
25.439,1.018
25.469,1.021
25.499,1.025
25.529,1.021
25.559,1.019
25.589,1.014
25.619,1.026
25.649,1.019
25.679,1.025
25.709,1.020
25.739,1.019
25.769,1.015
25.799,1.015
25.829,1.021
25.859,1.021
25.889,1.017
25.919,1.011
25.949,1.022
25.979,1.022
26.009,1.016
26.039,1.020
26.069,1.021
26.099,1.014
26.129,1.018
26.159,1.019
26.189,1.019
26.219,1.021
26.249,1.019
26.279,1.017
26.309,1.019
26.339,1.015
26.369,1.021
26.399,1.022
26.429,1.018
26.459,1.021
26.489,1.019
26.519,1.017
26.549,1.024
26.579,1.020
26.609,1.020
26.639,1.021
26.669,1.015
26.699,1.018
26.729,1.023
26.759,1.021
26.789,1.013
26.819,1.021
26.849,1.021
26.879,1.016
26.909,1.018
26.939,1.021
26.969,1.020
26.999,1.017
27.029,1.022
27.059,1.021
27.089,1.016
27.119,1.019
27.149,1.021
27.179,1.019
27.209,1.019
27.239,1.019
27.269,1.024
27.299,1.018
27.329,1.018
27.359,1.021
27.389,1.021
27.419,1.016
27.449,1.024
27.479,1.018
27.509,1.021
27.539,1.021
27.569,1.019
27.599,1.021
27.629,1.021
27.659,1.019
27.689,1.011
27.719,1.026
27.749,1.024
27.779,1.014
27.809,1.020
27.839,1.017
27.869,1.019
27.899,1.020
27.929,1.024
27.959,1.018
27.989,1.020
28.019,1.020
28.049,1.021
28.079,1.020
28.109,1.019
28.139,1.021
28.169,1.020
28.199,1.021
28.229,1.019
28.259,1.026
28.289,1.020
28.319,1.019
28.349,1.022
28.379,1.018
28.409,1.023
28.439,1.019
28.469,1.021
28.499,1.019
28.529,1.015
28.559,1.018
28.589,1.026
28.619,1.021
28.649,1.007
28.679,1.021
28.709,1.024
28.739,1.014
28.769,1.017
28.799,1.021
28.829,1.018
28.859,1.020
28.889,1.020
28.919,1.024
28.949,1.020
28.979,1.021
29.009,1.018
29.039,1.021
29.069,1.021
29.099,1.021
29.129,1.020
29.159,1.022
29.189,1.021
29.219,1.022
29.249,1.009
29.279,1.020
29.309,1.020
29.339,1.026
29.369,1.023
29.399,1.014
29.429,1.015
29.459,1.017
29.489,1.021
29.519,1.024
29.549,1.025
29.579,1.014
29.609,1.023
29.639,1.025
29.669,1.019
29.699,1.016
29.729,1.021
29.759,1.019
29.789,1.018
29.819,1.020
29.849,1.021
29.879,1.024
29.909,1.020
29.939,1.022
29.969,1.017
29.999,1.015
30.029,1.016
30.059,1.021
30.089,1.021
30.119,1.022
30.149,1.013
30.179,1.016
30.209,1.025
30.239,1.026
30.269,1.020
30.299,1.018
30.329,1.018
30.359,1.016
30.389,1.022
30.419,1.022
30.449,1.022
30.479,1.017
30.509,1.021
30.539,1.024
30.569,1.018
30.599,1.017
30.629,1.020
30.659,1.014
30.689,1.016
30.719,1.021
30.749,1.019
30.779,1.020
30.809,1.020
30.839,1.017
30.869,1.021
30.899,1.015
30.929,1.019
30.959,1.021
30.989,1.020
31.019,1.017
31.049,1.017
31.079,1.024
31.109,1.022
31.139,1.022
31.169,1.015
31.199,1.016
31.229,1.018
31.259,1.021
31.289,1.024
31.319,1.022
31.349,1.016
31.379,1.018
31.409,1.025
31.439,1.018
31.469,1.016
31.499,1.021
31.529,1.018
31.559,1.018
31.589,1.025
31.619,1.023
31.649,1.021
31.679,1.019
31.709,1.021
31.739,1.017
31.769,1.017
31.799,1.021
31.829,1.021
31.859,1.019
31.889,1.020
31.919,1.019
31.949,1.021
31.979,1.017
32.009,1.027
32.039,1.023
32.069,1.017
32.099,1.019
32.129,1.017
32.159,1.021
32.189,1.024
32.219,1.020
32.249,1.015
32.279,1.023
32.309,1.024
32.339,1.017
32.369,1.018
32.399,1.018
32.429,1.016
32.459,1.021
32.489,1.023
32.519,1.021
32.549,1.021
32.579,1.021
32.609,1.015
32.639,1.017
32.669,1.020
32.699,1.023
32.729,1.020
32.759,1.021
32.789,1.019
32.819,1.017
32.849,1.021
32.879,1.010
32.909,1.023
32.939,1.021
32.969,1.017
32.999,1.021
33.029,1.020
33.059,1.019
33.089,1.023
33.119,1.022
33.149,1.020
33.179,1.020
33.209,1.026
33.239,1.017
33.269,1.014
33.299,1.017
33.329,1.017
33.359,1.017
33.389,1.021
33.419,1.021
33.449,1.021
33.479,1.021
33.509,1.015
33.539,1.019
33.569,1.021
33.599,1.019
33.629,1.020
33.659,1.021
33.689,1.026
33.719,1.020
33.749,1.016
33.779,1.020
33.809,1.013
33.839,1.027
33.869,1.024
33.899,1.016
33.929,1.023
33.959,1.018
33.989,1.017
34.019,1.021
34.049,1.021
34.079,1.020
34.109,1.018
34.139,1.023
34.169,1.020
34.199,1.017
34.229,1.020
34.259,1.021
34.289,1.019
34.319,1.021
34.349,1.023
34.379,1.021
34.409,1.018
34.439,1.021
34.469,1.019
34.499,1.021
34.529,1.021
34.559,1.021
34.589,1.020
34.619,1.022
34.649,1.021
34.679,1.022
34.709,1.012
34.739,1.019
34.769,1.019
34.799,1.021
34.829,1.024
34.859,1.019
34.889,1.022
34.919,1.018
34.949,1.017
34.979,1.021
35.009,1.020
35.039,1.020
35.069,1.012
35.099,1.023
35.129,1.021
35.159,1.019
35.189,1.021
35.219,1.019
35.249,1.021
35.279,1.021
35.309,1.022
35.339,1.020
35.369,1.020
35.399,1.022
35.429,1.019
35.459,1.014
35.489,1.018
35.519,1.017
35.549,1.018
35.579,1.027
35.609,1.021
35.639,1.014
35.669,1.016
35.699,1.026
35.729,1.021
35.759,1.025
35.789,1.016
35.819,1.015
35.849,1.018
35.879,1.021
35.909,1.021
35.939,1.020
35.969,1.019
35.999,1.011
36.029,1.026
36.059,1.019
36.089,1.021
36.119,1.019
36.149,1.018
36.179,1.015
36.209,1.021
36.239,1.023
36.269,1.020
36.299,1.021
36.329,1.021
36.359,1.019
36.389,1.015
36.419,1.019
36.449,1.019
36.479,1.019
36.509,1.019
36.539,1.020
36.569,1.017
36.599,1.023
36.629,1.021
36.659,1.021
36.689,1.018
36.719,1.014
36.749,1.012
36.779,1.021
36.809,1.019
36.839,1.019
36.869,1.025
36.899,1.013
36.929,1.021
36.959,1.019
36.989,1.018
37.019,1.021
37.049,1.022
37.079,1.019
37.109,1.018
37.139,1.025
37.169,1.021
37.199,1.020
37.229,1.021
37.259,1.021
37.289,1.018
37.319,1.020
37.349,1.019
37.379,1.021
37.409,1.024
37.439,1.021
37.469,1.016
37.499,1.025
37.529,1.012
37.559,1.024
37.589,1.021
37.619,1.016
37.649,1.020
37.679,1.023
37.709,1.019
37.739,1.019
37.769,1.021
37.799,1.020
37.829,1.013
37.859,1.023
37.889,1.020
37.919,1.018
37.949,1.016
37.979,1.021
38.009,1.017
38.039,1.022
38.069,1.022
38.099,1.021
38.129,1.019
38.159,1.020
38.189,1.021
38.219,1.017
38.249,1.019
38.279,1.019
38.309,1.021
38.339,1.021
38.369,1.021
38.399,1.021
38.429,1.021
38.459,1.014
38.489,1.024
38.519,1.015
38.549,1.017
38.579,1.021
38.609,1.019
38.639,1.017
38.669,1.024
38.699,1.024
38.729,1.013
38.759,1.024
38.789,1.021
38.819,1.018
38.849,1.020
38.879,1.021
38.909,1.019
38.939,1.017
38.969,1.025
38.999,1.020
39.029,1.021
39.059,1.018
39.089,1.020
39.119,1.019
39.149,1.018
39.179,1.020
39.209,1.023
39.239,1.023
39.269,1.021
39.299,1.016
39.329,1.024
39.359,1.009
39.389,1.024
39.419,1.019
39.449,1.014
39.479,1.021
39.509,1.021
39.539,1.019
39.569,1.026
39.599,1.024
39.629,1.011
39.659,1.024
39.689,1.024
39.719,1.016
39.749,1.020
39.779,1.023
39.809,1.016
39.839,1.016
39.869,1.023
39.899,1.021
39.929,1.020
39.959,1.021
39.989,1.021
40.019,1.017
40.049,1.019
40.079,1.017
40.109,1.023
40.139,1.021
40.169,1.026
40.199,1.015
40.229,1.021
40.259,1.014
40.289,1.025
40.319,1.022
40.349,1.017
40.379,1.018
40.409,1.021
40.439,1.020
40.469,1.025
40.499,1.021
40.529,1.013
40.559,1.022
40.589,1.023
40.619,1.017
40.649,1.021
40.679,1.021
40.709,1.020
40.739,1.021
40.769,1.026
40.799,1.021
40.829,1.021
40.859,1.022
40.889,1.021
40.919,1.015
40.949,1.019
40.979,1.021
41.009,1.022
41.039,1.021
41.069,1.017
41.099,1.023
41.129,1.022
41.159,1.021
41.189,1.021
41.219,1.011
41.249,1.011
41.279,1.022
41.309,1.023
41.339,1.022
41.369,1.021
41.399,1.011
41.429,1.021
41.459,1.021
41.489,1.021
41.519,1.021
41.549,1.021
41.579,1.016
41.609,1.019
41.639,1.020
41.669,1.023
41.699,1.023
41.729,1.021
41.759,1.018
41.789,1.015
41.819,1.019
41.849,1.024
41.879,1.021
41.909,1.012
41.939,1.019
41.969,1.018
41.999,1.026
42.029,1.021
42.059,1.016
42.089,1.021
42.119,1.024
42.149,1.019
42.179,1.021
42.209,1.028
42.239,1.020
42.269,1.019
42.299,1.021
42.329,1.017
42.359,1.016
42.389,1.021
42.419,1.021
42.449,1.021
42.479,1.025
42.509,1.019
42.539,1.021
42.569,1.021
42.599,1.021
42.629,1.016
42.659,1.017
42.689,1.020
42.719,1.018
42.749,1.019
42.779,1.022
42.809,1.022
42.839,1.012
42.869,1.023
42.899,1.022
42.929,1.016
42.959,1.020
42.989,1.018
43.019,1.019
43.049,1.023
43.079,1.021
43.109,1.019
43.139,1.020
43.169,1.024
43.199,1.017
43.229,1.017
43.259,1.021
43.289,1.023
43.319,1.019
43.349,1.017
43.379,1.023
43.409,1.019
43.439,1.020
43.469,1.021
43.499,1.020
43.529,1.021
43.559,1.019
43.589,1.022
43.619,1.021
43.649,1.021
43.679,1.021
43.709,1.017
43.739,1.021
43.769,1.028
43.799,1.018
43.829,1.021
43.859,1.018
43.889,1.016
43.919,1.023
43.949,1.020
43.979,1.022
44.009,1.011
44.039,1.026
44.069,1.022
44.099,1.017
44.129,1.019
44.159,1.023
44.189,1.018
44.219,1.020
44.249,1.023
44.279,1.022
44.309,1.019
44.339,1.018
44.369,1.017
44.399,1.017
44.429,1.023
44.459,1.021
44.489,1.019
44.519,1.021
44.549,1.018
44.579,1.019
44.609,1.020
44.639,1.022
44.669,1.030
44.699,1.015
44.729,1.023
44.759,1.025
44.789,1.012
44.819,1.025
44.849,1.023
44.879,1.020
44.909,1.012
44.939,1.025
44.969,1.019
44.999,1.016
45.029,1.020
45.059,1.023
45.089,1.016
45.119,1.020
45.149,1.023
45.179,1.021
45.209,1.018
45.239,1.020
45.269,1.020
45.299,1.021
45.329,1.021
45.359,1.019
45.389,1.020
45.419,1.021
45.449,1.021
45.479,1.012
45.509,1.014
45.539,1.023
45.569,1.028
45.599,1.023
45.629,1.013
45.659,1.019
45.689,1.018
45.719,1.022
45.749,1.026
45.779,1.020
45.809,1.018
45.839,1.018
45.869,1.030
45.899,1.021
45.929,1.015
45.959,1.022
45.989,1.021
46.019,1.020
46.049,1.022
46.079,1.022
46.109,1.022
46.139,1.022
46.169,1.020
46.199,1.015
46.229,1.019
46.259,1.019
46.289,1.017
46.319,1.021
46.349,1.021
46.379,1.019
46.409,1.015
46.439,1.020
46.469,1.020
46.499,1.024
46.529,1.028
46.559,1.019
46.589,1.017
46.619,1.021
46.649,1.021
46.679,1.020
46.709,1.025
46.739,1.022
46.769,1.014
46.799,1.025
46.829,1.021
46.859,1.017
46.889,1.021
46.919,1.019
46.949,1.021
46.979,1.022
47.009,1.022
47.039,1.022
47.069,1.018
47.099,1.017
47.129,1.020
47.159,1.020
47.189,1.018
47.219,1.021
47.249,1.021
47.279,1.018
47.309,1.022
47.339,1.021
47.369,1.018
47.399,1.023
47.429,1.021
47.459,1.020
47.489,1.026
47.519,1.019
47.549,1.017
47.579,1.020
47.609,1.015
47.639,1.018
47.669,1.024
47.699,1.022
47.729,1.014
47.759,1.023
47.789,1.023
47.819,1.016
47.849,1.021
47.879,1.021
47.909,1.021
47.939,1.018
47.969,1.024
47.999,1.021
48.029,1.021
48.059,1.020
48.089,1.021
48.119,1.018
48.149,1.019
48.179,1.023
48.209,1.023
48.239,1.021
48.269,1.019
48.299,1.020
48.329,1.021
48.359,1.019
48.389,1.017
48.419,1.023
48.449,1.012
48.479,1.025
48.509,1.026
48.539,1.017
48.569,1.018
48.599,1.019
48.629,1.020
48.659,1.023
48.689,1.021
48.719,1.019
48.749,1.013
48.779,1.027
48.809,1.023
48.839,1.016
48.869,1.019
48.899,1.021
48.929,1.020
48.959,1.020
48.989,1.022
49.019,1.025
49.049,1.021
49.079,1.020
49.109,1.016
49.139,1.020
49.169,1.020
49.199,1.022
49.229,1.022
49.259,1.023
49.289,1.023
49.319,1.020
49.349,1.007
49.379,1.019
49.409,1.026
49.439,1.022
49.469,1.024
49.499,1.016
49.529,1.018
49.559,1.021
49.589,1.022
49.619,1.025
49.649,1.021
49.679,1.018
49.709,1.017
49.739,1.026
49.769,1.022
49.799,1.016
49.829,1.020
49.859,1.019
49.889,1.017
49.919,1.019
49.949,1.027
49.979,1.021
50.009,1.019
50.039,1.021
50.069,1.018
50.099,1.016
50.129,1.020
50.159,1.023
50.189,1.024
50.219,1.021
50.249,1.014
50.279,1.010
50.309,1.028
50.339,1.024
50.369,1.024
50.399,1.015
50.429,1.014
50.459,1.019
50.489,1.025
50.519,1.024
50.549,1.022
50.579,1.020
50.609,1.006
50.639,1.022
50.669,1.024
50.699,1.021
50.729,1.023
50.759,1.019
50.789,1.013
50.819,1.021
50.849,1.026
50.879,1.022
50.909,1.022
50.939,1.021
50.969,1.019
50.999,1.017
51.029,1.020
51.059,1.021
51.089,1.021
51.119,1.021
51.149,1.020
51.179,1.022
51.209,1.019
51.239,1.025
51.269,1.021
51.299,1.018
51.329,1.013
51.359,1.018
51.389,1.016
51.419,1.020
51.449,1.029
51.479,1.024
51.509,1.029
51.539,1.021
51.569,1.020
51.599,1.013
51.629,1.016
51.659,1.017
51.689,1.025
51.719,1.024
51.749,1.023
51.779,1.021
51.809,1.019
51.839,1.020
51.869,1.021
51.899,1.021
51.929,1.018
51.959,1.021
51.989,1.021
52.019,1.021
52.049,1.022
52.079,1.023
52.109,1.010
52.139,1.028
52.169,1.021
52.199,1.017
52.229,1.021
52.259,1.019
52.289,1.021
52.319,1.021
52.349,1.020
52.379,1.016
52.409,1.023
52.439,1.022
52.469,1.021
52.499,1.020
52.529,1.020
52.559,1.019
52.589,1.021
52.619,1.021
52.649,1.021
52.679,1.018
52.709,1.021
52.739,1.021
52.769,1.018
52.799,1.021
52.829,1.019
52.859,1.022
52.889,1.021
52.919,1.017
52.949,1.020
52.979,1.024
53.009,1.011
53.039,1.024
53.069,1.020
53.099,1.016
53.129,1.021
53.159,1.019
53.189,1.021
53.219,1.025
53.249,1.021
53.279,1.016
53.309,1.024
53.339,1.022
53.369,1.020
53.399,1.021
53.429,1.021
53.459,1.020
53.489,1.021
53.519,1.022
53.549,1.024
53.579,1.019
53.609,1.017
53.639,1.021
53.669,1.017
53.699,1.020
53.729,1.018
53.759,1.020
53.789,1.021
53.819,1.021
53.849,1.019
53.879,1.021
53.909,1.021
53.939,1.016
53.969,1.017
53.999,1.021
54.029,1.023
54.059,1.021
54.089,1.019
54.119,1.023
54.149,1.025
54.179,1.020
54.209,1.009
54.239,1.026
54.269,1.020
54.299,1.016
54.329,1.021
54.359,1.017
54.389,1.015
54.419,1.013
54.449,1.026
54.479,1.027
54.509,1.020
54.539,1.018
54.569,1.017
54.599,1.018
54.629,1.018
54.659,1.021
54.689,1.020
54.719,1.021
54.749,1.018
54.779,1.021
54.809,1.021
54.839,1.025
54.869,1.015
54.899,1.022
54.929,1.021
54.959,1.018
54.989,1.021
55.019,1.021
55.049,1.023
55.079,1.021
55.109,1.021
55.139,1.016
55.169,1.024
55.199,1.021
55.229,1.017
55.259,1.021
55.289,1.021
55.319,1.017
55.349,1.019
55.379,1.023
55.409,1.021
55.439,1.024
55.469,1.022
55.499,1.021
55.529,1.021
55.559,1.017
55.589,1.016
55.619,1.021
55.649,1.020
55.679,1.024
55.709,1.023
55.739,1.011
55.769,1.017
55.799,1.019
55.829,1.023
55.859,1.027
55.889,1.019
55.919,1.017
55.949,1.021
55.979,1.020
56.009,1.021
56.039,1.021
56.069,1.021
56.099,1.014
56.129,1.024
56.159,1.022
56.189,1.021
56.219,1.021
56.249,1.020
56.279,1.019
56.309,1.022
56.339,1.024
56.369,1.020
