df_hash,22ZHK4.L745P3
137.100,0.981
137.130,0.984
137.160,0.947
137.190,0.943
137.220,0.954
137.250,0.955
137.280,0.967
137.310,0.957
137.340,0.963
137.370,0.943
137.400,0.958
137.430,0.955
137.460,0.956
137.490,0.966
137.520,0.958
137.550,0.974
137.580,0.964
137.610,0.969
137.640,0.974
137.670,0.958
137.700,0.959
137.730,0.952
137.760,0.961
137.790,0.966
137.820,0.967
137.850,0.964
137.880,0.967
137.910,0.965
137.940,0.968
137.970,0.963
138.000,0.975
138.030,0.978
138.060,0.957
138.090,0.969
138.120,0.992
138.150,0.977
138.180,0.966
138.210,0.972
138.240,0.965
138.270,0.966
138.300,0.991
138.330,0.966
138.360,0.973
138.390,0.984
138.420,0.974
138.450,0.970
138.480,0.953
138.510,0.968
138.540,0.980
138.570,0.975
138.600,0.980
138.630,0.965
138.660,0.961
138.690,0.983
138.720,0.976
138.750,0.962
138.780,0.970
138.810,0.980
138.840,0.970
138.870,0.973
138.900,0.976
138.930,0.977
138.960,0.978
138.990,0.980
139.020,0.966
139.050,0.964
139.080,0.978
139.110,0.976
139.140,0.967
139.170,0.977
139.200,0.977
139.230,0.974
139.260,0.969
139.290,0.978
139.320,0.969
139.350,0.970
139.380,0.977
139.410,0.973
139.440,0.970
139.470,0.974
139.500,0.980
139.530,0.974
139.560,0.969
139.590,0.978
139.620,0.978
139.650,0.966
139.680,0.974
139.710,0.975
139.740,0.967
139.770,0.979
139.800,0.976
139.830,0.968
139.860,0.965
139.890,0.978
139.920,0.982
139.950,0.969
139.980,0.967
140.010,0.976
140.040,0.966
140.070,0.986
140.100,0.980
140.130,0.966
140.160,0.975
140.190,0.968
140.220,0.978
140.250,0.978
140.280,0.973
140.310,0.966
140.340,0.974
140.370,0.974
140.400,0.956
140.430,0.966
140.460,0.959
140.490,0.958
140.520,0.970
140.550,0.962
140.580,0.955
140.610,0.982
140.640,0.960
140.670,0.943
140.700,0.950
140.730,0.971
140.760,0.962
140.790,0.937
140.820,0.947
140.850,0.968
140.880,0.917
140.910,0.944
140.940,0.979
140.970,0.964
141.000,0.955
141.030,0.979
141.060,0.946
141.090,0.935
141.120,0.962
141.150,0.951
141.180,0.939
141.210,0.965
141.240,0.965
141.270,0.954
141.300,0.971
141.330,0.979
141.360,0.967
141.390,0.983
141.420,1.001
141.450,1.004
141.480,0.971
141.510,0.967
141.540,0.954
141.570,0.945
141.600,0.959
141.630,0.969
141.660,0.959
141.690,0.970
141.720,0.968
141.750,0.968
141.780,0.959
141.810,0.972
141.840,0.979
141.870,0.969
141.900,0.960
141.930,0.972
141.960,0.969
141.990,0.947
142.020,0.945
142.050,0.939
142.080,0.951
142.110,0.967
142.140,0.969
142.170,0.973
142.200,0.971
142.230,0.968
142.260,0.966
142.290,0.965
142.320,0.966
142.350,0.958
142.380,0.968
142.410,0.970
142.440,0.962
142.470,0.957
142.500,0.963
142.530,0.967
142.560,0.965
142.590,0.970
142.620,0.968
142.650,0.959
142.680,0.964
142.710,0.962
142.740,0.965
142.770,0.966
142.800,0.967
142.830,0.973
142.860,0.968
142.890,0.964
142.920,0.965
142.950,0.964
142.980,0.963
143.010,0.960
143.040,0.963
143.070,0.964
143.100,0.967
143.130,0.968
143.160,0.972
143.190,0.970
143.220,0.960
143.250,0.965
143.280,0.961
143.310,0.962
143.340,0.970
143.370,0.963
143.400,0.963
143.430,0.960
143.460,0.963
143.490,0.968
143.520,0.967
143.550,0.968
143.580,0.967
143.610,0.966
143.640,0.958
143.670,0.961
143.700,0.964
143.730,0.959
143.760,0.966
143.790,0.967
143.820,0.966
143.850,0.963
143.880,0.963
143.910,0.964
143.940,0.961
143.970,0.963
144.000,0.966
144.030,0.969
144.060,0.965
144.090,0.964
144.120,0.963
144.150,0.958
144.180,0.966
144.210,0.966
144.240,0.962
144.270,0.961
144.300,0.960
144.330,0.968
144.360,0.965
144.390,0.965
144.420,0.965
144.450,0.957
144.480,0.962
144.510,0.967
144.540,0.968
144.570,0.968
144.600,0.966
144.630,0.965
144.660,0.957
144.690,0.964
144.720,0.964
144.750,0.958
144.780,0.967
144.810,0.964
144.840,0.969
144.870,0.967
144.900,0.962
144.930,0.961
144.960,0.963
144.990,0.974
145.020,0.967
145.050,0.960
145.080,0.959
145.110,0.964
145.140,0.966
145.170,0.966
145.200,0.964
145.230,0.964
145.260,0.966
145.290,0.963
145.320,0.965
145.350,0.967
145.380,0.960
145.410,0.961
145.440,0.965
145.470,0.963
145.500,0.968
145.530,0.970
145.560,0.965
145.590,0.965
145.620,0.962
145.650,0.971
145.680,0.972
145.710,0.973
145.740,0.967
145.770,0.972
145.800,0.966
145.830,0.963
145.860,0.963
145.890,0.971
145.920,0.960
145.950,0.967
145.980,0.997
146.010,0.976
146.040,0.970
146.070,0.964
146.100,0.949
146.130,0.938
146.160,0.940
146.190,0.956
146.220,0.950
146.250,0.969
146.280,0.977
146.310,0.969
146.340,0.959
146.370,0.959
146.400,0.959
146.430,0.955
146.460,0.962
146.490,0.959
146.520,0.951
146.550,0.966
146.580,0.958
146.610,0.962
146.640,0.971
146.670,0.954
146.700,0.970
146.730,0.978
146.760,0.969
146.790,0.966
146.820,0.966
146.850,0.965
146.880,0.961
146.910,0.966
146.940,0.959
146.970,0.967
147.000,0.967
147.030,0.965
147.060,0.972
147.090,0.962
147.120,0.965
147.150,0.962
147.180,0.969
147.210,0.972
147.240,0.969
147.270,0.971
147.300,0.967
147.330,0.960
147.360,0.968
147.390,0.962
147.420,0.957
147.450,0.960
147.480,0.970
147.510,0.976
147.540,0.978
147.570,0.977
147.600,0.977
147.630,0.970
147.660,0.964
147.690,0.964
147.720,0.968
147.750,0.971
147.780,0.965
147.810,0.961
147.840,0.966
147.870,0.967
147.900,0.969
147.930,0.967
147.960,0.965
147.990,0.969
148.020,0.966
148.050,0.968
148.080,0.968
148.110,0.966
148.140,0.968
148.170,0.966
148.200,0.965
148.230,0.966
148.260,0.967
148.290,0.967
148.320,0.964
148.350,0.969
148.380,0.969
148.410,0.971
148.440,0.966
148.470,0.970
148.500,0.965
148.530,0.968
148.560,0.974
148.590,0.968
148.620,0.959
148.650,0.969
148.680,0.972
148.710,0.966
148.740,0.963
148.770,0.961
148.800,0.965
148.830,0.975
148.860,0.965
148.890,0.962
148.920,0.969
148.950,0.968
148.980,0.964
149.010,0.964
149.040,0.964
149.070,0.966
149.100,0.970
149.130,0.968
149.160,0.964
149.190,0.962
149.220,0.964
149.250,0.967
149.280,0.970
149.310,0.969
149.340,0.969
149.370,0.964
149.400,0.972
149.430,0.963
149.460,0.965
149.490,0.968
149.520,0.964
149.550,0.965
149.580,0.967
149.610,0.971
149.640,0.969
149.670,0.969
149.700,0.967
149.730,0.960
149.760,0.966
149.790,0.970
149.820,0.964
149.850,0.966
149.880,0.971
149.910,0.963
149.940,0.963
149.970,0.961
150.000,0.969
150.030,0.966
150.060,0.966
150.090,0.971
150.120,0.971
150.150,0.965
150.180,0.967
150.210,0.961
150.240,0.968
150.270,0.975
150.300,0.967
150.330,0.965
150.360,0.970
150.390,0.967
150.420,0.964
150.450,0.966
150.480,0.970
150.510,0.966
150.540,0.970
150.570,0.970
150.600,0.961
150.630,0.967
150.660,0.967
150.690,0.967
150.720,0.974
150.750,0.967
150.780,0.958
150.810,0.966
150.840,0.969
150.870,0.967
150.900,0.966
150.930,0.962
150.960,0.965
150.990,0.969
151.020,0.967
151.050,0.962
151.080,0.964
151.110,0.964
151.140,0.968
151.170,0.966
151.200,0.966
151.230,0.968
151.260,0.965
151.290,0.969
151.320,0.958
151.350,0.966
151.380,0.968
151.410,0.967
151.440,0.966
151.470,0.965
151.500,0.965
151.530,0.967
151.560,0.965
151.590,0.965
151.620,0.961
151.650,0.968
151.680,0.974
151.710,0.967
151.740,0.965
151.770,0.969
151.800,0.967
151.830,0.961
151.860,0.964
151.890,0.966
151.920,0.969
151.950,0.971
151.980,0.965
152.010,0.967
152.040,0.958
152.070,0.964
152.100,0.970
152.130,0.968
152.160,0.964
152.190,0.970
152.220,0.970
152.250,0.962
152.280,0.963
152.310,0.967
152.340,0.964
152.370,0.973
152.400,0.973
152.430,0.961
152.460,0.964
152.490,0.970
152.520,0.964
152.550,0.965
152.580,0.970
152.610,0.970
152.640,0.967
152.670,0.966
152.700,0.963
152.730,0.962
152.760,0.967
152.790,0.967
152.820,0.964
152.850,0.966
152.880,0.965
152.910,0.972
152.940,0.964
152.970,0.965
153.000,0.966
153.030,0.961
153.060,0.968
153.090,0.969
153.120,0.965
153.150,0.966
153.180,0.970
153.210,0.963
153.240,0.968
153.270,0.970
153.300,0.969
153.330,0.966
153.360,0.966
153.390,0.966
153.420,0.967
153.450,0.963
153.480,0.962
153.510,0.964
153.540,0.969
153.570,0.969
153.600,0.963
153.630,0.960
153.660,0.964
153.690,0.966
153.720,0.964
153.750,0.965
153.780,0.970
153.810,0.964
153.840,0.972
153.870,0.969
153.900,0.966
153.930,0.967
153.960,0.967
153.990,0.961
154.020,0.968
154.050,0.969
154.080,0.967
154.110,0.969
154.140,0.968
154.170,0.966
154.200,0.964
154.230,0.965
154.260,0.971
154.290,0.968
154.320,0.968
154.350,0.963
154.380,0.968
154.410,0.968
154.440,0.967
154.470,0.967
154.500,0.962
154.530,0.966
154.560,0.972
154.590,0.973
154.620,0.977
154.650,0.978
154.680,0.964
154.710,0.983
154.740,0.988
154.770,0.968
154.800,0.959
154.830,0.992
154.860,0.976
154.890,0.945
154.920,0.952
154.950,0.951
154.980,0.942
155.010,0.944
155.040,0.953
155.070,0.970
155.100,0.959
155.130,0.963
155.160,0.958
155.190,0.970
155.220,0.960
155.250,0.972
155.280,0.964
155.310,0.974
155.340,0.979
155.370,0.972
155.400,0.980
155.430,0.965
155.460,0.964
155.490,0.970
155.520,0.961
155.550,0.967
155.580,0.964
155.610,0.972
155.640,0.963
155.670,0.954
155.700,0.960
155.730,0.971
155.760,0.970
155.790,0.962
155.820,0.967
155.850,0.974
155.880,0.968
155.910,0.971
155.940,0.969
155.970,0.963
156.000,0.968
156.030,0.972
156.060,0.966
156.090,0.962
156.120,0.973
156.150,0.969
156.180,0.966
156.210,0.964
156.240,0.972
156.270,0.968
156.300,0.965
156.330,0.965
156.360,0.967
156.390,0.972
156.420,0.966
156.450,0.959
156.480,0.968
156.510,0.970
156.540,0.967
156.570,0.971
156.600,0.972
156.630,0.964
156.660,0.968
156.690,0.971
156.720,0.961
156.750,0.964
156.780,0.962
156.810,0.962
156.840,0.961
156.870,0.969
156.900,0.963
156.930,0.967
156.960,0.973
156.990,0.963
157.020,0.962
157.050,0.970
157.080,0.964
157.110,0.952
157.140,0.959
157.170,0.975
157.200,0.966
157.230,0.961
157.260,0.969
157.290,0.984
157.320,0.972
157.350,0.976
157.380,0.994
157.410,0.978
157.440,0.971
157.470,0.976
157.500,0.970
157.530,0.964
157.560,0.960
157.590,0.969
157.620,0.980
157.650,0.971
157.680,0.957
157.710,0.971
157.740,0.965
157.770,0.968
157.800,0.962
157.830,0.959
157.860,0.951
157.890,0.959
157.920,0.973
157.950,0.988
157.980,0.969
158.010,0.953
158.040,0.955
158.070,0.962
158.100,0.972
158.130,0.968
158.160,0.963
158.190,0.972
158.220,0.947
158.250,0.955
158.280,0.983
158.310,0.977
158.340,0.980
158.370,0.962
158.400,0.952
158.430,0.958
158.460,0.958
158.490,0.956
158.520,0.958
158.550,0.969
158.580,0.958
158.610,0.960
158.640,0.954
158.670,0.956
158.700,0.964
158.730,0.967
158.760,0.987
158.790,1.007
158.820,0.995
158.850,0.982
158.880,0.979
158.910,0.977
158.940,0.968
158.970,0.964
159.000,0.956
159.030,0.968
159.060,0.975
159.090,0.974
159.120,0.966
159.150,0.972
159.180,0.974
159.210,0.967
159.240,0.962
159.270,0.967
159.300,0.977
159.330,0.979
159.360,0.972
159.390,0.963
159.420,0.970
159.450,0.970
159.480,0.968
159.510,0.963
159.540,0.968
159.570,0.973
159.600,0.969
159.630,0.966
159.660,0.971
159.690,0.974
159.720,0.974
159.750,0.964
159.780,0.966
159.810,0.967
159.840,0.966
159.870,0.971
159.900,0.972
159.930,0.965
159.960,0.971
159.990,0.972
160.020,0.972
160.050,0.966
160.080,0.966
160.110,0.973
160.140,0.966
160.170,0.968
160.200,0.971
160.230,0.973
160.260,0.968
160.290,0.968
160.320,0.969
160.350,0.965
160.380,0.971
160.410,0.972
160.440,0.966
160.470,0.970
160.500,0.974
160.530,0.971
160.560,0.972
160.590,0.973
160.620,0.966
160.650,0.966
160.680,0.966
160.710,0.969
160.740,0.965
160.770,0.971
160.800,0.972
160.830,0.968
160.860,0.969
160.890,0.973
160.920,0.970
160.950,0.968
160.980,0.967
161.010,0.968
161.040,0.973
161.070,0.969
161.100,0.968
161.130,0.969
161.160,0.973
161.190,0.965
161.220,0.970
161.250,0.967
161.280,0.973
161.310,0.970
161.340,0.972
161.370,0.966
161.400,0.972
161.430,0.970
161.460,0.964
161.490,0.972
161.520,0.974
161.550,0.970
161.580,0.968
161.610,0.966
161.640,0.969
161.670,0.965
161.700,0.966
161.730,0.967
161.760,0.977
161.790,0.975
161.820,0.966
161.850,0.970
161.880,0.969
161.910,0.966
161.940,0.969
161.970,0.972
162.000,0.971
162.030,0.970
162.060,0.970
162.090,0.967
162.120,0.968
162.150,0.974
162.180,0.969
162.210,0.967
162.240,0.966
162.270,0.966
162.300,0.974
162.330,0.963
162.360,0.965
162.390,0.970
162.420,0.975
162.450,0.968
162.480,0.969
162.510,0.973
162.540,0.968
162.570,0.965
162.600,0.966
162.630,0.970
162.660,0.968
162.690,0.969
162.720,0.972
162.750,0.966
162.780,0.975
162.810,0.970
162.840,0.966
162.870,0.971
162.900,0.973
162.930,0.971
162.960,0.969
162.990,0.969
163.020,0.969
163.050,0.964
163.080,0.963
163.110,0.966
163.140,0.976
163.170,0.972
163.200,0.970
163.230,0.971
163.260,0.969
163.290,0.964
163.320,0.968
163.350,0.971
163.380,0.967
163.410,0.975
163.440,0.972
163.470,0.975
163.500,0.963
163.530,0.969
163.560,0.973
163.590,0.971
163.620,0.971
163.650,0.972
163.680,0.974
163.710,0.968
163.740,0.972
163.770,0.972
163.800,0.964
163.830,0.975
163.860,0.973
163.890,0.968
163.920,0.969
163.950,0.973
163.980,0.970
164.010,0.966
164.040,0.973
164.070,0.970
164.100,0.970
164.130,0.971
164.160,0.970
164.190,0.972
164.220,0.967
164.250,0.960
164.280,0.972
164.310,0.972
164.340,0.971
164.370,0.970
164.400,0.971
164.430,0.971
164.460,0.966
164.490,0.973
164.520,0.975
164.550,0.959
164.580,0.967
164.610,0.973
164.640,0.971
164.670,0.972
164.700,0.968
164.730,0.968
164.760,0.967
164.790,0.972
164.820,0.971
164.850,0.973
164.880,0.968
164.910,0.972
164.940,0.962
164.970,0.966
165.000,0.969
165.030,0.971
165.060,0.969
165.090,0.971
165.120,0.971
165.150,0.971
165.180,0.972
165.210,0.969
165.240,0.963
165.270,0.972
165.300,0.974
165.330,0.972
165.360,0.969
165.390,0.971
165.420,0.967
165.450,0.968
165.480,0.971
165.510,0.972
165.540,0.970
165.570,0.972
165.600,0.971
165.630,0.970
165.660,0.970
165.690,0.964
165.720,0.969
165.750,0.971
165.780,0.973
165.810,0.969
165.840,0.970
165.870,0.973
165.900,0.967
165.930,0.971
165.960,0.968
165.990,0.963
166.020,0.970
166.050,0.977
166.080,0.969
166.110,0.971
166.140,0.964
166.170,0.971
166.200,0.968
166.230,0.972
166.260,0.971
166.290,0.972
166.320,0.970
166.350,0.970
166.380,0.966
166.410,0.967
166.440,0.962
166.470,0.968
166.500,0.974
166.530,0.974
166.560,0.970
166.590,0.971
166.620,0.971
166.650,0.968
166.680,0.971
166.710,0.973
166.740,0.963
166.770,0.968
166.800,0.975
166.830,0.969
166.860,0.967
166.890,0.971
166.920,0.966
166.950,0.967
166.980,0.970
167.010,0.975
167.040,0.972
167.070,0.969
167.100,0.971
167.130,0.971
167.160,0.955
167.190,0.970
167.220,0.978
167.250,0.975
167.280,0.966
167.310,0.971
167.340,0.970
167.370,0.970
167.400,0.970
167.430,0.971
167.460,0.967
167.490,0.968
167.520,0.970
167.550,0.971
167.580,0.972
167.610,0.967
167.640,0.968
167.670,0.968
167.700,0.973
167.730,0.973
167.760,0.962
167.790,0.966
167.820,0.963
167.850,0.974
167.880,0.977
167.910,0.974
167.940,0.965
167.970,0.965
168.000,0.973
168.030,0.969
168.060,0.970
168.090,0.973
168.120,0.969
168.150,0.969
168.180,0.974
168.210,0.970
168.240,0.971
168.270,0.968
168.300,0.965
168.330,0.964
168.360,0.971
168.390,0.974
168.420,0.970
168.450,0.966
168.480,0.969
168.510,0.962
168.540,0.969
168.570,0.971
168.600,0.972
168.630,0.965
168.660,0.970
168.690,0.976
168.720,0.970
168.750,0.969
168.780,0.972
168.810,0.965
168.840,0.972
168.870,0.973
168.900,0.970
168.930,0.972
168.960,0.974
168.990,0.966
169.020,0.963
169.050,0.970
169.080,0.973
169.110,0.973
169.140,0.970
169.170,0.970
169.200,0.963
169.230,0.971
169.260,0.972
169.290,0.973
169.320,0.966
169.350,0.971
169.380,0.973
169.410,0.966
169.440,0.965
169.470,0.969
169.500,0.965
169.530,0.975
169.560,0.971
169.590,0.967
169.620,0.967
169.650,0.970
169.680,0.967
169.710,0.967
169.740,0.972
169.770,0.970
169.800,0.972
169.830,0.966
169.860,0.971
169.890,0.970
169.920,0.970
169.950,0.972
169.980,0.972
170.010,0.968
170.040,0.968
170.070,0.971
170.100,0.967
170.130,0.971
170.160,0.973
170.190,0.964
170.220,0.971
170.250,0.971
170.280,0.968
170.310,0.969
170.340,0.974
170.370,0.970
170.400,0.971
170.430,0.972
170.460,0.968
170.490,0.971
170.520,0.970
170.550,0.973
170.580,0.972
170.610,0.971
170.640,0.973
170.670,0.967
170.700,0.965
170.730,0.966
170.760,0.972
170.790,0.965
170.820,0.973
170.850,0.966
170.880,0.969
170.910,0.973
170.940,0.972
170.970,0.964
171.000,0.969
171.030,0.968
171.060,0.964
171.090,0.969
171.120,0.974
171.150,0.978
171.180,0.970
171.210,0.971
171.240,0.968
171.270,0.974
171.300,0.974
171.330,0.966
171.360,0.968
171.390,0.969
171.420,0.970
171.450,0.968
171.480,0.966
171.510,0.968
171.540,0.965
171.570,0.974
171.600,0.970
171.630,0.969
171.660,0.974
171.690,0.970
171.720,0.964
171.750,0.968
171.780,0.974
171.810,0.968
171.840,0.974
171.870,0.971
171.900,0.972
171.930,0.963
171.960,0.972
171.990,0.976
172.020,0.970
172.050,0.966
172.080,0.969
172.110,0.972
172.140,0.964
172.170,0.966
172.200,0.970
172.230,0.964
172.260,0.974
172.290,0.975
172.320,0.970
172.350,0.967
172.380,0.971
172.410,0.967
172.440,0.967
172.470,0.968
172.500,0.972
172.530,0.966
172.560,0.968
172.590,0.967
172.620,0.972
172.650,0.961
172.680,0.969
172.710,0.971
172.740,0.970
172.770,0.969
172.800,0.970
172.830,0.969
172.860,0.970
172.890,0.966
172.920,0.968
172.950,0.965
172.980,0.972
173.010,0.975
173.040,0.973
173.070,0.968
173.100,0.969
173.130,0.965
173.160,0.970
173.190,0.970
173.220,0.970
173.250,0.973
173.280,0.969
173.310,0.971
173.340,0.970
173.370,0.958
173.400,0.972
173.430,0.976
173.460,0.972
173.490,0.965
173.520,0.966
173.550,0.970
173.580,0.969
173.610,0.966
173.640,0.970
173.670,0.966
173.700,0.975
173.730,0.969
173.760,0.970
173.790,0.972
173.820,0.967
173.850,0.965
173.880,0.966
173.910,0.972
173.940,0.971
173.970,0.970
174.000,0.968
174.030,0.973
174.060,0.972
174.090,0.970
174.120,0.971
174.150,0.967
174.180,0.963
174.210,0.971
174.240,0.970
174.270,0.967
174.300,0.972
174.330,0.966
174.360,0.968
174.390,0.973
174.420,0.969
174.450,0.969
174.480,0.969
174.510,0.970
174.540,0.964
174.570,0.972
174.600,0.966
174.630,0.970
174.660,0.974
174.690,0.972
174.720,0.964
174.750,0.965
174.780,0.965
174.810,0.973
174.840,0.970
174.870,0.971
174.900,0.970
174.930,0.975
174.960,0.965
174.990,0.968
175.020,0.970
175.050,0.964
175.080,0.971
175.110,0.969
175.140,0.969
175.170,0.972
175.200,0.967
175.230,0.968
175.260,0.967
175.290,0.969
175.320,0.969
175.350,0.966
175.380,0.972
175.410,0.970
175.440,0.968
175.470,0.968
175.500,0.968
175.530,0.972
175.560,0.974
175.590,0.965
175.620,0.966
175.650,0.970
175.680,0.976
175.710,0.967
175.740,0.965
175.770,0.968
175.800,0.974
175.830,0.968
175.860,0.967
175.890,0.970
175.920,0.963
175.950,0.964
175.980,0.971
176.010,0.972
176.040,0.968
176.070,0.966
176.100,0.971
176.130,0.971
176.160,0.974
176.190,0.962
176.220,0.965
176.250,0.967
176.280,0.975
176.310,0.972
176.340,0.967
176.370,0.965
176.400,0.968
176.430,0.963
176.460,0.969
176.490,0.973
176.520,0.965
176.550,0.968
176.580,0.972
176.610,0.970
176.640,0.971
176.670,0.967
176.700,0.968
176.730,0.964
176.760,0.971
176.790,0.970
176.820,0.974
176.850,0.974
176.880,0.967
176.910,0.973
176.940,0.961
176.970,0.971
177.000,0.974
177.030,0.970
177.060,0.967
177.090,0.967
177.120,0.968
177.150,0.971
177.180,0.964
177.210,0.965
177.240,0.970
177.270,0.973
177.300,0.970
177.330,0.970
177.360,0.970
177.390,0.963
177.420,0.963
177.450,0.964
177.480,0.971
177.510,0.973
177.540,0.973
177.570,0.974
177.600,0.973
177.630,0.969
177.660,0.959
177.690,0.968
177.720,0.974
177.750,0.968
177.780,0.971
177.810,0.968
177.840,0.970
177.870,0.965
177.900,0.972
177.930,0.973
177.960,0.962
177.990,0.969
178.020,0.973
178.050,0.968
178.080,0.971
178.110,0.968
178.140,0.969
178.170,0.966
178.200,0.969
178.230,0.969
178.260,0.968
178.290,0.971
178.320,0.964
178.350,0.969
178.380,0.966
178.410,0.969
178.440,0.972
178.470,0.975
178.500,0.966
178.530,0.968
178.560,0.966
178.590,0.966
178.620,0.967
178.650,0.965
178.680,0.966
178.710,0.975
178.740,0.973
178.770,0.970
178.800,0.966
178.830,0.966
178.860,0.964
178.890,0.965
178.920,0.970
178.950,0.972
178.980,0.972
179.010,0.966
179.040,0.972
179.070,0.965
179.100,0.967
179.130,0.966
179.160,0.970
179.190,0.973
179.220,0.967
179.250,0.968
179.280,0.971
179.310,0.971
179.340,0.966
179.370,0.964
179.400,0.965
179.430,0.966
179.460,0.973
179.490,0.971
179.520,0.971
179.550,0.961
179.580,0.964
179.610,0.967
179.640,0.967
179.670,0.975
179.700,0.970
179.730,0.971
179.760,0.973
179.790,0.970
179.820,0.967
179.850,0.962
179.880,0.971
179.910,0.973
179.940,0.974
179.970,0.969
180.000,0.960
180.030,0.968
180.060,0.972
180.090,0.970
180.120,0.973
180.150,0.961
180.180,0.966
180.210,0.978
180.240,0.972
180.270,0.970
180.300,0.971
180.330,0.965
180.360,0.966
180.390,0.969
180.420,0.971
180.450,0.971
180.480,0.969
180.510,0.970
180.540,0.967
180.570,0.961
180.600,0.966
180.630,0.971
180.660,0.975
180.690,0.968
180.720,0.966
180.750,0.970
180.780,0.966
180.810,0.966
180.840,0.966
180.870,0.964
180.900,0.964
180.930,0.975
180.960,0.972
180.990,0.970
181.020,0.967
181.050,0.968
181.080,0.967
181.110,0.968
181.140,0.973
181.170,0.965
181.200,0.970
181.230,0.970
181.260,0.970
181.290,0.971
181.320,0.964
181.350,0.966
181.380,0.973
181.410,0.968
181.440,0.966
181.470,0.972
181.500,0.970
181.530,0.966
181.560,0.962
181.590,0.966
181.620,0.966
181.650,0.973
181.680,0.972
181.710,0.968
181.740,0.967
181.770,0.969
181.800,0.969
181.830,0.969
181.860,0.970
181.890,0.970
181.920,0.971
181.950,0.970
181.980,0.967
182.010,0.969
182.040,0.968
182.070,0.959
182.100,0.967
182.130,0.976
182.160,0.970
182.190,0.967
182.220,0.972
182.250,0.972
182.280,0.967
182.310,0.964
182.340,0.966
182.370,0.969
182.400,0.970
182.430,0.969
182.460,0.972
182.490,0.970
182.520,0.971
182.550,0.970
182.580,0.971
182.610,0.970
182.640,0.968
182.670,0.970
182.700,0.969
182.730,0.969
182.760,0.973
182.790,0.964
182.820,0.974
182.850,0.967
182.880,0.969
182.910,0.973
182.940,0.973
182.970,0.970
183.000,0.971
183.030,0.965
183.060,0.966
183.090,0.972
183.120,0.969
183.150,0.969
183.180,0.971
183.210,0.967
183.240,0.967
183.270,0.970
183.300,0.966
183.330,0.971
183.360,0.972
183.390,0.970
183.420,0.969
183.450,0.964
183.480,0.963
183.510,0.968
183.540,0.970
183.570,0.970
183.600,0.970
183.630,0.972
183.660,0.965
183.690,0.968
183.720,0.966
183.750,0.965
183.780,0.971
183.810,0.976
183.840,0.970
183.870,0.967
183.900,0.970
183.930,0.968
183.960,0.974
183.990,0.971
184.020,0.973
184.050,0.966
184.080,0.967
184.110,0.970
184.140,0.966
184.170,0.965
184.200,0.971
184.230,0.971
184.260,0.969
184.290,0.969
184.320,0.976
184.350,0.966
184.380,0.964
184.410,0.969
184.440,0.966
184.470,0.973
184.500,0.976
184.530,0.970
184.560,0.968
184.590,0.967
184.620,0.969
184.650,0.968
184.680,0.972
184.710,0.970
184.740,0.966
184.770,0.971
184.800,0.968
184.830,0.968
184.860,0.970
184.890,0.962
184.920,0.968
184.950,0.974
184.980,0.971
185.010,0.969
185.040,0.967
185.070,0.973
185.100,0.967
185.130,0.965
185.160,0.971
185.190,0.969
185.220,0.971
185.250,0.973
185.280,0.973
185.310,0.974
185.340,0.968
185.370,0.963
185.400,0.965
185.430,0.965
185.460,0.975
185.490,0.968
185.520,0.970
185.550,0.965
185.580,0.967
185.610,0.970
185.640,0.974
185.670,0.967
185.700,0.965
185.730,0.965
185.760,0.968
185.790,0.971
185.820,0.967
185.850,0.961
185.880,0.974
185.910,0.975
185.940,0.971
185.970,0.964
186.000,0.971
186.030,0.971
186.060,0.969
186.090,0.968
186.120,0.973
186.150,0.972
186.180,0.962
186.210,0.970
186.240,0.976
186.270,0.971
186.300,0.968
186.330,0.960
186.360,0.964
186.390,0.974
186.420,0.969
186.450,0.957
186.480,0.958
186.510,0.974
186.540,0.969
186.570,0.968
186.600,0.966
186.630,0.970
186.660,0.969
186.690,0.968
186.720,0.970
186.750,0.972
186.780,0.968
186.810,0.966
186.840,0.964
186.870,0.958
186.900,0.981
186.930,0.979
186.960,0.972
186.990,0.963
187.020,0.961
187.050,0.965
187.080,0.968
187.110,0.965
187.140,0.966
187.170,0.971
187.200,0.965
187.230,0.965
187.260,0.971
187.290,0.982
187.320,0.972
187.350,0.958
187.380,0.965
187.410,0.969
187.440,0.961
187.470,0.975
187.500,0.971
187.530,0.966
187.560,0.974
187.590,0.969
187.620,0.969
187.650,0.971
187.680,0.969
187.710,0.967
187.740,0.969
187.770,0.973
187.800,0.962
187.830,0.970
187.860,0.975
187.890,0.969
187.920,0.968
187.950,0.976
187.980,0.968
188.010,0.966
188.040,0.972
188.070,0.972
188.100,0.966
188.130,0.969
188.160,0.968
188.190,0.967
188.220,0.970
188.250,0.969
188.280,0.968
188.310,0.973
188.340,0.972
188.370,0.968
188.400,0.969
188.430,0.970
188.460,0.966
188.490,0.974
188.520,0.968
188.550,0.967
188.580,0.971
188.610,0.968
188.640,0.964
188.670,0.968
188.700,0.967
188.730,0.971
188.760,0.970
188.790,0.975
188.820,0.968
188.850,0.974
188.880,0.964
188.910,0.966
188.940,0.968
188.970,0.971
189.000,0.972
189.030,0.971
189.060,0.968
189.090,0.967
189.120,0.966
189.150,0.970
189.180,0.965
189.210,0.976
189.240,0.969
189.270,0.969
189.300,0.970
189.330,0.970
189.360,0.966
189.390,0.967
189.420,0.971
189.450,0.966
189.480,0.966
