df_hash,22ZHK4.L745P3
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.HN75
person_label,V121
date_time_start,2026-04-06_13-33-18.934000_+03
date_time_start_unix,1775464398.934
date_time_end,2026-04-06_13-41-40.504000_+03
length_difference_noticed,no

time,acc_x,acc_y,acc_z
3.660,-0.281,0.883,-0.191
3.670,-0.281,0.887,-0.188
3.680,-0.281,0.889,-0.189
3.690,-0.283,0.883,-0.191
3.700,-0.285,0.881,-0.191
3.710,-0.283,0.885,-0.193
3.719,-0.281,0.885,-0.195
3.729,-0.283,0.879,-0.197
3.739,-0.279,0.883,-0.197
3.749,-0.279,0.889,-0.197
3.759,-0.279,0.896,-0.195
3.769,-0.277,0.898,-0.197
3.779,-0.275,0.895,-0.199
3.789,-0.277,0.895,-0.191
3.799,-0.273,0.893,-0.193
3.809,-0.273,0.891,-0.189
3.819,-0.266,0.893,-0.189
3.829,-0.266,0.893,-0.188
3.839,-0.270,0.889,-0.191
3.849,-0.266,0.887,-0.188
3.858,-0.273,0.881,-0.186
3.868,-0.275,0.877,-0.189
3.878,-0.268,0.879,-0.186
3.888,-0.268,0.879,-0.182
3.898,-0.273,0.877,-0.184
3.908,-0.275,0.883,-0.186
3.918,-0.273,0.887,-0.180
3.928,-0.277,0.885,-0.182
3.938,-0.281,0.881,-0.186
3.948,-0.281,0.881,-0.186
3.958,-0.289,0.877,-0.189
3.968,-0.297,0.879,-0.193
3.978,-0.301,0.881,-0.195
3.987,-0.295,0.883,-0.191
3.997,-0.301,0.881,-0.189
4.007,-0.297,0.881,-0.189
4.017,-0.295,0.885,-0.189
4.027,-0.295,0.883,-0.191
4.037,-0.291,0.879,-0.191
4.047,-0.291,0.879,-0.195
4.057,-0.285,0.875,-0.193
4.067,-0.283,0.875,-0.197
4.077,-0.283,0.875,-0.191
4.087,-0.283,0.879,-0.191
4.097,-0.283,0.875,-0.195
4.107,-0.277,0.889,-0.195
4.116,-0.275,0.883,-0.193
4.126,-0.281,0.879,-0.199
4.136,-0.285,0.875,-0.205
4.146,-0.275,0.883,-0.199
4.156,-0.273,0.877,-0.197
4.166,-0.283,0.879,-0.199
4.176,-0.279,0.871,-0.199
4.186,-0.264,0.893,-0.195
4.196,-0.277,0.885,-0.193
4.206,-0.285,0.877,-0.211
4.216,-0.283,0.875,-0.211
4.226,-0.283,0.881,-0.207
4.236,-0.283,0.881,-0.209
4.246,-0.283,0.885,-0.205
4.255,-0.273,0.889,-0.199
4.265,-0.279,0.887,-0.203
4.275,-0.279,0.891,-0.209
4.285,-0.285,0.885,-0.207
4.295,-0.283,0.883,-0.207
4.305,-0.287,0.883,-0.211
4.315,-0.291,0.881,-0.213
4.325,-0.287,0.881,-0.205
4.335,-0.285,0.885,-0.211
4.345,-0.289,0.879,-0.207
4.355,-0.293,0.877,-0.209
4.365,-0.291,0.879,-0.209
4.375,-0.293,0.877,-0.207
4.384,-0.295,0.875,-0.213
4.394,-0.293,0.877,-0.209
4.404,-0.293,0.879,-0.211
4.414,-0.293,0.879,-0.209
4.424,-0.289,0.877,-0.209
4.434,-0.291,0.875,-0.209
4.444,-0.289,0.879,-0.207
4.454,-0.289,0.875,-0.209
4.464,-0.293,0.877,-0.209
4.474,-0.293,0.879,-0.209
4.484,-0.293,0.877,-0.209
4.494,-0.293,0.879,-0.207
4.504,-0.297,0.881,-0.207
4.514,-0.289,0.881,-0.207
4.523,-0.293,0.877,-0.205
4.533,-0.293,0.881,-0.211
4.543,-0.293,0.881,-0.201
4.553,-0.291,0.873,-0.207
4.563,-0.289,0.881,-0.203
4.573,-0.287,0.881,-0.205
4.583,-0.283,0.883,-0.201
4.593,-0.287,0.877,-0.203
4.603,-0.289,0.873,-0.209
4.613,-0.291,0.877,-0.209
4.623,-0.293,0.879,-0.205
4.633,-0.289,0.881,-0.205
4.643,-0.285,0.881,-0.203
4.652,-0.283,0.885,-0.205
4.662,-0.289,0.881,-0.201
4.672,-0.289,0.879,-0.205
4.682,-0.289,0.873,-0.205
4.692,-0.291,0.873,-0.209
4.702,-0.291,0.873,-0.209
4.712,-0.287,0.877,-0.207
4.722,-0.285,0.883,-0.201
4.732,-0.287,0.883,-0.203
4.742,-0.287,0.885,-0.205
4.752,-0.289,0.881,-0.205
4.762,-0.291,0.877,-0.205
4.772,-0.293,0.877,-0.205
4.782,-0.291,0.877,-0.205
4.791,-0.293,0.877,-0.205
4.801,-0.291,0.875,-0.203
4.811,-0.291,0.877,-0.201
4.821,-0.283,0.883,-0.201
4.831,-0.285,0.883,-0.197
4.841,-0.279,0.873,-0.201
4.851,-0.281,0.871,-0.205
4.861,-0.289,0.873,-0.207
4.871,-0.291,0.875,-0.205
4.881,-0.293,0.877,-0.209
4.891,-0.291,0.885,-0.203
4.901,-0.291,0.887,-0.205
4.911,-0.291,0.885,-0.203
4.920,-0.295,0.883,-0.207
4.930,-0.293,0.883,-0.207
4.940,-0.293,0.883,-0.207
4.950,-0.293,0.877,-0.209
4.960,-0.289,0.881,-0.207
4.970,-0.289,0.879,-0.205
4.980,-0.285,0.879,-0.207
4.990,-0.285,0.881,-0.205
5.000,-0.283,0.877,-0.203
5.010,-0.287,0.877,-0.203
5.020,-0.287,0.877,-0.203
5.030,-0.283,0.877,-0.203
5.040,-0.283,0.877,-0.205
5.049,-0.285,0.877,-0.207
5.059,-0.285,0.875,-0.205
5.069,-0.281,0.881,-0.207
5.079,-0.281,0.881,-0.205
5.089,-0.287,0.883,-0.205
5.099,-0.289,0.881,-0.205
5.109,-0.289,0.879,-0.211
5.119,-0.285,0.881,-0.209
5.129,-0.283,0.883,-0.205
5.139,-0.285,0.883,-0.203
5.149,-0.287,0.883,-0.203
5.159,-0.285,0.875,-0.207
5.169,-0.285,0.877,-0.207
5.179,-0.287,0.881,-0.205
5.188,-0.291,0.885,-0.201
5.198,-0.287,0.881,-0.205
5.208,-0.285,0.877,-0.201
5.218,-0.285,0.881,-0.201
5.228,-0.287,0.883,-0.199
5.238,-0.289,0.879,-0.205
5.248,-0.291,0.875,-0.205
5.258,-0.293,0.875,-0.205
5.268,-0.299,0.877,-0.205
5.278,-0.293,0.881,-0.201
5.288,-0.287,0.883,-0.199
5.298,-0.285,0.881,-0.201
5.308,-0.285,0.883,-0.199
5.317,-0.287,0.877,-0.203
5.327,-0.293,0.877,-0.205
5.337,-0.293,0.875,-0.203
5.347,-0.293,0.873,-0.205
5.357,-0.291,0.877,-0.203
5.367,-0.289,0.881,-0.205
5.377,-0.289,0.883,-0.201
5.387,-0.289,0.881,-0.199
5.397,-0.289,0.881,-0.199
5.407,-0.289,0.879,-0.205
5.417,-0.287,0.881,-0.201
5.427,-0.287,0.881,-0.201
5.437,-0.287,0.881,-0.201
5.447,-0.291,0.877,-0.203
5.456,-0.289,0.871,-0.203
5.466,-0.287,0.883,-0.201
5.476,-0.285,0.879,-0.201
5.486,-0.285,0.877,-0.201
5.496,-0.287,0.871,-0.205
5.506,-0.287,0.871,-0.203
5.516,-0.287,0.879,-0.203
5.526,-0.289,0.885,-0.201
5.536,-0.287,0.887,-0.203
5.546,-0.287,0.887,-0.199
5.556,-0.291,0.887,-0.201
5.566,-0.289,0.885,-0.209
5.576,-0.289,0.879,-0.207
5.585,-0.293,0.881,-0.207
5.595,-0.293,0.881,-0.207
5.605,-0.291,0.879,-0.203
5.615,-0.291,0.883,-0.203
5.625,-0.287,0.881,-0.203
5.635,-0.287,0.883,-0.201
5.645,-0.285,0.881,-0.201
5.655,-0.285,0.875,-0.203
5.665,-0.285,0.879,-0.205
5.675,-0.285,0.877,-0.203
5.685,-0.283,0.879,-0.203
5.695,-0.285,0.877,-0.203
5.705,-0.283,0.877,-0.199
5.715,-0.285,0.877,-0.201
5.724,-0.285,0.881,-0.205
5.734,-0.287,0.881,-0.203
5.744,-0.287,0.885,-0.201
5.754,-0.289,0.885,-0.201
5.764,-0.291,0.885,-0.205
5.774,-0.291,0.881,-0.203
5.784,-0.293,0.877,-0.203
5.794,-0.291,0.879,-0.201
5.804,-0.291,0.881,-0.203
5.814,-0.289,0.881,-0.197
5.824,-0.287,0.881,-0.199
5.834,-0.289,0.881,-0.203
5.844,-0.291,0.877,-0.203
5.853,-0.287,0.881,-0.199
5.863,-0.291,0.879,-0.199
5.873,-0.287,0.877,-0.199
5.883,-0.287,0.875,-0.201
5.893,-0.289,0.879,-0.201
5.903,-0.291,0.881,-0.199
5.913,-0.289,0.879,-0.195
5.923,-0.289,0.875,-0.203
5.933,-0.291,0.879,-0.201
5.943,-0.295,0.881,-0.201
5.953,-0.291,0.887,-0.199
5.963,-0.285,0.885,-0.201
5.973,-0.283,0.881,-0.201
5.982,-0.283,0.885,-0.199
5.992,-0.287,0.879,-0.197
6.002,-0.287,0.875,-0.201
6.012,-0.289,0.873,-0.203
6.022,-0.289,0.879,-0.205
6.032,-0.291,0.885,-0.201
6.042,-0.289,0.885,-0.203
6.052,-0.289,0.885,-0.201
6.062,-0.289,0.887,-0.203
6.072,-0.293,0.883,-0.201
6.082,-0.287,0.881,-0.203
6.092,-0.287,0.877,-0.199
6.102,-0.285,0.883,-0.199
6.112,-0.285,0.879,-0.203
6.121,-0.285,0.879,-0.203
6.131,-0.283,0.873,-0.199
6.141,-0.279,0.883,-0.201
6.151,-0.275,0.885,-0.197
6.161,-0.279,0.881,-0.197
6.171,-0.279,0.875,-0.203
6.181,-0.285,0.873,-0.205
6.191,-0.289,0.879,-0.203
6.201,-0.291,0.881,-0.201
6.211,-0.289,0.883,-0.203
6.221,-0.291,0.881,-0.201
6.231,-0.289,0.887,-0.199
6.241,-0.291,0.885,-0.199
6.250,-0.291,0.879,-0.203
6.260,-0.293,0.883,-0.203
6.270,-0.289,0.879,-0.203
6.280,-0.287,0.877,-0.203
6.290,-0.285,0.881,-0.199
6.300,-0.285,0.879,-0.203
6.310,-0.287,0.875,-0.205
6.320,-0.287,0.879,-0.203
6.330,-0.289,0.879,-0.203
6.340,-0.291,0.879,-0.203
6.350,-0.289,0.881,-0.201
6.360,-0.287,0.883,-0.201
6.370,-0.285,0.877,-0.203
6.380,-0.285,0.877,-0.205
6.389,-0.287,0.877,-0.205
6.399,-0.283,0.877,-0.205
6.409,-0.287,0.877,-0.205
6.419,-0.289,0.879,-0.205
6.429,-0.289,0.883,-0.203
6.439,-0.287,0.883,-0.203
6.449,-0.285,0.881,-0.205
6.459,-0.289,0.883,-0.203
6.469,-0.285,0.877,-0.203
6.479,-0.281,0.879,-0.201
6.489,-0.279,0.879,-0.203
6.499,-0.283,0.873,-0.203
6.509,-0.283,0.875,-0.205
6.518,-0.283,0.883,-0.207
6.528,-0.287,0.879,-0.207
6.538,-0.287,0.881,-0.209
6.548,-0.285,0.885,-0.207
6.558,-0.283,0.887,-0.207
6.568,-0.289,0.883,-0.211
6.578,-0.289,0.881,-0.209
6.588,-0.285,0.883,-0.203
6.598,-0.287,0.885,-0.199
6.608,-0.287,0.875,-0.201
6.618,-0.293,0.873,-0.209
6.628,-0.295,0.873,-0.207
6.638,-0.301,0.873,-0.205
6.648,-0.299,0.883,-0.201
6.657,-0.297,0.883,-0.197
6.667,-0.293,0.883,-0.197
6.677,-0.293,0.883,-0.197
6.687,-0.295,0.879,-0.197
6.697,-0.295,0.873,-0.203
6.707,-0.295,0.875,-0.205
6.717,-0.291,0.877,-0.203
6.727,-0.295,0.881,-0.203
6.737,-0.291,0.881,-0.199
6.747,-0.291,0.881,-0.199
6.757,-0.289,0.883,-0.197
6.767,-0.289,0.877,-0.197
6.777,-0.293,0.879,-0.201
6.786,-0.289,0.875,-0.199
6.796,-0.291,0.875,-0.199
6.806,-0.289,0.881,-0.199
6.816,-0.291,0.877,-0.201
6.826,-0.285,0.875,-0.197
6.836,-0.283,0.887,-0.197
6.846,-0.283,0.887,-0.195
