df_hash,22ZHK4.L745P3
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.HN75
person_label,V121
date_time_start,2026-04-06_13-33-18.934000_+03
date_time_start_unix,1775464398.934
date_time_end,2026-04-06_13-41-40.504000_+03
length_difference_noticed,no

time,heart_rate
12.921,91
13.847,90
14.733,89
15.931,89
16.821,89
17.698,89
18.917,88
19.795,88
20.730,88
21.894,89
22.792,89
23.650,90
24.867,89
25.742,89
26.673,89
27.839,89
29.016,89
29.643,88
30.869,88
31.694,88
32.621,88
33.786,88
34.956,88
35.590,87
36.760,87
37.735,87
38.574,87
39.734,87
40.660,87
41.571,87
42.707,87
43.707,87
44.560,87
45.681,86
46.607,86
47.632,85
48.850,86
49.876,86
50.459,86
51.691,86
52.653,85
53.433,85
54.651,84
55.529,84
56.413,84
57.674,86
58.502,84
59.380,84
60.626,82
61.476,81
62.409,81
63.574,81
64.503,82
65.327,83
66.547,84
67.424,85
68.447,85
69.520,86
70.397,86
71.324,86
72.494,85
73.373,85
74.297,84
75.467,84
76.345,84
77.271,84
78.447,85
79.563,85
80.245,86
81.415,87
82.292,87
83.219,87
84.389,87
85.315,86
86.192,87
87.388,87
88.289,88
89.166,88
90.423,88
91.262,87
92.140,86
93.389,85
94.241,85
95.125,85
96.333,85
97.215,85
98.383,84
99.307,84
100.233,83
101.110,83
102.281,83
103.158,83
104.084,83
105.256,83
106.207,83
107.058,83
108.228,82
109.154,82
110.031,82
111.201,82
112.374,83
113.005,84
114.273,85
115.301,85
115.979,84
117.198,83
118.075,82
118.959,81
120.171,81
121.049,81
121.979,81
123.145,82
124.023,82
124.949,83
126.120,83
126.997,83
127.923,83
129.093,83
130.051,83
130.897,82
132.066,82
133.038,82
133.870,82
135.089,82
135.967,82
136.844,82
138.063,82
138.940,82
139.866,82
141.037,83
141.914,84
142.840,85
144.039,86
144.888,86
145.814,86
146.984,85
147.910,84
148.788,84
149.988,84
150.890,84
152.057,84
152.951,85
153.863,84
154.735,84
155.954,83
156.844,82
157.709,82
158.928,82
159.805,82
160.683,83
161.902,84
162.780,85
163.706,86
164.875,86
165.763,85
166.780,85
167.849,84
168.772,84
169.703,84
171.216,85
171.704,86
172.627,86
173.797,86
174.723,86
175.605,86
177.063,85
177.697,85
178.617,84
179.744,84
180.670,83
181.556,83
182.772,83
183.656,83
184.522,83
185.741,83
186.618,84
187.548,85
188.715,86
189.887,87
190.480,87
191.788,87
192.566,86
193.443,85
194.662,85
195.562,85
196.417,85
197.661,85
198.513,85
199.444,85
200.609,85
201.634,85
202.413,86
203.593,86
204.461,86
205.387,86
206.562,86
207.437,87
208.361,87
209.531,88
210.513,88
211.337,88
212.504,88
213.431,88
214.308,89
215.489,89
216.551,90
217.282,91
218.501,91
219.393,90
220.261,90
221.426,89
222.352,88
223.229,88
224.458,88
225.326,88
226.205,88
227.441,88
228.300,87
229.227,86
230.396,86
231.291,86
232.152,87
233.370,87
234.247,88
235.150,88
236.348,88
237.224,88
238.098,88
239.317,88
240.195,89
241.072,88
242.291,88
243.168,88
244.046,88
245.284,88
246.143,90
247.021,90
248.238,90
249.116,90
250.042,91
251.212,92
252.093,93
253.016,94
254.430,94
255.064,95
256.037,94
257.160,94
258.086,94
258.963,94
260.429,94
261.060,95
261.986,97
263.107,95
264.033,95
264.914,95
266.085,95
267.007,95
267.885,96
269.055,97
269.982,98
270.859,99
272.029,99
272.955,98
273.836,98
275.051,97
275.929,97
276.814,97
278.030,97
278.902,96
279.780,96
281.245,94
281.886,93
282.758,92
283.978,91
284.858,90
285.771,90
286.946,90
287.824,90
288.704,90
289.920,89
290.797,89
291.724,89
292.894,89
293.816,89
294.704,89
295.867,89
296.747,89
297.679,88
298.841,88
299.768,88
300.652,88
302.257,88
302.741,88
303.620,88
304.789,88
305.718,87
306.593,87
307.763,87
308.696,87
309.566,87
310.983,87
311.663,87
312.638,86
313.759,86
314.737,86
315.514,86
316.733,87
317.611,87
318.488,88
319.706,89
320.608,90
321.462,90
322.735,90
323.606,90
324.435,90
325.654,89
326.535,89
327.463,88
328.632,88
329.507,89
330.431,90
331.602,91
332.479,91
333.410,90
334.575,89
335.505,88
336.379,88
337.599,88
338.475,88
339.415,89
340.523,89
341.459,90
342.375,89
343.497,89
344.423,89
345.313,90
346.472,91
347.412,92
348.278,94
349.493,94
350.375,94
351.248,94
352.491,93
353.344,92
354.222,92
355.443,92
356.318,92
357.195,93
358.445,93
359.292,93
360.243,92
361.388,92
362.265,92
363.192,92
364.377,92
365.239,93
366.166,94
367.336,95
368.213,95
369.144,94
370.309,94
371.216,92
372.113,92
373.285,92
374.209,93
375.088,93
376.257,93
377.232,92
378.061,91
379.273,91
380.157,91
381.181,92
382.253,93
383.137,94
384.008,94
385.230,94
386.104,94
386.982,94
388.249,93
389.078,93
390.251,93
391.174,93
392.055,93
392.978,93
394.188,93
395.026,93
395.906,93
397.122,94
398.028,95
398.926,96
400.126,95
400.973,95
401.927,95
403.070,95
403.947,95
404.927,95
406.044,95
406.934,95
407.847,95
409.017,99
409.895,100
410.821,101
411.991,102
412.918,102
413.795,103
414.965,103
415.891,104
416.772,105
418.027,106
419.111,106
419.746,107
420.958,107
421.838,106
422.718,105
424.081,104
424.812,103
425.692,102
426.977,101
