df_hash,22ZHK4.L745P3
427.789,99
428.663,98
429.882,97
430.760,96
431.641,96
432.856,96
433.738,96
434.951,94
435.851,93
436.707,91
437.590,90
438.804,91
439.976,92
440.559,93
441.777,94
442.655,94
443.594,94
444.767,93
445.635,92
446.510,91
447.751,91
448.607,92
449.485,92
450.699,91
451.576,91
452.462,88
453.672,87
454.550,86
455.427,85
456.647,86
457.524,86
458.547,87
459.625,87
460.521,86
461.397,86
462.607,86
463.476,87
464.349,87
465.572,88
466.513,87
467.322,86
468.556,85
469.434,84
470.296,84
471.519,84
472.393,84
473.270,84
474.523,84
475.366,83
476.244,83
477.465,83
478.340,83
479.230,84
480.443,83
481.321,83
482.191,83
483.410,87
484.288,88
485.192,90
486.384,91
487.292,92
488.141,93
489.457,94
490.235,95
491.113,96
492.331,97
493.209,99
494.087,97
495.305,101
496.240,102
