df_hash,22ZHK4.L745P3
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.HN75
person_label,V121
date_time_start,2026-04-06_13-33-18.934000_+03
date_time_start_unix,1775464398.934
date_time_end,2026-04-06_13-41-40.504000_+03
length_difference_noticed,no

time,ppg_med
137.605,-291
137.630,-294
137.655,-205
137.680,-51
137.705,107
137.730,223
137.755,294
137.780,348
137.805,404
137.830,454
137.855,480
137.880,477
137.905,461
137.930,452
137.955,453
137.980,455
138.005,443
138.030,416
138.055,376
138.080,334
138.105,295
138.130,258
138.155,217
138.180,167
138.205,111
138.230,60
138.255,17
138.280,-27
138.305,-90
138.330,-166
138.355,-218
138.380,-198
138.405,-93
138.430,63
138.455,210
138.480,308
138.505,365
138.530,410
138.555,460
138.580,505
138.605,524
138.630,516
138.655,499
138.680,495
138.705,502
138.730,506
138.755,490
138.780,455
138.805,409
138.830,362
138.855,317
138.880,268
138.905,213
138.930,155
138.955,103
138.980,58
139.005,13
139.030,-49
139.055,-133
139.080,-212
139.105,-238
139.130,-177
139.155,-40
139.180,115
139.205,233
139.230,297
139.255,335
139.280,373
139.305,408
139.330,417
139.355,391
139.380,353
139.405,336
139.430,342
139.455,343
139.480,313
139.505,259
139.530,211
139.555,186
139.580,172
139.605,147
139.630,108
139.655,72
139.680,44
139.705,5
139.730,-67
139.755,-160
139.780,-215
139.805,-178
139.830,-44
139.855,127
139.880,270
139.905,354
139.930,401
139.955,444
139.980,496
140.005,539
140.030,555
140.055,544
140.080,523
140.105,510
140.130,511
140.155,512
140.180,499
140.205,465
140.230,412
140.255,356
140.280,305
140.305,262
140.330,220
140.355,173
140.380,120
140.405,65
140.430,2
140.455,-79
140.480,-177
140.505,-260
140.530,-280
140.555,-207
140.580,-62
140.605,99
140.630,224
140.655,300
140.680,350
140.705,397
140.730,437
140.755,453
140.780,438
140.805,412
140.830,401
140.855,409
140.880,417
140.905,405
140.930,377
140.955,346
140.980,318
141.005,284
141.030,231
141.055,167
141.080,113
141.105,76
141.130,40
141.155,-19
141.180,-98
141.205,-155
141.230,-139
141.255,-40
141.280,100
141.305,226
141.330,306
141.355,353
141.380,393
141.405,435
141.430,465
141.455,468
141.480,450
141.505,434
141.530,429
141.555,429
141.580,417
141.605,387
141.630,349
141.655,310
141.680,268
141.705,214
141.730,152
141.755,94
141.780,49
141.805,4
141.830,-58
141.855,-138
141.880,-201
141.905,-200
141.930,-116
141.955,22
141.980,160
142.005,258
142.030,312
142.055,347
142.080,382
142.105,411
142.130,421
142.155,407
142.180,384
142.205,369
142.230,368
142.255,365
142.280,344
142.305,304
142.330,258
142.355,215
142.380,172
142.405,118
142.430,53
142.455,-10
142.480,-59
142.505,-99
142.530,-147
142.555,-217
142.580,-294
142.605,-338
142.630,-313
142.655,-216
142.680,-75
142.705,73
142.730,214
142.755,353
142.780,494
142.805,620
142.830,703
142.855,725
142.880,697
142.905,654
142.930,627
142.955,619
142.980,610
143.005,582
143.030,534
143.055,484
143.080,443
143.105,407
143.130,361
143.155,302
143.180,242
143.205,188
143.230,132
143.255,56
143.280,-37
143.305,-112
143.330,-115
143.355,-28
143.380,115
143.405,253
143.430,343
143.455,392
143.480,429
143.505,471
143.530,503
143.555,506
143.580,480
143.605,445
143.630,415
143.655,390
143.680,358
143.705,315
143.730,267
143.755,218
143.780,165
143.805,105
143.830,40
143.855,-21
143.880,-83
143.905,-153
143.930,-227
143.955,-275
143.980,-258
144.005,-168
144.030,-37
144.055,85
144.080,174
144.105,237
144.130,292
144.155,339
144.180,363
144.205,357
144.230,338
144.255,332
144.280,341
144.305,347
144.330,332
144.355,299
144.380,264
144.405,234
144.430,196
144.455,145
144.480,90
144.505,49
144.530,16
144.555,-33
144.580,-113
144.605,-194
144.630,-217
144.655,-143
144.680,4
144.705,161
144.730,275
144.755,346
144.780,406
144.805,473
144.830,534
144.855,559
144.880,547
144.905,519
144.930,500
144.955,494
144.980,484
145.005,460
145.030,426
145.055,388
145.080,346
145.105,290
145.130,223
145.155,156
145.180,95
145.205,30
145.230,-52
145.255,-140
145.280,-193
145.305,-169
145.330,-65
145.355,77
145.380,205
145.405,292
145.430,352
145.455,409
145.480,469
145.505,513
145.530,522
145.555,500
145.580,473
145.605,460
145.630,458
145.655,449
145.680,418
145.705,371
145.730,323
145.755,283
145.780,241
145.805,186
145.830,116
145.855,49
145.880,-4
145.905,-52
145.930,-115
145.955,-200
145.980,-278
146.005,-301
146.030,-238
146.055,-103
146.080,52
146.105,182
146.130,271
146.155,337
146.180,399
146.205,458
146.230,498
146.255,508
146.280,495
146.305,480
146.330,476
146.355,479
146.380,475
146.405,450
146.430,407
146.455,359
146.480,314
146.505,271
146.530,219
146.555,156
146.580,93
146.605,43
146.630,2
146.655,-49
146.680,-125
146.705,-205
146.730,-240
146.755,-190
146.780,-59
146.805,100
146.830,233
146.855,318
146.880,375
146.905,431
146.930,489
146.955,529
146.980,539
147.005,529
147.030,521
147.055,522
147.080,526
147.105,517
147.130,493
147.155,459
147.180,420
147.205,374
147.230,322
147.255,268
147.280,212
147.305,155
147.330,93
147.355,33
147.380,-19
147.405,-69
147.430,-131
147.455,-211
147.480,-283
147.505,-301
147.530,-232
147.555,-88
147.580,73
147.605,199
147.630,274
147.655,325
147.680,376
147.705,428
147.730,459
147.755,456
147.780,436
147.805,425
147.830,433
147.855,442
147.880,432
147.905,397
147.930,353
147.955,315
147.980,279
148.005,233
148.030,171
148.055,107
148.080,55
148.105,11
148.130,-45
148.155,-126
148.180,-210
148.205,-248
148.230,-204
148.255,-85
148.280,63
148.305,190
148.330,275
148.355,330
148.380,374
148.405,410
148.430,430
148.455,428
148.480,416
148.505,412
148.530,425
148.555,447
148.580,464
148.605,463
148.630,446
148.655,417
148.680,381
148.705,338
148.730,284
148.755,219
148.780,152
148.805,93
148.830,45
148.855,0
148.880,-64
148.905,-146
148.930,-218
148.955,-231
148.980,-154
149.005,-5
149.030,158
149.055,282
149.080,349
149.105,387
149.130,426
149.155,471
149.180,501
149.205,501
149.230,482
149.255,470
149.280,475
149.305,485
149.330,478
149.355,446
149.380,405
149.405,367
149.430,330
149.455,282
149.480,219
149.505,154
149.530,102
149.555,62
149.580,12
149.605,-62
149.630,-143
149.655,-184
149.680,-145
149.705,-27
149.730,123
149.755,253
149.780,336
149.805,381
149.830,415
149.855,448
149.880,473
149.905,478
149.930,461
149.955,436
149.980,418
150.005,408
150.030,394
150.055,366
150.080,322
150.105,273
150.130,227
150.155,184
150.180,138
150.205,82
150.230,24
150.255,-25
150.280,-64
150.305,-106
150.330,-167
150.355,-241
150.380,-290
150.405,-266
150.430,-156
150.455,4
150.480,154
150.505,255
150.530,313
150.555,360
150.580,410
150.605,450
150.630,460
150.655,445
150.680,432
150.705,438
150.730,451
150.755,447
150.780,419
150.805,382
150.830,353
150.855,327
150.880,285
150.905,222
150.930,158
150.955,110
150.980,69
151.005,8
151.030,-74
151.055,-141
151.080,-137
151.105,-42
151.130,104
151.155,242
151.180,336
151.205,394
151.230,439
151.255,479
151.280,502
151.305,499
151.330,478
151.355,461
151.380,457
151.405,458
151.430,452
151.455,430
151.480,396
151.505,356
151.530,311
151.555,264
151.580,213
151.605,156
151.630,94
151.655,34
151.680,-18
151.705,-64
151.730,-117
151.755,-191
151.780,-271
151.805,-312
151.830,-268
151.855,-133
151.880,41
151.905,188
151.930,277
151.955,327
151.980,374
152.005,431
152.030,474
152.055,482
152.080,463
152.105,447
152.130,450
152.155,459
152.180,449
152.205,414
152.230,371
152.255,334
152.280,299
152.305,250
152.330,186
152.355,125
152.380,80
152.405,37
152.430,-25
152.455,-111
152.480,-178
152.505,-173
152.530,-78
152.555,70
152.580,216
152.605,319
152.630,382
152.655,430
152.680,474
152.705,510
152.730,522
152.755,513
152.780,495
152.805,483
152.830,479
152.855,472
152.880,451
152.905,414
152.930,366
152.955,317
152.980,269
153.005,220
153.030,161
153.055,95
153.080,32
153.105,-18
153.130,-67
153.155,-129
153.180,-210
153.205,-280
153.230,-287
153.255,-201
153.280,-45
153.305,119
153.330,240
153.355,310
153.380,359
153.405,409
153.430,453
153.455,466
153.480,448
153.505,424
153.530,421
153.555,434
153.580,436
153.605,410
153.630,365
153.655,323
153.680,291
153.705,255
153.730,202
153.755,141
153.780,89
153.805,47
153.830,-3
153.855,-78
153.880,-150
153.905,-171
153.930,-106
153.955,28
153.980,176
154.005,287
154.030,355
154.055,401
154.080,446
154.105,484
154.130,499
154.155,485
154.180,459
154.205,443
154.230,441
154.255,438
154.280,416
154.305,375
154.330,329
154.355,288
154.380,248
154.405,199
154.430,139
154.455,77
154.480,26
154.505,-17
154.530,-72
154.555,-149
154.580,-232
154.605,-274
154.630,-236
154.655,-116
154.680,40
154.705,178
154.730,270
154.755,327
154.780,378
154.805,435
154.830,480
154.855,493
154.880,474
154.905,449
154.930,442
154.955,450
154.980,451
155.005,429
155.030,386
155.055,342
155.080,305
155.105,265
155.130,212
155.155,150
155.180,95
155.205,54
155.230,11
155.255,-53
155.280,-133
155.305,-183
155.330,-160
155.355,-56
155.380,87
155.405,217
155.430,306
155.455,365
155.480,418
155.505,469
155.530,505
155.555,515
155.580,504
155.605,490
155.630,486
155.655,485
155.680,477
155.705,455
155.730,423
155.755,385
155.780,343
155.805,299
155.830,251
155.855,200
155.880,142
155.905,82
155.930,25
155.955,-21
155.980,-62
156.005,-116
156.030,-189
156.055,-260
156.080,-285
156.105,-231
156.130,-107
156.155,39
156.180,160
156.205,239
156.230,295
156.255,349
156.280,399
156.305,431
156.330,434
156.355,422
156.380,417
156.405,426
156.430,435
156.455,426
156.480,395
156.505,355
156.530,321
156.555,291
156.580,255
156.605,202
156.630,141
156.655,89
156.680,51
156.705,12
156.730,-44
156.755,-114
156.780,-160
156.805,-140
156.830,-45
156.855,90
156.880,213
156.905,295
156.930,347
156.955,398
156.980,455
157.005,499
157.030,510
157.055,496
157.080,484
157.105,489
157.130,502
157.155,500
157.180,477
157.205,449
157.230,428
157.255,411
157.280,381
157.305,332
157.330,275
157.355,223
157.380,172
157.405,111
157.430,43
157.455,-14
157.480,-56
157.505,-98
157.530,-164
157.555,-244
157.580,-289
157.605,-247
157.630,-120
157.655,35
157.680,157
157.705,229
157.730,280
157.755,337
157.780,396
157.805,431
157.830,432
157.855,423
157.880,427
157.905,447
157.930,464
157.955,465
157.980,456
158.005,445
158.030,428
158.055,393
158.080,342
158.105,289
158.130,248
158.155,212
158.180,162
158.205,98
158.230,38
158.255,-2
158.280,-37
158.305,-97
158.330,-182
158.355,-247
158.380,-233
158.405,-125
158.430,33
158.455,178
158.480,276
158.505,342
158.530,405
158.555,469
158.580,515
158.605,525
158.630,510
158.655,495
158.680,495
158.705,503
158.730,501
158.755,480
158.780,445
158.805,406
158.830,368
158.855,327
158.880,280
158.905,226
158.930,168
158.955,115
158.980,70
159.005,23
159.030,-38
159.055,-117
159.080,-192
159.105,-224
159.130,-181
159.155,-70
159.180,71
159.205,196
159.230,282
159.255,336
159.280,378
159.305,415
159.330,437
159.355,437
159.380,420
159.405,404
159.430,403
159.455,411
159.480,411
159.505,392
159.530,356
159.555,317
159.580,282
159.605,244
159.630,194
159.655,132
159.680,74
159.705,30
159.730,-9
159.755,-67
159.780,-156
159.805,-248
159.830,-287
159.855,-234
159.880,-98
159.905,64
159.930,198
159.955,284
159.980,341
160.005,396
160.030,447
160.055,476
160.080,470
160.105,448
160.130,439
160.155,456
160.180,480
160.205,483
160.230,452
160.255,400
160.280,347
160.305,303
160.330,257
160.355,196
160.380,125
160.405,58
160.430,10
160.455,-23
160.480,-67
160.505,-134
160.530,-210
160.555,-250
160.580,-211
160.605,-87
160.630,81
160.655,237
160.680,344
160.705,408
160.730,457
160.755,508
160.780,553
160.805,577
160.830,579
160.855,577
160.880,588
160.905,604
160.930,602
160.955,564
160.980,497
161.005,426
161.030,364
161.055,304
161.080,231
161.105,145
161.130,69
161.155,26
161.180,5
161.205,-30
161.230,-110
161.255,-212
161.280,-274
161.305,-242
161.330,-114
161.355,49
161.380,182
161.405,255
161.430,289
161.455,320
161.480,360
161.505,394
161.530,408
161.555,404
161.580,400
161.605,401
161.630,400
161.655,383
161.680,349
161.705,303
161.730,251
161.755,194
161.780,134
161.805,78
161.830,27
161.855,-28
161.880,-98
161.905,-168
161.930,-200
161.955,-155
161.980,-34
162.005,118
162.030,244
162.055,321
162.080,367
162.105,410
162.130,459
162.155,493
162.180,494
162.205,472
162.230,456
162.255,459
162.280,471
162.305,466
162.330,437
162.355,397
162.380,364
162.405,335
162.430,295
162.455,239
162.480,177
162.505,126
162.530,78
162.555,13
162.580,-78
162.605,-166
162.630,-196
162.655,-135
162.680,-5
162.705,134
162.730,235
162.755,296
162.780,344
162.805,396
162.830,440
162.855,452
162.880,432
162.905,407
162.930,399
162.955,401
162.980,388
163.005,346
163.030,287
163.055,234
163.080,192
163.105,148
163.130,91
163.155,31
163.180,-15
163.205,-52
163.230,-99
163.255,-166
163.280,-222
163.305,-218
163.330,-126
163.355,25
163.380,176
163.405,279
163.430,336
163.455,381
163.480,435
163.505,485
163.530,506
163.555,493
163.580,469
163.605,460
163.630,466
163.655,465
163.680,441
163.705,396
163.730,351
163.755,316
163.780,279
163.805,225
163.830,157
163.855,94
163.880,48
163.905,7
163.930,-52
163.955,-133
163.980,-197
164.005,-194
164.030,-103
164.055,39
164.080,175
164.105,266
164.130,320
164.155,366
164.180,416
164.205,456
164.230,464
164.255,445
164.280,425
164.305,420
164.330,426
164.355,421
164.380,395
164.405,357
164.430,318
164.455,276
164.480,227
164.505,171
164.530,120
164.555,77
164.580,29
164.605,-36
164.630,-109
164.655,-145
164.680,-107
164.705,1
164.730,138
164.755,252
164.780,324
164.805,373
164.830,420
164.855,466
164.880,491
164.905,487
164.930,465
164.955,448
164.980,445
165.005,445
165.030,432
165.055,399
165.080,357
165.105,316
165.130,275
165.155,226
165.180,163
165.205,95
165.230,36
165.255,-9
165.280,-55
165.305,-119
165.330,-202
165.355,-272
165.380,-285
165.405,-216
165.430,-84
165.455,61
165.480,175
165.505,249
165.530,307
165.555,368
165.580,428
165.605,462
165.630,457
165.655,432
165.680,420
165.705,432
165.730,447
165.755,437
165.780,399
165.805,354
165.830,321
165.855,293
165.880,250
165.905,187
165.930,122
165.955,76
165.980,44
166.005,-3
166.030,-82
166.055,-161
166.080,-182
166.105,-110
166.130,31
166.155,181
166.180,294
166.205,368
166.230,431
166.255,499
166.280,560
166.305,588
166.330,578
166.355,551
166.380,530
166.405,522
166.430,516
166.455,498
166.480,463
166.505,418
166.530,369
166.555,319
166.580,266
166.605,209
166.630,148
166.655,85
166.680,25
166.705,-26
166.730,-75
166.755,-135
166.780,-211
166.805,-286
166.830,-319
166.855,-273
166.880,-152
166.905,-2
166.930,122
166.955,202
166.980,261
167.005,326
167.030,397
167.055,449
167.080,461
167.105,445
167.130,434
167.155,442
167.180,454
167.205,445
167.230,411
167.255,370
167.280,337
167.305,305
167.330,256
167.355,188
167.380,122
167.405,78
167.430,44
167.455,-6
167.480,-84
167.505,-153
167.530,-164
167.555,-93
167.580,32
167.605,159
167.630,256
167.655,324
167.680,381
167.705,434
167.730,471
167.755,483
167.780,473
167.805,459
167.830,452
167.855,454
167.880,457
167.905,451
167.930,429
167.955,391
167.980,343
168.005,296
168.030,254
168.055,212
168.080,158
168.105,92
168.130,30
168.155,-17
168.180,-59
168.205,-118
168.230,-200
168.255,-270
168.280,-276
168.305,-194
168.330,-50
168.355,96
168.380,206
168.405,282
168.430,350
168.455,423
168.480,485
168.505,514
168.530,511
168.555,496
168.580,489
168.605,493
168.630,496
168.655,484
168.680,457
168.705,421
168.730,382
168.755,341
168.780,299
168.805,251
168.830,197
168.855,140
168.880,88
168.905,43
168.930,-5
168.955,-70
168.980,-148
169.005,-205
169.030,-197
169.055,-106
169.080,35
169.105,173
169.130,268
169.155,325
169.180,370
169.205,421
169.230,464
169.255,480
169.280,466
169.305,444
169.330,434
169.355,438
169.380,438
169.405,420
169.430,385
169.455,348
169.480,315
169.505,280
169.530,233
169.555,172
169.580,113
169.605,67
169.630,30
169.655,-16
169.680,-87
169.705,-165
169.730,-209
169.755,-180
169.780,-76
169.805,60
169.830,181
169.855,259
169.880,307
169.905,348
169.930,389
169.955,417
169.980,422
170.005,410
170.030,401
170.055,403
170.080,408
170.105,399
170.130,374
170.155,341
170.180,305
170.205,264
170.230,214
170.255,161
170.280,115
170.305,73
170.330,20
170.355,-51
170.380,-119
170.405,-139
170.430,-79
170.455,43
170.480,179
170.505,281
170.530,342
170.555,383
170.580,419
170.605,448
170.630,452
170.655,435
170.680,414
170.705,409
170.730,416
170.755,413
170.780,387
170.805,346
170.830,306
170.855,275
170.880,240
170.905,188
170.930,123
170.955,64
170.980,17
171.005,-28
171.030,-96
171.055,-180
171.080,-238
171.105,-222
171.130,-118
171.155,34
171.180,176
171.205,271
171.230,328
171.255,377
171.280,429
171.305,472
171.330,485
171.355,473
171.380,456
171.405,452
171.430,455
171.455,446
171.480,418
171.505,380
171.530,346
171.555,311
171.580,264
171.605,200
171.630,133
171.655,75
171.680,19
171.705,-49
171.730,-134
171.755,-201
171.780,-203
171.805,-120
171.830,19
171.855,162
171.880,267
171.905,337
171.930,395
171.955,454
171.980,502
172.005,520
172.030,509
172.055,489
172.080,479
172.105,482
172.130,481
172.155,460
172.180,422
172.205,378
172.230,333
172.255,281
172.280,214
172.305,138
172.330,70
172.355,17
172.380,-33
172.405,-102
172.430,-188
172.455,-257
172.480,-260
172.505,-174
172.530,-28
172.555,120
172.580,230
172.605,302
172.630,359
172.655,417
172.680,465
172.705,482
172.730,467
172.755,443
172.780,433
172.805,436
172.830,433
172.855,409
172.880,369
172.905,329
172.930,291
172.955,246
172.980,188
173.005,123
173.030,68
173.055,19
173.080,-38
173.105,-111
173.130,-174
173.155,-180
173.180,-103
173.205,31
173.230,167
173.255,265
173.280,324
173.305,371
173.330,418
173.355,453
173.380,457
173.405,437
173.430,415
173.455,409
173.480,411
173.505,402
173.530,373
173.555,335
173.580,298
173.605,260
173.630,210
173.655,148
173.680,89
173.705,39
173.730,-14
173.755,-87
173.780,-168
173.805,-211
173.830,-171
173.855,-49
173.880,105
173.905,230
173.930,306
173.955,355
173.980,408
174.005,465
174.030,501
174.055,497
174.080,469
174.105,447
174.130,444
174.155,445
174.180,426
174.205,385
174.230,340
174.255,304
174.280,268
174.305,216
174.330,146
174.355,78
174.380,28
174.405,-12
174.430,-67
174.455,-148
174.480,-223
174.505,-242
174.530,-175
174.555,-41
174.580,108
174.605,226
174.630,304
174.655,361
174.680,419
174.705,473
174.730,506
174.755,509
174.780,491
174.805,473
174.830,469
174.855,471
174.880,459
174.905,427
174.930,384
174.955,345
174.980,312
175.005,274
175.030,218
175.055,151
175.080,91
175.105,48
175.130,7
175.155,-55
175.180,-139
175.205,-209
175.230,-213
175.255,-130
175.280,9
175.305,151
175.330,255
175.355,321
175.380,374
175.405,430
175.430,477
175.455,497
175.480,487
175.505,466
175.530,455
175.555,457
175.580,458
175.605,442
175.630,407
175.655,364
175.680,324
175.705,285
175.730,240
175.755,183
175.780,121
175.805,65
175.830,20
175.855,-25
175.880,-87
175.905,-162
175.930,-221
175.955,-223
175.980,-148
176.005,-18
176.030,114
176.055,214
176.080,277
176.105,325
176.130,375
176.155,418
176.180,436
176.205,429
176.230,415
176.255,414
176.280,421
176.305,418
176.330,396
176.355,362
176.380,331
176.405,302
176.430,262
176.455,205
176.480,145
176.505,99
176.530,61
176.555,10
176.580,-63
176.605,-131
176.630,-144
176.655,-74
176.680,57
176.705,194
176.730,291
176.755,348
176.780,388
176.805,431
176.830,468
176.855,481
176.880,467
176.905,443
176.930,430
176.955,431
176.980,431
177.005,414
177.030,380
177.055,340
177.080,300
177.105,258
177.130,204
177.155,140
177.180,79
177.205,30
177.230,-9
177.255,-60
177.280,-133
177.305,-212
177.330,-253
177.355,-219
177.380,-105
177.405,46
177.430,180
177.455,268
177.480,322
177.505,370
177.530,424
177.555,468
177.580,479
177.605,460
177.630,437
177.655,433
177.680,444
177.705,443
177.730,415
177.755,368
177.780,324
177.805,290
177.830,254
177.855,200
177.880,135
177.905,80
177.930,38
177.955,-8
177.980,-81
178.005,-163
178.030,-204
178.055,-159
178.080,-33
178.105,119
178.130,241
178.155,316
178.180,371
178.205,429
178.230,488
178.255,524
178.280,528
178.305,513
178.330,502
178.355,502
178.380,501
178.405,488
178.430,464
178.455,434
178.480,399
178.505,356
178.530,303
178.555,249
178.580,198
178.605,148
178.630,91
178.655,29
178.680,-26
178.705,-72
178.730,-122
178.755,-189
178.780,-264
178.805,-300
178.830,-254
178.855,-122
178.880,44
178.905,184
178.930,272
178.955,324
178.980,375
179.005,430
179.030,469
179.055,475
179.080,458
179.105,445
179.130,451
179.155,462
179.180,456
179.205,425
179.230,383
179.255,344
179.280,308
179.305,261
179.330,201
179.355,140
179.380,94
179.405,61
179.430,18
179.455,-48
179.480,-126
179.505,-170
179.530,-143
179.555,-43
179.580,94
179.605,221
179.630,313
179.655,374
179.680,420
179.705,458
179.730,482
179.755,483
179.780,464
179.805,445
179.830,438
179.855,444
179.880,444
179.905,424
179.930,383
179.955,334
179.980,289
180.005,246
180.030,196
180.055,136
180.080,75
180.105,25
180.130,-18
180.155,-71
180.180,-147
180.205,-228
180.230,-271
180.255,-233
180.280,-114
180.305,43
180.330,183
180.355,276
180.380,335
180.405,385
180.430,439
180.455,481
180.480,492
180.505,474
180.530,453
180.555,450
180.580,460
180.605,460
180.630,434
180.655,388
180.680,342
180.705,304
180.730,265
180.755,210
180.780,142
180.805,82
180.830,40
180.855,2
180.880,-56
180.905,-139
180.930,-210
180.955,-217
180.980,-136
181.005,4
181.030,151
181.055,264
181.080,339
181.105,394
181.130,445
181.155,486
181.180,505
181.205,501
181.230,488
181.255,478
181.280,475
181.305,473
181.330,462
181.355,436
181.380,398
181.405,354
181.430,311
181.455,269
181.480,222
181.505,163
181.530,96
181.555,36
181.580,-10
181.605,-50
181.630,-106
181.655,-182
181.680,-246
181.705,-252
181.730,-170
181.755,-22
181.780,132
181.805,248
181.830,318
181.855,367
181.880,417
181.905,465
181.930,494
181.955,494
181.980,477
182.005,464
182.030,462
182.055,463
182.080,456
182.105,432
182.130,396
182.155,355
182.180,315
182.205,271
182.230,219
182.255,160
182.280,99
182.305,46
182.330,1
182.355,-48
182.380,-113
182.405,-183
182.430,-222
182.455,-195
182.480,-91
182.505,56
182.530,196
182.555,292
182.580,348
182.605,387
182.630,426
182.655,456
182.680,465
182.705,451
182.730,434
182.755,431
182.780,441
182.805,446
182.830,428
182.855,388
182.880,342
182.905,301
182.930,261
182.955,213
182.980,154
183.005,96
183.030,50
183.055,11
183.080,-39
183.105,-111
183.130,-187
183.155,-223
183.180,-183
183.205,-70
183.230,76
183.255,206
183.280,298
183.305,357
183.330,403
183.355,444
183.380,471
183.405,476
183.430,465
183.455,451
183.480,447
183.505,449
183.530,446
183.555,427
183.580,394
183.605,354
183.630,314
183.655,273
183.680,227
183.705,171
183.730,111
183.755,58
183.780,16
183.805,-27
183.830,-87
183.855,-162
183.880,-218
183.905,-210
183.930,-119
183.955,28
183.980,178
184.005,288
184.030,355
184.055,403
184.080,450
184.105,491
184.130,507
184.155,498
184.180,480
184.205,473
184.230,478
184.255,484
184.280,474
184.305,446
184.330,405
184.355,361
184.380,315
184.405,267
184.430,213
184.455,154
184.480,96
184.505,46
184.530,3
184.555,-41
184.580,-105
184.605,-186
184.630,-250
184.655,-249
184.680,-157
184.705,0
184.730,157
184.755,266
184.780,322
184.805,358
184.830,399
184.855,438
184.880,452
184.905,436
184.930,414
184.955,409
184.980,419
185.005,420
185.030,397
185.055,358
185.080,322
185.105,293
185.130,256
185.155,201
185.180,141
185.205,91
185.230,52
185.255,4
185.280,-64
185.305,-131
185.330,-149
185.355,-84
185.380,46
185.405,190
185.430,300
185.455,366
185.480,408
185.505,445
185.530,471
185.555,475
185.580,455
185.605,432
185.630,424
185.655,431
185.680,434
185.705,415
185.730,375
185.755,329
185.780,288
185.805,247
185.830,193
185.855,127
185.880,62
185.905,12
185.930,-28
185.955,-82
185.980,-163
186.005,-248
186.030,-287
186.055,-235
186.080,-97
186.105,72
186.130,211
186.155,296
186.180,345
186.205,391
186.230,443
186.255,480
186.280,483
186.305,461
186.330,441
186.355,441
186.380,450
186.405,443
186.430,412
186.455,369
186.480,330
186.505,293
186.530,245
186.555,181
186.580,116
186.605,64
186.630,18
186.655,-41
186.680,-121
186.705,-187
186.730,-188
186.755,-101
186.780,46
186.805,195
186.830,305
186.855,374
186.880,425
186.905,473
186.930,510
186.955,522
186.980,511
187.005,491
187.030,480
187.055,478
187.080,473
187.105,455
187.130,423
187.155,382
187.180,338
187.205,293
187.230,246
187.255,193
187.280,132
187.305,67
187.330,8
187.355,-37
187.380,-80
187.405,-138
187.430,-217
187.455,-286
187.480,-295
187.505,-210
187.530,-51
187.555,119
187.580,244
187.605,313
187.630,357
187.655,405
187.680,454
187.705,480
187.730,469
187.755,443
187.780,430
187.805,438
187.830,446
187.855,432
187.880,398
187.905,363
187.930,334
187.955,299
187.980,245
188.005,181
188.030,128
188.055,90
188.080,46
188.105,-23
188.130,-104
188.155,-143
188.180,-97
188.205,24
188.230,165
188.255,272
188.280,333
188.305,370
188.330,402
188.355,425
188.380,425
188.405,407
188.430,388
188.455,385
188.480,390
188.505,385
188.530,364
188.555,335
188.580,304
188.605,268
188.630,223
188.655,173
188.680,126
188.705,81
188.730,23
188.755,-51
188.780,-115
188.805,-122
188.830,-50
188.855,76
188.880,202
188.905,290
188.930,338
188.955,366
188.980,383
189.005,384
189.030,367
189.055,344
189.080,332
189.105,333
189.130,333
189.155,319
189.180,293
189.205,264
189.230,233
189.255,197
189.280,153
189.305,107
189.330,62
189.355,10
189.380,-48
189.405,-94
189.430,-86
189.455,-1
189.480,135
189.505,267
189.530,351
189.555,392
189.580,419
189.605,447
189.630,463
189.655,450
189.680,416
189.705,388
189.730,381
189.755,381
189.780,364
189.805,325
189.830,281
189.855,241
189.880,199
189.905,141
189.930,74
189.955,14
189.980,-34
190.005,-92
190.030,-170
190.055,-238
190.080,-242
190.105,-152
190.130,2
190.155,151
190.180,251
190.205,311
190.230,368
190.255,436
190.280,493
190.305,511
190.330,493
190.355,468
190.380,456
190.405,451
190.430,435
190.455,404
190.480,368
190.505,331
190.530,287
190.555,230
190.580,169
190.605,116
190.630,70
190.655,7
190.680,-79
190.705,-161
190.730,-186
190.755,-121
190.780,13
190.805,157
190.830,265
190.855,331
190.880,384
190.905,443
190.930,500
190.955,532
190.980,529
191.005,505
191.030,482
191.055,472
191.080,468
191.105,453
191.130,420
191.155,373
191.180,323
191.205,276
191.230,225
191.255,163
191.280,94
191.305,32
191.330,-15
191.355,-60
191.380,-124
191.405,-210
191.430,-286
191.455,-301
191.480,-226
191.505,-81
191.530,76
191.555,197
191.580,275
191.605,335
191.630,400
191.655,466
191.680,510
191.705,521
191.730,510
191.755,496
191.780,492
191.805,493
191.830,487
191.855,464
191.880,424
191.905,375
191.930,326
191.955,280
191.980,230
192.005,171
192.030,106
192.055,46
192.080,0
192.105,-45
192.130,-107
192.155,-188
192.180,-254
192.205,-258
192.230,-174
192.255,-28
192.280,121
192.305,231
192.330,301
192.355,362
192.380,429
192.405,490
192.430,521
192.455,517
192.480,497
192.505,484
192.530,484
192.555,483
192.580,467
192.605,433
192.630,390
192.655,349
192.680,311
192.705,269
192.730,219
192.755,159
192.780,97
192.805,41
192.830,-8
192.855,-63
192.880,-136
192.905,-213
192.930,-256
192.955,-221
192.980,-104
193.005,51
193.030,185
193.055,268
193.080,318
193.105,371
193.130,432
193.155,476
193.180,479
193.205,452
193.230,429
193.255,431
