df_hash,22ZHK4.L745P3
317.662,36.875
318.637,36.906
319.610,36.906
320.635,36.906
321.705,36.938
322.636,36.938
323.902,36.969
324.776,37.000
325.615,36.969
326.636,37.000
327.606,37.000
328.628,37.000
329.610,36.969
330.632,36.969
332.045,36.938
332.626,36.938
333.601,36.938
334.624,36.906
335.846,36.875
336.623,36.906
337.612,36.875
338.627,36.844
339.597,36.875
340.621,36.875
341.596,36.875
342.619,36.875
343.643,36.875
344.618,36.875
345.763,36.844
346.617,36.812
347.641,36.844
348.616,36.875
349.671,36.906
350.620,36.938
351.705,36.906
352.613,36.969
353.642,36.938
354.612,36.938
355.636,37.000
356.610,36.969
357.635,36.969
358.615,36.969
359.633,36.938
361.070,36.906
361.633,36.875
362.859,36.844
363.631,36.844
364.610,36.875
365.630,36.875
366.605,36.906
367.632,36.906
368.604,36.938
369.627,36.969
370.602,36.969
371.744,36.938
372.601,36.938
373.649,36.969
374.600,36.969
375.625,37.000
376.603,37.000
377.622,36.969
378.597,36.969
379.621,36.938
380.621,36.969
381.620,37.031
382.841,37.000
383.619,37.000
384.642,37.000
385.617,36.969
386.885,36.938
387.616,36.906
388.591,36.938
389.615,36.906
390.615,36.906
391.663,36.938
392.638,36.906
393.612,36.906
394.636,36.906
395.611,36.906
396.635,36.938
397.610,36.969
398.634,37.000
399.609,37.000
400.633,36.969
401.631,36.938
402.631,36.938
403.606,36.906
404.630,36.906
405.606,36.906
406.628,36.906
407.604,36.906
408.628,36.875
409.602,36.875
410.627,36.875
411.604,36.875
412.629,36.875
413.615,36.875
414.624,36.844
415.599,36.844
416.768,36.844
417.598,36.812
418.621,36.844
419.596,36.844
420.620,36.875
421.595,36.875
422.619,36.906
423.840,36.938
424.636,37.000
425.593,36.969
426.616,36.969
427.786,37.000
428.615,37.000
429.590,36.969
430.614,36.969
431.637,36.969
432.613,36.938
433.591,36.938
434.936,36.906
435.586,36.906
436.612,36.938
437.939,36.875
438.609,36.875
439.633,36.875
440.608,36.812
441.654,36.844
442.607,36.844
443.637,36.781
444.605,36.781
445.629,36.844
446.801,36.844
447.628,36.906
448.656,36.875
449.627,36.875
450.601,36.906
451.728,36.969
452.600,36.969
453.625,37.031
454.599,37.062
455.623,36.969
456.640,37.000
457.622,36.938
458.609,36.938
459.773,36.906
460.609,36.938
461.624,36.875
462.846,36.875
463.618,36.875
464.593,36.875
465.621,36.875
466.592,36.844
467.959,36.844
468.595,36.844
469.621,36.875
470.637,36.844
471.641,36.875
472.597,36.875
473.612,36.875
474.614,36.875
475.635,36.844
476.585,36.844
477.613,36.875
478.588,36.844
479.608,36.844
480.589,36.844
481.606,36.812
482.582,36.812
483.606,36.781
484.779,36.781
485.643,36.781
486.972,36.781
487.603,36.812
488.627,36.844
489.603,36.906
490.627,36.906
491.601,36.906
492.624,36.906
493.600,36.938
494.623,36.969
495.893,36.938
