df_hash,22ZHK4.L745P3
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.HN75
person_label,V121
date_time_start,2026-04-06_13-33-18.934000_+03
date_time_start_unix,1775464398.934
date_time_end,2026-04-06_13-41-40.504000_+03
length_difference_noticed,no

time,temperature
3.662,34.938
4.695,34.938
5.662,34.969
6.682,34.906
7.656,34.938
8.680,34.938
9.655,34.969
11.068,34.969
11.703,35.000
12.678,35.094
13.653,35.125
14.676,35.125
15.651,35.094
16.675,35.156
17.650,35.188
18.674,35.250
19.649,35.281
20.725,35.344
21.891,35.312
22.671,35.250
23.646,35.312
24.673,35.312
25.647,35.375
26.775,35.438
27.644,35.438
28.668,35.438
29.849,35.438
30.711,35.469
31.690,35.531
32.671,35.531
33.641,35.500
34.671,35.531
35.639,35.531
36.663,35.531
37.639,35.531
38.662,35.562
39.638,35.625
40.809,35.625
41.642,35.625
42.665,35.625
43.738,35.656
44.658,35.656
45.640,35.688
46.802,35.688
47.638,35.688
48.661,35.688
49.885,35.688
50.654,35.688
51.679,35.688
52.659,35.719
53.677,35.719
54.703,35.719
55.675,35.750
56.701,35.781
57.917,35.812
58.649,35.812
59.672,35.812
60.668,35.844
61.672,35.875
62.646,35.875
63.670,35.875
64.651,35.906
65.683,35.875
66.649,35.906
67.668,35.875
68.743,35.875
69.667,35.938
70.642,35.906
71.666,35.906
72.640,35.906
73.674,35.906
74.639,35.938
75.662,35.969
76.638,35.938
77.662,35.969
78.637,36.000
79.660,36.000
80.635,36.000
81.659,36.062
82.707,36.094
83.658,36.094
84.633,36.156
85.657,36.156
86.632,36.188
87.704,36.156
88.630,36.188
89.654,36.219
90.629,36.250
91.716,36.281
92.836,36.125
93.652,36.125
94.653,36.125
95.650,36.125
96.625,36.125
97.649,36.125
98.678,36.125
99.648,36.125
100.673,36.125
101.670,36.094
102.671,36.188
103.891,36.250
104.702,36.250
105.644,36.312
106.671,36.250
107.643,36.281
108.667,36.312
109.668,36.281
110.668,36.281
111.645,36.312
112.664,36.344
113.639,36.312
114.712,36.281
115.638,36.281
116.662,36.312
117.637,36.375
118.660,36.344
119.643,36.375
120.659,36.406
121.975,36.438
122.658,36.438
123.633,36.500
124.657,36.469
125.830,36.500
126.657,36.531
127.662,36.469
128.654,36.469
130.019,36.469
130.653,36.469
131.628,36.469
132.656,36.469
133.678,36.469
134.650,36.500
135.677,36.500
136.699,36.469
137.624,36.500
138.648,36.500
139.655,36.469
140.647,36.469
141.868,36.438
142.646,36.438
143.621,36.438
144.645,36.438
145.668,36.438
146.694,36.469
147.667,36.469
148.642,36.469
149.665,36.500
150.885,36.469
151.669,36.438
152.639,36.406
153.663,36.438
154.643,36.469
155.662,36.500
156.646,36.531
157.677,36.656
158.636,36.688
159.680,36.688
160.636,36.719
161.664,36.906
162.633,36.938
163.667,36.938
164.632,36.906
165.655,36.906
166.684,36.875
167.655,36.750
168.651,36.719
169.721,36.750
170.628,36.719
171.701,36.594
172.636,36.594
173.682,36.594
174.626,36.625
175.655,36.594
176.625,36.625
177.648,36.625
178.670,36.625
179.647,36.625
180.622,36.656
181.651,36.688
182.767,36.688
183.751,36.656
184.620,36.656
185.644,36.656
186.670,36.625
187.645,36.625
188.617,36.656
189.895,36.656
190.623,36.656
191.663,36.625
192.617,36.594
193.640,36.625
194.618,36.625
195.640,36.656
196.664,36.625
197.668,36.625
198.660,36.625
199.647,36.625
200.659,36.594
201.642,36.625
202.706,36.594
203.658,36.625
204.656,36.625
205.641,36.625
206.675,36.625
207.730,36.625
208.653,36.656
209.633,36.656
210.666,36.688
211.678,36.688
212.653,36.719
213.626,36.719
214.657,36.719
215.632,36.719
216.649,36.688
217.624,36.750
218.651,36.750
219.674,36.750
220.646,36.781
221.623,36.781
222.648,36.844
223.680,36.844
224.671,36.844
225.716,36.875
226.643,36.875
227.633,36.875
228.643,36.875
229.616,36.875
230.644,36.875
231.615,36.875
232.639,36.812
233.906,36.781
234.642,36.781
235.613,36.750
236.640,36.781
237.611,36.750
238.635,36.750
239.610,36.750
240.634,36.719
241.657,36.719
242.633,36.750
243.754,36.750
244.634,36.750
245.655,36.750
246.648,36.750
247.653,36.750
248.631,36.750
249.677,36.750
250.628,36.750
251.659,36.750
252.665,36.781
253.650,36.781
254.625,36.781
255.649,36.812
256.624,36.812
257.648,36.812
258.915,36.812
259.646,36.844
260.623,36.875
261.645,36.906
262.659,36.906
263.646,36.875
264.619,36.875
265.643,36.875
266.623,36.906
267.642,36.906
268.618,36.875
269.640,36.906
270.618,36.906
271.639,36.875
272.614,36.844
273.832,36.844
274.613,36.844
275.834,36.812
276.612,36.812
277.641,36.781
278.759,36.812
279.634,36.781
280.609,36.812
281.637,36.844
282.609,36.875
283.633,36.844
284.852,36.844
285.630,36.906
286.605,36.875
287.629,36.906
288.653,36.844
289.728,36.812
290.619,36.812
291.629,36.781
292.653,36.750
293.625,36.750
294.649,36.750
295.626,36.719
296.648,36.688
297.623,36.656
298.646,36.750
299.675,36.719
300.645,36.719
301.643,36.750
302.644,36.750
303.681,36.750
304.685,36.781
305.618,36.781
306.642,36.812
307.666,36.812
308.643,36.812
309.656,36.844
310.646,36.844
311.614,36.844
312.646,36.875
313.613,36.875
314.640,36.875
315.661,36.875
316.636,36.906
