df_hash,22ZHK4.34VB5M
319.080,33.656
320.143,33.688
321.102,33.688
322.102,33.719
323.090,33.719
324.101,33.688
325.076,33.719
326.102,33.719
327.429,33.719
328.100,33.719
329.122,33.750
330.097,33.781
331.126,33.812
332.098,33.812
333.366,33.812
334.143,33.844
335.122,33.844
336.098,33.875
337.117,33.875
338.092,33.875
339.116,33.906
340.093,33.875
341.114,33.875
342.090,33.875
343.113,33.844
344.101,33.844
345.112,33.844
346.087,33.844
347.111,33.812
348.486,33.844
349.110,33.812
350.160,33.781
351.109,33.844
352.083,33.875
353.134,33.875
354.082,33.875
355.207,33.906
356.086,33.875
357.110,33.906
358.086,33.875
359.103,33.875
360.078,33.906
361.102,33.875
362.097,33.875
363.102,33.875
364.222,33.844
365.346,33.812
366.075,33.812
367.191,33.781
368.109,33.812
369.143,33.812
370.190,33.781
371.096,33.812
372.074,33.781
373.094,33.781
374.118,33.750
375.097,33.781
376.117,33.750
377.092,33.781
378.116,33.812
379.091,33.812
380.115,33.812
381.091,33.812
382.113,33.844
383.089,33.844
384.112,33.875
385.087,33.844
386.111,33.875
387.086,33.875
388.110,33.906
389.087,33.906
390.112,33.938
391.202,33.938
392.107,33.906
393.082,33.906
394.159,33.938
395.081,33.969
396.105,33.969
397.080,33.938
398.107,33.906
399.079,33.938
400.104,33.938
401.077,33.938
402.101,33.938
403.076,33.938
404.100,33.906
405.130,33.906
406.196,33.906
407.116,33.906
408.097,33.875
409.072,33.875
410.096,33.875
411.071,33.875
412.341,33.875
413.167,33.906
414.094,33.906
415.068,33.938
416.100,33.906
417.164,33.969
418.138,34.000
419.090,34.000
420.090,34.000
421.065,34.000
422.089,34.000
423.198,34.000
424.125,34.031
425.064,34.000
426.283,34.000
427.159,33.969
428.085,33.969
429.157,33.938
430.108,33.938
431.220,33.938
432.250,33.906
433.106,33.938
434.227,33.938
435.105,33.938
436.080,33.969
437.103,33.969
438.324,33.969
439.102,34.031
440.077,34.062
441.101,34.062
442.081,34.094
443.127,34.094
444.096,34.094
445.099,34.094
446.122,34.125
447.097,34.125
448.075,34.125
449.194,34.156
450.071,34.156
451.095,34.219
452.109,34.219
453.487,34.156
454.217,34.188
455.114,34.188
456.067,34.219
457.091,34.219
458.212,34.219
459.139,34.188
460.067,34.188
461.089,34.188
462.064,34.156
463.087,34.188
464.536,34.219
465.086,34.219
466.062,34.219
467.085,34.156
468.060,34.188
469.106,34.188
470.092,34.188
471.377,34.156
472.057,34.219
473.124,34.188
474.105,34.125
475.277,34.094
476.103,34.125
477.099,34.125
478.102,34.125
479.079,34.125
480.101,34.125
481.076,34.125
482.137,34.094
483.098,34.125
484.099,34.156
485.219,34.188
486.097,34.156
487.072,34.188
488.242,34.219
489.071,34.219
490.096,34.188
491.321,34.219
492.094,34.250
