df_hash,22ZHK4.34VB5M
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.FPTK
person_label,V77
date_time_start,2025-11-03_14-11-39.549000_+03
date_time_start_unix,1762164699.549
date_time_end,2025-11-03_14-19-57.483000_+03
length_difference_noticed,no

time,temperature
5.155,30.469
6.153,30.531
7.130,30.578
8.152,30.609
9.176,30.656
10.151,30.688
11.126,30.703
12.396,30.781
13.127,30.812
14.148,30.844
15.223,30.906
16.196,30.922
17.122,30.938
18.146,30.984
19.122,31.016
20.145,31.078
21.120,31.125
22.192,31.125
23.148,31.141
24.142,31.188
25.168,31.188
26.141,31.266
27.116,31.297
28.166,31.312
29.115,31.344
30.188,31.375
31.332,31.375
32.137,31.406
33.113,31.422
34.136,31.438
35.111,31.484
36.135,31.469
37.158,31.516
38.134,31.516
39.181,31.453
40.257,31.484
41.156,31.531
42.130,31.547
43.155,31.625
44.571,31.609
45.153,31.609
46.128,31.641
47.152,31.656
48.153,31.688
49.151,31.766
50.175,31.781
51.455,31.797
52.125,31.828
53.148,31.812
54.123,31.875
55.147,31.922
56.222,31.938
57.146,31.969
58.121,32.000
59.144,32.031
60.412,32.000
61.143,32.031
62.118,32.062
63.339,32.125
64.117,32.094
65.142,32.062
66.116,32.062
67.140,32.094
68.115,32.125
69.138,32.125
70.113,32.219
71.160,32.219
72.112,32.219
73.136,32.219
74.133,32.219
75.134,32.281
76.110,32.281
77.157,32.281
78.152,32.281
79.132,32.250
80.117,32.219
81.131,32.250
82.398,32.250
83.130,32.281
84.105,32.312
85.128,32.312
86.152,32.312
87.127,32.312
88.200,32.312
89.126,32.375
90.150,32.406
91.125,32.406
92.148,32.438
93.518,32.469
94.147,32.469
95.122,32.500
96.145,32.531
97.336,32.594
98.145,32.562
99.126,32.562
100.289,32.531
101.124,32.562
102.296,32.531
103.326,32.562
104.140,32.594
105.116,32.594
106.139,32.594
107.114,32.594
108.145,32.656
109.113,32.688
110.208,32.688
111.160,32.688
112.138,32.719
113.436,32.719
114.135,32.688
115.110,32.688
116.331,32.719
117.157,32.750
118.132,32.750
119.205,32.750
120.131,32.781
121.109,32.812
122.170,32.812
123.105,32.781
124.128,32.812
125.496,32.844
126.134,32.875
127.299,32.875
128.185,32.875
129.296,32.906
130.158,32.938
131.130,32.906
132.158,32.938
133.147,32.969
134.222,32.969
135.146,32.938
136.143,32.938
137.147,32.906
138.120,32.938
139.143,32.875
140.155,32.875
141.142,32.875
142.166,32.875
143.190,32.906
144.213,32.906
145.140,32.938
146.115,33.000
147.334,33.031
148.117,33.000
149.137,33.125
150.407,33.094
151.185,33.125
152.133,33.125
153.136,33.125
154.158,33.156
155.133,33.156
156.108,33.125
157.155,33.125
158.156,33.188
159.180,33.125
160.203,33.188
161.148,33.188
162.105,33.219
163.173,33.219
164.103,33.188
165.127,33.219
166.112,33.219
167.147,33.188
168.101,33.188
169.232,33.250
170.148,33.250
171.123,33.250
172.126,33.250
173.145,33.250
174.100,33.250
175.121,33.281
176.096,33.281
177.120,33.281
178.095,33.281
179.136,33.281
180.095,33.281
181.117,33.281
182.092,33.281
183.126,33.312
184.140,33.312
185.115,33.312
186.187,33.344
187.167,33.312
188.137,33.344
189.355,33.344
190.136,33.375
191.146,33.406
192.135,33.531
193.356,33.531
194.136,33.500
195.108,33.500
196.132,33.500
197.107,33.531
198.131,33.531
199.107,33.531
200.171,33.500
201.105,33.469
202.128,33.406
203.250,33.406
204.127,33.438
205.102,33.438
206.128,33.438
207.125,33.469
208.125,33.469
209.154,33.469
210.123,33.469
211.098,33.469
212.125,33.469
213.097,33.469
214.170,33.469
215.129,33.500
216.120,33.500
217.144,33.531
218.362,33.500
219.144,33.500
220.117,33.531
221.092,33.500
222.165,33.500
223.139,33.469
224.115,33.469
225.090,33.500
226.113,33.531
227.185,33.500
228.161,33.531
229.087,33.562
230.257,33.562
231.086,33.531
232.110,33.531
233.116,33.562
234.108,33.531
235.232,33.500
236.156,33.500
237.180,33.438
238.106,33.469
239.129,33.531
240.128,33.531
241.128,33.688
242.103,33.656
243.127,33.688
244.128,33.688
245.155,33.750
246.104,33.781
247.135,33.844
248.128,33.844
249.124,33.781
250.098,33.812
251.269,33.656
252.292,33.688
253.121,33.719
254.145,33.750
255.119,33.719
256.095,33.719
257.118,33.719
258.093,33.688
259.125,33.688
260.092,33.656
261.116,33.688
262.139,33.719
263.219,33.688
264.101,33.688
265.113,33.688
266.095,33.688
267.117,33.688
268.185,33.719
269.134,33.719
270.086,33.719
271.137,33.688
272.085,33.656
273.173,33.656
274.238,33.688
275.108,33.656
276.130,33.656
277.107,33.656
278.081,33.656
279.108,33.688
280.121,33.719
281.103,33.719
282.129,33.719
283.107,33.719
284.126,33.656
285.224,33.719
286.164,33.688
287.100,33.688
288.176,33.719
289.247,33.688
290.146,33.688
291.216,33.656
292.121,33.688
293.105,33.656
294.120,33.750
295.118,33.719
296.118,33.719
297.127,33.688
298.117,33.656
299.121,33.656
300.142,33.656
301.091,33.625
302.115,33.625
303.114,33.625
304.113,33.594
305.092,33.562
306.531,33.562
307.089,33.594
308.111,33.562
309.086,33.594
310.134,33.531
311.085,33.531
312.129,33.531
313.089,33.594
314.107,33.625
315.082,33.656
316.203,33.656
317.081,33.656
318.105,33.656
