df_hash,22ZHK4.34VB5M
238.138,0.989
238.168,0.995
238.198,0.994
238.228,0.988
238.258,0.987
238.288,0.989
238.318,0.995
238.348,0.994
238.378,0.994
238.408,0.985
238.438,0.994
238.468,0.990
238.498,0.992
238.528,0.988
238.558,0.990
238.588,0.990
238.618,0.991
238.648,0.990
238.678,0.994
238.708,0.994
238.738,0.997
238.768,0.989
238.798,0.987
238.828,0.979
238.858,0.987
238.888,0.998
238.918,0.998
238.948,0.997
238.978,0.984
239.008,0.986
239.038,0.989
239.068,0.988
239.098,0.992
239.128,0.991
239.158,0.990
239.188,0.996
239.218,0.993
239.248,0.996
239.278,0.988
239.308,0.989
239.338,0.987
239.368,0.995
239.398,0.992
239.428,0.982
239.458,0.991
239.488,0.991
239.518,0.996
239.548,0.995
239.578,0.999
239.608,0.993
239.638,0.996
239.668,0.994
239.698,0.999
239.728,0.982
239.758,0.988
239.788,0.986
239.818,0.987
239.848,0.992
239.878,0.998
239.908,0.999
239.938,0.987
239.968,0.994
239.998,0.994
240.028,0.988
240.058,0.993
240.088,0.982
240.118,0.978
240.148,0.988
240.178,0.979
240.208,0.980
240.238,0.980
240.268,0.993
240.298,1.000
240.328,1.003
240.358,1.011
240.388,1.001
240.418,0.998
240.448,0.991
240.478,0.997
240.508,0.986
240.538,0.985
240.568,0.983
240.598,0.989
240.628,0.990
240.658,0.997
240.688,1.005
240.718,0.993
240.748,0.986
240.778,0.985
240.808,0.982
240.838,0.981
240.868,0.986
240.898,0.990
240.928,0.983
240.958,0.991
240.988,0.990
241.018,0.994
241.048,0.992
241.078,0.992
241.108,0.986
241.138,0.985
241.168,0.993
241.198,0.981
241.228,0.986
241.258,0.993
241.288,0.991
241.318,0.990
241.348,0.988
241.378,0.997
241.408,0.997
241.438,0.984
241.468,0.993
241.498,0.985
241.528,0.985
241.558,0.989
241.588,0.987
241.618,0.984
241.648,0.992
241.678,0.996
241.708,0.989
241.738,0.998
241.768,0.991
241.798,0.990
241.828,0.986
241.858,0.984
241.888,0.991
241.918,0.983
241.948,0.992
241.978,0.990
242.008,0.990
242.038,0.992
242.068,0.987
242.098,0.989
242.128,0.995
242.158,0.986
242.188,0.984
242.218,0.987
242.248,0.991
242.278,0.988
242.308,0.992
242.338,1.002
242.368,0.995
242.398,0.999
242.428,0.996
242.458,0.986
242.488,0.978
242.518,0.982
242.548,0.983
242.578,0.978
242.608,0.976
242.638,0.980
242.668,0.985
242.698,0.991
242.728,0.977
242.758,0.970
242.788,0.974
242.818,0.980
242.848,1.001
242.878,0.993
242.908,0.977
242.938,0.980
242.968,0.977
242.998,0.985
243.028,0.995
243.058,0.997
243.088,0.974
243.118,0.984
243.148,0.969
243.178,0.979
243.208,0.983
243.238,0.983
243.268,0.988
243.298,0.998
243.328,0.986
243.358,0.985
243.388,0.983
243.418,0.986
243.448,0.992
243.478,0.992
243.508,0.987
243.538,0.998
243.568,0.998
243.598,1.002
243.628,1.004
243.658,1.002
243.688,0.994
243.718,0.992
243.748,0.998
243.778,1.002
243.808,0.980
243.838,0.963
243.868,0.967
243.898,0.989
243.928,0.995
243.958,1.003
243.988,1.038
244.018,1.016
244.048,1.009
244.078,1.022
244.108,0.965
244.138,0.942
244.168,0.996
244.198,1.001
244.228,1.005
244.258,1.021
244.288,1.042
244.318,0.995
244.348,0.949
244.378,0.975
244.408,0.976
244.438,0.973
244.468,0.995
244.498,0.994
244.528,0.982
244.558,0.992
244.588,0.981
244.618,0.991
244.648,0.983
244.678,0.985
244.708,0.988
244.738,0.989
244.768,0.994
244.798,0.999
244.828,1.004
244.858,0.991
244.888,0.988
244.918,0.993
244.948,0.982
244.978,0.979
245.008,0.992
245.038,0.993
245.068,0.978
245.098,0.978
245.128,0.969
245.158,0.983
245.188,0.992
245.218,0.986
245.248,0.971
245.278,1.000
245.308,0.998
245.338,0.998
245.368,0.983
245.398,0.986
245.428,0.967
245.458,0.932
245.488,0.957
245.518,0.959
245.548,1.002
245.578,1.031
245.608,1.030
245.638,1.043
245.668,1.013
245.698,1.006
245.728,0.985
245.758,0.990
245.788,1.026
245.818,1.020
245.848,0.980
245.878,0.978
245.908,0.991
245.938,1.006
245.968,1.005
245.998,1.012
246.028,1.002
246.058,0.964
246.088,0.974
246.118,0.958
246.148,0.981
246.178,0.986
246.208,0.959
246.238,0.966
246.268,1.015
246.298,0.988
246.328,0.983
246.358,0.982
246.388,0.970
246.418,0.982
246.448,0.969
246.478,0.993
246.508,0.990
246.538,1.003
246.568,0.983
246.598,0.963
246.628,0.966
246.658,0.985
246.688,0.989
246.718,0.992
246.748,1.000
246.778,1.004
246.808,1.002
246.838,0.995
246.868,1.006
246.898,1.008
246.928,0.998
246.958,0.988
246.988,1.002
247.018,0.988
247.048,0.978
247.078,0.989
247.108,1.003
247.138,1.001
247.168,1.014
247.198,0.988
247.228,1.005
247.258,1.012
247.288,1.010
247.318,1.001
247.348,1.005
247.378,0.994
247.408,0.983
247.438,0.990
247.468,1.012
247.498,1.010
247.528,0.998
247.558,1.003
247.588,1.002
247.618,0.995
247.648,1.002
247.678,1.003
247.708,1.005
247.738,1.003
247.768,1.008
247.798,0.992
247.828,0.998
247.858,1.002
247.888,0.997
247.918,1.004
247.948,1.003
247.978,0.999
248.008,1.002
248.038,0.998
248.068,0.992
248.098,0.993
248.128,0.988
248.158,1.001
248.188,0.988
248.218,1.002
248.248,1.016
248.278,0.999
248.308,0.995
248.338,0.989
248.368,0.983
248.398,0.992
248.428,1.005
248.458,1.003
248.488,1.011
248.518,1.003
248.548,1.007
248.578,1.010
248.608,0.996
248.638,1.022
248.668,1.021
248.698,1.013
248.728,1.008
248.758,1.012
248.788,1.021
248.818,1.015
248.848,1.019
248.878,1.026
248.908,1.003
248.938,1.011
248.968,0.988
248.998,1.009
249.028,1.017
249.058,1.023
249.088,1.034
249.118,1.024
249.148,1.025
249.178,1.021
249.208,1.020
249.238,1.021
249.268,1.021
249.298,1.029
249.328,1.039
249.358,1.019
249.388,1.015
249.418,1.022
249.448,1.013
249.478,1.013
249.508,1.030
249.538,1.021
249.568,1.031
249.598,1.022
249.628,1.019
249.658,1.027
249.688,1.018
249.718,1.029
249.748,1.030
249.778,1.028
249.808,1.028
249.838,1.018
249.868,1.028
249.898,1.030
249.928,1.033
249.958,1.032
249.988,1.021
250.018,1.025
250.048,1.019
250.078,1.021
250.108,1.024
250.138,1.010
250.168,1.018
250.198,1.021
250.228,1.021
250.258,1.022
250.288,1.036
250.318,1.018
250.348,1.012
250.378,1.027
250.408,1.007
250.438,1.022
250.468,1.000
250.498,1.003
250.528,1.018
250.558,1.008
250.588,1.013
250.618,1.007
250.648,0.977
250.678,0.986
250.708,1.010
250.738,1.027
250.768,0.998
250.798,1.016
250.828,1.038
250.858,1.021
250.888,1.026
250.918,1.024
250.948,1.038
250.978,1.013
251.008,1.016
251.038,1.011
251.068,1.001
251.098,1.007
251.128,1.029
251.158,1.019
251.188,1.027
251.218,1.015
251.248,0.993
251.278,1.003
251.308,1.013
251.338,1.019
251.368,1.008
251.398,1.014
251.428,1.016
251.458,1.021
251.488,1.020
251.518,1.026
251.548,1.021
251.578,1.012
251.608,1.014
251.638,1.017
251.668,1.021
251.698,1.007
251.728,1.038
251.758,1.048
251.788,1.030
251.818,1.029
251.848,1.019
251.878,1.006
251.908,1.010
251.938,1.007
251.968,1.011
251.998,1.012
252.028,1.033
252.058,1.041
252.088,1.028
252.118,1.038
252.148,1.018
252.178,1.003
252.208,0.984
252.238,1.011
252.268,1.011
252.298,1.011
252.328,0.942
252.358,1.000
252.388,1.049
252.418,1.048
252.448,1.044
252.478,1.063
252.508,1.027
252.538,0.992
252.568,0.995
252.598,1.010
252.628,1.030
252.658,1.028
252.688,1.024
252.718,1.027
252.748,1.021
252.778,1.011
252.808,1.018
252.838,1.017
252.868,1.020
252.898,1.014
252.928,1.008
252.958,1.014
252.988,1.007
253.018,1.011
253.048,1.010
253.078,1.015
253.108,1.009
253.138,1.018
253.168,1.011
253.198,0.998
253.228,1.000
253.258,1.001
253.288,1.001
253.318,0.995
253.348,0.984
253.378,0.978
253.408,0.979
253.438,0.986
253.468,0.985
253.498,1.002
253.528,1.009
253.558,1.004
253.588,0.999
253.618,0.997
253.648,0.984
253.678,0.988
253.708,0.989
253.738,1.003
253.768,0.992
253.798,1.005
253.828,0.999
253.858,0.998
253.888,1.006
253.918,0.986
253.948,0.976
253.978,0.993
254.008,1.011
254.038,1.032
254.068,1.037
254.098,1.009
254.128,1.014
254.158,1.003
254.188,1.010
254.218,0.997
254.248,0.988
254.278,0.979
254.308,1.006
254.338,1.014
254.368,1.019
254.398,1.014
254.428,1.008
254.458,1.016
254.488,0.989
254.518,1.001
254.548,0.988
254.578,0.988
254.608,0.997
254.638,0.984
254.668,0.981
254.698,0.975
254.728,0.971
254.758,0.975
254.788,0.979
254.818,1.009
254.848,1.001
254.878,0.983
254.908,1.016
254.938,1.009
254.968,1.032
254.998,1.047
255.028,1.033
255.058,1.029
255.088,1.053
255.118,1.040
255.148,1.024
255.178,1.013
255.208,1.021
255.238,1.042
255.268,1.029
255.298,1.051
255.328,1.036
255.358,1.015
255.388,1.026
255.418,1.011
255.448,1.000
255.478,0.984
255.508,0.999
255.538,1.008
255.568,1.006
255.598,0.995
255.628,1.011
255.658,1.027
255.688,1.032
255.718,1.019
255.748,1.015
255.778,1.021
255.808,1.013
255.838,1.035
255.868,1.034
255.898,1.034
255.928,1.012
255.958,0.991
255.988,1.001
256.018,1.006
256.048,0.985
256.078,0.992
256.108,0.994
256.138,1.014
256.168,1.004
256.198,0.991
256.228,1.018
256.258,1.009
256.288,0.988
256.318,0.997
256.348,1.008
256.378,1.000
256.408,0.991
256.438,0.999
256.468,1.000
256.498,0.993
256.528,1.007
256.558,1.005
256.588,1.001
256.618,0.994
256.648,1.004
256.678,0.999
256.708,0.997
256.738,0.988
256.768,0.988
256.798,1.000
256.828,0.997
256.858,1.005
256.888,1.004
256.918,0.988
256.948,0.990
256.978,1.014
257.008,1.005
257.038,1.011
257.068,1.017
257.098,1.011
257.128,1.009
257.158,1.010
257.188,1.021
257.218,1.018
257.248,1.004
257.278,1.011
257.308,1.007
257.338,1.009
257.368,1.013
257.398,1.008
257.428,0.999
257.458,1.001
257.488,0.994
257.518,0.971
257.548,0.995
257.578,1.010
257.608,1.012
257.638,1.029
257.668,1.033
257.698,1.029
257.728,1.025
257.758,1.019
257.788,1.023
257.818,1.025
257.848,1.041
257.878,1.041
257.908,0.978
257.938,0.992
257.968,1.002
257.998,0.977
258.028,0.990
258.058,0.986
258.088,0.982
258.118,1.001
258.148,1.000
258.178,1.012
258.208,1.009
258.238,1.007
258.268,1.000
258.298,0.996
258.328,1.010
258.358,1.007
258.388,1.014
258.418,1.009
258.448,1.014
258.478,1.013
258.508,1.022
258.538,1.016
258.568,1.007
258.598,1.014
258.628,1.006
258.658,1.005
258.688,1.003
258.718,1.002
258.748,1.008
258.778,1.000
258.808,1.008
258.838,1.011
258.868,1.009
258.898,1.010
258.928,1.025
258.958,1.013
258.988,1.023
259.018,1.023
259.048,1.021
259.078,1.006
259.108,1.014
259.138,1.015
259.168,1.008
259.198,1.013
259.228,1.008
259.258,1.011
259.288,1.018
259.318,1.018
259.348,1.014
259.378,1.012
259.408,1.001
259.438,1.011
259.468,1.007
259.498,1.016
259.528,1.018
259.558,1.012
259.588,1.014
259.618,0.999
259.648,1.022
259.678,1.019
259.708,1.026
259.738,1.032
259.768,1.025
259.798,1.029
259.828,1.025
259.858,1.029
259.888,1.023
259.918,1.015
259.948,1.025
259.978,1.024
260.008,1.021
260.038,1.014
260.068,1.023
260.098,1.028
260.128,1.032
260.158,1.028
260.188,1.022
260.218,1.024
260.248,1.022
260.278,1.032
260.308,1.026
260.338,1.019
260.368,1.025
260.398,1.027
260.428,1.023
260.458,1.021
260.488,1.027
260.518,1.023
260.548,1.027
260.578,1.025
260.608,1.020
260.638,1.024
260.668,1.026
260.698,1.024
260.728,1.019
260.758,1.027
260.788,1.024
260.818,1.027
260.848,1.029
260.878,1.028
260.908,1.027
260.938,1.022
260.968,1.025
260.998,1.020
261.028,1.022
261.058,1.029
261.088,1.025
261.118,1.030
261.148,1.023
261.178,1.026
261.208,1.028
261.238,1.024
261.268,1.025
261.298,1.024
261.328,1.022
261.358,1.020
261.388,1.025
261.418,1.022
261.448,1.028
261.478,1.029
261.508,1.024
261.538,1.025
261.568,1.030
261.598,1.026
261.628,1.019
261.658,1.029
261.688,1.027
261.718,1.029
261.748,1.025
261.778,1.024
261.808,1.029
261.838,1.027
261.868,1.026
261.898,1.023
261.928,1.027
261.958,1.031
261.988,1.028
262.018,1.025
262.048,1.021
262.078,1.028
262.108,1.027
262.138,1.025
262.168,1.030
262.198,1.024
262.228,1.024
262.258,1.024
262.288,1.021
262.318,1.026
262.348,1.025
262.378,1.025
262.408,1.031
262.438,1.028
262.468,1.026
262.498,1.023
262.528,1.022
262.558,1.023
262.588,1.022
262.618,1.024
262.648,1.022
262.678,1.025
262.708,1.030
262.738,1.025
262.768,1.021
262.798,1.025
262.828,1.030
262.858,1.023
262.888,1.025
262.918,1.032
262.948,1.033
262.978,1.029
263.008,1.027
263.038,1.022
263.068,1.021
263.098,1.036
263.128,1.032
263.158,1.036
263.188,1.030
263.218,1.029
263.248,1.022
263.278,1.024
263.308,1.021
263.338,1.015
263.368,1.017
263.398,1.015
263.428,1.014
263.458,1.016
263.488,1.010
263.518,1.019
263.548,1.023
263.578,1.021
263.608,1.019
263.638,1.011
263.668,1.007
263.698,1.002
263.728,1.009
263.758,1.009
263.788,1.010
263.818,1.008
263.848,1.003
263.878,1.010
263.908,1.017
263.938,1.013
263.968,1.016
263.998,1.015
264.028,1.017
264.058,1.016
264.088,1.023
264.118,1.021
264.148,1.018
264.178,1.015
264.208,1.002
264.238,1.009
264.268,1.023
264.298,1.010
264.328,1.013
264.358,1.009
264.388,1.015
264.418,1.015
264.448,1.015
264.478,1.000
264.508,0.994
264.538,1.010
264.568,1.012
264.598,1.021
264.628,1.019
264.658,1.006
264.688,0.999
264.718,1.017
264.748,1.039
264.778,1.030
264.808,1.017
264.838,1.001
264.868,0.990
264.898,0.979
264.928,0.979
264.958,0.985
264.988,1.010
265.018,1.019
265.048,1.016
265.078,1.015
265.108,1.039
265.138,1.035
265.168,1.027
265.198,1.027
265.228,1.024
265.258,1.032
265.288,1.035
265.318,1.023
265.348,1.018
265.378,1.024
265.408,1.027
265.438,1.020
265.468,1.020
265.498,1.019
265.528,1.017
265.558,1.021
265.588,1.023
265.618,1.027
265.648,1.021
265.678,1.023
265.708,1.036
265.738,1.023
265.768,1.027
265.798,1.026
265.828,1.020
265.858,1.019
265.888,1.023
265.918,1.025
265.948,1.014
265.978,1.025
266.008,1.033
266.038,1.035
266.068,1.032
266.098,1.021
266.128,1.023
266.158,1.019
266.188,1.021
266.218,1.028
266.248,1.033
266.278,1.024
266.308,1.027
266.338,1.025
266.368,1.021
266.398,1.025
266.428,1.015
266.458,1.028
266.488,1.032
266.518,1.032
266.548,1.023
266.578,1.020
266.608,1.028
266.638,1.027
266.668,1.019
266.698,1.022
266.728,1.020
266.758,1.018
266.788,1.015
266.818,1.007
266.848,1.017
266.878,1.024
266.908,1.018
266.938,1.018
266.968,1.023
266.998,1.021
267.028,1.021
267.058,1.020
267.088,1.023
267.118,1.027
267.148,1.030
267.178,1.026
267.208,1.017
267.238,1.024
267.268,1.024
267.298,1.023
267.328,1.025
267.358,1.025
267.388,1.026
267.418,1.033
267.448,1.031
267.478,1.027
267.508,1.025
267.538,1.023
267.568,1.025
267.598,1.033
267.628,1.030
267.658,1.017
267.688,1.018
267.718,1.018
267.748,1.029
267.778,1.030
267.808,1.033
267.838,1.038
267.868,1.022
267.898,1.036
267.928,1.035
267.958,1.032
267.988,1.044
268.018,1.033
268.048,1.018
268.078,1.005
268.108,1.013
268.138,1.021
268.168,1.029
268.198,1.035
268.228,1.033
268.258,1.028
268.288,1.010
268.318,1.026
268.348,1.021
268.378,1.017
268.408,1.019
268.438,1.026
268.468,1.026
268.498,1.026
268.528,1.029
268.558,1.017
268.588,1.016
268.618,1.021
268.648,1.020
268.678,1.023
268.708,1.021
268.738,1.021
268.768,1.030
268.798,1.039
268.828,1.032
268.858,1.034
268.888,1.036
268.918,1.031
268.948,1.024
268.978,1.030
269.008,1.033
269.038,1.026
269.068,1.026
269.098,1.033
269.128,1.027
269.158,1.032
269.188,1.034
269.218,1.026
269.248,1.027
269.278,1.025
269.308,1.028
269.338,1.032
269.368,1.032
269.398,1.035
269.428,1.024
269.458,1.025
269.488,1.031
269.518,1.024
269.548,1.031
269.578,1.029
269.608,1.033
269.638,1.029
269.668,1.028
269.698,1.025
269.728,1.024
269.758,1.030
269.788,1.027
269.818,1.030
269.848,1.031
269.878,1.024
269.908,1.028
269.938,1.035
269.968,1.027
269.998,1.027
270.028,1.027
270.058,1.024
270.088,1.022
270.118,1.032
270.148,1.022
270.178,1.036
270.208,1.034
270.238,1.025
270.268,1.032
270.298,1.028
270.328,1.032
270.358,1.026
270.388,1.020
270.418,1.024
270.448,1.027
270.478,1.035
270.508,1.038
270.538,1.032
270.568,1.033
270.598,1.030
270.628,1.021
270.658,1.027
270.688,1.024
270.718,1.029
270.748,1.035
270.778,1.023
270.808,1.036
270.838,1.030
270.868,1.022
270.898,1.030
270.928,1.022
270.958,1.024
270.988,1.037
271.018,1.026
271.048,1.032
271.078,1.033
271.108,1.033
271.138,1.026
271.168,1.025
271.198,1.030
271.228,1.032
271.258,1.036
271.288,1.028
271.318,1.037
271.348,1.029
271.378,1.041
271.408,1.039
271.438,1.031
271.468,1.028
271.498,1.023
271.528,1.026
271.558,1.025
271.588,1.021
271.618,1.034
271.648,1.023
271.678,1.024
271.708,1.026
271.738,1.024
271.768,1.021
271.798,1.021
271.828,1.028
271.858,1.023
271.888,1.031
271.918,1.029
271.948,1.029
271.978,1.030
272.008,1.034
272.038,1.039
272.068,1.050
272.098,1.065
272.128,1.061
272.158,1.065
272.188,1.068
272.218,1.086
272.248,1.106
272.278,1.105
272.308,1.100
272.338,1.045
272.368,1.010
272.398,0.984
272.428,0.955
272.458,0.976
272.488,0.958
272.518,0.956
272.548,0.975
272.578,0.962
272.608,1.001
272.638,1.017
272.668,1.000
272.698,0.992
272.728,0.996
272.758,1.014
272.788,0.971
272.818,1.003
272.848,0.994
272.878,0.977
272.908,1.004
272.938,0.999
272.968,0.984
272.998,0.982
273.028,0.973
273.058,0.983
273.088,1.003
273.118,1.007
273.148,1.009
273.178,1.005
273.208,0.994
273.238,0.997
273.268,1.013
273.298,0.995
273.328,0.985
273.358,0.985
273.388,0.981
273.418,0.953
273.448,0.962
273.478,0.972
273.508,0.983
273.538,0.975
273.568,1.027
273.598,1.041
273.628,1.033
273.658,1.042
273.688,1.014
273.718,1.012
273.748,0.997
273.778,1.019
273.808,1.026
273.838,1.021
273.868,1.018
273.898,1.009
273.928,1.033
273.958,1.022
273.988,1.009
274.018,1.006
274.048,1.008
274.078,1.008
274.108,1.013
274.138,1.013
274.168,1.014
274.198,1.006
274.228,1.009
274.258,1.002
274.288,1.003
274.318,1.013
274.348,1.013
274.378,1.004
274.408,1.018
274.438,1.005
274.468,1.003
274.498,1.002
274.528,1.005
274.558,1.004
274.588,1.012
274.618,1.012
274.648,1.004
274.678,1.008
274.708,1.008
274.738,1.020
274.768,1.019
274.798,1.019
274.828,1.026
274.858,1.020
274.888,1.012
274.918,1.020
274.948,1.021
274.978,1.019
275.008,1.022
275.038,1.024
275.068,1.026
275.098,1.030
275.128,1.018
275.158,1.017
275.188,1.016
275.218,1.020
275.248,1.025
275.278,1.025
275.308,1.023
275.338,1.014
275.368,1.024
275.398,1.019
275.428,1.027
275.458,1.021
275.488,1.019
275.518,1.023
275.548,1.021
275.578,1.021
275.608,1.027
275.638,1.024
275.668,1.028
275.698,1.023
275.728,1.026
275.758,1.024
275.788,1.016
275.818,1.021
275.848,1.018
275.878,1.022
275.908,1.027
275.938,1.026
275.968,1.017
275.998,1.028
276.028,1.028
276.058,1.022
276.088,1.020
276.118,1.021
276.148,1.021
276.178,1.018
276.208,1.026
276.238,1.025
276.268,1.019
276.298,1.022
276.328,1.027
276.358,1.023
276.388,1.019
276.418,1.024
276.448,1.021
276.478,1.019
276.508,1.023
276.538,1.024
276.568,1.018
276.598,1.021
276.628,1.024
276.658,1.024
276.688,1.021
276.718,1.027
276.748,1.024
276.778,1.018
276.808,1.021
276.838,1.023
276.868,1.024
276.898,1.017
276.928,1.025
276.958,1.029
276.988,1.019
277.018,1.021
277.048,1.027
277.078,1.024
277.108,1.025
277.138,1.024
277.168,1.020
277.198,1.024
277.228,1.022
277.258,1.022
277.288,1.023
277.318,1.020
277.348,1.025
277.378,1.027
277.408,1.024
277.438,1.028
277.468,1.024
277.498,1.019
277.528,1.024
277.558,1.025
277.588,1.020
277.618,1.027
277.648,1.024
277.678,1.013
277.708,1.030
277.738,1.027
277.768,1.025
277.798,1.020
277.828,1.021
277.858,1.016
277.888,1.012
277.918,1.010
277.948,1.015
277.978,1.019
278.008,1.021
278.038,1.021
278.068,1.030
278.098,1.012
278.128,1.013
278.158,1.015
278.188,1.004
278.218,1.023
278.248,1.021
278.278,1.018
278.308,1.035
278.338,1.024
278.368,1.022
278.398,1.036
278.428,1.036
278.458,1.024
278.488,1.022
278.518,1.019
278.548,1.036
278.578,1.029
278.608,1.025
278.638,1.026
278.668,1.033
278.698,1.032
278.728,1.023
278.758,1.029
278.788,1.035
278.818,1.024
278.848,1.029
278.878,1.026
278.908,1.032
278.938,1.024
278.968,1.024
278.998,1.031
279.028,1.024
279.058,1.024
279.088,1.031
279.118,1.026
279.148,1.024
279.178,1.027
279.208,1.025
279.238,1.027
279.268,1.028
279.298,1.028
279.328,1.021
279.358,1.021
279.388,1.023
279.418,1.025
279.448,1.024
279.478,1.024
279.508,1.030
279.538,1.027
279.568,1.030
279.598,1.029
279.628,1.025
279.658,1.030
279.688,1.030
279.718,1.025
279.748,1.022
279.778,1.023
279.808,1.027
279.838,1.025
279.868,1.023
279.898,1.026
279.928,1.027
279.958,1.026
279.988,1.030
280.018,1.028
280.048,1.024
280.078,1.027
280.108,1.027
280.138,1.025
280.168,1.026
280.198,1.028
280.228,1.022
280.258,1.027
280.288,1.026
280.318,1.028
280.348,1.022
280.378,1.025
280.408,1.033
280.438,1.031
280.468,1.029
280.498,1.029
280.528,1.022
280.558,1.025
280.588,1.027
280.618,1.024
280.648,1.019
280.678,1.028
280.708,1.030
280.738,1.027
280.768,1.025
280.798,1.022
280.828,1.020
280.858,1.030
280.888,1.023
280.918,1.030
280.948,1.026
280.978,1.028
281.008,1.028
281.038,1.029
281.068,1.033
281.098,1.025
281.128,1.025
281.158,1.022
281.188,1.027
281.218,1.031
281.248,1.027
281.278,1.035
281.308,1.031
281.338,1.031
281.368,1.037
281.398,1.031
281.428,1.034
281.458,1.014
281.488,1.000
281.518,1.007
281.548,1.021
281.578,1.021
281.608,1.016
281.638,1.025
281.668,1.016
281.698,1.027
281.728,1.024
281.758,1.011
281.788,1.004
281.818,1.023
281.848,1.015
281.878,1.009
281.908,1.012
281.938,1.011
281.968,1.013
281.998,1.002
282.028,0.998
282.058,0.985
282.088,0.983
282.118,0.987
282.148,0.991
282.178,1.003
282.208,1.013
282.238,1.012
282.268,0.996
282.298,0.998
282.328,0.988
282.358,0.992
282.388,1.003
282.418,0.987
282.448,0.998
282.478,0.978
282.508,0.991
282.538,0.994
282.568,1.009
282.598,1.008
282.628,0.988
282.658,1.016
282.688,1.020
282.718,0.985
282.748,0.986
282.778,0.982
282.808,0.993
282.838,0.988
282.868,1.009
282.898,0.992
282.928,1.002
282.958,1.012
282.988,1.025
283.018,1.024
283.048,1.004
283.078,0.989
283.108,1.003
283.138,1.010
283.168,1.004
283.198,0.979
283.228,0.992
283.258,0.991
283.288,0.989
283.318,1.008
283.348,1.009
283.378,1.005
283.408,1.000
283.438,1.010
283.468,0.992
283.498,1.003
283.528,0.998
283.558,0.988
283.588,0.988
283.618,1.043
283.648,1.017
283.678,1.002
283.708,1.062
283.738,1.042
283.768,1.038
283.798,1.023
283.828,1.039
283.858,0.994
283.888,1.036
283.918,1.065
283.948,1.056
283.978,1.062
284.008,1.061
284.038,1.056
284.068,1.049
284.098,1.057
284.128,1.054
284.158,1.056
284.188,1.034
284.218,1.030
284.248,1.030
284.278,1.030
284.308,1.034
284.338,1.040
284.368,1.039
284.398,1.039
284.428,1.024
284.458,1.021
284.488,1.039
284.518,1.036
284.548,1.041
284.578,1.029
284.608,1.026
284.638,1.037
284.668,1.036
284.698,1.048
284.728,1.047
284.758,1.051
284.788,1.057
284.818,1.045
284.848,1.044
284.878,1.030
284.908,1.028
284.938,1.009
284.968,1.006
284.998,1.017
285.028,1.038
285.058,1.049
285.088,1.021
285.118,0.997
285.148,0.997
285.178,1.001
285.208,1.005
285.238,1.019
285.268,1.019
285.298,1.026
285.328,1.017
285.358,1.032
285.388,1.036
285.418,1.034
285.448,1.039
285.478,1.041
285.508,1.038
285.538,1.034
285.568,1.039
285.598,1.044
285.628,1.029
285.658,1.036
285.688,1.033
285.718,1.034
285.748,1.025
285.778,1.025
285.808,1.029
285.838,1.030
285.868,1.030
285.898,1.035
285.928,1.039
285.958,1.041
285.988,1.032
286.018,1.030
286.048,1.023
286.078,1.034
286.108,1.032
286.138,1.025
286.168,1.026
286.198,1.033
286.228,1.037
286.258,1.032
286.288,1.029
286.318,1.032
286.348,1.035
286.378,1.036
286.408,1.033
286.438,1.037
286.468,1.033
286.498,1.024
286.528,1.026
286.558,1.030
286.588,1.035
286.618,1.034
286.648,1.027
286.678,1.031
286.708,1.026
286.738,1.029
286.768,1.040
286.798,1.031
286.828,1.027
286.858,1.028
286.888,1.035
286.918,1.040
286.948,1.033
286.978,1.026
287.008,1.034
287.038,1.037
287.068,1.035
287.098,1.030
287.128,1.027
287.158,1.032
287.188,1.029
287.218,1.029
287.248,1.036
287.278,1.029
287.308,1.035
287.338,1.031
287.368,1.030
287.398,1.035
287.428,1.039
287.458,1.031
287.488,1.030
287.518,1.033
287.548,1.034
287.578,1.028
287.608,1.027
287.638,1.040
287.668,1.037
287.698,1.029
287.728,1.032
287.758,1.031
287.788,1.027
287.818,1.029
287.848,1.036
287.878,1.029
287.908,1.033
287.938,1.037
287.968,1.033
287.998,1.037
288.028,1.036
288.058,1.035
288.088,1.029
288.118,1.030
288.148,1.026
288.178,1.031
288.208,1.035
288.238,1.031
288.268,1.032
288.298,1.030
288.328,1.034
288.358,1.038
288.388,1.031
288.418,1.029
288.448,1.037
288.478,1.036
288.508,1.035
288.538,1.029
288.568,1.028
288.598,1.036
288.628,1.035
288.658,1.030
288.688,1.032
288.718,1.028
288.748,1.032
288.778,1.032
288.808,1.032
288.838,1.034
288.868,1.035
288.898,1.029
288.928,1.026
288.958,1.021
288.988,1.040
289.018,1.044
289.048,1.038
289.078,1.050
289.108,1.044
289.138,1.036
289.168,1.045
289.198,1.051
289.228,1.034
289.258,1.029
289.288,1.029
289.318,1.027
289.348,1.038
289.378,1.050
289.408,1.041
289.438,1.020
289.468,1.025
289.498,1.035
289.528,1.026
289.558,1.029
289.588,1.034
289.618,1.038
289.648,1.044
289.678,1.029
289.708,1.023
289.738,1.014
289.768,1.019
289.798,1.017
289.828,1.001
289.858,1.004
289.888,1.016
289.918,1.014
289.948,1.018
289.978,1.009
290.008,0.984
290.038,0.982
290.068,0.976
290.098,1.005
290.128,1.015
290.158,1.029
290.188,1.036
290.218,1.032
290.248,1.011
290.278,1.007
290.308,1.011
290.338,1.010
290.368,1.010
290.398,1.013
290.428,1.021
290.458,1.013
290.488,1.001
290.518,0.993
