df_hash,22ZHK4.BKX4E3
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.5MD9
person_label,V100
date_time_start,2025-11-04_19-27-19.165000_+03
date_time_start_unix,1762270039.165
date_time_end,2025-11-04_19-35-36.362000_+03
length_difference_noticed,no

time,temperature
5.291,34.969
6.314,34.906
7.289,34.938
8.313,34.938
9.288,34.969
10.314,34.938
11.287,34.906
12.314,34.906
13.286,34.938
14.309,34.906
15.286,34.906
16.311,34.938
17.283,34.938
18.331,34.906
19.291,34.906
20.308,34.938
21.281,34.938
22.304,34.969
23.279,34.906
24.303,34.938
25.303,34.969
26.302,34.969
27.277,34.969
28.301,35.000
29.299,35.031
30.300,35.031
31.274,35.062
32.298,35.031
33.273,35.062
34.297,35.062
35.272,35.062
36.296,35.094
37.271,35.094
38.295,35.094
39.269,35.094
40.293,35.094
41.317,35.125
42.310,35.125
43.267,35.125
44.437,35.156
45.315,35.125
46.341,35.125
47.313,35.062
48.288,35.094
49.312,35.062
50.554,35.062
51.311,35.062
52.287,35.094
53.310,35.062
54.284,35.125
55.358,35.219
56.384,35.219
57.308,35.281
58.282,35.312
59.306,35.344
60.281,35.344
61.402,35.344
62.280,35.375
63.304,35.375
64.279,35.344
65.448,35.250
66.277,35.250
67.309,35.219
68.276,35.219
69.303,35.281
70.275,35.250
71.298,35.219
72.367,35.219
73.300,35.250
74.272,35.219
75.642,35.219
76.465,35.250
77.295,35.250
78.516,35.250
79.294,35.219
80.269,35.188
81.441,35.188
82.267,35.156
83.291,35.156
84.315,35.156
85.289,35.188
86.317,35.188
87.291,35.188
88.264,35.188
89.336,35.156
90.314,35.219
91.286,35.219
92.315,35.250
93.334,35.219
94.312,35.250
95.284,35.281
96.307,35.312
97.331,35.281
98.359,35.312
99.281,35.344
100.305,35.344
101.328,35.344
102.304,35.375
103.278,35.344
104.323,35.344
105.286,35.312
106.306,35.312
107.276,35.312
108.300,35.281
109.375,35.219
110.299,35.250
111.274,35.250
112.297,35.219
113.273,35.281
114.296,35.281
115.294,35.250
116.295,35.281
117.270,35.312
118.309,35.312
119.290,35.375
120.344,35.375
121.268,35.375
122.291,35.375
123.434,35.375
124.296,35.406
125.265,35.406
126.289,35.406
127.264,35.375
128.291,35.375
129.322,35.375
130.286,35.375
131.262,35.375
132.286,35.375
133.309,35.281
134.384,35.281
135.259,35.281
136.288,35.250
137.309,35.281
138.283,35.281
139.257,35.250
140.301,35.250
141.304,35.250
142.279,35.250
143.303,35.312
144.424,35.312
145.401,35.250
146.277,35.312
147.349,35.344
148.275,35.312
149.299,35.312
150.277,35.344
151.298,35.344
152.276,35.375
153.297,35.375
154.274,35.375
155.296,35.500
156.270,35.500
157.294,35.469
158.660,35.469
159.368,35.469
160.268,35.500
161.292,35.500
162.315,35.500
163.317,35.500
164.265,35.500
165.289,35.469
166.264,35.469
167.288,35.469
168.263,35.500
169.287,35.500
170.602,35.469
171.285,35.469
172.274,35.438
173.284,35.406
174.259,35.438
175.283,35.406
176.404,35.406
177.282,35.438
178.257,35.438
179.281,35.438
180.256,35.469
181.279,35.500
182.258,35.500
183.278,35.531
184.253,35.562
185.277,35.594
186.301,35.594
187.375,35.625
188.251,35.594
189.274,35.625
190.298,35.594
191.276,35.594
192.297,35.594
193.271,35.562
194.344,35.469
195.271,35.500
196.295,35.469
197.269,35.469
198.293,35.500
199.268,35.469
200.292,35.438
201.273,35.406
202.534,35.531
203.266,35.531
204.289,35.562
205.276,35.500
206.288,35.531
207.264,35.469
208.336,35.500
209.262,35.500
210.337,35.531
211.261,35.562
212.333,35.438
213.286,35.500
214.284,35.531
215.258,35.594
216.330,35.625
217.257,35.625
218.281,35.594
219.283,35.625
220.328,35.625
221.255,35.594
222.291,35.625
223.421,35.594
224.413,35.562
225.252,35.500
226.276,35.469
227.302,35.438
228.275,35.469
229.250,35.469
230.273,35.438
231.248,35.406
232.274,35.406
233.247,35.406
234.271,35.438
235.246,35.438
236.270,35.438
237.245,35.469
238.303,35.469
239.292,35.438
240.267,35.469
241.291,35.438
242.271,35.438
243.338,35.438
244.268,35.406
245.289,35.438
246.264,35.469
247.287,35.438
248.262,35.469
249.287,35.469
250.391,35.438
251.285,35.500
252.259,35.500
253.291,35.469
254.358,35.500
255.287,35.500
256.257,35.469
257.281,35.469
258.256,35.469
259.283,35.406
260.255,35.438
261.285,35.406
262.269,35.406
263.279,35.469
264.547,35.438
265.276,35.438
266.251,35.438
267.297,35.469
268.250,35.469
269.423,35.500
270.249,35.469
271.273,35.500
272.345,35.469
273.272,35.500
274.246,35.500
275.273,35.500
276.489,35.531
277.300,35.531
278.244,35.500
279.267,35.500
280.366,35.500
281.315,35.500
282.241,35.500
283.606,35.469
284.240,35.500
285.264,35.500
286.576,35.531
287.263,35.531
288.286,35.531
289.459,35.500
290.285,35.531
291.260,35.531
292.285,35.500
293.456,35.500
294.282,35.500
295.257,35.469
296.281,35.531
297.259,35.531
298.280,35.500
299.255,35.531
300.279,35.562
301.400,35.531
302.292,35.562
303.253,35.562
304.276,35.531
305.252,35.531
306.277,35.406
307.253,35.438
308.274,35.438
309.249,35.406
310.273,35.406
311.248,35.438
312.272,35.469
313.252,35.469
314.273,35.469
315.245,35.469
316.269,35.500
317.244,35.500
318.268,35.500
