df_hash,22ZHK4.YBNJA6
139.985,490
140.010,469
140.035,448
140.060,431
140.085,410
140.110,379
140.135,340
140.160,301
140.185,267
140.210,240
140.235,213
140.260,184
140.285,152
140.310,116
140.335,73
140.360,21
140.385,-34
140.410,-85
140.435,-118
140.460,-122
140.485,-96
140.510,-43
140.535,24
140.560,93
140.585,154
140.610,207
140.635,256
140.660,304
140.685,349
140.710,383
140.735,402
140.760,412
140.785,423
140.810,443
140.835,472
140.860,498
140.885,513
140.910,514
140.935,503
140.960,487
140.985,470
141.010,454
141.035,436
141.060,412
141.085,381
141.110,343
141.135,306
141.160,271
141.185,238
141.210,203
141.235,165
141.260,125
141.285,86
141.310,47
141.335,5
141.360,-39
141.385,-79
141.410,-98
141.435,-86
141.460,-43
141.485,21
141.510,95
141.535,164
141.560,224
141.585,278
141.610,330
141.635,382
141.660,427
141.685,454
141.710,454
141.735,431
141.760,403
141.785,390
141.810,400
141.835,421
141.860,437
141.885,439
141.910,430
141.935,421
141.960,415
141.985,407
142.010,391
142.035,364
142.060,333
142.085,303
142.110,278
142.135,252
142.160,222
142.185,185
142.210,146
142.235,106
142.260,68
142.285,30
142.310,-6
142.335,-34
142.360,-39
142.385,-13
142.410,42
142.435,112
142.460,177
142.485,229
142.510,272
142.535,313
142.560,351
142.585,382
142.610,399
142.635,408
142.660,417
142.685,433
142.710,456
142.735,478
142.760,490
142.785,488
142.810,471
142.835,447
142.860,424
142.885,407
142.910,393
142.935,378
142.960,357
142.985,331
143.010,308
143.035,289
143.060,269
143.085,239
143.110,201
143.135,160
143.160,126
143.185,96
143.210,65
143.235,26
143.260,-17
143.285,-57
143.310,-83
143.335,-89
143.360,-71
143.385,-30
143.410,26
143.435,86
143.460,139
143.485,185
143.510,232
143.535,286
143.560,340
143.585,379
143.610,397
143.635,402
143.660,412
143.685,434
143.710,463
143.735,486
143.760,497
143.785,502
143.810,506
143.835,507
143.860,502
143.885,487
143.910,469
143.935,451
143.960,435
143.985,417
144.010,392
144.035,364
144.060,335
144.085,307
144.110,276
144.135,240
144.160,201
144.185,164
144.210,128
144.235,88
144.260,43
144.285,-8
144.310,-61
144.335,-108
144.360,-140
144.385,-145
144.410,-118
144.435,-67
144.460,-8
144.485,43
144.510,87
144.535,132
144.560,186
144.585,246
144.610,294
144.635,319
144.660,328
144.685,339
144.710,369
144.735,413
144.760,456
144.785,484
144.810,494
144.835,494
144.860,492
144.885,489
144.910,482
144.935,469
144.960,451
144.985,431
145.010,409
145.035,382
145.060,352
145.085,321
145.110,294
145.135,269
145.160,243
145.185,210
145.210,171
145.235,134
145.260,104
145.285,81
145.310,55
145.335,21
145.360,-11
145.385,-25
145.410,-4
145.435,52
145.460,122
145.485,184
145.510,228
145.535,264
145.560,301
145.585,339
145.610,369
145.635,383
145.660,388
145.685,398
145.710,421
145.735,450
145.760,474
145.785,484
145.810,482
145.835,472
145.860,456
145.885,435
145.910,407
145.935,375
145.960,343
145.985,309
146.010,273
146.035,237
146.060,206
146.085,181
146.110,157
146.135,128
146.160,92
146.185,53
146.210,17
146.235,-11
146.260,-25
146.285,-15
146.310,25
146.335,93
146.360,168
146.385,231
146.410,272
146.435,301
146.460,333
146.485,369
146.510,396
146.535,405
146.560,402
146.585,403
146.610,420
146.635,449
146.660,474
146.685,482
146.710,476
146.735,464
146.760,451
146.785,435
146.810,411
146.835,382
146.860,355
146.885,331
146.910,307
146.935,278
146.960,243
146.985,206
147.010,168
147.035,131
147.060,89
147.085,43
147.110,-7
147.135,-55
147.160,-88
147.185,-92
147.210,-57
147.235,9
147.260,90
147.285,162
147.310,215
147.335,258
147.360,303
147.385,351
147.410,392
147.435,411
147.460,411
147.485,407
147.510,413
147.535,430
147.560,450
147.585,462
147.610,460
147.635,446
147.660,421
147.685,388
147.710,352
147.735,319
147.760,289
147.785,255
147.810,213
147.835,168
147.860,130
147.885,105
147.910,88
147.935,67
147.960,35
147.985,0
148.010,-36
148.035,-67
148.060,-95
148.085,-112
148.110,-105
148.135,-62
148.160,10
148.185,91
148.210,163
148.235,222
148.260,279
148.285,341
148.310,399
148.335,438
148.360,455
148.385,464
148.410,479
148.435,507
148.460,539
148.485,563
148.510,576
148.535,580
148.560,577
148.585,563
148.610,537
148.635,504
148.660,467
148.685,430
148.710,392
148.735,354
148.760,316
148.785,281
148.810,243
148.835,196
148.860,135
148.885,67
148.910,4
148.935,-48
148.960,-94
148.985,-134
149.010,-159
149.035,-153
149.060,-105
149.085,-24
149.110,68
149.135,149
149.160,216
149.185,276
149.210,337
149.235,395
149.260,439
149.285,463
149.310,476
149.335,495
149.360,525
149.385,558
149.410,581
149.435,584
149.460,568
149.485,542
149.510,514
149.535,486
149.560,458
149.585,428
149.610,395
149.635,357
149.660,314
149.685,267
149.710,219
149.735,170
149.760,119
149.785,62
149.810,5
149.835,-46
149.860,-93
149.885,-137
149.910,-175
149.935,-197
149.960,-189
149.985,-146
150.010,-81
150.035,-14
150.060,40
150.085,86
150.110,131
150.135,175
150.160,210
150.185,229
150.210,236
150.235,242
150.260,256
150.285,277
150.310,302
150.335,328
150.360,353
150.385,375
150.410,387
150.435,388
150.460,384
150.485,382
150.510,383
150.535,384
150.560,380
150.585,374
150.610,363
150.635,342
150.660,305
150.685,253
150.710,197
150.735,143
150.760,92
150.785,38
150.810,-13
150.835,-50
150.860,-57
150.885,-33
150.910,23
150.935,122
150.960,274
150.985,476
151.010,692
151.035,881
151.060,1020
151.085,1114
151.110,1165
151.135,1145
151.160,1012
151.185,763
151.210,462
151.235,203
151.260,41
151.285,-33
151.310,-67
151.335,-78
151.360,-45
151.385,50
151.410,189
151.435,315
151.460,389
151.485,418
151.510,435
151.535,466
151.560,503
151.585,528
151.610,531
151.635,505
151.660,447
151.685,355
151.710,252
151.735,173
151.760,134
151.785,112
151.810,59
151.835,-44
151.860,-170
151.885,-263
151.910,-299
151.935,-310
151.960,-346
151.985,-418
152.010,-486
152.035,-496
152.060,-430
152.085,-316
152.110,-198
152.135,-96
152.160,-3
152.185,95
152.210,196
152.235,278
152.260,322
152.285,332
152.310,346
152.335,408
152.360,535
152.385,695
152.410,812
152.435,824
152.460,722
152.485,561
152.510,418
152.535,332
152.560,290
152.585,256
152.610,213
152.635,180
152.660,184
152.685,228
152.710,290
152.735,342
152.760,375
152.785,398
152.810,419
152.835,438
152.860,448
152.885,449
152.910,449
152.935,453
152.960,458
152.985,459
153.010,452
153.035,438
153.060,422
153.085,405
153.110,382
153.135,350
153.160,312
153.185,274
153.210,244
153.235,226
153.260,215
153.285,203
153.310,184
153.335,158
153.360,129
153.385,103
153.410,82
153.435,60
153.460,34
153.485,9
153.510,-2
153.535,11
153.560,52
153.585,106
153.610,158
153.635,198
153.660,229
153.685,259
153.710,291
153.735,318
153.760,335
153.785,342
153.810,345
153.835,355
153.860,373
153.885,394
153.910,406
153.935,405
153.960,395
153.985,385
154.010,379
154.035,372
154.060,354
154.085,323
154.110,285
154.135,250
154.160,224
154.185,202
154.210,174
154.235,136
154.260,94
154.285,60
154.310,43
154.335,49
154.360,78
154.385,126
154.410,181
154.435,231
154.460,267
154.485,285
154.510,294
154.535,302
154.560,312
154.585,321
154.610,331
154.635,346
154.660,368
154.685,395
154.710,414
154.735,415
154.760,399
154.785,377
154.810,360
154.835,348
154.860,332
154.885,307
154.910,275
154.935,241
154.960,209
154.985,178
155.010,145
155.035,110
155.060,79
155.085,61
155.110,65
155.135,97
155.160,152
155.185,214
155.210,269
155.235,308
155.260,337
155.285,365
155.310,393
155.335,409
155.360,400
155.385,366
155.410,327
155.435,307
155.460,317
155.485,344
155.510,370
155.535,382
155.560,379
155.585,366
155.610,348
155.635,324
155.660,294
155.685,260
155.710,224
155.735,187
155.760,148
155.785,109
155.810,72
155.835,37
155.860,0
155.885,-38
155.910,-72
155.935,-87
155.960,-69
155.985,-20
156.010,47
156.035,115
156.060,175
156.085,226
156.110,274
156.135,323
156.160,366
156.185,397
156.210,414
156.235,421
156.260,429
156.285,445
156.310,468
156.335,489
156.360,500
156.385,498
156.410,489
156.435,479
156.460,469
156.485,456
156.510,434
156.535,404
156.560,370
156.585,333
156.610,292
156.635,242
156.660,185
156.685,126
156.710,69
156.735,15
156.760,-38
156.785,-89
156.810,-125
156.835,-131
156.860,-100
156.885,-42
156.910,25
156.935,87
156.960,139
156.985,188
157.010,238
157.035,287
157.060,327
157.085,352
157.110,364
157.135,371
157.160,384
157.185,407
157.210,433
157.235,456
157.260,471
157.285,480
157.310,486
157.335,490
157.360,491
157.385,484
157.410,467
157.435,441
157.460,409
157.485,377
157.510,346
157.535,315
157.560,282
157.585,243
157.610,196
157.635,143
157.660,86
157.685,29
157.710,-25
157.735,-73
157.760,-108
157.785,-120
157.810,-101
157.835,-54
157.860,10
157.885,77
157.910,138
157.935,192
157.960,241
157.985,285
158.010,322
158.035,348
158.060,364
158.085,378
158.110,397
158.135,424
158.160,454
158.185,476
158.210,487
158.235,484
158.260,472
158.285,456
158.310,438
158.335,419
158.360,397
158.385,373
158.410,347
158.435,320
158.460,293
158.485,266
158.510,237
158.535,206
158.560,172
158.585,138
158.610,104
158.635,70
158.660,30
158.685,-13
158.710,-53
158.735,-71
158.760,-53
158.785,0
158.810,71
158.835,139
158.860,190
158.885,228
158.910,262
158.935,299
158.960,335
158.985,360
159.010,371
159.035,378
159.060,389
159.085,410
159.110,433
159.135,450
159.160,453
159.185,446
159.210,432
159.235,415
159.260,394
159.285,369
159.310,342
159.335,312
159.360,283
159.385,256
159.410,231
159.435,206
159.460,178
159.485,142
159.510,98
159.535,52
159.560,18
159.585,9
159.610,30
159.635,72
159.660,124
159.685,172
159.710,210
159.735,242
159.760,269
159.785,295
159.810,316
159.835,331
159.860,340
159.885,351
159.910,367
159.935,389
159.960,410
159.985,422
160.010,421
160.035,410
160.060,397
160.085,383
160.110,366
160.135,342
160.160,312
160.185,281
160.210,253
160.235,227
160.260,197
160.285,157
160.310,110
160.335,61
160.360,16
160.385,-21
160.410,-48
160.435,-52
160.460,-25
160.485,26
160.510,84
160.535,132
160.560,165
160.585,193
160.610,228
160.635,267
160.660,299
160.685,315
160.710,319
160.735,325
160.760,341
160.785,361
160.810,377
160.835,381
160.860,373
160.885,357
160.910,338
160.935,317
160.960,296
160.985,277
161.010,255
161.035,233
161.060,224
161.085,248
161.110,316
161.135,411
161.160,492
161.185,520
161.210,483
161.235,401
161.260,308
161.285,234
161.310,187
161.335,164
161.360,152
161.385,141
161.410,122
161.435,100
161.460,88
161.485,99
161.510,130
161.535,165
161.560,185
161.585,186
161.610,186
161.635,198
161.660,224
161.685,252
161.710,269
161.735,275
161.760,281
161.785,293
161.810,309
161.835,321
161.860,331
161.885,340
161.910,354
161.935,370
161.960,385
161.985,396
162.010,404
162.035,410
162.060,411
162.085,402
162.110,379
162.135,343
162.160,301
162.185,260
162.210,228
162.235,210
162.260,206
162.285,212
162.310,227
162.335,251
162.360,282
162.385,312
162.410,329
162.435,325
162.460,305
162.485,280
162.510,264
162.535,260
162.560,264
162.585,270
162.610,277
162.635,283
162.660,288
162.685,289
162.710,283
162.735,269
162.760,245
162.785,209
162.810,164
162.835,116
162.860,71
162.885,32
162.910,-6
162.935,-52
162.960,-101
162.985,-141
163.010,-157
163.035,-140
163.060,-94
163.085,-29
163.110,43
163.135,117
163.160,185
163.185,245
163.210,298
163.235,346
163.260,388
163.285,423
163.310,451
163.335,478
163.360,511
163.385,551
163.410,590
163.435,617
163.460,624
163.485,614
163.510,595
163.535,576
163.560,557
163.585,533
163.610,502
163.635,465
163.660,429
163.685,397
163.710,366
163.735,329
163.760,280
163.785,219
163.810,155
163.835,95
163.860,43
163.885,-5
163.910,-55
163.935,-103
163.960,-135
163.985,-139
164.010,-109
164.035,-53
164.060,15
164.085,83
164.110,145
164.135,196
164.160,238
164.185,270
164.210,297
164.235,320
164.260,341
164.285,362
164.310,387
164.335,421
164.360,462
164.385,498
164.410,516
164.435,509
164.460,482
164.485,447
164.510,412
164.535,374
164.560,329
164.585,279
164.610,235
164.635,205
164.660,190
164.685,184
164.710,178
164.735,173
164.760,168
164.785,158
164.810,139
164.835,107
164.860,68
164.885,31
164.910,1
164.935,-20
164.960,-30
164.985,-20
165.010,16
165.035,77
165.060,147
165.085,210
165.110,262
165.135,308
165.160,354
165.185,397
165.210,427
165.235,443
165.260,452
165.285,467
165.310,495
165.335,530
165.360,560
165.385,576
165.410,573
165.435,555
165.460,527
165.485,492
165.510,456
165.535,420
165.560,385
165.585,347
165.610,307
165.635,266
165.660,229
165.685,201
165.710,177
165.735,150
165.760,115
165.785,74
165.810,33
165.835,-4
165.860,-41
165.885,-76
165.910,-98
165.935,-89
165.960,-36
165.985,54
166.010,156
166.035,240
166.060,293
166.085,321
166.110,340
166.135,355
166.160,364
166.185,363
166.210,359
166.235,365
166.260,388
166.285,422
166.310,452
166.335,467
166.360,468
166.385,462
166.410,450
166.435,432
166.460,405
166.485,373
166.510,339
166.535,301
166.560,256
166.585,206
166.610,159
166.635,126
166.660,107
166.685,94
166.710,77
166.735,55
166.760,34
166.785,13
166.810,-7
166.835,-27
166.860,-35
166.885,-10
166.910,55
166.935,147
166.960,234
166.985,292
167.010,319
167.035,334
167.060,351
167.085,370
167.110,380
167.135,382
167.160,386
167.185,404
167.210,434
167.235,459
167.260,465
167.285,453
167.310,436
167.335,423
167.360,411
167.385,391
167.410,359
167.435,322
167.460,287
167.485,258
167.510,230
167.535,203
167.560,177
167.585,151
167.610,123
167.635,91
167.660,66
167.685,65
167.710,99
167.735,159
167.760,221
167.785,267
167.810,297
167.835,319
167.860,340
167.885,352
167.910,349
167.935,336
167.960,327
167.985,334
168.010,353
168.035,371
168.060,374
168.085,360
168.110,335
168.135,309
168.160,282
168.185,252
168.210,218
168.235,182
168.260,151
168.285,129
168.310,117
168.335,107
168.360,94
168.385,76
168.410,67
168.435,82
168.460,128
168.485,195
168.510,261
168.535,310
168.560,343
168.585,367
168.610,385
168.635,393
168.660,386
168.685,370
168.710,363
168.735,371
168.760,388
168.785,399
168.810,398
168.835,388
168.860,376
168.885,362
168.910,339
168.935,305
168.960,265
168.985,230
169.010,199
169.035,163
169.060,115
169.085,58
169.110,10
169.135,-10
169.160,6
169.185,53
169.210,113
169.235,168
169.260,209
169.285,241
169.310,269
169.335,297
169.360,319
169.385,329
169.410,326
169.435,323
169.460,334
169.485,360
169.510,389
169.535,403
169.560,397
169.585,378
169.610,356
169.635,334
169.660,305
169.685,264
169.710,214
169.735,163
169.760,116
169.785,69
169.810,16
169.835,-41
169.860,-93
169.885,-123
169.910,-114
169.935,-64
169.960,16
169.985,108
170.010,191
170.035,255
170.060,308
170.085,360
170.110,416
170.135,466
170.160,502
170.185,525
170.210,547
170.235,577
170.260,610
170.285,631
170.310,629
170.335,606
170.360,572
170.385,536
170.410,495
170.435,445
170.460,382
170.485,300
170.510,191
170.535,57
170.560,-82
170.585,-196
170.610,-263
170.635,-289
170.660,-300
170.685,-309
170.710,-311
170.735,-290
170.760,-241
170.785,-175
170.810,-91
170.835,29
170.860,210
170.885,440
170.910,676
170.935,871
170.960,1005
170.985,1083
171.010,1101
171.035,1030
171.060,857
171.085,630
171.110,451
171.135,405
171.160,483
171.185,602
171.210,675
171.235,694
171.260,708
171.285,750
171.310,779
171.335,717
171.360,534
171.385,281
171.410,53
171.435,-97
171.460,-190
171.485,-279
171.510,-385
171.535,-488
171.560,-551
171.585,-568
171.610,-554
171.635,-522
171.660,-466
171.685,-372
171.710,-247
171.735,-122
171.760,-28
171.785,29
171.810,70
171.835,115
171.860,164
171.885,204
171.910,223
171.935,227
171.960,235
171.985,268
172.010,335
172.035,427
172.060,523
172.085,598
172.110,645
172.135,675
172.160,712
172.185,772
172.210,842
172.235,888
172.260,874
172.285,789
172.310,654
172.335,507
172.360,377
172.385,272
172.410,185
172.435,105
172.460,37
172.485,-9
172.510,-20
172.535,5
172.560,56
172.585,113
172.610,156
172.635,180
172.660,194
172.685,209
172.710,231
172.735,252
172.760,263
172.785,265
172.810,272
172.835,297
172.860,337
172.885,374
172.910,392
172.935,391
172.960,379
172.985,370
173.010,365
173.035,357
173.060,342
173.085,324
173.110,305
173.135,285
173.160,260
173.185,231
173.210,202
173.235,183
173.260,173
173.285,160
173.310,133
173.335,92
173.360,51
173.385,22
173.410,5
173.435,-8
173.460,-22
173.485,-28
173.510,-11
173.535,33
173.560,93
173.585,146
173.610,181
173.635,206
173.660,238
173.685,279
173.710,317
173.735,337
173.760,339
173.785,338
173.810,353
173.835,388
173.860,430
173.885,459
173.910,471
173.935,468
173.960,461
173.985,451
174.010,439
174.035,422
174.060,402
174.085,383
174.110,364
174.135,345
174.160,326
174.185,310
174.210,296
174.235,281
174.260,258
174.285,228
174.310,193
174.335,158
174.360,126
174.385,94
174.410,58
174.435,15
174.460,-26
174.485,-56
174.510,-62
174.535,-38
174.560,12
174.585,76
174.610,137
174.635,187
174.660,226
174.685,262
174.710,299
174.735,334
174.760,358
174.785,369
174.810,376
174.835,391
174.860,423
174.885,462
174.910,495
174.935,511
174.960,512
174.985,510
175.010,511
175.035,512
175.060,503
175.085,480
175.110,447
175.135,415
175.160,388
175.185,362
175.210,332
175.235,298
175.260,263
175.285,229
175.310,193
175.335,153
175.360,105
175.385,53
175.410,5
175.435,-26
175.460,-33
175.485,-10
175.510,35
175.535,91
175.560,142
175.585,183
175.610,219
175.635,259
175.660,300
175.685,332
175.710,347
175.735,351
175.760,357
175.785,376
175.810,401
175.835,420
175.860,424
175.885,415
175.910,403
175.935,390
175.960,374
175.985,352
176.010,327
176.035,304
176.060,282
176.085,253
176.110,212
176.135,163
176.160,117
176.185,81
176.210,47
176.235,8
176.260,-38
176.285,-83
176.310,-107
176.335,-100
176.360,-62
176.385,-6
176.410,56
176.435,115
176.460,167
176.485,211
176.510,251
176.535,289
176.560,321
176.585,346
176.610,363
176.635,383
176.660,413
176.685,456
176.710,500
176.735,530
176.760,538
176.785,530
176.810,517
176.835,506
176.860,491
176.885,465
176.910,428
176.935,389
176.960,354
176.985,324
177.010,291
177.035,251
177.060,207
177.085,168
177.110,137
177.135,105
177.160,67
177.185,29
177.210,9
177.235,25
177.260,75
177.285,143
177.310,210
177.335,268
177.360,318
177.385,358
177.410,378
177.435,370
177.460,337
177.485,296
177.510,266
177.535,258
177.560,268
177.585,288
177.610,312
177.635,336
177.660,355
177.685,361
177.710,355
177.735,342
177.760,330
177.785,321
177.810,309
177.835,289
177.860,267
177.885,249
177.910,238
177.935,224
177.960,198
177.985,159
178.010,117
178.035,80
178.060,46
178.085,7
178.110,-40
178.135,-89
178.160,-118
178.185,-114
178.210,-73
178.235,-7
178.260,70
178.285,147
178.310,217
178.335,278
178.360,331
178.385,377
178.410,413
178.435,436
178.460,449
178.485,459
178.510,475
178.535,502
178.560,534
178.585,559
178.610,571
178.635,571
178.660,564
178.685,551
178.710,531
178.735,502
178.760,467
178.785,435
178.810,405
178.835,372
178.860,333
178.885,291
178.910,255
178.935,229
178.960,204
178.985,172
179.010,126
179.035,73
179.060,19
179.085,-31
179.110,-78
179.135,-111
179.160,-115
179.185,-80
179.210,-17
179.235,46
179.260,87
179.285,100
179.310,108
179.335,130
179.360,173
179.385,223
179.410,261
179.435,285
179.460,307
179.485,337
179.510,379
179.535,424
179.560,460
179.585,480
179.610,484
179.635,480
179.660,469
179.685,455
179.710,437
179.735,415
179.760,390
179.785,363
179.810,332
179.835,299
179.860,266
179.885,235
179.910,204
179.935,171
179.960,134
179.985,94
180.010,55
180.035,16
180.060,-28
180.085,-81
180.110,-133
180.135,-162
180.160,-145
180.185,-80
180.210,12
180.235,100
180.260,161
180.285,199
180.310,229
180.335,263
180.360,299
180.385,326
180.410,342
180.435,354
180.460,373
180.485,401
180.510,432
180.535,456
180.560,470
180.585,475
180.610,477
180.635,477
180.660,476
180.685,470
180.710,460
180.735,447
180.760,435
180.785,424
180.810,415
180.835,408
180.860,401
180.885,394
180.910,382
180.935,361
180.960,336
180.985,319
181.010,330
181.035,374
181.060,443
181.085,516
181.110,578
181.135,628
181.160,667
181.185,677
181.210,628
181.235,502
181.260,324
181.285,149
181.310,31
181.335,-13
181.360,-11
181.385,1
181.410,9
181.435,14
181.460,22
181.485,26
181.510,15
181.535,-11
181.560,-43
181.585,-68
181.610,-88
181.635,-108
181.660,-131
181.685,-153
181.710,-173
181.735,-190
181.760,-200
181.785,-190
181.810,-143
181.835,-59
181.860,40
181.885,129
181.910,192
181.935,235
181.960,274
181.985,312
182.010,343
182.035,359
182.060,367
182.085,384
182.110,420
182.135,466
182.160,508
182.185,533
182.210,539
182.235,532
182.260,516
182.285,495
182.310,472
182.335,447
182.360,418
182.385,380
182.410,332
182.435,277
182.460,221
182.485,170
182.510,131
182.535,113
182.560,126
182.585,173
182.610,240
182.635,306
182.660,352
182.685,376
182.710,389
182.735,400
182.760,408
182.785,409
182.810,401
182.835,391
182.860,389
182.885,393
182.910,398
182.935,392
182.960,377
182.985,356
183.010,336
183.035,314
183.060,286
183.085,248
183.110,204
183.135,158
183.160,114
183.185,74
183.210,34
183.235,-9
183.260,-51
183.285,-83
183.310,-88
183.335,-57
183.360,8
183.385,91
183.410,171
183.435,234
183.460,282
183.485,327
183.510,373
183.535,414
183.560,437
183.585,439
183.610,433
183.635,436
183.660,457
183.685,485
183.710,503
183.735,500
183.760,480
183.785,454
183.810,429
183.835,402
183.860,369
183.885,330
183.910,288
183.935,249
183.960,210
183.985,169
184.010,122
184.035,71
184.060,21
184.085,-28
184.110,-78
184.135,-123
184.160,-150
184.185,-144
184.210,-98
184.235,-22
184.260,61
184.285,135
184.310,196
184.335,250
184.360,305
184.385,361
184.410,405
184.435,429
184.460,436
184.485,440
184.510,454
184.535,478
184.560,502
184.585,514
184.610,510
184.635,496
184.660,481
184.685,465
184.710,445
184.735,419
184.760,388
184.785,356
184.810,324
184.835,289
184.860,252
184.885,215
184.910,181
184.935,148
184.960,113
184.985,75
185.010,34
185.035,-6
185.060,-47
185.085,-91
185.110,-131
185.135,-153
185.160,-143
185.185,-95
185.210,-19
185.235,62
185.260,134
185.285,193
185.310,243
185.335,291
185.360,339
185.385,381
185.410,411
185.435,430
185.460,444
185.485,465
185.510,495
185.535,529
185.560,554
185.585,564
185.610,559
185.635,550
185.660,542
185.685,534
185.710,520
185.735,497
185.760,470
185.785,445
185.810,424
185.835,405
185.860,383
185.885,359
185.910,333
185.935,305
185.960,273
185.985,236
186.010,197
186.035,156
186.060,116
186.085,75
186.110,35
186.135,-4
186.160,-45
186.185,-92
186.210,-142
186.235,-188
186.260,-211
186.285,-197
186.310,-145
186.335,-69
186.360,6
186.385,68
186.410,114
186.435,152
186.460,191
186.485,230
186.510,262
186.535,279
186.560,285
186.585,289
186.610,305
186.635,334
186.660,364
186.685,384
186.710,388
186.735,386
186.760,390
186.785,402
186.810,412
186.835,409
186.860,393
186.885,375
186.910,363
186.935,355
186.960,344
186.985,331
187.010,334
187.035,375
187.060,458
187.085,553
187.110,611
187.135,592
187.160,495
187.185,350
187.210,203
187.235,83
187.260,0
187.285,-56
187.310,-85
187.335,-81
187.360,-41
187.385,26
187.410,97
187.435,153
187.460,190
187.485,219
187.510,251
187.535,286
187.560,313
187.585,328
187.610,336
187.635,351
187.660,376
187.685,404
187.710,422
187.735,428
187.760,426
187.785,422
187.810,416
187.835,404
187.860,385
187.885,366
187.910,349
187.935,333
187.960,312
187.985,283
188.010,252
188.035,225
188.060,205
188.085,183
188.110,156
188.135,123
188.160,89
188.185,57
188.210,21
188.235,-20
188.260,-61
188.285,-83
188.310,-71
188.335,-24
188.360,47
188.385,124
188.410,190
188.435,242
188.460,283
188.485,319
188.510,349
188.535,372
188.560,388
188.585,398
188.610,410
188.635,428
188.660,455
188.685,483
188.710,503
188.735,510
188.760,504
188.785,489
188.810,470
188.835,448
188.860,423
188.885,397
188.910,371
188.935,345
188.960,316
188.985,286
189.010,254
189.035,224
189.060,198
189.085,171
189.110,138
189.135,97
189.160,51
189.185,6
189.210,-35
189.235,-76
189.260,-114
189.285,-144
189.310,-150
189.335,-121
189.360,-55
189.385,31
189.410,116
189.435,184
189.460,234
189.485,273
189.510,312
189.535,351
189.560,383
189.585,404
189.610,418
189.635,433
189.660,453
189.685,479
189.710,503
189.735,518
189.760,523
189.785,518
189.810,508
189.835,493
189.860,473
189.885,450
189.910,425
189.935,402
189.960,379
189.985,354
190.010,327
190.035,296
190.060,263
190.085,228
190.110,192
190.135,153
190.160,111
190.185,67
190.210,22
190.235,-23
190.260,-71
190.285,-117
190.310,-152
190.335,-161
190.360,-134
190.385,-70
190.410,14
190.435,100
190.460,173
190.485,230
190.510,275
190.535,315
190.560,350
190.585,374
190.610,390
190.635,401
190.660,415
190.685,439
190.710,467
190.735,494
190.760,512
190.785,519
190.810,517
190.835,510
190.860,499
190.885,484
190.910,462
190.935,432
190.960,397
190.985,364
191.010,335
191.035,311
191.060,287
191.085,259
191.110,225
191.135,187
191.160,149
191.185,111
191.210,74
191.235,33
191.260,-10
191.285,-58
191.310,-102
191.335,-131
191.360,-133
191.385,-101
191.410,-38
191.435,41
191.460,117
191.485,179
191.510,224
191.535,260
191.560,295
191.585,326
191.610,350
191.635,364
191.660,376
191.685,394
191.710,421
191.735,451
191.760,472
191.785,479
191.810,477
191.835,473
191.860,469
191.885,460
191.910,442
191.935,419
191.960,396
191.985,378
192.010,361
192.035,340
192.060,312
192.085,282
192.110,256
192.135,235
192.160,213
192.185,184
192.210,147
192.235,108
192.260,73
192.285,42
192.310,10
192.335,-26
192.360,-66
192.385,-94
192.410,-90
192.435,-45
192.460,31
192.485,117
192.510,188
192.535,236
192.560,269
192.585,300
192.610,333
192.635,363
192.660,380
192.685,387
192.710,393
192.735,411
192.760,439
192.785,467
192.810,487
192.835,493
192.860,491
192.885,486
192.910,478
192.935,467
192.960,450
192.985,427
193.010,401
193.035,373
193.060,346
193.085,322
193.110,299
193.135,276
193.160,251
193.185,222
193.210,191
193.235,157
193.260,121
193.285,82
193.310,43
193.335,6
193.360,-30
193.385,-65
193.410,-91
193.435,-93
193.460,-60
193.485,5
193.510,84
193.535,151
193.560,191
193.585,213
193.610,232
193.635,257
193.660,281
193.685,293
193.710,294
193.735,292
193.760,300
193.785,320
193.810,343
193.835,356
193.860,356
193.885,349
193.910,342
193.935,339
193.960,335
193.985,325
194.010,307
194.035,286
194.060,264
194.085,244
194.110,228
194.135,213
194.160,200
194.185,188
194.210,174
194.235,154
194.260,128
194.285,105
194.310,99
194.335,125
194.360,183
194.385,257
194.410,327
194.435,376
194.460,403
194.485,418
194.510,431
194.535,449
194.560,467
194.585,483
194.610,495
194.635,504
194.660,509
194.685,511
194.710,508
194.735,502
194.760,488
194.785,464
194.810,427
194.835,379
194.860,328
194.885,281
194.910,241
194.935,205
194.960,170
194.985,133
195.010,96
195.035,62
195.060,32
195.085,5
195.110,-19
195.135,-44
195.160,-66
195.185,-77
195.210,-64
195.235,-20
195.260,52
195.285,136
195.310,212
195.335,271
195.360,316
195.385,362
195.410,412
195.435,460
195.460,495
195.485,512
195.510,515
195.535,514
195.560,510
195.585,500
195.610,477
195.635,439
195.660,389
195.685,334
195.710,285
195.735,246
195.760,220
195.785,200
195.810,178
195.835,146
195.860,106
195.885,62
195.910,18
195.935,-28
195.960,-77
195.985,-125
196.010,-160
196.035,-175
196.060,-172
196.085,-155
196.110,-122
196.135,-69
196.160,9
196.185,103
196.210,194
196.235,265
196.260,314
196.285,353
196.310,392
196.335,432
196.360,464
196.385,481
196.410,488
196.435,498
196.460,518
196.485,547
196.510,571
196.535,581
196.560,572
196.585,552
196.610,529
196.635,508
196.660,486
196.685,460
196.710,430
196.735,398
196.760,366
196.785,335
196.810,302
196.835,265
196.860,226
196.885,188
