df_hash,22ZHK4.9VZJG1
142.461,1.019
142.491,1.010
142.521,1.009
142.551,1.011
142.581,1.012
142.611,1.008
142.641,1.016
142.671,1.007
142.701,1.013
142.731,1.015
142.761,1.010
142.791,1.013
142.821,1.011
142.851,1.010
142.881,1.010
142.911,1.011
142.941,1.009
142.971,1.008
143.001,1.013
143.031,1.013
143.061,1.015
143.091,1.015
143.121,1.009
143.151,1.014
143.181,1.011
143.211,1.018
143.241,1.014
143.271,1.008
143.301,1.013
143.331,1.013
143.361,1.009
143.391,1.010
143.421,1.010
143.451,1.010
143.481,1.011
143.511,1.015
143.541,1.010
143.571,1.009
143.601,1.012
143.631,1.012
143.661,1.015
143.691,1.012
143.721,1.012
143.751,1.011
143.781,1.015
143.811,1.011
143.841,1.013
143.871,1.015
143.901,1.008
143.931,1.009
143.961,1.015
143.991,1.012
144.021,1.011
144.051,1.012
144.081,1.012
144.111,1.013
144.141,1.011
144.171,1.015
144.201,1.007
144.231,1.010
144.261,1.012
144.291,1.012
144.321,1.011
144.351,1.010
144.381,1.015
144.411,1.010
144.441,1.016
144.471,1.013
144.501,1.011
144.531,1.011
144.561,1.010
144.591,1.016
144.621,1.012
144.651,1.011
144.681,1.011
144.711,1.008
144.741,1.017
144.771,1.010
144.801,1.010
144.831,1.013
144.861,1.015
144.891,1.010
144.921,1.012
144.951,1.011
144.981,1.013
145.011,1.012
145.041,1.014
145.071,1.014
145.101,1.010
145.131,1.008
145.161,1.008
145.191,1.014
145.221,1.013
145.251,1.010
145.281,1.011
145.311,1.016
145.341,1.007
145.371,1.014
145.401,1.010
145.431,1.008
145.461,1.014
145.491,1.006
145.521,1.019
145.551,1.012
145.581,1.011
145.611,1.009
145.641,1.012
145.671,1.007
145.701,1.014
145.731,1.008
145.761,1.014
145.791,1.012
145.821,1.012
145.851,1.011
145.881,1.011
145.911,1.012
145.941,1.013
145.971,1.014
146.001,1.012
146.031,1.012
146.061,1.013
146.091,1.013
146.121,1.010
146.151,1.013
146.181,1.009
146.211,1.012
146.241,1.013
146.271,1.017
146.301,1.013
146.331,1.010
146.361,1.009
146.391,1.010
146.421,1.009
146.451,1.013
146.481,1.008
146.511,1.014
146.541,1.014
146.571,1.012
146.601,1.009
146.631,1.010
146.661,1.010
146.691,1.012
146.721,1.012
146.751,1.013
146.781,1.013
146.811,1.011
146.841,1.013
146.871,1.014
146.901,1.013
146.931,1.011
146.961,1.011
146.991,1.012
147.021,1.016
147.051,1.011
147.081,1.012
147.111,1.013
147.141,1.009
147.171,1.008
147.201,1.015
147.231,1.009
147.261,1.014
147.291,1.012
147.321,1.013
147.351,1.011
147.381,1.011
147.411,1.009
147.441,1.010
147.471,1.013
147.501,1.011
147.531,1.012
147.561,1.011
147.591,1.013
147.621,1.016
147.651,1.013
147.681,1.010
147.711,1.009
147.741,1.017
147.771,1.017
147.801,1.012
147.831,1.010
147.861,1.013
147.891,1.007
147.921,1.011
147.951,1.015
147.981,1.009
148.011,1.015
148.041,1.015
148.071,1.012
148.101,1.011
148.131,1.011
148.161,1.011
148.191,1.012
148.221,1.014
148.251,1.012
148.281,1.014
148.311,1.009
148.341,1.011
148.371,1.012
148.401,1.016
148.431,1.010
148.461,1.011
148.491,1.013
148.521,1.016
148.551,1.012
148.581,1.011
148.611,1.014
148.641,1.013
148.671,1.011
148.701,1.019
148.731,1.010
148.761,1.015
148.791,1.016
148.821,1.010
148.851,1.015
148.881,1.010
148.911,1.013
148.941,1.013
148.971,1.012
149.001,1.011
149.031,1.012
149.061,1.011
149.091,1.012
149.121,1.010
149.151,1.013
149.181,1.010
149.211,1.011
149.241,1.019
149.271,1.014
149.301,1.014
149.331,1.009
149.361,1.015
149.391,1.007
149.421,1.011
149.451,1.016
149.481,1.011
149.511,1.014
149.541,1.012
149.571,1.013
149.601,1.011
149.631,1.009
149.661,1.010
149.691,1.015
149.721,1.014
149.751,1.015
149.781,1.013
149.811,1.014
149.841,1.013
149.871,1.013
149.901,1.013
149.931,1.010
149.961,1.014
149.991,1.015
150.021,1.014
150.051,1.011
150.081,1.009
150.111,1.011
150.141,1.008
150.171,1.016
150.201,1.011
150.231,1.015
150.261,1.015
150.291,1.011
150.321,1.012
150.351,1.011
150.381,1.012
150.411,1.013
150.441,1.012
150.471,1.013
150.501,1.008
150.531,1.008
150.561,1.013
150.591,1.008
150.621,1.015
150.651,1.010
150.681,1.017
150.711,1.014
150.741,1.012
150.771,1.012
150.801,1.010
150.831,1.011
150.861,1.011
150.891,1.010
150.921,1.011
150.951,1.013
150.981,1.016
151.011,1.008
151.041,1.016
151.071,1.011
151.101,1.011
151.131,1.012
151.161,1.011
151.191,1.014
151.221,1.011
151.251,1.008
151.281,1.011
151.311,1.010
151.341,1.011
151.371,1.009
151.401,1.017
151.431,1.009
151.461,1.015
151.491,1.010
151.521,1.013
151.551,1.008
151.581,1.015
151.611,1.009
151.641,1.020
151.671,1.012
151.701,1.010
151.731,1.007
151.761,1.010
151.791,1.011
151.821,1.009
151.851,1.013
151.881,1.010
151.911,1.012
151.941,1.011
151.971,1.015
152.001,1.013
152.031,1.013
152.061,1.011
152.091,1.012
152.121,1.016
152.151,1.014
152.181,1.010
152.211,1.011
152.241,1.010
152.271,1.010
152.301,1.011
152.331,1.017
152.361,1.011
152.391,1.012
152.421,1.014
152.451,1.010
152.481,1.012
152.511,1.011
152.541,1.014
152.571,1.015
152.601,1.014
152.631,1.012
152.661,1.010
152.691,1.014
152.721,1.007
152.751,1.013
152.781,1.012
152.811,1.011
152.841,1.014
152.871,1.009
152.901,1.016
152.931,1.008
152.961,1.010
152.991,1.009
153.021,1.013
153.051,1.014
153.081,1.017
153.111,1.007
153.141,1.013
153.171,1.016
153.201,1.010
153.231,1.009
153.261,1.008
153.291,1.009
153.321,1.013
153.351,1.012
153.381,1.014
153.411,1.013
153.441,1.011
153.471,1.011
153.501,1.013
153.531,1.014
153.561,1.015
153.591,1.007
153.621,1.014
153.651,1.007
153.681,1.019
153.711,1.013
153.741,1.011
153.771,1.011
153.801,1.011
153.831,1.011
153.861,1.014
153.891,1.007
153.921,1.013
153.951,1.013
153.981,1.013
154.011,1.012
154.041,1.013
154.071,1.008
154.101,1.011
154.131,1.012
154.161,1.014
154.191,1.013
154.221,1.010
154.251,1.011
154.281,1.011
154.311,1.010
154.341,1.009
154.371,1.012
154.401,1.013
154.431,1.017
154.461,1.011
154.491,1.009
154.521,1.007
154.551,1.011
154.581,1.009
154.611,1.019
154.641,1.011
154.671,1.010
154.701,1.012
154.731,1.010
154.761,1.010
154.791,1.011
154.821,1.010
154.851,1.012
154.881,1.012
154.911,1.015
154.941,1.013
154.971,1.012
155.001,1.011
155.031,1.011
155.061,1.014
155.091,1.014
155.121,1.007
155.151,1.014
155.181,1.012
155.211,1.012
155.241,1.011
155.271,1.014
155.301,1.011
155.331,1.012
155.361,1.010
155.391,1.011
155.421,1.015
155.451,1.014
155.481,1.012
155.511,1.012
155.541,1.012
155.571,1.011
155.601,1.011
155.631,1.013
155.661,1.010
155.691,1.012
155.721,1.008
155.751,1.014
155.781,1.009
155.811,1.008
155.841,1.015
155.871,1.011
155.901,1.019
155.931,1.013
155.961,1.012
155.991,1.011
156.021,1.012
156.051,1.008
156.081,1.013
156.111,1.008
156.141,1.014
156.171,1.012
156.201,1.015
156.231,1.009
156.261,1.011
156.291,1.012
156.321,1.014
156.351,1.015
156.381,1.013
156.411,1.011
156.441,1.009
156.471,1.012
156.501,1.015
156.531,1.012
156.561,1.010
156.591,1.009
156.621,1.017
156.651,1.016
156.681,1.010
156.711,1.009
156.741,1.013
156.771,1.010
156.801,1.011
156.831,1.015
156.861,1.011
156.891,1.014
156.921,1.013
156.951,1.012
156.981,1.011
157.011,1.010
157.041,1.008
157.071,1.010
157.101,1.013
157.131,1.013
157.161,1.013
157.191,1.010
157.221,1.016
157.251,1.011
157.281,1.009
157.311,1.009
157.341,1.010
157.371,1.016
157.401,1.015
157.431,1.012
157.461,1.014
157.491,1.010
157.521,1.009
157.551,1.015
157.581,1.007
157.611,1.011
157.641,1.010
157.671,1.011
157.701,1.011
157.731,1.011
157.761,1.009
157.791,1.012
157.821,1.014
157.851,1.012
157.881,1.016
157.911,1.011
157.941,1.012
157.971,1.013
158.001,1.011
158.031,1.012
158.061,1.011
158.091,1.015
158.121,1.013
158.151,1.011
158.181,1.009
158.211,1.012
158.241,1.011
158.271,1.009
158.301,1.017
158.331,1.007
158.361,1.012
158.391,1.010
158.421,1.010
158.451,1.012
158.481,1.010
158.511,1.012
158.541,1.010
158.571,1.011
158.601,1.011
158.631,1.011
158.661,1.010
158.691,1.012
158.721,1.012
158.751,1.010
158.781,1.011
158.811,1.008
158.841,1.017
158.871,1.011
158.901,1.012
158.931,1.011
158.961,1.011
158.991,1.009
159.021,1.014
159.051,1.009
159.081,1.013
159.111,1.014
159.141,1.014
159.171,1.011
159.201,1.009
159.231,1.009
159.261,1.009
159.291,1.011
159.321,1.010
159.351,1.014
159.381,1.014
159.411,1.009
159.441,1.013
159.471,1.014
159.501,1.010
159.531,1.013
159.561,1.013
159.591,1.016
159.621,1.011
159.651,1.014
159.681,1.010
159.711,1.008
159.741,1.011
159.771,1.011
159.801,1.006
159.831,1.012
159.861,1.016
159.891,1.013
159.921,1.010
159.951,1.012
159.981,1.010
160.011,1.011
160.041,1.014
160.071,1.012
160.101,1.012
160.131,1.013
160.161,1.012
160.191,1.010
160.221,1.017
160.251,1.011
160.281,1.011
160.311,1.016
160.341,1.009
160.371,1.019
160.401,1.011
160.431,1.011
160.461,1.015
160.491,1.008
160.521,1.013
160.551,1.014
160.581,1.008
160.611,1.008
160.641,1.016
160.671,1.011
160.701,1.009
160.731,1.013
160.761,1.011
160.791,1.009
160.821,1.013
160.851,1.012
160.881,1.010
160.911,1.012
160.941,1.012
160.971,1.012
161.001,1.010
161.031,1.014
161.061,1.010
161.091,1.005
161.121,1.011
161.151,1.013
161.181,1.018
161.211,1.009
161.241,1.008
161.271,1.011
161.301,1.015
161.331,1.013
161.361,1.016
161.391,1.004
161.421,1.013
161.451,1.014
161.481,1.008
161.511,1.008
161.541,1.009
161.571,1.010
161.601,1.012
161.631,1.009
161.661,1.011
161.691,1.012
161.721,1.013
161.751,1.011
161.781,1.010
161.811,1.010
161.841,1.015
161.871,1.009
161.901,1.012
161.931,1.007
161.961,1.019
161.991,1.013
162.021,1.009
162.051,1.014
162.081,1.015
162.111,1.011
162.141,1.008
162.171,1.012
162.201,1.009
162.231,1.015
162.261,1.014
162.291,1.009
162.321,1.014
162.351,1.014
162.381,1.012
162.411,1.009
162.441,1.014
162.471,1.012
162.501,1.011
162.531,1.014
162.561,1.013
162.591,1.011
162.621,1.013
162.651,1.011
162.681,1.009
162.711,1.016
162.741,1.010
162.771,1.017
162.801,1.011
162.831,1.011
162.861,1.011
162.891,1.010
162.921,1.012
162.951,1.014
162.981,1.007
163.011,1.008
163.041,1.015
163.071,1.015
163.101,1.012
163.131,1.012
163.161,1.011
163.191,1.010
163.221,1.016
163.251,1.013
163.281,1.011
163.311,1.009
163.341,1.009
163.371,1.010
163.401,1.011
163.431,1.009
163.461,1.015
163.491,1.009
163.521,1.007
163.551,1.010
163.581,1.008
163.611,1.019
163.641,1.011
163.671,1.009
163.701,1.011
163.731,1.012
163.761,1.011
163.791,1.014
163.821,1.008
163.851,1.010
163.881,1.013
163.911,1.013
163.941,1.008
163.971,1.011
164.001,1.010
164.031,1.011
164.061,1.015
164.091,1.009
164.121,1.015
164.151,1.013
164.181,1.010
164.211,1.010
164.241,1.012
164.271,1.009
164.301,1.013
164.331,1.014
164.361,1.013
164.391,1.010
164.421,1.006
164.451,1.015
164.481,1.013
164.511,1.011
164.541,1.009
164.571,1.012
164.601,1.011
164.631,1.011
164.661,1.014
164.691,1.011
164.721,1.012
164.751,1.013
164.781,1.012
164.811,1.009
164.841,1.011
164.871,1.008
164.901,1.015
164.931,1.014
164.961,1.014
164.991,1.011
165.021,1.008
165.051,1.013
165.081,1.013
165.111,1.012
165.141,1.010
165.171,1.012
165.201,1.009
165.231,1.010
165.261,1.011
165.291,1.014
165.321,1.011
165.351,1.009
165.381,1.012
165.411,1.011
165.441,1.012
165.471,1.016
165.501,1.007
165.531,1.013
165.561,1.015
165.591,1.012
165.621,1.009
165.651,1.013
165.681,1.010
165.711,1.012
165.741,1.015
165.771,1.014
165.801,1.013
165.831,1.011
165.861,1.010
165.891,1.014
165.921,1.014
165.951,1.012
165.981,1.009
166.011,1.009
166.041,1.012
166.071,1.015
166.101,1.012
166.131,1.007
166.161,1.011
166.191,1.015
166.221,1.011
166.251,1.017
166.281,1.009
166.311,1.014
166.341,1.014
166.371,1.009
166.401,1.008
166.431,1.011
166.461,1.010
166.491,1.010
166.521,1.016
166.551,1.013
166.581,1.011
166.611,1.012
166.641,1.011
166.671,1.008
166.701,1.015
166.731,1.012
166.761,1.014
166.791,1.013
166.821,1.012
166.851,1.017
166.881,1.012
166.911,1.009
166.941,1.011
166.971,1.012
167.001,1.009
167.031,1.012
167.061,1.009
167.091,1.010
167.121,1.015
167.151,1.014
167.181,1.009
167.211,1.011
167.241,1.011
167.271,1.013
167.301,1.012
167.331,1.013
167.361,1.013
167.391,1.013
167.421,1.013
167.451,1.008
167.481,1.014
167.511,1.008
167.541,1.009
167.571,1.015
167.601,1.011
167.631,1.017
167.661,1.011
167.691,1.008
167.721,1.010
167.751,1.012
167.781,1.012
167.811,1.012
167.841,1.008
167.871,1.011
167.901,1.014
167.931,1.014
167.961,1.012
167.991,1.011
168.021,1.011
168.051,1.010
168.081,1.012
168.111,1.011
168.141,1.012
168.171,1.011
168.201,1.016
168.231,1.011
168.261,1.011
168.291,1.010
168.321,1.012
168.351,1.012
168.381,1.009
168.411,1.016
168.441,1.012
168.471,1.008
168.501,1.010
168.531,1.012
168.561,1.008
168.591,1.013
168.621,1.019
168.651,1.010
168.681,1.014
168.711,1.012
168.741,1.009
168.771,1.012
168.801,1.012
168.831,1.010
168.861,1.011
168.891,1.013
168.921,1.008
168.951,1.013
168.981,1.012
169.011,1.015
169.041,1.013
169.071,1.013
169.101,1.008
169.131,1.011
169.161,1.014
169.191,1.015
169.221,1.009
169.251,1.009
169.281,1.011
169.311,1.014
169.341,1.011
169.371,1.014
169.401,1.008
169.431,1.012
169.461,1.012
169.491,1.012
169.521,1.009
169.551,1.011
169.581,1.010
169.611,1.013
169.641,1.011
169.671,1.013
169.701,1.011
169.731,1.012
169.761,1.011
169.791,1.013
169.821,1.015
169.851,1.013
169.881,1.012
169.911,1.012
169.941,1.017
169.971,1.013
170.001,1.010
170.031,1.010
170.061,1.012
170.091,1.010
170.121,1.011
170.151,1.017
170.181,1.009
170.211,1.012
170.241,1.015
170.271,1.010
170.301,1.011
170.331,1.010
170.361,1.012
170.391,1.016
170.421,1.013
170.451,1.017
170.481,1.013
170.511,1.014
170.541,1.015
170.571,1.012
170.601,1.015
170.631,1.013
170.661,1.009
170.691,1.011
170.721,1.012
170.751,1.014
170.781,1.012
170.811,1.010
170.841,1.011
170.871,1.014
170.901,1.009
170.931,1.012
170.961,1.011
170.991,1.011
171.021,1.014
171.051,1.013
171.081,1.009
171.111,1.014
171.141,1.014
171.171,1.010
171.201,1.014
171.231,1.013
171.261,1.011
171.291,1.008
171.321,1.014
171.351,1.013
171.381,1.012
171.411,1.014
171.441,1.013
171.471,1.008
171.501,1.010
171.531,1.012
171.561,1.016
171.591,1.011
171.621,1.009
171.651,1.011
171.681,1.010
171.711,1.012
171.741,1.017
171.771,1.006
171.801,1.015
171.831,1.014
171.861,1.012
171.891,1.011
171.921,1.011
171.951,1.011
171.981,1.013
172.011,1.015
172.041,1.012
172.071,1.011
172.101,1.013
172.131,1.010
172.161,1.010
172.191,1.012
172.221,1.008
172.251,1.013
172.281,1.015
172.311,1.014
172.341,1.013
172.371,1.011
172.401,1.009
172.431,1.013
172.461,1.011
172.491,1.011
172.521,1.011
172.551,1.004
172.581,1.012
172.611,1.014
172.641,1.009
172.671,1.012
172.701,1.012
172.731,1.009
172.761,1.013
172.791,1.016
172.821,1.013
172.851,1.010
172.881,1.011
172.911,1.010
172.941,1.012
172.971,1.007
173.001,1.012
173.031,1.010
173.061,1.017
173.091,1.011
173.121,1.011
173.151,1.014
173.181,1.012
173.211,1.008
173.241,1.015
173.271,1.010
173.301,1.011
173.331,1.014
173.361,1.014
173.391,1.015
173.421,1.013
173.451,1.010
173.481,1.010
173.511,1.013
173.541,1.014
173.571,1.013
173.601,1.013
173.631,1.010
173.661,1.014
173.691,1.010
173.721,1.012
173.751,1.009
173.781,1.011
173.811,1.015
173.841,1.014
173.871,1.012
173.901,1.009
173.931,1.012
173.961,1.009
173.991,1.013
174.021,1.017
174.051,1.010
174.081,1.012
174.111,1.013
174.141,1.013
174.171,1.010
174.201,1.012
174.231,1.013
174.261,1.015
174.291,1.013
174.321,1.012
174.351,1.012
174.381,1.011
174.411,1.012
174.441,1.011
174.471,1.011
174.501,1.013
174.531,1.011
174.561,1.013
174.591,1.016
174.621,1.010
174.651,1.012
174.681,1.012
174.711,1.013
174.741,1.013
174.771,1.016
174.801,1.011
174.831,1.012
174.861,1.012
174.891,1.011
174.921,1.009
174.951,1.008
174.981,1.012
175.011,1.012
175.041,1.012
175.071,1.011
175.101,1.015
175.131,1.012
175.161,1.011
175.191,1.010
175.221,1.006
175.251,1.011
175.281,1.012
175.311,1.014
175.341,1.013
175.371,1.013
175.401,1.010
175.431,1.011
175.461,1.013
175.491,1.011
175.521,1.006
175.551,1.009
175.581,1.015
175.611,1.013
175.641,1.013
175.671,1.014
175.701,1.012
175.731,1.015
175.761,1.013
175.791,1.013
175.821,1.014
175.851,1.011
175.881,1.012
175.911,1.009
175.941,1.006
175.971,1.012
176.001,1.014
176.031,1.015
176.061,1.013
176.091,1.014
176.121,1.010
176.151,1.012
176.181,1.011
176.211,1.014
176.241,1.014
176.271,1.007
176.301,1.013
176.331,1.013
176.361,1.010
176.391,1.012
176.421,1.012
176.451,1.014
176.481,1.012
176.511,1.013
176.541,1.015
176.571,1.011
176.601,1.011
176.631,1.016
176.661,1.014
176.691,1.009
176.721,1.011
176.751,1.013
176.781,1.014
176.811,1.012
176.841,1.011
176.871,1.009
176.901,1.011
176.931,1.009
176.961,1.014
176.991,1.009
177.021,1.010
177.051,1.015
177.081,1.014
177.111,1.009
177.141,1.010
177.171,1.009
177.201,1.013
177.231,1.013
177.261,1.014
177.291,1.013
177.321,1.012
177.351,1.011
177.381,1.011
177.411,1.014
177.441,1.015
177.471,1.009
177.501,1.011
177.531,1.012
177.561,1.015
177.591,1.011
177.621,1.009
177.651,1.010
177.681,1.013
177.711,1.011
177.741,1.017
177.771,1.010
177.801,1.013
177.831,1.015
177.861,1.009
177.891,1.011
177.921,1.013
177.951,1.013
177.981,1.011
178.011,1.013
178.041,1.010
178.071,1.011
178.101,1.015
178.131,1.011
178.161,1.014
178.191,1.011
178.221,1.007
178.251,1.011
178.281,1.015
178.311,1.018
178.341,1.012
178.371,1.015
178.401,1.013
178.431,1.012
178.461,1.011
178.491,1.014
178.521,1.009
178.551,1.010
178.581,1.013
178.611,1.012
178.641,1.007
178.671,1.013
178.701,1.009
178.731,1.010
178.761,1.009
178.791,1.011
178.821,1.014
178.851,1.013
178.881,1.010
178.911,1.011
178.941,1.014
178.971,1.010
179.001,1.011
179.031,1.010
179.061,1.017
179.091,1.011
179.121,1.012
179.151,1.010
179.181,1.011
179.211,1.011
179.241,1.014
179.271,1.008
179.301,1.014
179.331,1.014
179.361,1.010
179.391,1.010
179.421,1.010
179.451,1.011
179.481,1.010
179.511,1.014
179.541,1.016
179.571,1.016
179.601,1.011
179.631,1.012
179.661,1.014
179.691,1.009
179.721,1.015
179.751,1.009
179.781,1.016
179.811,1.013
179.841,1.013
179.871,1.012
179.901,1.013
179.931,1.009
179.961,1.009
179.991,1.016
180.021,1.013
180.051,1.012
180.081,1.014
180.111,1.015
180.141,1.013
180.171,1.011
180.201,1.010
180.231,1.014
180.261,1.012
180.291,1.011
180.321,1.010
180.351,1.009
180.381,1.011
180.411,1.010
180.441,1.010
180.471,1.014
180.501,1.010
180.531,1.018
180.561,1.014
180.591,1.013
180.621,1.008
180.651,1.016
180.681,1.014
180.711,1.012
180.741,1.012
180.771,1.009
180.801,1.016
180.831,1.014
180.861,1.011
180.891,1.011
180.921,1.013
180.951,1.012
180.981,1.012
181.011,1.011
181.041,1.010
181.071,1.016
181.101,1.010
181.131,1.011
181.161,1.013
181.191,1.012
181.221,1.011
181.251,1.012
181.281,1.018
181.311,1.012
181.341,1.013
181.371,1.011
181.401,1.013
181.431,1.011
181.461,1.009
181.491,1.014
181.521,1.011
181.551,1.015
181.581,1.012
181.611,1.010
181.641,1.012
181.671,1.012
181.701,1.011
181.731,1.014
181.761,1.013
181.791,1.011
181.821,1.017
181.851,1.010
181.881,1.011
181.911,1.010
181.941,1.011
181.971,1.012
182.001,1.012
182.031,1.018
182.061,1.012
182.091,1.012
182.121,1.012
182.151,1.009
182.181,1.010
182.211,1.011
182.241,1.014
182.271,1.007
182.301,1.015
182.331,1.011
182.361,1.008
182.391,1.013
182.421,1.010
182.451,1.010
182.481,1.015
182.511,1.012
182.541,1.013
182.571,1.009
182.601,1.012
182.631,1.013
182.661,1.013
182.691,1.012
182.721,1.015
182.751,1.014
182.781,1.014
182.811,1.010
182.841,1.012
182.871,1.007
182.901,1.014
182.931,1.012
182.961,1.017
182.991,1.008
183.021,1.012
183.051,1.015
183.081,1.011
183.111,1.012
183.141,1.010
183.171,1.011
183.201,1.014
183.231,1.012
183.261,1.011
183.291,1.013
183.321,1.011
183.351,1.015
183.381,1.009
183.411,1.010
183.441,1.014
183.471,1.009
183.501,1.015
183.531,1.012
183.561,1.011
183.591,1.013
183.621,1.013
183.651,1.013
183.681,1.010
183.711,1.014
183.741,1.012
183.771,1.014
183.801,1.014
183.831,1.013
183.861,1.009
183.891,1.013
183.921,1.011
183.951,1.013
183.981,1.017
184.011,1.013
184.041,1.014
184.071,1.010
184.101,1.009
184.131,1.014
184.161,1.009
184.191,1.011
184.221,1.013
184.251,1.014
184.281,1.017
184.311,1.010
184.341,1.010
184.371,1.012
184.401,1.010
184.431,1.014
184.461,1.014
184.491,1.009
184.521,1.009
184.551,1.015
184.581,1.010
184.611,1.011
184.641,1.013
184.671,1.008
184.701,1.013
184.731,1.013
184.761,1.011
184.791,1.009
184.821,1.014
184.851,1.012
184.881,1.012
184.911,1.012
184.941,1.015
184.971,1.010
185.001,1.009
185.031,1.015
185.061,1.015
185.091,1.008
185.121,1.009
185.151,1.009
185.181,1.012
185.211,1.010
185.241,1.018
185.271,1.008
185.301,1.011
185.331,1.013
185.361,1.013
185.391,1.011
185.421,1.014
185.451,1.011
185.481,1.011
185.511,1.011
185.541,1.008
185.571,1.015
185.601,1.012
185.631,1.013
185.661,1.010
185.691,1.011
185.721,1.012
185.751,1.012
185.781,1.019
185.811,1.013
185.841,1.011
185.871,1.012
185.901,1.012
185.931,1.011
185.961,1.012
185.991,1.012
186.021,1.010
186.051,1.014
186.081,1.014
186.111,1.011
186.141,1.010
186.171,1.011
186.201,1.009
186.231,1.013
186.261,1.013
186.291,1.014
186.321,1.013
186.351,1.009
186.381,1.014
186.411,1.013
186.441,1.010
186.471,1.010
186.501,1.017
186.531,1.013
186.561,1.009
186.591,1.009
186.621,1.007
186.651,1.009
186.681,1.010
186.711,1.013
186.741,1.008
186.771,1.014
186.801,1.014
186.831,1.011
186.861,1.017
186.891,1.018
186.921,1.012
186.951,1.014
186.981,1.007
187.011,1.009
187.041,1.008
187.071,1.010
187.101,1.013
187.131,1.011
187.161,1.004
187.191,1.009
187.221,1.017
187.251,1.012
187.281,1.009
187.311,1.017
187.341,1.011
187.371,1.003
187.401,1.008
187.431,1.020
187.461,1.007
187.491,1.008
187.521,1.014
187.551,1.014
187.581,1.008
187.611,1.004
187.641,1.002
187.671,1.010
187.701,1.015
187.731,1.010
187.761,1.013
187.791,1.020
187.821,1.019
187.851,1.008
187.881,1.005
187.911,1.005
187.941,1.001
187.971,1.008
188.001,1.009
188.031,1.011
188.061,1.007
188.091,1.011
188.121,1.015
188.151,1.020
188.181,1.016
188.211,1.015
188.241,1.007
188.271,1.003
188.301,0.994
188.331,0.994
188.361,1.004
188.391,1.019
188.421,1.024
188.451,1.015
188.481,1.008
188.511,1.009
188.541,1.007
188.571,1.011
188.601,1.009
188.631,1.008
188.661,1.011
188.691,1.012
188.721,1.010
188.751,1.009
188.781,1.010
188.811,1.009
188.841,1.010
188.871,1.010
188.901,1.012
188.931,1.008
188.961,1.014
188.991,1.013
189.021,1.012
189.051,1.014
189.081,1.007
189.111,1.008
189.141,1.009
189.171,1.011
189.201,1.011
189.231,1.008
189.261,1.011
189.291,1.013
189.321,1.010
189.351,1.011
189.381,1.011
189.411,1.014
189.441,1.013
189.471,1.008
189.501,1.009
189.531,1.013
189.561,1.009
189.591,1.011
189.621,1.020
189.651,1.009
189.681,1.011
189.711,1.012
189.741,1.008
189.771,1.006
189.801,1.009
189.831,1.011
189.861,1.013
189.891,1.010
189.921,1.013
189.951,1.012
189.981,1.011
190.011,1.010
190.041,1.005
190.071,1.010
190.101,1.009
190.131,1.019
190.161,1.013
190.191,1.011
190.221,1.011
190.251,1.014
190.281,1.009
190.311,1.009
190.341,1.010
190.371,1.010
190.401,1.012
190.431,1.012
190.461,1.014
190.491,1.012
190.521,1.007
190.551,1.007
190.581,1.010
190.611,1.012
190.641,1.012
190.671,1.011
190.701,1.010
190.731,1.012
190.761,1.009
190.791,1.006
190.821,1.009
190.851,1.010
190.881,1.009
190.911,1.010
190.941,1.013
190.971,1.011
191.001,1.011
191.031,1.010
191.061,1.016
191.091,1.009
191.121,1.015
191.151,1.013
191.181,1.012
191.211,1.009
191.241,1.007
191.271,1.010
191.301,1.013
191.331,1.015
191.361,1.014
191.391,1.011
191.421,1.012
191.451,1.010
191.481,1.010
191.511,1.011
191.541,1.010
191.571,1.013
191.601,1.008
191.631,1.014
191.661,1.011
191.691,1.009
191.721,1.010
191.751,1.009
191.781,1.009
191.811,1.010
191.841,1.008
191.871,1.009
191.901,1.010
191.931,1.014
191.961,1.008
191.991,1.009
192.021,1.010
192.051,1.012
192.081,1.012
192.111,1.013
192.141,1.008
192.171,1.011
192.201,1.011
192.231,1.013
192.261,1.011
192.291,1.012
192.321,1.010
192.351,1.012
192.381,1.010
192.411,1.015
192.441,1.012
192.471,1.010
192.501,1.011
192.531,1.012
192.561,1.007
192.591,1.012
192.621,1.005
192.651,1.009
192.681,1.010
192.711,1.014
192.741,1.010
192.771,1.009
192.801,1.013
192.831,1.010
192.861,1.013
192.891,1.014
192.921,1.012
192.951,1.011
192.981,1.010
193.011,1.010
193.041,1.009
193.071,1.011
193.101,1.011
193.131,1.013
193.161,1.016
193.191,1.017
193.221,1.010
193.251,1.009
193.281,1.011
193.311,1.009
193.341,1.007
193.371,1.013
193.401,1.008
193.431,1.010
193.461,1.013
193.491,1.008
193.521,1.011
193.551,1.010
193.581,1.010
193.611,1.016
193.641,1.009
193.671,1.011
193.701,1.011
193.731,1.012
193.761,1.013
193.791,1.012
193.821,1.015
193.851,1.006
193.881,1.007
193.911,1.013
193.941,1.014
193.971,1.008
194.001,1.009
194.031,1.010
194.061,1.010
194.091,1.009
194.121,1.016
194.151,1.012
194.181,1.014
194.211,1.016
194.241,1.016
194.271,1.007
194.301,1.009
194.331,1.007
194.361,1.014
194.391,1.014
194.421,1.014
194.451,1.013
194.481,1.008
194.511,1.010
194.541,1.011
194.571,1.012
194.601,1.008
194.631,1.014
194.661,1.007
194.691,1.019
194.721,1.009
194.751,1.009
194.781,1.011
194.811,1.011
194.841,1.010
