df_hash,22ZHK4.BUJ0BH
132.473,1.018
132.503,1.019
132.533,1.020
132.563,1.022
132.593,1.020
132.623,1.022
132.653,1.011
132.683,1.026
132.713,1.019
132.743,1.015
132.773,1.018
132.803,1.024
132.833,1.020
132.863,1.017
132.893,1.022
132.923,1.020
132.953,1.022
132.983,1.021
133.013,1.017
133.043,1.017
133.073,1.019
133.103,1.018
133.133,1.022
133.163,1.019
133.193,1.020
133.223,1.021
133.253,1.021
133.283,1.019
133.313,1.020
133.343,1.019
133.373,1.019
133.403,1.017
133.433,1.024
133.463,1.017
133.493,1.018
133.523,1.023
133.553,1.025
133.583,1.020
133.613,1.022
133.643,1.019
133.673,1.022
133.703,1.024
133.733,1.019
133.763,1.017
133.793,1.018
133.823,1.021
133.853,1.021
133.883,1.019
133.913,1.021
133.943,1.019
133.973,1.020
134.003,1.019
134.033,1.019
134.063,1.022
134.093,1.015
134.123,1.024
134.153,1.015
134.183,1.021
134.213,1.021
134.243,1.016
134.273,1.017
134.303,1.021
134.333,1.019
134.363,1.020
134.393,1.021
134.423,1.017
134.453,1.021
134.483,1.021
134.513,1.019
134.543,1.018
134.573,1.021
134.603,1.019
134.633,1.018
134.663,1.019
134.693,1.021
134.723,1.017
134.753,1.018
134.783,1.022
134.813,1.018
134.843,1.020
134.873,1.023
134.903,1.013
134.933,1.024
134.963,1.017
134.993,1.016
135.023,1.020
135.053,1.025
135.083,1.023
135.113,1.019
135.143,1.021
135.173,1.015
135.203,1.022
135.233,1.019
135.263,1.015
135.293,1.021
135.323,1.021
135.353,1.022
135.383,1.018
135.413,1.019
135.443,1.020
135.473,1.021
135.503,1.022
135.533,1.018
135.563,1.018
135.593,1.022
135.623,1.016
135.653,1.026
135.683,1.017
135.713,1.016
135.743,1.021
135.773,1.022
135.803,1.020
135.833,1.020
135.863,1.021
135.893,1.020
135.923,1.022
135.953,1.021
135.983,1.018
136.013,1.019
136.043,1.021
136.073,1.021
136.103,1.019
136.133,1.021
136.163,1.020
136.193,1.021
136.223,1.021
136.253,1.024
136.283,1.016
136.313,1.026
136.343,1.010
136.373,1.023
136.403,1.020
136.433,1.017
136.463,1.020
136.493,1.021
136.523,1.022
136.553,1.018
136.583,1.019
136.613,1.015
136.643,1.021
136.673,1.021
136.703,1.017
136.733,1.018
136.763,1.021
136.793,1.021
136.823,1.023
136.853,1.020
136.883,1.021
136.913,1.021
136.943,1.021
136.973,1.019
137.003,1.021
137.033,1.015
137.063,1.025
137.093,1.014
137.123,1.023
137.153,1.020
137.183,1.018
137.213,1.017
137.243,1.021
137.273,1.021
137.303,1.021
137.333,1.027
137.363,1.016
137.393,1.021
137.423,1.024
137.453,1.018
137.483,1.020
137.513,1.020
137.543,1.023
137.573,1.019
137.603,1.019
137.633,1.020
137.663,1.021
137.693,1.020
137.723,1.021
137.753,1.019
137.783,1.021
137.813,1.017
137.843,1.020
137.873,1.018
137.903,1.026
137.933,1.019
137.963,1.018
137.993,1.023
138.023,1.022
138.053,1.022
138.083,1.022
138.113,1.019
138.143,1.020
138.173,1.022
138.203,1.018
138.233,1.019
138.263,1.021
138.293,1.018
138.323,1.019
138.353,1.021
138.383,1.021
138.413,1.021
138.443,1.021
138.473,1.023
138.503,1.020
138.533,1.016
138.563,1.025
138.593,1.016
138.623,1.024
138.653,1.017
138.683,1.019
138.713,1.021
138.743,1.024
138.773,1.021
138.803,1.018
138.833,1.023
138.863,1.013
138.893,1.022
138.923,1.021
138.953,1.022
138.983,1.020
139.013,1.017
139.043,1.021
139.073,1.021
139.103,1.021
139.133,1.021
139.163,1.021
139.193,1.021
139.223,1.018
139.253,1.020
139.283,1.023
139.313,1.028
139.343,1.021
139.373,1.015
139.403,1.020
139.433,1.025
139.463,1.019
139.493,1.020
139.523,1.020
139.553,1.020
139.583,1.027
139.613,1.018
139.643,1.016
139.673,1.021
139.703,1.021
139.733,1.022
139.763,1.021
139.793,1.018
139.823,1.022
139.853,1.017
139.883,1.022
139.913,1.021
139.943,1.020
139.973,1.015
140.003,1.021
140.033,1.025
140.063,1.020
140.093,1.017
140.123,1.024
140.153,1.024
140.183,1.018
140.213,1.025
140.243,1.019
140.273,1.022
140.303,1.021
140.333,1.016
140.363,1.020
140.393,1.021
140.423,1.020
140.453,1.021
140.483,1.021
140.513,1.021
140.543,1.022
140.573,1.021
140.603,1.021
140.633,1.023
140.663,1.017
140.693,1.026
140.723,1.014
140.753,1.025
140.783,1.021
140.813,1.015
140.843,1.019
140.873,1.022
140.903,1.017
140.933,1.017
140.963,1.022
140.993,1.021
141.023,1.024
141.053,1.020
141.083,1.016
141.113,1.014
141.143,1.022
141.173,1.027
141.203,1.020
141.233,1.022
141.263,1.021
141.293,1.020
141.323,1.021
141.353,1.021
141.383,1.019
141.413,1.012
141.443,1.023
141.473,1.020
141.503,1.021
141.533,1.018
141.563,1.018
141.593,1.023
141.623,1.025
141.653,1.019
141.683,1.020
141.713,1.019
141.743,1.024
141.773,1.023
141.803,1.021
141.833,1.018
141.863,1.020
141.893,1.023
141.923,1.019
141.953,1.018
141.983,1.023
142.013,1.022
142.043,1.024
142.073,1.016
142.103,1.021
142.133,1.014
142.163,1.032
142.193,1.022
142.223,1.020
142.253,1.021
142.283,1.026
142.313,1.022
142.343,1.019
142.373,1.025
142.403,1.019
142.433,1.024
142.463,1.021
142.493,1.019
142.523,1.018
142.553,1.020
142.583,1.022
142.613,1.022
142.643,1.019
142.673,1.023
142.703,1.021
142.733,1.022
142.763,1.021
142.793,1.023
142.823,1.018
142.853,1.027
142.883,1.020
142.913,1.018
142.943,1.021
142.973,1.024
143.003,1.019
143.033,1.021
143.063,1.023
143.093,1.023
143.123,1.024
143.153,1.020
143.183,1.017
143.213,1.021
143.243,1.024
143.273,1.021
143.303,1.018
143.333,1.023
143.363,1.022
143.393,1.022
143.423,1.017
143.453,1.021
143.483,1.024
143.513,1.024
143.543,1.014
143.573,1.024
143.603,1.028
143.633,1.021
143.663,1.023
143.693,1.027
143.723,1.022
143.753,1.014
143.783,1.022
143.813,1.022
143.843,1.021
143.873,1.016
143.903,1.022
143.933,1.025
143.963,1.026
143.993,1.021
144.023,1.022
144.053,1.022
144.083,1.021
144.113,1.024
144.143,1.021
144.173,1.020
144.203,1.022
144.233,1.018
144.263,1.024
144.293,1.022
144.323,1.020
144.353,1.019
144.383,1.024
144.413,1.024
144.443,1.022
144.473,1.020
144.503,1.021
144.533,1.021
144.563,1.021
144.593,1.019
144.623,1.021
144.653,1.023
144.683,1.025
144.713,1.021
144.743,1.022
144.773,1.022
144.803,1.026
144.833,1.021
144.863,1.021
144.893,1.014
144.923,1.029
144.953,1.019
144.983,1.017
145.013,1.020
145.043,1.024
145.073,1.021
145.103,1.019
145.133,1.022
145.163,1.020
145.193,1.026
145.223,1.021
145.253,1.017
145.283,1.019
145.313,1.021
145.343,1.022
145.373,1.023
145.403,1.019
145.433,1.020
145.463,1.020
145.493,1.023
145.523,1.018
145.553,1.029
145.583,1.013
145.613,1.022
145.643,1.022
145.673,1.018
145.703,1.021
145.733,1.023
145.763,1.021
145.793,1.018
145.823,1.021
145.853,1.022
145.883,1.023
145.913,1.018
145.943,1.020
145.973,1.018
146.003,1.021
146.033,1.021
146.063,1.023
146.093,1.021
146.123,1.021
146.153,1.023
146.183,1.023
146.213,1.020
146.243,1.018
146.273,1.023
146.303,1.013
146.333,1.026
146.363,1.021
146.393,1.015
146.423,1.021
146.453,1.021
146.483,1.022
146.513,1.020
146.543,1.025
146.573,1.019
146.603,1.021
146.633,1.021
146.663,1.021
146.693,1.021
146.723,1.021
146.753,1.024
146.783,1.021
146.813,1.021
146.843,1.021
146.873,1.021
146.903,1.022
146.933,1.018
146.963,1.019
146.993,1.018
147.023,1.023
147.053,1.021
147.083,1.018
147.113,1.019
147.143,1.023
147.173,1.023
147.203,1.019
147.233,1.024
147.263,1.017
147.293,1.021
147.323,1.023
147.353,1.023
147.383,1.019
147.413,1.023
147.443,1.025
147.473,1.022
147.503,1.022
147.533,1.020
147.563,1.023
147.593,1.023
147.623,1.021
147.653,1.021
147.683,1.016
147.713,1.022
147.743,1.025
147.773,1.016
147.803,1.020
147.833,1.023
147.863,1.022
147.893,1.019
147.923,1.025
147.953,1.021
147.983,1.024
148.013,1.020
148.043,1.020
148.073,1.020
148.103,1.023
148.133,1.021
148.163,1.024
148.193,1.021
148.223,1.022
148.253,1.021
148.283,1.019
148.313,1.021
148.343,1.020
148.373,1.019
148.403,1.025
148.433,1.015
148.463,1.024
148.493,1.024
148.523,1.020
148.553,1.020
148.583,1.023
148.613,1.021
148.643,1.019
148.673,1.024
148.703,1.017
148.733,1.022
148.763,1.021
148.793,1.019
148.823,1.024
148.853,1.022
148.883,1.019
148.913,1.021
148.943,1.022
148.973,1.025
149.003,1.022
149.033,1.020
149.063,1.020
149.093,1.022
149.123,1.022
149.153,1.023
149.183,1.028
149.213,1.012
149.243,1.025
149.273,1.023
149.303,1.019
149.333,1.020
149.363,1.022
149.393,1.022
149.423,1.018
149.453,1.022
149.483,1.020
149.513,1.025
149.543,1.022
149.573,1.016
149.603,1.021
149.633,1.023
149.663,1.022
149.693,1.021
149.723,1.024
149.753,1.021
149.783,1.024
149.813,1.023
149.843,1.021
149.873,1.024
149.903,1.021
149.933,1.022
149.963,1.018
149.993,1.021
150.023,1.022
150.053,1.019
150.083,1.020
150.113,1.022
150.143,1.024
150.173,1.020
150.203,1.026
150.233,1.016
150.263,1.021
150.293,1.021
150.323,1.017
150.353,1.023
150.383,1.021
150.413,1.021
150.443,1.023
150.473,1.020
150.503,1.021
150.533,1.022
150.563,1.025
150.593,1.025
150.623,1.019
150.653,1.024
150.683,1.014
150.713,1.026
150.743,1.025
150.773,1.022
150.803,1.021
150.833,1.021
150.863,1.022
150.893,1.021
150.923,1.026
150.953,1.019
150.983,1.024
151.013,1.027
151.043,1.021
151.073,1.019
151.103,1.022
151.133,1.024
151.163,1.021
151.193,1.021
151.223,1.024
151.253,1.019
151.283,1.026
151.313,1.023
151.343,1.021
151.373,1.022
151.403,1.014
151.433,1.024
151.463,1.019
151.493,1.022
151.523,1.022
151.553,1.026
151.583,1.025
151.613,1.013
151.643,1.030
151.673,1.021
151.703,1.014
151.733,1.031
151.763,1.022
151.793,1.014
151.823,1.011
151.853,1.021
151.883,1.021
151.913,1.028
151.943,1.024
151.973,1.019
152.003,1.020
152.033,1.023
152.063,1.021
152.093,1.014
152.123,1.023
152.153,1.027
152.183,1.020
152.213,1.020
152.243,1.026
152.273,1.023
152.303,1.023
152.333,1.022
152.363,1.020
152.393,1.025
152.423,1.023
152.453,1.019
152.483,1.018
152.513,1.022
152.543,1.021
152.573,1.022
152.603,1.020
152.633,1.021
152.663,1.024
152.693,1.022
152.723,1.026
152.753,1.016
152.783,1.022
152.813,1.023
152.843,1.018
152.873,1.021
152.903,1.022
152.933,1.023
152.963,1.021
152.993,1.025
153.023,1.015
153.053,1.024
153.083,1.022
153.113,1.017
153.143,1.020
153.173,1.022
153.203,1.027
153.233,1.020
153.263,1.022
153.293,1.023
153.323,1.022
153.353,1.021
153.383,1.017
153.413,1.021
153.443,1.023
153.473,1.025
153.503,1.018
153.533,1.019
153.563,1.022
153.593,1.023
153.623,1.023
153.653,1.024
153.683,1.018
153.713,1.022
153.743,1.024
153.773,1.020
153.803,1.021
153.833,1.022
153.863,1.021
153.893,1.024
153.923,1.023
153.953,1.019
153.983,1.022
154.013,1.026
154.043,1.022
154.073,1.025
154.103,1.021
154.133,1.028
154.163,1.022
154.193,1.019
154.223,1.022
154.253,1.024
154.283,1.022
154.313,1.019
154.343,1.022
154.373,1.023
154.403,1.024
154.433,1.022
154.463,1.021
154.493,1.019
154.523,1.021
154.553,1.022
154.583,1.022
154.613,1.024
154.643,1.022
154.673,1.026
154.703,1.024
154.733,1.022
154.763,1.020
154.793,1.030
154.823,1.025
154.853,1.017
154.883,1.028
154.913,1.025
154.943,1.021
154.973,1.027
155.003,1.019
155.033,1.025
155.063,1.029
155.093,1.021
155.123,1.022
155.153,1.022
155.183,1.026
155.213,1.020
155.243,1.025
155.273,1.022
155.303,1.023
155.333,1.023
155.363,1.024
155.393,1.021
155.423,1.027
155.453,1.013
155.483,1.030
155.513,1.021
155.543,1.017
155.573,1.022
155.603,1.025
155.633,1.026
155.663,1.022
155.693,1.026
155.723,1.024
155.753,1.027
155.783,1.023
155.813,1.020
155.843,1.024
155.873,1.023
155.903,1.024
155.933,1.022
155.963,1.022
155.993,1.023
156.023,1.022
156.053,1.023
156.083,1.027
156.113,1.023
156.143,1.021
156.173,1.028
156.203,1.018
156.233,1.028
156.263,1.021
156.293,1.022
156.323,1.026
156.353,1.028
156.383,1.024
156.413,1.025
156.443,1.021
156.473,1.028
156.503,1.026
156.533,1.022
156.563,1.024
156.593,1.023
156.623,1.025
156.653,1.025
156.683,1.024
156.713,1.024
156.743,1.024
156.773,1.027
156.803,1.027
156.833,1.025
156.863,1.024
156.893,1.021
156.923,1.028
156.953,1.022
156.983,1.021
157.013,1.021
157.043,1.025
157.073,1.024
157.103,1.026
157.133,1.023
157.163,1.017
157.193,1.027
157.223,1.021
157.253,1.020
157.283,1.022
157.313,1.023
157.343,1.024
157.373,1.022
157.403,1.024
157.433,1.021
157.463,1.025
157.493,1.025
157.523,1.026
157.553,1.029
157.583,1.017
157.613,1.031
157.643,1.021
157.673,1.021
157.703,1.024
157.733,1.029
157.763,1.024
157.793,1.023
157.823,1.022
157.853,1.021
157.883,1.028
157.913,1.026
157.943,1.026
157.973,1.023
158.003,1.021
158.033,1.021
158.063,1.027
158.093,1.021
158.123,1.025
158.153,1.027
158.183,1.029
158.213,1.024
158.243,1.030
158.273,1.014
158.303,1.029
158.333,1.023
158.363,1.024
158.393,1.023
158.423,1.025
158.453,1.025
158.483,1.023
158.513,1.025
158.543,1.023
158.573,1.026
158.603,1.025
158.633,1.022
158.663,1.022
158.693,1.023
158.723,1.028
158.753,1.023
158.783,1.024
158.813,1.025
158.843,1.023
158.873,1.028
158.903,1.028
158.933,1.026
158.963,1.025
158.993,1.020
159.023,1.025
159.053,1.027
159.083,1.023
159.113,1.022
159.143,1.026
159.173,1.027
159.203,1.023
159.233,1.028
159.263,1.021
159.293,1.027
159.323,1.025
159.353,1.021
159.383,1.021
159.413,1.028
159.443,1.023
159.473,1.023
159.503,1.027
159.533,1.025
159.563,1.027
159.593,1.026
159.623,1.027
159.653,1.026
159.683,1.024
159.713,1.018
159.743,1.025
159.773,1.023
159.803,1.029
159.833,1.023
159.863,1.023
159.893,1.025
159.923,1.028
159.953,1.026
159.983,1.025
160.013,1.024
160.043,1.027
160.073,1.027
160.103,1.023
160.133,1.024
160.163,1.024
160.193,1.023
160.223,1.028
160.253,1.024
160.283,1.024
160.313,1.022
160.343,1.024
160.373,1.025
160.403,1.025
160.433,1.023
160.463,1.024
160.493,1.024
160.523,1.029
160.553,1.023
160.583,1.025
160.613,1.029
160.643,1.024
160.673,1.023
160.703,1.028
160.733,1.019
160.763,1.026
160.793,1.027
160.823,1.023
160.853,1.025
160.883,1.026
160.913,1.024
160.943,1.024
160.973,1.025
161.003,1.023
161.033,1.022
161.063,1.027
161.093,1.023
161.123,1.029
161.153,1.016
161.183,1.028
161.213,1.024
161.243,1.022
161.273,1.024
161.303,1.029
161.333,1.023
161.363,1.021
161.393,1.028
161.423,1.018
161.453,1.026
161.483,1.027
161.513,1.026
161.543,1.022
161.573,1.027
161.603,1.024
161.633,1.025
161.663,1.027
161.693,1.024
161.723,1.024
161.753,1.028
161.783,1.023
161.813,1.027
161.843,1.021
161.873,1.022
161.903,1.025
161.933,1.025
161.963,1.025
161.993,1.026
162.023,1.026
162.053,1.023
162.083,1.026
162.113,1.022
162.143,1.028
162.173,1.025
162.203,1.025
162.233,1.023
162.263,1.025
162.293,1.026
162.323,1.024
162.353,1.024
162.383,1.026
162.413,1.028
162.443,1.025
162.473,1.022
162.503,1.028
162.533,1.030
162.563,1.029
162.593,1.023
162.623,1.030
162.653,1.025
162.683,1.024
162.713,1.025
162.743,1.026
162.773,1.026
162.803,1.027
162.833,1.028
162.863,1.025
162.893,1.023
162.923,1.026
162.953,1.021
162.983,1.026
163.013,1.026
163.043,1.021
163.073,1.026
163.103,1.028
163.133,1.025
163.163,1.026
163.193,1.024
163.223,1.028
163.253,1.023
163.283,1.020
163.313,1.027
163.343,1.021
163.373,1.029
163.403,1.024
163.433,1.023
163.463,1.026
163.493,1.029
163.523,1.024
163.553,1.031
163.583,1.023
163.613,1.028
163.643,1.026
163.673,1.022
163.703,1.025
163.733,1.031
163.763,1.024
163.793,1.023
163.823,1.027
163.853,1.026
163.883,1.028
163.913,1.026
163.943,1.026
163.973,1.023
164.003,1.033
164.033,1.019
164.063,1.029
164.093,1.028
164.123,1.027
164.153,1.022
164.183,1.023
164.213,1.026
164.243,1.024
164.273,1.030
164.303,1.021
164.333,1.030
164.363,1.028
164.393,1.026
164.423,1.021
164.453,1.024
164.483,1.028
164.513,1.026
164.543,1.025
164.573,1.023
164.603,1.029
164.633,1.028
164.663,1.022
164.693,1.029
164.723,1.019
164.753,1.028
164.783,1.027
164.813,1.023
164.843,1.021
164.873,1.027
164.903,1.030
164.933,1.024
164.963,1.029
164.993,1.024
165.023,1.029
165.053,1.025
165.083,1.021
165.113,1.024
165.143,1.026
165.173,1.028
165.203,1.026
165.233,1.025
165.263,1.026
165.293,1.025
165.323,1.025
165.353,1.028
165.383,1.023
165.413,1.026
165.443,1.019
165.473,1.026
165.503,1.027
165.533,1.023
165.563,1.023
165.593,1.024
165.623,1.030
165.653,1.022
165.683,1.028
165.713,1.027
165.743,1.029
165.773,1.022
165.803,1.023
165.833,1.024
165.863,1.027
165.893,1.027
165.923,1.026
165.953,1.025
165.983,1.029
166.013,1.027
166.043,1.024
166.073,1.026
166.103,1.028
166.133,1.021
166.163,1.031
166.193,1.024
166.223,1.031
166.253,1.025
166.283,1.022
166.313,1.025
166.343,1.027
166.373,1.021
166.403,1.023
166.433,1.028
166.463,1.028
166.493,1.028
166.523,1.024
166.553,1.024
166.583,1.025
166.613,1.028
166.643,1.024
166.673,1.026
166.703,1.025
166.733,1.027
166.763,1.029
166.793,1.030
166.823,1.021
166.853,1.025
166.883,1.027
166.913,1.024
166.943,1.027
166.973,1.022
167.003,1.023
167.033,1.027
167.063,1.032
167.093,1.025
167.123,1.028
167.153,1.021
167.183,1.027
167.213,1.028
167.243,1.027
167.273,1.025
167.303,1.030
167.333,1.025
167.363,1.026
167.393,1.026
167.423,1.026
167.453,1.029
167.483,1.025
167.513,1.027
167.543,1.023
167.573,1.024
167.603,1.029
167.633,1.031
167.663,1.023
167.693,1.023
167.723,1.026
167.753,1.029
167.783,1.025
167.813,1.028
167.843,1.022
167.873,1.026
167.903,1.022
167.933,1.028
167.963,1.024
167.993,1.022
168.023,1.027
168.053,1.026
168.083,1.029
168.113,1.025
168.143,1.027
168.173,1.029
168.203,1.030
168.233,1.026
168.263,1.026
168.293,1.031
168.323,1.021
168.353,1.028
168.383,1.027
168.413,1.026
168.443,1.027
168.473,1.030
168.503,1.027
168.533,1.021
168.563,1.031
168.593,1.024
168.623,1.028
168.653,1.026
168.683,1.023
168.713,1.024
168.743,1.028
168.773,1.026
168.803,1.027
168.833,1.027
168.863,1.028
168.893,1.030
168.923,1.023
168.953,1.027
168.983,1.027
169.013,1.030
169.043,1.025
169.073,1.032
169.103,1.020
169.133,1.034
169.163,1.027
169.193,1.022
169.223,1.029
169.253,1.033
169.283,1.024
169.313,1.021
169.343,1.029
169.373,1.026
169.403,1.026
169.433,1.026
169.463,1.025
169.493,1.026
169.523,1.030
169.553,1.026
169.583,1.029
169.613,1.026
169.643,1.028
169.673,1.028
169.703,1.028
169.733,1.030
169.763,1.025
169.793,1.025
169.823,1.035
169.853,1.023
169.883,1.035
169.913,1.024
169.943,1.021
169.973,1.024
170.003,1.031
170.033,1.027
170.063,1.021
170.093,1.029
170.123,1.025
170.153,1.029
170.183,1.029
170.213,1.026
170.243,1.024
170.273,1.025
170.303,1.026
170.333,1.027
170.363,1.029
170.393,1.026
170.423,1.029
170.453,1.025
170.483,1.027
170.513,1.025
170.543,1.028
170.573,1.022
170.603,1.033
170.633,1.026
170.663,1.025
170.693,1.028
170.723,1.029
170.753,1.026
170.783,1.024
170.813,1.028
170.843,1.027
170.873,1.033
170.903,1.026
170.933,1.023
170.963,1.027
170.993,1.028
171.023,1.028
171.053,1.028
171.083,1.028
171.113,1.029
171.143,1.027
171.173,1.026
171.203,1.027
171.233,1.028
171.263,1.031
171.293,1.021
171.323,1.028
171.353,1.028
171.383,1.023
171.413,1.023
171.443,1.027
171.473,1.031
171.503,1.024
171.533,1.029
171.563,1.024
171.593,1.029
171.623,1.027
171.653,1.025
171.683,1.024
171.713,1.028
171.743,1.027
171.773,1.029
171.803,1.029
171.833,1.028
171.863,1.027
171.893,1.027
171.923,1.027
171.953,1.025
171.983,1.025
172.013,1.025
172.043,1.033
172.073,1.021
172.103,1.032
172.133,1.023
172.163,1.022
172.193,1.028
172.223,1.034
172.253,1.025
172.283,1.022
172.313,1.033
172.343,1.027
172.373,1.029
172.403,1.027
172.433,1.026
172.463,1.027
172.493,1.029
172.523,1.025
172.553,1.025
172.583,1.028
172.613,1.030
172.643,1.029
172.673,1.025
172.703,1.028
172.733,1.024
172.763,1.027
172.793,1.021
172.823,1.034
172.853,1.021
172.883,1.030
172.913,1.027
172.943,1.024
172.973,1.027
173.003,1.029
173.033,1.027
173.063,1.027
173.093,1.030
173.123,1.024
173.153,1.028
173.183,1.024
173.213,1.021
173.243,1.023
173.273,1.034
173.303,1.028
173.333,1.026
173.363,1.028
173.393,1.025
173.423,1.029
173.453,1.027
173.483,1.029
173.513,1.023
173.543,1.030
173.573,1.021
173.603,1.029
173.633,1.026
173.663,1.027
173.693,1.021
173.723,1.031
173.753,1.030
173.783,1.022
173.813,1.031
173.843,1.024
173.873,1.026
173.903,1.028
173.933,1.026
173.963,1.028
173.993,1.028
174.023,1.030
174.053,1.027
174.083,1.026
174.113,1.027
174.143,1.029
174.173,1.032
174.203,1.030
174.233,1.025
174.263,1.030
174.293,1.022
174.323,1.032
174.353,1.021
174.383,1.025
174.413,1.028
174.443,1.031
174.473,1.030
174.503,1.026
174.533,1.029
174.563,1.025
174.593,1.031
174.623,1.025
174.653,1.024
174.683,1.025
174.713,1.025
174.743,1.033
174.773,1.027
174.803,1.027
174.833,1.030
174.863,1.028
174.893,1.030
174.923,1.026
174.953,1.025
174.983,1.028
175.013,1.026
175.043,1.027
175.073,1.033
175.103,1.023
175.133,1.024
175.163,1.028
175.193,1.034
175.223,1.029
175.253,1.026
175.283,1.028
175.313,1.028
175.343,1.029
175.373,1.026
175.403,1.026
175.433,1.025
175.463,1.028
175.493,1.029
175.523,1.030
175.553,1.031
175.583,1.029
175.613,1.026
175.643,1.030
175.673,1.027
175.703,1.027
175.733,1.025
175.763,1.028
175.793,1.027
175.823,1.031
175.853,1.027
175.883,1.024
175.913,1.024
175.943,1.029
175.973,1.030
176.003,1.027
176.033,1.027
176.063,1.030
176.093,1.025
176.123,1.023
176.153,1.027
176.183,1.030
176.213,1.030
176.243,1.027
176.273,1.026
176.303,1.032
176.333,1.026
176.363,1.024
176.393,1.028
176.423,1.029
176.453,1.026
176.483,1.031
176.513,1.022
176.543,1.026
176.573,1.030
176.603,1.026
176.633,1.026
176.663,1.029
176.693,1.029
176.723,1.026
176.753,1.031
176.783,1.022
176.813,1.030
176.843,1.025
176.873,1.028
176.903,1.026
176.933,1.029
176.963,1.027
176.993,1.027
177.023,1.027
177.053,1.027
177.083,1.030
177.113,1.026
177.143,1.025
177.173,1.028
177.203,1.021
177.233,1.030
177.263,1.028
177.293,1.023
177.323,1.024
177.353,1.034
177.383,1.032
177.413,1.024
177.443,1.032
177.473,1.024
177.503,1.029
177.533,1.029
177.563,1.026
177.593,1.026
177.623,1.026
177.653,1.025
177.683,1.026
177.713,1.031
177.743,1.027
177.773,1.023
177.803,1.029
177.833,1.030
177.863,1.026
177.893,1.027
177.923,1.023
177.953,1.034
177.983,1.024
178.013,1.031
178.043,1.029
178.073,1.031
178.103,1.029
178.133,1.023
178.163,1.030
178.193,1.030
178.223,1.028
178.253,1.028
178.283,1.022
178.313,1.027
178.343,1.029
178.373,1.026
178.403,1.028
178.433,1.028
178.463,1.027
178.493,1.027
178.523,1.027
178.553,1.026
178.583,1.026
178.613,1.026
178.643,1.029
178.673,1.025
178.703,1.033
178.733,1.024
178.763,1.024
178.793,1.030
178.823,1.030
178.853,1.026
178.883,1.026
178.913,1.029
178.943,1.029
178.973,1.030
179.003,1.028
179.033,1.026
179.063,1.027
179.093,1.028
179.123,1.029
179.153,1.030
179.183,1.030
179.213,1.030
179.243,1.028
179.273,1.026
179.303,1.027
179.333,1.029
179.363,1.030
179.393,1.027
179.423,1.031
179.453,1.025
179.483,1.034
179.513,1.030
179.543,1.023
179.573,1.031
179.603,1.031
179.633,1.027
179.663,1.027
179.693,1.027
179.723,1.027
179.753,1.027
179.783,1.028
179.813,1.024
179.843,1.027
179.873,1.029
179.903,1.027
179.933,1.027
179.963,1.026
179.993,1.027
180.023,1.026
180.053,1.027
180.083,1.026
180.113,1.031
180.143,1.024
180.173,1.032
180.203,1.025
180.233,1.030
180.263,1.028
180.293,1.027
180.323,1.027
180.353,1.029
180.383,1.031
180.413,1.026
180.443,1.030
180.473,1.023
180.503,1.027
180.533,1.028
180.563,1.029
180.593,1.027
180.623,1.030
180.653,1.027
180.683,1.026
180.713,1.030
180.743,1.028
180.773,1.029
180.803,1.027
180.833,1.029
180.863,1.030
180.893,1.032
180.923,1.021
180.953,1.033
180.983,1.027
181.013,1.026
181.043,1.029
181.073,1.032
181.103,1.024
181.133,1.026
181.163,1.029
181.193,1.027
181.223,1.034
181.253,1.028
181.283,1.027
181.313,1.030
181.343,1.029
181.373,1.026
181.403,1.029
181.433,1.029
181.463,1.028
181.493,1.026
181.523,1.031
181.553,1.029
181.583,1.027
181.613,1.032
181.643,1.020
181.673,1.035
181.703,1.027
181.733,1.024
181.763,1.030
181.793,1.032
181.823,1.027
181.853,1.028
181.883,1.029
181.913,1.028
181.943,1.031
181.973,1.030
182.003,1.023
182.033,1.026
182.063,1.027
182.093,1.026
182.123,1.026
182.153,1.027
182.183,1.029
182.213,1.027
182.243,1.027
182.273,1.028
182.303,1.029
182.333,1.029
182.363,1.026
182.393,1.034
182.423,1.021
182.453,1.033
182.483,1.029
182.513,1.026
182.543,1.028
182.573,1.029
182.603,1.029
182.633,1.025
182.663,1.029
182.693,1.024
182.723,1.031
182.753,1.030
182.783,1.026
182.813,1.023
182.843,1.027
182.873,1.028
182.903,1.030
182.933,1.029
182.963,1.028
182.993,1.026
183.023,1.029
183.053,1.029
183.083,1.027
183.113,1.028
183.143,1.027
183.173,1.029
183.203,1.025
183.233,1.030
183.263,1.033
183.293,1.027
183.323,1.026
183.353,1.030
183.383,1.029
183.413,1.027
183.443,1.032
183.473,1.028
183.503,1.026
183.533,1.033
183.563,1.026
183.593,1.027
183.623,1.026
183.653,1.027
183.683,1.028
183.713,1.028
183.743,1.028
183.773,1.030
183.803,1.027
183.833,1.028
183.863,1.028
183.893,1.027
183.923,1.026
183.953,1.028
183.983,1.024
184.013,1.030
184.043,1.028
184.073,1.026
184.103,1.029
184.133,1.030
184.163,1.030
184.193,1.029
184.223,1.030
184.253,1.024
184.283,1.028
184.313,1.030
184.343,1.027
184.373,1.030
184.403,1.027
184.433,1.030
184.463,1.028
184.493,1.027
184.523,1.028
184.553,1.028
184.583,1.027
184.613,1.028
184.643,1.028
184.673,1.031
184.703,1.032
184.733,1.021
184.763,1.031
184.793,1.026
184.823,1.023
184.853,1.028
