df_hash,22ZHK4.A1FC45
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.FG7V
person_label,V89
date_time_start,2025-11-04_15-27-15.507000_+03
date_time_start_unix,1762255635.507
date_time_end,2025-11-04_15-36-02.416000_+03
length_difference_noticed,no

time,acc_mag
127.400,1.035
127.430,1.034
127.460,1.034
127.490,1.034
127.520,1.027
127.550,1.034
127.580,1.034
127.610,1.028
127.640,1.030
127.670,1.033
127.700,1.032
127.730,1.028
127.760,1.030
127.790,1.030
127.820,1.032
127.850,1.034
127.880,1.029
127.910,1.029
127.940,1.033
127.970,1.040
128.000,1.033
128.030,1.025
128.060,1.032
128.090,1.033
128.120,1.034
128.150,1.031
128.180,1.034
128.210,1.031
128.240,1.034
128.270,1.032
128.300,1.027
128.330,1.032
128.360,1.033
128.390,1.029
128.420,1.033
128.450,1.031
128.480,1.034
128.510,1.033
128.540,1.030
128.570,1.030
128.600,1.031
128.630,1.034
128.660,1.027
128.690,1.025
128.720,1.033
128.750,1.032
128.780,1.034
128.810,1.033
128.840,1.034
128.870,1.032
128.900,1.034
128.930,1.030
128.960,1.029
128.990,1.028
129.020,1.033
129.050,1.034
129.080,1.032
129.110,1.034
129.140,1.031
129.170,1.029
129.200,1.032
129.230,1.034
129.260,1.038
129.290,1.027
129.320,1.027
129.350,1.034
129.380,1.035
129.410,1.033
129.440,1.037
129.470,1.036
129.500,1.029
129.530,1.033
129.560,1.030
129.590,1.030
129.620,1.031
129.650,1.030
129.680,1.030
129.710,1.031
129.740,1.033
129.770,1.031
129.800,1.032
129.830,1.030
129.860,1.029
129.890,1.038
129.920,1.032
129.950,1.031
129.980,1.033
130.010,1.034
130.040,1.033
130.070,1.031
130.100,1.036
130.130,1.031
130.160,1.035
130.190,1.034
130.220,1.029
130.250,1.033
130.280,1.034
130.310,1.033
130.340,1.030
130.370,1.036
130.400,1.032
130.430,1.030
130.460,1.035
130.490,1.028
130.520,1.029
130.550,1.028
130.580,1.040
130.610,1.035
130.640,1.028
130.670,1.029
130.700,1.033
130.730,1.029
130.760,1.033
130.790,1.032
130.820,1.028
130.850,1.034
130.880,1.032
130.910,1.030
130.940,1.031
130.970,1.033
131.000,1.038
131.030,1.035
131.060,1.033
131.090,1.031
131.120,1.029
131.150,1.035
131.180,1.032
131.210,1.030
131.240,1.033
131.270,1.032
131.300,1.026
131.330,1.032
131.360,1.036
131.390,1.036
131.420,1.026
131.450,1.029
131.480,1.031
131.510,1.032
131.540,1.036
131.570,1.034
131.600,1.029
131.630,1.033
131.660,1.038
131.690,1.035
131.720,1.034
131.750,1.035
131.780,1.024
131.810,1.028
131.840,1.033
131.870,1.036
131.900,1.032
131.930,1.031
131.960,1.033
131.990,1.030
132.020,1.030
132.050,1.030
132.080,1.039
132.110,1.043
132.140,1.049
132.170,1.033
132.200,1.035
132.230,1.030
132.260,1.018
132.290,1.021
132.320,1.015
132.350,1.020
132.380,1.027
132.410,1.045
132.440,1.049
132.470,1.057
132.500,1.048
132.530,1.012
132.560,1.012
132.590,1.026
132.620,1.022
132.650,1.029
132.680,1.050
132.710,1.039
132.740,1.025
132.770,1.020
132.800,1.027
132.830,1.025
132.860,1.027
132.890,1.035
132.920,1.017
132.950,1.015
132.980,1.043
133.010,1.049
133.040,1.030
133.070,1.031
133.100,1.032
133.130,1.021
133.160,1.032
133.190,1.046
133.220,1.031
133.250,1.038
133.280,1.034
133.310,1.034
133.340,1.035
133.370,1.031
133.400,1.024
133.430,1.027
133.460,1.031
133.490,1.036
133.520,1.041
133.550,1.041
133.580,1.036
133.610,1.029
133.640,1.033
133.670,1.036
133.700,1.036
133.730,1.028
133.760,1.028
133.790,1.030
133.820,1.033
133.850,1.035
133.880,1.040
133.910,1.032
133.940,1.036
133.970,1.031
134.000,1.027
134.030,1.031
134.060,1.030
134.090,1.030
134.120,1.037
134.150,1.033
134.180,1.034
134.210,1.035
134.240,1.030
134.270,1.029
134.300,1.033
134.330,1.035
134.360,1.031
134.390,1.023
134.420,1.033
134.450,1.033
134.480,1.031
134.510,1.031
134.540,1.034
134.570,1.029
134.600,1.031
134.630,1.032
134.660,1.029
134.690,1.030
134.720,1.033
134.750,1.030
134.780,1.033
134.810,1.031
134.840,1.033
134.870,1.031
134.900,1.030
134.930,1.030
134.960,1.041
134.990,1.034
135.020,1.026
135.050,1.030
135.080,1.032
135.110,1.032
135.140,1.032
135.170,1.037
135.200,1.029
135.230,1.037
135.260,1.035
135.290,1.028
135.320,1.030
135.350,1.032
135.380,1.036
135.410,1.030
135.440,1.028
135.470,1.034
135.500,1.032
135.530,1.037
135.560,1.031
135.590,1.036
135.620,1.032
135.650,1.026
135.680,1.026
135.710,1.032
135.740,1.035
135.770,1.035
135.800,1.038
135.830,1.028
135.860,1.035
135.890,1.032
135.920,1.028
135.950,1.030
135.980,1.036
136.010,1.031
136.040,1.031
136.070,1.028
136.100,1.031
136.130,1.035
136.160,1.032
136.190,1.025
136.220,1.028
136.250,1.037
136.280,1.030
136.310,1.031
136.340,1.032
136.370,1.033
136.400,1.033
136.430,1.032
136.460,1.031
136.490,1.031
136.520,1.036
136.550,1.036
136.580,1.028
136.610,1.031
136.640,1.032
136.670,1.032
136.700,1.031
136.730,1.034
136.760,1.031
136.790,1.033
136.820,1.035
136.850,1.032
136.880,1.032
136.910,1.038
136.940,1.032
136.970,1.030
137.000,1.028
137.030,1.041
137.060,1.030
137.090,1.027
137.120,1.034
137.150,1.029
137.180,1.036
137.210,1.033
137.240,1.034
137.270,1.028
137.300,1.034
137.330,1.033
137.360,1.029
137.390,1.031
137.420,1.030
137.450,1.031
137.480,1.035
137.510,1.033
137.540,1.031
137.570,1.032
137.600,1.032
137.630,1.029
137.660,1.035
137.690,1.029
137.720,1.032
137.750,1.034
137.780,1.030
137.810,1.030
137.840,1.037
137.870,1.037
137.900,1.030
137.930,1.027
137.960,1.033
137.990,1.030
138.020,1.035
138.050,1.034
138.080,1.031
138.110,1.034
138.140,1.035
138.170,1.033
138.200,1.028
138.230,1.029
138.260,1.034
138.290,1.032
138.320,1.035
138.350,1.035
138.380,1.029
138.410,1.030
138.440,1.033
138.470,1.032
138.500,1.030
138.530,1.034
138.560,1.031
138.590,1.034
138.620,1.030
138.650,1.038
138.680,1.028
138.710,1.031
138.740,1.032
138.770,1.030
138.800,1.033
138.830,1.033
138.860,1.035
138.890,1.029
138.920,1.034
138.950,1.029
138.980,1.025
139.010,1.029
139.040,1.032
139.070,1.032
139.100,1.032
139.130,1.032
139.160,1.032
139.190,1.029
139.220,1.035
139.250,1.032
139.280,1.036
139.310,1.030
139.340,1.034
139.370,1.029
139.400,1.039
139.430,1.033
139.460,1.028
139.490,1.028
139.520,1.030
139.550,1.033
139.580,1.032
139.610,1.035
139.640,1.030
139.670,1.034
139.700,1.032
139.730,1.028
139.760,1.033
139.790,1.034
139.820,1.031
139.850,1.034
139.880,1.033
139.910,1.032
139.940,1.034
139.970,1.032
140.000,1.032
140.030,1.037
140.060,1.031
140.090,1.030
140.120,1.030
140.150,1.039
140.180,1.033
140.210,1.029
140.240,1.032
140.270,1.032
140.300,1.032
140.330,1.033
140.360,1.033
140.390,1.028
140.420,1.033
140.450,1.035
140.480,1.028
140.510,1.028
140.540,1.032
140.570,1.031
140.600,1.031
140.630,1.032
140.660,1.033
140.690,1.032
140.720,1.032
140.750,1.036
140.780,1.030
140.810,1.032
140.840,1.029
140.870,1.035
140.900,1.035
140.930,1.026
140.960,1.026
140.990,1.032
141.020,1.031
141.050,1.033
141.080,1.036
141.110,1.029
141.140,1.035
141.170,1.033
141.200,1.028
141.230,1.029
141.260,1.035
141.290,1.030
141.320,1.032
141.350,1.032
141.380,1.033
141.410,1.032
141.440,1.035
141.470,1.036
141.500,1.030
141.530,1.033
141.560,1.031
141.590,1.038
141.620,1.032
141.650,1.026
141.680,1.029
141.710,1.032
141.740,1.037
141.770,1.033
141.800,1.032
141.830,1.032
141.860,1.038
141.890,1.032
141.920,1.027
141.950,1.032
141.980,1.035
142.010,1.029
142.040,1.033
142.070,1.032
142.100,1.036
142.130,1.030
142.160,1.029
142.190,1.032
142.220,1.033
142.250,1.039
142.280,1.030
142.310,1.025
142.340,1.031
142.370,1.036
142.400,1.035
142.430,1.037
142.460,1.029
142.490,1.033
142.520,1.033
142.550,1.026
142.580,1.028
142.610,1.029
142.640,1.032
142.670,1.031
142.700,1.033
142.730,1.034
142.760,1.033
142.790,1.035
142.820,1.029
142.850,1.032
142.880,1.037
142.910,1.029
142.940,1.029
142.970,1.035
143.000,1.033
143.030,1.034
143.060,1.038
143.090,1.029
143.120,1.036
143.150,1.033
143.180,1.027
143.210,1.032
143.240,1.035
143.270,1.035
143.300,1.033
143.330,1.035
143.360,1.033
143.390,1.032
143.420,1.033
143.450,1.036
143.480,1.037
143.510,1.030
143.540,1.026
143.570,1.030
143.600,1.032
143.630,1.036
143.660,1.038
143.690,1.028
143.720,1.037
143.750,1.031
143.780,1.031
143.810,1.031
143.840,1.035
143.870,1.032
143.900,1.033
143.930,1.038
143.960,1.033
143.990,1.031
144.020,1.029
144.050,1.033
144.080,1.033
144.110,1.029
144.140,1.028
144.170,1.032
144.200,1.030
144.230,1.034
144.260,1.036
144.290,1.028
144.320,1.032
144.350,1.033
144.380,1.027
144.410,1.029
144.440,1.035
144.470,1.032
144.500,1.032
144.530,1.035
144.560,1.031
144.590,1.028
144.620,1.030
144.650,1.038
144.680,1.032
144.710,1.029
144.740,1.033
144.770,1.036
144.800,1.032
144.830,1.035
144.860,1.032
144.890,1.029
144.920,1.034
144.950,1.033
144.980,1.030
145.010,1.031
145.040,1.030
145.070,1.033
145.100,1.034
145.130,1.035
145.160,1.033
145.190,1.029
145.220,1.037
145.250,1.030
145.280,1.031
145.310,1.028
145.340,1.036
145.370,1.032
145.400,1.029
145.430,1.034
145.460,1.033
145.490,1.037
145.520,1.033
145.550,1.032
145.580,1.031
145.610,1.029
145.640,1.029
145.670,1.031
145.700,1.030
145.730,1.029
145.760,1.033
145.790,1.030
145.820,1.032
145.850,1.033
145.880,1.032
145.910,1.032
145.940,1.034
145.970,1.032
146.000,1.033
146.030,1.030
146.060,1.036
146.090,1.036
146.120,1.033
146.150,1.035
146.180,1.030
146.210,1.038
146.240,1.029
146.270,1.026
146.300,1.032
146.330,1.033
146.360,1.032
146.390,1.037
146.420,1.035
146.450,1.031
146.480,1.036
146.510,1.032
146.540,1.032
146.570,1.029
146.600,1.029
146.630,1.032
146.660,1.034
146.690,1.037
146.720,1.031
146.750,1.033
146.780,1.036
146.810,1.030
146.840,1.033
146.870,1.033
146.900,1.032
146.930,1.036
146.960,1.033
146.990,1.034
147.020,1.033
147.050,1.040
147.080,1.032
147.110,1.030
147.140,1.030
147.170,1.034
147.200,1.031
147.230,1.032
147.260,1.036
147.290,1.028
147.320,1.039
147.350,1.032
147.380,1.029
147.410,1.030
147.440,1.034
147.470,1.034
147.500,1.032
147.530,1.033
147.560,1.036
147.590,1.033
147.620,1.032
147.650,1.032
147.680,1.033
147.710,1.030
147.740,1.034
147.770,1.035
147.800,1.029
147.830,1.026
147.860,1.039
147.890,1.035
147.920,1.029
147.950,1.027
147.980,1.034
148.010,1.030
148.040,1.035
148.070,1.037
148.100,1.028
148.130,1.035
148.160,1.036
148.190,1.029
148.220,1.028
148.250,1.035
148.280,1.035
148.310,1.030
148.340,1.030
148.370,1.035
148.400,1.035
148.430,1.030
148.460,1.036
148.490,1.033
148.520,1.033
148.550,1.035
148.580,1.030
148.610,1.029
148.640,1.032
148.670,1.040
148.700,1.030
148.730,1.030
148.760,1.034
148.790,1.031
148.820,1.033
148.850,1.037
148.880,1.037
148.910,1.027
148.940,1.035
148.970,1.031
149.000,1.030
149.030,1.033
149.060,1.033
149.090,1.036
149.120,1.034
149.150,1.035
149.180,1.036
149.210,1.029
149.240,1.030
149.270,1.031
149.300,1.035
149.330,1.030
149.360,1.030
149.390,1.032
149.420,1.034
149.450,1.035
149.480,1.033
149.510,1.027
149.540,1.031
149.570,1.034
149.600,1.036
149.630,1.032
149.660,1.031
149.690,1.029
149.720,1.036
149.750,1.031
149.780,1.025
149.810,1.032
149.840,1.036
149.870,1.029
149.900,1.032
149.930,1.033
149.960,1.031
149.990,1.039
150.020,1.030
150.050,1.029
150.080,1.030
150.110,1.028
150.140,1.036
150.170,1.032
150.200,1.029
150.230,1.033
150.260,1.035
150.290,1.031
150.320,1.033
150.350,1.031
150.380,1.032
150.410,1.036
150.440,1.030
150.470,1.027
150.500,1.029
150.530,1.031
150.560,1.030
150.590,1.034
150.620,1.030
150.650,1.035
150.680,1.033
150.710,1.031
150.740,1.033
150.770,1.033
150.800,1.034
150.830,1.029
150.860,1.027
150.890,1.033
150.920,1.037
150.950,1.036
150.980,1.031
151.010,1.031
151.040,1.032
151.070,1.035
151.100,1.028
151.130,1.029
151.160,1.032
151.190,1.032
151.220,1.030
151.250,1.035
151.280,1.032
151.310,1.031
151.340,1.030
151.370,1.034
151.400,1.034
151.430,1.035
151.460,1.030
151.490,1.030
151.520,1.033
151.550,1.034
151.580,1.035
151.610,1.034
151.640,1.030
151.670,1.031
151.700,1.034
151.730,1.030
151.760,1.027
151.790,1.031
151.820,1.032
151.850,1.029
151.880,1.033
151.910,1.037
151.940,1.030
151.970,1.033
152.000,1.029
152.030,1.041
152.060,1.028
152.090,1.030
152.120,1.031
152.150,1.036
152.180,1.032
152.210,1.033
152.240,1.033
152.270,1.031
152.300,1.035
152.330,1.035
152.360,1.030
152.390,1.030
152.420,1.031
152.450,1.036
152.480,1.034
152.510,1.032
152.540,1.031
152.570,1.032
152.600,1.031
152.630,1.032
152.660,1.033
152.690,1.035
152.720,1.026
152.750,1.027
152.780,1.033
152.810,1.036
152.840,1.033
152.870,1.033
152.900,1.035
152.930,1.032
152.960,1.036
152.990,1.031
153.020,1.029
153.050,1.030
153.080,1.031
153.110,1.030
153.140,1.033
153.170,1.035
153.200,1.031
153.230,1.033
153.260,1.033
153.290,1.037
153.320,1.033
153.350,1.030
153.380,1.029
153.410,1.040
153.440,1.032
153.470,1.029
153.500,1.030
153.530,1.034
153.560,1.031
153.590,1.036
153.620,1.034
153.650,1.027
153.680,1.037
153.710,1.035
153.740,1.030
153.770,1.030
153.800,1.030
153.830,1.033
153.860,1.030
153.890,1.037
153.920,1.034
153.950,1.032
153.980,1.036
154.010,1.031
154.040,1.037
154.070,1.029
154.100,1.029
154.130,1.034
154.160,1.034
154.190,1.034
154.220,1.024
154.250,1.030
154.280,1.031
154.310,1.031
154.340,1.031
154.370,1.036
154.400,1.027
154.430,1.032
154.460,1.036
154.490,1.030
154.520,1.029
154.550,1.036
154.580,1.031
154.610,1.033
154.640,1.036
154.670,1.031
154.700,1.028
154.730,1.031
154.760,1.031
154.790,1.034
154.820,1.031
154.850,1.031
154.880,1.034
154.910,1.036
154.940,1.035
154.970,1.030
155.000,1.031
155.030,1.032
155.060,1.034
155.090,1.032
155.120,1.038
155.150,1.033
155.180,1.031
155.210,1.036
155.240,1.030
155.270,1.030
155.300,1.033
155.330,1.033
155.360,1.034
155.390,1.033
155.420,1.031
155.450,1.031
155.480,1.031
155.510,1.032
155.540,1.037
155.570,1.034
155.600,1.031
155.630,1.034
155.660,1.034
155.690,1.040
155.720,1.031
155.750,1.031
155.780,1.033
155.810,1.034
155.840,1.032
155.870,1.031
155.900,1.031
155.930,1.034
155.960,1.037
155.990,1.030
156.020,1.029
156.050,1.034
156.080,1.033
156.110,1.030
156.140,1.033
156.170,1.030
156.200,1.032
156.230,1.033
156.260,1.036
156.290,1.034
156.320,1.030
156.350,1.031
156.380,1.037
156.410,1.037
156.440,1.030
156.470,1.029
156.500,1.035
156.530,1.036
156.560,1.035
156.590,1.035
156.620,1.031
156.650,1.034
156.680,1.031
156.710,1.028
156.740,1.033
156.770,1.035
156.800,1.031
156.830,1.037
156.860,1.031
156.890,1.034
156.920,1.034
156.950,1.028
156.980,1.031
157.010,1.036
157.040,1.035
157.070,1.028
157.100,1.027
157.130,1.032
157.160,1.036
157.190,1.034
157.220,1.034
157.250,1.031
157.280,1.030
157.310,1.035
157.340,1.029
157.370,1.029
157.400,1.031
157.430,1.031
157.460,1.031
157.490,1.032
157.520,1.034
157.550,1.036
157.580,1.032
157.610,1.034
157.640,1.031
157.670,1.039
157.700,1.029
157.730,1.027
157.760,1.034
157.790,1.032
157.820,1.034
157.850,1.033
157.880,1.032
157.910,1.032
157.940,1.036
157.970,1.032
158.000,1.026
158.030,1.030
158.060,1.032
158.090,1.032
158.120,1.033
158.150,1.033
158.180,1.036
158.210,1.031
158.240,1.031
158.270,1.030
158.300,1.041
158.330,1.031
158.360,1.029
158.390,1.035
158.420,1.032
158.450,1.032
158.480,1.033
158.510,1.030
158.540,1.034
158.570,1.034
158.600,1.033
158.630,1.028
158.660,1.030
158.690,1.033
158.720,1.030
158.750,1.034
158.780,1.033
158.810,1.034
158.840,1.033
158.870,1.031
158.900,1.031
158.930,1.034
158.960,1.034
158.990,1.031
159.020,1.031
159.050,1.032
159.080,1.033
159.110,1.029
159.140,1.034
159.170,1.030
159.200,1.033
159.230,1.034
159.260,1.030
159.290,1.028
159.320,1.031
159.350,1.034
159.380,1.032
159.410,1.034
159.440,1.033
159.470,1.031
159.500,1.035
159.530,1.033
159.560,1.031
159.590,1.031
159.620,1.034
159.650,1.036
159.680,1.028
159.710,1.029
159.740,1.031
159.770,1.032
159.800,1.034
159.830,1.035
159.860,1.030
159.890,1.035
159.920,1.036
159.950,1.031
159.980,1.028
160.010,1.035
160.040,1.031
160.070,1.031
160.100,1.031
160.130,1.033
160.160,1.031
160.190,1.028
160.220,1.034
160.250,1.034
160.280,1.028
160.310,1.031
160.340,1.039
160.370,1.032
160.400,1.028
160.430,1.029
160.460,1.036
160.490,1.032
160.520,1.034
160.550,1.028
160.580,1.036
160.610,1.034
160.640,1.027
160.670,1.027
160.700,1.036
160.730,1.037
160.760,1.030
160.790,1.031
160.820,1.033
160.850,1.033
160.880,1.036
160.910,1.028
160.940,1.032
160.970,1.033
161.000,1.035
161.030,1.034
161.060,1.028
161.090,1.028
161.120,1.033
161.150,1.033
161.180,1.035
161.210,1.036
161.240,1.028
161.270,1.031
161.300,1.034
161.330,1.028
161.360,1.030
161.390,1.034
161.420,1.033
161.450,1.030
161.480,1.033
161.510,1.033
161.540,1.034
161.570,1.030
161.600,1.030
161.630,1.030
161.660,1.039
161.690,1.033
161.720,1.028
161.750,1.029
161.780,1.035
161.810,1.032
161.840,1.033
161.870,1.037
161.900,1.034
161.930,1.037
161.960,1.027
161.990,1.022
162.020,1.034
162.050,1.033
162.080,1.032
162.110,1.039
162.140,1.035
162.170,1.036
162.200,1.033
162.230,1.032
162.260,1.031
162.290,1.030
162.320,1.037
162.350,1.030
162.380,1.029
162.410,1.032
162.440,1.032
162.470,1.038
162.500,1.036
162.530,1.034
162.560,1.034
162.590,1.037
162.620,1.034
162.650,1.032
162.680,1.035
162.710,1.033
162.740,1.032
162.770,1.033
162.800,1.032
162.830,1.034
162.860,1.037
162.890,1.034
162.920,1.030
162.950,1.028
162.980,1.035
163.010,1.037
163.040,1.029
163.070,1.034
163.100,1.034
163.130,1.037
163.160,1.032
163.190,1.034
163.220,1.034
163.250,1.031
163.280,1.034
163.310,1.032
163.340,1.035
163.370,1.031
163.400,1.033
163.430,1.029
163.460,1.034
163.490,1.031
163.520,1.032
163.550,1.031
163.580,1.033
163.610,1.034
163.640,1.035
163.670,1.031
163.700,1.033
163.730,1.026
163.760,1.039
163.790,1.029
163.820,1.032
163.850,1.034
163.880,1.034
163.910,1.033
163.940,1.036
163.970,1.037
164.000,1.031
164.030,1.032
164.060,1.031
164.090,1.029
164.120,1.028
164.150,1.029
164.180,1.032
164.210,1.032
164.240,1.037
164.270,1.031
164.300,1.032
164.330,1.034
164.360,1.032
164.390,1.032
164.420,1.034
164.450,1.029
164.480,1.034
164.510,1.034
164.540,1.039
164.570,1.028
164.600,1.027
164.630,1.031
164.660,1.032
164.690,1.036
164.720,1.032
164.750,1.031
164.780,1.031
164.810,1.034
164.840,1.031
164.870,1.028
164.900,1.033
164.930,1.031
164.960,1.030
164.990,1.034
165.020,1.036
165.050,1.033
165.080,1.032
165.110,1.031
165.140,1.034
165.170,1.034
165.200,1.031
165.230,1.028
165.260,1.033
165.290,1.034
165.320,1.037
165.350,1.034
165.380,1.031
165.410,1.032
165.440,1.031
165.470,1.033
165.500,1.035
165.530,1.032
165.560,1.034
165.590,1.033
165.620,1.026
165.650,1.029
165.680,1.036
165.710,1.030
165.740,1.032
165.770,1.032
165.800,1.036
165.830,1.033
165.860,1.027
165.890,1.034
165.920,1.034
165.950,1.032
165.980,1.033
166.010,1.032
166.040,1.036
166.070,1.034
166.100,1.030
166.130,1.028
166.160,1.034
166.190,1.035
166.220,1.034
166.250,1.037
166.280,1.030
166.310,1.036
166.340,1.034
166.370,1.029
166.400,1.029
166.430,1.033
166.460,1.031
166.490,1.029
166.520,1.034
166.550,1.033
166.580,1.036
166.610,1.037
166.640,1.036
166.670,1.028
166.700,1.034
166.730,1.041
166.760,1.034
166.790,1.027
166.820,1.030
166.850,1.036
166.880,1.031
166.910,1.033
166.940,1.033
166.970,1.030
167.000,1.036
167.030,1.035
167.060,1.030
167.090,1.035
167.120,1.033
167.150,1.032
167.180,1.035
167.210,1.032
167.240,1.035
167.270,1.035
167.300,1.034
167.330,1.033
167.360,1.031
167.390,1.029
167.420,1.029
167.450,1.032
167.480,1.038
167.510,1.039
167.540,1.033
167.570,1.032
167.600,1.033
167.630,1.031
167.660,1.039
167.690,1.034
167.720,1.026
167.750,1.031
167.780,1.033
167.810,1.035
167.840,1.033
167.870,1.033
167.900,1.035
167.930,1.031
167.960,1.031
167.990,1.032
168.020,1.037
168.050,1.027
168.080,1.029
168.110,1.036
168.140,1.034
168.170,1.031
168.200,1.034
168.230,1.033
168.260,1.035
168.290,1.032
168.320,1.032
168.350,1.032
168.380,1.035
168.410,1.035
168.440,1.033
168.470,1.033
168.500,1.033
168.530,1.036
168.560,1.036
168.590,1.032
168.620,1.030
168.650,1.039
168.680,1.038
168.710,1.030
168.740,1.036
168.770,1.037
168.800,1.035
168.830,1.034
168.860,1.034
168.890,1.030
168.920,1.039
168.950,1.033
168.980,1.030
169.010,1.033
169.040,1.036
169.070,1.034
169.100,1.032
169.130,1.033
169.160,1.030
169.190,1.030
169.220,1.037
169.250,1.033
169.280,1.030
169.310,1.033
169.340,1.037
169.370,1.030
169.400,1.030
169.430,1.032
169.460,1.033
169.490,1.033
169.520,1.036
169.550,1.032
169.580,1.033
169.610,1.033
169.640,1.030
169.670,1.028
169.700,1.032
169.730,1.034
169.760,1.033
169.790,1.032
169.820,1.033
169.850,1.032
169.880,1.032
169.910,1.033
169.940,1.031
169.970,1.036
170.000,1.033
170.030,1.031
170.060,1.035
170.090,1.036
170.120,1.037
170.150,1.029
170.180,1.029
170.210,1.032
170.240,1.036
170.270,1.036
170.300,1.039
170.330,1.034
170.360,1.038
170.390,1.035
170.420,1.029
170.450,1.031
170.480,1.031
170.510,1.031
170.540,1.035
170.570,1.035
170.600,1.035
170.630,1.035
170.660,1.033
170.690,1.034
170.720,1.033
170.750,1.031
170.780,1.028
170.810,1.034
170.840,1.039
170.870,1.035
170.900,1.028
170.930,1.033
170.960,1.034
170.990,1.036
171.020,1.033
171.050,1.036
171.080,1.029
171.110,1.038
171.140,1.033
171.170,1.028
171.200,1.032
171.230,1.034
171.260,1.033
171.290,1.034
171.320,1.032
171.350,1.033
171.380,1.038
171.410,1.034
171.440,1.033
171.470,1.034
171.500,1.034
171.530,1.038
171.560,1.030
171.590,1.028
171.620,1.035
171.650,1.038
171.680,1.032
171.710,1.035
171.740,1.030
171.770,1.037
171.800,1.037
171.830,1.029
171.860,1.029
171.890,1.035
171.920,1.034
171.950,1.036
171.980,1.036
172.010,1.033
172.040,1.036
172.070,1.032
172.100,1.030
172.130,1.036
172.160,1.040
172.190,1.031
172.220,1.028
172.250,1.032
172.280,1.036
172.310,1.035
172.340,1.037
172.370,1.036
172.400,1.026
172.430,1.037
172.460,1.035
172.490,1.027
172.520,1.033
172.550,1.034
172.580,1.030
172.610,1.034
172.640,1.035
172.670,1.034
172.700,1.033
172.730,1.034
172.760,1.035
172.790,1.037
172.820,1.037
172.850,1.027
172.880,1.031
172.910,1.031
172.940,1.032
172.970,1.034
173.000,1.037
173.030,1.033
173.060,1.033
173.090,1.037
173.120,1.031
173.150,1.029
173.180,1.038
173.210,1.031
173.240,1.031
173.270,1.034
173.300,1.038
173.330,1.031
173.360,1.034
173.390,1.037
173.420,1.030
173.450,1.030
173.480,1.038
173.510,1.035
173.540,1.030
173.570,1.035
173.600,1.037
173.630,1.035
173.660,1.035
173.690,1.033
173.720,1.028
173.750,1.038
173.780,1.032
173.810,1.034
173.840,1.031
173.870,1.034
173.900,1.037
173.930,1.038
173.960,1.034
173.990,1.033
174.020,1.030
174.050,1.037
174.080,1.033
174.110,1.031
174.140,1.034
174.170,1.033
174.200,1.037
174.230,1.033
174.260,1.036
174.290,1.030
174.320,1.033
174.350,1.030
174.380,1.041
174.410,1.033
174.440,1.027
174.470,1.034
174.500,1.037
174.530,1.033
174.560,1.036
174.590,1.035
174.620,1.031
174.650,1.033
174.680,1.034
174.710,1.030
174.740,1.031
174.770,1.033
174.800,1.035
174.830,1.037
174.860,1.034
174.890,1.036
174.920,1.034
174.950,1.033
174.980,1.031
175.010,1.033
175.040,1.033
175.070,1.037
175.100,1.034
175.130,1.037
175.160,1.031
175.190,1.031
175.220,1.032
175.250,1.041
175.280,1.031
175.310,1.026
175.340,1.031
175.370,1.031
175.400,1.034
175.430,1.033
175.460,1.033
175.490,1.036
175.520,1.034
175.550,1.037
175.580,1.034
175.610,1.031
175.640,1.033
175.670,1.034
175.700,1.038
175.730,1.037
175.760,1.034
175.790,1.031
175.820,1.034
175.850,1.035
175.880,1.032
175.910,1.034
175.940,1.038
175.970,1.034
176.000,1.031
176.030,1.032
176.060,1.038
176.090,1.038
176.120,1.032
176.150,1.033
176.180,1.035
176.210,1.031
176.240,1.029
176.270,1.035
176.300,1.034
176.330,1.035
176.360,1.033
176.390,1.030
176.420,1.033
176.450,1.033
176.480,1.034
176.510,1.033
176.540,1.037
176.570,1.038
176.600,1.031
176.630,1.034
176.660,1.033
176.690,1.033
176.720,1.033
176.750,1.034
176.780,1.034
176.810,1.038
176.840,1.040
176.870,1.033
176.900,1.027
176.930,1.033
176.960,1.036
176.990,1.036
177.020,1.034
177.050,1.034
177.080,1.033
177.110,1.038
177.140,1.030
177.170,1.028
177.200,1.033
177.230,1.035
177.260,1.032
177.290,1.036
177.320,1.035
177.350,1.031
177.380,1.033
177.410,1.034
177.440,1.031
177.470,1.033
177.500,1.034
177.530,1.041
177.560,1.035
177.590,1.027
177.620,1.033
177.650,1.035
177.680,1.033
177.710,1.036
177.740,1.038
177.770,1.027
177.800,1.038
177.830,1.034
177.860,1.027
177.890,1.032
177.920,1.035
177.950,1.032
177.980,1.033
178.010,1.038
178.040,1.032
178.070,1.036
178.100,1.032
178.130,1.029
178.160,1.033
178.190,1.038
178.220,1.035
178.250,1.027
178.280,1.031
178.310,1.036
178.340,1.036
178.370,1.035
178.400,1.038
178.430,1.032
178.460,1.030
178.490,1.032
178.520,1.029
178.550,1.030
178.580,1.032
178.610,1.030
178.640,1.033
178.670,1.034
178.700,1.035
178.730,1.033
178.760,1.036
178.790,1.033
178.820,1.033
178.850,1.029
178.880,1.036
178.910,1.031
178.940,1.029
178.970,1.036
179.000,1.034
179.030,1.036
179.060,1.032
179.090,1.039
179.120,1.028
179.150,1.035
179.180,1.033
179.210,1.033
179.240,1.033
179.270,1.033
