df_hash,22ZHK4.S8VSPF
24.738,1.011
24.768,1.005
24.798,1.005
24.828,1.008
24.858,1.013
24.888,1.006
24.918,1.000
24.948,1.002
24.978,1.005
25.008,1.009
25.038,1.011
25.068,1.006
25.098,1.005
25.128,1.008
25.158,1.008
25.188,1.005
25.218,1.005
25.248,1.001
25.278,1.007
25.308,1.009
25.338,1.007
25.368,1.007
25.398,1.009
25.428,1.001
25.458,1.002
25.488,1.015
25.518,1.012
25.548,1.003
25.578,1.005
25.608,1.005
25.638,1.007
25.668,1.004
25.698,1.008
25.728,1.006
25.758,1.000
25.788,1.011
25.818,1.012
25.848,1.010
25.878,1.006
25.908,1.005
25.938,1.007
25.968,1.013
25.998,1.008
26.028,1.008
26.058,1.006
26.088,1.007
26.118,1.008
26.148,1.008
26.178,1.005
26.208,1.005
26.238,1.009
26.268,1.006
26.298,1.007
26.328,1.005
26.358,0.998
26.388,1.001
26.418,1.012
26.448,1.016
26.478,1.004
26.508,1.002
26.538,1.003
26.568,1.008
26.598,1.005
26.628,1.005
26.658,1.003
26.688,1.002
26.718,1.010
26.748,1.011
26.778,1.011
26.808,1.005
26.838,1.004
26.868,1.003
26.898,1.010
26.928,1.010
26.958,1.004
26.988,1.004
27.018,1.005
27.048,1.007
27.078,1.004
27.108,1.006
27.138,1.009
27.168,1.006
27.198,1.006
27.228,1.010
27.258,1.001
27.288,0.999
27.318,1.009
27.348,1.019
27.378,1.006
27.408,1.005
27.438,1.007
27.468,1.007
27.498,1.007
27.528,1.008
27.558,1.006
27.588,1.003
27.618,1.003
27.648,1.012
27.678,1.013
27.708,1.005
27.738,1.001
27.768,1.004
27.798,1.007
27.828,1.014
27.858,1.006
27.888,1.004
27.918,1.012
27.948,1.001
27.978,1.005
28.008,1.006
28.038,1.008
28.068,1.007
28.098,1.004
28.128,0.999
28.158,1.000
28.188,1.015
28.218,1.013
28.248,1.008
28.278,1.003
28.308,1.003
28.338,1.005
28.368,1.006
28.398,1.007
28.428,1.007
28.458,1.000
28.488,1.003
28.518,1.012
28.548,1.015
28.578,1.002
28.608,1.000
28.638,1.001
28.668,1.009
28.698,1.007
28.728,1.009
28.758,1.006
28.788,1.010
28.818,1.007
28.848,1.011
28.878,1.007
28.908,1.000
28.938,0.999
28.968,1.002
28.998,1.007
29.028,1.013
29.058,1.007
29.088,1.004
29.118,1.003
29.148,1.007
29.178,1.006
29.208,1.007
29.238,1.008
29.268,1.001
29.298,0.997
29.328,1.012
29.358,1.022
29.388,1.006
29.418,1.000
29.448,1.003
29.478,1.009
29.508,1.009
29.538,1.010
29.568,1.006
29.598,1.006
29.628,1.007
29.658,1.011
29.688,1.013
29.718,1.002
29.748,1.000
29.778,1.001
29.808,1.008
29.838,1.010
29.868,1.019
29.898,1.008
29.928,1.003
29.958,1.002
29.988,1.008
30.018,1.008
30.048,1.009
30.078,1.012
30.108,1.005
30.138,1.007
30.168,1.013
30.198,1.011
30.228,1.007
30.258,1.001
30.288,1.003
30.318,1.009
30.348,1.007
30.378,1.007
30.408,1.006
30.438,1.005
30.468,1.009
30.498,1.003
30.528,1.004
30.558,1.007
30.588,1.009
30.618,1.006
30.648,1.008
30.678,1.004
30.708,1.004
30.738,1.011
30.768,1.012
30.798,1.009
30.828,1.003
30.858,1.001
30.888,1.002
30.918,1.006
30.948,1.007
30.978,1.003
31.008,1.005
31.038,1.011
31.068,1.009
31.098,1.011
31.128,1.004
31.158,1.003
31.188,1.007
31.218,1.010
31.248,1.007
31.278,1.004
31.308,1.005
31.338,1.008
31.368,1.007
31.398,1.007
31.428,1.004
31.458,1.001
31.488,1.007
31.518,1.008
31.548,1.008
31.578,1.012
31.608,1.009
31.638,0.997
31.668,1.002
31.698,1.010
31.728,1.017
31.758,1.009
31.788,0.999
31.818,1.004
31.848,1.008
31.878,1.003
31.908,1.004
31.938,1.006
31.968,1.006
31.998,1.007
32.028,1.005
32.058,1.008
32.088,1.003
32.118,1.004
32.148,1.004
32.178,1.009
32.208,1.005
32.238,1.004
32.268,1.009
32.298,1.007
32.328,1.009
32.358,1.008
32.388,1.002
32.418,1.004
32.448,1.003
32.478,1.010
32.508,1.010
32.538,1.006
32.568,1.007
32.598,1.006
32.628,1.002
32.658,1.001
32.688,1.015
32.718,1.014
32.748,1.006
32.778,1.006
32.808,1.003
32.838,1.003
32.868,1.005
32.898,1.004
32.928,1.003
32.958,1.005
32.988,1.008
33.018,1.008
33.048,1.006
33.078,1.004
33.108,1.009
33.138,1.011
33.168,1.008
33.198,1.011
33.228,1.002
33.258,1.005
33.288,1.011
33.318,1.009
33.348,1.007
33.378,1.003
33.408,1.001
33.438,1.006
33.468,1.011
33.498,1.010
33.528,1.008
33.558,1.000
33.588,1.003
33.618,1.010
33.648,1.012
33.678,1.009
33.708,1.006
33.738,0.999
33.768,1.003
33.798,1.008
33.828,1.009
33.858,1.011
33.888,1.008
33.918,1.003
33.948,1.011
33.978,1.015
34.008,1.012
34.038,1.005
34.068,1.002
34.098,1.010
34.128,1.010
34.158,1.004
34.188,1.007
34.218,1.009
34.248,1.009
34.278,1.006
34.308,1.003
34.338,1.005
34.368,1.008
34.398,1.012
34.428,1.010
34.458,1.005
34.488,1.004
34.518,1.003
34.548,1.008
34.578,1.013
34.608,1.013
34.638,1.004
34.668,1.006
34.698,1.005
34.728,1.003
34.758,1.005
34.788,1.001
34.818,0.994
34.848,1.006
34.878,1.009
34.908,1.011
34.938,1.016
34.968,1.008
34.998,1.011
35.028,1.006
35.058,1.010
35.088,1.011
35.118,1.000
35.148,1.006
35.178,1.005
35.208,1.007
35.238,1.004
35.268,1.002
35.298,1.009
35.328,1.016
35.358,1.007
35.388,1.006
35.418,1.010
35.448,1.005
35.478,1.001
35.508,1.008
35.538,1.013
35.568,1.004
35.598,1.005
35.628,1.007
35.658,1.005
35.688,1.005
35.718,1.007
35.748,1.006
35.778,1.004
35.808,1.010
35.838,1.012
35.868,1.011
35.898,0.998
35.928,0.989
35.958,1.003
35.988,1.004
36.018,1.020
36.048,1.023
36.078,1.013
36.108,1.000
36.138,1.003
36.168,1.002
36.198,0.998
36.228,0.989
36.258,1.004
36.288,1.007
36.318,1.015
36.348,1.013
36.378,1.002
36.408,1.003
36.438,1.009
36.468,1.013
36.498,1.009
36.528,1.001
36.558,1.003
36.588,1.005
36.618,1.002
36.648,1.007
36.678,1.010
36.708,1.003
36.738,1.008
36.768,1.012
36.798,1.006
36.828,0.998
36.858,0.994
36.888,1.003
36.918,1.012
36.948,1.015
36.978,1.010
37.008,1.005
37.038,1.006
37.068,0.999
37.098,0.994
37.128,1.002
37.158,1.006
37.188,1.003
37.218,1.004
37.248,1.003
37.278,1.005
37.308,1.012
37.338,1.010
37.368,1.003
37.398,0.999
37.428,0.999
37.458,0.999
37.488,0.985
37.518,1.001
37.548,1.013
37.578,1.018
37.608,1.013
37.638,1.018
37.668,1.006
37.698,0.995
37.728,0.996
37.758,1.002
37.788,1.010
37.818,1.011
37.848,1.006
37.878,1.002
37.908,1.000
37.938,1.007
37.968,1.012
37.998,1.006
38.028,1.001
38.058,0.995
38.088,1.003
38.118,1.008
38.148,1.014
38.178,1.010
38.208,1.001
38.238,1.000
38.268,1.001
38.298,1.000
38.328,1.008
38.358,1.008
38.388,1.005
38.418,0.999
38.448,1.005
38.478,1.014
38.508,1.010
38.538,1.004
38.568,0.998
38.598,1.008
38.628,1.010
38.658,1.008
38.688,1.002
38.718,1.005
38.748,1.002
38.778,1.008
38.808,1.011
38.838,1.006
38.868,1.007
38.898,1.002
38.928,1.000
38.958,1.008
38.988,1.004
39.018,1.018
39.048,1.012
39.078,1.003
39.108,1.003
39.138,1.001
39.168,1.003
39.198,1.006
39.228,1.005
39.258,1.007
39.288,1.003
39.318,1.010
39.348,1.011
39.378,1.008
39.408,1.002
39.438,1.004
39.468,1.006
39.498,1.009
39.528,1.007
39.558,1.003
39.588,1.006
39.618,1.005
39.648,1.001
39.678,1.005
39.708,1.006
39.738,1.006
39.768,1.009
39.798,1.007
39.828,1.002
39.858,1.004
39.888,1.003
39.918,1.012
39.948,1.008
39.978,1.005
40.008,1.006
40.038,1.002
40.068,1.001
40.098,1.009
40.128,1.009
40.158,1.006
40.188,1.003
40.218,1.010
40.248,1.010
40.278,1.008
40.308,1.005
40.338,1.004
40.368,1.011
40.398,1.009
40.428,0.999
40.458,1.006
40.488,1.006
40.518,1.008
40.548,1.010
40.578,1.002
40.608,1.010
40.638,1.005
40.668,1.008
40.698,1.009
40.728,1.010
40.758,1.001
40.788,1.003
40.818,1.007
40.848,1.011
40.878,1.007
40.908,1.004
40.938,1.009
40.968,1.012
40.998,1.003
41.028,0.998
41.058,0.997
41.088,1.005
41.118,1.009
41.148,1.016
41.178,1.007
41.208,1.005
41.238,1.002
41.268,1.002
41.298,1.010
41.328,1.010
41.358,1.004
41.388,1.004
41.418,1.006
41.448,1.006
41.478,1.006
41.508,1.004
41.538,0.998
41.568,1.004
41.598,1.009
41.628,1.001
41.658,1.004
41.688,1.003
41.718,1.004
41.748,1.007
41.778,1.014
41.808,1.012
41.838,1.002
41.868,1.000
41.898,1.005
41.928,1.004
41.958,1.006
41.988,1.010
42.018,1.004
42.048,0.995
42.078,1.012
42.108,1.016
42.138,1.008
42.168,1.000
42.198,1.002
42.228,1.006
42.258,1.008
42.288,1.006
42.318,1.006
42.348,1.010
42.378,1.008
42.408,1.006
42.438,1.007
42.468,1.006
42.498,1.005
42.528,1.006
42.558,1.010
42.588,1.009
42.618,1.000
42.648,1.002
42.678,1.007
42.708,1.009
42.738,1.011
42.768,1.005
42.798,1.007
42.828,1.009
42.858,1.004
42.888,1.003
42.918,1.007
42.948,1.006
42.978,1.000
43.008,1.010
43.038,1.011
43.068,1.006
43.098,1.005
43.128,1.006
43.158,1.007
43.188,1.008
43.218,1.006
43.248,1.006
43.278,1.003
43.308,1.006
43.338,1.011
43.368,1.009
43.398,1.002
43.428,1.005
43.458,1.010
43.488,1.009
43.518,1.008
43.548,1.006
43.578,1.002
43.608,1.001
43.638,1.008
43.668,1.015
43.698,1.008
43.728,1.001
43.758,1.003
43.788,1.007
43.818,1.007
43.848,1.006
43.878,1.010
43.908,1.003
43.938,1.005
43.968,1.013
43.998,1.013
44.028,1.000
44.058,1.003
44.088,1.001
44.118,1.007
44.148,1.011
44.178,1.010
44.208,1.009
44.238,1.009
44.268,1.011
44.298,1.003
44.328,0.998
44.358,1.002
44.388,1.009
44.418,1.006
44.448,1.002
44.478,1.001
44.508,1.005
44.538,1.014
44.568,1.014
44.598,1.005
44.628,1.003
44.658,1.002
44.688,1.004
44.718,1.003
44.748,1.004
44.778,1.011
44.808,1.009
44.838,0.998
44.868,1.012
44.898,1.017
44.928,1.007
44.958,1.001
44.988,0.999
45.018,1.009
45.048,1.009
45.078,1.003
45.108,1.003
45.138,1.008
45.168,1.006
45.198,1.005
45.228,1.007
45.258,1.008
45.288,1.006
45.318,1.001
45.348,1.000
45.378,1.004
45.408,1.010
45.438,1.016
45.468,1.011
45.498,1.006
45.528,1.005
45.558,1.007
45.588,1.004
45.618,1.005
45.648,1.003
45.678,0.999
45.708,1.003
45.738,1.014
45.768,1.010
45.798,1.007
45.828,1.002
45.858,1.003
45.888,1.008
45.918,1.009
45.948,1.003
45.978,1.004
46.008,1.006
46.038,1.010
46.068,1.005
46.098,1.009
46.128,1.008
46.158,1.005
46.188,1.006
46.218,1.010
46.248,1.003
46.278,1.003
46.308,1.013
46.338,1.015
46.368,1.014
46.398,1.003
46.428,1.004
46.458,1.006
46.488,1.003
46.518,1.009
46.548,1.008
46.578,1.004
46.608,1.012
46.638,1.010
46.668,1.007
46.698,1.001
46.728,1.000
46.758,1.004
46.788,1.008
46.818,1.008
46.848,1.007
46.878,1.005
46.908,1.009
46.938,1.005
46.968,1.002
46.998,1.007
47.028,1.008
47.058,1.008
47.088,1.005
47.118,0.995
47.148,0.999
47.178,1.007
47.208,1.013
47.238,1.010
47.268,1.003
47.298,0.999
47.328,1.004
47.358,1.007
47.388,1.006
47.418,1.007
47.448,1.008
47.478,1.001
47.508,1.007
47.538,1.008
47.568,1.010
47.598,1.002
47.628,1.001
47.658,1.006
47.688,1.012
47.718,1.006
47.748,1.005
47.778,1.009
47.808,1.010
47.838,1.005
47.868,1.007
47.898,1.008
47.928,1.007
47.958,1.004
47.988,1.005
48.018,1.000
48.048,0.999
48.078,1.000
48.108,1.010
48.138,1.014
48.168,1.006
48.198,1.001
48.228,1.002
48.258,1.007
48.288,1.005
48.318,1.009
48.348,1.005
48.378,1.005
48.408,1.009
48.438,1.009
48.468,1.010
48.498,1.006
48.528,1.003
48.558,1.004
48.588,1.008
48.618,1.008
48.648,1.005
48.678,1.003
48.708,1.009
48.738,1.006
48.768,1.008
48.798,1.002
48.828,1.001
48.858,1.010
48.888,1.011
48.918,1.006
48.948,1.010
48.978,1.002
49.008,0.999
49.038,1.002
49.068,1.014
49.098,1.013
49.128,1.006
49.158,1.003
49.188,1.005
49.218,1.003
49.248,1.006
49.278,1.005
49.308,1.004
49.338,1.007
49.368,1.007
49.398,1.009
49.428,1.006
49.458,1.003
49.488,1.002
49.518,1.008
49.548,1.012
49.578,1.005
49.608,1.006
49.638,1.006
49.668,1.009
49.698,1.006
49.728,1.007
49.758,1.009
49.788,1.006
49.818,1.008
49.848,1.009
49.878,1.009
49.908,1.007
49.938,1.006
49.968,0.999
49.998,1.004
50.028,1.014
50.058,1.011
50.088,1.003
50.118,1.004
50.148,1.007
50.178,1.004
50.208,1.006
50.238,1.009
50.268,1.003
50.298,1.004
50.328,1.010
50.358,1.010
50.388,1.007
50.418,1.001
50.448,1.000
50.478,1.006
50.508,1.009
50.538,1.008
50.568,1.006
50.598,1.010
50.628,1.007
50.658,1.007
50.688,1.003
50.718,1.004
50.748,1.006
50.778,1.006
50.808,1.006
50.838,1.003
50.868,1.002
50.898,1.002
50.928,1.007
50.958,1.016
50.988,1.009
51.018,1.002
51.048,1.004
51.078,1.007
51.108,1.008
51.138,1.007
51.168,1.009
51.198,1.000
51.228,0.997
51.258,1.013
51.288,1.019
51.318,1.003
51.348,0.999
51.378,1.005
51.408,1.010
51.438,1.010
51.468,1.009
51.498,1.006
51.528,1.010
51.558,1.007
51.588,1.001
51.618,1.008
51.648,1.006
51.678,1.006
51.708,1.006
51.738,1.003
51.768,1.002
51.798,1.007
51.828,1.016
51.858,1.014
51.888,1.005
51.918,1.002
51.948,1.004
51.978,1.006
52.008,1.007
52.038,1.008
52.068,1.010
52.098,1.003
52.128,1.004
52.158,1.011
52.188,1.012
52.218,1.001
52.248,1.005
52.278,1.002
52.308,1.011
52.338,1.008
52.368,1.002
52.398,1.009
52.428,1.007
52.458,1.007
52.488,1.006
52.518,1.010
52.548,1.007
52.578,1.009
52.608,1.009
52.638,0.997
52.668,1.005
52.698,1.009
52.728,1.017
52.758,1.009
52.788,1.004
52.818,1.004
52.848,1.007
52.878,1.007
52.908,1.004
52.938,1.004
52.968,1.006
52.998,1.007
53.028,1.013
53.058,1.010
53.088,1.006
53.118,1.004
53.148,1.005
53.178,1.009
53.208,1.011
53.238,1.003
53.268,1.005
53.298,1.006
53.328,1.009
53.358,1.008
53.388,1.006
53.418,1.007
53.448,1.010
53.478,1.005
53.508,1.010
53.538,1.001
53.568,1.003
53.598,1.005
53.628,1.018
53.658,1.008
53.688,1.009
53.718,1.003
53.748,1.006
53.778,1.009
53.808,1.010
53.838,1.008
53.868,1.003
53.898,1.005
53.928,1.011
53.958,1.011
53.988,1.006
54.018,1.003
54.048,1.004
54.078,1.007
54.108,1.006
54.138,1.008
54.168,1.006
54.198,1.012
54.228,1.009
54.258,1.007
54.288,1.005
54.318,1.009
54.348,1.010
54.378,1.006
54.408,1.003
54.438,1.003
54.468,1.004
54.498,1.015
54.528,1.016
54.558,1.007
54.588,1.001
54.618,0.999
54.648,1.006
54.678,1.006
54.708,1.006
54.738,1.012
54.768,1.003
54.798,1.003
54.828,1.016
54.858,1.011
54.888,1.004
54.918,1.003
54.948,1.003
54.978,1.009
55.008,1.009
55.038,1.003
55.068,1.005
55.098,1.004
55.128,1.003
55.158,1.011
55.188,1.010
55.218,1.007
55.248,1.005
55.278,1.006
55.308,1.001
55.338,1.004
55.368,1.008
55.398,1.014
55.428,1.009
55.458,1.003
55.488,1.000
55.518,1.003
55.548,1.007
55.578,1.007
55.608,1.005
55.638,1.004
55.668,1.004
55.698,1.013
55.728,1.011
55.758,1.004
55.788,1.002
55.818,1.003
55.848,1.008
55.878,1.012
55.908,1.006
55.938,1.004
55.968,1.006
55.998,1.008
56.028,1.007
56.058,1.006
56.088,1.006
56.118,1.006
56.148,1.009
56.178,1.009
56.208,0.999
56.238,1.005
56.268,1.010
56.298,1.016
56.328,1.006
56.358,1.006
56.388,1.004
56.418,1.006
56.448,1.003
56.478,1.003
56.508,1.010
56.538,1.008
56.568,1.007
56.598,1.005
56.628,1.010
56.658,1.008
56.688,1.001
56.718,1.004
56.748,1.008
56.778,1.007
56.808,1.007
56.838,1.005
56.868,1.003
56.898,1.009
56.928,1.012
56.958,1.007
56.988,1.003
57.018,1.007
57.048,1.007
57.078,1.009
57.108,1.012
57.138,1.005
57.168,1.004
57.198,1.006
57.228,1.013
57.258,1.013
57.288,1.001
57.318,1.006
57.348,1.006
57.378,1.005
57.408,1.008
57.438,1.010
57.468,1.003
57.498,1.006
57.528,1.012
57.558,1.013
57.588,1.009
57.618,1.006
57.648,1.003
57.678,1.009
57.708,1.009
57.738,1.004
57.768,1.009
57.798,1.010
57.828,1.007
57.858,1.010
57.888,1.006
57.918,1.000
57.948,1.010
57.978,1.021
58.008,1.005
58.038,1.002
58.068,1.001
58.098,0.998
58.128,1.012
58.158,1.018
58.188,1.007
58.218,0.999
58.248,1.004
58.278,1.009
58.308,1.007
58.338,1.008
58.368,1.004
58.398,1.004
58.428,1.007
58.458,1.007
58.488,1.012
58.518,1.006
58.548,1.003
58.578,1.003
58.608,1.011
58.638,1.010
58.668,1.008
58.698,1.011
58.728,1.009
58.758,1.009
58.788,1.002
58.818,1.008
58.848,1.006
58.878,1.004
58.908,1.008
58.938,1.005
58.968,1.004
58.998,1.005
59.028,1.010
59.058,1.015
59.088,1.002
59.118,1.006
59.148,1.003
59.178,1.006
59.208,1.007
59.238,1.011
59.268,1.007
59.298,1.001
59.328,1.012
59.358,1.017
59.388,1.007
59.418,1.006
59.448,1.007
59.478,1.003
59.508,1.010
59.538,1.010
59.568,1.005
59.598,1.007
59.628,1.009
59.658,1.008
59.688,1.009
59.718,1.008
59.748,1.013
59.778,1.009
59.808,1.005
59.838,1.012
59.868,0.999
59.898,1.004
59.928,1.007
59.958,1.015
59.988,1.011
60.018,1.008
60.048,1.010
60.078,1.007
60.108,1.004
60.138,1.005
60.168,1.009
60.198,1.007
60.228,1.004
60.258,1.011
60.288,1.012
60.318,1.006
60.348,1.007
60.378,1.005
60.408,1.014
60.438,1.005
60.468,1.004
60.498,1.009
60.528,1.012
60.558,1.011
60.588,1.009
60.618,1.005
60.648,1.013
60.678,1.010
60.708,1.004
60.738,1.009
60.768,1.002
60.798,1.000
60.828,1.008
60.858,1.020
60.888,1.011
60.918,1.004
60.948,1.007
60.978,1.008
61.008,1.008
61.038,1.008
61.068,1.008
61.098,1.007
61.128,1.004
61.158,1.010
61.188,1.018
61.218,1.008
61.248,1.000
61.278,1.005
61.308,1.007
61.338,1.009
61.368,1.007
61.398,1.007
61.428,1.010
61.458,1.007
61.488,1.007
61.518,1.003
61.548,1.008
61.578,1.014
61.608,1.006
61.638,1.003
61.668,0.998
61.698,1.006
61.728,1.013
61.758,1.018
61.788,1.004
61.818,1.001
61.848,1.004
61.878,1.005
61.908,1.005
61.938,1.005
61.968,1.011
61.998,1.009
62.028,0.999
62.058,1.010
62.088,1.012
62.118,0.999
62.148,1.000
62.178,1.002
62.208,1.013
62.238,1.009
62.268,1.011
62.298,1.004
62.328,1.006
62.358,1.011
62.388,1.010
62.418,1.000
62.448,1.006
62.478,1.004
62.508,1.004
62.538,1.009
62.568,1.014
62.598,1.009
62.628,1.006
62.658,1.002
62.688,1.007
62.718,1.004
62.748,1.010
62.778,1.010
62.808,1.008
62.838,1.000
62.868,1.013
62.898,1.014
62.928,1.006
62.958,1.005
62.988,1.001
63.018,1.008
63.048,1.010
63.078,1.010
63.108,1.005
63.138,1.005
63.168,1.011
63.198,1.012
63.228,1.009
63.258,1.007
63.288,1.004
63.318,1.000
63.348,1.008
63.378,1.017
63.408,1.016
63.438,1.008
63.468,1.001
63.498,1.008
63.528,1.008
63.558,1.008
63.588,1.007
63.618,1.008
63.648,1.002
63.678,1.006
63.708,1.012
63.738,1.009
63.768,1.006
63.798,1.004
63.828,1.007
63.858,1.011
63.888,1.011
63.918,1.007
63.948,1.009
63.978,1.007
64.008,1.008
64.038,1.008
64.068,1.007
64.098,1.010
64.128,1.011
64.158,1.004
64.188,1.005
64.218,1.007
64.248,1.017
64.278,1.012
64.308,1.005
64.338,1.007
64.368,1.006
64.398,1.004
64.428,1.007
64.458,1.010
64.488,1.007
64.518,1.006
64.548,1.013
64.578,1.012
64.608,1.006
64.638,1.006
64.668,1.004
64.698,1.009
64.728,1.008
64.758,1.005
64.788,1.007
64.818,1.007
64.848,1.010
64.878,1.006
64.908,1.006
64.938,1.010
64.968,1.008
64.998,1.007
65.028,1.007
65.058,0.999
65.088,1.003
65.118,1.011
65.148,1.015
65.178,1.015
65.208,1.006
65.238,1.002
65.268,1.010
65.298,1.011
65.328,1.005
65.358,1.010
65.388,1.003
65.418,1.004
65.448,1.011
65.478,1.011
65.508,1.005
65.538,1.003
65.568,1.004
65.598,1.005
65.628,1.010
65.658,1.004
65.688,1.006
65.718,1.013
65.748,1.010
65.778,1.007
65.808,1.004
65.838,1.008
65.868,1.008
65.898,1.007
65.928,1.009
65.958,0.997
65.988,1.004
66.018,1.015
66.048,1.019
66.078,1.011
66.108,1.005
66.138,1.001
66.168,1.007
66.198,1.007
66.228,1.009
66.258,1.010
66.288,1.007
66.318,1.004
66.348,1.017
66.378,1.014
66.408,1.005
66.438,1.003
66.468,1.006
66.498,1.012
66.528,1.013
66.558,1.008
66.588,1.006
66.618,1.006
66.648,1.012
66.678,1.008
66.708,1.006
66.738,1.006
66.768,1.013
66.798,1.010
66.828,1.011
66.858,1.001
66.888,1.004
66.918,1.010
66.948,1.016
66.978,1.010
67.008,1.003
67.038,1.008
67.068,1.005
67.098,1.007
67.128,1.007
