time,heart_rate,Stage
0,0.972972972972973,Calibration (20s)
1,0.972972972972973,Calibration (20s)
2,0.972972972972973,Calibration (20s)
3,0.7567567567567568,Calibration (20s)
4,0.7162162162162162,Calibration (20s)
5,0.6756756756756757,Calibration (20s)
6,0.6621621621621622,Calibration (20s)
7,0.6486486486486487,Calibration (20s)
8,0.6621621621621622,Calibration (20s)
9,0.6486486486486487,Calibration (20s)
10,0.6486486486486487,Calibration (20s)
11,0.6486486486486487,Calibration (20s)
12,0.6486486486486487,Calibration (20s)
13,0.6486486486486487,Calibration (20s)
14,0.6486486486486487,Calibration (20s)
15,0.6486486486486487,Calibration (20s)
16,0.6486486486486487,Calibration (20s)
17,0.6486486486486487,Calibration (20s)
18,0.6486486486486487,Calibration (20s)
19,0.6486486486486487,Calibration (20s)
20,0.6486486486486487,Normal - Watch Video (4 min)
21,0.6486486486486487,Normal - Watch Video (4 min)
22,0.6486486486486487,Normal - Watch Video (4 min)
23,0.6486486486486487,Normal - Watch Video (4 min)
24,0.6486486486486487,Normal - Watch Video (4 min)
25,0.6486486486486487,Normal - Watch Video (4 min)
26,0.6486486486486487,Normal - Watch Video (4 min)
27,0.6486486486486487,Normal - Watch Video (4 min)
28,0.6216216216216216,Normal - Watch Video (4 min)
29,0.6216216216216216,Normal - Watch Video (4 min)
30,0.5405405405405406,Normal - Watch Video (4 min)
31,0.5675675675675675,Normal - Watch Video (4 min)
32,0.5405405405405406,Normal - Watch Video (4 min)
33,0.5405405405405406,Normal - Watch Video (4 min)
34,0.5405405405405406,Normal - Watch Video (4 min)
35,0.5945945945945946,Normal - Watch Video (4 min)
36,0.6216216216216216,Normal - Watch Video (4 min)
37,0.6216216216216216,Normal - Watch Video (4 min)
38,0.6216216216216216,Normal - Watch Video (4 min)
39,0.6216216216216216,Normal - Watch Video (4 min)
40,0.6486486486486487,Normal - Watch Video (4 min)
41,0.6486486486486487,Normal - Watch Video (4 min)
42,0.6756756756756757,Normal - Watch Video (4 min)
43,0.7027027027027027,Normal - Watch Video (4 min)
44,0.7027027027027027,Normal - Watch Video (4 min)
45,0.7297297297297297,Normal - Watch Video (4 min)
46,0.7567567567567568,Normal - Watch Video (4 min)
47,0.7567567567567568,Normal - Watch Video (4 min)
48,0.7837837837837838,Normal - Watch Video (4 min)
49,0.7837837837837838,Normal - Watch Video (4 min)
50,0.8108108108108109,Normal - Watch Video (4 min)
51,0.8378378378378378,Normal - Watch Video (4 min)
52,0.8378378378378378,Normal - Watch Video (4 min)
53,0.8378378378378378,Normal - Watch Video (4 min)
54,0.8378378378378378,Normal - Watch Video (4 min)
55,0.8108108108108109,Normal - Watch Video (4 min)
56,0.8108108108108109,Normal - Watch Video (4 min)
57,0.8108108108108109,Normal - Watch Video (4 min)
58,0.8108108108108109,Normal - Watch Video (4 min)
59,0.8108108108108109,Normal - Watch Video (4 min)
60,0.7837837837837838,Normal - Watch Video (4 min)
61,0.7837837837837838,Normal - Watch Video (4 min)
62,0.7567567567567568,Normal - Watch Video (4 min)
63,0.7567567567567568,Normal - Watch Video (4 min)
64,0.7297297297297297,Normal - Watch Video (4 min)
65,0.7297297297297297,Normal - Watch Video (4 min)
66,0.7297297297297297,Normal - Watch Video (4 min)
67,0.7297297297297297,Normal - Watch Video (4 min)
68,0.7297297297297297,Normal - Watch Video (4 min)
69,0.7567567567567568,Normal - Watch Video (4 min)
70,0.7567567567567568,Normal - Watch Video (4 min)
71,0.7837837837837838,Normal - Watch Video (4 min)
72,0.8108108108108109,Normal - Watch Video (4 min)
73,0.7837837837837838,Normal - Watch Video (4 min)
74,0.7837837837837838,Normal - Watch Video (4 min)
75,0.7837837837837838,Normal - Watch Video (4 min)
76,0.7837837837837838,Normal - Watch Video (4 min)
77,0.7837837837837838,Normal - Watch Video (4 min)
78,0.7837837837837838,Normal - Watch Video (4 min)
79,0.7837837837837838,Normal - Watch Video (4 min)
80,0.8108108108108109,Normal - Watch Video (4 min)
81,0.8108108108108109,Normal - Watch Video (4 min)
82,0.8108108108108109,Normal - Watch Video (4 min)
83,0.8108108108108109,Normal - Watch Video (4 min)
84,0.7567567567567568,Normal - Watch Video (4 min)
85,0.7027027027027027,Normal - Watch Video (4 min)
86,0.6486486486486487,Normal - Watch Video (4 min)
87,0.6216216216216216,Normal - Watch Video (4 min)
88,0.5945945945945946,Normal - Watch Video (4 min)
89,0.6216216216216216,Normal - Watch Video (4 min)
90,0.6486486486486487,Normal - Watch Video (4 min)
91,0.6756756756756757,Normal - Watch Video (4 min)
92,0.7027027027027027,Normal - Watch Video (4 min)
93,0.7027027027027027,Normal - Watch Video (4 min)
94,0.7297297297297297,Normal - Watch Video (4 min)
95,0.7297297297297297,Normal - Watch Video (4 min)
96,0.7567567567567568,Normal - Watch Video (4 min)
97,0.7837837837837838,Normal - Watch Video (4 min)
98,0.7837837837837838,Normal - Watch Video (4 min)
99,0.8108108108108109,Normal - Watch Video (4 min)
100,0.8108108108108109,Normal - Watch Video (4 min)
101,0.8108108108108109,Normal - Watch Video (4 min)
102,0.8108108108108109,Normal - Watch Video (4 min)
103,0.8378378378378378,Normal - Watch Video (4 min)
104,0.8378378378378378,Normal - Watch Video (4 min)
105,0.8378378378378378,Normal - Watch Video (4 min)
106,0.8108108108108109,Normal - Watch Video (4 min)
107,0.7837837837837838,Normal - Watch Video (4 min)
108,0.7837837837837838,Normal - Watch Video (4 min)
109,0.7837837837837838,Normal - Watch Video (4 min)
110,0.7837837837837838,Normal - Watch Video (4 min)
111,0.7567567567567568,Normal - Watch Video (4 min)
112,0.7297297297297297,Normal - Watch Video (4 min)
113,0.6891891891891891,Normal - Watch Video (4 min)
114,0.6824324324324325,Normal - Watch Video (4 min)
115,0.6756756756756757,Normal - Watch Video (4 min)
116,0.6756756756756757,Normal - Watch Video (4 min)
117,0.7027027027027027,Normal - Watch Video (4 min)
118,0.7027027027027027,Normal - Watch Video (4 min)
119,0.7432432432432432,Normal - Watch Video (4 min)
120,0.75,Normal - Watch Video (4 min)
121,0.7567567567567568,Normal - Watch Video (4 min)
122,0.7432432432432432,Normal - Watch Video (4 min)
123,0.7297297297297297,Normal - Watch Video (4 min)
124,0.7162162162162162,Normal - Watch Video (4 min)
125,0.7094594594594594,Normal - Watch Video (4 min)
126,0.7027027027027027,Normal - Watch Video (4 min)
127,0.7432432432432432,Normal - Watch Video (4 min)
128,0.7567567567567568,Normal - Watch Video (4 min)
129,0.7567567567567568,Normal - Watch Video (4 min)
130,0.7567567567567568,Normal - Watch Video (4 min)
131,0.7297297297297297,Normal - Watch Video (4 min)
132,0.7297297297297297,Normal - Watch Video (4 min)
133,0.7297297297297297,Normal - Watch Video (4 min)
134,0.7297297297297297,Normal - Watch Video (4 min)
135,0.7364864864864865,Normal - Watch Video (4 min)
136,0.7432432432432432,Normal - Watch Video (4 min)
137,0.7567567567567568,Normal - Watch Video (4 min)
138,0.7837837837837838,Normal - Watch Video (4 min)
139,0.7567567567567568,Normal - Watch Video (4 min)
140,0.7567567567567568,Normal - Watch Video (4 min)
141,0.7567567567567568,Normal - Watch Video (4 min)
142,0.7567567567567568,Normal - Watch Video (4 min)
143,0.7567567567567568,Normal - Watch Video (4 min)
144,0.7837837837837838,Normal - Watch Video (4 min)
145,0.7837837837837838,Normal - Watch Video (4 min)
146,0.7837837837837838,Normal - Watch Video (4 min)
147,0.7567567567567568,Normal - Watch Video (4 min)
148,0.7567567567567568,Normal - Watch Video (4 min)
149,0.7297297297297297,Normal - Watch Video (4 min)
150,0.7297297297297297,Normal - Watch Video (4 min)
151,0.7297297297297297,Normal - Watch Video (4 min)
152,0.7297297297297297,Normal - Watch Video (4 min)
153,0.7567567567567568,Normal - Watch Video (4 min)
154,0.7297297297297297,Normal - Watch Video (4 min)
155,0.7837837837837838,Normal - Watch Video (4 min)
156,0.7567567567567568,Normal - Watch Video (4 min)
157,0.7567567567567568,Normal - Watch Video (4 min)
158,0.7297297297297297,Normal - Watch Video (4 min)
159,0.7297297297297297,Normal - Watch Video (4 min)
160,0.7297297297297297,Normal - Watch Video (4 min)
161,0.7297297297297297,Normal - Watch Video (4 min)
162,0.7297297297297297,Normal - Watch Video (4 min)
163,0.7567567567567568,Normal - Watch Video (4 min)
164,0.7567567567567568,Normal - Watch Video (4 min)
165,0.7297297297297297,Normal - Watch Video (4 min)
166,0.7297297297297297,Normal - Watch Video (4 min)
167,0.7027027027027027,Normal - Watch Video (4 min)
168,0.7027027027027027,Normal - Watch Video (4 min)
169,0.6486486486486487,Normal - Watch Video (4 min)
170,0.6216216216216216,Normal - Watch Video (4 min)
171,0.6216216216216216,Normal - Watch Video (4 min)
172,0.6216216216216216,Normal - Watch Video (4 min)
173,0.6216216216216216,Normal - Watch Video (4 min)
174,0.6486486486486487,Normal - Watch Video (4 min)
175,0.6756756756756757,Normal - Watch Video (4 min)
176,0.6756756756756757,Normal - Watch Video (4 min)
177,0.6486486486486487,Normal - Watch Video (4 min)
178,0.6486486486486487,Normal - Watch Video (4 min)
179,0.6486486486486487,Normal - Watch Video (4 min)
180,0.6486486486486487,Normal - Watch Video (4 min)
181,0.6486486486486487,Normal - Watch Video (4 min)
182,0.6486486486486487,Normal - Watch Video (4 min)
183,0.6486486486486487,Normal - Watch Video (4 min)
184,0.6486486486486487,Normal - Watch Video (4 min)
185,0.6756756756756757,Normal - Watch Video (4 min)
186,0.6756756756756757,Normal - Watch Video (4 min)
187,0.6756756756756757,Normal - Watch Video (4 min)
188,0.6756756756756757,Normal - Watch Video (4 min)
189,0.6756756756756757,Normal - Watch Video (4 min)
190,0.6756756756756757,Normal - Watch Video (4 min)
191,0.6756756756756757,Normal - Watch Video (4 min)
192,0.6756756756756757,Normal - Watch Video (4 min)
193,0.6756756756756757,Normal - Watch Video (4 min)
194,0.6756756756756757,Normal - Watch Video (4 min)
195,0.6756756756756757,Normal - Watch Video (4 min)
196,0.5945945945945946,Normal - Watch Video (4 min)
197,0.5675675675675675,Normal - Watch Video (4 min)
198,0.5405405405405406,Normal - Watch Video (4 min)
199,0.5405405405405406,Normal - Watch Video (4 min)
200,0.5405405405405406,Normal - Watch Video (4 min)
201,0.5675675675675675,Normal - Watch Video (4 min)
202,0.5675675675675675,Normal - Watch Video (4 min)
203,0.5945945945945946,Normal - Watch Video (4 min)
204,0.6216216216216216,Normal - Watch Video (4 min)
205,0.6486486486486487,Normal - Watch Video (4 min)
206,0.6216216216216216,Normal - Watch Video (4 min)
207,0.6216216216216216,Normal - Watch Video (4 min)
208,0.6216216216216216,Normal - Watch Video (4 min)
209,0.4864864864864865,Normal - Watch Video (4 min)
210,0.43243243243243246,Normal - Watch Video (4 min)
211,0.3783783783783784,Normal - Watch Video (4 min)
212,0.32432432432432434,Normal - Watch Video (4 min)
213,0.35135135135135137,Normal - Watch Video (4 min)
214,0.35135135135135137,Normal - Watch Video (4 min)
215,0.35135135135135137,Normal - Watch Video (4 min)
216,0.5405405405405406,Normal - Watch Video (4 min)
217,0.5405405405405406,Normal - Watch Video (4 min)
218,0.5945945945945946,Normal - Watch Video (4 min)
219,0.6216216216216216,Normal - Watch Video (4 min)
220,0.6486486486486487,Normal - Watch Video (4 min)
221,0.6756756756756757,Normal - Watch Video (4 min)
222,0.7027027027027027,Normal - Watch Video (4 min)
223,0.7027027027027027,Normal - Watch Video (4 min)
224,0.6756756756756757,Normal - Watch Video (4 min)
225,0.6756756756756757,Normal - Watch Video (4 min)
226,0.6756756756756757,Normal - Watch Video (4 min)
227,0.6486486486486487,Normal - Watch Video (4 min)
228,0.6486486486486487,Normal - Watch Video (4 min)
229,0.6486486486486487,Normal - Watch Video (4 min)
230,0.6756756756756757,Normal - Watch Video (4 min)
231,0.7027027027027027,Normal - Watch Video (4 min)
232,0.7297297297297297,Normal - Watch Video (4 min)
233,0.7567567567567568,Normal - Watch Video (4 min)
234,0.7297297297297297,Normal - Watch Video (4 min)
235,0.7297297297297297,Normal - Watch Video (4 min)
236,0.7297297297297297,Normal - Watch Video (4 min)
237,0.7297297297297297,Normal - Watch Video (4 min)
238,0.7297297297297297,Normal - Watch Video (4 min)
239,0.7297297297297297,Normal - Watch Video (4 min)
240,0.7297297297297297,Normal - Watch Video (4 min)
241,0.6891891891891891,Normal - Watch Video (4 min)
242,0.6824324324324325,Normal - Watch Video (4 min)
243,0.6756756756756757,Normal - Watch Video (4 min)
244,0.5,Normal - Watch Video (4 min)
245,0.42567567567567566,Normal - Watch Video (4 min)
246,0.35135135135135137,Normal - Watch Video (4 min)
247,0.4189189189189189,Normal - Watch Video (4 min)
248,0.41216216216216217,Normal - Watch Video (4 min)
249,0.40540540540540543,Normal - Watch Video (4 min)
250,0.3783783783783784,Normal - Watch Video (4 min)
251,0.3783783783783784,Normal - Watch Video (4 min)
252,0.3783783783783784,Normal - Watch Video (4 min)
253,0.3783783783783784,Normal - Watch Video (4 min)
254,0.3310810810810811,Normal - Watch Video (4 min)
255,0.28378378378378377,Normal - Watch Video (4 min)
256,0.0,Normal - Watch Video (4 min)
257,0.060810810810810814,Normal - Watch Video (4 min)
258,0.12162162162162163,Normal - Watch Video (4 min)
259,0.10810810810810811,Normal - Watch Video (4 min)
260,0.0945945945945946,Remove 5 Easy Pieces (3 min)
261,0.08108108108108109,Remove 5 Easy Pieces (3 min)
262,0.08108108108108109,Remove 5 Easy Pieces (3 min)
263,0.08108108108108109,Remove 5 Easy Pieces (3 min)
264,0.08108108108108109,Remove 5 Easy Pieces (3 min)
265,0.08108108108108109,Remove 5 Easy Pieces (3 min)
266,0.08108108108108109,Remove 5 Easy Pieces (3 min)
267,0.08108108108108109,Remove 5 Easy Pieces (3 min)
268,0.08108108108108109,Remove 5 Easy Pieces (3 min)
269,0.47297297297297297,Remove 5 Easy Pieces (3 min)
270,0.8648648648648649,Remove 5 Easy Pieces (3 min)
271,0.7297297297297297,Remove 5 Easy Pieces (3 min)
272,0.972972972972973,Remove 5 Easy Pieces (3 min)
273,0.9459459459459459,Remove 5 Easy Pieces (3 min)
274,1.0,Remove 5 Easy Pieces (3 min)
275,0.9459459459459459,Remove 5 Easy Pieces (3 min)
276,0.9459459459459459,Remove 5 Easy Pieces (3 min)
277,0.8108108108108109,Remove 5 Easy Pieces (3 min)
278,0.7567567567567568,Remove 5 Easy Pieces (3 min)
279,0.7094594594594594,Remove 5 Easy Pieces (3 min)
280,0.6621621621621622,Remove 5 Easy Pieces (3 min)
281,0.6756756756756757,Remove 5 Easy Pieces (3 min)
282,0.7027027027027027,Remove 5 Easy Pieces (3 min)
283,0.7297297297297297,Remove 5 Easy Pieces (3 min)
284,0.7567567567567568,Remove 5 Easy Pieces (3 min)
285,0.7837837837837838,Remove 5 Easy Pieces (3 min)
286,0.7837837837837838,Remove 5 Easy Pieces (3 min)
287,0.7702702702702703,Remove 5 Easy Pieces (3 min)
288,0.7567567567567568,Remove 5 Easy Pieces (3 min)
289,0.7567567567567568,Remove 5 Easy Pieces (3 min)
290,0.7567567567567568,Remove 5 Easy Pieces (3 min)
291,0.7297297297297297,Remove 5 Easy Pieces (3 min)
292,0.7297297297297297,Remove 5 Easy Pieces (3 min)
293,0.7837837837837838,Remove 5 Easy Pieces (3 min)
294,0.8108108108108109,Remove 5 Easy Pieces (3 min)
295,0.8378378378378378,Remove 5 Easy Pieces (3 min)
296,0.8648648648648649,Remove 5 Easy Pieces (3 min)
297,0.8648648648648649,Remove 5 Easy Pieces (3 min)
298,0.8378378378378378,Remove 5 Easy Pieces (3 min)
