time,heart_rate,Stage
0,0.7777777777777778,Calibration (20s)
1,0.8888888888888888,Calibration (20s)
2,0.9166666666666666,Calibration (20s)
3,0.9305555555555556,Calibration (20s)
4,0.9444444444444444,Calibration (20s)
5,0.9166666666666666,Calibration (20s)
6,0.875,Calibration (20s)
7,0.8333333333333334,Calibration (20s)
8,0.7777777777777778,Calibration (20s)
9,0.7222222222222222,Calibration (20s)
10,0.6666666666666666,Calibration (20s)
11,0.6111111111111112,Calibration (20s)
12,0.5,Calibration (20s)
13,0.4166666666666667,Calibration (20s)
14,0.3888888888888889,Calibration (20s)
15,0.4305555555555556,Calibration (20s)
16,0.4722222222222222,Calibration (20s)
17,0.5,Calibration (20s)
18,0.5277777777777778,Calibration (20s)
19,0.5555555555555556,Calibration (20s)
20,0.6111111111111112,Normal - Watch Video (4 min)
21,0.625,Normal - Watch Video (4 min)
22,0.6388888888888888,Normal - Watch Video (4 min)
23,0.6666666666666666,Normal - Watch Video (4 min)
24,0.6805555555555556,Normal - Watch Video (4 min)
25,0.6944444444444444,Normal - Watch Video (4 min)
26,0.7222222222222222,Normal - Watch Video (4 min)
27,0.7083333333333334,Normal - Watch Video (4 min)
28,0.6944444444444444,Normal - Watch Video (4 min)
29,0.6111111111111112,Normal - Watch Video (4 min)
30,0.625,Normal - Watch Video (4 min)
31,0.6388888888888888,Normal - Watch Video (4 min)
32,0.6666666666666666,Normal - Watch Video (4 min)
33,0.7222222222222222,Normal - Watch Video (4 min)
34,0.7638888888888888,Normal - Watch Video (4 min)
35,0.8055555555555556,Normal - Watch Video (4 min)
36,0.8888888888888888,Normal - Watch Video (4 min)
37,0.9444444444444444,Normal - Watch Video (4 min)
38,0.9583333333333334,Normal - Watch Video (4 min)
39,0.9722222222222222,Normal - Watch Video (4 min)
40,0.9444444444444444,Normal - Watch Video (4 min)
41,0.9444444444444444,Normal - Watch Video (4 min)
42,0.6666666666666666,Normal - Watch Video (4 min)
43,0.5555555555555556,Normal - Watch Video (4 min)
44,0.3888888888888889,Normal - Watch Video (4 min)
45,0.2777777777777778,Normal - Watch Video (4 min)
46,0.18055555555555555,Normal - Watch Video (4 min)
47,0.08333333333333333,Normal - Watch Video (4 min)
48,0.0,Normal - Watch Video (4 min)
49,0.05555555555555555,Normal - Watch Video (4 min)
50,0.1111111111111111,Normal - Watch Video (4 min)
51,0.16666666666666666,Normal - Watch Video (4 min)
52,0.2222222222222222,Normal - Watch Video (4 min)
53,0.3333333333333333,Normal - Watch Video (4 min)
54,0.3888888888888889,Normal - Watch Video (4 min)
55,0.3888888888888889,Normal - Watch Video (4 min)
56,0.3333333333333333,Normal - Watch Video (4 min)
57,0.2777777777777778,Normal - Watch Video (4 min)
58,0.2222222222222222,Normal - Watch Video (4 min)
59,0.2222222222222222,Normal - Watch Video (4 min)
60,0.2777777777777778,Normal - Watch Video (4 min)
61,0.3333333333333333,Normal - Watch Video (4 min)
62,0.4444444444444444,Normal - Watch Video (4 min)
63,0.5,Normal - Watch Video (4 min)
64,0.4444444444444444,Normal - Watch Video (4 min)
65,0.3333333333333333,Normal - Watch Video (4 min)
66,0.2222222222222222,Normal - Watch Video (4 min)
67,0.16666666666666666,Normal - Watch Video (4 min)
68,0.16666666666666666,Normal - Watch Video (4 min)
69,0.16666666666666666,Normal - Watch Video (4 min)
70,0.2777777777777778,Normal - Watch Video (4 min)
71,0.3333333333333333,Normal - Watch Video (4 min)
72,0.3333333333333333,Normal - Watch Video (4 min)
73,0.2777777777777778,Normal - Watch Video (4 min)
74,0.2222222222222222,Normal - Watch Video (4 min)
75,0.2222222222222222,Normal - Watch Video (4 min)
76,0.2777777777777778,Normal - Watch Video (4 min)
77,0.3333333333333333,Normal - Watch Video (4 min)
78,0.3333333333333333,Normal - Watch Video (4 min)
79,0.3333333333333333,Normal - Watch Video (4 min)
80,0.2777777777777778,Normal - Watch Video (4 min)
81,0.2777777777777778,Normal - Watch Video (4 min)
82,0.3333333333333333,Normal - Watch Video (4 min)
83,0.3888888888888889,Normal - Watch Video (4 min)
84,0.4444444444444444,Normal - Watch Video (4 min)
85,0.4444444444444444,Normal - Watch Video (4 min)
86,0.3888888888888889,Normal - Watch Video (4 min)
87,0.2777777777777778,Normal - Watch Video (4 min)
88,0.2222222222222222,Normal - Watch Video (4 min)
89,0.2222222222222222,Normal - Watch Video (4 min)
90,0.2222222222222222,Normal - Watch Video (4 min)
91,0.16666666666666666,Normal - Watch Video (4 min)
92,0.16666666666666666,Normal - Watch Video (4 min)
93,0.2777777777777778,Normal - Watch Video (4 min)
94,0.3888888888888889,Normal - Watch Video (4 min)
95,0.4444444444444444,Normal - Watch Video (4 min)
96,0.5,Normal - Watch Video (4 min)
97,0.5,Normal - Watch Video (4 min)
98,0.5,Normal - Watch Video (4 min)
99,0.5,Normal - Watch Video (4 min)
100,0.5555555555555556,Normal - Watch Video (4 min)
101,0.6111111111111112,Normal - Watch Video (4 min)
102,0.7222222222222222,Normal - Watch Video (4 min)
103,0.8333333333333334,Normal - Watch Video (4 min)
104,0.8888888888888888,Normal - Watch Video (4 min)
105,0.9444444444444444,Normal - Watch Video (4 min)
106,0.8888888888888888,Normal - Watch Video (4 min)
107,0.8888888888888888,Normal - Watch Video (4 min)
108,0.8333333333333334,Normal - Watch Video (4 min)
109,0.8333333333333334,Normal - Watch Video (4 min)
110,0.8333333333333334,Normal - Watch Video (4 min)
111,0.8333333333333334,Normal - Watch Video (4 min)
112,0.8333333333333334,Normal - Watch Video (4 min)
113,0.7777777777777778,Normal - Watch Video (4 min)
114,0.7777777777777778,Normal - Watch Video (4 min)
115,0.7777777777777778,Normal - Watch Video (4 min)
116,0.7222222222222222,Normal - Watch Video (4 min)
117,0.7222222222222222,Normal - Watch Video (4 min)
118,0.6111111111111112,Normal - Watch Video (4 min)
119,0.5555555555555556,Normal - Watch Video (4 min)
120,0.5,Normal - Watch Video (4 min)
121,0.5,Normal - Watch Video (4 min)
122,0.5,Normal - Watch Video (4 min)
123,0.5,Normal - Watch Video (4 min)
124,0.4444444444444444,Normal - Watch Video (4 min)
125,0.3333333333333333,Normal - Watch Video (4 min)
126,0.2222222222222222,Normal - Watch Video (4 min)
127,0.16666666666666666,Normal - Watch Video (4 min)
128,0.1111111111111111,Normal - Watch Video (4 min)
129,0.1111111111111111,Normal - Watch Video (4 min)
130,0.1111111111111111,Normal - Watch Video (4 min)
131,0.1111111111111111,Normal - Watch Video (4 min)
132,0.1111111111111111,Normal - Watch Video (4 min)
133,0.1111111111111111,Normal - Watch Video (4 min)
134,0.16666666666666666,Normal - Watch Video (4 min)
135,0.16666666666666666,Normal - Watch Video (4 min)
136,0.2222222222222222,Normal - Watch Video (4 min)
137,0.2777777777777778,Normal - Watch Video (4 min)
138,0.2777777777777778,Normal - Watch Video (4 min)
139,0.25,Normal - Watch Video (4 min)
140,0.20833333333333334,Normal - Watch Video (4 min)
141,0.16666666666666666,Normal - Watch Video (4 min)
142,0.1111111111111111,Normal - Watch Video (4 min)
143,0.1111111111111111,Normal - Watch Video (4 min)
144,0.1111111111111111,Normal - Watch Video (4 min)
145,0.4722222222222222,Normal - Watch Video (4 min)
146,0.5694444444444444,Normal - Watch Video (4 min)
147,0.6666666666666666,Normal - Watch Video (4 min)
148,0.6944444444444444,Normal - Watch Video (4 min)
149,0.6388888888888888,Normal - Watch Video (4 min)
150,0.5833333333333334,Normal - Watch Video (4 min)
151,0.3888888888888889,Normal - Watch Video (4 min)
152,0.375,Normal - Watch Video (4 min)
153,0.3611111111111111,Normal - Watch Video (4 min)
154,0.4444444444444444,Normal - Watch Video (4 min)
155,0.4861111111111111,Normal - Watch Video (4 min)
156,0.5277777777777778,Normal - Watch Video (4 min)
157,0.4444444444444444,Normal - Watch Video (4 min)
158,0.4444444444444444,Normal - Watch Video (4 min)
159,0.5,Normal - Watch Video (4 min)
160,0.5555555555555556,Normal - Watch Video (4 min)
161,0.5,Normal - Watch Video (4 min)
162,0.5,Normal - Watch Video (4 min)
163,0.4444444444444444,Normal - Watch Video (4 min)
164,0.4444444444444444,Normal - Watch Video (4 min)
165,0.3888888888888889,Normal - Watch Video (4 min)
166,0.3888888888888889,Normal - Watch Video (4 min)
167,0.3333333333333333,Normal - Watch Video (4 min)
168,0.3333333333333333,Normal - Watch Video (4 min)
169,0.3333333333333333,Normal - Watch Video (4 min)
170,0.3333333333333333,Normal - Watch Video (4 min)
171,0.3888888888888889,Normal - Watch Video (4 min)
172,0.5,Normal - Watch Video (4 min)
173,0.6111111111111112,Normal - Watch Video (4 min)
174,0.5555555555555556,Normal - Watch Video (4 min)
175,0.5,Normal - Watch Video (4 min)
176,0.5,Normal - Watch Video (4 min)
177,0.5,Normal - Watch Video (4 min)
178,0.5555555555555556,Normal - Watch Video (4 min)
179,0.5555555555555556,Normal - Watch Video (4 min)
180,0.5555555555555556,Normal - Watch Video (4 min)
181,0.5,Normal - Watch Video (4 min)
182,0.4444444444444444,Normal - Watch Video (4 min)
183,0.3888888888888889,Normal - Watch Video (4 min)
184,0.2777777777777778,Normal - Watch Video (4 min)
185,0.2222222222222222,Normal - Watch Video (4 min)
186,0.2222222222222222,Normal - Watch Video (4 min)
187,0.2222222222222222,Normal - Watch Video (4 min)
188,0.2777777777777778,Normal - Watch Video (4 min)
189,0.2222222222222222,Normal - Watch Video (4 min)
190,0.2222222222222222,Normal - Watch Video (4 min)
191,0.2222222222222222,Normal - Watch Video (4 min)
192,0.2777777777777778,Normal - Watch Video (4 min)
193,0.2777777777777778,Normal - Watch Video (4 min)
194,0.3333333333333333,Normal - Watch Video (4 min)
195,0.3333333333333333,Normal - Watch Video (4 min)
196,0.3888888888888889,Normal - Watch Video (4 min)
197,0.3888888888888889,Normal - Watch Video (4 min)
198,0.3888888888888889,Normal - Watch Video (4 min)
199,0.4444444444444444,Normal - Watch Video (4 min)
200,0.5555555555555556,Normal - Watch Video (4 min)
201,0.6666666666666666,Normal - Watch Video (4 min)
202,0.6111111111111112,Normal - Watch Video (4 min)
203,0.6111111111111112,Normal - Watch Video (4 min)
204,0.5555555555555556,Normal - Watch Video (4 min)
205,0.5,Normal - Watch Video (4 min)
206,0.5,Normal - Watch Video (4 min)
207,0.4444444444444444,Normal - Watch Video (4 min)
208,0.4444444444444444,Normal - Watch Video (4 min)
209,0.3888888888888889,Normal - Watch Video (4 min)
210,0.3888888888888889,Normal - Watch Video (4 min)
211,0.3888888888888889,Normal - Watch Video (4 min)
212,0.3888888888888889,Normal - Watch Video (4 min)
213,0.3888888888888889,Normal - Watch Video (4 min)
214,0.4444444444444444,Normal - Watch Video (4 min)
