time,heart_rate,Stage
0,0.0,Calibration (20s)
1,0.05679012345679016,Calibration (20s)
2,0.11358024691358032,Calibration (20s)
3,0.1703703703703703,Calibration (20s)
4,0.22716049382716047,Calibration (20s)
5,0.28395061728395066,Calibration (20s)
6,0.3407407407407406,Calibration (20s)
7,0.3975308641975308,Calibration (20s)
8,0.45432098765432094,Calibration (20s)
9,0.5111111111111111,Calibration (20s)
10,0.5333333333333333,Calibration (20s)
11,0.5333333333333333,Calibration (20s)
12,0.5777777777777777,Calibration (20s)
13,0.5777777777777777,Calibration (20s)
14,0.6,Calibration (20s)
15,0.5777777777777777,Calibration (20s)
16,0.5777777777777777,Calibration (20s)
17,0.5555555555555556,Calibration (20s)
18,0.5333333333333333,Calibration (20s)
19,0.5333333333333333,Calibration (20s)
20,0.5555555555555556,Normal - Watch Video (4 min)
21,0.5777777777777777,Normal - Watch Video (4 min)
22,0.5777777777777777,Normal - Watch Video (4 min)
23,0.5777777777777777,Normal - Watch Video (4 min)
24,0.5555555555555556,Normal - Watch Video (4 min)
25,0.5555555555555556,Normal - Watch Video (4 min)
26,0.5555555555555556,Normal - Watch Video (4 min)
27,0.5555555555555556,Normal - Watch Video (4 min)
28,0.5555555555555556,Normal - Watch Video (4 min)
29,0.5555555555555556,Normal - Watch Video (4 min)
30,0.5555555555555556,Normal - Watch Video (4 min)
31,0.5555555555555556,Normal - Watch Video (4 min)
32,0.5555555555555556,Normal - Watch Video (4 min)
33,0.5555555555555556,Normal - Watch Video (4 min)
34,0.5555555555555556,Normal - Watch Video (4 min)
35,0.5777777777777777,Normal - Watch Video (4 min)
36,0.6,Normal - Watch Video (4 min)
37,0.5777777777777777,Normal - Watch Video (4 min)
38,0.5777777777777777,Normal - Watch Video (4 min)
39,0.5555555555555556,Normal - Watch Video (4 min)
40,0.5333333333333333,Normal - Watch Video (4 min)
41,0.5111111111111111,Normal - Watch Video (4 min)
42,0.4888888888888889,Normal - Watch Video (4 min)
43,0.4666666666666667,Normal - Watch Video (4 min)
44,0.4666666666666667,Normal - Watch Video (4 min)
45,0.4888888888888889,Normal - Watch Video (4 min)
46,0.4888888888888889,Normal - Watch Video (4 min)
47,0.4888888888888889,Normal - Watch Video (4 min)
48,0.5111111111111111,Normal - Watch Video (4 min)
49,0.5111111111111111,Normal - Watch Video (4 min)
