df_hash,22ZHK4.LL4ER7
433.621,59
434.546,58
435.424,58
436.643,58
437.520,58
438.415,58
439.616,58
440.494,58
441.373,58
442.590,58
443.467,56
444.394,55
445.564,55
446.452,55
447.367,55
448.587,55
449.418,55
450.341,55
451.511,55
452.437,55
453.315,55
454.487,55
455.411,55
456.294,58
457.508,56
458.385,56
459.263,56
460.481,56
461.361,56
462.236,56
463.455,56
464.333,56
465.361,56
466.432,56
467.325,56
468.184,56
469.403,56
470.280,55
471.206,55
472.377,55
473.257,52
474.180,50
475.350,48
476.231,49
477.154,49
478.324,50
479.202,49
480.128,49
481.298,49
482.324,49
483.102,49
484.422,58
485.198,54
486.099,53
487.245,53
488.172,53
489.061,53
490.273,53
491.168,53
492.023,53
493.242,53
494.122,53
494.997,53
496.216,53
497.093,53
498.019,53
499.189,53
500.067,53
500.962,53
502.163,53
503.061,53
503.918,57
505.137,62
506.018,63
506.961,63
508.114,62
508.988,62
509.915,62
511.134,61
511.962,61
512.888,61
514.058,61
514.988,74
515.862,80
517.032,83
517.958,84
518.836,82
520.024,82
520.936,82
521.809,82
522.979,82
523.906,82
524.783,83
526.002,84
526.881,85
527.776,86
528.976,87
529.902,86
530.731,86
531.961,86
532.827,86
533.705,86
534.923,86
535.801,86
536.727,86
537.898,86
538.794,86
539.701,86
540.871,86
541.797,86
542.676,86
543.845,86
544.773,86
545.654,86
546.867,86
547.745,87
548.622,87
549.841,87
550.770,87
551.615,87
552.882,87
553.708,87
554.618,87
555.788,87
556.715,87
557.592,86
558.764,85
559.694,85
560.566,85
561.736,85
562.662,85
563.556,85
564.710,85
565.638,85
566.513,85
567.732,83
568.610,83
569.537,83
570.706,83
571.584,84
572.461,83
573.926,83
574.557,83
575.442,83
576.657,83
577.531,83
578.429,83
579.627,83
580.506,83
581.754,82
582.603,82
583.479,81
584.405,81
585.575,81
586.504,82
587.379,82
588.647,83
589.475,83
590.383,83
591.522,82
592.466,82
593.326,82
594.645,82
595.422,82
596.300,75
597.519,72
598.396,74
599.294,74
600.492,73
601.370,73
602.247,73
603.466,73
604.344,73
605.270,86
606.440,92
607.366,93
608.244,95
609.428,95
610.362,95
611.217,95
612.586,95
613.331,93
614.195,94
615.431,93
616.288,90
617.165,88
618.461,87
619.261,86
620.139,85
621.406,84
622.235,84
623.113,83
624.331,83
625.209,83
626.137,83
627.305,83
628.200,83
629.109,83
630.522,83
631.205,83
632.087,83
633.253,83
634.195,83
635.056,83
636.275,83
637.153,83
638.032,83
639.253,83
640.126,83
641.006,83
642.223,83
643.100,83
643.978,83
645.229,83
646.074,83
646.969,83
648.170,83
649.048,85
649.974,86
651.172,87
652.024,87
652.966,87
654.118,87
655.044,86
655.921,85
657.096,85
658.018,84
658.901,84
660.066,85
660.991,85
661.869,85
663.039,85
663.965,85
664.867,85
666.061,85
666.939,87
667.816,85
669.035,85
669.964,85
670.790,85
672.009,85
672.891,85
673.815,86
674.983,85
675.939,85
676.786,91
678.111,93
678.834,90
679.765,90
680.930,90
681.808,90
682.734,90
683.904,90
684.812,90
685.708,86
686.878,87
687.804,86
688.703,86
689.852,85
690.778,85
691.655,84
693.118,83
693.751,82
694.646,82
695.848,82
696.742,83
697.630,83
699.117,82
699.699,82
700.625,82
701.795,83
702.673,84
703.599,83
704.769,83
705.654,83
706.595,83
707.743,83
708.681,83
709.663,83
710.717,83
711.647,83
712.520,76
713.739,74
714.617,71
715.509,73
716.713,73
717.590,72
718.468,72
719.739,72
720.564,72
721.442,72
722.663,72
723.541,72
724.611,88
725.638,82
726.512,82
727.389,84
728.622,83
729.485,83
730.412,83
731.596,83
732.470,84
733.385,84
734.620,84
735.433,84
736.375,83
737.530,83
738.455,83
739.333,83
740.507,83
741.429,83
742.307,84
743.477,84
744.403,85
745.280,86
746.450,87
747.377,88
748.262,88
749.424,89
750.355,89
751.277,90
752.398,91
753.324,92
754.202,92
755.420,93
756.347,92
757.202,91
758.394,90
759.615,89
760.149,89
761.374,89
762.246,89
763.123,89
764.342,88
765.225,87
766.145,86
767.315,86
768.231,85
769.119,84
770.310,84
771.167,84
772.093,85
773.263,86
774.164,85
775.067,85
776.237,88
777.114,86
778.287,88
779.210,87
780.140,86
781.014,85
782.208,85
783.110,85
783.988,85
785.158,85
786.100,79
786.964,82
788.132,81
789.058,80
789.935,79
791.154,78
792.032,78
792.909,78
794.128,78
795.025,78
795.883,78
797.102,78
797.980,78
798.938,78
800.076,78
800.985,78
801.894,78
803.049,78
803.927,78
804.853,78
806.023,78
806.900,78
807.830,78
808.997,78
809.974,78
810.801,78
811.972,79
812.897,79
813.774,80
814.946,80
815.870,81
816.748,80
817.936,80
818.855,80
819.740,81
820.913,80
821.838,83
822.699,84
823.914,83
824.792,83
825.673,84
826.888,85
827.771,85
828.675,86
829.885,86
830.739,86
831.621,86
832.836,85
833.713,85
834.643,84
835.809,84
836.837,84
837.613,84
838.867,84
839.661,84
840.662,83
841.757,83
842.683,83
843.564,83
844.730,84
845.657,85
846.534,86
847.710,86
848.644,85
849.508,84
850.678,83
851.604,81
852.482,81
853.700,81
854.578,81
855.455,81
856.723,81
857.551,81
858.429,81
859.648,80
860.575,80
861.451,80
862.625,80
863.550,80
864.376,80
865.600,80
866.473,80
867.399,80
868.569,80
869.447,80
870.372,80
871.543,80
872.425,77
873.346,77
874.516,77
875.445,78
876.320,79
877.490,79
878.416,78
879.294,78
880.483,78
881.390,78
882.267,78
883.437,78
884.380,79
885.241,80
886.607,81
887.337,81
888.215,81
889.440,81
890.311,80
891.190,79
892.407,79
893.285,79
894.162,79
895.381,79
896.262,79
897.185,79
898.355,79
899.253,79
900.207,79
901.367,79
902.206,79
903.140,79
904.302,79
1131.537,47
1132.414,47
1133.341,48
1134.511,48
1135.395,47
1136.314,47
1137.582,47
1138.411,47
1139.316,47
1140.556,47
1141.401,47
