df_hash,22ZHK4.LL4ER7
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.JMHB
person_label,V30
date_time_start,2025-08-06_11-16-09.652000_+03
date_time_start_unix,1754460969.652
date_time_end,2025-08-06_11-35-16.520000_+03
length_difference_noticed,no

time,temperature
4.776,33.000
5.737,33.000
6.769,33.000
7.785,32.938
8.771,32.906
9.784,32.812
10.759,32.812
11.834,32.812
12.761,32.812
13.733,32.812
14.757,32.750
15.781,32.750
16.756,32.750
17.779,32.750
18.755,32.781
19.778,32.875
20.776,32.875
21.777,32.875
22.801,32.875
23.776,32.906
24.751,32.938
25.775,32.938
26.750,32.906
27.787,32.969
28.750,33.000
29.773,33.000
30.748,33.031
31.772,32.969
32.758,32.969
33.771,32.906
34.746,32.938
35.770,32.938
36.894,32.969
37.772,32.906
38.744,32.875
39.768,32.875
40.743,32.875
41.767,32.906
42.742,32.938
43.766,32.938
44.741,32.906
45.765,32.938
46.740,32.906
47.912,32.906
48.754,32.938
49.762,32.906
50.737,32.906
51.761,32.906
52.785,32.844
53.760,32.844
54.735,32.875
55.759,32.875
56.756,32.844
57.758,32.875
58.748,32.875
59.757,32.875
60.732,32.875
61.756,32.906
62.731,32.938
63.755,32.938
64.779,32.906
65.827,32.906
66.791,32.938
67.753,32.906
68.777,32.875
69.752,32.875
70.776,32.938
71.751,32.938
72.774,32.969
73.801,32.938
74.773,33.062
75.748,33.031
76.770,33.000
77.745,33.031
78.768,33.000
79.742,33.000
80.765,33.000
81.740,32.969
82.762,32.969
83.737,33.000
84.760,32.906
85.738,32.938
86.757,32.938
87.731,32.906
88.754,32.938
89.744,32.969
90.751,32.969
91.972,32.938
92.752,32.969
93.735,32.969
94.747,32.938
95.822,32.938
96.848,33.000
97.719,33.031
98.741,33.031
99.789,32.906
100.897,32.875
101.714,32.906
102.737,32.906
103.712,32.906
104.734,32.969
105.709,32.938
106.735,32.906
107.707,32.875
108.730,32.906
109.705,33.000
110.831,33.031
111.851,33.031
112.739,33.000
113.749,32.969
114.724,32.969
115.747,32.969
116.724,32.969
117.756,33.000
118.721,32.969
119.744,33.000
120.717,33.000
121.740,33.000
122.721,33.031
123.748,33.062
124.764,33.094
125.785,33.062
126.713,33.031
127.747,33.094
128.709,33.094
129.732,33.062
130.853,33.062
131.731,33.031
132.705,33.031
133.741,33.031
134.703,33.000
135.726,33.031
136.750,33.031
137.725,32.969
138.750,32.969
139.723,32.938
140.700,32.938
141.726,32.938
142.893,32.969
143.719,32.969
144.694,33.000
145.722,33.031
146.744,33.062
147.716,33.062
148.691,33.062
149.714,33.031
150.701,33.062
151.815,33.062
152.833,33.031
153.719,33.000
154.685,32.969
155.709,32.969
156.684,32.938
157.735,32.906
158.779,32.906
159.706,32.938
160.761,32.938
161.703,32.938
162.745,32.969
163.715,32.938
164.726,32.906
165.751,32.906
166.723,32.844
167.706,32.875
168.722,32.906
169.798,32.875
170.721,32.906
171.695,32.875
172.719,32.875
173.694,32.875
174.719,32.906
175.692,32.906
176.735,33.000
177.982,32.969
178.714,32.969
179.689,32.969
180.713,32.906
181.716,32.938
182.710,32.938
183.686,32.969
184.709,32.969
185.696,32.969
186.708,33.031
187.682,33.031
188.706,33.000
189.681,33.031
190.705,33.062
191.680,33.062
192.703,33.062
193.680,33.031
194.702,33.031
195.677,33.000
196.700,33.000
197.675,33.031
198.712,33.031
199.674,33.031
200.697,33.000
201.672,33.000
202.696,33.031
203.675,33.062
204.791,33.062
205.669,33.062
206.698,33.062
207.668,33.062
208.691,33.062
209.666,33.062
210.705,33.062
211.728,33.062
212.688,33.031
213.726,33.031
214.702,33.031
215.711,33.000
216.693,33.031
217.709,33.031
218.733,33.031
219.707,33.062
220.831,33.094
221.706,33.156
222.681,33.156
223.719,33.125
224.680,33.156
225.707,33.156
226.678,33.156
227.702,33.125
228.698,33.125
229.700,33.125
230.775,33.094
231.699,33.000
232.674,33.000
233.698,33.000
234.676,32.969
235.698,32.969
236.723,32.969
237.695,32.938
238.670,32.906
239.693,32.938
240.669,32.969
241.789,32.969
242.667,33.031
243.694,33.000
244.676,33.031
245.689,33.000
246.665,33.000
247.688,33.000
248.712,33.062
249.687,33.031
250.662,33.000
251.750,32.938
252.693,32.906
253.684,32.938
254.759,32.906
255.682,32.906
256.725,32.875
257.682,32.906
258.671,32.875
259.695,32.875
260.703,32.875
261.693,32.938
262.705,32.875
263.677,32.875
264.701,32.875
265.676,32.875
266.700,32.906
267.725,32.906
268.810,32.938
269.673,32.938
270.746,32.906
271.672,32.875
272.696,32.938
273.917,32.938
274.694,32.938
275.669,32.969
276.698,32.938
277.816,32.938
278.706,32.906
279.716,32.875
280.690,32.875
281.665,32.875
282.689,32.844
283.667,32.812
284.687,32.781
285.663,32.750
286.701,32.719
287.680,32.750
288.687,32.719
289.660,32.750
290.684,32.750
291.659,32.750
292.682,32.781
293.657,32.750
294.681,32.781
295.665,32.750
296.685,32.781
297.656,32.719
298.682,32.719
299.654,32.719
300.678,32.719
301.704,32.719
302.684,32.719
303.651,32.688
304.696,32.656
305.915,32.688
306.673,32.688
307.668,32.688
308.818,32.656
309.698,32.625
310.704,32.625
311.695,32.594
312.670,32.625
313.693,32.656
314.817,32.656
315.766,32.594
316.667,32.594
317.691,32.625
