df_hash,22ZHK4.PMY16R
319.519,34.438
320.441,34.469
321.418,34.406
322.461,34.406
323.415,34.406
324.733,34.406
325.413,34.406
326.437,34.438
327.461,34.438
328.435,34.438
329.411,34.469
330.435,34.469
331.410,34.469
332.482,34.500
333.408,34.531
334.730,34.500
335.471,34.500
336.431,34.500
337.455,34.469
338.429,34.500
339.453,34.500
340.428,34.469
341.452,34.500
342.427,34.500
343.477,34.562
344.481,34.531
345.450,34.688
346.425,34.688
347.568,34.688
348.432,34.656
349.502,34.719
350.422,34.750
351.447,34.719
352.422,34.688
353.445,34.656
354.420,34.688
355.444,34.594
356.436,34.562
357.442,34.562
358.417,34.625
359.452,34.625
360.487,34.625
361.440,34.594
362.415,34.656
363.444,34.656
364.414,34.656
365.437,34.656
366.659,34.688
367.436,34.719
368.508,34.656
369.484,34.625
370.504,34.625
371.434,34.625
372.409,34.625
373.432,34.562
374.408,34.594
375.454,34.562
376.406,34.594
377.430,34.531
378.405,34.594
379.428,34.625
380.552,34.656
381.528,34.625
382.402,34.625
383.426,34.656
384.455,34.656
385.473,34.625
386.449,34.625
387.693,34.656
388.598,34.562
389.423,34.594
390.690,34.531
391.424,34.562
392.548,34.625
393.420,34.656
394.444,34.656
395.463,34.656
396.443,34.688
397.428,34.688
398.441,34.750
399.417,34.719
400.440,34.750
401.466,34.719
402.438,34.625
403.514,34.625
404.438,34.625
405.412,34.625
406.445,34.594
407.411,34.594
408.435,34.594
409.467,34.625
410.455,34.625
411.801,34.656
412.447,34.688
413.408,34.656
414.431,34.688
415.406,34.656
416.435,34.656
417.405,34.688
418.443,34.719
419.404,34.688
420.434,34.688
421.408,34.625
422.819,34.656
423.402,34.656
424.425,34.625
425.451,34.656
426.594,34.656
427.399,34.625
428.423,34.625
429.398,34.625
430.424,34.625
431.397,34.656
432.574,34.625
433.451,34.625
434.419,34.625
435.443,34.594
436.452,34.625
437.442,34.625
438.417,34.625
439.638,34.625
440.415,34.656
441.464,34.656
442.563,34.656
443.564,34.750
444.461,34.781
445.437,34.781
446.412,34.781
447.435,34.750
448.410,34.750
449.461,34.750
450.607,34.719
451.432,34.719
452.408,34.750
453.678,34.656
454.455,34.656
455.430,34.656
456.454,34.656
457.429,34.656
458.427,34.656
459.476,34.688
460.403,34.688
461.438,34.688
462.842,34.656
463.425,34.625
464.449,34.656
465.424,34.656
466.399,34.656
467.423,34.656
468.429,34.688
469.422,34.625
470.406,34.625
471.439,34.656
472.444,34.625
473.419,34.656
474.394,34.656
475.418,34.688
476.393,34.688
477.857,34.625
478.393,34.531
479.416,34.500
480.391,34.469
481.420,34.344
482.479,34.219
483.664,34.094
484.485,33.969
485.412,33.812
486.435,33.719
487.558,33.656
