df_hash,22ZHK4.PMY16R
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.EM1Q
person_label,V41
date_time_start,2025-10-27_13-47-49.203000_+03
date_time_start_unix,1761558469.203
date_time_end,2025-10-27_13-56-02.654000_+03
length_difference_noticed,no

time,temperature
5.466,32.750
6.489,32.719
7.612,32.750
8.488,32.781
9.462,32.844
10.571,32.844
11.461,32.875
12.582,32.844
13.460,32.844
14.680,32.844
15.477,32.906
16.482,32.938
17.757,32.938
18.485,32.969
19.456,33.000
20.480,33.000
21.455,33.000
22.557,33.031
23.551,33.031
24.478,33.031
25.505,33.062
26.476,33.094
27.505,33.094
28.573,33.125
29.450,33.125
30.571,33.125
31.646,33.188
32.473,33.188
33.547,33.219
34.571,33.250
35.446,33.281
36.493,33.281
37.494,33.312
38.469,33.312
39.495,33.375
40.470,33.375
41.598,33.375
42.615,33.375
43.464,33.344
44.465,33.344
45.490,33.281
46.685,33.312
47.487,33.344
48.464,33.375
49.487,33.375
50.462,33.375
51.485,33.406
52.460,33.438
53.485,33.500
54.473,33.531
55.483,33.594
56.458,33.594
57.482,33.594
58.849,33.594
59.528,33.594
60.455,33.562
61.479,33.594
62.459,33.594
63.478,33.594
64.453,33.562
65.484,33.594
66.452,33.625
67.475,33.625
68.451,33.656
69.474,33.656
70.482,33.656
71.473,33.688
72.497,33.625
73.520,33.688
74.598,33.688
75.507,33.688
76.446,33.688
77.472,33.656
78.444,33.656
79.468,33.625
80.593,33.656
81.467,33.688
82.465,33.750
83.467,33.750
84.489,33.812
85.464,33.812
86.489,33.812
87.463,33.844
88.438,33.875
89.462,33.906
90.485,33.906
91.461,33.906
92.484,33.906
93.459,33.906
94.483,33.875
95.461,33.875
96.482,33.906
97.457,33.938
98.773,33.969
99.456,33.969
100.479,33.969
101.747,33.969
102.478,34.000
103.453,34.000
104.477,34.031
105.598,34.031
106.578,34.000
107.451,34.000
108.474,34.000
109.449,34.000
110.473,34.000
111.546,33.969
112.764,33.938
113.447,33.969
114.470,33.938
115.741,33.938
116.469,33.938
117.445,33.938
118.568,33.969
119.443,34.000
120.515,34.000
121.466,34.031
122.466,34.062
123.441,34.062
124.522,34.094
125.440,34.062
126.568,34.062
127.438,34.031
128.464,34.031
129.553,33.906
130.460,33.906
131.535,33.906
132.466,33.906
133.435,33.906
134.458,33.906
135.433,33.938
136.517,34.000
137.506,33.969
138.456,33.969
139.515,34.062
140.477,34.062
141.627,34.094
142.453,34.094
143.477,34.031
144.452,34.000
145.475,34.031
146.455,34.031
147.475,34.062
148.478,34.062
149.475,34.094
150.454,34.094
151.475,34.031
152.645,34.062
153.471,34.094
154.643,34.094
155.474,34.094
156.444,34.125
157.477,34.125
158.451,34.125
159.467,34.094
160.453,34.094
161.469,34.125
162.441,34.125
163.465,34.125
164.440,34.156
165.463,34.125
166.446,34.125
167.563,34.156
168.463,34.125
169.462,34.125
170.436,34.156
171.470,34.156
172.435,34.156
173.459,34.188
174.436,34.188
175.457,34.188
176.432,34.219
177.554,34.219
178.480,34.250
179.456,34.250
180.523,34.250
181.453,34.219
182.454,34.250
183.452,34.219
184.428,34.219
185.451,34.250
186.426,34.250
187.450,34.219
188.668,34.219
189.449,34.250
190.472,34.250
191.474,34.312
192.504,34.188
193.455,34.188
194.470,34.188
195.453,34.219
196.468,34.219
197.444,34.219
198.468,34.219
199.443,34.188
200.466,34.188
201.441,34.188
202.465,34.281
203.440,34.312
204.465,34.344
205.439,34.344
206.463,34.281
207.730,34.344
208.464,34.344
209.437,34.344
210.470,34.312
211.435,34.375
212.459,34.375
213.437,34.375
214.458,34.344
215.433,34.312
216.456,34.344
217.431,34.344
218.455,34.344
219.430,34.375
220.454,34.406
221.429,34.406
222.601,34.406
223.428,34.406
224.500,34.406
225.426,34.438
226.450,34.438
227.425,34.406
228.449,34.406
229.428,34.375
230.448,34.375
231.433,34.344
232.690,34.344
233.616,34.344
234.450,34.344
235.618,34.312
236.543,34.312
237.468,34.281
238.554,34.281
239.541,34.312
240.442,34.312
241.465,34.344
242.440,34.344
243.464,34.312
244.439,34.312
245.463,34.344
246.779,34.344
247.461,34.375
248.440,34.375
249.460,34.438
250.435,34.406
251.459,34.438
252.434,34.469
253.458,34.469
254.504,34.438
255.457,34.438
256.432,34.438
257.455,34.438
258.722,34.438
259.454,34.406
260.675,34.438
261.516,34.406
262.428,34.406
263.550,34.469
264.624,34.500
265.450,34.531
266.443,34.500
267.449,34.531
268.473,34.531
269.497,34.500
270.423,34.500
271.452,34.500
272.436,34.469
273.542,34.406
274.628,34.406
275.449,34.406
276.420,34.406
277.443,34.406
278.418,34.375
279.490,34.406
280.417,34.406
281.441,34.375
282.464,34.406
283.482,34.406
284.563,34.406
285.487,34.406
286.462,34.375
287.485,34.375
288.461,34.438
289.436,34.375
290.459,34.281
291.451,34.312
292.465,34.344
293.433,34.375
294.506,34.438
295.438,34.438
296.455,34.438
297.440,34.438
298.458,34.406
299.576,34.438
300.648,34.562
301.429,34.594
302.458,34.562
303.426,34.562
304.451,34.500
305.445,34.469
306.450,34.500
307.454,34.500
308.477,34.531
309.816,34.531
310.495,34.469
311.432,34.500
312.446,34.500
313.447,34.469
314.444,34.469
315.420,34.469
316.492,34.469
317.418,34.500
318.442,34.469
