df_hash,22ZHK4.PMY16R
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.EM1Q
person_label,V41
date_time_start,2025-10-27_13-47-49.203000_+03
date_time_start_unix,1761558469.203
date_time_end,2025-10-27_13-56-02.654000_+03
length_difference_noticed,no

time,acc_x,acc_y,acc_z
5.175,-0.975,0.363,0.006
5.185,-0.982,0.354,-0.002
5.195,-0.984,0.352,-0.006
5.205,-0.982,0.346,-0.010
5.215,-0.979,0.344,-0.006
5.225,-0.975,0.350,-0.002
5.234,-0.980,0.352,-0.002
5.244,-0.984,0.359,0.004
5.254,-0.982,0.355,0.004
5.264,-0.988,0.359,0.000
5.274,-0.992,0.357,0.004
5.284,-0.994,0.359,-0.002
5.294,-1.000,0.355,-0.002
5.304,-1.000,0.361,-0.004
5.314,-1.002,0.359,-0.008
5.324,-0.998,0.350,-0.008
5.334,-0.994,0.350,-0.010
5.344,-0.994,0.350,-0.010
5.354,-0.994,0.346,-0.010
5.363,-0.996,0.344,-0.008
5.373,-1.002,0.342,-0.012
5.383,-1.004,0.330,-0.016
5.393,-1.006,0.330,-0.021
5.403,-1.008,0.322,-0.020
5.413,-1.004,0.324,-0.023
5.423,-1.000,0.324,-0.016
5.433,-0.996,0.320,-0.020
5.443,-0.990,0.311,-0.018
5.453,-0.992,0.316,-0.020
5.463,-0.992,0.316,-0.020
5.473,-0.996,0.318,-0.016
5.483,-1.000,0.312,-0.021
5.492,-1.000,0.307,-0.020
5.502,-1.000,0.305,-0.021
5.512,-1.000,0.311,-0.023
5.522,-0.998,0.307,-0.020
5.532,-0.996,0.312,-0.021
5.542,-0.992,0.320,-0.010
5.552,-0.988,0.312,-0.018
5.562,-0.992,0.320,-0.016
5.572,-0.990,0.320,-0.012
5.582,-0.990,0.320,-0.016
5.592,-0.990,0.322,-0.018
5.602,-0.992,0.318,-0.016
5.612,-0.988,0.320,-0.016
5.621,-0.986,0.320,-0.014
5.631,-0.990,0.328,-0.010
5.641,-0.988,0.326,-0.016
5.651,-0.990,0.332,-0.012
5.661,-0.992,0.338,-0.010
5.671,-0.990,0.334,-0.010
5.681,-0.994,0.334,-0.008
5.691,-0.990,0.334,-0.010
5.701,-0.990,0.332,-0.010
5.711,-0.988,0.338,-0.006
5.721,-0.986,0.336,-0.012
5.731,-0.992,0.340,-0.012
5.741,-0.996,0.344,-0.008
5.750,-0.992,0.344,-0.008
5.760,-0.998,0.342,-0.010
5.770,-0.996,0.344,-0.010
5.780,-0.996,0.342,-0.010
5.790,-0.994,0.342,-0.012
5.800,-0.990,0.336,-0.012
5.810,-0.986,0.338,-0.012
5.820,-0.986,0.346,-0.008
5.830,-0.986,0.346,-0.006
5.840,-0.996,0.340,-0.014
5.850,-0.998,0.334,-0.016
5.860,-0.994,0.338,-0.010
5.870,-0.992,0.338,-0.012
5.879,-0.990,0.336,-0.010
5.889,-0.986,0.338,-0.008
5.899,-0.990,0.336,-0.008
5.909,-0.994,0.336,-0.006
5.919,-0.998,0.336,-0.006
5.929,-0.996,0.336,-0.006
5.939,-0.992,0.340,-0.002
5.949,-0.992,0.338,-0.002
5.959,-0.992,0.332,-0.004
5.969,-0.994,0.334,0.000
5.979,-0.994,0.332,-0.004
5.989,-0.996,0.332,-0.008
5.999,-0.998,0.326,-0.002
6.008,-1.000,0.326,-0.006
6.018,-1.000,0.332,-0.006
6.028,-0.996,0.322,-0.004
6.038,-0.992,0.320,-0.014
6.048,-0.990,0.328,-0.002
6.058,-0.990,0.324,-0.004
6.068,-0.990,0.326,-0.004
6.078,-0.996,0.328,-0.002
6.088,-0.996,0.328,-0.004
6.098,-0.996,0.320,-0.008
6.108,-1.004,0.322,-0.008
6.118,-1.006,0.324,-0.010
6.128,-0.998,0.326,-0.008
6.137,-0.998,0.326,-0.004
6.147,-0.992,0.332,-0.008
6.157,-0.996,0.328,-0.010
6.167,-0.990,0.330,-0.008
6.177,-0.994,0.334,-0.006
6.187,-1.000,0.330,-0.002
6.197,-0.998,0.330,-0.008
6.207,-0.998,0.322,-0.004
6.217,-0.998,0.332,-0.010
6.227,-0.990,0.332,-0.008
6.237,-0.992,0.328,-0.010
6.247,-0.986,0.328,-0.008
6.257,-0.994,0.332,-0.004
6.266,-0.992,0.334,-0.004
6.276,-0.992,0.336,-0.004
6.286,-0.994,0.334,0.002
6.296,-0.990,0.330,-0.004
6.306,-0.990,0.330,-0.006
6.316,-0.994,0.330,-0.006
6.326,-0.996,0.332,-0.010
6.336,-0.994,0.332,-0.006
6.346,-0.988,0.334,-0.002
6.356,-0.992,0.332,-0.006
6.366,-0.992,0.332,-0.002
6.376,-0.994,0.336,-0.002
6.386,-0.998,0.338,-0.006
6.395,-0.998,0.336,-0.002
6.405,-1.004,0.346,-0.004
6.415,-0.998,0.346,0.000
6.425,-0.996,0.348,0.002
6.435,-0.992,0.344,0.000
6.445,-0.994,0.346,-0.004
6.455,-0.996,0.348,0.000
6.465,-0.998,0.350,-0.004
6.475,-0.992,0.342,-0.008
6.485,-0.992,0.344,-0.006
6.495,-0.994,0.340,-0.010
6.505,-0.994,0.342,-0.010
6.515,-0.982,0.344,-0.006
6.524,-0.990,0.342,-0.014
6.534,-0.990,0.342,-0.014
6.544,-0.992,0.340,-0.016
6.554,-0.996,0.336,-0.018
6.564,-0.990,0.338,-0.014
6.574,-0.982,0.342,-0.018
6.584,-0.986,0.338,-0.012
6.594,-0.986,0.336,-0.014
6.604,-0.992,0.332,-0.016
6.614,-0.998,0.338,-0.016
6.624,-0.992,0.338,-0.016
6.634,-0.986,0.342,-0.008
6.644,-0.988,0.346,-0.014
6.653,-0.988,0.344,-0.008
6.663,-0.988,0.344,-0.014
6.673,-0.988,0.348,-0.014
6.683,-0.992,0.346,-0.010
6.693,-0.994,0.342,-0.012
6.703,-0.992,0.340,-0.012
6.713,-0.996,0.342,-0.014
6.723,-0.998,0.340,-0.014
6.733,-0.992,0.338,-0.014
6.743,-0.990,0.336,-0.014
6.753,-0.990,0.338,-0.012
6.763,-0.988,0.342,-0.014
6.773,-0.992,0.340,-0.014
6.782,-0.988,0.336,-0.014
6.792,-0.984,0.340,-0.014
6.802,-0.984,0.332,-0.018
6.812,-0.994,0.332,-0.018
6.822,-0.994,0.332,-0.018
6.832,-0.992,0.336,-0.016
6.842,-0.988,0.338,-0.014
6.852,-0.992,0.340,-0.016
6.862,-0.988,0.338,-0.018
6.872,-0.992,0.342,-0.016
6.882,-0.994,0.342,-0.016
6.892,-0.992,0.336,-0.014
6.902,-0.996,0.338,-0.021
6.911,-0.994,0.334,-0.020
6.921,-0.988,0.338,-0.021
6.931,-0.986,0.340,-0.016
6.941,-0.984,0.338,-0.016
6.951,-0.988,0.342,-0.016
6.961,-0.990,0.340,-0.014
6.971,-0.990,0.336,-0.018
6.981,-0.990,0.338,-0.016
6.991,-0.994,0.336,-0.018
7.001,-0.996,0.332,-0.018
7.011,-0.992,0.334,-0.014
7.021,-0.990,0.338,-0.012
7.031,-0.988,0.338,-0.012
7.040,-0.994,0.342,-0.016
7.050,-0.992,0.342,-0.012
7.060,-0.992,0.342,-0.012
7.070,-0.996,0.348,-0.012
7.080,-0.992,0.342,-0.010
7.090,-0.988,0.338,-0.014
7.100,-0.990,0.344,-0.014
7.110,-0.992,0.342,-0.008
7.120,-0.988,0.342,-0.012
7.130,-0.986,0.342,-0.014
7.140,-0.988,0.342,-0.016
7.150,-0.990,0.346,-0.008
7.160,-0.988,0.338,-0.008
7.169,-0.986,0.344,-0.014
7.179,-0.990,0.346,-0.012
7.189,-0.988,0.346,-0.016
7.199,-0.992,0.346,-0.016
7.209,-0.994,0.346,-0.016
7.219,-0.986,0.350,-0.010
7.229,-0.982,0.350,-0.016
7.239,-0.986,0.354,-0.014
7.249,-0.988,0.352,-0.012
7.259,-0.984,0.338,-0.018
7.269,-0.988,0.344,-0.020
7.279,-0.988,0.340,-0.012
7.289,-0.982,0.336,-0.021
7.298,-0.986,0.346,-0.018
7.308,-0.994,0.342,-0.016
7.318,-0.998,0.348,-0.020
7.328,-0.994,0.348,-0.012
7.338,-0.990,0.346,-0.012
7.348,-0.992,0.357,-0.010
7.358,-0.990,0.352,-0.008
7.368,-0.988,0.348,-0.010
7.378,-0.986,0.348,-0.008
7.388,-0.984,0.352,-0.006
7.398,-0.994,0.346,-0.012
7.408,-0.998,0.348,-0.010
7.418,-1.000,0.350,-0.018
7.427,-0.994,0.342,-0.014
7.437,-0.988,0.340,-0.010
7.447,-0.990,0.342,-0.014
7.457,-0.988,0.340,-0.010
7.467,-0.986,0.334,-0.010
7.477,-0.988,0.336,-0.014
7.487,-0.986,0.334,-0.016
7.497,-0.988,0.338,-0.012
7.507,-0.986,0.334,-0.010
7.517,-0.990,0.332,-0.014
7.527,-0.998,0.332,-0.014
7.537,-0.994,0.338,-0.012
7.547,-0.992,0.336,-0.012
7.556,-0.992,0.336,-0.016
7.566,-0.994,0.340,-0.010
7.576,-0.986,0.340,-0.010
7.586,-0.992,0.340,-0.010
7.596,-0.992,0.348,-0.014
7.606,-0.990,0.348,-0.014
7.616,-0.990,0.342,-0.018
7.626,-0.990,0.344,-0.016
7.636,-0.988,0.344,-0.020
7.646,-0.988,0.336,-0.020
7.656,-0.988,0.340,-0.021
7.666,-0.990,0.352,-0.018
7.676,-0.994,0.350,-0.018
7.685,-0.990,0.352,-0.018
7.695,-0.988,0.354,-0.014
7.705,-0.992,0.354,-0.016
7.715,-0.988,0.352,-0.018
7.725,-0.988,0.342,-0.018
7.735,-0.984,0.338,-0.025
7.745,-0.986,0.342,-0.023
7.755,-0.982,0.336,-0.018
