df_hash,22ZHK4.PMY16R
113.625,1.041
113.655,1.039
113.685,1.043
113.715,1.041
113.745,1.040
113.775,1.046
113.805,1.041
113.835,1.040
113.865,1.037
113.895,1.040
113.925,1.038
113.955,1.040
113.985,1.041
114.015,1.041
114.045,1.039
114.075,1.032
114.105,1.044
114.135,1.047
114.165,1.037
114.195,1.038
114.225,1.044
114.255,1.031
114.285,1.030
114.315,1.023
114.345,1.057
114.375,1.062
114.405,1.043
114.435,1.026
114.465,1.042
114.495,1.046
114.525,1.040
114.555,1.039
114.585,1.062
114.615,1.065
114.645,1.075
114.675,1.064
114.705,1.056
114.735,1.033
114.765,1.017
114.795,1.025
114.825,1.040
114.855,1.043
114.885,1.071
114.915,1.104
114.945,1.085
114.975,1.062
115.005,1.037
115.035,1.010
115.065,1.020
115.095,1.030
115.125,1.046
115.155,1.035
115.185,1.052
115.215,1.075
115.245,1.080
115.275,1.062
115.305,1.043
115.335,1.030
115.365,1.035
115.395,1.034
115.425,1.031
115.455,1.029
115.485,1.033
115.515,1.037
115.545,1.054
115.575,1.049
115.605,1.047
115.635,1.044
115.665,1.053
115.695,1.045
115.725,1.038
115.755,1.042
115.785,1.059
115.815,1.051
115.845,1.049
115.875,1.049
115.905,1.031
115.935,1.038
115.965,1.045
115.995,1.039
116.025,1.040
116.055,1.045
116.085,1.051
116.115,1.046
116.145,1.043
116.175,1.042
116.205,1.045
116.235,1.041
116.265,1.043
116.295,1.046
116.325,1.045
116.355,1.036
116.385,1.040
116.415,1.035
116.445,1.038
116.475,1.039
116.505,1.040
116.535,1.037
116.565,1.027
116.595,1.042
116.625,1.058
116.655,1.055
116.685,1.062
116.715,1.059
116.745,1.058
116.775,1.056
116.805,1.050
116.835,1.050
116.865,1.051
116.895,1.030
116.925,1.035
116.955,1.030
116.985,1.033
117.015,1.041
117.045,1.040
117.075,1.039
117.105,1.033
117.135,1.027
117.165,1.039
117.195,1.045
117.225,1.046
117.255,1.048
117.285,1.042
117.315,1.040
117.345,1.036
117.375,1.039
117.405,1.045
117.435,1.039
117.465,1.039
117.495,1.042
117.525,1.042
117.555,1.039
117.585,1.042
117.615,1.046
117.645,1.039
117.675,1.043
117.705,1.042
117.735,1.042
117.765,1.037
117.795,1.042
117.825,1.049
117.855,1.051
117.885,1.048
117.915,1.048
117.945,1.055
117.975,1.045
118.005,1.046
118.035,1.051
118.065,1.047
118.095,1.050
118.125,1.052
118.155,1.044
118.185,1.036
118.215,1.033
118.245,1.029
118.275,1.049
118.305,1.044
118.335,1.052
118.365,1.052
118.395,1.048
118.425,1.055
118.455,1.061
118.485,1.058
118.515,1.043
118.545,1.045
118.575,1.044
118.605,1.036
118.635,1.044
118.665,1.053
118.695,1.072
118.725,1.072
118.755,1.060
118.785,1.050
118.815,1.039
118.845,1.040
118.875,1.037
118.905,1.036
118.935,1.047
118.965,1.048
118.995,1.054
119.025,1.045
119.055,1.047
119.085,1.044
119.115,1.047
119.145,1.048
119.175,1.048
119.205,1.041
119.235,1.037
119.265,1.035
119.295,1.042
119.325,1.040
119.355,1.037
119.385,1.041
119.415,1.045
119.445,1.054
119.475,1.054
119.505,1.047
119.535,1.048
119.565,1.045
119.595,1.049
119.625,1.041
119.655,1.053
119.685,1.044
119.715,1.045
119.745,1.042
119.775,1.044
119.805,1.044
119.835,1.047
119.865,1.061
119.895,1.053
119.925,1.047
119.955,1.048
119.985,1.048
120.015,1.048
120.045,1.049
120.075,1.045
120.105,1.046
120.135,1.046
120.165,1.047
120.195,1.047
120.225,1.054
120.255,1.046
120.285,1.040
120.315,1.038
120.345,1.036
120.375,1.040
120.405,1.051
120.435,1.040
120.465,1.033
120.495,1.046
120.525,1.051
120.555,1.046
120.585,1.047
120.615,1.060
120.645,1.047
120.675,1.045
120.705,1.048
120.735,1.036
120.765,1.038
120.795,1.044
120.825,1.047
120.855,1.046
120.885,1.046
120.915,1.047
120.945,1.056
120.975,1.059
121.005,1.051
121.035,1.055
121.065,1.047
121.095,1.039
121.125,1.031
121.155,1.037
121.185,1.042
121.215,1.049
121.245,1.059
121.275,1.059
121.305,1.062
121.335,1.043
121.365,1.047
121.395,1.034
121.425,1.044
121.455,1.047
121.485,1.054
121.515,1.050
121.545,1.050
121.575,1.051
121.605,1.040
121.635,1.036
121.665,1.044
121.695,1.040
121.725,1.042
121.755,1.053
121.785,1.062
121.815,1.060
121.845,1.058
121.875,1.047
121.905,1.039
121.935,1.044
121.965,1.044
121.995,1.041
122.025,1.042
122.055,1.046
122.085,1.045
122.115,1.052
122.145,1.048
122.175,1.043
122.205,1.040
122.235,1.048
122.265,1.044
122.295,1.041
122.325,1.046
122.355,1.041
122.385,1.039
122.415,1.040
122.445,1.043
122.475,1.046
122.505,1.044
122.535,1.048
122.565,1.046
122.595,1.047
122.625,1.053
122.655,1.046
122.685,1.046
122.715,1.041
122.745,1.055
122.775,1.051
122.805,1.050
122.835,1.044
122.865,1.047
122.895,1.043
122.925,1.048
122.955,1.060
122.985,1.050
123.015,1.047
123.045,1.045
123.075,1.036
123.105,1.031
123.135,1.033
123.165,1.037
123.195,1.041
123.225,1.040
123.255,1.044
123.285,1.044
123.315,1.040
123.345,1.039
123.375,1.046
123.405,1.042
123.435,1.041
123.465,1.047
123.495,1.039
123.525,1.046
123.555,1.049
123.585,1.036
123.615,1.045
123.645,1.046
123.675,1.047
123.705,1.047
123.735,1.052
123.765,1.038
123.795,1.036
123.825,1.043
123.855,1.047
123.885,1.045
123.915,1.045
123.945,1.048
123.975,1.048
124.005,1.044
124.035,1.043
124.065,1.050
124.095,1.045
124.125,1.044
124.155,1.046
124.185,1.039
124.215,1.043
124.245,1.043
124.275,1.041
124.305,1.036
124.335,1.043
124.365,1.046
124.395,1.044
124.425,1.046
124.455,1.042
124.485,1.042
124.515,1.035
124.545,1.033
124.575,1.044
124.605,1.041
124.635,1.045
124.665,1.049
124.695,1.042
124.725,1.036
124.755,1.045
124.785,1.045
124.815,1.045
124.845,1.045
124.875,1.042
124.905,1.051
124.935,1.050
124.965,1.037
124.995,1.043
125.025,1.051
125.055,1.046
125.085,1.046
125.115,1.044
125.145,1.044
125.175,1.044
125.205,1.042
125.235,1.046
125.265,1.047
125.295,1.040
125.325,1.040
125.355,1.045
125.385,1.047
125.415,1.046
125.445,1.036
125.475,1.040
125.505,1.045
125.535,1.045
125.565,1.049
125.595,1.047
125.625,1.045
125.655,1.044
125.685,1.050
125.715,1.045
125.745,1.045
125.775,1.046
125.805,1.050
125.835,1.040
125.865,1.035
125.895,1.038
125.925,1.037
125.955,1.047
125.985,1.048
126.015,1.044
126.045,1.038
126.075,1.049
126.105,1.044
126.135,1.049
126.165,1.048
126.195,1.044
126.225,1.043
126.255,1.047
126.285,1.043
126.315,1.043
126.345,1.041
126.375,1.043
126.405,1.040
126.435,1.044
126.465,1.050
126.495,1.044
126.525,1.044
126.555,1.041
126.585,1.047
126.615,1.044
126.645,1.040
126.675,1.044
126.705,1.045
126.735,1.046
126.765,1.043
126.795,1.043
126.825,1.041
126.855,1.048
126.885,1.046
126.915,1.046
126.945,1.049
126.975,1.041
127.005,1.042
127.035,1.051
127.065,1.045
127.095,1.045
127.125,1.039
127.155,1.046
127.185,1.044
127.215,1.042
127.245,1.045
127.275,1.047
127.305,1.046
127.335,1.038
127.365,1.047
127.395,1.045
127.425,1.043
127.455,1.047
127.485,1.048
127.515,1.045
127.545,1.038
127.575,1.046
127.605,1.047
127.635,1.044
127.665,1.042
127.695,1.043
127.725,1.042
127.755,1.043
127.785,1.055
127.815,1.039
127.845,1.050
127.875,1.044
127.905,1.045
127.935,1.040
127.965,1.043
127.995,1.040
128.025,1.045
128.055,1.047
128.085,1.052
128.115,1.035
128.145,1.049
128.175,1.046
128.205,1.057
128.235,1.043
128.265,1.039
128.295,1.035
128.325,1.043
128.355,1.042
128.385,1.052
128.415,1.050
128.445,1.035
128.475,1.031
128.505,1.027
128.535,1.046
128.565,1.062
128.595,1.046
128.625,1.037
128.655,1.046
128.685,1.045
128.715,1.045
128.745,1.045
128.775,1.045
128.805,1.043
128.835,1.033
128.865,1.036
128.895,1.049
128.925,1.048
128.955,1.043
128.985,1.047
129.015,1.049
129.045,1.051
129.075,1.047
129.105,1.047
129.135,1.044
129.165,1.042
129.195,1.042
129.225,1.045
129.255,1.046
129.285,1.043
129.315,1.046
129.345,1.044
129.375,1.049
129.405,1.044
129.435,1.047
129.465,1.040
129.495,1.044
129.525,1.042
129.555,1.048
129.585,1.054
129.615,1.049
129.645,1.046
129.675,1.040
129.705,1.045
129.735,1.040
129.765,1.047
129.795,1.045
129.825,1.038
129.855,1.046
129.885,1.048
129.915,1.043
129.945,1.038
129.975,1.052
130.005,1.038
130.035,1.043
130.065,1.053
130.095,1.050
130.125,1.048
130.155,1.042
130.185,1.043
130.215,1.044
130.245,1.044
130.275,1.045
130.305,1.050
130.335,1.052
130.365,1.048
130.395,1.048
130.425,1.050
130.455,1.052
130.485,1.053
130.515,1.050
130.545,1.044
130.575,1.039
130.605,1.045
130.635,1.039
130.665,1.049
130.695,1.042
130.725,1.043
130.755,1.042
130.785,1.043
130.815,1.042
130.845,1.044
130.875,1.046
130.905,1.041
130.935,1.043
130.965,1.046
130.995,1.046
131.025,1.045
131.055,1.049
131.085,1.045
131.115,1.042
131.145,1.038
131.175,1.056
131.205,1.048
131.235,1.041
131.265,1.043
131.295,1.044
131.325,1.047
131.355,1.041
131.385,1.048
131.415,1.045
131.445,1.045
131.475,1.051
131.505,1.042
131.535,1.042
131.565,1.051
131.595,1.047
131.625,1.048
131.655,1.045
131.685,1.046
131.715,1.050
131.745,1.052
131.775,1.049
131.805,1.048
131.835,1.047
131.865,1.037
131.895,1.043
131.925,1.049
131.955,1.044
131.985,1.043
132.015,1.040
132.045,1.044
132.075,1.047
132.105,1.053
132.135,1.047
132.165,1.048
132.195,1.044
132.225,1.046
132.255,1.047
132.285,1.043
132.315,1.045
132.345,1.045
132.375,1.046
132.405,1.040
132.435,1.044
132.465,1.046
132.495,1.040
132.525,1.045
132.555,1.043
132.585,1.042
132.615,1.040
132.645,1.047
132.675,1.051
132.705,1.042
132.735,1.039
132.765,1.036
132.795,1.042
132.825,1.053
132.855,1.053
132.885,1.083
132.915,1.043
132.945,1.021
132.975,1.027
133.005,1.040
133.035,1.050
133.065,1.056
133.095,1.062
133.125,1.053
133.155,1.049
133.185,1.044
133.215,1.038
133.245,1.035
133.275,1.038
133.305,1.032
133.335,1.034
133.365,1.043
133.395,1.055
133.425,1.057
133.455,1.044
133.485,1.052
133.515,1.043
133.545,1.040
133.575,1.048
133.605,1.051
133.635,1.050
133.665,1.038
133.695,1.035
133.725,1.038
133.755,1.041
133.785,1.038
133.815,1.041
133.845,1.040
133.875,1.047
133.905,1.045
133.935,1.048
133.965,1.045
133.995,1.050
134.025,1.046
134.055,1.043
134.085,1.043
134.115,1.045
134.145,1.042
134.175,1.042
134.205,1.044
134.235,1.051
134.265,1.048
134.295,1.048
134.325,1.040
134.355,1.051
134.385,1.043
134.415,1.038
134.445,1.043
134.475,1.047
134.505,1.043
134.535,1.042
134.565,1.057
134.595,1.045
134.625,1.039
134.655,1.045
134.685,1.051
134.715,1.046
134.745,1.042
134.775,1.043
134.805,1.041
134.835,1.047
134.865,1.046
134.895,1.049
134.925,1.038
134.955,1.045
134.985,1.054
135.015,1.053
135.045,1.042
135.075,1.033
135.105,1.023
135.135,1.055
135.165,1.032
135.195,1.052
135.225,1.064
135.255,1.045
135.285,1.046
135.315,1.049
135.345,1.039
135.375,1.031
135.405,1.050
135.435,1.025
135.465,1.021
135.495,1.034
135.525,1.036
135.555,1.037
135.585,1.022
135.615,1.032
135.645,1.038
135.675,1.031
135.705,1.053
135.735,1.044
135.765,1.046
135.795,1.045
135.825,1.039
135.855,1.047
135.885,1.053
135.915,1.043
135.945,1.042
135.975,1.039
136.005,1.049
136.035,1.039
136.065,1.048
136.095,1.049
136.125,1.043
136.155,1.046
136.185,1.048
136.215,1.036
136.245,1.037
136.275,1.041
136.305,1.038
136.335,1.039
136.365,1.039
136.395,1.041
136.425,1.047
136.455,1.043
136.485,1.041
136.515,1.040
136.545,1.044
136.575,1.045
136.605,1.046
136.635,1.046
136.665,1.042
136.695,1.048
136.725,1.046
136.755,1.041
136.785,1.036
136.815,1.034
136.845,1.033
136.875,1.045
136.905,1.050
136.935,1.041
136.965,1.040
136.995,1.041
137.025,1.042
137.055,1.038
137.085,1.049
137.115,1.039
137.145,1.043
137.175,1.042
137.205,1.041
137.235,1.036
137.265,1.039
137.295,1.046
137.325,1.043
137.355,1.044
137.385,1.042
137.415,1.044
137.445,1.040
137.475,1.043
137.505,1.047
137.535,1.047
137.565,1.033
137.595,1.044
137.625,1.047
137.655,1.043
137.685,1.043
137.715,1.037
137.745,1.039
137.775,1.043
137.805,1.039
137.835,1.042
137.865,1.037
137.895,1.041
137.925,1.044
137.955,1.040
137.985,1.038
138.015,1.044
138.045,1.041
138.075,1.040
138.105,1.045
138.135,1.046
138.165,1.044
138.195,1.044
138.225,1.049
138.255,1.047
138.285,1.043
138.315,1.045
138.345,1.040
138.375,1.044
138.405,1.040
138.435,1.040
138.465,1.041
138.495,1.042
138.525,1.037
138.555,1.050
138.585,1.038
138.615,1.046
138.645,1.044
138.675,1.039
138.705,1.039
138.735,1.043
138.765,1.045
138.795,1.045
138.825,1.042
138.855,1.044
138.885,1.044
138.915,1.043
138.945,1.048
138.975,1.044
139.005,1.039
139.035,1.038
139.065,1.036
139.095,1.045
139.125,1.050
139.155,1.036
139.185,1.043
139.215,1.041
139.245,1.038
139.275,1.046
139.305,1.033
139.335,1.051
139.365,1.032
139.395,1.054
139.425,1.079
139.455,0.998
139.485,1.050
139.515,1.057
139.545,1.025
139.575,1.049
139.605,1.046
139.635,1.045
139.665,1.031
139.695,1.046
139.725,1.038
139.755,1.044
139.785,1.042
139.815,1.046
139.845,1.044
139.875,1.029
139.905,1.043
139.935,1.045
139.965,1.043
139.995,1.045
140.025,1.040
140.055,1.042
140.085,1.025
140.115,1.039
140.145,1.043
140.175,1.050
140.205,1.048
140.235,1.050
140.265,1.043
140.295,1.043
140.325,1.045
140.355,1.042
140.385,1.039
140.415,1.047
140.445,1.049
140.475,1.057
140.505,1.051
140.535,1.050
140.565,1.050
140.595,1.035
140.625,1.033
140.655,1.041
140.685,1.049
140.715,1.040
140.745,1.043
140.775,1.044
140.805,1.064
140.835,1.046
140.865,1.039
140.895,1.031
140.925,1.007
140.955,1.023
140.985,1.058
141.015,1.051
141.045,1.054
141.075,1.022
141.105,1.055
141.135,1.048
141.165,1.029
141.195,1.042
141.225,1.051
141.255,1.040
141.285,1.021
141.315,1.064
141.345,1.034
141.375,1.062
141.405,1.041
141.435,1.043
141.465,1.049
141.495,1.058
141.525,1.043
141.555,1.039
141.585,1.034
141.615,1.031
141.645,1.035
141.675,1.033
141.705,1.004
141.735,1.021
141.765,1.055
141.795,1.064
141.825,1.053
141.855,1.028
141.885,1.042
141.915,1.051
141.945,1.044
141.975,1.051
142.005,1.051
142.035,1.049
142.065,1.041
142.095,1.045
142.125,1.049
142.155,1.044
142.185,1.040
142.215,1.042
142.245,1.041
142.275,1.045
142.305,1.041
142.335,1.041
142.365,1.044
142.395,1.045
142.425,1.039
142.455,1.043
142.485,1.044
142.515,1.044
142.545,1.045
142.575,1.047
142.605,1.044
142.635,1.047
142.665,1.042
142.695,1.041
142.725,1.050
142.755,1.051
142.785,1.041
142.815,1.045
142.845,1.044
142.875,1.044
142.905,1.043
142.935,1.042
142.965,1.043
142.995,1.045
143.025,1.047
143.055,1.046
143.085,1.044
143.115,1.045
143.145,1.043
143.175,1.044
143.205,1.046
143.235,1.044
143.265,1.041
143.295,1.042
143.325,1.048
143.355,1.045
143.385,1.040
143.415,1.042
143.445,1.030
143.475,1.033
143.505,1.051
143.535,1.039
143.565,1.046
143.595,1.042
143.625,1.056
143.655,1.062
143.685,1.046
143.715,1.036
143.745,1.032
143.775,1.049
143.805,1.053
143.835,1.045
143.865,1.055
143.895,1.037
143.925,1.048
143.955,1.042
143.985,1.037
144.015,1.039
144.045,1.040
144.075,1.039
144.105,1.042
144.135,1.046
144.165,1.048
144.195,1.049
144.225,1.049
144.255,1.043
144.285,1.048
144.315,1.049
144.345,1.041
144.375,1.053
144.405,1.037
144.435,1.044
144.465,1.038
144.495,1.071
144.525,1.070
144.555,1.057
144.585,1.066
144.615,1.071
144.645,1.044
144.675,1.006
144.705,0.989
144.735,0.982
144.765,1.007
144.795,1.028
144.825,1.040
144.855,1.048
144.885,1.073
144.915,1.067
144.945,1.046
144.975,1.050
145.005,1.051
145.035,1.050
145.065,1.039
145.095,1.049
145.125,1.042
145.155,1.037
145.185,1.041
145.215,1.045
145.245,1.044
145.275,1.045
145.305,1.055
145.335,1.047
145.365,1.045
145.395,1.048
145.425,1.047
145.455,1.038
145.485,1.038
145.515,1.043
145.545,1.042
145.575,1.048
145.605,1.047
145.635,1.043
145.665,1.046
145.695,1.046
145.725,1.038
145.755,1.045
145.785,1.048
145.815,1.046
145.845,1.048
145.875,1.041
145.905,1.046
145.935,1.048
145.965,1.054
145.995,1.046
146.025,1.038
146.055,1.042
146.085,1.044
146.115,1.039
146.145,1.049
146.175,1.057
146.205,1.057
146.235,1.047
146.265,1.047
146.295,1.044
146.325,1.040
146.355,1.040
146.385,1.035
146.415,1.038
146.445,1.038
146.475,1.041
146.505,1.042
146.535,1.039
146.565,1.043
146.595,1.046
146.625,1.044
146.655,1.047
146.685,1.044
146.715,1.046
146.745,1.043
146.775,1.036
146.805,1.041
146.835,1.044
146.865,1.037
146.895,1.048
146.925,1.056
146.955,1.052
146.985,1.045
147.015,1.048
147.045,1.039
147.075,1.040
147.105,1.046
147.135,1.048
147.165,1.046
147.195,1.041
147.225,1.043
147.255,1.039
147.285,1.045
147.315,1.044
147.345,1.045
147.375,1.041
147.405,1.048
147.435,1.044
147.465,1.038
147.495,1.040
147.525,1.053
147.555,1.042
147.585,1.043
147.615,1.043
147.645,1.039
147.675,1.058
147.705,1.042
147.735,1.037
147.765,1.039
147.795,1.040
147.825,1.037
147.855,1.042
147.885,1.037
147.915,1.040
147.945,1.050
147.975,1.055
148.005,1.039
148.035,1.038
148.065,1.051
148.095,1.058
148.125,1.039
148.155,1.038
148.185,1.038
148.215,1.036
148.245,1.027
148.275,1.038
148.305,1.040
148.335,1.039
148.365,1.040
148.395,1.041
148.425,1.038
148.455,1.046
148.485,1.044
148.515,1.045
148.545,1.035
148.575,1.036
148.605,1.040
148.635,1.044
148.665,1.031
148.695,1.037
148.725,1.035
148.755,1.040
148.785,1.038
148.815,1.041
148.845,1.042
148.875,1.041
148.905,1.042
148.935,1.044
148.965,1.046
148.995,1.049
149.025,1.040
149.055,1.044
149.085,1.040
149.115,1.036
149.145,1.038
149.175,1.044
149.205,1.040
149.235,1.041
149.265,1.043
149.295,1.036
149.325,1.045
149.355,1.043
149.385,1.039
149.415,1.040
149.445,1.044
149.475,1.039
149.505,1.039
149.535,1.039
149.565,1.045
149.595,1.033
149.625,1.041
149.655,1.045
149.685,1.038
149.715,1.035
149.745,1.045
149.775,1.040
149.805,1.044
149.835,1.046
149.865,1.039
149.895,1.041
149.925,1.037
149.955,1.047
149.985,1.043
150.015,1.045
150.045,1.043
150.075,1.043
150.105,1.042
150.135,1.040
150.165,1.041
150.195,1.044
150.225,1.046
150.255,1.036
150.285,1.058
150.315,1.043
150.345,1.036
150.375,1.032
150.405,1.057
150.435,1.045
150.465,1.041
150.495,1.045
150.525,1.040
150.555,1.038
150.585,1.041
150.615,1.050
150.645,1.048
150.675,1.048
150.705,1.044
150.735,1.047
150.765,1.047
150.795,1.043
150.825,1.056
150.855,1.056
150.885,1.052
150.915,1.054
150.945,1.052
150.975,1.053
151.005,1.057
151.035,1.055
151.065,1.059
151.095,1.051
151.125,1.045
151.155,1.048
151.185,1.046
151.215,1.045
151.245,1.049
151.275,1.047
151.305,1.049
151.335,1.051
151.365,1.056
151.395,1.055
151.425,1.046
151.455,1.047
151.485,1.054
151.515,1.053
151.545,1.050
151.575,1.047
151.605,1.050
151.635,1.047
151.665,1.048
151.695,1.050
151.725,1.052
151.755,1.051
151.785,1.049
151.815,1.051
151.845,1.043
151.875,1.047
151.905,1.048
151.935,1.050
151.965,1.053
151.995,1.055
152.025,1.046
152.055,1.046
152.085,1.047
152.115,1.051
152.145,1.048
152.175,1.049
152.205,1.050
152.235,1.045
152.265,1.048
152.295,1.046
152.325,1.056
152.355,1.041
152.385,1.050
152.415,1.055
152.445,1.049
152.475,1.042
152.505,1.049
152.535,1.049
152.565,1.042
152.595,1.052
152.625,1.047
152.655,1.049
152.685,1.051
152.715,1.047
152.745,1.051
152.775,1.050
152.805,1.046
152.835,1.049
152.865,1.050
152.895,1.044
152.925,1.052
152.955,1.047
152.985,1.044
153.015,1.049
153.045,1.056
153.075,1.048
153.105,1.042
153.135,1.051
153.165,1.047
153.195,1.043
153.225,1.048
153.255,1.057
153.285,1.047
153.315,1.050
153.345,1.054
153.375,1.048
153.405,1.041
153.435,1.045
153.465,1.051
153.495,1.050
153.525,1.053
153.555,1.057
153.585,1.050
153.615,1.046
153.645,1.047
153.675,1.049
153.705,1.051
153.735,1.047
153.765,1.052
153.795,1.052
153.825,1.051
153.855,1.050
153.885,1.036
153.915,1.040
153.945,1.053
153.975,1.052
154.005,1.048
154.035,1.049
154.065,1.043
154.095,1.048
154.125,1.045
154.155,1.046
154.185,1.054
154.215,1.045
154.245,1.051
154.275,1.052
154.305,1.048
154.335,1.052
154.365,1.048
154.395,1.048
154.425,1.046
154.455,1.049
154.485,1.049
154.515,1.048
154.545,1.045
154.575,1.050
154.605,1.050
154.635,1.051
154.665,1.049
154.695,1.050
154.725,1.047
154.755,1.051
154.785,1.052
154.815,1.053
154.845,1.050
154.875,1.048
154.905,1.044
154.935,1.048
154.965,1.046
154.995,1.055
155.025,1.047
155.055,1.046
155.085,1.047
155.115,1.053
155.145,1.049
155.175,1.046
155.205,1.044
155.235,1.050
155.265,1.047
155.295,1.057
155.325,1.049
155.355,1.045
155.385,1.044
155.415,1.051
155.445,1.050
155.475,1.046
155.505,1.053
155.535,1.050
155.565,1.052
155.595,1.048
155.625,1.050
155.655,1.048
155.685,1.050
155.715,1.053
155.745,1.048
155.775,1.045
155.805,1.045
155.835,1.047
155.865,1.045
155.895,1.043
155.925,1.050
155.955,1.049
155.985,1.049
156.015,1.043
156.045,1.046
156.075,1.049
156.105,1.047
156.135,1.052
156.165,1.052
156.195,1.050
156.225,1.047
156.255,1.048
156.285,1.045
156.315,1.050
156.345,1.048
156.375,1.055
156.405,1.047
156.435,1.046
156.465,1.043
156.495,1.048
156.525,1.042
156.555,1.046
156.585,1.050
156.615,1.049
156.645,1.049
156.675,1.045
156.705,1.051
156.735,1.049
156.765,1.046
156.795,1.050
156.825,1.054
156.855,1.049
156.885,1.051
156.915,1.045
156.945,1.053
156.975,1.055
157.005,1.055
157.035,1.044
157.065,1.048
157.095,1.049
157.125,1.043
157.155,1.050
157.185,1.043
157.215,1.047
157.245,1.043
157.275,1.043
157.305,1.045
157.335,1.041
157.365,1.035
157.395,1.033
157.425,1.044
157.455,1.036
157.485,1.036
157.515,1.045
157.545,1.047
157.575,1.039
157.605,1.042
157.635,1.041
157.665,1.054
157.695,1.048
157.725,1.036
157.755,1.049
157.785,1.045
157.815,1.046
157.845,1.047
157.875,1.046
157.905,1.057
157.935,1.047
157.965,1.050
157.995,1.054
158.025,1.053
158.055,1.058
158.085,1.046
158.115,1.037
158.145,1.046
158.175,1.046
158.205,1.048
158.235,1.041
158.265,1.043
158.295,1.041
158.325,1.047
158.355,1.049
158.385,1.050
158.415,1.041
158.445,1.049
158.475,1.043
158.505,1.025
158.535,1.029
158.565,1.041
158.595,1.046
158.625,1.047
158.655,1.049
158.685,1.055
158.715,1.044
158.745,1.048
158.775,1.052
158.805,1.043
158.835,1.045
158.865,1.040
158.895,1.040
158.925,1.050
158.955,1.042
158.985,1.057
159.015,1.042
159.045,1.041
159.075,1.051
159.105,1.041
159.135,1.034
159.165,1.043
159.195,1.048
159.225,1.045
159.255,1.043
159.285,1.047
159.315,1.047
159.345,1.048
159.375,1.043
159.405,1.049
159.435,1.036
159.465,1.038
159.495,1.048
159.525,1.038
159.555,1.033
159.585,1.034
159.615,1.043
159.645,1.039
159.675,1.039
159.705,1.045
159.735,1.048
159.765,1.060
159.795,1.063
159.825,1.061
159.855,1.053
159.885,1.013
159.915,1.025
159.945,1.038
159.975,1.050
160.005,1.042
160.035,1.059
160.065,1.071
160.095,1.052
160.125,1.041
160.155,1.024
160.185,1.032
160.215,1.035
160.245,1.053
160.275,1.079
160.305,1.070
160.335,1.083
160.365,1.046
160.395,1.028
160.425,1.029
160.455,1.032
160.485,1.017
160.515,1.046
160.545,1.049
160.575,1.055
160.605,1.050
160.635,1.045
160.665,1.051
160.695,1.038
160.725,1.038
160.755,1.040
160.785,1.054
160.815,1.044
160.845,1.041
160.875,1.058
160.905,1.041
160.935,1.062
160.965,1.070
160.995,1.062
161.025,1.053
161.055,1.048
161.085,1.044
161.115,1.046
161.145,1.046
161.175,1.046
161.205,1.045
161.235,1.046
161.265,1.051
161.295,1.055
161.325,1.051
161.355,1.050
161.385,1.041
161.415,1.040
161.445,1.044
161.475,1.048
161.505,1.041
161.535,1.045
161.565,1.040
161.595,1.040
161.625,1.036
161.655,1.038
161.685,1.037
161.715,1.032
161.745,1.030
161.775,1.036
161.805,1.034
161.835,1.040
161.865,1.038
161.895,1.041
161.925,1.035
161.955,1.042
161.985,1.045
162.015,1.040
162.045,1.038
162.075,1.043
162.105,1.035
162.135,1.036
162.165,1.050
162.195,1.044
162.225,1.052
162.255,1.061
162.285,1.051
162.315,1.046
162.345,1.038
162.375,1.042
162.405,1.043
162.435,1.037
162.465,1.048
162.495,1.042
162.525,1.041
162.555,1.048
162.585,1.052
162.615,1.038
162.645,1.046
162.675,1.046
162.705,1.042
162.735,1.045
162.765,1.048
162.795,1.050
162.825,1.047
162.855,1.047
162.885,1.047
162.915,1.042
162.945,1.036
162.975,1.046
163.005,1.054
163.035,1.044
163.065,1.036
163.095,1.038
163.125,1.049
163.155,1.046
163.185,1.052
163.215,1.046
163.245,1.050
163.275,1.045
163.305,1.043
163.335,1.038
163.365,1.041
163.395,1.040
163.425,1.044
163.455,1.046
163.485,1.046
163.515,1.043
163.545,1.047
163.575,1.055
163.605,1.039
163.635,1.041
163.665,1.046
163.695,1.044
163.725,1.042
163.755,1.035
163.785,1.046
163.815,1.041
163.845,1.044
163.875,1.048
163.905,1.045
163.935,1.045
163.965,1.047
163.995,1.044
164.025,1.046
164.055,1.044
164.085,1.046
164.115,1.044
164.145,1.046
164.175,1.044
164.205,1.044
164.235,1.042
164.265,1.043
164.295,1.047
164.325,1.045
164.355,1.039
164.385,1.043
164.415,1.045
164.445,1.050
164.475,1.045
164.505,1.041
164.535,1.037
164.565,1.040
164.595,1.050
164.625,1.044
164.655,1.045
164.685,1.049
164.715,1.046
164.745,1.041
164.775,1.045
164.805,1.046
164.835,1.050
164.865,1.048
164.895,1.048
164.925,1.048
164.955,1.043
164.985,1.038
165.015,1.039
165.045,1.045
165.075,1.053
165.105,1.051
165.135,1.049
165.165,1.039
165.195,1.048
165.225,1.043
165.255,1.042
165.285,1.043
165.315,1.045
165.345,1.045
165.375,1.045
165.405,1.042
165.435,1.042
165.465,1.042
165.495,1.044
165.525,1.050
165.555,1.042
165.585,1.046
165.615,1.042
165.645,1.041
165.675,1.042
165.705,1.044
165.735,1.044
165.765,1.047
165.795,1.046
165.825,1.048
165.855,1.044
165.885,1.041
165.915,1.046
165.945,1.043
165.975,1.050
166.005,1.044
