df_hash,22ZHK4.566DMF
134.461,0.967
134.491,0.969
134.521,0.973
134.551,0.969
134.581,0.968
134.611,0.969
134.641,0.972
134.671,0.985
134.701,0.968
134.731,0.979
134.761,0.975
134.791,0.964
134.821,0.967
134.851,0.967
134.881,0.968
134.911,0.976
134.941,0.967
134.971,0.975
135.001,0.975
135.031,0.966
135.061,0.966
135.091,0.968
135.121,0.971
135.151,0.970
135.181,0.970
135.211,0.970
135.241,0.971
135.271,0.968
135.301,0.963
135.331,0.975
135.361,0.983
135.391,0.962
135.421,0.960
135.451,0.967
135.481,0.972
135.511,0.970
135.541,0.975
135.571,0.966
135.601,0.976
135.631,0.970
135.661,0.969
135.691,0.964
135.721,0.968
135.751,0.968
135.781,0.967
135.811,0.966
135.841,0.972
135.871,0.970
135.901,0.975
135.931,0.970
135.961,0.972
135.991,0.978
136.021,0.966
136.051,0.963
136.081,0.972
136.111,0.972
136.141,0.974
136.171,0.968
136.201,0.966
136.231,0.974
136.261,0.970
136.291,0.968
136.321,0.966
136.351,0.964
136.381,0.972
136.411,0.972
136.441,0.969
136.471,0.967
136.501,0.967
136.531,0.973
136.561,0.960
136.591,0.962
136.621,0.978
136.651,0.967
136.681,0.963
136.711,0.969
136.741,0.968
136.771,0.975
136.801,0.973
136.831,0.961
136.861,0.968
136.891,0.974
136.921,0.966
136.951,0.968
136.981,0.968
137.011,0.966
137.041,0.969
137.071,0.970
137.101,0.969
137.131,0.967
137.161,0.970
137.191,0.971
137.221,0.971
137.251,0.970
137.281,0.964
137.311,0.977
137.341,0.973
137.371,0.966
137.401,0.968
137.431,0.968
137.461,0.971
137.491,0.970
137.521,0.962
137.551,0.966
137.581,0.974
137.611,0.968
137.641,0.964
137.671,0.961
137.701,0.967
137.731,0.972
137.761,0.971
137.791,0.973
137.821,0.971
137.851,0.968
137.881,0.968
137.911,0.972
137.941,0.970
137.971,0.971
138.001,0.956
138.031,0.963
138.061,0.982
138.091,0.968
138.121,0.964
138.151,0.972
138.181,0.968
138.211,0.977
138.241,0.977
138.271,0.964
138.301,0.971
138.331,0.972
138.361,0.968
138.391,0.965
138.421,0.971
138.451,0.967
138.481,0.970
138.511,0.968
138.541,0.973
138.571,0.967
138.601,0.970
138.631,0.971
138.661,0.972
138.691,0.969
138.721,0.959
138.751,0.976
138.781,0.979
138.811,0.967
138.841,0.960
138.871,0.965
138.901,0.969
138.931,0.979
138.961,0.978
138.991,0.964
139.021,0.971
139.051,0.970
139.081,0.969
139.111,0.971
139.141,0.963
139.171,0.969
139.201,0.969
139.231,0.964
139.261,0.967
139.291,0.969
139.321,0.973
139.351,0.971
139.381,0.961
139.411,0.967
139.441,0.979
139.471,0.964
139.501,0.966
139.531,0.967
139.561,0.967
139.591,0.976
139.621,0.975
139.651,0.965
139.681,0.973
139.711,0.970
139.741,0.967
139.771,0.968
139.801,0.966
139.831,0.967
139.861,0.970
139.891,0.969
139.921,0.973
139.951,0.968
139.981,0.970
140.011,0.977
140.041,0.964
140.071,0.967
140.101,0.975
140.131,0.970
140.161,0.966
140.191,0.970
140.221,0.967
140.251,0.974
140.281,0.974
140.311,0.962
140.341,0.974
140.371,0.972
140.401,0.965
140.431,0.971
140.461,0.966
140.491,0.967
140.521,0.974
140.551,0.970
140.581,0.967
140.611,0.964
140.641,0.967
140.671,0.975
140.701,0.977
140.731,0.966
140.761,0.969
140.791,0.977
140.821,0.963
140.851,0.969
140.881,0.970
140.911,0.966
140.941,0.975
140.971,0.970
141.001,0.967
141.031,0.975
141.061,0.966
141.091,0.962
141.121,0.970
141.151,0.966
141.181,0.972
141.211,0.968
141.241,0.970
141.271,0.968
141.301,0.966
141.331,0.968
141.361,0.968
141.391,0.968
141.421,0.966
141.451,0.966
141.481,0.975
141.511,0.975
141.541,0.962
141.571,0.968
141.601,0.969
141.631,0.970
141.661,0.974
141.691,0.961
141.721,0.969
141.751,0.970
141.781,0.965
141.811,0.966
141.841,0.969
141.871,0.967
141.901,0.968
141.931,0.973
141.961,0.972
141.991,0.968
142.021,0.971
142.051,0.971
142.081,0.971
142.111,0.970
142.141,0.955
142.171,0.966
142.201,0.983
142.231,0.964
142.261,0.961
142.291,0.970
142.321,0.964
142.351,0.970
142.381,0.975
142.411,0.971
142.441,0.973
142.471,0.967
142.501,0.964
142.531,0.966
142.561,0.970
142.591,0.970
142.621,0.974
142.651,0.967
142.681,0.969
142.711,0.970
142.741,0.969
142.771,0.973
142.801,0.959
142.831,0.968
142.861,0.977
142.891,0.960
142.921,0.960
142.951,0.963
142.981,0.972
143.011,0.978
143.041,0.969
143.071,0.968
143.101,0.970
143.131,0.966
143.161,0.969
143.191,0.966
143.221,0.965
143.251,0.968
143.281,0.970
143.311,0.966
143.341,0.969
143.371,0.969
143.401,0.979
143.431,0.966
143.461,0.973
143.491,0.975
143.521,0.963
143.551,0.963
143.581,0.963
143.611,0.968
143.641,0.979
143.671,0.963
143.701,0.969
143.731,0.973
143.761,0.967
143.791,0.967
143.821,0.966
143.851,0.964
143.881,0.966
143.911,0.971
143.941,0.966
143.971,0.966
144.001,0.969
144.031,0.981
144.061,0.965
144.091,0.964
144.121,0.978
144.151,0.964
144.181,0.963
144.211,0.967
144.241,0.968
144.271,0.976
144.301,0.961
144.331,0.969
144.361,0.971
144.391,0.963
144.421,0.966
144.451,0.967
144.481,0.964
144.511,0.970
144.541,0.972
144.571,0.971
144.601,0.968
144.631,0.964
144.661,0.976
144.691,0.963
144.721,0.965
144.751,0.976
144.781,0.967
144.811,0.962
144.841,0.970
144.871,0.967
144.901,0.968
144.931,0.965
144.961,0.968
144.991,0.968
145.021,0.966
145.051,0.965
145.081,0.963
145.111,0.970
145.141,0.971
145.171,0.968
145.201,0.967
145.231,0.967
145.261,0.965
145.291,0.970
145.321,0.962
145.351,0.958
145.381,0.975
145.411,0.971
145.441,0.961
145.471,0.967
145.501,0.964
145.531,0.971
145.561,0.970
145.591,0.966
145.621,0.978
145.651,0.965
145.681,0.966
145.711,0.964
145.741,0.967
145.771,0.967
145.801,0.969
145.831,0.968
145.861,0.964
145.891,0.968
145.921,0.970
145.951,0.980
145.981,0.967
146.011,0.976
146.041,0.974
146.071,0.963
146.101,0.961
146.131,0.968
146.161,0.975
146.191,0.978
146.221,0.964
146.251,0.968
146.281,0.968
146.311,0.965
146.341,0.968
146.371,0.971
146.401,0.969
146.431,0.966
146.461,0.967
146.491,0.967
146.521,0.972
146.551,0.970
146.581,0.966
146.611,0.967
146.641,0.976
146.671,0.966
146.701,0.958
146.731,0.963
146.761,0.966
146.791,0.967
146.821,0.975
146.851,0.968
146.881,0.972
146.911,0.969
146.941,0.966
146.971,0.967
147.001,0.971
147.031,0.970
147.061,0.968
147.091,0.965
147.121,0.967
147.151,0.968
147.181,0.971
147.211,0.963
147.241,0.961
147.271,0.979
147.301,0.968
147.331,0.964
147.361,0.966
147.391,0.970
147.421,0.973
147.451,0.968
147.481,0.965
147.511,0.976
147.541,0.963
147.571,0.966
147.601,0.967
147.631,0.968
147.661,0.967
147.691,0.971
147.721,0.970
147.751,0.967
147.781,0.970
147.811,0.975
147.841,0.962
147.871,0.959
147.901,0.978
147.931,0.975
147.961,0.962
147.991,0.967
148.021,0.965
148.051,0.971
148.081,0.967
148.111,0.971
148.141,0.974
148.171,0.964
148.201,0.967
148.231,0.964
148.261,0.966
148.291,0.965
148.321,0.969
148.351,0.970
148.381,0.968
148.411,0.965
148.441,0.968
148.471,0.971
148.501,0.960
148.531,0.974
148.561,0.974
148.591,0.965
148.621,0.967
148.651,0.966
148.681,0.971
148.711,0.977
148.741,0.963
148.771,0.977
148.801,0.972
148.831,0.964
148.861,0.966
148.891,0.968
148.921,0.968
148.951,0.968
148.981,0.971
149.011,0.966
149.041,0.969
149.071,0.968
149.101,0.972
149.131,0.965
149.161,0.963
149.191,0.979
149.221,0.967
149.251,0.959
149.281,0.967
149.311,0.965
149.341,0.970
149.371,0.972
149.401,0.968
149.431,0.974
149.461,0.968
149.491,0.968
149.521,0.967
149.551,0.970
149.581,0.972
149.611,0.970
149.641,0.972
149.671,0.972
149.701,0.970
149.731,0.971
149.761,0.959
149.791,0.965
149.821,0.981
149.851,0.968
149.881,0.959
149.911,0.967
149.941,0.968
149.971,0.972
150.001,0.968
150.031,0.969
150.061,0.969
150.091,0.969
150.121,0.963
150.151,0.969
150.181,0.968
150.211,0.969
150.241,0.966
150.271,0.970
150.301,0.970
150.331,0.971
150.361,0.974
150.391,0.970
150.421,0.976
150.451,0.980
150.481,0.964
150.511,0.964
150.541,0.969
150.571,0.971
150.601,0.977
150.631,0.963
150.661,0.974
150.691,0.973
150.721,0.966
150.751,0.968
150.781,0.968
150.811,0.968
150.841,0.970
150.871,0.970
150.901,0.968
150.931,0.968
150.961,0.971
150.991,0.970
151.021,0.963
151.051,0.975
151.081,0.977
151.111,0.962
151.141,0.962
151.171,0.966
151.201,0.972
151.231,0.978
151.261,0.962
151.291,0.972
151.321,0.968
151.351,0.966
151.381,0.967
151.411,0.968
151.441,0.966
151.471,0.968
151.501,0.968
151.531,0.971
151.561,0.963
151.591,0.969
151.621,0.976
151.651,0.967
151.681,0.960
151.711,0.982
151.741,0.969
151.771,0.962
151.801,0.971
151.831,0.969
151.861,0.974
151.891,0.968
151.921,0.972
151.951,0.972
151.981,0.965
152.011,0.966
152.041,0.965
152.071,0.969
152.101,0.968
152.131,0.971
152.161,0.970
152.191,0.966
152.221,0.968
152.251,0.970
152.281,0.973
152.311,0.968
152.341,0.959
152.371,0.979
152.401,0.979
152.431,0.958
152.461,0.968
152.491,0.969
152.521,0.970
152.551,0.972
152.581,0.964
152.611,0.974
152.641,0.964
152.671,0.964
152.701,0.964
152.731,0.967
152.761,0.972
152.791,0.972
152.821,0.970
152.851,0.967
152.881,0.970
152.911,0.969
152.941,0.969
152.971,0.970
153.001,0.966
153.031,0.982
153.061,0.968
153.091,0.964
153.121,0.965
153.151,0.971
153.181,0.967
153.211,0.976
153.241,0.969
153.271,0.973
153.301,0.966
153.331,0.967
153.361,0.966
153.391,0.967
153.421,0.970
153.451,0.970
153.481,0.969
153.511,0.967
153.541,0.968
153.571,0.967
153.601,0.965
153.631,0.966
153.661,0.977
153.691,0.969
153.721,0.958
153.751,0.968
153.781,0.967
153.811,0.970
153.841,0.977
153.871,0.968
153.901,0.970
153.931,0.966
153.961,0.966
153.991,0.969
154.021,0.969
154.051,0.968
154.081,0.969
154.111,0.972
154.141,0.967
154.171,0.967
154.201,0.972
154.231,0.959
154.261,0.958
154.291,0.975
154.321,0.970
154.351,0.959
154.381,0.967
154.411,0.967
154.441,0.974
154.471,0.973
154.501,0.966
154.531,0.973
154.561,0.966
154.591,0.968
154.621,0.971
154.651,0.967
154.681,0.969
154.711,0.972
154.741,0.966
154.771,0.970
154.801,0.970
154.831,0.972
154.861,0.970
154.891,0.961
154.921,0.975
154.951,0.977
154.981,0.960
155.011,0.968
155.041,0.967
155.071,0.968
155.101,0.979
155.131,0.962
155.161,0.971
155.191,0.969
155.221,0.966
155.251,0.968
155.281,0.966
155.311,0.967
155.341,0.969
155.371,0.970
155.401,0.966
155.431,0.970
155.461,0.967
155.491,0.971
155.521,0.964
155.551,0.958
155.581,0.975
155.611,0.973
155.641,0.963
155.671,0.969
155.701,0.966
155.731,0.971
155.761,0.978
155.791,0.968
155.821,0.973
155.851,0.966
155.881,0.965
155.911,0.967
155.941,0.968
155.971,0.969
156.001,0.970
156.031,0.973
156.061,0.970
156.091,0.966
156.121,0.969
156.151,0.975
156.181,0.981
156.211,0.964
156.241,0.971
156.271,0.980
156.301,0.960
156.331,0.965
156.361,0.964
156.391,0.968
156.421,0.978
156.451,0.964
156.481,0.975
156.511,0.970
156.541,0.964
156.571,0.965
156.601,0.970
156.631,0.974
156.661,0.972
156.691,0.970
156.721,0.967
156.751,0.968
156.781,0.968
156.811,0.969
156.841,0.978
156.871,0.967
156.901,0.974
156.931,0.977
156.961,0.960
156.991,0.964
157.021,0.968
157.051,0.972
157.081,0.977
157.111,0.968
157.141,0.969
157.171,0.967
157.201,0.964
157.231,0.963
157.261,0.970
157.291,0.967
157.321,0.971
157.351,0.969
157.381,0.968
157.411,0.967
157.441,0.967
157.471,0.974
157.501,0.968
157.531,0.968
157.561,0.979
157.591,0.964
157.621,0.962
157.651,0.969
157.681,0.971
157.711,0.979
157.741,0.971
157.771,0.972
157.801,0.967
157.831,0.969
157.861,0.969
157.891,0.966
157.921,0.968
157.951,0.971
157.981,0.967
158.011,0.968
158.041,0.970
158.071,0.967
158.101,0.978
158.131,0.965
158.161,0.965
158.191,0.978
158.221,0.968
158.251,0.963
158.281,0.967
158.311,0.969
158.341,0.972
158.371,0.962
158.401,0.974
158.431,0.972
158.461,0.966
158.491,0.967
158.521,0.967
158.551,0.970
158.581,0.971
158.611,0.969
158.641,0.970
158.671,0.967
158.701,0.963
158.731,0.972
158.761,0.961
158.791,0.958
158.821,0.974
158.851,0.969
158.881,0.963
158.911,0.968
158.941,0.967
158.971,0.969
159.001,0.972
159.031,0.966
159.061,0.973
159.091,0.968
159.121,0.965
159.151,0.967
159.181,0.970
159.211,0.970
159.241,0.968
159.271,0.971
159.301,0.968
159.331,0.968
159.361,0.972
159.391,0.975
159.421,0.961
159.451,0.971
159.481,0.976
159.511,0.964
159.541,0.968
159.571,0.968
159.601,0.971
159.631,0.977
159.661,0.961
159.691,0.973
159.721,0.968
159.751,0.964
159.781,0.968
159.811,0.967
159.841,0.970
159.871,0.970
159.901,0.970
159.931,0.967
159.961,0.968
159.991,0.966
160.021,0.979
160.051,0.965
160.081,0.963
160.111,0.976
160.141,0.970
160.171,0.962
160.201,0.969
160.231,0.965
160.261,0.976
160.291,0.967
160.321,0.969
160.351,0.969
160.381,0.967
160.411,0.967
160.441,0.969
160.471,0.967
160.501,0.968
160.531,0.969
160.561,0.969
160.591,0.967
160.621,0.971
160.651,0.977
160.681,0.961
160.711,0.972
160.741,0.975
160.771,0.961
160.801,0.965
160.831,0.969
160.861,0.974
160.891,0.979
160.921,0.965
160.951,0.968
160.981,0.970
161.011,0.960
161.041,0.969
161.071,0.970
161.101,0.972
161.131,0.967
161.161,0.966
161.191,0.965
161.221,0.971
161.251,0.971
161.281,0.959
161.311,0.966
161.341,0.978
161.371,0.967
161.401,0.961
161.431,0.967
161.461,0.965
161.491,0.972
161.521,0.967
161.551,0.964
161.581,0.973
161.611,0.967
161.641,0.969
161.671,0.965
161.701,0.968
161.731,0.963
161.761,0.971
161.791,0.967
161.821,0.967
161.851,0.966
161.881,0.972
161.911,0.960
161.941,0.957
161.971,0.977
162.001,0.972
162.031,0.960
162.061,0.969
162.091,0.969
162.121,0.975
162.151,0.974
162.181,0.960
162.211,0.973
162.241,0.967
162.271,0.965
162.301,0.969
162.331,0.970
162.361,0.967
162.391,0.967
162.421,0.972
162.451,0.966
162.481,0.969
162.511,0.969
162.541,0.971
162.571,0.979
162.601,0.965
162.631,0.967
162.661,0.976
162.691,0.965
162.721,0.967
162.751,0.969
162.781,0.969
162.811,0.975
162.841,0.966
162.871,0.962
162.901,0.972
162.931,0.965
162.961,0.966
162.991,0.963
163.021,0.967
163.051,0.968
163.081,0.970
163.111,0.969
163.141,0.969
163.171,0.965
163.201,0.967
163.231,0.967
163.261,0.968
163.291,0.966
163.321,0.968
163.351,0.964
163.381,0.967
163.411,0.966
163.441,0.967
163.471,0.966
163.501,0.969
163.531,0.962
163.561,0.960
163.591,0.976
163.621,0.970
163.651,0.959
163.681,0.970
163.711,0.964
163.741,0.971
163.771,0.973
163.801,0.964
163.831,0.966
163.861,0.969
163.891,0.967
163.921,0.965
163.951,0.966
163.981,0.965
164.011,0.967
164.041,0.970
164.071,0.966
164.101,0.963
164.131,0.968
164.161,0.970
164.191,0.971
164.221,0.969
164.251,0.963
164.281,0.970
164.311,0.969
164.341,0.970
164.371,0.969
164.401,0.971
164.431,0.975
164.461,0.975
164.491,0.962
164.521,0.960
164.551,0.966
164.581,0.972
164.611,0.977
164.641,0.974
164.671,0.961
164.701,0.966
164.731,0.970
164.761,0.966
164.791,0.968
164.821,0.965
164.851,0.962
164.881,0.968
164.911,0.972
164.941,0.966
164.971,0.965
165.001,0.969
165.031,0.968
165.061,0.971
165.091,0.974
165.121,0.969
165.151,0.969
165.181,0.973
165.211,0.967
165.241,0.963
165.271,0.967
165.301,0.967
165.331,0.971
165.361,0.976
165.391,0.961
165.421,0.972
165.451,0.968
165.481,0.968
165.511,0.969
165.541,0.967
165.571,0.963
165.601,0.970
165.631,0.973
165.661,0.967
165.691,0.963
165.721,0.964
165.751,0.969
165.781,0.976
165.811,0.963
165.841,0.961
165.871,0.974
165.901,0.967
165.931,0.962
165.961,0.966
165.991,0.967
166.021,0.973
166.051,0.975
166.081,0.959
166.111,0.970
166.141,0.967
166.171,0.965
166.201,0.961
166.231,0.963
166.261,0.969
166.291,0.969
166.321,0.971
166.351,0.965
166.381,0.968
166.411,0.966
166.441,0.966
166.471,0.971
166.501,0.957
166.531,0.960
166.561,0.974
166.591,0.973
166.621,0.965
166.651,0.969
166.681,0.966
166.711,0.972
166.741,0.974
166.771,0.961
166.801,0.968
166.831,0.967
166.861,0.964
166.891,0.967
166.921,0.966
166.951,0.963
166.981,0.969
167.011,0.970
167.041,0.970
167.071,0.965
167.101,0.966
167.131,0.967
167.161,0.971
167.191,0.972
167.221,0.967
167.251,0.974
167.281,0.977
167.311,0.960
167.341,0.966
167.371,0.964
167.401,0.970
167.431,0.974
167.461,0.974
167.491,0.966
167.521,0.974
167.551,0.968
167.581,0.964
167.611,0.967
167.641,0.964
167.671,0.967
167.701,0.972
167.731,0.968
167.761,0.971
167.791,0.965
167.821,0.969
167.851,0.974
167.881,0.964
167.911,0.969
167.941,0.977
167.971,0.966
168.001,0.961
168.031,0.967
168.061,0.967
168.091,0.972
168.121,0.969
168.151,0.964
168.181,0.970
168.211,0.967
168.241,0.970
168.271,0.967
168.301,0.967
168.331,0.965
168.361,0.966
168.391,0.969
168.421,0.967
168.451,0.967
168.481,0.969
168.511,0.966
168.541,0.965
168.571,0.975
168.601,0.975
168.631,0.963
168.661,0.961
168.691,0.968
168.721,0.971
168.751,0.969
168.781,0.961
168.811,0.969
168.841,0.973
168.871,0.961
168.901,0.968
168.931,0.967
168.961,0.966
168.991,0.970
169.021,0.965
169.051,0.968
169.081,0.966
169.111,0.971
169.141,0.979
169.171,0.961
169.201,0.962
169.231,0.974
169.261,0.969
169.291,0.963
169.321,0.968
169.351,0.965
169.381,0.973
169.411,0.979
169.441,0.961
169.471,0.970
169.501,0.967
169.531,0.963
169.561,0.968
169.591,0.966
169.621,0.968
169.651,0.970
169.681,0.967
169.711,0.967
169.741,0.967
169.771,0.967
169.801,0.974
169.831,0.966
169.861,0.963
169.891,0.978
169.921,0.966
169.951,0.960
169.981,0.966
170.011,0.967
170.041,0.975
170.071,0.972
170.101,0.959
170.131,0.970
170.161,0.970
170.191,0.966
170.221,0.963
170.251,0.966
170.281,0.965
170.311,0.967
170.341,0.968
170.371,0.967
170.401,0.965
170.431,0.967
170.461,0.975
170.491,0.960
170.521,0.963
170.551,0.978
170.581,0.967
170.611,0.963
170.641,0.966
170.671,0.966
170.701,0.971
170.731,0.972
170.761,0.964
170.791,0.970
170.821,0.967
170.851,0.966
170.881,0.967
170.911,0.967
170.941,0.969
170.971,0.970
171.001,0.967
171.031,0.967
171.061,0.970
171.091,0.972
171.121,0.972
171.151,0.955
171.181,0.963
171.211,0.976
171.241,0.967
171.271,0.961
171.301,0.969
171.331,0.967
171.361,0.968
171.391,0.972
171.421,0.974
171.451,0.971
171.481,0.962
171.511,0.963
171.541,0.966
171.571,0.966
171.601,0.967
171.631,0.971
171.661,0.971
171.691,0.966
171.721,0.965
171.751,0.973
171.781,0.975
171.811,0.961
171.841,0.968
171.871,0.973
171.901,0.963
171.931,0.959
171.961,0.967
171.991,0.969
172.021,0.970
172.051,0.961
172.081,0.969
172.111,0.969
172.141,0.966
172.171,0.965
172.201,0.968
172.231,0.962
172.261,0.969
172.291,0.970
172.321,0.973
172.351,0.967
172.381,0.968
172.411,0.976
172.441,0.965
172.471,0.967
172.501,0.975
172.531,0.968
172.561,0.959
172.591,0.963
172.621,0.970
172.651,0.974
172.681,0.961
172.711,0.967
172.741,0.975
172.771,0.965
172.801,0.966
172.831,0.967
172.861,0.968
172.891,0.965
172.921,0.963
172.951,0.966
172.981,0.967
173.011,0.968
173.041,0.972
173.071,0.967
173.101,0.971
173.131,0.974
173.161,0.963
173.191,0.961
173.221,0.966
173.251,0.970
173.281,0.976
173.311,0.960
173.341,0.964
173.371,0.971
173.401,0.963
173.431,0.967
173.461,0.966
173.491,0.968
173.521,0.966
173.551,0.970
173.581,0.966
173.611,0.966
173.641,0.969
173.671,0.964
173.701,0.960
173.731,0.973
173.761,0.974
173.791,0.960
173.821,0.964
173.851,0.965
173.881,0.974
173.911,0.974
173.941,0.960
173.971,0.969
174.001,0.972
174.031,0.963
174.061,0.965
174.091,0.966
174.121,0.969
174.151,0.968
174.181,0.970
174.211,0.971
174.241,0.967
174.271,0.966
174.301,0.969
174.331,0.973
174.361,0.965
174.391,0.972
174.421,0.975
174.451,0.963
174.481,0.967
174.511,0.964
174.541,0.969
174.571,0.973
174.601,0.967
174.631,0.966
174.661,0.968
174.691,0.963
174.721,0.964
174.751,0.965
174.781,0.969
174.811,0.967
174.841,0.968
174.871,0.970
174.901,0.965
174.931,0.965
174.961,0.968
174.991,0.966
175.021,0.972
175.051,0.961
175.081,0.963
175.111,0.976
175.141,0.967
175.171,0.964
175.201,0.969
175.231,0.961
175.261,0.977
175.291,0.978
175.321,0.964
175.351,0.969
175.381,0.968
175.411,0.963
175.441,0.964
175.471,0.965
175.501,0.970
175.531,0.971
175.561,0.970
175.591,0.968
175.621,0.964
175.651,0.968
175.681,0.967
175.711,0.968
175.741,0.967
175.771,0.955
175.801,0.968
175.831,0.977
175.861,0.966
175.891,0.959
175.921,0.968
175.951,0.967
175.981,0.975
176.011,0.979
176.041,0.962
176.071,0.968
176.101,0.964
176.131,0.964
176.161,0.966
176.191,0.965
176.221,0.966
176.251,0.969
176.281,0.971
176.311,0.963
176.341,0.966
176.371,0.969
176.401,0.969
176.431,0.976
176.461,0.967
176.491,0.967
176.521,0.976
176.551,0.966
176.581,0.961
176.611,0.968
176.641,0.965
176.671,0.970
176.701,0.972
176.731,0.967
176.761,0.971
176.791,0.965
176.821,0.964
176.851,0.968
176.881,0.966
176.911,0.965
176.941,0.969
176.971,0.968
177.001,0.967
177.031,0.965
177.061,0.965
177.091,0.969
177.121,0.971
177.151,0.964
177.181,0.969
177.211,0.973
177.241,0.962
177.271,0.965
177.301,0.963
177.331,0.966
177.361,0.972
177.391,0.968
177.421,0.962
177.451,0.972
177.481,0.966
177.511,0.959
177.541,0.965
177.571,0.963
177.601,0.967
177.631,0.969
177.661,0.966
177.691,0.965
177.721,0.968
177.751,0.965
177.781,0.972
177.811,0.974
177.841,0.962
177.871,0.961
177.901,0.974
177.931,0.970
177.961,0.959
177.991,0.966
178.021,0.969
178.051,0.973
178.081,0.977
178.111,0.959
178.141,0.973
178.171,0.965
178.201,0.960
178.231,0.965
178.261,0.971
178.291,0.965
178.321,0.966
178.351,0.969
178.381,0.966
178.411,0.961
178.441,0.969
178.471,0.968
178.501,0.971
178.531,0.978
178.561,0.959
178.591,0.965
178.621,0.975
178.651,0.963
178.681,0.962
178.711,0.966
178.741,0.971
178.771,0.971
178.801,0.971
178.831,0.963
178.861,0.973
178.891,0.965
178.921,0.961
178.951,0.961
178.981,0.966
179.011,0.966
179.041,0.973
179.071,0.970
179.101,0.967
179.131,0.967
179.161,0.969
179.191,0.966
179.221,0.967
179.251,0.976
179.281,0.963
179.311,0.969
179.341,0.975
179.371,0.963
179.401,0.963
179.431,0.965
179.461,0.970
179.491,0.970
179.521,0.967
179.551,0.969
179.581,0.967
179.611,0.965
179.641,0.966
179.671,0.968
179.701,0.967
179.731,0.967
179.761,0.970
179.791,0.966
179.821,0.964
179.851,0.963
179.881,0.969
179.911,0.971
179.941,0.966
179.971,0.964
180.001,0.974
180.031,0.965
180.061,0.958
180.091,0.961
180.121,0.969
180.151,0.971
180.181,0.966
180.211,0.969
180.241,0.967
180.271,0.968
180.301,0.963
180.331,0.967
180.361,0.965
180.391,0.967
180.421,0.966
180.451,0.966
180.481,0.966
180.511,0.962
180.541,0.971
180.571,0.965
180.601,0.959
180.631,0.970
180.661,0.969
180.691,0.964
180.721,0.965
180.751,0.965
180.781,0.972
180.811,0.978
180.841,0.957
180.871,0.971
180.901,0.972
180.931,0.965
180.961,0.969
180.991,0.967
181.021,0.962
181.051,0.967
181.081,0.966
181.111,0.967
181.141,0.966
181.171,0.972
181.201,0.967
181.231,0.963
181.261,0.969
181.291,0.977
181.321,0.964
181.351,0.961
181.381,0.963
181.411,0.972
181.441,0.976
181.471,0.958
181.501,0.969
181.531,0.971
181.561,0.959
181.591,0.965
181.621,0.965
181.651,0.968
181.681,0.968
181.711,0.970
181.741,0.969
181.771,0.967
181.801,0.969
181.831,0.974
181.861,0.957
181.891,0.958
181.921,0.978
181.951,0.970
181.981,0.961
182.011,0.966
182.041,0.965
182.071,0.970
182.101,0.968
182.131,0.966
182.161,0.973
182.191,0.966
182.221,0.964
182.251,0.970
182.281,0.966
182.311,0.968
182.341,0.969
182.371,0.968
182.401,0.965
182.431,0.967
182.461,0.973
182.491,0.966
182.521,0.963
182.551,0.972
182.581,0.964
182.611,0.959
182.641,0.969
182.671,0.973
182.701,0.970
182.731,0.965
182.761,0.974
182.791,0.970
182.821,0.965
182.851,0.967
182.881,0.972
182.911,0.968
182.941,0.967
182.971,0.971
183.001,0.966
183.031,0.962
183.061,0.967
183.091,0.960
183.121,0.965
183.151,0.977
183.181,0.969
183.211,0.962
183.241,0.967
183.271,0.968
183.301,0.972
183.331,0.973
183.361,0.965
183.391,0.968
183.421,0.966
183.451,0.966
183.481,0.964
183.511,0.965
183.541,0.967
183.571,0.970
183.601,0.967
183.631,0.968
183.661,0.968
183.691,0.968
183.721,0.964
183.751,0.972
183.781,0.976
183.811,0.965
183.841,0.968
183.871,0.964
183.901,0.967
183.931,0.978
183.961,0.961
183.991,0.969
184.021,0.967
184.051,0.966
184.081,0.966
184.111,0.965
184.141,0.971
184.171,0.967
184.201,0.971
184.231,0.968
184.261,0.966
184.291,0.976
184.321,0.966
184.351,0.966
184.381,0.973
184.411,0.962
184.441,0.965
184.471,0.967
184.501,0.967
184.531,0.973
184.561,0.960
184.591,0.972
184.621,0.969
184.651,0.960
184.681,0.966
184.711,0.964
184.741,0.965
184.771,0.967
184.801,0.967
184.831,0.970
184.861,0.967
184.891,0.968
184.921,0.969
184.951,0.964
184.981,0.971
185.011,0.976
185.041,0.964
185.071,0.969
185.101,0.969
185.131,0.971
185.161,0.976
185.191,0.958
185.221,0.973
185.251,0.969
185.281,0.964
185.311,0.967
185.341,0.967
185.371,0.965
185.401,0.969
185.431,0.968
185.461,0.973
185.491,0.967
185.521,0.965
185.551,0.969
185.581,0.957
185.611,0.965
185.641,0.978
185.671,0.966
185.701,0.960
185.731,0.965
185.761,0.968
185.791,0.972
185.821,0.971
185.851,0.964
185.881,0.970
185.911,0.961
185.941,0.966
185.971,0.967
186.001,0.963
186.031,0.969
186.061,0.965
186.091,0.965
186.121,0.966
186.151,0.969
186.181,0.972
186.211,0.962
186.241,0.967
186.271,0.977
186.301,0.964
186.331,0.958
186.361,0.967
186.391,0.969
186.421,0.974
186.451,0.965
186.481,0.967
186.511,0.968
186.541,0.963
186.571,0.969
186.601,0.966
186.631,0.970
186.661,0.971
186.691,0.970
186.721,0.968
186.751,0.966
186.781,0.970
186.811,0.971
186.841,0.966
