df_hash,22ZHK4.566DMF
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.FGR3
person_label,v127
date_time_start,2026-04-07_17-16-48.279000_+03
date_time_start_unix,1775564208.279
date_time_end,2026-04-07_17-25-07.622000_+03
length_difference_noticed,no

time,spo2
29.893,97
29.995,97
32.385,96
33.019,96
33.751,96
34.432,96
35.113,96
35.946,96
36.526,96
37.254,96
37.937,96
38.486,96
39.159,96
39.843,96
40.815,96
41.301,96
41.939,96
42.913,96
45.009,96
45.694,96
46.419,96
47.058,96
47.792,96
48.516,96
49.010,96
49.595,96
50.319,96
50.811,96
51.543,96
52.101,96
52.761,96
53.492,96
54.273,96
55.052,96
55.539,96
56.277,96
56.953,96
57.639,96
58.464,96
59.192,96
59.878,96
60.445,96
61.142,96
61.828,96
62.365,96
63.047,96
63.781,96
64.362,96
64.851,96
65.581,96
66.118,96
66.947,96
67.630,96
68.360,96
69.190,96
72.262,96
72.943,96
73.771,96
74.308,96
74.896,96
75.575,96
76.259,96
77.233,96
79.720,96
80.453,96
81.178,96
81.815,96
82.450,96
83.131,96
83.620,96
84.350,96
85.078,96
85.715,96
86.305,96
86.983,96
87.859,96
88.494,96
89.079,96
89.762,96
90.297,96
90.983,96
91.566,96
92.247,96
92.979,96
93.711,96
94.490,96
97.715,96
98.394,96
99.074,96
99.755,96
100.583,96
101.024,96
101.560,96
102.242,96
102.973,96
103.517,96
104.055,96
104.776,96
105.321,96
106.051,96
106.825,96
107.556,96
108.092,96
108.774,96
109.359,96
110.042,96
110.578,96
111.175,96
111.846,96
112.576,96
113.551,96
113.990,96
114.477,96
115.206,96
115.747,96
116.292,96
117.013,96
117.549,96
118.247,96
118.817,96
119.353,96
119.889,97
120.474,97
121.010,96
121.449,96
123.546,96
124.276,96
124.958,96
125.593,96
126.178,96
126.862,96
127.398,96
128.128,96
128.907,96
129.395,96
130.078,96
130.809,96
131.297,97
131.882,96
132.612,97
133.146,96
133.685,96
134.371,96
134.999,96
135.636,96
136.317,96
136.854,96
137.731,96
138.415,96
138.962,96
139.642,96
140.365,96
141.047,96
141.787,96
142.412,96
142.999,96
143.680,96
144.215,96
144.946,96
145.531,96
146.170,96
146.752,96
147.436,96
147.971,96
148.846,96
149.477,96
149.970,96
150.506,96
151.187,96
152.016,96
152.456,96
153.136,96
153.965,96
154.356,96
155.087,96
155.623,96
156.332,96
157.037,96
157.621,96
158.256,96
158.841,96
159.523,96
160.060,96
160.838,96
161.328,96
162.010,96
162.985,96
165.228,96
165.911,96
166.592,96
167.324,96
167.860,96
168.611,96
169.273,96
169.812,96
170.540,96
171.225,96
171.905,96
172.445,96
173.028,96
173.709,96
174.392,96
175.101,96
175.810,96
176.488,96
177.216,96
177.902,96
178.587,96
179.315,97
179.950,97
180.777,97
181.311,97
181.753,97
182.338,97
183.020,97
183.602,97
184.288,97
184.825,97
185.553,97
186.092,97
186.774,97
187.458,97
188.189,97
188.725,97
189.455,97
189.992,97
190.676,97
191.356,97
191.954,97
192.526,97
193.160,97
193.745,97
194.431,97
194.966,97
195.648,97
196.232,97
196.966,97
197.508,97
198.068,97
198.766,97
199.304,97
199.985,97
200.522,97
201.157,97
201.789,97
202.374,97
203.057,97
203.594,97
204.324,97
205.055,97
205.689,97
206.404,97
210.418,97
213.589,97
214.855,97
215.391,97
217.341,97
217.929,96
219.730,96
222.663,96
223.874,96
224.459,96
224.995,96
226.262,96
226.798,96
227.919,96
228.602,96
229.139,96
229.723,96
230.409,96
230.990,96
231.673,95
232.359,95
232.897,95
233.482,95
234.161,95
234.699,95
248.884,96
267.163,95
268.236,95
268.869,95
270.433,95
270.871,95
271.699,94
281.545,94
293.541,94
300.459,94
312.411,94
312.842,94
323.665,94
324.201,94
