df_hash,22ZHK4.566DMF
14.551,962
14.576,936
14.601,920
14.626,944
14.651,983
14.676,995
14.701,963
14.726,905
14.751,845
14.776,791
14.801,737
14.826,669
14.851,578
14.876,467
14.901,352
14.926,255
14.951,183
14.976,120
15.001,40
15.026,-60
15.051,-164
15.076,-253
15.101,-342
15.126,-460
15.151,-605
15.176,-715
15.201,-704
15.226,-535
15.251,-261
15.276,19
15.301,236
15.326,386
15.351,504
15.376,605
15.401,671
15.426,683
15.451,655
15.476,628
15.501,631
15.526,649
15.551,648
15.576,608
15.601,543
15.626,486
15.651,448
15.676,404
15.701,323
15.726,199
15.751,66
15.776,-35
15.801,-100
15.826,-169
15.851,-285
15.876,-437
15.901,-550
15.926,-537
15.951,-378
15.976,-129
16.001,121
16.026,320
16.051,469
16.076,587
16.101,673
16.126,709
16.151,693
16.176,651
16.201,615
16.226,592
16.251,568
16.276,526
16.301,463
16.326,385
16.351,293
16.376,187
16.401,78
16.426,-25
16.451,-135
16.476,-272
16.501,-435
16.526,-570
16.551,-597
16.576,-474
16.601,-243
16.626,3
16.651,204
16.676,358
16.701,496
16.726,620
16.751,693
16.776,689
16.801,630
16.826,568
16.851,533
16.876,510
16.901,465
16.926,386
16.951,287
16.976,185
17.001,89
17.026,0
17.051,-86
17.076,-181
17.101,-304
17.126,-458
17.151,-593
17.176,-622
17.201,-484
17.226,-204
17.251,118
17.276,397
17.301,618
17.326,817
17.351,1009
17.376,1154
17.401,1198
17.426,1148
17.451,1070
17.476,1024
17.501,1011
17.526,989
17.551,927
17.576,838
17.601,755
17.626,680
17.651,597
17.676,495
17.701,389
17.726,294
17.751,194
17.776,63
17.801,-101
17.826,-262
17.851,-381
17.876,-459
17.901,-526
17.926,-602
17.951,-680
17.976,-750
18.001,-834
18.026,-961
18.051,-1112
18.076,-1196
18.101,-1115
18.126,-853
18.151,-496
18.176,-156
18.201,114
18.226,344
18.251,576
18.276,800
18.301,967
18.326,1039
18.351,1037
18.376,1016
18.401,1014
18.426,1025
18.451,1025
18.476,996
18.501,940
18.526,868
18.551,789
18.576,712
18.601,639
18.626,566
18.651,484
18.676,387
18.701,280
18.726,173
18.751,67
18.776,-41
18.801,-154
18.826,-256
18.851,-343
18.876,-431
18.901,-553
18.926,-704
18.951,-825
18.976,-829
19.001,-676
19.026,-411
19.051,-128
19.076,108
19.101,304
19.126,497
19.151,696
19.176,860
19.201,939
19.226,932
19.251,889
19.276,862
19.301,865
19.326,868
19.351,839
19.376,777
19.401,704
19.426,640
19.451,581
19.476,509
19.501,418
19.526,320
19.551,237
19.576,168
19.601,94
19.626,-3
19.651,-118
19.676,-220
19.701,-291
19.726,-348
19.751,-434
19.776,-562
19.801,-688
19.826,-726
19.851,-625
19.876,-409
19.901,-160
19.926,53
19.951,225
19.976,383
20.001,543
20.026,672
20.051,727
20.076,704
20.101,650
20.126,618
20.151,624
20.176,634
20.201,610
20.226,545
20.251,464
20.276,394
20.301,334
20.326,268
20.351,183
20.376,89
20.401,5
20.426,-66
20.451,-145
20.476,-254
20.501,-389
20.526,-505
20.551,-541
20.576,-458
20.601,-276
20.626,-54
20.651,150
20.676,316
20.701,456
20.726,584
20.751,690
20.776,745
20.801,739
20.826,698
20.851,659
20.876,641
20.901,627
20.926,585
20.951,503
20.976,401
21.001,305
21.026,225
21.051,148
21.076,60
21.101,-38
21.126,-133
21.151,-217
21.176,-302
21.201,-406
21.226,-527
21.251,-623
21.276,-635
21.301,-525
21.326,-305
21.351,-35
21.376,218
21.401,425
21.426,590
21.451,731
21.476,846
21.501,915
21.526,929
21.551,907
21.576,890
21.601,897
21.626,912
21.651,899
21.676,843
21.701,761
21.726,683
21.751,621
21.776,561
21.801,489
21.826,409
21.851,337
21.876,276
21.901,209
21.926,120
21.951,17
21.976,-76
22.001,-152
22.026,-231
22.051,-334
22.076,-456
22.101,-568
22.126,-658
22.151,-752
22.176,-881
22.201,-1019
22.226,-1079
22.251,-971
22.276,-696
22.301,-349
22.326,-43
22.351,181
22.376,368
22.401,566
22.426,764
22.451,902
22.476,945
22.501,927
22.526,918
22.551,952
22.576,1000
22.601,1011
22.626,964
22.651,879
22.676,787
22.701,697
22.726,606
22.751,514
22.776,430
22.801,353
22.826,271
22.851,177
22.876,81
22.901,1
22.926,-66
22.951,-139
22.976,-226
23.001,-311
23.026,-375
23.051,-431
23.076,-520
23.101,-649
23.126,-759
23.151,-749
23.176,-566
23.201,-252
23.226,83
23.251,359
23.276,565
23.301,739
23.326,898
23.351,1018
23.376,1066
23.401,1048
23.426,1006
23.451,978
23.476,967
23.501,950
23.526,911
23.551,850
23.576,777
23.601,697
23.626,607
23.651,505
23.676,389
23.701,261
23.726,127
23.751,0
23.776,-107
23.801,-200
23.826,-299
23.851,-415
23.876,-534
23.901,-625
23.926,-682
23.951,-739
23.976,-836
24.001,-953
24.026,-1004
24.051,-895
24.076,-617
24.101,-258
24.126,67
24.151,306
24.176,485
24.201,647
24.226,793
24.251,888
24.276,912
24.301,897
24.326,892
24.351,917
24.376,945
24.401,941
24.426,896
24.451,832
24.476,769
24.501,706
24.526,632
24.551,545
24.576,453
24.601,353
24.626,234
24.651,95
24.676,-42
24.701,-158
24.726,-258
24.751,-377
24.776,-536
24.801,-691
24.826,-753
24.851,-656
24.876,-417
24.901,-128
24.926,114
24.951,281
24.976,400
25.001,503
25.026,584
25.051,616
25.076,596
25.101,557
25.126,538
25.151,542
25.176,542
25.201,513
25.226,461
25.251,409
25.276,362
25.301,304
25.326,225
25.351,142
25.376,76
25.401,18
25.426,-72
25.451,-216
25.476,-362
25.501,-418
25.526,-325
25.551,-115
25.576,113
25.601,284
25.626,389
25.651,470
25.676,547
25.701,596
25.726,591
25.751,544
25.776,498
25.801,480
25.826,472
25.851,440
25.876,378
25.901,308
25.926,249
25.951,195
25.976,131
26.001,59
26.026,-9
26.051,-80
26.076,-183
26.101,-328
26.126,-465
26.151,-506
26.176,-399
26.201,-177
26.226,66
26.251,260
26.276,400
26.301,517
26.326,620
26.351,686
26.376,694
26.401,664
26.426,638
26.451,635
26.476,637
26.501,616
26.526,564
26.551,491
26.576,405
26.601,305
26.626,195
26.651,93
26.676,6
26.701,-90
26.726,-223
26.751,-376
26.776,-474
26.801,-440
26.826,-266
26.851,-24
26.876,194
26.901,352
26.926,469
26.951,563
26.976,621
27.001,619
27.026,561
27.051,496
27.076,463
27.101,463
27.126,461
27.151,431
27.176,375
27.201,308
27.226,240
27.251,171
27.276,108
27.301,54
27.326,-3
27.351,-91
27.376,-208
27.401,-307
27.426,-311
27.451,-188
27.476,21
27.501,233
27.526,384
27.551,472
27.576,530
27.601,576
27.626,601
27.651,588
27.676,536
27.701,463
27.726,389
27.751,327
27.776,283
27.801,251
27.826,214
27.851,156
27.876,77
27.901,-1
27.926,-63
27.951,-125
27.976,-220
28.001,-349
28.026,-452
28.051,-447
28.076,-301
28.101,-66
28.126,166
28.151,336
28.176,447
28.201,526
28.226,582
28.251,596
28.276,567
28.301,525
28.326,502
28.351,502
28.376,501
28.401,474
28.426,422
28.451,357
28.476,280
28.501,193
28.526,101
28.551,18
28.576,-63
28.601,-168
28.626,-304
28.651,-420
28.676,-432
28.701,-295
28.726,-53
28.751,191
28.776,367
28.801,474
28.826,555
28.851,627
28.876,664
28.901,643
28.926,586
28.951,540
28.976,526
29.001,518
29.026,482
29.051,412
29.076,334
29.101,263
29.126,188
29.151,96
29.176,-4
29.201,-94
29.226,-177
29.251,-281
29.276,-405
29.301,-492
29.326,-462
29.351,-287
29.376,-31
29.401,202
29.426,359
29.451,458
29.476,543
29.501,615
29.526,643
29.551,609
29.576,550
29.601,521
29.626,533
29.651,548
29.676,520
29.701,449
29.726,372
29.751,312
29.776,257
29.801,181
29.826,87
29.851,3
29.876,-58
29.901,-126
29.926,-236
29.951,-377
29.976,-477
30.001,-455
30.026,-290
30.051,-41
30.076,197
30.101,371
30.126,483
30.151,562
30.176,618
30.201,639
30.226,616
30.251,570
30.276,539
30.301,540
30.326,551
30.351,535
30.376,478
30.401,401
30.426,334
30.451,282
30.476,221
30.501,134
30.526,37
30.551,-41
30.576,-98
30.601,-169
30.626,-288
30.651,-430
30.676,-512
30.701,-457
30.726,-265
30.751,-15
30.776,200
30.801,345
30.826,437
30.851,500
30.876,534
30.901,524
30.926,480
30.951,439
30.976,427
31.001,432
31.026,422
31.051,384
31.076,336
31.101,292
31.126,249
31.151,190
31.176,122
31.201,69
31.226,36
31.251,-11
31.276,-110
31.301,-236
31.326,-305
31.351,-237
31.376,-34
31.401,214
31.426,417
31.451,541
31.476,611
31.501,654
31.526,665
31.551,633
31.576,578
31.601,538
31.626,532
31.651,536
31.676,517
31.701,472
31.726,419
31.751,367
31.776,304
31.801,218
31.826,127
31.851,53
31.876,-11
31.901,-105
31.926,-239
31.951,-355
31.976,-363
32.001,-227
32.026,-13
32.051,171
32.076,271
32.101,311
32.126,338
32.151,357
32.176,334
32.201,259
32.226,179
32.251,149
32.276,177
32.301,218
32.326,226
32.351,205
32.376,180
32.401,157
32.426,112
32.451,37
32.476,-43
32.501,-103
32.526,-157
32.551,-246
32.576,-372
32.601,-461
32.626,-416
32.651,-211
32.676,73
32.701,324
32.726,486
32.751,585
32.776,663
32.801,720
32.826,728
32.851,688
32.876,643
32.901,636
32.926,656
32.951,652
32.976,594
33.001,502
33.026,417
33.051,350
33.076,277
33.101,183
33.126,88
33.151,16
33.176,-49
33.201,-153
33.226,-306
33.251,-441
33.276,-450
33.301,-288
33.326,-15
33.351,250
33.376,427
33.401,523
33.426,581
33.451,621
33.476,622
33.501,569
33.526,490
33.551,441
33.576,438
33.601,447
33.626,423
33.651,358
33.676,288
33.701,240
33.726,197
33.751,125
33.776,24
33.801,-66
33.826,-121
33.851,-163
33.876,-248
33.901,-386
33.926,-502
33.951,-493
33.976,-316
34.001,-38
34.026,223
34.051,400
34.076,499
34.101,561
34.126,601
34.151,606
34.176,573
34.201,532
34.226,517
34.251,526
34.276,525
34.301,486
34.326,422
34.351,358
34.376,299
34.401,229
34.426,143
34.451,62
34.476,5
34.501,-48
34.526,-140
34.551,-271
34.576,-372
34.601,-348
34.626,-170
34.651,88
34.676,318
34.701,457
34.726,521
34.751,552
34.776,564
34.801,545
34.826,497
34.851,453
34.876,443
34.901,455
34.926,450
34.951,407
34.976,341
35.001,280
35.026,224
35.051,154
35.076,62
35.101,-30
35.126,-109
35.151,-196
35.176,-322
35.201,-468
35.226,-553
35.251,-491
35.276,-278
35.301,-3
35.326,226
35.351,372
35.376,465
35.401,540
35.426,592
35.451,592
35.476,541
35.501,485
35.526,466
35.551,480
35.576,482
35.601,444
35.626,378
35.651,315
35.676,260
35.701,191
35.726,98
35.751,0
35.776,-75
35.801,-140
35.826,-228
35.851,-348
35.876,-445
35.901,-427
35.926,-253
35.951,21
35.976,290
36.001,475
36.026,576
36.051,638
36.076,690
36.101,717
36.126,700
36.151,652
36.176,611
36.201,602
36.226,603
36.251,576
36.276,508
36.301,426
36.326,353
36.351,281
36.376,183
36.401,55
36.426,-68
36.451,-152
36.476,-207
36.501,-285
36.526,-417
36.551,-560
36.576,-618
36.601,-525
36.626,-305
36.651,-47
36.676,169
36.701,323
36.726,438
36.751,532
36.776,592
36.801,605
36.826,581
36.851,552
36.876,542
36.901,546
36.926,541
36.951,510
36.976,457
37.001,397
37.026,342
37.051,294
37.076,243
37.101,177
37.126,90
37.151,-7
37.176,-93
37.201,-158
37.226,-218
37.251,-308
37.276,-433
37.301,-536
37.326,-531
37.351,-374
37.376,-105
37.401,174
37.426,389
37.451,530
37.476,631
37.501,711
37.526,755
37.551,749
37.576,714
37.601,689
37.626,693
37.651,703
37.676,684
37.701,629
37.726,560
37.751,496
37.776,431
37.801,352
37.826,264
37.851,184
37.876,118
37.901,49
37.926,-41
37.951,-138
37.976,-215
38.001,-268
38.026,-336
38.051,-451
38.076,-583
38.101,-639
38.126,-538
38.151,-289
38.176,12
38.201,259
38.226,410
38.251,494
38.276,553
38.301,595
38.326,603
38.351,578
38.376,551
38.401,555
38.426,586
38.451,603
38.476,572
38.501,500
38.526,424
38.551,363
38.576,304
38.601,219
38.626,113
38.651,17
38.676,-42
38.701,-91
38.726,-178
38.751,-315
38.776,-439
38.801,-455
38.826,-314
38.851,-64
38.876,189
38.901,369
38.926,467
38.951,520
38.976,550
39.001,549
39.026,514
39.051,470
39.076,452
39.101,465
39.126,478
39.151,461
39.176,416
39.201,365
39.226,313
39.251,240
39.276,133
39.301,15
39.326,-82
39.351,-160
39.376,-262
39.401,-405
39.426,-535
39.451,-546
39.476,-377
39.501,-80
39.526,222
39.551,438
39.576,560
39.601,632
39.626,678
39.651,683
39.676,633
39.701,558
39.726,504
39.751,489
39.776,480
39.801,439
39.826,358
39.851,264
39.876,179
39.901,105
39.926,40
39.951,-11
39.976,-56
40.001,-123
40.026,-244
40.051,-399
40.076,-498
40.101,-449
40.126,-240
40.151,43
40.176,292
40.201,457
40.226,563
40.251,649
40.276,708
40.301,710
40.326,654
40.351,587
40.376,555
40.401,551
40.426,529
40.451,462
40.476,368
40.501,281
40.526,210
40.551,131
40.576,33
40.601,-65
40.626,-145
40.651,-221
40.676,-330
40.701,-470
40.726,-565
40.751,-522
40.776,-316
40.801,-24
40.826,238
40.851,412
40.876,521
40.901,610
40.926,686
40.951,716
40.976,682
41.001,618
41.026,579
41.051,581
41.076,586
41.101,549
41.126,467
41.151,375
41.176,302
41.201,235
41.226,147
41.251,36
41.276,-67
41.301,-145
41.326,-220
41.351,-333
41.376,-482
41.401,-594
41.426,-574
41.451,-389
41.476,-103
41.501,170
41.526,359
41.551,470
41.576,550
41.601,623
41.626,668
41.651,661
41.676,614
41.701,571
41.726,566
41.751,579
41.776,566
41.801,503
41.826,414
41.851,336
41.876,279
41.901,220
41.926,134
41.951,33
41.976,-53
42.001,-118
42.026,-195
42.051,-315
42.076,-456
42.101,-535
42.126,-472
42.151,-265
42.176,7
42.201,248
42.226,411
42.251,511
42.276,579
42.301,620
42.326,619
42.351,582
42.376,541
42.401,530
42.426,544
42.451,546
42.476,507
42.501,433
42.526,352
42.551,279
42.576,203
42.601,113
42.626,21
42.651,-51
42.676,-114
42.701,-201
42.726,-330
42.751,-456
42.776,-489
42.801,-368
42.826,-123
42.851,144
42.876,344
42.901,462
42.926,536
42.951,597
42.976,633
43.001,619
43.026,566
43.051,521
43.076,516
43.101,531
43.126,515
43.151,445
43.176,350
43.201,271
43.226,216
43.251,149
43.276,48
43.301,-64
43.326,-152
43.351,-210
43.376,-283
43.401,-405
43.426,-546
43.451,-614
43.476,-535
43.501,-319
43.526,-53
43.551,179
43.576,350
43.601,483
43.626,597
43.651,682
43.676,712
43.701,690
43.726,646
43.751,615
43.776,606
43.801,599
43.826,570
43.851,514
43.876,438
43.901,355
43.926,273
43.951,188
43.976,96
44.001,-3
44.026,-104
44.051,-189
44.076,-257
44.101,-328
44.126,-427
44.151,-554
44.176,-654
44.201,-647
44.226,-489
44.251,-219
44.276,70
44.301,304
44.326,472
44.351,607
44.376,735
44.401,837
44.426,880
44.451,869
44.476,845
44.501,850
44.526,876
44.551,885
44.576,848
44.601,779
44.626,711
44.651,658
44.676,601
44.701,517
44.726,413
44.751,319
44.776,250
44.801,188
44.826,108
44.851,13
44.876,-72
44.901,-134
44.926,-189
44.951,-267
44.976,-369
45.001,-464
45.026,-527
45.051,-574
45.076,-652
45.101,-774
45.126,-880
45.151,-872
45.176,-696
45.201,-396
45.226,-77
45.251,178
45.276,359
45.301,505
45.326,640
45.351,748
45.376,800
45.401,799
45.426,786
45.451,798
45.476,838
45.501,869
45.526,859
45.551,806
45.576,737
45.601,675
45.626,619
45.651,554
45.676,470
45.701,375
45.726,285
45.751,208
45.776,132
45.801,47
45.826,-45
45.851,-129
45.876,-197
45.901,-263
45.926,-357
45.951,-484
45.976,-596
46.001,-611
46.026,-477
46.051,-221
46.076,60
46.101,278
46.126,403
46.151,472
46.176,526
46.201,569
46.226,579
46.251,552
46.276,518
46.301,514
46.326,534
46.351,538
46.376,497
46.401,424
46.426,352
46.451,294
46.476,228
46.501,135
46.526,30
46.551,-52
46.576,-110
46.601,-185
46.626,-308
46.651,-441
46.676,-488
46.701,-379
46.726,-141
46.751,120
46.776,317
46.801,434
46.826,517
46.851,594
46.876,643
46.901,633
46.926,576
46.951,521
46.976,503
47.001,509
47.026,497
47.051,449
47.076,382
47.101,315
47.126,243
47.151,146
47.176,33
47.201,-68
47.226,-147
47.251,-234
47.276,-361
47.301,-503
47.326,-568
47.351,-474
47.376,-233
47.401,52
47.426,279
47.451,420
47.476,522
47.501,624
47.526,706
47.551,724
47.576,671
47.601,598
47.626,557
47.651,552
47.676,540
47.701,489
47.726,408
47.751,325
47.776,247
47.801,158
47.826,52
47.851,-51
47.876,-136
47.901,-217
47.926,-332
47.951,-478
47.976,-585
48.001,-557
48.026,-362
48.051,-71
48.076,200
48.101,385
48.126,500
48.151,595
48.176,685
48.201,737
48.226,721
48.251,657
48.276,602
48.301,587
48.326,593
48.351,572
48.376,506
48.401,418
48.426,339
48.451,271
48.476,189
48.501,84
48.526,-21
48.551,-101
48.576,-161
48.601,-241
48.626,-367
48.651,-503
48.676,-562
48.701,-473
48.726,-243
48.751,44
48.776,292
48.801,454
48.826,549
48.851,616
48.876,668
48.901,688
48.926,660
48.951,601
48.976,555
49.001,549
49.026,568
49.051,567
49.076,516
49.101,423
49.126,323
49.151,237
49.176,151
49.201,44
49.226,-78
49.251,-183
49.276,-251
49.301,-307
49.326,-396
49.351,-519
49.376,-607
49.401,-565
49.426,-364
49.451,-74
49.476,191
49.501,365
49.526,461
49.551,527
49.576,580
49.601,600
49.626,573
49.651,528
49.676,509
49.701,529
49.726,555
49.751,547
49.776,502
49.801,443
49.826,380
49.851,304
49.876,206
49.901,106
49.926,30
49.951,-32
49.976,-121
50.001,-250
50.026,-365
50.051,-371
50.076,-224
50.101,20
50.126,257
50.151,413
50.176,496
50.201,546
50.226,577
50.251,569
50.276,520
50.301,462
50.326,435
50.351,440
50.376,438
50.401,398
50.426,331
50.451,265
50.476,205
50.501,134
50.526,44
50.551,-45
50.576,-117
50.601,-191
50.626,-302
50.651,-439
50.676,-518
50.701,-450
50.726,-226
50.751,58
50.776,288
50.801,419
50.826,489
50.851,546
50.876,588
50.901,584
50.926,533
50.951,478
50.976,459
51.001,468
51.026,462
51.051,416
51.076,345
51.101,274
51.126,203
51.151,116
51.176,17
51.201,-69
51.226,-139
51.251,-222
51.276,-345
51.301,-472
51.326,-508
51.351,-382
51.376,-123
51.401,156
51.426,362
51.451,482
51.476,565
51.501,637
51.526,677
51.551,658
51.576,598
51.601,551
51.626,542
51.651,546
51.676,521
51.701,460
51.726,388
51.751,321
51.776,244
51.801,143
51.826,35
51.851,-50
51.876,-121
51.901,-221
51.926,-364
51.951,-487
51.976,-481
52.001,-299
52.026,-11
52.051,255
52.076,427
52.101,521
52.126,592
52.151,657
52.176,684
52.201,654
52.226,597
52.251,563
52.276,561
52.301,557
52.326,517
52.351,445
52.376,367
52.401,289
52.426,197
52.451,88
52.476,-13
52.501,-92
52.526,-173
52.551,-291
52.576,-435
52.601,-526
52.626,-477
52.651,-280
52.676,-18
52.701,206
52.726,348
52.751,430
52.776,486
52.801,519
52.826,512
52.851,474
52.876,437
52.901,427
52.926,433
52.951,427
52.976,393
53.001,336
53.026,266
53.051,189
53.076,111
53.101,44
53.126,-12
53.151,-81
53.176,-188
53.201,-318
53.226,-399
53.251,-354
53.276,-170
53.301,85
53.326,314
53.351,459
53.376,529
53.401,557
53.426,563
53.451,546
53.476,510
53.501,472
53.526,448
53.551,437
53.576,422
53.601,385
53.626,321
53.651,237
53.676,147
53.701,66
53.726,-1
53.751,-73
53.776,-172
53.801,-300
53.826,-408
53.851,-419
53.876,-291
53.901,-57
53.926,193
53.951,384
53.976,499
54.001,564
54.026,603
54.051,611
54.076,582
54.101,532
54.126,491
54.151,472
54.176,458
54.201,424
54.226,363
54.251,285
54.276,200
54.301,110
54.326,18
54.351,-66
54.376,-150
54.401,-253
54.426,-386
54.451,-507
54.476,-535
54.501,-413
54.526,-167
54.551,105
54.576,318
54.601,455
54.626,560
54.651,656
54.676,720
54.701,718
54.726,661
54.751,604
54.776,585
54.801,587
54.826,565
54.851,495
54.876,402
54.901,316
54.926,235
54.951,138
54.976,23
55.001,-79
55.026,-152
55.051,-223
55.076,-333
55.101,-476
55.126,-571
55.151,-529
55.176,-333
55.201,-63
55.226,176
55.251,340
55.276,457
55.301,567
55.326,665
55.351,710
55.376,684
55.401,622
55.426,582
55.451,583
55.476,586
55.501,548
55.526,464
55.551,371
55.576,299
55.601,236
55.626,150
55.651,37
55.676,-73
55.701,-151
55.726,-214
55.751,-307
55.776,-443
55.801,-565
55.826,-580
55.851,-442
55.876,-192
55.901,75
55.926,289
55.951,441
55.976,559
56.001,654
56.026,711
56.051,718
56.076,689
56.101,660
56.126,649
56.151,648
56.176,633
56.201,593
56.226,533
56.251,465
56.276,394
56.301,321
56.326,247
56.351,170
56.376,87
56.401,-4
56.426,-93
56.451,-167
56.476,-230
56.501,-310
56.526,-425
56.551,-549
56.576,-609
56.601,-538
56.626,-333
56.651,-69
56.676,164
56.701,325
56.726,431
56.751,517
56.776,587
56.801,622
56.826,612
56.851,581
56.876,564
56.901,576
56.926,591
56.951,575
56.976,516
57.001,435
57.026,362
57.051,303
57.076,241
57.101,159
57.126,62
57.151,-25
57.176,-91
57.201,-154
57.226,-247
57.251,-377
57.276,-492
57.301,-511
57.326,-391
57.351,-165
57.376,75
57.401,251
57.426,346
57.451,399
57.476,452
57.501,516
57.526,579
57.551,633
57.576,678
57.601,706
57.626,698
57.651,638
57.676,540
57.701,433
57.726,333
57.751,236
57.776,131
57.801,28
57.826,-54
57.851,-123
57.876,-213
57.901,-337
57.926,-450
57.951,-463
57.976,-322
58.001,-68
58.026,192
58.051,378
58.076,482
58.101,547
58.126,601
58.151,628
58.176,607
58.201,552
58.226,509
58.251,498
58.276,496
58.301,465
58.326,397
58.351,317
58.376,244
58.401,174
58.426,89
58.451,-6
58.476,-91
58.501,-159
58.526,-239
58.551,-362
58.576,-499
58.601,-568
58.626,-489
58.651,-270
58.676,1
58.701,229
58.726,381
58.751,492
58.776,601
58.801,695
58.826,733
58.851,699
58.876,634
58.901,594
58.926,595
58.951,597
58.976,556
59.001,470
59.026,377
59.051,306
59.076,243
59.101,155
59.126,38
59.151,-71
59.176,-148
