df_hash,22ZHK4.566DMF
273.359,225
273.402,10
273.643,10
274.338,250
274.481,635
274.775,155
275.107,380
275.740,225
276.423,720
277.105,690
277.543,525
278.616,630
279.348,1120
279.591,615
280.420,325
281.005,805
281.541,535
282.126,585
282.372,600
282.663,225
283.247,320
283.783,580
284.320,560
284.612,830
285.734,875
286.030,185
286.563,335
287.103,610
287.440,435
287.684,290
288.221,300
288.366,595
288.415,165
288.805,10
289.195,340
290.318,495
290.906,1145
291.487,545
291.977,525
292.266,770
292.948,260
293.534,570
294.070,560
294.614,535
295.191,585
295.728,560
296.166,525
296.410,410
296.898,295
297.385,395
297.970,570
298.506,590
299.237,575
300.315,610
300.814,1095
301.485,480
301.971,690
303.094,535
303.674,1155
303.917,590
304.210,290
304.808,265
305.526,580
306.014,600
306.307,585
306.550,285
307.282,290
308.793,635
309.091,1660
309.329,255
309.768,280
310.625,370
311.035,795
311.718,540
312.400,590
312.839,725
313.375,410
313.911,570
314.642,565
316.007,760
316.154,1540
317.817,595
318.402,1065
319.386,500
319.761,1005
319.908,425
321.175,215
321.571,1135
322.151,485
322.686,550
323.125,515
323.661,525
324.197,515
324.656,515
324.951,730
325.758,340
326.294,555
326.879,570
327.122,540
327.415,210
327.952,330
328.537,535
329.072,545
329.415,585
329.657,220
330.730,295
331.169,1150
332.290,440
332.589,1155
332.828,510
333.801,550
334.386,510
334.923,545
335.465,555
336.087,555
336.580,545
337.166,580
338.384,565
338.824,1140
339.505,455
339.944,690
340.627,465
341.162,640
341.458,600
341.749,250
342.722,270
343.552,990
344.093,885
344.770,510
345.214,710
345.647,470
346.477,415
346.867,780
347.555,450
348.142,685
349.499,610
349.645,1575
351.471,1195
352.034,525
353.009,625
354.240,1005
354.245,1265
355.203,565
355.349,325
355.934,185
356.177,585
357.010,210
357.593,945
358.423,530
358.712,630
359.108,535
359.401,585
360.226,605
361.053,310
361.589,840
361.881,495
362.174,370
363.295,235
364.124,1145
364.514,790
364.953,420
365.497,455
366.074,550
366.610,535
367.049,525
368.024,490
368.560,1030
369.100,515
369.535,490
370.657,500
371.102,1125
371.196,455
372.753,1150
372.996,520
373.000,220
373.096,10
373.292,220
374.264,550
374.800,510
375.677,555
375.714,525
375.927,305
376.604,290
376.790,620
376.897,200
376.900,170
378.164,360
378.554,925
379.529,365
379.967,1030
380.114,510
380.650,530
382.319,545
382.893,1105
383.429,670
384.112,550
384.550,670
384.940,365
385.233,420
385.574,530
386.501,645
387.037,345
387.578,610
388.158,575
388.743,590
389.377,580
389.990,580
390.497,590
391.082,560
391.326,575
391.621,250
392.210,320
393.033,625
394.008,750
394.934,995
395.087,1175
395.666,505
396.884,765
397.713,545
397.762,760
397.867,165
398.840,625
399.127,655
400.248,840
400.800,295
401.468,560
401.613,630
401.905,195
402.896,315
404.002,1005
404.148,1215
405.222,650
405.513,690
405.665,180
406.927,710
407.332,505
407.902,450
408.438,530
408.876,555
409.413,530
410.122,510
410.924,645
411.219,905
411.509,315
411.810,230
412.484,315
413.020,695
413.459,520
414.030,490
414.827,525
414.856,520
414.970,505
416.387,510
417.216,535
417.603,1060
418.291,550
418.724,650
419.553,430
419.705,860
420.382,165
420.536,830
421.649,805
421.653,280
421.950,210
422.917,520
423.453,530
423.750,565
423.989,240
424.427,250
425.110,510
425.655,590
426.378,590
427.451,685
428.035,1105
428.865,600
429.365,865
430.376,440
430.960,1155
431.650,550
432.179,610
432.471,615
432.765,325
433.301,250
433.885,560
434.422,580
434.714,550
435.104,280
436.225,380
436.814,1145
437.493,600
438.029,615
438.614,610
439.151,560
439.833,555
440.273,610
440.672,550
440.808,295
441.491,245
442.075,595
442.466,575
443.343,435
444.269,860
445.829,950
446.366,1525
447.146,570
448.318,695
448.758,1185
449.291,525
449.875,590
450.558,575
451.098,645
451.244,610
451.777,180
452.371,460
453.044,640
453.728,675
454.458,735
455.141,720
455.830,650
456.798,640
456.803,695
456.966,350
457.627,155
458.627,615
460.115,1080
460.844,1505
461.917,655
462.602,1130
463.184,645
463.623,590
464.306,470
464.600,700
465.280,235
465.573,745
465.817,280
466.792,225
467.094,1270
467.230,115
467.333,145
467.767,320
468.449,180
469.190,695
469.433,630
469.592,380
469.866,115
469.872,10
469.877,10
470.155,10
471.233,560
471.959,1100
472.789,650
473.679,855
473.763,950
473.909,220
474.161,230
475.956,1040
476.931,760
478.589,995
479.031,1680
479.711,495
480.396,575
480.978,715
481.514,580
482.197,615
482.928,665
483.172,695
483.318,320
483.323,50
483.468,10
484.147,255
484.737,655
485.414,580
486.096,590
486.828,750
487.658,750
487.900,780
487.905,295
488.339,20
489.314,355
490.289,1070
490.826,885
491.509,605
492.000,680
492.629,390
493.507,725
