df_hash,22ZHK4.566DMF
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.FGR3
person_label,v127
date_time_start,2026-04-07_17-16-48.279000_+03
date_time_start_unix,1775564208.279
date_time_end,2026-04-07_17-25-07.622000_+03
length_difference_noticed,no

time,rr_int
9.418,4105
10.101,820
10.638,685
11.368,645
12.294,660
13.172,910
13.855,880
14.539,720
15.122,635
15.951,630
16.925,905
17.755,900
18.437,845
19.123,735
20.094,715
21.070,950
21.921,915
22.734,880
23.312,805
23.995,670
24.677,650
25.262,640
25.945,620
26.480,625
27.212,635
27.749,640
28.431,675
29.166,695
29.884,640
29.991,635
30.386,250
31.063,390
31.795,665
32.334,665
33.014,650
33.744,650
34.427,655
35.109,700
35.815,730
36.523,785
37.230,690
37.888,650
38.473,645
39.155,650
39.838,680
40.529,690
41.261,665
41.936,690
42.909,740
43.738,940
44.429,855
45.005,680
45.688,655
46.379,660
47.053,690
47.784,700
48.328,660
49.003,635
49.588,645
50.272,645
50.807,640
51.538,620
52.099,615
52.757,635
53.488,665
54.268,685
55.048,755
55.535,720
56.267,645
56.949,665
57.633,690
58.460,750
59.148,790
59.874,695
60.439,660
61.098,650
61.824,655
62.360,660
63.043,665
63.775,665
64.318,630
64.847,610
65.578,605
66.114,625
66.943,655
67.625,730
68.357,740
69.186,720
70.163,905
70.990,920
71.672,800
72.257,685
72.939,665
73.630,660
74.304,680
74.890,680
75.572,635
76.254,675
77.229,730
78.206,965
78.913,890
79.715,790
80.447,740
81.133,735
81.812,705
82.446,650
83.085,630
83.615,645
84.347,655
85.042,690
85.712,670
86.298,650
86.979,665
87.811,695
88.491,725
89.076,715
89.758,675
90.294,635
90.977,620
91.562,625
92.244,630
92.933,665
93.666,685
94.487,695
95.462,885
96.293,940
96.973,860
97.697,730
98.389,710
99.069,695
99.752,680
100.439,660
101.019,635
101.555,625
102.238,625
102.969,635
103.506,650
104.047,630
104.773,600
105.310,605
106.041,620
106.821,690
107.552,760
108.088,695
108.770,645
109.356,630
110.038,625
110.574,620
111.159,605
111.842,625
112.573,650
113.329,695
113.944,710
114.474,660
115.160,620
115.743,630
116.280,620
117.009,620
117.546,660
118.229,600
118.813,595
119.349,570
119.886,565
120.471,575
121.007,605
121.446,590
121.691,290
122.275,340
123.002,605
123.542,620
124.228,640
124.909,670
125.589,690
126.174,670
126.857,630
127.393,615
128.124,615
128.666,635
129.346,650
130.074,675
130.763,675
131.293,650
131.878,620
132.563,605
133.111,590
133.682,605
134.364,615
134.908,630
135.632,625
136.172,615
136.851,645
137.686,700
138.411,745
138.947,710
139.639,660
140.361,660
141.043,680
141.776,710
142.408,710
142.993,655
143.677,625
144.212,625
144.943,635
145.485,640
146.164,640
146.747,620
147.429,625
147.966,630
148.702,640
149.247,655
149.918,630
150.501,615
151.183,625
151.886,640
152.451,675
153.133,660
153.676,625
154.352,630
155.083,635
155.619,655
156.329,665
157.033,665
157.575,630
158.252,635
158.837,640
159.519,640
160.056,640
160.818,630
161.323,605
162.006,635
162.981,680
163.810,940
164.546,865
165.223,720
165.906,695
166.588,700
167.319,705
167.856,665
168.594,645
169.269,645
169.806,655
170.496,655
171.219,675
171.763,645
172.438,630
173.023,620
173.706,630
174.388,665
175.096,705
175.803,720
176.485,685
177.189,685
177.898,700
178.581,715
179.312,715
179.946,660
180.537,645
181.216,635
181.750,650
182.334,625
183.017,605
183.554,610
184.284,605
184.821,625
185.531,650
186.088,620
186.771,635
187.453,655
188.184,670
188.721,685
189.452,660
189.988,630
190.672,620
191.212,625
191.938,630
192.508,650
193.157,630
193.742,620
194.424,610
194.961,615
195.643,625
196.228,650
196.935,640
197.497,610
198.064,615
198.721,615
199.300,625
199.982,615
200.518,615
201.112,610
201.786,615
202.328,620
203.053,635
203.591,625
204.321,640
205.016,675
205.686,700
206.401,710
207.051,715
207.734,650
208.614,665
209.147,695
209.684,675
210.415,660
210.805,655
210.808,425
210.811,25
210.951,145
212.364,700
212.901,630
213.583,620
214.168,645
214.851,620
215.388,635
216.070,660
216.655,640
217.337,610
217.922,590
218.459,585
218.995,605
219.726,610
220.263,610
220.799,600
221.530,595
222.066,640
222.654,615
223.333,595
223.870,590
224.455,590
224.991,600
225.674,595
226.258,605
226.795,580
227.331,580
227.916,575
228.598,590
229.135,600
229.720,605
230.402,615
230.987,615
231.670,635
232.352,645
232.890,685
233.475,615
234.156,600
234.692,595
235.280,560
235.813,640
236.545,580
236.797,610
237.085,535
238.056,895
239.323,135
239.568,1215
240.008,275
240.396,250
240.542,580
240.548,230
240.835,10
241.664,235
241.965,1080
242.931,560
244.019,415
244.296,1140
244.299,265
244.443,115
245.125,10
245.417,775
246.106,310
246.715,675
247.221,540
247.912,555
248.342,535
248.878,565
249.317,575
250.177,445
250.438,895
251.511,165
251.516,1170
251.657,155
251.661,10
252.486,270
253.071,555
253.608,560
254.192,585
254.877,565
255.461,630
255.996,525
256.533,575
257.141,560
257.367,640
258.775,275
259.848,1330
260.434,1160
260.871,570
262.090,475
262.385,1185
262.772,320
263.772,345
264.333,1015
264.920,615
265.454,445
266.136,670
266.818,625
267.160,460
267.648,545
268.232,575
268.775,535
269.305,570
269.896,535
270.427,555
270.865,550
271.693,530
272.035,715
272.245,410
273.205,205
273.352,935
