df_hash,22ZHK4.566DMF
435.348,75
436.566,75
437.444,75
438.347,75
439.540,75
440.662,75
441.344,75
442.517,75
443.391,75
444.344,71
445.488,69
446.414,66
447.292,64
448.461,64
449.339,63
450.265,63
451.507,63
452.361,63
453.244,63
454.409,63
455.339,77
456.213,83
457.388,86
458.309,82
459.189,77
460.408,80
461.283,79
462.160,79
463.330,78
464.257,78
465.134,78
466.304,75
467.234,74
468.113,75
469.349,75
470.207,74
471.085,74
472.300,74
473.181,74
474.055,74
475.274,74
476.152,74
477.029,75
478.251,66
479.125,63
480.003,66
481.221,66
482.148,65
482.976,65
484.195,65
485.368,79
485.999,87
487.169,90
488.077,85
488.973,86
490.185,86
491.020,82
491.947,84
493.148,83
494.043,83
