Time (s),Resistance (Ω),Stage
1,9715.94,Calibration
2,9869,Calibration
3,8724.28,Calibration
4,9090.91,Calibration
5,9153.42,Calibration
6,9108.73,Calibration
7,13018.55,Calibration
8,10103.09,Calibration
9,10242.21,Calibration
10,9380.03,Calibration
11,9555.87,Calibration
12,9840.12,Calibration
13,10342.77,Calibration
14,9261.52,Calibration
15,9108.73,Calibration
16,9055.37,Calibration
17,9082.01,Calibration
18,8984.7,Calibration
19,8818.93,Calibration
20,8818.93,Normal
21,8967.11,Normal
22,8958.33,Normal
23,9046.51,Normal
24,8810.29,Normal
25,8993.51,Normal
26,8958.33,Normal
27,8879.67,Normal
28,8949.56,Normal
29,8870.97,Normal
30,9002.32,Normal
31,8975.9,Normal
32,8984.7,Normal
33,8949.56,Normal
34,8940.8,Normal
35,8958.33,Normal
36,8818.93,Normal
37,8967.11,Normal
38,8827.59,Normal
39,8958.33,Normal
40,8932.04,Normal
41,8741.42,Normal
42,8905.82,Normal
43,8775.79,Normal
44,8732.85,Normal
45,8810.29,Normal
46,8897.09,Normal
47,8681.57,Normal
48,8793.02,Normal
49,8818.93,Normal
50,8758.59,Normal
51,8905.82,Normal
52,8775.79,Normal
53,8818.93,Normal
54,8940.8,Normal
55,8958.33,Normal
56,8914.55,Normal
57,8932.04,Normal
58,8862.27,Normal
59,8827.59,Normal
60,8801.65,Normal
61,8707.17,Normal
62,8949.56,Normal
63,8827.59,Normal
64,8958.33,Normal
65,8732.85,Normal
66,8801.65,Normal
67,8958.33,Normal
68,8818.93,Normal
69,8897.09,Normal
70,9002.32,Normal
71,9002.32,Normal
72,9135.51,Normal
73,8967.11,Normal
74,9019.97,Normal
80,9361.7,Normal
80,9435.22,Normal
80,9462.93,Normal
80,9243.42,Normal
80,9243.42,Normal
80,9389.21,Normal
81,9243.42,Normal
82,9334.28,Normal
83,9472.18,Normal
84,9481.45,Normal
85,9509.29,Normal
86,9537.21,Normal
87,9407.58,Normal
88,9234.38,Normal
89,9126.58,Normal
90,9002.32,Normal
91,9198.31,Normal
92,9225.35,Normal
93,9011.14,Normal
94,8932.04,Normal
95,8984.7,Normal
96,9108.73,Normal
97,8958.33,Normal
98,8967.11,Normal
99,9055.37,Normal
100,8958.33,Normal
101,8958.33,Normal
102,8827.59,Normal
103,8993.51,Normal
104,8862.27,Normal
105,8958.33,Normal
106,8975.9,Normal
107,8975.9,Normal
108,8870.97,Normal
109,8836.25,Normal
110,8836.25,Normal
111,9055.37,Normal
112,8975.9,Normal
