Time (s),Resistance (Ω),Stage
1,8810.29,Calibration
2,8844.91,Calibration
3,8862.27,Calibration
4,8862.27,Calibration
5,8914.55,Calibration
6,8879.67,Calibration
7,8905.82,Calibration
8,8949.56,Calibration
9,8940.8,Calibration
10,8958.33,Calibration
11,8949.56,Calibration
12,8958.33,Calibration
13,8967.11,Calibration
14,9055.37,Calibration
15,9108.73,Calibration
16,9082.01,Calibration
17,9090.91,Calibration
18,9082.01,Calibration
19,9090.91,Calibration
20,9108.73,Normal
21,9090.91,Normal
22,9090.91,Normal
23,9117.65,Normal
24,9153.42,Normal
25,9189.32,Normal
26,9216.33,Normal
27,9162.38,Normal
28,9144.46,Normal
29,9198.31,Normal
30,9117.65,Normal
31,9117.65,Normal
32,9189.32,Normal
33,9216.33,Normal
34,9261.52,Normal
35,9243.42,Normal
36,9243.42,Normal
37,9279.66,Normal
38,9234.38,Normal
39,9225.35,Normal
40,9243.42,Normal
41,9243.42,Normal
42,9216.33,Normal
43,9225.35,Normal
44,9234.38,Normal
45,9243.42,Normal
46,9243.42,Normal
47,9261.52,Normal
48,9297.83,Normal
49,9243.42,Normal
50,9243.42,Normal
51,9288.74,Normal
52,9343.41,Normal
53,9370.86,Normal
54,9407.58,Normal
55,9426,Normal
56,9416.79,Normal
57,9398.39,Normal
58,9389.21,Normal
59,9435.22,Normal
60,9490.72,Normal
61,9444.44,Normal
62,9444.44,Normal
63,9509.29,Normal
64,9509.29,Normal
65,9537.21,Normal
66,9621.47,Normal
67,9621.47,Normal
68,9593.3,Normal
69,9687.5,Normal
70,9668.59,Normal
71,9706.45,Normal
72,9659.14,Normal
73,9621.47,Normal
74,9630.87,Normal
75,9593.3,Normal
76,9668.59,Normal
77,9763.51,Normal
78,9715.94,Normal
79,9678.04,Normal
80,9687.5,Normal
81,9830.51,Normal
82,9840.12,Normal
83,9773.06,Normal
84,9773.06,Normal
85,9840.12,Normal
86,9840.12,Normal
87,9840.12,Normal
88,9840.12,Normal
89,9811.32,Normal
90,9820.91,Normal
91,9840.12,Normal
92,9840.12,Normal
93,9869,Normal
94,9859.36,Normal
95,10044.05,Normal
96,10004.88,Normal
97,10083.37,Normal
98,10063.69,Normal
99,10044.05,Normal
100,10044.05,Normal
101,10063.69,Normal
102,10044.05,Normal
103,10053.87,Normal
104,10112.97,Normal
105,10152.56,Normal
106,10142.65,Normal
107,10172.42,Normal
108,10172.42,Normal
109,10202.27,Normal
110,10152.56,Normal
111,10242.21,Normal
112,10272.28,Normal
113,10212.24,Normal
114,10152.56,Normal
115,10162.48,Normal
116,10282.32,Normal
117,10383.27,Normal
118,10423.94,Normal
119,10363,Normal
120,10403.59,Normal
121,10505.76,Normal
122,10536.61,Normal
123,10475,Normal
124,10475,Normal
125,10485.24,Normal
126,10475,Normal
127,10526.32,Normal
128,10475,Normal
129,10505.76,Normal
130,10516.03,Normal
131,10567.55,Normal
132,10608.96,Normal
133,10588.24,Normal
134,10577.89,Normal
135,10557.23,Normal
136,10577.89,Normal
137,10608.96,Normal
138,10567.55,Normal
139,10640.12,Normal
140,10692.27,Normal
141,10786.8,Normal
142,10702.73,Normal
143,10660.95,Normal
144,10629.72,Normal
145,10755.2,Normal
146,10744.68,Normal
147,10734.18,Normal
148,10903.52,Normal
149,10871.56,Normal
150,10882.2,Normal
151,10903.52,Normal
152,10914.2,Normal
153,10860.93,Normal
154,10818.5,Normal
155,10871.56,Normal
156,10860.93,Normal
157,10946.29,Normal
158,10967.74,Normal
159,10989.24,Normal
160,10946.29,Normal
161,11010.78,Normal
162,11010.78,Normal
163,11086.51,Normal
164,11043.17,Normal
165,11086.51,Normal
166,11032.36,Normal
167,10967.74,Normal
168,11097.37,Normal
169,11108.25,Normal
170,11086.51,Normal
171,11086.51,Normal
172,11173.73,Normal
173,11162.79,Normal
174,11151.86,Normal
175,11130.03,Normal
176,11206.63,Normal
177,11250.65,Normal
178,11228.62,Normal
179,11173.73,Normal
180,11217.62,Normal
181,11162.79,Normal
182,11250.65,Normal
183,11228.62,Normal
184,11206.63,Normal
185,11272.73,Normal
186,11317.02,Normal
187,11294.85,Normal
188,11305.93,Normal
189,11394.98,Normal
190,11383.81,Normal
191,11328.12,Normal
