df_hash,22ZHK4.NFTM31
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.SGEY
person_label,V79
date_time_start,2025-11-03_15-27-37.395000_+03
date_time_start_unix,1762169257.395
date_time_end,2025-11-03_15-35-52.731000_+03
length_difference_noticed,no

time,acc_mag
113.766,1.043
113.796,1.039
113.826,1.041
113.856,1.044
113.886,1.045
113.916,1.038
113.946,1.040
113.976,1.042
114.006,1.041
114.036,1.045
114.066,1.040
114.096,1.041
114.126,1.039
114.156,1.041
114.186,1.044
114.216,1.041
114.246,1.040
114.276,1.040
114.306,1.037
114.336,1.041
114.366,1.044
114.396,1.041
114.426,1.041
114.456,1.040
114.486,1.041
114.516,1.040
114.546,1.041
114.576,1.039
114.606,1.041
114.636,1.046
114.666,1.040
114.696,1.039
114.726,1.039
114.756,1.041
114.786,1.042
114.816,1.043
114.846,1.040
114.876,1.040
114.906,1.038
114.936,1.040
114.966,1.043
114.996,1.044
115.026,1.042
115.056,1.042
115.086,1.041
115.116,1.039
115.146,1.036
115.176,1.047
115.206,1.041
115.236,1.043
115.266,1.041
115.296,1.043
115.326,1.039
115.356,1.042
115.386,1.041
115.416,1.042
115.446,1.035
115.476,1.045
115.506,1.042
115.536,1.043
115.566,1.044
115.596,1.039
115.626,1.040
115.656,1.041
115.686,1.041
115.716,1.044
115.746,1.044
115.776,1.044
115.806,1.041
115.836,1.036
115.866,1.041
115.896,1.042
115.926,1.045
115.956,1.041
115.986,1.038
116.016,1.040
116.046,1.043
116.076,1.040
116.106,1.042
116.136,1.039
116.166,1.040
116.196,1.041
116.226,1.041
116.256,1.041
116.286,1.040
116.316,1.043
116.346,1.039
116.376,1.045
116.406,1.041
116.436,1.041
116.466,1.042
116.496,1.039
116.526,1.038
116.556,1.041
116.586,1.045
116.616,1.041
116.646,1.037
116.676,1.039
116.706,1.043
116.736,1.042
116.766,1.046
116.796,1.038
116.826,1.037
116.856,1.041
116.886,1.042
116.916,1.041
116.946,1.044
116.976,1.043
117.006,1.038
117.036,1.041
117.066,1.042
117.096,1.042
117.126,1.045
117.156,1.042
117.186,1.042
117.216,1.042
117.246,1.041
117.276,1.040
117.306,1.039
117.336,1.040
117.366,1.040
117.396,1.040
117.426,1.039
117.456,1.039
117.486,1.045
117.516,1.046
117.546,1.042
117.576,1.040
117.606,1.039
117.636,1.040
117.666,1.040
117.696,1.039
117.726,1.041
117.756,1.040
117.786,1.044
117.816,1.042
117.846,1.036
117.876,1.045
117.906,1.042
117.936,1.041
117.966,1.039
117.996,1.045
118.026,1.042
118.056,1.043
118.086,1.040
118.116,1.040
118.146,1.040
118.176,1.042
118.206,1.042
118.236,1.040
118.266,1.041
118.296,1.040
118.326,1.042
118.356,1.042
118.386,1.045
118.416,1.042
118.446,1.037
118.476,1.041
118.506,1.041
118.536,1.043
118.566,1.044
118.596,1.044
118.626,1.040
118.656,1.038
118.686,1.046
118.716,1.043
118.746,1.041
118.776,1.041
118.806,1.041
118.836,1.041
118.866,1.044
118.896,1.042
118.926,1.044
118.956,1.042
118.986,1.041
119.016,1.038
119.046,1.039
119.076,1.037
119.106,1.042
119.136,1.043
119.166,1.041
119.196,1.040
119.226,1.040
119.256,1.043
119.286,1.046
119.316,1.042
119.346,1.039
119.376,1.041
119.406,1.045
119.436,1.044
119.466,1.037
119.496,1.040
119.526,1.044
119.556,1.042
119.586,1.042
119.616,1.038
119.646,1.043
119.676,1.044
119.706,1.041
119.736,1.040
119.766,1.045
119.796,1.046
119.826,1.044
119.856,1.041
119.886,1.041
119.916,1.041
119.946,1.042
119.976,1.044
120.006,1.042
120.036,1.038
120.066,1.042
120.096,1.040
120.126,1.044
120.156,1.047
120.186,1.039
120.216,1.045
120.246,1.038
120.276,1.037
120.306,1.042
120.336,1.042
120.366,1.046
120.396,1.036
120.426,1.039
120.456,1.043
120.486,1.046
120.516,1.041
120.546,1.042
120.576,1.040
120.606,1.042
120.636,1.044
120.666,1.041
120.696,1.043
120.726,1.042
120.756,1.041
120.786,1.042
120.816,1.041
120.846,1.039
120.876,1.041
120.906,1.044
120.936,1.044
120.966,1.043
120.996,1.040
121.026,1.036
121.056,1.042
121.086,1.046
121.116,1.043
121.146,1.037
121.176,1.040
121.206,1.041
121.236,1.043
121.266,1.043
121.296,1.037
121.326,1.037
121.356,1.045
121.386,1.041
121.416,1.040
121.446,1.040
121.476,1.041
121.506,1.041
121.536,1.041
121.566,1.041
121.596,1.042
121.626,1.043
121.656,1.043
121.686,1.044
121.716,1.041
121.746,1.043
121.776,1.039
121.806,1.042
121.836,1.038
121.866,1.038
121.896,1.042
121.926,1.043
121.956,1.044
121.986,1.044
122.016,1.036
122.046,1.043
122.076,1.044
122.106,1.045
122.136,1.038
122.166,1.043
122.196,1.040
122.226,1.044
122.256,1.041
122.286,1.043
122.316,1.043
122.346,1.041
122.376,1.044
122.406,1.043
122.436,1.044
122.466,1.038
122.496,1.040
122.526,1.047
122.556,1.040
122.586,1.040
122.616,1.042
122.646,1.045
122.676,1.039
122.706,1.042
122.736,1.040
122.766,1.043
122.796,1.043
122.826,1.044
122.856,1.040
122.886,1.041
122.916,1.042
122.946,1.042
122.976,1.043
123.006,1.044
123.036,1.042
123.066,1.042
123.096,1.043
123.126,1.045
123.156,1.043
123.186,1.042
123.216,1.041
123.246,1.039
123.276,1.044
123.306,1.041
123.336,1.042
123.366,1.043
123.396,1.044
123.426,1.045
123.456,1.044
123.486,1.039
123.516,1.043
123.546,1.046
123.576,1.042
123.606,1.039
123.636,1.045
123.666,1.042
123.696,1.043
123.726,1.044
123.756,1.043
123.786,1.038
123.816,1.042
123.846,1.041
123.876,1.048
123.906,1.043
123.936,1.041
123.966,1.041
123.996,1.041
124.026,1.043
124.056,1.039
124.086,1.043
124.116,1.043
124.146,1.043
124.176,1.039
124.206,1.044
124.236,1.039
124.266,1.044
124.296,1.045
124.326,1.043
124.356,1.042
124.386,1.041
124.416,1.042
124.446,1.046
124.476,1.041
124.506,1.042
124.536,1.040
124.566,1.043
124.596,1.042
124.626,1.041
124.656,1.042
124.686,1.037
124.716,1.041
124.746,1.044
124.776,1.046
124.806,1.044
124.836,1.041
124.866,1.039
124.896,1.045
124.926,1.042
124.956,1.041
124.986,1.044
125.016,1.043
125.046,1.046
125.076,1.042
125.106,1.039
125.136,1.043
125.166,1.041
125.196,1.043
125.226,1.039
125.256,1.041
125.286,1.045
125.316,1.042
125.346,1.043
125.376,1.039
125.406,1.039
125.436,1.039
125.466,1.041
125.496,1.043
125.526,1.039
125.556,1.040
125.586,1.042
125.616,1.045
125.646,1.041
125.676,1.042
125.706,1.039
125.736,1.042
125.766,1.042
125.796,1.043
125.826,1.040
125.856,1.038
125.886,1.038
125.916,1.038
125.946,1.045
125.976,1.038
126.006,1.041
126.036,1.045
126.066,1.046
126.096,1.041
126.126,1.038
126.156,1.042
126.186,1.045
126.216,1.041
126.246,1.038
126.276,1.042
126.306,1.042
126.336,1.043
126.366,1.042
126.396,1.037
126.426,1.041
126.456,1.043
126.486,1.045
126.516,1.039
126.546,1.039
126.576,1.041
126.606,1.044
126.636,1.044
126.666,1.042
126.696,1.040
126.726,1.044
126.756,1.044
126.786,1.043
126.816,1.041
126.846,1.041
126.876,1.038
126.906,1.043
126.936,1.041
126.966,1.044
126.996,1.042
127.026,1.043
127.056,1.044
127.086,1.040
127.116,1.042
127.146,1.044
127.176,1.047
127.206,1.042
127.236,1.037
127.266,1.038
127.296,1.039
127.326,1.042
127.356,1.046
127.386,1.045
127.416,1.042
127.446,1.041
127.476,1.041
127.506,1.047
127.536,1.045
127.566,1.045
127.596,1.039
127.626,1.040
127.656,1.043
127.686,1.041
127.716,1.040
127.746,1.043
127.776,1.042
127.806,1.043
127.836,1.039
127.866,1.045
127.896,1.042
127.926,1.047
127.956,1.041
127.986,1.040
128.016,1.039
128.046,1.040
128.076,1.041
128.106,1.044
128.136,1.044
128.166,1.043
128.196,1.042
128.226,1.041
128.256,1.044
128.286,1.045
128.316,1.042
128.346,1.043
128.376,1.040
128.406,1.041
128.436,1.044
128.466,1.042
128.496,1.038
128.526,1.038
128.556,1.040
128.586,1.041
128.616,1.041
128.646,1.041
128.676,1.042
128.706,1.045
128.736,1.041
128.766,1.039
128.796,1.039
128.826,1.041
128.856,1.043
128.886,1.044
128.916,1.043
128.946,1.041
128.976,1.041
129.006,1.040
129.036,1.043
129.066,1.041
129.096,1.043
129.126,1.043
129.156,1.043
129.186,1.040
129.216,1.036
129.246,1.045
129.276,1.040
129.306,1.041
129.336,1.041
129.366,1.042
129.396,1.041
129.426,1.044
129.456,1.040
129.486,1.041
129.516,1.043
129.546,1.040
129.576,1.041
129.606,1.041
129.636,1.041
129.666,1.043
129.696,1.041
129.726,1.040
129.756,1.039
129.786,1.042
129.816,1.042
129.846,1.043
129.876,1.043
129.906,1.039
129.936,1.038
129.966,1.042
129.996,1.048
130.026,1.043
130.056,1.039
130.086,1.040
130.116,1.046
130.146,1.042
130.176,1.047
130.206,1.041
130.236,1.041
130.266,1.042
130.296,1.043
130.326,1.039
130.356,1.037
130.386,1.041
130.416,1.042
130.446,1.040
130.476,1.041
130.506,1.043
130.536,1.045
130.566,1.041
130.596,1.044
130.626,1.039
130.656,1.045
130.686,1.045
130.716,1.043
130.746,1.039
130.776,1.037
130.806,1.043
130.836,1.046
130.866,1.045
130.896,1.040
130.926,1.039
130.956,1.041
130.986,1.046
131.016,1.045
131.046,1.041
131.076,1.039
131.106,1.040
131.136,1.041
131.166,1.042
131.196,1.038
131.226,1.043
131.256,1.046
131.286,1.039
131.316,1.046
131.346,1.045
131.376,1.044
131.406,1.041
131.436,1.045
131.466,1.043
131.496,1.041
131.526,1.040
131.556,1.045
131.586,1.039
131.616,1.045
131.646,1.044
131.676,1.041
131.706,1.040
131.736,1.042
131.766,1.040
131.796,1.043
131.826,1.041
131.856,1.044
131.886,1.042
131.916,1.045
131.946,1.037
131.976,1.043
132.006,1.045
132.036,1.042
132.066,1.043
132.096,1.041
132.126,1.042
132.156,1.041
132.186,1.037
132.216,1.041
132.246,1.042
132.276,1.043
132.306,1.044
132.336,1.039
132.366,1.040
132.396,1.041
132.426,1.040
132.456,1.043
132.486,1.042
132.516,1.039
132.546,1.043
132.576,1.043
132.606,1.042
132.636,1.043
132.666,1.043
132.696,1.046
132.726,1.038
132.756,1.040
132.786,1.039
132.816,1.041
132.846,1.039
132.876,1.047
132.906,1.039
132.936,1.046
132.966,1.043
132.996,1.041
133.026,1.040
133.056,1.040
133.086,1.041
133.116,1.045
133.146,1.043
133.176,1.040
133.206,1.043
133.236,1.040
133.266,1.045
133.296,1.043
133.326,1.039
133.356,1.038
133.386,1.036
133.416,1.046
133.446,1.041
133.476,1.043
133.506,1.042
133.536,1.040
133.566,1.044
133.596,1.043
133.626,1.040
133.656,1.043
133.686,1.045
133.716,1.042
133.746,1.038
133.776,1.038
133.806,1.044
133.836,1.044
133.866,1.045
133.896,1.040
133.926,1.042
133.956,1.041
133.986,1.045
134.016,1.043
134.046,1.045
134.076,1.046
134.106,1.040
134.136,1.041
134.166,1.041
134.196,1.046
134.226,1.042
134.256,1.042
134.286,1.040
134.316,1.043
134.346,1.042
134.376,1.045
134.406,1.040
134.436,1.040
134.466,1.045
134.496,1.044
134.526,1.042
134.556,1.040
134.586,1.042
134.616,1.045
134.646,1.041
134.676,1.041
134.706,1.042
134.736,1.044
134.766,1.042
134.796,1.043
134.826,1.037
134.856,1.041
134.886,1.043
134.916,1.044
134.946,1.046
134.976,1.038
135.006,1.039
135.036,1.041
135.066,1.045
135.096,1.041
135.126,1.041
135.156,1.043
135.186,1.041
135.216,1.045
135.246,1.041
135.276,1.041
135.306,1.038
135.336,1.041
135.366,1.043
135.396,1.041
135.426,1.040
135.456,1.041
135.486,1.043
135.516,1.047
135.546,1.042
135.576,1.038
135.606,1.045
135.636,1.047
135.666,1.044
135.696,1.040
135.726,1.041
135.756,1.042
135.786,1.046
135.816,1.043
135.846,1.038
135.876,1.036
135.906,1.046
135.936,1.043
135.966,1.041
135.996,1.042
136.026,1.040
136.056,1.043
136.086,1.042
136.116,1.045
136.146,1.042
136.176,1.043
136.206,1.042
136.236,1.044
136.266,1.039
136.296,1.043
136.326,1.043
136.356,1.046
136.386,1.043
136.416,1.043
136.446,1.041
136.476,1.043
136.506,1.043
136.536,1.046
136.566,1.039
136.596,1.043
136.626,1.046
136.656,1.042
136.686,1.041
136.716,1.041
136.746,1.044
136.776,1.040
136.806,1.042
136.836,1.041
136.866,1.042
136.896,1.041
136.926,1.045
136.956,1.045
136.986,1.041
137.016,1.035
137.046,1.041
137.076,1.044
137.106,1.048
137.136,1.041
137.166,1.042
137.196,1.040
137.226,1.043
137.256,1.042
137.286,1.042
137.316,1.041
137.346,1.044
137.376,1.048
137.406,1.041
137.436,1.041
137.466,1.040
137.496,1.044
137.526,1.044
137.556,1.041
137.586,1.040
137.616,1.043
137.646,1.043
137.676,1.041
137.706,1.044
137.736,1.044
137.766,1.048
137.796,1.043
137.826,1.042
137.856,1.043
137.886,1.044
137.916,1.041
137.946,1.040
137.976,1.042
138.006,1.044
138.036,1.043
138.066,1.045
138.096,1.039
138.126,1.042
138.156,1.045
138.186,1.042
138.216,1.043
138.246,1.040
138.276,1.043
138.306,1.044
138.336,1.043
138.366,1.040
138.396,1.041
138.426,1.042
138.456,1.045
138.486,1.044
138.516,1.045
138.546,1.041
138.576,1.040
138.606,1.043
138.636,1.046
138.666,1.044
138.696,1.036
138.726,1.041
138.756,1.046
138.786,1.045
138.816,1.049
138.846,1.037
138.876,1.040
138.906,1.042
138.936,1.045
138.966,1.043
138.996,1.041
139.026,1.038
139.056,1.046
139.086,1.043
139.116,1.040
139.146,1.041
139.176,1.041
139.206,1.043
139.236,1.043
139.266,1.042
139.296,1.043
139.326,1.040
139.356,1.044
139.386,1.039
139.416,1.041
139.446,1.041
139.476,1.043
139.506,1.040
139.536,1.043
139.566,1.039
139.596,1.042
139.626,1.048
139.656,1.041
139.686,1.038
139.716,1.041
139.746,1.042
139.776,1.043
139.806,1.044
139.836,1.041
139.866,1.046
139.896,1.042
139.926,1.045
139.956,1.045
139.986,1.041
140.016,1.045
140.046,1.042
140.076,1.042
140.106,1.040
140.136,1.040
140.166,1.044
140.196,1.046
140.226,1.041
140.256,1.044
140.286,1.042
140.316,1.046
140.346,1.045
140.376,1.039
140.406,1.037
140.436,1.041
140.466,1.043
140.496,1.044
140.526,1.044
140.556,1.044
140.586,1.040
140.616,1.045
140.646,1.046
140.676,1.046
140.706,1.041
140.736,1.038
140.766,1.044
140.796,1.040
140.826,1.041
140.856,1.046
140.886,1.042
140.916,1.042
140.946,1.042
140.976,1.039
141.006,1.040
141.036,1.049
141.066,1.045
141.096,1.038
141.126,1.040
141.156,1.042
141.186,1.046
141.216,1.043
141.246,1.042
141.276,1.038
141.306,1.042
141.336,1.043
141.366,1.047
141.396,1.041
141.426,1.043
141.456,1.042
141.486,1.042
141.516,1.041
141.546,1.042
141.576,1.045
141.606,1.044
141.636,1.040
141.666,1.043
141.696,1.045
141.726,1.042
141.756,1.043
141.786,1.040
141.816,1.038
141.846,1.040
141.876,1.042
141.906,1.043
141.936,1.045
141.966,1.042
141.996,1.044
142.026,1.045
142.056,1.041
142.086,1.042
142.116,1.041
142.146,1.045
142.176,1.040
142.206,1.038
142.236,1.040
142.266,1.047
142.296,1.041
142.326,1.045
142.356,1.045
142.386,1.043
142.416,1.044
142.446,1.041
142.476,1.041
142.506,1.043
142.536,1.039
142.566,1.044
142.596,1.043
142.626,1.043
142.656,1.047
142.686,1.043
142.716,1.038
142.746,1.044
142.776,1.045
142.806,1.041
142.836,1.035
142.866,1.039
142.896,1.047
142.926,1.043
142.956,1.047
142.986,1.044
143.016,1.043
143.046,1.045
143.076,1.042
143.106,1.044
143.136,1.041
143.166,1.040
143.196,1.042
143.226,1.041
143.256,1.042
143.286,1.045
143.316,1.038
143.346,1.046
143.376,1.044
143.406,1.045
143.436,1.041
143.466,1.038
143.496,1.042
143.526,1.045
143.556,1.045
143.586,1.043
143.616,1.043
143.646,1.047
143.676,1.042
143.706,1.041
143.736,1.043
143.766,1.037
143.796,1.042
143.826,1.043
143.856,1.039
143.886,1.045
143.916,1.040
143.946,1.039
143.976,1.039
144.006,1.045
144.036,1.040
144.066,1.044
144.096,1.042
144.126,1.043
144.156,1.043
144.186,1.044
144.216,1.043
144.246,1.044
144.276,1.045
144.306,1.042
144.336,1.040
144.366,1.041
144.396,1.040
144.426,1.043
144.456,1.044
144.486,1.039
144.516,1.043
144.546,1.046
144.576,1.043
144.606,1.043
144.636,1.041
144.666,1.042
144.696,1.042
144.726,1.041
144.756,1.043
144.786,1.041
144.816,1.043
144.846,1.047
144.876,1.041
144.906,1.042
144.936,1.044
144.966,1.042
144.996,1.036
145.026,1.040
145.056,1.045
145.086,1.045
145.116,1.046
145.146,1.041
145.176,1.041
145.206,1.044
145.236,1.046
145.266,1.048
145.296,1.046
145.326,1.042
145.356,1.041
145.386,1.038
145.416,1.043
145.446,1.044
145.476,1.045
145.506,1.045
145.536,1.043
145.566,1.038
145.596,1.045
145.626,1.044
145.656,1.041
145.686,1.042
145.716,1.042
145.746,1.042
145.776,1.042
145.806,1.043
145.836,1.046
145.866,1.044
145.896,1.042
145.926,1.042
145.956,1.043
145.986,1.044
146.016,1.043
146.046,1.041
146.076,1.042
146.106,1.044
146.136,1.045
146.166,1.046
146.196,1.044
146.226,1.038
146.256,1.049
146.286,1.044
146.316,1.040
146.346,1.043
146.376,1.043
146.406,1.044
146.436,1.046
146.466,1.041
146.496,1.043
146.526,1.043
146.556,1.040
146.586,1.041
146.616,1.039
146.646,1.044
146.676,1.046
146.706,1.044
146.736,1.042
146.766,1.047
146.796,1.046
146.826,1.041
146.856,1.049
146.886,1.046
146.916,1.044
146.946,1.043
146.976,1.042
147.006,1.045
147.036,1.045
147.066,1.044
147.096,1.038
147.126,1.042
147.156,1.045
147.186,1.044
147.216,1.041
147.246,1.044
147.276,1.043
147.306,1.041
147.336,1.043
147.366,1.043
147.396,1.042
147.426,1.041
147.456,1.043
147.486,1.045
147.516,1.038
147.546,1.042
147.576,1.043
147.606,1.045
147.636,1.045
147.666,1.048
147.696,1.045
147.726,1.043
147.756,1.039
147.786,1.042
147.816,1.045
147.846,1.040
147.876,1.043
147.906,1.042
147.936,1.044
147.966,1.044
147.996,1.042
148.026,1.040
148.056,1.042
148.086,1.045
148.116,1.040
148.146,1.037
148.176,1.040
148.206,1.041
148.236,1.044
148.266,1.048
148.296,1.042
148.326,1.042
148.356,1.044
148.386,1.044
148.416,1.045
148.446,1.046
148.476,1.040
148.506,1.041
148.536,1.046
148.566,1.042
148.596,1.042
148.626,1.040
148.656,1.047
148.686,1.043
148.716,1.041
148.746,1.039
148.776,1.042
148.806,1.047
148.836,1.049
148.866,1.039
148.896,1.041
148.926,1.039
148.956,1.044
148.986,1.045
149.016,1.043
149.046,1.042
149.076,1.045
149.106,1.044
149.136,1.044
149.166,1.043
149.196,1.041
149.226,1.040
149.256,1.044
149.286,1.045
149.316,1.042
149.346,1.045
149.376,1.043
149.406,1.044
149.436,1.046
149.466,1.041
149.496,1.042
149.526,1.049
149.556,1.046
149.586,1.041
149.616,1.039
149.646,1.041
149.676,1.047
149.706,1.046
149.736,1.044
149.766,1.044
149.796,1.045
149.826,1.047
149.856,1.046
149.886,1.041
149.916,1.038
149.946,1.046
149.976,1.045
150.006,1.047
150.036,1.041
150.066,1.042
150.096,1.043
150.126,1.042
150.156,1.040
150.186,1.042
150.216,1.045
150.246,1.041
150.276,1.044
150.306,1.043
150.336,1.043
150.366,1.044
150.396,1.044
150.426,1.046
150.456,1.044
150.486,1.046
150.516,1.044
150.546,1.040
150.576,1.044
150.606,1.047
150.636,1.043
150.666,1.038
150.696,1.040
150.726,1.044
150.756,1.043
150.786,1.047
150.816,1.046
150.846,1.043
150.876,1.044
150.906,1.040
150.936,1.043
150.966,1.045
150.996,1.045
151.026,1.046
151.056,1.045
151.086,1.042
151.116,1.045
151.146,1.044
151.176,1.041
151.206,1.047
151.236,1.047
151.266,1.043
151.296,1.041
151.326,1.044
151.356,1.046
151.386,1.047
151.416,1.045
151.446,1.040
151.476,1.039
151.506,1.043
151.536,1.042
151.566,1.042
151.596,1.039
151.626,1.041
151.656,1.039
151.686,1.041
151.716,1.046
151.746,1.046
151.776,1.044
151.806,1.038
151.836,1.045
151.866,1.048
151.896,1.040
151.926,1.037
151.956,1.040
151.986,1.041
152.016,1.043
152.046,1.048
152.076,1.041
152.106,1.045
152.136,1.044
152.166,1.044
152.196,1.041
152.226,1.042
152.256,1.044
152.286,1.042
152.316,1.040
152.346,1.044
152.376,1.043
152.406,1.041
152.436,1.044
152.466,1.045
152.496,1.042
152.526,1.036
152.556,1.040
152.586,1.040
152.616,1.040
152.646,1.041
152.676,1.040
152.706,1.039
152.736,1.044
152.766,1.043
152.796,1.041
152.826,1.041
152.856,1.042
152.886,1.045
152.916,1.043
152.946,1.043
152.976,1.043
153.006,1.042
153.036,1.045
153.066,1.044
153.096,1.048
153.126,1.044
153.156,1.043
153.186,1.043
153.216,1.044
153.246,1.042
153.276,1.044
153.306,1.041
153.336,1.044
153.366,1.044
153.396,1.048
153.426,1.042
153.456,1.041
153.486,1.043
153.516,1.043
153.546,1.045
153.576,1.043
153.606,1.045
153.636,1.043
153.666,1.044
153.696,1.044
153.726,1.045
153.756,1.043
153.786,1.040
153.816,1.047
153.846,1.042
153.876,1.039
153.906,1.044
153.936,1.047
153.966,1.045
153.996,1.044
154.026,1.044
154.056,1.040
154.086,1.040
154.116,1.045
154.146,1.043
154.176,1.046
154.206,1.046
154.236,1.044
154.266,1.043
154.296,1.042
154.326,1.042
154.356,1.041
154.386,1.045
154.416,1.042
154.446,1.042
154.476,1.043
154.506,1.044
154.536,1.047
154.566,1.040
154.596,1.042
154.626,1.041
154.656,1.047
154.686,1.046
154.716,1.040
154.746,1.044
154.776,1.046
154.806,1.046
154.836,1.039
154.866,1.045
154.896,1.043
154.926,1.042
154.956,1.039
154.986,1.045
155.016,1.046
155.046,1.047
155.076,1.043
155.106,1.043
155.136,1.039
155.166,1.041
155.196,1.042
155.226,1.044
155.256,1.048
155.286,1.042
155.316,1.042
155.346,1.045
155.376,1.042
155.406,1.046
155.436,1.044
155.466,1.043
155.496,1.042
155.526,1.041
155.556,1.043
155.586,1.042
155.616,1.049
155.646,1.042
155.676,1.041
155.706,1.043
155.736,1.044
155.766,1.042
155.796,1.043
155.826,1.043
155.856,1.042
155.886,1.046
155.916,1.042
155.946,1.038
155.976,1.043
156.006,1.046
156.036,1.044
156.066,1.042
156.096,1.041
156.126,1.042
156.156,1.044
156.186,1.043
156.216,1.046
156.246,1.042
156.276,1.043
156.306,1.039
156.336,1.045
156.366,1.041
156.396,1.042
156.426,1.043
156.456,1.045
156.486,1.040
156.516,1.044
156.546,1.043
156.576,1.042
156.606,1.047
156.636,1.043
156.666,1.040
156.696,1.041
156.726,1.043
156.756,1.045
156.786,1.046
156.816,1.043
156.846,1.043
156.876,1.045
156.906,1.046
156.936,1.042
156.966,1.039
156.996,1.036
157.026,1.047
157.056,1.043
157.086,1.043
157.116,1.040
157.146,1.044
157.176,1.044
157.206,1.043
157.236,1.042
157.266,1.042
157.296,1.046
157.326,1.045
157.356,1.041
157.386,1.043
157.416,1.044
157.446,1.048
157.476,1.044
157.506,1.048
157.536,1.044
157.566,1.045
157.596,1.045
157.626,1.045
157.656,1.044
157.686,1.038
157.716,1.048
157.746,1.044
157.776,1.043
157.806,1.043
157.836,1.045
157.866,1.041
157.896,1.044
157.926,1.042
157.956,1.045
157.986,1.048
158.016,1.044
158.046,1.043
158.076,1.042
158.106,1.042
158.136,1.042
158.166,1.043
158.196,1.045
158.226,1.041
158.256,1.049
158.286,1.049
158.316,1.042
158.346,1.040
158.376,1.043
158.406,1.047
158.436,1.042
158.466,1.043
158.496,1.042
158.526,1.043
158.556,1.045
158.586,1.037
158.616,1.045
158.646,1.046
158.676,1.045
158.706,1.043
158.736,1.042
158.766,1.043
158.796,1.045
158.826,1.046
158.856,1.043
158.886,1.045
158.916,1.043
158.946,1.046
158.976,1.042
159.006,1.043
159.036,1.042
159.066,1.044
159.096,1.046
159.126,1.041
159.156,1.042
159.186,1.043
159.216,1.047
159.246,1.043
159.276,1.039
159.306,1.042
159.336,1.042
159.366,1.044
159.396,1.043
159.426,1.043
159.456,1.044
159.486,1.045
159.516,1.038
159.546,1.044
159.576,1.042
159.606,1.044
159.636,1.049
159.666,1.040
159.696,1.039
159.726,1.035
159.756,1.050
159.786,1.045
159.816,1.038
159.846,1.041
159.876,1.046
159.906,1.046
159.936,1.048
159.966,1.040
159.996,1.041
160.026,1.045
160.056,1.043
160.086,1.041
160.116,1.043
160.146,1.042
160.176,1.045
160.206,1.042
160.236,1.042
160.266,1.040
160.296,1.047
160.326,1.048
160.356,1.045
160.386,1.045
160.416,1.040
160.446,1.045
160.476,1.040
160.506,1.045
160.536,1.045
160.566,1.039
160.596,1.039
160.626,1.044
160.656,1.042
160.686,1.045
160.716,1.045
160.746,1.042
160.776,1.042
160.806,1.041
160.836,1.043
160.866,1.044
160.896,1.046
160.926,1.044
160.956,1.044
160.986,1.047
161.016,1.046
161.046,1.047
161.076,1.042
161.106,1.041
161.136,1.044
161.166,1.044
161.196,1.039
161.226,1.042
161.256,1.045
161.286,1.042
161.316,1.048
161.346,1.041
161.376,1.043
161.406,1.046
161.436,1.043
161.466,1.038
161.496,1.042
161.526,1.041
161.556,1.042
161.586,1.047
161.616,1.045
161.646,1.043
161.676,1.042
161.706,1.043
161.736,1.041
161.766,1.043
161.796,1.042
161.826,1.044
161.856,1.042
161.886,1.046
161.916,1.047
161.946,1.041
161.976,1.043
162.006,1.041
162.036,1.040
162.066,1.039
162.096,1.046
162.126,1.045
162.156,1.045
162.186,1.046
162.216,1.042
162.246,1.038
162.276,1.041
162.306,1.042
162.336,1.045
162.366,1.044
162.396,1.042
162.426,1.042
162.456,1.042
162.486,1.043
162.516,1.046
162.546,1.042
162.576,1.041
162.606,1.043
162.636,1.037
162.666,1.039
162.696,1.048
162.726,1.042
162.756,1.043
162.786,1.042
162.816,1.043
162.846,1.045
162.876,1.044
162.906,1.043
162.936,1.043
162.966,1.046
162.996,1.044
163.026,1.041
163.056,1.042
163.086,1.043
163.116,1.045
163.146,1.042
163.176,1.044
163.206,1.043
163.236,1.042
163.266,1.046
163.296,1.044
163.326,1.044
163.356,1.043
163.386,1.039
163.416,1.046
163.446,1.049
163.476,1.044
163.506,1.042
163.536,1.040
163.566,1.043
163.596,1.047
163.626,1.046
163.656,1.036
163.686,1.042
163.716,1.046
163.746,1.044
163.776,1.043
163.806,1.042
163.836,1.042
163.866,1.044
163.896,1.042
163.926,1.042
163.956,1.044
163.986,1.044
164.016,1.045
164.046,1.044
164.076,1.038
164.106,1.046
164.136,1.049
164.166,1.045
164.196,1.042
164.226,1.041
164.256,1.043
164.286,1.045
164.316,1.041
164.346,1.039
164.376,1.037
164.406,1.048
164.436,1.046
164.466,1.042
164.496,1.044
164.526,1.045
164.556,1.046
164.586,1.044
164.616,1.043
164.646,1.039
164.676,1.042
164.706,1.047
164.736,1.042
164.766,1.044
164.796,1.047
164.826,1.046
164.856,1.043
164.886,1.045
164.916,1.046
164.946,1.042
164.976,1.043
165.006,1.043
165.036,1.045
165.066,1.048
165.096,1.045
165.126,1.041
165.156,1.039
165.186,1.036
165.216,1.042
165.246,1.043
165.276,1.046
165.306,1.043
165.336,1.042
165.366,1.047
165.396,1.045
165.426,1.045
165.456,1.042
165.486,1.047
165.516,1.047
165.546,1.042
165.576,1.047
165.606,1.045
165.636,1.039
