df_hash,22ZHK4.U9L6MD
282.015,0.986
282.045,0.989
282.075,0.987
282.105,0.981
282.135,0.981
282.165,0.987
282.195,0.986
282.225,0.986
282.255,0.979
282.285,0.987
282.315,0.984
282.345,0.987
282.375,0.985
282.405,0.980
282.435,0.978
282.465,0.987
282.495,0.989
282.525,0.987
282.555,0.984
282.585,0.985
282.615,0.982
282.645,0.981
282.675,0.984
282.705,0.988
282.735,0.985
282.765,0.979
282.795,0.986
282.825,0.990
282.855,0.989
282.885,0.983
282.915,0.983
282.945,0.984
282.975,0.984
283.005,0.987
283.035,0.986
283.065,0.978
283.095,0.985
283.125,0.984
283.155,0.982
283.185,0.988
283.215,0.983
283.245,0.986
283.275,0.985
283.305,0.987
283.335,0.983
283.365,0.987
283.395,0.985
283.425,0.982
283.455,0.981
283.485,0.984
283.515,0.983
283.545,0.987
283.575,0.981
283.605,0.982
283.635,0.994
283.665,0.988
283.695,0.982
283.725,0.978
283.755,0.981
283.785,0.989
283.815,0.985
283.845,0.987
283.875,0.976
283.905,0.988
283.935,0.987
283.965,0.985
283.995,0.985
284.025,0.982
284.055,0.983
284.085,0.985
284.115,0.984
284.145,0.982
284.175,0.983
284.205,0.985
284.235,0.987
284.265,0.986
284.295,0.983
284.325,0.979
284.355,0.987
284.385,0.983
284.415,0.988
284.445,0.980
284.475,0.983
284.505,0.982
284.535,0.982
284.565,0.985
284.595,0.990
284.625,0.977
284.655,0.990
284.685,0.982
284.715,0.982
284.745,0.984
284.775,0.980
284.805,0.984
284.835,0.986
284.865,0.984
284.895,0.985
284.925,0.990
284.955,0.987
284.985,0.983
285.015,0.985
285.045,0.989
285.075,0.979
285.105,0.974
285.135,0.986
285.165,0.984
285.195,0.981
285.225,0.983
285.255,0.984
285.285,0.983
285.315,0.984
285.345,0.990
285.375,0.985
285.405,0.985
285.435,0.988
285.465,0.985
285.495,0.981
285.525,0.984
285.555,0.982
285.585,0.989
285.615,0.986
285.645,0.983
285.675,0.983
285.705,0.987
285.735,0.986
285.765,0.985
285.795,0.989
285.825,0.980
285.855,0.983
285.885,0.986
285.915,0.982
285.945,0.981
285.975,0.979
286.005,0.980
286.035,0.986
286.065,0.991
286.095,0.985
286.125,0.991
286.155,0.983
286.185,0.984
286.215,0.988
286.245,0.986
286.275,0.980
286.305,0.987
286.335,0.980
286.365,0.985
286.395,0.985
286.425,0.977
286.455,0.981
286.485,0.989
286.515,0.990
286.545,0.986
286.575,0.982
286.605,0.985
286.635,0.988
286.665,0.983
286.695,0.982
286.725,0.984
286.755,0.986
286.785,0.986
286.815,0.978
286.845,0.980
286.875,0.990
286.905,0.987
286.935,0.990
286.965,0.978
286.995,0.983
287.025,0.984
287.055,0.990
287.085,0.988
287.115,0.980
287.145,0.977
287.175,0.985
287.205,0.984
287.235,0.985
287.265,0.982
287.295,0.980
287.325,0.981
287.355,0.983
287.385,0.986
287.415,0.987
287.445,0.985
287.475,0.984
287.505,0.980
287.535,0.980
287.565,0.982
287.595,0.982
287.625,0.988
287.655,0.989
287.685,0.987
287.715,0.982
287.745,0.981
287.775,0.980
287.805,0.985
287.835,0.983
287.865,0.988
287.895,0.977
287.925,0.987
287.955,0.986
287.985,0.987
288.015,0.984
288.045,0.978
288.075,0.982
288.105,0.985
288.135,0.986
288.165,0.985
288.195,0.988
288.225,0.987
288.255,0.983
288.285,0.984
288.315,0.986
288.345,0.986
288.375,0.980
288.405,0.981
288.435,0.987
288.465,0.988
288.495,0.984
288.525,0.981
288.555,0.985
288.585,0.985
288.615,0.986
288.645,0.982
288.675,0.976
288.705,0.987
288.735,0.987
288.765,0.987
288.795,0.986
288.825,0.983
288.855,0.981
288.885,0.985
288.915,0.985
288.945,0.984
288.975,0.984
289.005,0.981
289.035,0.983
289.065,0.985
289.095,0.984
289.125,0.984
289.155,0.987
289.185,0.987
289.215,0.988
289.245,0.985
289.275,0.985
289.305,0.989
289.335,0.982
289.365,0.985
289.395,0.978
289.425,0.981
289.455,0.982
289.485,0.988
289.515,0.985
289.545,0.980
289.575,0.985
289.605,0.991
289.635,0.985
289.665,0.987
289.695,0.982
289.725,0.983
289.755,0.985
289.785,0.985
289.815,0.983
289.845,0.985
289.875,0.987
289.905,0.982
289.935,0.984
289.965,0.982
289.995,0.983
290.025,0.981
290.055,0.985
290.085,0.986
290.115,0.976
290.145,0.981
290.175,0.988
290.205,0.985
290.235,0.984
290.265,0.982
290.295,0.985
290.325,0.982
290.355,0.986
290.385,0.988
290.415,0.979
290.445,0.982
290.475,0.982
290.505,0.982
290.535,0.987
290.565,0.986
290.595,0.980
290.625,0.986
290.655,0.987
290.685,0.983
290.715,0.987
290.745,0.987
290.775,0.985
290.805,0.983
290.835,0.982
290.865,0.981
290.895,0.988
290.925,0.987
290.955,0.987
290.985,0.984
291.015,0.979
291.045,0.985
291.075,0.986
291.105,0.988
291.135,0.980
291.165,0.978
291.195,0.982
291.225,0.983
291.255,0.987
291.285,0.986
291.315,0.980
291.345,0.986
291.375,0.984
291.405,0.986
291.435,0.980
291.465,0.979
291.495,0.985
291.525,0.989
291.555,0.985
291.585,0.985
291.615,0.987
291.645,0.983
291.675,0.985
291.705,0.985
291.735,0.984
291.765,0.983
291.795,0.985
291.825,0.981
291.855,0.987
291.885,0.991
291.915,0.981
291.945,0.986
291.975,0.985
292.005,0.991
292.035,0.985
292.065,0.979
292.095,0.982
292.125,0.984
292.155,0.985
292.185,0.986
292.215,0.975
292.245,0.985
292.275,0.983
292.305,0.984
292.335,0.984
292.365,0.981
292.395,0.984
292.425,0.986
292.455,0.984
292.485,0.985
292.515,0.989
292.545,0.985
292.575,0.983
292.605,0.983
292.635,0.981
292.665,0.982
292.695,0.985
292.725,0.987
292.755,0.984
292.785,0.980
292.815,0.989
292.845,0.988
292.875,0.988
292.905,0.981
292.935,0.979
292.965,0.985
292.995,0.989
293.025,0.985
293.055,0.985
293.085,0.976
293.115,0.982
293.145,0.987
293.175,0.988
293.205,0.987
293.235,0.979
293.265,0.981
293.295,0.985
293.325,0.985
293.355,0.985
293.385,0.983
293.415,0.984
293.445,0.983
293.475,0.982
293.505,0.984
293.535,0.984
293.565,0.990
293.595,0.980
293.625,0.984
293.655,0.989
293.685,0.986
293.715,0.988
293.745,0.979
293.775,0.982
293.805,0.983
293.835,0.985
293.865,0.983
293.895,0.980
293.925,0.984
293.955,0.988
293.985,0.989
294.015,0.988
294.045,0.979
294.075,0.979
294.105,0.986
294.135,0.987
294.165,0.987
294.195,0.984
294.225,0.983
294.255,0.989
294.285,0.984
294.315,0.986
294.345,0.985
294.375,0.986
294.405,0.986
294.435,0.981
294.465,0.985
294.495,0.983
294.525,0.989
294.555,0.984
294.585,0.982
294.615,0.986
294.645,0.986
294.675,0.988
294.705,0.987
294.735,0.974
294.765,0.988
294.795,0.996
294.825,0.991
294.855,0.981
294.885,0.979
294.915,0.977
294.945,0.986
294.975,0.986
295.005,0.986
295.035,0.986
295.065,0.982
295.095,0.985
295.125,0.984
295.155,0.988
295.185,0.986
295.215,0.989
295.245,0.987
295.275,0.983
295.305,0.985
295.335,0.982
295.365,0.985
295.395,0.980
295.425,0.985
295.455,0.985
295.485,0.986
295.515,0.986
295.545,0.984
295.575,0.978
295.605,0.991
295.635,0.988
295.665,0.983
295.695,0.982
295.725,0.979
295.755,0.982
295.785,0.985
295.815,0.985
295.845,0.983
295.875,0.986
295.905,0.985
295.935,0.985
295.965,0.983
295.995,0.982
296.025,0.982
296.055,0.983
296.085,0.983
296.115,0.986
296.145,0.987
296.175,0.984
296.205,0.981
296.235,0.990
296.265,0.988
296.295,0.986
296.325,0.980
296.355,0.980
296.385,0.980
296.415,0.982
296.445,0.989
296.475,0.983
296.505,0.983
296.535,0.989
296.565,0.985
296.595,0.987
296.625,0.982
296.655,0.983
296.685,0.987
296.715,0.986
296.745,0.984
296.775,0.983
296.805,0.986
296.835,0.986
296.865,0.985
296.895,0.984
296.925,0.984
296.955,0.982
296.985,0.986
297.015,0.985
297.045,0.986
297.075,0.983
297.105,0.979
297.135,0.986
297.165,0.988
297.195,0.987
297.225,0.977
297.255,0.981
297.285,0.984
297.315,0.988
297.345,0.989
297.375,0.987
297.405,0.978
297.435,0.988
297.465,0.983
297.495,0.977
297.525,0.988
297.555,0.983
297.585,0.983
297.615,0.990
297.645,0.985
297.675,0.984
297.705,0.986
297.735,0.987
297.765,0.984
297.795,0.982
297.825,0.982
297.855,0.984
297.885,0.979
297.915,0.979
297.945,0.979
297.975,0.989
298.005,0.987
298.035,0.988
298.065,0.984
298.095,0.981
298.125,0.981
298.155,0.981
298.185,0.985
298.215,0.987
298.245,0.981
298.275,0.980
298.305,0.985
298.335,0.989
298.365,0.980
298.395,0.982
298.425,0.983
298.455,0.982
298.485,0.984
298.515,0.987
298.545,0.987
298.575,0.983
298.605,0.984
298.635,0.979
298.665,0.986
298.695,0.983
298.725,0.986
298.755,0.977
298.785,0.987
298.815,0.982
298.845,0.988
298.875,0.984
298.905,0.981
298.935,0.980
298.965,0.981
298.995,0.987
299.025,0.986
299.055,0.978
299.085,0.984
299.115,0.986
299.145,0.986
299.175,0.984
299.205,0.981
299.235,0.979
299.265,0.979
299.295,0.978
299.325,0.977
299.355,0.978
299.385,0.976
299.415,0.976
299.445,0.975
299.475,0.977
299.505,0.974
299.535,0.979
299.565,0.976
299.595,0.976
299.625,0.980
299.655,0.988
299.685,0.983
299.715,0.984
299.745,0.977
299.775,0.981
299.805,0.983
299.835,0.982
299.865,0.982
299.895,0.985
299.925,0.984
299.955,0.978
299.985,0.984
300.015,0.987
300.045,0.980
300.075,0.983
300.105,0.976
300.135,0.979
300.165,0.974
300.195,0.969
300.225,0.982
300.255,0.987
300.285,0.981
300.315,0.979
300.345,0.979
300.375,0.985
300.405,0.977
300.435,0.966
300.465,0.971
300.495,0.981
300.525,0.988
300.555,0.971
300.585,0.978
300.615,0.982
300.645,0.978
300.675,0.988
300.705,0.987
300.735,0.984
300.765,0.978
300.795,0.987
300.825,0.982
300.855,0.978
300.885,0.983
300.915,0.980
300.945,0.969
300.975,0.968
301.005,0.972
301.035,0.974
301.065,0.977
301.095,0.980
301.125,0.977
301.155,0.978
301.185,0.978
301.215,0.978
301.245,0.979
301.275,0.982
301.305,0.980
301.335,0.975
301.365,0.974
301.395,0.971
301.425,0.975
301.455,0.979
301.485,0.981
301.515,0.980
301.545,0.970
301.575,0.971
301.605,0.978
301.635,0.972
301.665,0.976
301.695,0.977
301.725,0.982
301.755,0.979
301.785,0.976
301.815,0.979
301.845,0.975
301.875,0.973
301.905,0.974
301.935,0.978
301.965,0.976
301.995,0.972
302.025,0.978
302.055,0.977
302.085,0.977
302.115,0.972
302.145,0.972
302.175,0.976
302.205,0.976
302.235,0.979
302.265,0.979
302.295,0.975
302.325,0.975
302.355,0.977
302.385,0.975
302.415,0.978
302.445,0.973
302.475,0.975
302.505,0.976
302.535,0.978
302.565,0.976
302.595,0.977
302.625,0.974
302.655,0.977
302.685,0.975
302.715,0.979
302.745,0.975
302.775,0.975
302.805,0.975
302.835,0.976
302.865,0.977
302.895,0.977
302.925,0.975
302.955,0.971
302.985,0.979
303.015,0.979
303.045,0.975
303.075,0.971
303.105,0.978
303.135,0.978
303.165,0.976
303.195,0.977
303.225,0.977
303.255,0.973
303.285,0.978
303.315,0.977
303.345,0.979
303.375,0.976
303.405,0.973
303.435,0.973
303.465,0.980
303.495,0.979
303.525,0.978
303.555,0.977
303.585,0.978
303.615,0.976
303.645,0.977
303.675,0.975
303.705,0.974
303.735,0.971
303.765,0.974
303.795,0.978
303.825,0.981
303.855,0.980
303.885,0.971
303.915,0.976
303.945,0.980
303.975,0.979
304.005,0.979
304.035,0.972
304.065,0.974
304.095,0.976
304.125,0.977
304.155,0.975
304.185,0.974
304.215,0.976
304.245,0.979
304.275,0.979
304.305,0.978
304.335,0.973
304.365,0.972
304.395,0.976
304.425,0.979
304.455,0.978
304.485,0.977
304.515,0.977
304.545,0.976
304.575,0.977
304.605,0.977
304.635,0.978
304.665,0.975
304.695,0.975
304.725,0.977
304.755,0.978
304.785,0.979
304.815,0.973
304.845,0.976
304.875,0.982
304.905,0.981
304.935,0.979
304.965,0.972
304.995,0.978
305.025,0.976
305.055,0.982
305.085,0.975
305.115,0.975
305.145,0.977
305.175,0.980
305.205,0.980
305.235,0.978
305.265,0.977
305.295,0.979
305.325,0.983
305.355,0.986
305.385,0.989
305.415,0.987
305.445,0.992
305.475,0.990
305.505,0.983
305.535,0.985
305.565,0.989
305.595,0.987
305.625,0.987
305.655,0.987
305.685,0.989
305.715,0.992
305.745,0.986
305.775,0.980
305.805,0.977
305.835,0.980
305.865,0.983
305.895,0.981
305.925,0.983
305.955,0.976
305.985,0.986
306.015,0.995
306.045,0.992
306.075,0.994
306.105,0.995
306.135,0.986
306.165,0.977
306.195,0.986
306.225,0.992
306.255,0.992
306.285,0.990
306.315,0.999
306.345,0.996
306.375,0.984
306.405,0.985
306.435,0.994
306.465,0.992
306.495,0.993
306.525,0.987
306.555,0.990
306.585,0.992
306.615,0.994
306.645,0.995
306.675,0.994
306.705,0.985
306.735,0.996
306.765,0.998
306.795,0.997
306.825,0.992
306.855,0.986
306.885,0.988
306.915,0.988
306.945,0.986
306.975,0.991
307.005,0.992
307.035,0.987
307.065,0.993
307.095,0.990
307.125,0.983
307.155,0.988
307.185,0.989
307.215,0.993
307.245,0.988
307.275,0.983
307.305,0.988
307.335,0.990
307.365,0.991
307.395,0.986
307.425,0.983
307.455,0.988
307.485,0.991
307.515,0.993
307.545,0.990
307.575,0.983
307.605,0.989
307.635,0.990
307.665,0.992
307.695,0.990
307.725,0.989
307.755,0.984
307.785,0.989
307.815,0.987
307.845,0.991
307.875,0.991
307.905,0.983
307.935,0.989
307.965,0.992
307.995,0.995
308.025,0.987
308.055,0.986
308.085,0.988
308.115,0.992
308.145,0.992
308.175,0.988
308.205,0.983
308.235,0.984
308.265,0.989
308.295,0.992
308.325,0.989
308.355,0.986
308.385,0.986
308.415,0.990
308.445,0.994
308.475,0.989
308.505,0.990
308.535,0.988
308.565,0.988
308.595,0.985
308.625,0.986
308.655,0.988
308.685,0.989
308.715,0.990
308.745,0.982
308.775,0.981
308.805,0.989
308.835,0.986
308.865,0.990
308.895,0.984
308.925,0.987
308.955,0.985
308.985,0.991
309.015,0.987
309.045,0.986
309.075,0.984
309.105,0.990
309.135,0.991
309.165,0.989
309.195,0.981
309.225,0.983
309.255,0.988
309.285,0.987
309.315,0.989
309.345,0.988
309.375,0.986
309.405,0.990
309.435,0.985
309.465,0.986
309.495,0.985
309.525,0.987
309.555,0.988
309.585,0.987
309.615,0.985
309.645,0.981
309.675,0.986
309.705,0.992
309.735,0.988
309.765,0.984
309.795,0.978
309.825,0.983
309.855,0.988
309.885,0.984
309.915,0.989
309.945,0.982
309.975,0.992
310.005,0.988
310.035,0.989
310.065,0.989
310.095,0.982
310.125,0.983
310.155,0.989
310.185,0.988
310.215,0.989
310.245,0.985
310.275,0.985
310.305,0.985
310.335,0.985
310.365,0.988
310.395,0.986
310.425,0.986
310.455,0.985
310.485,0.982
310.515,0.987
310.545,0.990
310.575,0.990
310.605,0.985
310.635,0.981
310.665,0.986
310.695,0.987
310.725,0.989
310.755,0.985
310.785,0.976
310.815,0.987
310.845,0.985
310.875,0.986
310.905,0.988
310.935,0.984
310.965,0.980
310.995,0.985
311.025,0.986
311.055,0.987
311.085,0.986
311.115,0.985
311.145,0.980
311.175,0.984
311.205,0.986
311.235,0.986
311.265,0.982
311.295,0.977
311.325,0.988
311.355,0.988
311.385,0.985
311.415,0.988
311.445,0.981
311.475,0.984
311.505,0.987
311.535,0.988
311.565,0.991
311.595,0.984
311.625,0.983
311.655,0.984
311.685,0.985
311.715,0.986
311.745,0.980
311.775,0.988
311.805,0.985
311.835,0.985
311.865,0.988
311.895,0.984
311.925,0.983
311.955,0.983
311.985,0.982
312.015,0.979
312.045,0.984
312.075,0.986
312.105,0.989
312.135,0.986
312.165,0.982
312.195,0.980
312.225,0.987
312.255,0.990
312.285,0.984
312.315,0.985
312.345,0.978
312.375,0.984
312.405,0.988
312.435,0.985
312.465,0.990
312.495,0.983
312.525,0.984
312.555,0.984
312.585,0.987
312.615,0.986
312.645,0.986
312.675,0.987
312.705,0.986
312.735,0.980
312.765,0.983
312.795,0.989
312.825,0.986
312.855,0.982
312.885,0.979
312.915,0.986
312.945,0.987
312.975,0.987
313.005,0.991
313.035,0.979
313.065,0.984
313.095,0.983
313.125,0.984
313.155,0.987
313.185,0.983
313.215,0.986
313.245,0.986
313.275,0.987
313.305,0.984
313.335,0.985
313.365,0.986
313.395,0.985
313.425,0.984
313.455,0.978
313.485,0.988
313.515,0.988
313.545,0.986
313.575,0.980
313.605,0.981
313.635,0.983
313.665,0.983
313.695,0.989
313.725,0.987
313.755,0.978
313.785,0.986
313.815,0.986
313.845,0.985
313.875,0.981
313.905,0.980
313.935,0.980
313.965,0.987
313.995,0.986
314.025,0.987
314.055,0.985
314.085,0.985
314.115,0.985
314.145,0.988
314.175,0.985
314.205,0.977
314.235,0.989
314.265,0.987
314.295,0.989
314.325,0.983
314.355,0.979
314.385,0.980
314.415,0.983
314.445,0.985
314.475,0.981
314.505,0.984
314.535,0.984
314.565,0.985
314.595,0.984
314.625,0.982
314.655,0.982
314.685,0.988
314.715,0.987
314.745,0.985
314.775,0.984
314.805,0.985
314.835,0.983
314.865,0.982
314.895,0.984
314.925,0.983
314.955,0.987
314.985,0.985
315.015,0.985
315.045,0.988
315.075,0.979
315.105,0.981
315.135,0.992
315.165,0.989
315.195,0.986
315.225,0.979
315.255,0.981
315.285,0.987
315.315,0.991
315.345,0.988
315.375,0.984
315.405,0.984
315.435,0.984
315.465,0.985
315.495,0.984
315.525,0.981
315.555,0.985
315.585,0.983
315.615,0.985
315.645,0.987
315.675,0.981
315.705,0.987
315.735,0.987
315.765,0.988
315.795,0.987
315.825,0.985
315.855,0.986
315.885,0.983
315.915,0.985
315.945,0.984
315.975,0.986
316.005,0.987
316.035,0.980
316.065,0.983
316.095,0.976
316.125,0.986
316.155,0.991
316.185,0.990
316.215,0.984
316.245,0.977
316.275,0.982
316.305,0.986
316.335,0.985
316.365,0.989
316.395,0.985
316.425,0.984
316.455,0.987
316.485,0.984
316.515,0.990
316.545,0.985
316.575,0.987
316.605,0.987
316.635,0.986
316.665,0.987
316.695,0.981
316.725,0.984
316.755,0.989
316.785,0.989
316.815,0.985
316.845,0.978
316.875,0.988
316.905,0.986
316.935,0.986
316.965,0.983
316.995,0.979
317.025,0.985
317.055,0.992
317.085,0.987
317.115,0.986
317.145,0.984
317.175,0.984
317.205,0.988
317.235,0.988
317.265,0.990
317.295,0.983
317.325,0.980
317.355,0.981
317.385,0.981
317.415,0.987
317.445,0.987
317.475,0.981
317.505,0.988
317.535,0.989
317.565,0.988
317.595,0.980
317.625,0.982
317.655,0.984
317.685,0.986
317.715,0.986
317.745,0.984
317.775,0.977
317.805,0.992
317.835,0.984
317.865,0.984
317.895,0.985
317.925,0.981
317.955,0.985
317.985,0.985
318.015,0.986
318.045,0.986
318.075,0.986
318.105,0.984
318.135,0.980
318.165,0.987
318.195,0.984
318.225,0.990
318.255,0.984
318.285,0.979
318.315,0.987
318.345,0.985
318.375,0.989
318.405,0.980
318.435,0.979
318.465,0.985
318.495,0.993
318.525,0.990
318.555,0.982
318.585,0.975
318.615,0.987
318.645,0.988
318.675,0.990
318.705,0.985
318.735,0.983
318.765,0.982
318.795,0.989
318.825,0.989
318.855,0.986
318.885,0.983
318.915,0.984
318.945,0.987
318.975,0.988
319.005,0.994
319.035,0.985
319.065,0.981
319.095,0.978
319.125,0.975
319.155,0.993
319.185,0.996
319.215,0.990
319.245,0.977
319.275,0.979
319.305,0.987
319.335,0.982
319.365,0.998
319.395,0.979
319.425,0.976
319.455,0.982
319.485,0.985
319.515,0.995
319.545,0.993
319.575,0.983
319.605,0.973
319.635,0.971
319.665,0.982
319.695,0.989
319.725,0.989
319.755,0.986
319.785,0.983
319.815,0.985
319.845,0.980
319.875,0.986
319.905,0.990
319.935,0.995
319.965,0.976
319.995,0.979
320.025,0.986
320.055,0.981
320.085,0.987
320.115,0.992
320.145,0.984
320.175,0.975
320.205,0.981
320.235,0.983
320.265,0.976
320.295,0.984
320.325,0.984
320.355,0.987
320.385,0.991
320.415,1.000
320.445,0.998
320.475,0.988
320.505,0.979
320.535,0.975
320.565,0.978
320.595,0.982
320.625,0.981
320.655,0.988
320.685,0.990
320.715,0.988
320.745,0.979
320.775,0.977
320.805,0.995
320.835,0.990
320.865,0.987
320.895,0.982
320.925,0.979
320.955,0.985
320.985,0.991
321.015,0.988
321.045,0.992
321.075,0.986
321.105,0.987
321.135,0.985
321.165,0.986
321.195,0.990
321.225,0.975
321.255,0.978
321.285,0.976
321.315,0.982
321.345,0.979
321.375,0.979
321.405,0.986
321.435,0.983
321.465,0.979
321.495,0.989
321.525,0.989
321.555,0.978
321.585,0.976
321.615,0.973
321.645,0.983
321.675,0.968
321.705,0.967
321.735,0.974
321.765,0.966
321.795,0.995
321.825,0.989
321.855,0.988
321.885,1.005
321.915,1.031
321.945,1.009
321.975,0.985
322.005,1.009
322.035,0.988
322.065,0.978
322.095,0.966
322.125,0.961
322.155,0.983
322.185,0.985
322.215,0.995
322.245,0.988
322.275,0.992
322.305,0.972
322.335,0.967
322.365,0.972
322.395,0.964
322.425,0.969
322.455,0.977
322.485,0.984
322.515,0.988
322.545,0.978
322.575,0.997
322.605,1.012
322.635,0.983
322.665,0.963
322.695,0.951
322.725,0.961
322.755,0.968
322.785,0.980
322.815,0.989
322.845,0.979
322.875,1.005
322.905,0.984
322.935,0.968
322.965,0.975
322.995,0.963
323.025,0.975
323.055,0.974
323.085,0.961
323.115,0.969
323.145,0.979
323.175,0.976
323.205,0.981
323.235,0.977
323.265,0.976
323.295,0.984
323.325,0.990
323.355,0.987
323.385,0.980
323.415,0.973
323.445,0.966
323.475,0.970
323.505,0.980
323.535,0.981
323.565,0.980
323.595,0.983
323.625,0.978
323.655,0.978
323.685,0.981
323.715,0.983
323.745,0.977
323.775,0.978
323.805,0.990
323.835,0.978
323.865,0.979
323.895,0.984
323.925,0.975
323.955,0.979
323.985,0.981
324.015,0.972
324.045,0.969
324.075,0.979
324.105,0.979
324.135,0.981
324.165,0.980
324.195,0.975
324.225,0.977
324.255,0.985
324.285,0.978
324.315,0.979
324.345,0.980
324.375,0.979
324.405,0.977
324.435,0.979
324.465,0.977
324.495,0.971
324.525,0.976
324.555,0.979
324.585,0.978
324.615,0.983
324.645,0.971
324.675,0.975
324.705,0.989
324.735,0.985
324.765,0.974
324.795,0.970
324.825,0.975
324.855,0.978
324.885,0.978
324.915,0.973
324.945,0.970
324.975,0.981
325.005,0.976
325.035,0.978
325.065,0.978
325.095,0.972
325.125,0.976
325.155,0.977
325.185,0.972
325.215,0.976
325.245,0.979
325.275,0.981
325.305,0.976
325.335,0.975
325.365,0.976
325.395,0.972
325.425,0.974
325.455,0.972
325.485,0.967
325.515,0.976
325.545,0.980
325.575,0.983
325.605,0.971
325.635,0.970
325.665,0.980
325.695,0.979
325.725,0.979
325.755,0.973
325.785,0.969
325.815,0.971
325.845,0.974
325.875,0.978
325.905,0.975
325.935,0.977
325.965,0.975
325.995,0.978
326.025,0.978
326.055,0.974
326.085,0.977
326.115,0.979
326.145,0.972
326.175,0.975
326.205,0.973
326.235,0.978
326.265,0.978
326.295,0.966
326.325,0.976
326.355,0.982
326.385,0.984
326.415,0.975
326.445,0.966
326.475,0.974
326.505,0.978
326.535,0.983
326.565,0.974
326.595,0.971
326.625,0.976
326.655,0.981
326.685,0.979
326.715,0.976
326.745,0.972
326.775,0.971
326.805,0.974
326.835,0.975
326.865,0.979
326.895,0.979
326.925,0.977
326.955,0.975
326.985,0.974
327.015,0.976
327.045,0.977
327.075,0.978
327.105,0.968
327.135,0.974
327.165,0.977
327.195,0.985
327.225,0.985
327.255,0.968
327.285,0.975
327.315,0.982
327.345,0.979
327.375,0.980
327.405,0.969
327.435,0.968
327.465,0.977
327.495,0.977
327.525,0.982
327.555,0.973
327.585,0.974
327.615,0.975
327.645,0.977
327.675,0.986
327.705,0.976
327.735,0.974
327.765,0.974
327.795,0.977
327.825,0.973
327.855,0.980
327.885,0.977
327.915,0.970
327.945,0.977
327.975,0.984
328.005,0.979
328.035,0.976
328.065,0.975
328.095,0.979
328.125,0.988
328.155,0.987
328.185,0.970
328.215,0.964
328.245,0.970
328.275,0.983
328.305,0.975
328.335,0.975
328.365,0.975
328.395,0.977
328.425,0.976
328.455,0.978
328.485,0.976
328.515,0.979
328.545,0.979
328.575,0.981
328.605,0.972
328.635,0.983
328.665,0.981
328.695,0.973
328.725,0.978
328.755,0.986
328.785,0.971
328.815,0.973
328.845,0.967
328.875,0.973
328.905,0.978
328.935,0.984
328.965,0.974
328.995,0.967
329.025,0.975
329.055,0.976
329.085,0.979
329.115,0.979
329.145,0.975
329.175,0.970
329.205,0.971
329.235,0.979
329.265,0.983
329.295,0.979
329.325,0.976
329.355,0.975
329.385,0.977
329.415,0.975
329.445,0.978
329.475,0.974
329.505,0.977
329.535,0.986
329.565,0.978
329.595,0.976
329.625,0.974
329.655,0.974
329.685,0.983
329.715,0.985
329.745,0.977
329.775,0.973
329.805,0.974
329.835,0.979
329.865,0.980
329.895,0.976
329.925,0.977
329.955,0.985
329.985,0.980
330.015,0.973
330.045,0.983
330.075,0.981
330.105,0.983
330.135,0.978
330.165,0.979
330.195,0.978
330.225,0.978
330.255,0.969
330.285,0.976
330.315,0.984
330.345,0.979
330.375,0.972
330.405,0.972
330.435,0.970
330.465,0.977
330.495,0.980
330.525,0.975
330.555,0.967
330.585,0.976
330.615,0.976
330.645,0.975
330.675,0.977
330.705,0.974
330.735,0.975
330.765,0.977
330.795,0.982
330.825,0.987
330.855,0.985
330.885,0.976
330.915,0.971
330.945,0.969
330.975,0.972
331.005,0.978
331.035,0.971
331.065,0.977
331.095,0.982
331.125,0.989
331.155,0.983
331.185,0.969
331.215,0.971
331.245,0.977
331.275,0.983
331.305,0.981
331.335,0.969
331.365,0.975
331.395,0.983
331.425,0.973
331.455,0.978
331.485,0.980
331.515,0.973
331.545,0.978
331.575,0.977
331.605,0.980
331.635,0.977
331.665,0.977
331.695,0.976
331.725,0.976
331.755,0.975
331.785,0.978
331.815,0.976
331.845,0.978
331.875,0.984
331.905,0.990
331.935,0.986
331.965,0.970
331.995,0.965
332.025,0.980
332.055,0.984
332.085,0.985
332.115,0.982
332.145,0.979
332.175,0.989
332.205,0.987
332.235,0.980
332.265,0.985
332.295,0.977
332.325,0.971
332.355,0.971
332.385,0.986
332.415,0.995
332.445,0.992
332.475,0.989
332.505,0.985
332.535,0.986
332.565,0.989
332.595,0.989
332.625,0.994
332.655,0.992
332.685,0.996
332.715,0.992
332.745,0.993
332.775,0.983
332.805,0.987
332.835,0.988
332.865,0.976
332.895,0.986
332.925,0.974
332.955,0.975
332.985,0.982
333.015,0.977
333.045,0.976
333.075,0.979
333.105,0.983
333.135,0.992
333.165,0.988
333.195,0.989
333.225,0.989
333.255,0.986
333.285,0.977
333.315,0.974
333.345,0.979
333.375,0.981
333.405,0.986
333.435,0.982
333.465,0.979
333.495,0.986
333.525,0.985
333.555,0.991
333.585,1.001
333.615,1.010
333.645,1.018
333.675,1.028
333.705,1.007
333.735,0.992
333.765,0.979
333.795,0.962
333.825,0.968
333.855,0.969
333.885,0.975
333.915,0.981
333.945,0.976
333.975,0.979
334.005,0.988
334.035,0.995
334.065,0.989
334.095,0.992
334.125,0.997
334.155,0.988
334.185,0.996
334.215,0.996
334.245,0.985
334.275,0.992
334.305,0.998
334.335,0.993
334.365,0.995
334.395,0.989
