df_hash,22ZHK4.U9L6MD
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.GEJP
person_label,V17-2
date_time_start,2025-05-23_10-04-38.748000_+03
date_time_start_unix,1747983878.748
date_time_end,2025-05-23_10-13-21.900000_+03
length_difference_noticed,no

time,ppg_ir,ppg_ambient,ppg_red
5.135,155794,168,18440
5.139,155771,168,18438
5.144,155772,169,18435
5.149,155766,168,18432
5.154,155754,168,18438
5.159,155754,168,18436
5.164,155753,170,18437
5.169,155746,169,18438
5.174,155752,168,18435
5.179,155732,168,18435
5.184,155743,168,18436
5.189,155752,168,18439
5.194,155751,168,18436
5.199,155758,170,18435
5.204,155768,169,18433
5.209,155756,169,18431
5.214,155786,168,18429
5.219,155771,168,18426
5.224,155771,168,18427
5.229,155792,168,18427
5.234,155801,168,18423
5.239,155807,168,18424
5.244,155834,168,18416
5.249,155832,168,18407
5.254,155856,169,18403
5.259,155877,168,18400
5.264,155884,168,18395
5.269,155947,168,18392
5.274,155962,169,18380
5.278,156002,168,18360
5.283,156053,168,18375
5.288,156090,168,18367
5.293,156133,171,18364
5.298,156178,169,18366
5.303,156207,168,18361
5.308,156260,168,18361
5.313,156297,168,18358
5.318,156346,168,18359
5.323,156386,169,18357
5.328,156407,168,18353
5.333,156458,168,18350
5.338,156498,168,18346
5.343,156538,168,18342
5.348,156565,170,18342
5.353,156612,169,18344
5.358,156666,168,18346
5.363,156696,168,18342
5.368,156719,168,18346
5.373,156744,168,18346
5.378,156761,170,18310
5.383,156781,168,18346
5.388,156807,168,18347
5.393,156820,168,18351
5.398,156826,170,18336
5.403,156838,169,18355
5.408,156847,168,18360
5.413,156840,168,18361
5.417,156848,168,18364
5.422,156860,170,18368
5.427,156905,168,18371
5.432,156890,170,18379
5.437,156882,169,18380
5.442,156884,168,18387
5.447,156909,168,18390
5.452,156903,168,18390
5.457,156898,168,18407
5.462,156907,168,18407
5.467,156904,170,18407
5.472,156918,169,18408
5.477,156914,168,18416
5.482,156928,168,18412
5.487,156932,170,18423
5.492,156930,169,18428
5.497,156913,168,18425
5.502,156948,168,18431
5.507,156943,168,18429
5.512,156936,168,18433
5.517,156935,169,18433
5.522,156930,168,18438
5.527,156939,170,18434
5.532,156940,169,18437
5.537,156930,169,18434
5.542,156930,168,18440
5.547,156946,168,18444
5.552,156953,168,18442
5.556,156965,168,18444
5.561,156960,169,18441
5.566,156981,168,18443
5.571,156976,169,18446
5.576,157004,168,18449
5.581,156999,168,18452
5.586,157012,168,18448
5.591,157018,169,18452
5.596,157026,169,18458
5.601,157037,168,18460
5.606,157050,168,18458
5.611,157031,168,18462
5.616,157082,170,18463
5.621,157067,169,18461
5.626,157074,168,18462
5.631,157087,170,18462
5.636,157088,169,18468
5.641,157090,168,18462
5.646,157082,168,18463
5.651,157117,168,18467
5.656,157119,168,18467
5.661,157125,170,18467
5.666,157123,169,18464
5.671,157133,170,18482
5.676,157139,169,18459
5.681,157151,169,18468
