Time (s),Resistance (Ω),Stage
1,15356.04,Calibration
2,16066.2,Calibration
3,16082.8,Calibration
4,15754.72,Calibration
5,15641.83,Calibration
6,15434.78,Calibration
7,15950.57,Calibration
8,15371.75,Calibration
9,15852.27,Calibration
10,15868.6,Calibration
11,15434.78,Calibration
12,15293.39,Calibration
13,15852.27,Calibration
14,15770.92,Calibration
15,15169.02,Calibration
16,15593.75,Calibration
17,14863.39,Calibration
18,15593.75,Calibration
19,15625.78,Calibration
20,15593.75,Normal
21,15324.68,Normal
22,14863.39,Normal
23,14818.18,Normal
24,14954.29,Normal
25,14939.1,Normal
26,14954.29,Normal
27,14984.75,Normal
28,14668.67,Normal
29,15076.55,Normal
30,14954.29,Normal
31,14609.37,Normal
32,14984.75,Normal
33,14893.62,Normal
34,14984.75,Normal
35,14878.49,Normal
36,14893.62,Normal
37,14833.23,Normal
38,15015.27,Normal
39,14698.43,Normal
40,15015.27,Normal
41,14818.18,Normal
42,14594.6,Normal
43,14848.3,Normal
44,14638.99,Normal
45,14803.15,Normal
46,14579.83,Normal
47,14594.6,Normal
48,14683.54,Normal
49,14506.28,Normal
50,14535.65,Normal
51,14116.61,Normal
52,14476.99,Normal
53,14273.86,Normal
54,14331.55,Normal
55,14520.96,Normal
56,14173.55,Normal
57,14045.8,Normal
58,14375,Normal
59,14476.99,Normal
60,13905.43,Normal
61,14173.55,Normal
62,13766.69,Normal
63,14145.05,Normal
64,13684.21,Normal
65,13684.21,Normal
66,13684.21,Normal
67,13849.74,Normal
68,13697.92,Normal
69,13877.55,Normal
70,13919.39,Normal
71,13520.97,Normal
72,13919.39,Normal
73,13849.74,Normal
74,13835.85,Normal
75,13711.64,Normal
76,13739.13,Normal
77,13905.43,Normal
78,13480.5,Normal
79,13670.52,Normal
80,13400,Normal
81,13493.98,Normal
82,13453.61,Normal
83,13453.61,Normal
84,13453.61,Normal
85,13201.13,Normal
86,13044.46,Normal
87,13293.51,Normal
88,13240.64,Normal
89,13174.87,Normal
90,13057.43,Normal
91,13057.43,Normal
92,13096.45,Normal
93,13057.43,Normal
94,12636.82,Normal
95,12915.5,Normal
96,12864.32,Normal
97,12813.37,Normal
98,12800.67,Normal
99,12413.79,Normal
100,12686.98,Normal
101,12462.97,Normal
102,12636.82,Normal
103,12340.43,Normal
104,12413.79,Normal
105,12475.3,Normal
106,12267.54,Normal
107,12462.97,Normal
108,12377.05,Normal
109,12426.07,Normal
110,12316.08,Normal
111,12291.78,Normal
112,12255.43,Normal
113,12207.16,Normal
114,12004.3,Normal
115,12243.35,Normal
116,12267.54,Normal
117,12207.16,Normal
118,12027.97,Normal
119,12171.09,Normal
120,11957.1,Normal
121,12147.11,Normal
122,11980.68,Normal
123,12063.58,Normal
124,11875,Normal
125,12016.13,Normal
126,12004.3,Normal
127,11840,Normal
128,11957.1,Normal
129,11851.65,Normal
130,11747.21,Normal
131,11863.32,Normal
132,11632.33,Normal
133,11575.34,Normal
134,11563.98,Normal
135,11793.51,Normal
136,11518.66,Normal
137,11541.29,Normal
138,11496.06,Normal
139,11724.14,Normal
140,11712.62,Normal
141,11689.62,Normal
142,11518.66,Normal
143,11724.14,Normal
144,11689.62,Normal
145,11620.91,Normal
146,11643.76,Normal
147,11394.98,Normal
148,11372.65,Normal
149,11428.57,Normal
150,11383.81,Normal
151,11496.06,Normal
152,11507.35,Normal
153,11383.81,Normal
154,11507.35,Normal
155,11151.86,Normal
156,11184.69,Normal
157,11162.79,Normal
158,11439.79,Normal
159,11151.86,Normal
160,11451.02,Normal
161,11350.36,Normal
162,11317.02,Normal
163,11086.51,Normal
164,11206.63,Normal
165,11272.73,Normal
166,11184.69,Normal
167,11140.94,Normal
168,11000,Normal
169,11272.73,Normal
170,11272.73,Normal
171,11261.68,Normal
172,11250.65,Normal
173,11130.03,Normal
174,11151.86,Normal
175,11195.65,Normal
176,11151.86,Normal
177,11086.51,Normal
178,11000,Normal
179,10839.69,Normal
180,11119.13,Normal
181,10967.74,Normal
182,11151.86,Normal
183,10978.48,Normal
184,11000,Normal
185,10903.52,Normal
186,10860.93,Normal
187,10957.01,Normal
188,11000,Normal
189,10903.52,Normal
190,10807.93,Normal
191,10978.48,Normal
192,10755.2,Normal
193,10978.48,Normal
194,10807.93,Normal
195,11000,Normal
196,10681.82,Normal
197,10839.69,Normal
198,10946.29,Normal
199,10957.01,Normal
200,10935.58,Normal
201,10957.01,Normal
202,10692.27,Normal
203,10946.29,Normal
204,10681.82,Normal
205,10650.53,Normal
206,10702.73,Normal
207,10807.93,Normal
208,10850.31,Normal
209,10692.27,Normal
210,10807.93,Normal
211,10734.18,Normal
212,10650.53,Normal
213,10702.73,Normal
214,10692.27,Normal
215,10807.93,Normal
216,10734.18,Normal
217,10588.24,Normal
218,10516.03,Normal
219,10786.8,Normal
220,10755.2,Normal
221,10755.2,Normal
222,10755.2,Normal
223,10692.27,Normal
224,10734.18,Normal
225,10475,Normal
226,10734.18,Normal
227,10692.27,Normal
228,10702.73,Normal
229,10423.94,Normal
230,10464.77,Normal
231,10692.27,Normal
232,10660.95,Normal
233,10650.53,Normal
234,10640.12,Normal
235,10475,Normal
236,10588.24,Normal
237,10629.72,Normal
238,10619.33,Normal
239,10567.55,Normal
240,10640.12,Normal
241,10629.72,Normal
242,10577.89,Normal
243,10475,Normal
244,10182.36,Normal
245,10464.77,Normal
246,10383.27,Normal
247,10505.76,Normal
248,10526.32,Normal
249,10322.58,Normal
250,10475,Normal
251,10526.32,Normal
252,10495.5,Normal
253,10526.32,Normal
254,10567.55,Normal
255,10577.89,Normal
256,10546.91,Normal
257,10557.23,Normal
258,10577.89,Normal
259,10475,Normal
260,10505.76,Stress
261,10702.73,Stress
262,10588.24,Stress
264,10516.03,Stress
264,10786.8,Stress
265,10650.53,Stress
266,10776.25,Stress
267,10536.61,Stress
268,10807.93,Stress
269,10839.69,Stress
270,10807.93,Stress
271,10640.12,Stress
272,10946.29,Stress
273,10744.68,Stress
274,10807.93,Stress
275,10924.89,Stress
276,10967.74,Stress
277,11053.98,Stress
278,10839.69,Stress
279,10818.5,Stress
280,11151.86,Stress
281,11151.86,Stress
282,11130.03,Stress
283,11228.62,Stress
284,11184.69,Stress
285,11151.86,Stress
286,11328.12,Stress
287,11305.93,Stress
288,11462.26,Stress
289,11496.06,Stress
290,11496.06,Stress
291,11632.33,Stress
292,11770.33,Stress
293,11666.67,Stress
294,11632.33,Stress
295,11898.4,Stress
296,12004.3,Stress
297,12219.21,Stress
298,12255.43,Stress
299,12316.08,Stress
300,12561.98,Stress
301,12864.32,Stress
302,12724.75,Stress
303,12992.7,Stress
304,13227.45,Stress
305,13214.29,Stress
306,13057.43,Stress
307,13386.64,Stress
308,13877.55,Stress
309,14145.05,Stress
310,14288.26,Stress
311,14088.24,Stress
312,14288.26,Stress
313,14803.15,Stress
314,14939.1,Stress
315,14893.62,Stress
316,15122.7,Stress
317,15593.75,Stress
318,15690.09,Stress
319,16000,Stress
320,16066.2,Stress
321,16099.43,Stress
322,16677.53,Stress
323,16905.39,Stress
324,17119.21,Stress
325,17173.19,Stress
326,17725.12,Stress
327,17857.14,Stress
328,17857.14,Stress
329,18105.7,Stress
330,18067.17,Stress
331,18616.35,Stress
332,18939.93,Stress
333,19524.15,Stress
334,20066.08,Stress
335,20310.88,Stress
336,19545.46,Stress
337,19978.04,Stress
338,19695.43,Stress
339,20132.45,Stress
340,20243.72,Stress
341,21046.25,Stress
342,21818.18,Stress
343,22397.15,Stress
344,21917.38,Stress
345,21744.19,Stress
346,22320.44,Stress
347,22042.25,Stress
348,22269.5,Stress
349,22629.48,Stress
350,22448.49,Stress
351,23265.64,Stress
352,23759.28,Stress
353,23842.98,Stress
354,23648.31,Stress
355,23983.4,Stress
356,24267.78,Stress
357,24411.76,Stress
358,25029.94,Stress
359,25670.73,Stress
360,26759.43,Stress
361,26079.29,Stress
362,26464.83,Stress
363,26271.04,Stress
364,26595.18,Stress
365,26991.87,Stress
366,27603.31,Stress
367,28815.17,Stress
368,29111.75,Stress
369,29000,Stress
370,29375,Stress
371,30029.33,Stress
372,30107.74,Stress
373,29412.9,Stress
374,30029.33,Stress
375,30186.46,Stress
376,29488.91,Stress
377,30384.62,Stress
378,30464.43,Stress
379,30029.33,Stress
380,32129.63,Stress
381,32173.02,Stress
