df_hash,22ZHK4.4549PD
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.RR3X
person_label,V8
date_time_start,2025-05-21_10-22-56.669000_+03
date_time_start_unix,1747812176.669
date_time_end,2025-05-21_10-30-43.316000_+03
length_difference_noticed,no

time,acc_x,acc_y,acc_z
4.918,-0.580,0.785,-0.037
4.928,-0.584,0.785,-0.039
4.938,-0.580,0.787,-0.039
4.948,-0.586,0.787,-0.037
4.958,-0.584,0.785,-0.035
4.968,-0.582,0.787,-0.037
4.977,-0.580,0.789,-0.035
4.987,-0.582,0.791,-0.035
4.997,-0.580,0.785,-0.039
5.007,-0.582,0.783,-0.041
5.017,-0.584,0.785,-0.041
5.027,-0.584,0.787,-0.041
5.037,-0.580,0.791,-0.041
5.047,-0.576,0.799,-0.035
5.057,-0.572,0.803,-0.031
5.067,-0.572,0.801,-0.031
5.077,-0.570,0.799,-0.033
5.087,-0.566,0.799,-0.031
5.097,-0.568,0.797,-0.035
5.106,-0.566,0.795,-0.033
5.116,-0.570,0.793,-0.035
5.126,-0.568,0.795,-0.037
5.136,-0.568,0.799,-0.035
5.146,-0.568,0.799,-0.033
5.156,-0.568,0.799,-0.035
5.166,-0.568,0.799,-0.031
5.176,-0.570,0.799,-0.033
5.186,-0.564,0.793,-0.033
5.196,-0.564,0.795,-0.037
5.206,-0.564,0.795,-0.037
5.216,-0.564,0.793,-0.033
5.226,-0.568,0.789,-0.037
5.235,-0.570,0.793,-0.037
5.245,-0.576,0.791,-0.031
5.255,-0.578,0.793,-0.031
5.265,-0.574,0.795,-0.027
5.275,-0.568,0.795,-0.021
5.285,-0.570,0.795,-0.025
5.295,-0.570,0.791,-0.021
5.305,-0.570,0.785,-0.023
5.315,-0.572,0.781,-0.023
5.325,-0.580,0.775,-0.023
5.335,-0.586,0.777,-0.025
5.345,-0.594,0.777,-0.025
5.354,-0.598,0.773,-0.027
5.364,-0.602,0.777,-0.029
5.374,-0.600,0.779,-0.025
5.384,-0.600,0.779,-0.031
5.394,-0.598,0.781,-0.029
5.404,-0.594,0.771,-0.033
5.414,-0.596,0.773,-0.029
5.424,-0.592,0.775,-0.031
5.434,-0.590,0.779,-0.027
5.444,-0.584,0.783,-0.031
5.454,-0.584,0.781,-0.035
5.464,-0.584,0.779,-0.037
5.474,-0.588,0.775,-0.039
5.483,-0.592,0.771,-0.041
5.493,-0.588,0.773,-0.045
5.503,-0.590,0.771,-0.041
5.513,-0.590,0.773,-0.047
5.523,-0.590,0.775,-0.047
5.533,-0.590,0.777,-0.045
5.543,-0.590,0.777,-0.049
5.553,-0.592,0.781,-0.051
5.563,-0.594,0.789,-0.051
5.573,-0.594,0.789,-0.051
5.583,-0.600,0.783,-0.055
5.593,-0.607,0.785,-0.057
5.603,-0.605,0.773,-0.057
5.612,-0.615,0.764,-0.061
5.622,-0.619,0.770,-0.062
5.632,-0.613,0.779,-0.057
5.642,-0.613,0.768,-0.053
5.652,-0.613,0.783,-0.053
5.662,-0.602,0.785,-0.049
5.672,-0.613,0.756,-0.062
5.682,-0.615,0.764,-0.068
5.692,-0.613,0.758,-0.061
5.702,-0.615,0.738,-0.072
5.712,-0.617,0.736,-0.066
5.722,-0.629,0.736,-0.064
5.731,-0.643,0.730,-0.070
5.741,-0.654,0.727,-0.072
5.751,-0.658,0.734,-0.066
5.761,-0.668,0.729,-0.070
5.771,-0.672,0.734,-0.072
5.781,-0.664,0.732,-0.074
5.791,-0.643,0.727,-0.068
5.801,-0.643,0.729,-0.062
5.811,-0.658,0.730,-0.068
5.821,-0.672,0.725,-0.070
5.831,-0.680,0.727,-0.070
5.841,-0.684,0.738,-0.068
5.851,-0.680,0.746,-0.064
5.860,-0.674,0.754,-0.064
5.870,-0.656,0.762,-0.059
5.880,-0.646,0.766,-0.061
5.890,-0.631,0.762,-0.057
5.900,-0.631,0.750,-0.061
5.910,-0.627,0.740,-0.066
5.920,-0.617,0.736,-0.061
5.930,-0.613,0.738,-0.061
5.940,-0.615,0.742,-0.064
5.950,-0.607,0.750,-0.059
5.960,-0.607,0.758,-0.057
5.970,-0.605,0.760,-0.064
5.980,-0.604,0.756,-0.062
5.989,-0.607,0.756,-0.068
5.999,-0.605,0.750,-0.066
6.009,-0.605,0.748,-0.066
6.019,-0.594,0.746,-0.059
6.029,-0.586,0.750,-0.057
6.039,-0.602,0.754,-0.057
6.049,-0.613,0.760,-0.070
6.059,-0.621,0.762,-0.068
6.069,-0.627,0.766,-0.072
6.079,-0.635,0.764,-0.082
6.089,-0.639,0.762,-0.086
6.099,-0.637,0.764,-0.086
6.108,-0.633,0.766,-0.082
6.118,-0.633,0.770,-0.084
6.128,-0.627,0.775,-0.080
6.138,-0.625,0.775,-0.084
6.148,-0.621,0.775,-0.084
6.158,-0.615,0.777,-0.080
6.168,-0.605,0.775,-0.078
6.178,-0.604,0.775,-0.076
6.188,-0.596,0.773,-0.078
6.198,-0.594,0.762,-0.076
6.208,-0.590,0.760,-0.078
6.218,-0.590,0.754,-0.078
6.228,-0.590,0.754,-0.078
6.237,-0.594,0.758,-0.076
6.247,-0.602,0.770,-0.080
6.257,-0.604,0.771,-0.076
6.267,-0.604,0.770,-0.080
6.277,-0.607,0.771,-0.082
6.287,-0.604,0.771,-0.082
6.297,-0.600,0.773,-0.076
6.307,-0.594,0.768,-0.078
6.317,-0.592,0.766,-0.076
6.327,-0.594,0.762,-0.076
6.337,-0.596,0.764,-0.082
6.347,-0.600,0.766,-0.080
6.356,-0.607,0.768,-0.084
6.366,-0.609,0.773,-0.082
6.376,-0.604,0.773,-0.086
6.386,-0.604,0.771,-0.084
6.396,-0.604,0.770,-0.086
6.406,-0.604,0.768,-0.088
6.416,-0.600,0.762,-0.086
6.426,-0.600,0.762,-0.088
6.436,-0.604,0.762,-0.090
6.446,-0.607,0.760,-0.084
6.456,-0.609,0.764,-0.082
6.466,-0.613,0.771,-0.084
6.476,-0.615,0.766,-0.084
6.485,-0.611,0.766,-0.084
6.495,-0.615,0.768,-0.086
6.505,-0.611,0.768,-0.082
6.515,-0.611,0.766,-0.082
6.525,-0.609,0.766,-0.076
6.535,-0.604,0.762,-0.080
6.545,-0.605,0.756,-0.086
6.555,-0.605,0.756,-0.082
6.565,-0.604,0.768,-0.078
6.575,-0.609,0.766,-0.076
6.585,-0.613,0.770,-0.078
6.595,-0.609,0.764,-0.082
6.605,-0.611,0.756,-0.078
6.614,-0.605,0.756,-0.080
6.624,-0.611,0.754,-0.078
6.634,-0.613,0.758,-0.078
6.644,-0.619,0.764,-0.078
6.654,-0.617,0.766,-0.076
6.664,-0.623,0.762,-0.076
6.674,-0.625,0.764,-0.082
6.684,-0.621,0.766,-0.074
6.694,-0.623,0.764,-0.074
6.704,-0.631,0.756,-0.076
6.714,-0.627,0.758,-0.074
6.724,-0.619,0.760,-0.064
6.733,-0.619,0.750,-0.068
6.743,-0.617,0.752,-0.070
6.753,-0.613,0.754,-0.066
6.763,-0.617,0.754,-0.070
6.773,-0.617,0.756,-0.066
6.783,-0.613,0.760,-0.066
6.793,-0.613,0.760,-0.064
6.803,-0.611,0.760,-0.066
6.813,-0.607,0.760,-0.068
6.823,-0.605,0.762,-0.068
6.833,-0.604,0.766,-0.070
6.843,-0.600,0.768,-0.070
6.853,-0.596,0.766,-0.070
6.862,-0.600,0.768,-0.070
6.872,-0.604,0.768,-0.072
6.882,-0.602,0.771,-0.072
6.892,-0.607,0.768,-0.070
6.902,-0.613,0.770,-0.072
6.912,-0.607,0.771,-0.076
6.922,-0.602,0.770,-0.068
6.932,-0.600,0.773,-0.070
6.942,-0.602,0.771,-0.070
6.952,-0.600,0.773,-0.070
6.962,-0.596,0.771,-0.068
6.972,-0.600,0.768,-0.072
6.982,-0.598,0.766,-0.072
6.991,-0.600,0.768,-0.070
7.001,-0.602,0.766,-0.070
7.011,-0.609,0.764,-0.068
7.021,-0.604,0.764,-0.068
7.031,-0.607,0.766,-0.068
7.041,-0.605,0.766,-0.068
7.051,-0.604,0.764,-0.070
7.061,-0.600,0.760,-0.072
7.071,-0.605,0.764,-0.072
7.081,-0.611,0.766,-0.072
7.091,-0.611,0.766,-0.076
7.101,-0.617,0.764,-0.076
7.110,-0.615,0.766,-0.078
7.120,-0.613,0.760,-0.080
7.130,-0.617,0.758,-0.074
7.140,-0.611,0.764,-0.076
7.150,-0.611,0.766,-0.074
7.160,-0.605,0.768,-0.076
7.170,-0.607,0.766,-0.076
7.180,-0.611,0.762,-0.072
7.190,-0.613,0.758,-0.080
7.200,-0.617,0.756,-0.078
7.210,-0.617,0.756,-0.076
7.220,-0.615,0.758,-0.076
7.230,-0.617,0.760,-0.074
7.239,-0.619,0.764,-0.076
7.249,-0.617,0.766,-0.066
7.259,-0.615,0.764,-0.074
7.269,-0.621,0.758,-0.072
7.279,-0.619,0.756,-0.072
7.289,-0.623,0.756,-0.066
7.299,-0.629,0.752,-0.078
7.309,-0.625,0.756,-0.078
7.319,-0.623,0.758,-0.066
7.329,-0.627,0.764,-0.066
7.339,-0.627,0.764,-0.068
7.349,-0.619,0.764,-0.062
7.358,-0.619,0.756,-0.064
7.368,-0.621,0.756,-0.064
7.378,-0.619,0.758,-0.062
7.388,-0.621,0.758,-0.059
7.398,-0.619,0.762,-0.053
7.408,-0.617,0.764,-0.051
7.418,-0.617,0.754,-0.055
7.428,-0.615,0.756,-0.051
7.438,-0.607,0.764,-0.049
7.448,-0.613,0.766,-0.047
7.458,-0.613,0.758,-0.053
7.468,-0.615,0.760,-0.051
7.478,-0.617,0.756,-0.049
7.487,-0.621,0.758,-0.051
7.497,-0.619,0.756,-0.051
7.507,-0.617,0.756,-0.049
7.517,-0.617,0.760,-0.055
7.527,-0.617,0.758,-0.049
7.537,-0.615,0.764,-0.055
7.547,-0.611,0.764,-0.051
7.557,-0.609,0.762,-0.055
7.567,-0.611,0.758,-0.057
7.577,-0.609,0.762,-0.061
7.587,-0.609,0.760,-0.062
7.597,-0.609,0.764,-0.055
7.607,-0.611,0.766,-0.055
7.616,-0.607,0.768,-0.059
7.626,-0.611,0.770,-0.062
7.636,-0.611,0.770,-0.061
7.646,-0.605,0.768,-0.057
7.656,-0.604,0.768,-0.059
7.666,-0.605,0.766,-0.059
7.676,-0.609,0.760,-0.062
7.686,-0.607,0.758,-0.064
7.696,-0.611,0.768,-0.064
7.706,-0.609,0.768,-0.062
7.716,-0.609,0.771,-0.064
7.726,-0.611,0.773,-0.064
7.735,-0.609,0.770,-0.062
7.745,-0.607,0.768,-0.061
7.755,-0.605,0.768,-0.059
7.765,-0.605,0.768,-0.061
7.775,-0.609,0.764,-0.059
7.785,-0.611,0.762,-0.059
7.795,-0.613,0.762,-0.059
7.805,-0.613,0.764,-0.055
7.815,-0.615,0.762,-0.059
7.825,-0.613,0.764,-0.057
7.835,-0.611,0.770,-0.053
7.845,-0.609,0.771,-0.053
7.855,-0.609,0.766,-0.055
7.864,-0.607,0.768,-0.055
7.874,-0.605,0.762,-0.053
7.884,-0.609,0.762,-0.057
7.894,-0.611,0.756,-0.053
7.904,-0.617,0.756,-0.055
7.914,-0.615,0.760,-0.053
7.924,-0.617,0.762,-0.055
7.934,-0.617,0.766,-0.051
7.944,-0.613,0.766,-0.055
7.954,-0.611,0.762,-0.053
7.964,-0.611,0.764,-0.057
7.974,-0.611,0.762,-0.057
7.984,-0.613,0.762,-0.055
7.993,-0.613,0.766,-0.053
8.003,-0.615,0.766,-0.055
