df_hash,22ZHK4.4549PD
319.707,36.906
320.731,36.906
321.721,36.906
323.122,36.906
323.705,36.906
324.752,36.906
325.704,36.906
326.749,36.875
327.702,36.875
328.728,36.875
329.701,36.875
330.725,36.875
331.700,36.875
332.921,36.875
333.799,36.875
334.723,36.875
335.719,36.875
336.737,36.906
337.696,36.906
338.720,36.938
339.696,36.938
340.719,36.906
341.743,36.875
343.058,36.906
343.733,36.844
344.716,36.844
345.740,36.750
346.715,36.750
347.793,36.750
348.727,36.719
349.739,36.750
350.712,36.719
351.746,36.781
352.711,36.750
353.735,36.812
354.710,36.812
355.734,36.906
356.854,36.906
357.733,36.906
358.709,36.875
359.731,36.875
360.706,36.906
361.730,36.875
362.997,36.875
363.750,36.875
364.706,36.875
365.728,36.875
366.703,36.875
367.726,36.844
368.896,36.844
369.735,36.812
370.700,36.844
371.789,36.844
372.845,36.844
373.723,36.875
374.698,36.875
375.721,36.875
376.696,36.875
377.720,36.906
378.698,36.906
379.719,36.906
380.694,36.938
381.718,36.906
382.741,36.906
383.726,36.938
384.691,36.938
385.715,36.906
386.691,36.969
387.980,36.969
388.689,36.969
389.712,37.000
390.741,36.969
391.711,36.969
392.735,36.969
393.908,36.969
394.734,37.000
395.806,36.969
396.733,36.969
397.724,36.969
398.732,36.906
399.755,36.875
400.730,36.906
401.705,36.875
402.733,36.906
403.704,36.875
404.728,36.969
405.703,37.000
406.775,36.938
407.701,36.969
408.748,37.031
409.801,37.062
410.734,37.031
411.731,37.062
412.724,37.031
413.700,37.062
414.723,36.938
415.976,36.906
416.720,36.969
417.701,36.969
418.738,36.969
419.694,36.938
420.724,36.969
421.721,36.969
422.717,37.000
424.160,37.000
424.715,36.969
425.690,36.969
426.714,36.938
427.689,36.906
428.713,36.906
429.688,36.906
430.712,36.938
431.735,36.906
432.710,36.906
433.686,36.875
434.709,36.906
435.684,36.906
436.785,36.938
437.683,36.969
439.099,36.906
439.731,36.938
440.706,36.938
441.729,36.938
442.704,36.906
443.728,36.906
444.703,36.906
445.727,36.938
446.702,36.938
447.726,36.938
448.847,36.969
449.747,37.000
450.699,37.031
451.723,37.031
452.698,37.062
453.722,37.094
454.697,37.094
455.721,37.031
456.696,37.062
457.719,37.062
458.697,37.062
459.718,37.000
460.699,37.000
