df_hash,22ZHK4.4549PD
109.618,0.979
109.648,0.981
109.678,0.979
109.708,1.022
109.738,0.986
109.768,0.987
109.798,0.962
109.828,1.034
109.858,0.992
109.888,0.979
109.918,0.948
109.948,0.987
109.978,1.010
110.008,1.009
110.038,0.957
110.068,0.952
110.098,0.974
110.128,0.957
110.158,0.978
110.188,0.968
110.218,0.920
110.248,1.011
110.278,1.004
110.308,0.995
110.338,1.045
110.368,0.999
110.398,0.985
110.428,1.045
110.458,0.990
110.488,0.928
110.518,0.969
110.548,0.995
110.578,0.957
110.608,0.955
110.638,0.975
110.668,0.977
110.698,0.967
110.728,0.933
110.758,0.997
110.788,0.940
110.818,0.996
110.848,0.996
110.878,1.016
110.908,1.011
110.938,1.047
110.968,1.012
110.998,0.961
111.028,0.937
111.058,0.926
111.088,0.949
111.118,0.946
111.148,0.972
111.178,0.998
111.208,0.951
111.238,1.041
111.268,1.131
111.298,0.987
111.328,0.983
111.358,0.955
111.388,0.963
111.418,0.985
111.448,0.988
111.478,0.982
111.508,1.003
111.538,1.023
111.568,0.929
111.598,0.965
111.628,0.953
111.658,1.004
111.688,1.012
111.718,1.001
111.748,0.991
111.778,0.983
111.808,0.989
111.838,0.989
111.868,0.981
111.898,0.989
111.928,1.001
111.958,0.998
111.988,0.996
112.018,0.995
112.048,0.992
112.078,0.989
112.108,0.983
112.138,1.000
112.168,1.006
112.198,0.995
112.228,0.991
112.258,0.999
112.288,1.005
112.318,0.986
112.348,0.981
112.378,0.992
112.408,0.985
112.438,0.988
112.468,0.990
112.498,0.992
112.528,0.988
112.558,0.987
112.588,0.996
112.618,0.991
112.648,0.985
112.678,0.982
112.708,0.985
112.738,0.978
112.768,0.973
112.798,0.987
112.828,1.001
112.858,1.001
112.888,1.002
112.918,0.996
112.948,0.992
112.978,0.979
113.008,0.979
113.038,0.982
113.068,0.999
113.098,0.997
113.128,0.995
113.158,0.987
113.188,1.028
113.218,1.017
113.248,1.001
113.278,1.008
113.308,1.010
113.338,1.008
113.368,0.993
113.398,1.001
113.428,0.999
113.458,1.005
113.488,1.002
113.518,0.966
113.548,0.994
113.578,0.976
113.608,0.964
113.638,1.002
113.668,0.969
113.698,0.996
113.728,1.021
113.758,1.009
113.788,1.023
113.818,0.960
113.848,0.968
113.878,0.952
113.908,1.002
113.938,0.995
113.968,1.013
113.998,0.971
114.028,0.998
114.058,1.041
114.088,0.981
114.118,0.988
114.148,1.010
114.178,1.020
114.208,1.030
114.238,1.005
114.268,1.020
114.298,0.987
114.328,1.006
114.358,1.027
114.388,0.996
114.418,1.010
114.448,1.000
114.478,1.010
114.508,0.996
114.538,1.002
114.568,1.000
114.598,1.022
114.628,1.014
114.658,1.023
114.688,1.018
114.718,0.995
114.748,1.038
114.778,1.007
114.808,0.971
114.838,0.998
114.868,1.042
114.898,1.230
114.928,1.029
114.958,0.971
114.988,1.056
115.018,1.033
115.048,1.003
115.078,1.008
115.108,1.021
115.138,0.996
115.168,1.015
115.198,0.991
115.228,0.974
115.258,0.993
115.288,0.972
115.318,0.988
115.348,0.997
115.378,0.999
115.408,0.990
115.438,1.015
115.468,1.017
115.498,0.978
115.528,0.974
115.558,1.008
115.588,1.002
115.618,0.988
115.648,1.002
115.678,1.010
115.708,0.991
115.738,1.004
115.768,1.007
115.798,0.992
115.828,0.999
115.858,0.994
115.888,0.991
115.918,0.986
115.948,0.995
115.978,0.998
116.008,0.991
116.038,0.980
116.068,0.985
116.098,0.991
116.128,0.993
116.158,0.997
116.188,0.996
116.218,0.994
116.248,0.989
116.278,0.991
116.308,0.989
116.338,0.994
116.368,0.993
116.398,0.992
116.428,0.997
116.458,0.990
116.488,0.986
116.518,0.990
116.548,0.991
116.578,0.994
116.608,0.993
116.638,0.990
116.668,0.998
116.698,0.991
116.728,0.989
116.758,0.995
116.788,0.996
116.818,0.989
116.848,0.998
116.878,0.988
116.908,0.979
116.938,0.998
116.968,1.000
116.998,0.994
117.028,0.990
117.058,0.986
117.088,0.995
117.118,0.997
117.148,0.996
117.178,0.987
117.208,0.990
117.238,0.992
117.268,0.978
117.298,0.991
117.328,0.995
117.358,0.988
117.388,0.987
117.418,0.993
117.448,0.990
117.478,0.984
117.508,0.988
117.538,0.995
117.568,0.985
117.598,0.988
117.628,0.992
117.658,0.993
117.688,0.989
117.718,0.982
117.748,0.998
117.778,0.988
117.808,0.992
117.838,0.994
117.868,0.989
117.898,0.991
117.928,0.993
117.958,0.995
117.988,0.985
118.018,0.984
118.048,0.988
118.078,0.992
118.108,0.988
118.138,0.984
118.168,0.988
118.198,0.988
118.228,0.993
118.258,0.987
118.288,0.981
118.318,0.991
118.348,0.993
118.378,0.990
118.408,0.984
118.438,0.984
118.468,0.991
118.498,0.991
118.528,0.997
118.558,0.990
118.588,0.981
118.618,0.987
118.648,0.993
118.678,0.987
118.708,0.987
118.738,0.991
118.768,0.988
118.798,0.985
118.828,0.989
118.858,0.985
118.888,0.987
118.918,0.990
118.948,0.991
118.978,0.989
119.008,0.989
119.038,0.985
119.068,0.992
119.098,0.986
119.128,0.991
119.158,0.993
119.188,0.982
119.218,0.990
119.248,0.993
119.278,0.992
119.308,0.974
119.338,0.979
119.368,1.005
119.398,0.995
119.428,0.982
119.458,0.985
119.488,0.994
119.518,0.990
119.548,0.990
119.578,0.989
119.608,0.981
119.638,0.994
119.668,0.992
119.698,0.990
119.728,0.987
119.758,0.989
119.788,0.987
119.818,0.984
119.848,0.994
119.878,0.998
119.908,0.984
119.938,0.987
119.968,0.993
119.998,0.989
120.028,0.991
120.058,0.986
120.088,0.987
120.118,0.996
120.148,0.987
120.178,0.988
120.208,0.992
120.238,0.993
120.268,0.992
120.298,0.991
120.328,0.986
120.358,0.983
120.388,0.994
120.418,0.993
120.448,0.980
120.478,0.992
120.508,0.995
120.538,0.987
120.568,0.984
120.598,0.993
120.628,0.990
120.658,0.992
120.688,0.985
120.718,0.982
120.748,0.994
120.778,0.991
120.808,0.990
120.838,0.990
120.868,0.991
120.898,0.980
120.928,0.995
120.958,0.993
120.988,0.988
121.018,0.989
121.048,0.986
121.078,0.989
121.108,0.990
121.138,0.991
121.168,0.987
121.198,0.993
121.228,0.987
121.258,0.986
121.288,0.989
121.318,0.994
121.348,0.995
121.378,0.981
121.408,0.980
121.438,0.992
121.468,0.989
121.498,0.992
121.528,0.991
121.558,0.983
121.588,0.993
121.618,0.990
121.648,0.983
121.678,0.987
121.708,0.985
121.738,0.990
121.768,0.986
121.798,0.986
121.828,0.987
121.858,0.986
121.888,0.990
121.918,1.000
121.948,0.992
121.978,0.992
122.008,0.981
122.038,0.980
122.068,0.994
122.098,0.983
122.128,0.982
122.158,0.992
122.188,0.993
122.218,0.994
122.248,0.986
122.278,0.986
122.308,0.987
122.338,0.987
122.368,0.989
122.398,0.987
122.428,0.989
122.458,0.986
122.488,0.986
122.518,0.986
122.548,0.985
122.578,0.986
122.608,0.986
122.638,0.988
122.668,0.983
122.698,0.985
122.728,0.990
122.758,0.992
122.788,0.990
122.818,0.989
122.848,0.986
122.878,0.996
122.908,0.985
122.938,0.988
122.968,0.987
122.998,0.987
123.028,0.990
123.058,0.988
123.088,0.987
123.118,0.988
123.148,0.989
123.178,0.989
123.208,0.983
123.238,0.990
123.268,0.994
123.298,0.988
123.328,0.982
123.358,0.986
123.388,0.989
123.418,0.990
123.448,0.987
123.478,0.989
123.508,0.988
123.538,0.987
123.568,0.989
123.598,0.992
123.628,0.987
123.658,0.992
123.688,0.982
123.718,0.986
123.748,0.985
123.778,0.992
123.808,0.991
123.838,0.984
123.868,0.987
123.898,0.991
123.928,0.990
123.958,0.984
123.988,0.987
124.018,0.985
124.048,0.993
124.078,0.995
124.108,0.983
124.138,0.988
124.168,0.990
124.198,0.990
124.228,0.988
124.258,0.982
124.288,0.986
124.318,0.989
124.348,0.988
124.378,0.990
124.408,0.986
124.438,0.986
124.468,0.989
124.498,0.990
124.528,0.989
124.558,0.993
124.588,0.991
124.618,0.991
124.648,0.985
124.678,0.988
124.708,0.996
124.738,0.981
124.768,0.982
124.798,0.983
124.828,0.986
124.858,0.990
124.888,0.988
124.918,0.978
124.948,0.989
124.978,0.996
125.008,0.989
125.038,0.983
125.068,0.991
125.098,0.993
125.128,0.987
125.158,0.986
125.188,0.986
125.218,0.986
125.248,0.991
125.278,0.988
125.308,0.987
125.338,0.987
125.368,0.991
125.398,0.989
125.428,0.983
125.458,0.984
125.488,0.989
125.518,0.980
125.548,0.990
125.578,0.984
125.608,0.985
125.638,0.987
125.668,0.988
125.698,0.987
125.728,0.990
125.758,0.986
125.788,0.982
125.818,0.990
125.848,0.989
125.878,0.983
125.908,0.987
125.938,0.990
125.968,0.988
125.998,0.986
126.028,0.986
126.058,0.986
126.088,0.988
126.118,0.989
126.148,0.987
126.178,0.987
126.208,0.990
126.238,0.991
126.268,0.990
126.298,0.988
126.328,0.982
126.358,0.983
126.388,0.992
126.418,0.992
126.448,0.985
126.478,0.984
126.508,0.989
126.538,0.988
126.568,0.987
126.598,0.990
126.628,0.979
126.658,0.989
126.688,0.992
126.718,0.984
126.748,0.987
126.778,0.987
126.808,0.990
126.838,0.988
126.868,0.987
126.898,0.988
126.928,0.987
126.958,0.989
126.988,0.985
127.018,0.986
127.048,0.991
127.078,0.989
127.108,0.987
127.138,0.990
127.168,0.984
127.198,0.981
127.228,0.991
127.258,0.990
127.288,0.984
127.318,0.984
127.348,0.989
127.378,0.985
127.408,0.988
127.438,0.989
127.468,0.985
127.498,0.990
127.528,0.992
127.558,0.982
127.588,0.983
127.618,0.987
127.648,0.985
127.678,0.987
127.708,0.985
127.738,0.982
127.768,0.985
127.798,0.992
127.828,0.987
127.858,0.983
127.888,0.990
127.918,0.989
127.948,0.988
127.978,0.982
128.008,0.979
128.038,0.986
128.068,0.994
128.098,0.987
128.128,0.980
128.158,0.986
128.188,0.990
128.218,0.991
128.248,0.986
128.278,0.987
128.308,0.984
128.338,0.989
128.368,0.989
128.398,0.983
128.428,0.986
128.458,0.990
128.488,0.992
128.518,0.985
128.548,0.985
128.578,0.992
128.608,0.988
128.638,0.989
128.668,0.989
128.698,0.990
128.728,0.990
128.758,0.987
128.788,0.982
128.818,0.988
128.848,0.995
128.878,0.988
128.908,0.982
128.938,0.987
128.968,0.988
128.998,0.990
129.028,0.987
129.058,0.987
129.088,0.984
129.118,0.990
129.148,0.985
129.178,0.984
129.208,0.987
129.238,0.988
129.268,0.983
129.298,0.985
129.328,0.987
129.358,0.989
129.388,0.986
129.418,0.988
129.448,0.985
129.478,0.984
129.508,1.004
129.538,0.979
129.568,0.980
129.598,0.984
129.628,0.992
129.658,0.989
129.688,0.988
129.718,0.998
129.748,0.993
129.778,0.984
129.808,0.986
129.838,0.990
129.868,0.982
129.898,0.989
129.928,0.984
129.958,0.987
129.988,0.984
130.018,0.984
130.048,0.988
130.078,0.982
130.108,0.968
130.138,0.997
130.168,1.001
130.198,0.986
130.228,0.984
130.258,0.996
130.288,0.993
130.318,0.984
130.348,0.990
130.378,0.993
130.408,0.983
130.438,0.994
130.468,0.982
130.498,0.981
130.528,0.989
130.558,0.990
130.588,0.987
130.618,0.986
130.648,0.985
130.678,0.995
130.708,0.983
130.738,0.975
130.768,0.990
130.798,0.994
130.828,0.985
130.858,0.984
130.888,0.988
130.918,0.988
130.948,0.984
130.978,0.985
131.008,0.990
131.038,0.990
131.068,0.985
131.098,0.986
131.128,0.987
131.158,0.990
131.188,0.986
131.218,0.990
131.248,0.988
131.278,0.990
131.308,0.979
131.338,0.983
131.368,0.993
131.398,0.989
131.428,0.989
131.458,0.988
131.488,0.985
131.518,0.987
131.548,0.987
131.578,0.985
131.608,0.981
131.638,0.980
131.668,0.990
131.698,0.987
131.728,0.981
131.758,0.987
131.788,0.989
131.818,0.986
131.848,0.987
131.878,0.983
131.908,0.983
131.938,0.987
131.968,0.990
131.998,0.987
132.028,0.986
132.058,0.989
132.088,0.985
132.118,0.988
132.148,0.987
132.178,0.983
132.208,0.990
132.238,0.986
132.268,0.985
132.298,0.994
132.328,0.984
132.358,0.991
132.388,0.990
132.418,0.983
132.448,0.982
132.478,0.986
132.508,0.983
132.538,0.980
132.568,0.990
132.598,0.991
132.628,0.991
132.658,0.982
132.688,0.987
132.718,0.986
132.748,0.985
132.778,0.994
132.808,0.986
132.838,0.983
132.868,0.986
132.898,0.990
132.928,0.986
132.958,0.984
132.988,0.983
133.018,0.992
133.048,0.986
133.078,0.981
133.108,0.978
133.138,0.982
133.168,0.987
133.198,0.988
133.228,0.980
133.258,0.989
133.288,0.990
133.318,0.986
133.348,0.983
133.378,0.993
133.408,0.976
133.438,0.988
133.468,0.991
133.498,0.984
133.528,0.983
133.558,0.990
133.588,0.985
133.618,0.986
133.648,0.983
133.678,0.988
133.708,0.987
133.738,0.986
133.768,0.982
133.798,0.985
133.828,0.988
133.858,0.984
133.888,0.981
133.918,0.992
133.948,0.989
133.978,0.985
134.008,0.987
134.038,0.990
134.068,0.987
134.098,0.980
134.128,0.983
134.158,0.988
134.188,0.985
134.218,0.990
134.248,0.988
134.278,0.984
134.308,0.988
134.338,0.987
134.368,0.976
134.398,0.988
134.428,0.988
134.458,0.986
134.488,0.988
134.518,0.986
134.548,0.986
134.578,0.987
134.608,0.985
134.638,0.987
134.668,0.987
134.698,0.983
134.728,0.992
134.758,0.985
134.788,0.982
134.818,0.987
134.848,0.990
134.878,0.994
134.908,0.981
134.938,0.980
134.968,0.986
134.998,0.988
135.028,0.983
135.058,0.982
135.088,0.982
135.118,0.985
135.148,0.991
135.178,0.984
135.208,0.982
135.238,0.985
135.268,0.985
135.298,0.985
135.328,0.986
135.358,0.986
135.388,0.984
135.418,0.993
135.448,0.985
135.478,0.984
135.508,0.989
135.538,0.990
135.568,0.984
135.598,0.979
135.628,0.983
135.658,0.992
135.688,0.985
135.718,0.987
135.748,0.983
135.778,0.990
135.808,0.986
135.838,0.981
135.868,0.985
135.898,0.983
135.928,0.988
135.958,0.984
135.988,0.983
136.018,0.981
136.048,0.990
136.078,0.991
136.108,0.989
136.138,0.980
136.168,0.987
136.198,0.986
136.228,0.981
136.258,0.987
136.288,0.988
136.318,0.990
136.348,0.992
136.378,0.987
136.408,0.989
136.438,0.990
136.468,0.989
136.498,0.979
136.528,0.986
136.558,0.986
136.588,0.990
136.618,0.989
136.648,0.983
136.678,0.980
136.708,0.989
136.738,0.994
136.768,0.986
136.798,0.980
136.828,0.987
136.858,0.989
136.888,0.980
136.918,0.987
136.948,0.990
136.978,0.986
137.008,0.988
137.038,0.981
137.068,0.993
137.098,0.988
137.128,0.983
137.158,0.981
137.188,0.989
137.218,0.991
137.248,0.984
137.278,0.978
137.308,0.986
137.338,0.985
137.368,0.990
137.398,0.988
137.428,0.985
137.458,0.981
137.488,0.986
137.518,0.987
137.548,0.986
137.578,0.981
137.608,0.992
137.638,0.984
137.668,0.987
137.698,0.987
137.728,0.984
137.758,0.986
137.788,0.982
137.818,0.982
137.848,0.991
137.878,0.992
137.908,0.980
137.938,0.981
137.968,0.979
137.998,0.989
138.028,0.990
138.058,0.992
138.088,0.983
138.118,0.984
138.148,0.987
138.178,0.988
138.208,0.985
138.238,0.976
138.268,0.985
138.298,0.986
138.328,0.976
138.358,0.969
138.388,0.976
138.418,0.989
138.448,0.970
138.478,0.976
138.508,0.990
138.538,0.972
138.568,0.971
138.598,0.982
138.628,0.967
138.658,0.991
138.688,1.005
138.718,0.980
138.748,0.974
138.778,0.983
138.808,0.983
138.838,0.980
138.868,1.002
138.898,0.976
138.928,0.975
138.958,0.980
138.988,0.961
139.018,0.994
139.048,0.995
139.078,0.984
139.108,0.976
139.138,0.954
139.168,0.977
139.198,1.017
139.228,0.952
139.258,0.956
139.288,0.983
139.318,1.004
139.348,0.984
139.378,0.983
139.408,0.975
139.438,0.973
139.468,0.976
139.498,0.963
139.528,0.981
139.558,0.986
139.588,0.971
139.618,0.974
139.648,0.968
139.678,0.967
139.708,0.976
139.738,0.973
139.768,0.982
139.798,0.977
139.828,0.988
139.858,0.989
139.888,0.973
139.918,0.975
139.948,0.977
139.978,0.977
140.008,0.979
140.038,0.979
140.068,0.986
140.098,0.981
140.128,0.975
140.158,0.988
140.188,0.978
140.218,0.978
140.248,0.970
140.278,0.977
140.308,0.981
140.338,0.988
140.368,0.978
140.398,0.980
140.428,0.978
140.458,0.979
140.488,0.979
140.518,0.974
140.548,0.973
140.578,0.983
140.608,0.982
140.638,0.978
140.668,0.978
140.698,0.972
140.728,0.975
140.758,0.981
140.788,0.977
140.818,0.979
140.848,0.982
140.878,0.977
140.908,0.980
140.938,0.979
140.968,0.979
140.998,0.980
141.028,0.979
141.058,0.979
141.088,0.979
141.118,0.982
141.148,0.988
141.178,0.983
141.208,0.968
141.238,0.976
141.268,0.981
141.298,0.984
141.328,0.977
141.358,0.978
141.388,0.970
141.418,0.983
141.448,0.983
141.478,0.974
141.508,0.979
141.538,0.981
141.568,0.984
141.598,0.976
141.628,0.971
141.658,0.979
141.688,0.983
141.718,0.979
141.748,0.979
141.778,0.978
141.808,0.979
141.838,0.980
141.868,0.980
141.898,0.979
141.928,0.982
141.958,0.979
141.988,0.976
142.018,0.973
142.048,0.977
142.078,0.982
142.108,0.978
142.138,0.977
142.168,0.981
142.198,0.979
142.228,0.980
142.258,0.982
142.288,0.981
142.318,0.976
142.348,0.982
142.378,0.982
142.408,0.974
142.438,0.978
142.468,0.982
142.498,0.980
142.528,0.978
142.558,0.982
142.588,0.980
142.618,0.982
142.648,0.978
142.678,0.981
142.708,0.980
142.738,0.979
142.768,0.979
142.798,0.981
142.828,0.981
142.858,0.980
142.888,0.973
142.918,0.984
142.948,0.979
142.978,0.979
143.008,0.980
143.038,0.981
143.068,0.988
143.098,0.977
143.128,0.977
143.158,0.985
143.188,0.980
143.218,0.977
143.248,0.978
143.278,0.981
143.308,0.978
143.338,0.985
143.368,0.981
143.398,0.975
143.428,0.981
143.458,0.979
143.488,0.982
143.518,0.980
143.548,0.977
143.578,0.979
143.608,0.983
143.638,0.982
143.668,0.980
143.698,0.979
143.728,0.982
143.758,0.981
143.788,0.980
143.818,0.981
143.848,0.980
143.878,0.980
143.908,0.979
143.938,0.979
143.968,0.976
143.998,0.975
144.028,0.988
144.058,0.980
144.088,0.979
144.118,0.977
144.148,0.979
144.178,0.979
144.208,0.984
144.238,0.982
144.268,0.974
144.298,0.987
144.328,0.983
144.358,0.975
144.388,0.983
144.418,0.982
144.448,0.982
144.478,0.977
144.508,0.981
144.538,0.981
144.568,0.978
144.598,0.979
144.628,0.980
144.658,0.980
144.688,0.985
144.718,0.978
144.748,0.978
144.778,0.981
144.808,0.983
144.838,0.979
144.868,0.978
144.898,0.979
144.928,0.981
144.958,0.985
144.988,0.975
145.018,0.974
145.048,0.982
145.078,0.985
145.108,0.987
145.138,0.979
145.168,0.975
145.198,0.979
145.228,0.984
145.258,0.978
145.288,0.983
145.318,0.983
145.348,0.977
145.378,0.980
145.408,0.977
145.438,0.977
145.468,0.977
145.498,0.985
145.528,0.989
145.558,0.978
145.588,0.973
145.618,0.986
145.648,0.985
145.678,0.981
145.708,0.974
145.738,0.971
145.768,0.979
145.798,0.988
145.828,0.978
145.858,0.979
145.888,0.982
145.918,0.982
145.948,0.985
145.978,0.980
146.008,0.985
146.038,0.977
146.068,0.981
146.098,0.983
146.128,0.973
146.158,0.980
146.188,0.989
146.218,0.984
146.248,0.973
146.278,0.983
146.308,0.979
146.338,0.978
146.368,0.979
146.398,0.978
146.428,0.979
146.458,0.979
146.488,0.979
146.518,0.986
146.548,0.973
146.578,0.969
146.608,0.989
146.638,0.986
146.668,0.981
146.698,0.981
146.728,0.979
146.758,0.980
146.788,0.980
146.818,0.977
146.848,0.976
146.878,0.984
146.908,0.984
146.938,0.983
146.968,0.982
146.998,0.980
147.028,0.977
147.058,0.975
147.088,0.989
147.118,0.984
147.148,0.977
147.178,0.982
147.208,0.985
147.238,0.989
147.268,0.973
147.298,0.975
147.328,0.978
147.358,0.979
147.388,0.981
147.418,0.979
147.448,0.972
147.478,0.976
147.508,0.983
147.538,0.985
147.568,0.978
147.598,0.979
147.628,0.976
147.658,0.974
147.688,0.973
147.718,0.976
147.748,0.975
147.778,0.988
147.808,0.986
147.838,0.982
147.868,0.981
147.898,0.981
147.928,0.984
147.958,0.975
147.988,0.985
148.018,0.982
148.048,0.984
148.078,0.988
148.108,0.968
148.138,0.969
148.168,0.988
148.198,0.988
148.228,0.986
148.258,0.978
148.288,0.973
148.318,0.989
148.348,0.987
148.378,0.977
148.408,0.981
148.438,0.978
148.468,0.984
148.498,0.983
148.528,0.977
148.558,0.982
148.588,0.983
148.618,0.978
148.648,0.978
148.678,0.976
148.708,0.974
148.738,0.988
148.768,0.976
148.798,0.980
148.828,0.979
148.858,0.984
148.888,0.986
148.918,0.982
148.948,0.981
148.978,0.980
149.008,0.985
149.038,0.974
149.068,0.978
149.098,0.982
149.128,0.981
149.158,0.982
149.188,0.980
149.218,0.976
149.248,0.984
149.278,0.979
149.308,0.979
149.338,0.975
149.368,0.983
149.398,0.984
149.428,0.984
149.458,0.986
149.488,0.987
149.518,0.981
149.548,0.978
149.578,0.970
149.608,0.969
149.638,0.976
149.668,0.977
149.698,0.982
149.728,0.989
149.758,0.979
149.788,0.979
149.818,0.983
149.848,0.976
149.878,0.981
149.908,0.980
149.938,0.981
149.968,0.981
149.998,0.979
150.028,0.980
150.058,0.985
150.088,0.981
150.118,0.980
150.148,0.983
150.178,0.976
150.208,0.979
150.238,0.989
150.268,0.984
150.298,0.980
150.328,0.973
150.358,0.987
150.388,0.983
150.418,0.987
150.448,0.981
150.478,0.976
150.508,0.984
150.538,0.979
150.568,0.974
150.598,0.973
150.628,0.993
150.658,0.981
150.688,0.981
150.718,0.978
150.748,0.980
150.778,0.984
150.808,0.979
150.838,0.979
150.868,0.985
150.898,0.989
150.928,0.982
150.958,0.978
150.988,0.983
151.018,0.976
151.048,0.972
151.078,0.976
151.108,0.979
151.138,0.987
151.168,0.975
151.198,0.979
151.228,0.985
151.258,0.984
151.288,0.984
151.318,0.983
151.348,0.982
151.378,0.979
151.408,0.986
151.438,0.981
151.468,0.981
151.498,0.979
151.528,0.981
151.558,0.981
151.588,0.982
151.618,0.978
151.648,0.980
151.678,0.978
151.708,0.979
151.738,0.983
151.768,0.979
151.798,0.980
151.828,0.979
151.858,0.978
151.888,0.988
151.918,0.982
151.948,0.979
151.978,0.982
152.008,0.982
152.038,0.982
152.068,0.983
152.098,0.982
152.128,0.977
152.158,0.985
152.188,0.981
152.218,0.978
152.248,0.982
152.278,0.981
152.308,0.980
152.338,0.983
152.368,0.984
152.398,0.981
152.428,0.983
152.458,0.982
152.488,0.979
152.518,0.981
152.548,0.984
152.578,0.981
152.608,0.986
152.638,0.976
152.668,0.977
152.698,0.991
152.728,0.979
152.758,0.983
152.788,0.983
152.818,0.980
152.848,0.980
152.878,0.985
152.908,0.985
152.938,0.984
152.968,0.985
152.998,0.980
153.028,0.981
153.058,0.979
153.088,0.980
153.118,0.984
153.148,0.979
153.178,0.983
153.208,0.982
153.238,0.982
153.268,0.986
153.298,0.982
153.328,0.980
153.358,0.980
153.388,0.983
153.418,0.986
153.448,0.988
153.478,0.981
153.508,0.977
153.538,0.977
153.568,0.985
153.598,0.979
153.628,0.978
153.658,0.983
153.688,0.983
153.718,0.983
153.748,0.981
153.778,0.979
153.808,0.981
153.838,0.988
153.868,0.973
153.898,0.983
153.928,0.986
153.958,0.987
153.988,0.983
154.018,0.979
154.048,0.981
154.078,0.983
154.108,0.983
154.138,0.982
154.168,0.985
154.198,0.983
154.228,0.986
154.258,0.981
154.288,0.984
154.318,0.975
154.348,0.981
154.378,0.980
154.408,0.982
154.438,0.985
154.468,0.978
154.498,0.982
154.528,0.984
154.558,0.987
154.588,0.982
154.618,0.983
154.648,0.975
154.678,0.983
154.708,0.988
154.738,0.976
154.768,0.979
154.798,0.984
154.828,0.981
154.858,0.982
154.888,0.982
154.918,0.977
154.948,0.985
154.978,0.982
155.008,0.982
155.038,0.978
155.068,0.982
155.098,0.987
155.128,0.981
155.158,0.981
155.188,0.978
155.218,0.975
155.248,0.990
155.278,0.984
155.308,0.979
155.338,0.979
155.368,0.982
155.398,0.980
155.428,0.981
155.458,0.978
155.488,0.975
155.518,0.982
155.548,0.982
155.578,0.979
155.608,0.982
155.638,0.978
155.668,0.981
155.698,0.980
155.728,0.982
155.758,0.982
155.788,0.984
155.818,0.984
155.848,0.980
155.878,0.979
155.908,0.981
155.938,0.987
155.968,0.980
155.998,0.979
156.028,0.983
156.058,0.991
156.088,0.977
156.118,0.982
156.148,0.983
156.178,0.987
156.208,0.981
156.238,0.979
156.268,0.974
156.298,0.986
156.328,0.989
156.358,0.982
156.388,0.977
156.418,0.701
156.448,0.976
156.478,1.026
156.508,0.959
156.538,0.973
156.568,0.985
156.598,0.511
156.628,0.919
156.658,0.926
156.688,0.960
156.718,0.987
156.748,1.163
156.778,1.379
156.808,1.041
156.838,0.971
156.868,0.983
156.898,0.978
156.928,0.983
156.958,0.981
156.988,0.982
157.018,0.986
157.048,0.978
157.078,0.977
157.108,0.984
157.138,0.983
157.168,0.977
157.198,0.982
157.228,0.989
157.258,0.979
157.288,0.981
157.318,0.983
157.348,0.979
157.378,0.979
157.408,0.985
157.438,0.984
157.468,0.980
157.498,0.982
157.528,0.983
157.558,0.986
157.588,0.981
157.618,0.984
157.648,0.980
157.678,0.978
157.708,0.993
157.738,0.977
157.768,0.983
157.798,0.987
157.828,0.984
157.858,0.980
157.888,0.982
157.918,0.979
157.948,0.979
157.978,0.983
158.008,0.978
158.038,0.980
158.068,0.981
158.098,0.986
158.128,0.983
158.158,0.981
158.188,0.980
158.218,0.981
158.248,0.986
158.278,0.983
158.308,0.981
158.338,0.982
158.368,0.982
158.398,0.980
158.428,0.978
158.458,0.982
158.488,0.982
158.518,0.979
158.548,0.985
158.578,0.982
158.608,0.980
158.638,0.994
158.668,0.979
158.698,0.979
158.728,0.985
158.758,0.984
158.788,0.984
158.818,0.980
158.848,0.981
158.878,0.976
158.908,0.985
158.938,0.984
158.968,0.983
158.998,0.984
159.028,0.984
159.058,0.977
159.088,0.975
159.118,0.980
159.148,0.989
159.178,0.987
159.208,0.986
159.238,0.984
159.268,0.979
159.298,0.983
159.328,0.980
159.358,0.979
159.388,0.980
159.418,0.984
159.448,0.979
159.478,0.979
159.508,0.981
159.538,0.982
159.568,0.980
159.598,0.984
159.628,0.982
159.658,0.982
159.688,0.982
159.718,0.984
159.748,0.975
159.778,0.982
159.808,0.980
159.838,0.968
159.868,0.971
159.898,0.980
159.928,0.977
159.958,0.980
159.988,0.979
160.018,0.979
160.048,0.984
160.078,0.981
160.108,0.986
160.138,0.979
160.168,0.985
160.198,0.976
160.228,0.977
160.258,0.978
160.288,0.981
160.318,0.984
160.348,0.976
160.378,0.982
160.408,0.981
160.438,0.981
160.468,0.984
160.498,0.976
160.528,0.980
160.558,0.979
160.588,0.983
160.618,0.982
160.648,0.977
160.678,0.981
160.708,0.978
160.738,0.980
160.768,0.986
160.798,0.981
160.828,0.983
160.858,0.983
160.888,0.980
160.918,0.984
160.948,0.981
160.978,0.980
161.008,0.979
161.038,0.974
161.068,0.986
161.098,0.983
161.128,0.984
161.158,0.985
161.188,0.983
161.218,0.981
161.248,0.983
161.278,0.983
161.308,0.977
161.338,0.977
161.368,0.985
161.398,0.978
161.428,0.979
161.458,0.978
161.488,0.983
161.518,0.987
161.548,0.986
161.578,0.987
161.608,0.982
161.638,0.975
161.668,0.978
161.698,0.984
161.728,0.992
161.758,0.984
161.788,0.991
161.818,0.990
161.848,0.981
161.878,0.984
161.908,0.992
161.938,0.984
161.968,0.986
161.998,0.983
