df_hash,22ZHK4.4549PD
250.678,-41
250.703,-140
250.728,-250
250.753,-359
250.778,-453
250.803,-537
250.828,-631
250.853,-743
250.878,-841
250.903,-859
250.928,-738
250.953,-488
250.978,-186
251.003,71
251.028,244
251.053,366
251.078,495
251.103,655
251.128,807
251.153,895
251.178,902
251.203,863
251.228,836
251.253,846
251.278,876
251.303,892
251.328,879
251.353,848
251.378,818
251.403,790
251.428,756
251.453,706
251.478,644
251.503,576
251.528,502
251.553,415
251.578,310
251.603,195
251.628,80
251.653,-35
251.678,-157
251.703,-287
251.728,-410
251.753,-510
251.778,-591
251.803,-681
251.828,-791
251.853,-887
251.878,-893
251.903,-756
251.928,-497
251.953,-211
251.978,8
252.003,138
252.028,228
252.053,339
252.078,480
252.103,608
252.128,683
252.153,711
252.178,733
252.203,775
252.228,824
252.253,850
252.278,842
252.303,817
252.328,793
252.353,765
252.378,720
252.403,656
252.428,588
252.453,529
252.478,474
252.503,406
252.528,323
252.553,239
252.578,165
252.603,92
252.628,1
252.653,-103
252.678,-201
252.703,-276
252.728,-346
252.753,-443
252.778,-563
252.803,-645
252.828,-610
252.853,-438
252.878,-189
252.903,37
252.928,184
252.953,271
252.978,355
253.003,465
253.028,580
253.053,660
253.078,689
253.103,693
253.128,704
253.153,730
253.178,750
253.203,745
253.228,714
253.253,675
253.278,642
253.303,612
253.328,575
253.353,526
253.378,476
253.403,434
253.428,399
253.453,357
253.478,303
253.503,243
253.528,184
253.553,126
253.578,57
253.603,-30
253.628,-125
253.653,-208
253.678,-279
253.703,-362
253.728,-474
253.753,-585
253.778,-622
253.803,-520
253.828,-285
253.853,0
253.878,235
253.903,373
253.928,447
253.953,522
253.978,624
254.003,727
254.028,787
254.053,792
254.078,775
254.103,774
254.128,799
254.153,825
254.178,824
254.203,792
254.228,745
254.253,701
254.278,659
254.303,606
254.328,539
254.353,465
254.378,393
254.403,324
254.428,245
254.453,151
254.478,52
254.503,-35
254.528,-110
254.553,-185
254.578,-273
254.603,-370
254.628,-460
254.653,-539
254.678,-624
254.703,-730
254.728,-832
254.753,-858
254.778,-744
254.803,-497
254.828,-198
254.853,52
254.878,215
254.903,325
254.928,443
254.953,587
254.978,722
255.003,809
255.028,840
255.053,849
255.078,866
255.103,894
255.128,913
255.153,906
255.178,879
255.203,848
255.228,822
255.253,796
255.278,760
255.303,707
255.328,644
255.353,577
255.378,515
255.403,453
255.428,386
255.453,308
255.478,227
255.503,155
255.528,95
255.553,35
255.578,-43
255.603,-140
255.628,-239
255.653,-329
255.678,-424
255.703,-551
255.728,-703
255.753,-813
255.778,-791
255.803,-605
255.828,-317
255.853,-42
255.878,138
255.903,236
255.928,318
255.953,430
255.978,560
256.003,661
256.028,713
256.053,743
256.078,790
256.103,860
256.128,927
256.153,958
256.178,944
256.203,905
256.228,858
256.253,808
256.278,746
256.303,673
256.328,598
256.353,530
256.378,468
256.403,402
256.428,323
256.453,236
256.478,151
256.503,70
256.528,-13
256.553,-107
256.578,-204
256.603,-291
256.628,-363
256.653,-443
256.678,-557
256.703,-692
256.728,-782
256.753,-747
256.778,-559
256.803,-280
256.828,-19
256.853,147
256.878,234
256.903,308
256.928,415
256.953,541
256.978,637
257.003,677
257.028,686
257.053,703
257.078,738
257.103,769
257.128,773
257.153,749
257.178,716
257.203,687
257.228,661
257.253,631
257.278,599
257.303,568
257.328,533
257.353,482
257.378,412
257.403,333
257.428,256
257.453,173
257.478,71
257.503,-48
257.528,-165
257.553,-267
257.578,-368
257.603,-495
257.628,-639
257.653,-729
257.678,-683
257.703,-479
257.728,-191
257.753,64
257.778,222
257.803,310
257.828,399
257.853,525
257.878,656
257.903,740
257.928,763
257.953,764
257.978,782
258.003,822
258.028,849
258.053,840
258.078,804
258.103,763
258.128,726
258.153,679
258.178,614
258.203,539
258.228,472
258.253,414
258.278,349
258.303,267
258.328,177
258.353,94
258.378,19
258.403,-64
258.428,-167
258.453,-275
258.478,-365
258.503,-441
258.528,-536
258.553,-667
258.578,-797
258.603,-837
258.628,-723
258.653,-472
258.678,-179
258.703,58
258.728,210
258.753,317
258.778,431
258.803,564
258.828,680
258.853,747
258.878,767
258.903,775
258.928,797
258.953,827
258.978,841
259.003,823
259.028,779
259.053,730
259.078,684
259.103,632
259.128,564
259.153,482
259.178,402
259.203,332
259.228,265
259.253,189
259.278,101
259.303,15
259.328,-59
259.353,-129
259.378,-211
259.403,-304
259.428,-388
259.453,-447
259.478,-492
259.503,-560
259.528,-663
259.553,-752
259.578,-738
259.603,-563
259.628,-254
259.653,87
259.678,365
259.703,552
259.728,690
259.753,829
259.778,985
259.803,1132
259.828,1240
259.853,1306
259.878,1348
259.903,1385
259.928,1418
259.953,1437
259.978,1425
260.003,1370
260.028,1263
260.053,1111
260.078,933
260.103,759
260.128,616
260.153,508
260.178,423
260.203,340
260.228,245
260.253,135
260.278,21
260.303,-89
260.328,-198
260.353,-314
260.378,-439
260.403,-566
260.428,-679
260.453,-776
260.478,-875
260.503,-998
260.528,-1128
260.553,-1200
260.578,-1136
260.603,-917
260.628,-614
260.653,-335
260.678,-147
260.703,-31
260.728,78
260.753,219
260.778,369
260.803,477
260.828,528
260.853,552
260.878,587
260.903,639
260.928,682
260.953,698
260.978,697
261.003,701
261.028,720
261.053,740
261.078,753
261.103,767
261.128,792
261.153,822
261.178,828
261.203,789
261.228,712
261.253,615
261.278,507
261.303,378
261.328,223
261.353,66
261.378,-59
261.403,-151
261.428,-245
261.453,-372
261.478,-506
261.503,-560
261.528,-463
261.553,-229
261.578,42
261.603,249
261.628,359
261.653,426
261.678,514
261.703,631
261.728,735
261.753,786
261.778,793
261.803,795
261.828,818
261.853,846
261.878,849
261.903,816
261.928,765
261.953,713
261.978,659
262.003,593
262.028,512
262.053,428
262.078,349
262.103,269
262.128,176
262.153,72
262.178,-29
262.203,-121
262.228,-212
262.253,-316
262.278,-428
262.303,-530
262.328,-618
262.353,-717
262.378,-850
262.403,-994
262.428,-1073
262.453,-1007
262.478,-789
262.503,-495
262.528,-228
262.553,-37
262.578,105
262.603,258
262.628,442
262.653,624
262.678,760
262.703,843
262.728,903
262.753,971
262.778,1048
262.803,1110
262.828,1138
262.853,1134
262.878,1112
262.903,1076
262.928,1021
262.953,945
262.978,857
263.003,773
263.028,698
263.053,620
263.078,529
263.103,429
263.128,330
263.153,234
263.178,126
263.203,-1
263.228,-141
263.253,-267
263.278,-373
263.303,-484
263.328,-626
263.353,-781
263.378,-871
263.403,-814
263.428,-596
263.453,-296
263.478,-29
263.503,144
263.528,257
263.553,373
263.578,522
263.603,667
263.628,759
263.653,788
263.678,794
263.703,813
263.728,846
263.753,866
263.778,853
263.803,820
263.828,783
263.853,744
263.878,693
263.903,625
263.928,554
263.953,491
263.978,434
264.003,369
264.028,294
264.053,219
264.078,149
264.103,74
264.128,-16
264.153,-115
264.178,-198
264.203,-262
264.228,-338
264.253,-452
264.278,-577
264.303,-631
264.328,-541
264.353,-319
264.378,-63
264.403,130
264.428,238
264.453,314
264.478,417
264.503,546
264.528,651
264.553,694
264.578,687
264.603,674
264.628,678
264.653,691
264.678,689
264.703,663
264.728,624
264.753,584
264.778,542
264.803,491
264.828,432
264.853,370
264.878,313
264.903,264
264.928,217
264.953,167
264.978,107
265.003,36
265.028,-38
265.053,-105
265.078,-166
265.103,-240
265.128,-343
265.153,-456
265.178,-515
265.203,-455
265.228,-275
265.253,-48
265.278,135
265.303,245
265.328,323
265.353,429
265.378,566
265.403,682
265.428,731
265.453,722
265.478,708
265.503,725
265.528,753
265.553,749
265.578,702
265.603,637
265.628,582
265.653,535
265.678,474
265.703,392
265.728,313
265.753,253
265.778,201
265.803,129
265.828,29
265.853,-72
265.878,-153
265.903,-229
265.928,-335
265.953,-471
265.978,-571
266.003,-553
266.028,-398
266.053,-176
266.078,15
266.103,133
266.128,210
266.153,299
266.178,413
266.203,513
266.228,559
266.253,553
266.278,533
266.303,531
266.328,548
266.353,564
266.378,566
266.403,553
266.428,532
266.453,504
266.478,464
266.503,409
266.528,339
266.553,261
266.578,181
266.603,107
266.628,35
266.653,-53
266.678,-176
266.703,-316
266.728,-414
266.753,-406
266.778,-276
266.803,-79
266.828,106
266.853,244
266.878,361
266.903,498
266.928,652
266.953,776
266.978,827
267.003,815
267.028,788
267.053,778
267.078,776
267.103,752
267.128,697
267.153,633
267.178,574
267.203,510
267.228,423
267.253,313
267.278,207
267.303,124
267.328,49
267.353,-41
267.378,-152
267.403,-260
267.428,-346
267.453,-426
267.478,-527
267.503,-639
267.528,-703
267.553,-650
267.578,-474
267.603,-236
267.628,-19
267.653,144
267.678,284
267.703,444
267.728,626
267.753,787
267.778,884
267.803,912
267.828,908
267.853,910
267.878,927
267.903,940
267.928,926
267.953,882
267.978,824
268.003,767
268.028,713
268.053,653
268.078,582
268.103,507
268.128,435
268.153,367
268.178,294
268.203,210
268.228,120
268.253,38
268.278,-34
268.303,-114
268.328,-214
268.353,-327
268.378,-427
268.403,-501
268.428,-570
268.453,-666
268.478,-784
268.503,-860
268.528,-817
268.553,-636
268.578,-382
268.603,-151
268.628,10
268.653,139
268.678,292
268.703,484
268.728,668
268.753,790
268.778,845
268.803,871
268.828,906
268.853,952
268.878,988
268.903,1002
268.928,1000
268.953,989
268.978,965
269.003,919
269.028,857
269.053,798
269.078,752
269.103,712
269.128,661
269.153,596
269.178,527
269.203,459
269.228,384
269.253,290
269.278,180
269.303,68
269.328,-39
269.353,-151
269.378,-275
269.403,-405
269.428,-524
269.453,-636
269.478,-757
269.503,-891
269.528,-995
269.553,-997
269.578,-857
269.603,-614
269.628,-360
269.653,-166
269.678,-28
269.703,104
269.728,271
269.753,458
269.778,616
269.803,714
269.828,764
269.853,801
269.878,845
269.903,892
269.928,924
269.953,933
269.978,922
270.003,897
270.028,862
270.053,816
270.078,759
270.103,696
270.128,630
270.153,565
270.178,497
270.203,422
270.228,338
270.253,250
270.278,163
270.303,81
270.328,-3
270.353,-102
270.378,-209
270.403,-310
270.428,-396
270.453,-483
270.478,-594
270.503,-723
270.528,-816
270.553,-800
270.578,-641
270.603,-385
270.628,-125
270.653,70
270.678,205
270.703,331
270.728,487
270.753,659
270.778,797
270.803,874
270.828,905
270.853,928
270.878,967
270.903,1008
270.928,1024
270.953,1003
270.978,956
271.003,902
271.028,850
271.053,793
271.078,724
271.103,647
271.128,572
271.153,501
271.178,428
271.203,341
271.228,241
271.253,141
271.278,51
271.303,-32
271.328,-123
271.353,-228
271.378,-333
271.403,-421
271.428,-496
271.453,-584
271.478,-701
271.503,-814
271.528,-847
271.553,-737
271.578,-496
271.603,-207
271.628,32
271.653,187
271.678,294
271.703,415
271.728,567
271.753,718
271.778,819
271.803,862
271.828,875
271.853,896
271.878,931
271.903,960
271.928,961
271.953,932
271.978,890
272.003,850
272.028,808
272.053,754
272.078,685
272.103,612
272.128,542
272.153,474
272.178,395
272.203,303
272.228,208
272.253,123
272.278,45
272.303,-43
272.328,-152
272.353,-267
272.378,-369
272.403,-456
272.428,-557
272.453,-688
272.478,-816
272.503,-855
272.528,-736
272.553,-476
272.578,-176
272.603,53
272.628,179
272.653,253
272.678,344
272.703,469
272.728,585
272.753,648
272.778,659
272.803,657
272.828,671
272.853,698
272.878,713
272.903,707
272.928,687
272.953,661
272.978,623
273.003,563
273.028,486
273.053,409
273.078,346
273.103,294
273.128,245
273.153,198
273.178,155
273.203,109
273.228,47
273.253,-32
273.278,-115
273.303,-182
273.328,-243
273.353,-326
273.378,-436
273.403,-515
273.428,-478
273.453,-281
273.478,24
273.503,323
273.528,528
273.553,642
273.578,731
273.603,850
273.628,984
273.653,1083
273.678,1118
273.703,1108
273.728,1092
273.753,1074
273.778,1028
273.803,928
273.828,786
273.853,637
273.878,503
273.903,380
273.928,256
273.953,135
273.978,34
274.003,-43
274.028,-118
274.053,-209
274.078,-310
274.103,-399
274.128,-470
274.153,-548
274.178,-653
274.203,-755
274.228,-777
274.253,-655
274.278,-410
274.303,-132
274.328,83
274.353,214
274.378,304
274.403,405
274.428,519
274.453,611
274.478,657
274.503,669
274.528,679
274.553,701
274.578,721
274.603,723
274.628,703
274.653,672
274.678,630
274.703,570
274.728,490
274.753,400
274.778,314
274.803,237
274.828,161
274.853,83
274.878,2
274.903,-92
274.928,-219
274.953,-381
274.978,-528
275.003,-574
275.028,-463
275.053,-223
275.078,41
275.103,236
275.128,348
275.153,433
275.178,546
275.203,679
275.228,782
275.253,826
275.278,828
275.303,831
275.328,848
275.353,857
275.378,830
275.403,772
275.428,702
275.453,630
275.478,542
275.503,430
275.528,306
275.553,197
275.578,108
275.603,24
275.628,-73
275.653,-177
275.678,-270
275.703,-356
275.728,-459
275.753,-583
275.778,-677
275.803,-658
275.828,-485
275.853,-211
275.878,55
275.903,234
275.928,334
275.953,422
275.978,540
276.003,666
276.028,746
276.053,759
276.078,738
276.103,728
276.128,738
276.153,742
276.178,719
276.203,674
276.228,625
276.253,571
276.278,498
276.303,402
276.328,303
276.353,222
276.378,157
276.403,81
276.428,-18
276.453,-122
276.478,-203
276.503,-269
276.528,-361
276.553,-490
276.578,-598
276.603,-589
276.628,-418
276.653,-143
276.678,117
276.703,286
276.728,378
276.753,463
276.778,577
276.803,691
276.828,758
276.853,772
276.878,768
276.903,777
276.928,791
276.953,781
276.978,736
277.003,671
277.028,604
277.053,533
277.078,446
277.103,347
277.128,251
277.153,166
277.178,84
277.203,-2
277.228,-83
277.253,-141
277.278,-191
277.303,-273
277.328,-404
277.353,-533
277.378,-561
277.403,-426
277.428,-169
277.453,96
277.478,282
277.503,382
277.528,454
277.553,536
277.578,616
277.603,658
277.628,654
277.653,636
277.678,633
277.703,643
277.728,640
277.753,610
277.778,560
277.803,503
277.828,442
277.853,372
277.878,294
277.903,215
277.928,135
277.953,52
277.978,-34
278.003,-115
278.028,-193
278.053,-286
278.078,-406
278.103,-525
278.128,-568
278.153,-468
278.178,-239
278.203,28
278.228,239
278.253,366
278.278,455
278.303,562
278.328,685
278.353,782
278.378,820
278.403,817
278.428,817
278.453,838
278.478,862
278.503,860
278.528,828
278.553,781
278.578,730
278.603,669
278.628,590
278.653,495
278.678,394
278.703,294
278.728,194
278.753,92
278.778,-14
278.803,-142
278.828,-305
278.853,-493
278.878,-645
278.903,-678
278.928,-553
278.953,-316
278.978,-75
279.003,88
279.028,177
279.053,254
279.078,369
279.103,506
279.128,611
279.153,651
279.178,646
279.203,637
279.228,642
279.253,641
279.278,613
279.303,557
279.328,498
279.353,448
279.378,397
279.403,328
279.428,242
279.453,159
279.478,91
279.503,27
279.528,-55
279.553,-159
279.578,-260
279.603,-340
279.628,-410
279.653,-506
279.678,-638
279.703,-755
279.728,-768
279.753,-621
279.778,-345
279.803,-41
279.828,196
279.853,352
279.878,478
279.903,626
279.928,795
279.953,932
279.978,996
280.003,997
280.028,986
280.053,999
280.078,1028
280.103,1041
280.128,1021
280.153,978
280.178,934
280.203,890
280.228,835
280.253,757
280.278,664
280.303,568
280.328,469
280.353,359
280.378,238
280.403,119
280.428,15
280.453,-79
280.478,-179
280.503,-286
280.528,-386
280.553,-465
280.578,-539
280.603,-649
280.628,-804
280.653,-946
280.678,-974
280.703,-821
280.728,-520
280.753,-187
280.778,68
280.803,219
280.828,319
280.853,438
280.878,589
280.903,728
280.928,806
280.953,823
280.978,819
281.003,831
281.028,860
281.053,880
281.078,872
281.103,838
281.128,793
281.153,741
281.178,680
281.203,610
281.228,542
281.253,483
281.278,425
281.303,354
281.328,267
281.353,178
281.378,98
281.403,20
281.428,-72
281.453,-181
281.478,-287
281.503,-371
281.528,-451
281.553,-559
281.578,-695
281.603,-789
281.628,-743
281.653,-516
281.678,-174
281.703,149
281.728,362
281.753,471
281.778,552
281.803,661
281.828,782
281.853,864
281.878,885
281.903,876
281.928,883
281.953,912
281.978,934
282.003,923
282.028,883
282.053,834
282.078,787
282.103,729
282.128,651
282.153,561
282.178,474
282.203,395
282.228,311
282.253,215
282.278,120
282.303,39
282.328,-31
282.353,-108
282.378,-200
282.403,-291
282.428,-367
282.453,-444
282.478,-553
282.503,-694
282.528,-795
282.553,-753
282.578,-526
282.603,-180
282.628,148
282.653,366
282.678,479
282.703,567
282.728,685
282.753,820
282.778,917
282.803,950
282.828,945
282.853,948
282.878,970
282.903,983
282.928,959
282.953,901
282.978,838
283.003,785
283.028,729
283.053,652
283.078,558
283.103,463
283.128,376
283.153,286
283.178,177
283.203,51
283.228,-71
283.253,-182
283.278,-294
283.303,-426
283.328,-574
283.353,-710
283.378,-825
283.403,-946
283.428,-1107
283.453,-1292
283.478,-1411
283.503,-1365
283.528,-1132
283.553,-795
283.578,-482
283.603,-262
283.628,-106
283.653,55
283.678,260
283.703,486
283.728,688
283.753,848
283.778,979
283.803,1092
283.828,1176
283.853,1215
283.878,1212
283.903,1191
283.928,1175
283.953,1173
283.978,1183
284.003,1198
284.028,1208
284.053,1193
284.078,1131
284.103,1024
284.128,902
284.153,798
284.178,718
284.203,636
284.228,525
284.253,388
284.278,236
284.303,61
284.328,-165
284.353,-443
284.378,-703
284.403,-830
284.428,-754
284.453,-516
284.478,-245
284.503,-54
284.528,38
284.553,96
284.578,185
284.603,305
284.628,403
284.653,439
284.678,429
284.703,419
284.728,437
284.753,468
284.778,478
284.803,451
284.828,408
284.853,372
284.878,347
284.903,313
284.928,265
284.953,218
284.978,197
285.003,198
285.028,186
285.053,133
285.078,47
285.103,-32
285.128,-86
285.153,-141
285.178,-239
285.203,-372
285.228,-461
285.253,-413
285.278,-209
285.303,65
285.328,295
285.353,422
285.378,481
285.403,538
285.428,615
285.453,681
285.478,703
285.503,688
285.528,675
285.553,686
285.578,705
285.603,703
285.628,670
285.653,617
285.678,554
285.703,483
285.728,401
285.753,313
285.778,225
285.803,135
285.828,38
285.853,-60
285.878,-146
285.903,-220
285.928,-313
285.953,-443
285.978,-575
286.003,-622
286.028,-512
286.053,-265
286.078,12
286.103,216
286.128,326
286.153,398
286.178,491
286.203,601
286.228,683
286.253,707
286.278,695
286.303,685
286.328,691
286.353,693
286.378,668
286.403,616
286.428,548
286.453,474
286.478,392
286.503,305
286.528,217
286.553,132
286.578,45
286.603,-43
286.628,-126
286.653,-201
286.678,-288
286.703,-411
286.728,-552
286.753,-636
286.778,-578
286.803,-367
286.828,-85
286.853,153
286.878,301
286.903,396
286.928,505
286.953,638
286.978,752
287.003,802
287.028,798
287.053,784
287.078,789
287.103,799
287.128,785
287.153,742
287.178,684
287.203,623
287.228,553
287.253,467
287.278,371
287.303,279
287.328,192
287.353,99
287.378,0
287.403,-95
287.428,-183
287.453,-282
287.478,-409
287.503,-532
287.528,-573
287.553,-465
287.578,-225
287.603,47
287.628,251
287.653,365
287.678,445
287.703,546
287.728,661
287.753,740
287.778,754
287.803,728
287.828,709
287.853,712
287.878,716
287.903,695
287.928,651
287.953,599
287.978,542
288.003,469
288.028,379
288.053,289
288.078,215
288.103,147
288.128,65
288.153,-33
288.178,-127
288.203,-206
288.228,-290
288.253,-411
288.278,-550
288.303,-625
288.328,-555
288.353,-339
288.378,-72
288.403,139
288.428,263
288.453,349
288.478,452
288.503,572
288.528,660
288.553,685
288.578,672
288.603,667
288.628,685
288.653,698
288.678,675
288.703,619
288.728,557
288.753,501
288.778,444
288.803,370
288.828,286
288.853,207
288.878,134
288.903,58
288.928,-25
288.953,-102
288.978,-163
289.003,-225
289.028,-315
289.053,-426
289.078,-489
289.103,-426
289.128,-223
289.153,40
289.178,261
289.203,394
289.228,477
289.253,571
289.278,683
289.303,768
289.328,791
289.353,768
289.378,750
289.403,761
289.428,776
289.453,756
289.478,697
289.503,627
289.528,569
289.553,513
289.578,434
289.603,331
289.628,227
289.653,138
289.678,52
289.703,-50
289.728,-165
289.753,-269
289.778,-355
289.803,-451
289.828,-581
289.853,-708
289.878,-744
289.903,-615
289.928,-349
289.953,-55
289.978,162
290.003,295
290.028,407
290.053,555
290.078,720
290.103,840
290.128,878
290.153,865
290.178,850
290.203,853
290.228,845
290.253,802
290.278,730
290.303,659
290.328,598
290.353,529
290.378,436
290.403,328
290.428,228
290.453,143
290.478,57
290.503,-39
290.528,-138
290.553,-225
290.578,-316
290.603,-442
290.628,-593
290.653,-697
290.678,-661
290.703,-466
290.728,-194
290.753,38
290.778,180
290.803,274
290.828,395
290.853,554
290.878,695
290.903,764
290.928,770
290.953,771
290.978,804
291.003,849
291.028,861
291.053,821
291.078,753
291.103,685
291.128,617
291.153,529
291.178,420
291.203,311
291.228,218
291.253,132
291.278,33
291.303,-76
291.328,-175
291.353,-256
291.378,-344
291.403,-471
291.428,-615
291.453,-691
291.478,-617
291.503,-393
291.528,-112
291.553,119
291.578,266
291.603,374
291.628,503
291.653,652
291.678,773
291.703,824
291.728,820
291.753,812
291.778,828
291.803,853
291.828,854
291.853,817
291.878,759
291.903,700
291.928,640
291.953,573
291.978,500
292.003,433
292.028,377
292.053,316
292.078,236
292.103,139
292.128,48
292.153,-24
292.178,-95
292.203,-183
292.228,-289
292.253,-390
292.278,-470
292.303,-548
292.328,-653
292.353,-778
292.378,-855
292.403,-797
292.428,-581
292.453,-273
292.478,19
292.503,232
292.528,378
292.553,512
292.578,662
292.603,804
292.628,892
292.653,915
292.678,906
292.703,910
292.728,938
292.753,967
292.778,970
292.803,943
292.828,904
292.853,866
292.878,825
292.903,762
292.928,673
292.953,573
292.978,480
293.003,397
293.028,316
293.053,231
293.078,148
293.103,73
293.128,0
293.153,-88
293.178,-196
293.203,-305
293.228,-392
293.253,-460
293.278,-545
293.303,-670
293.328,-799
293.353,-845
293.378,-738
293.403,-491
293.428,-199
293.453,39
293.478,194
293.503,310
293.528,439
293.553,585
293.578,708
293.603,774
293.628,792
293.653,798
293.678,818
293.703,846
293.728,858
293.753,845
293.778,810
293.803,762
293.828,706
293.853,645
293.878,579
293.903,510
293.928,434
293.953,348
293.978,260
294.003,175
294.028,90
294.053,-2
294.078,-104
294.103,-198
294.128,-271
294.153,-331
294.178,-411
294.203,-520
294.228,-615
294.253,-614
294.278,-469
294.303,-218
294.328,39
294.353,223
294.378,329
294.403,412
294.428,520
294.453,643
294.478,735
294.503,768
294.528,756
294.553,740
294.578,740
294.603,743
294.628,723
294.653,672
294.678,605
294.703,546
294.728,499
294.753,453
294.778,392
294.803,317
294.828,250
294.853,212
294.878,209
294.903,221
294.928,221
294.953,194
294.978,147
295.003,79
295.028,-24
295.053,-180
295.078,-367
295.103,-511
295.128,-531
295.153,-401
295.178,-182
295.203,28
295.228,172
295.253,262
295.278,355
295.303,479
295.328,605
295.353,685
295.378,703
295.403,690
295.428,689
295.453,709
295.478,723
295.503,705
295.528,654
295.553,594
295.578,543
295.603,492
295.628,423
295.653,332
295.678,238
295.703,161
295.728,97
295.753,22
295.778,-75
295.803,-183
295.828,-275
295.853,-351
295.878,-441
295.903,-567
295.928,-702
295.953,-768
295.978,-691
296.003,-470
296.028,-181
296.053,76
296.078,260
296.103,397
296.128,539
296.153,700
296.178,848
296.203,940
296.228,965
296.253,952
296.278,937
296.303,935
296.328,933
296.353,910
296.378,860
296.403,793
296.428,727
296.453,667
296.478,608
296.503,534
296.528,440
296.553,335
296.578,233
296.603,139
296.628,39
296.653,-74
296.678,-196
296.703,-305
296.728,-399
296.753,-502
296.778,-638
296.803,-783
296.828,-859
296.853,-792
296.878,-579
296.903,-302
296.928,-65
296.953,89
296.978,195
297.003,313
297.028,460
297.053,603
297.078,703
297.103,756
297.128,792
297.153,837
297.178,886
297.203,918
297.228,915
297.253,877
297.278,816
297.303,742
297.328,663
297.353,585
297.378,509
297.403,435
297.428,364
297.453,297
297.478,235
297.503,169
297.528,89
297.553,-3
297.578,-93
297.603,-174
297.628,-257
297.653,-368
297.678,-496
297.703,-578
297.728,-536
297.753,-345
297.778,-75
297.803,163
297.828,307
297.853,385
297.878,469
297.903,592
297.928,715
297.953,780
297.978,770
298.003,731
298.028,712
298.053,715
298.078,707
298.103,660
298.128,589
298.153,523
298.178,471
298.203,413
298.228,334
298.253,243
298.278,166
298.303,108
298.328,46
298.353,-38
298.378,-134
298.403,-215
298.428,-277
298.453,-351
298.478,-464
298.503,-588
298.528,-643
298.553,-562
298.578,-351
298.603,-93
298.628,122
298.653,266
298.678,371
298.703,482
298.728,606
298.753,712
298.778,770
298.803,783
298.828,782
298.853,789
298.878,801
298.903,802
298.928,779
298.953,737
298.978,686
299.003,630
299.028,564
299.053,483
299.078,393
299.103,303
299.128,221
299.153,140
299.178,50
299.203,-52
299.228,-160
299.253,-255
299.278,-341
299.303,-439
299.328,-563
299.353,-690
299.378,-750
299.403,-674
299.428,-460
299.453,-182
299.478,59
299.503,219
299.528,330
299.553,453
299.578,608
299.603,753
299.628,839
299.653,862
299.678,864
299.703,885
299.728,922
299.753,940
299.778,918
299.803,868
299.828,816
299.853,768
299.878,711
299.903,636
299.928,554
299.953,478
299.978,408
300.003,330
300.028,239
300.053,143
300.078,54
300.103,-35
300.128,-137
300.153,-247
300.178,-345
300.203,-426
300.228,-513
300.253,-632
300.278,-760
300.303,-815
300.328,-722
300.353,-483
300.378,-193
300.403,39
300.428,180
300.453,277
300.478,393
300.503,537
300.528,664
300.553,734
300.578,757
300.603,770
300.628,795
300.653,824
300.678,834
300.703,821
300.728,795
300.753,760
300.778,712
300.803,653
300.828,594
300.853,546
300.878,500
300.903,441
300.928,362
300.953,278
300.978,201
301.003,125
301.028,35
301.053,-67
301.078,-165
301.103,-247
301.128,-334
301.153,-455
301.178,-592
301.203,-669
301.228,-605
301.253,-393
301.278,-117
301.303,112
301.328,250
301.353,334
301.378,424
301.403,536
301.428,638
301.453,694
301.478,709
301.503,714
301.528,732
301.553,756
301.578,763
301.603,743
301.628,700
301.653,649
301.678,595
301.703,538
301.728,474
301.753,399
301.778,314
301.803,228
301.828,148
301.853,76
301.878,3
301.903,-82
301.928,-177
301.953,-266
301.978,-348
302.003,-443
302.028,-565
302.053,-683
302.078,-717
302.103,-598
302.128,-340
302.153,-42
302.178,190
302.203,328
302.228,424
302.253,542
302.278,687
302.303,810
302.328,873
302.353,887
302.378,893
302.403,915
302.428,938
302.453,935
302.478,901
302.503,851
302.528,796
302.553,733
302.578,655
302.603,569
302.628,484
302.653,401
302.678,315
302.703,223
302.728,133
302.753,49
302.778,-36
302.803,-136
302.828,-243
302.853,-342
302.878,-431
302.903,-536
302.928,-674
302.953,-810
302.978,-856
303.003,-736
303.028,-465
303.053,-147
303.078,102
303.103,249
303.128,346
303.153,461
303.178,608
303.203,741
303.228,810
303.253,817
303.278,807
303.303,813
303.328,829
303.353,827
303.378,789
303.403,732
303.428,678
303.453,632
303.478,576
303.503,496
303.528,400
303.553,309
303.578,236
303.603,168
303.628,84
303.653,-19
303.678,-120
303.703,-202
303.728,-275
303.753,-373
303.778,-507
303.803,-627
303.828,-646
303.853,-508
303.878,-247
303.903,33
303.928,240
303.953,357
303.978,441
304.003,548
304.028,678
304.053,781
304.078,818
304.103,801
304.128,780
304.153,785
304.178,803
304.203,799
304.228,755
304.253,690
304.278,628
304.303,576
304.328,517
304.353,436
304.378,339
304.403,246
304.428,164
304.453,81
304.478,-17
304.503,-127
304.528,-227
304.553,-308
304.578,-392
304.603,-510
304.628,-656
304.653,-764
304.678,-745
304.703,-560
304.728,-265
304.753,25
304.778,229
304.803,346
304.828,443
304.853,571
304.878,717
304.903,827
304.928,869
304.953,867
304.978,868
305.003,892
305.028,917
305.053,913
305.078,876
305.103,825
305.128,777
305.153,723
305.178,651
305.203,565
305.228,482
305.253,410
305.278,338
305.303,255
305.328,162
305.353,73
305.378,-8
305.403,-97
305.428,-205
305.453,-319
305.478,-416
305.503,-498
305.528,-595
305.553,-730
305.578,-862
305.603,-898
305.628,-763
305.653,-479
305.678,-157
305.703,87
305.728,227
305.753,321
