Time (s),Resistance (Ω),Stage
1,11451.02,Calibration
2,11451.02,Calibration
3,11394.98,Calibration
4,11173.73,Calibration
5,11206.63,Calibration
6,11439.79,Calibration
7,11439.79,Calibration
8,10957.01,Calibration
9,11184.69,Calibration
10,11328.12,Calibration
11,11439.79,Calibration
12,11350.36,Calibration
13,11328.12,Calibration
14,11162.79,Calibration
15,11075.66,Calibration
16,10475,Calibration
17,11328.12,Calibration
18,11383.81,Calibration
19,11394.98,Calibration
20,11184.69,Normal
21,11140.94,Normal
22,11383.81,Normal
23,11339.24,Normal
24,11339.24,Normal
25,11317.02,Normal
26,11206.63,Normal
27,11317.02,Normal
28,11317.02,Normal
29,11339.24,Normal
30,11339.24,Normal
31,11162.79,Normal
32,11305.93,Normal
33,11272.73,Normal
34,11339.24,Normal
35,11361.5,Normal
36,11294.85,Normal
37,11162.79,Normal
38,11130.03,Normal
39,11305.93,Normal
40,11339.24,Normal
41,11184.69,Normal
42,11119.13,Normal
43,11032.36,Normal
44,11206.63,Normal
45,11317.02,Normal
46,11250.65,Normal
47,11305.93,Normal
48,11162.79,Normal
49,11339.24,Normal
50,11317.02,Normal
51,11317.02,Normal
52,11328.12,Normal
53,11151.86,Normal
54,11151.86,Normal
55,11328.12,Normal
56,11119.13,Normal
57,11195.65,Normal
58,11206.63,Normal
59,11010.78,Normal
60,11261.68,Normal
61,11283.78,Normal
62,11328.12,Normal
63,11119.13,Normal
64,11086.51,Normal
65,11217.62,Normal
66,11272.73,Normal
67,11283.78,Normal
68,11261.68,Normal
69,11228.62,Normal
70,11250.65,Normal
71,11250.65,Normal
72,11283.78,Normal
73,11294.85,Normal
74,11228.62,Normal
75,10989.24,Normal
76,11000,Normal
77,11075.66,Normal
78,11250.65,Normal
79,11032.36,Normal
80,11228.62,Normal
81,11217.62,Normal
82,10946.29,Normal
83,11217.62,Normal
84,11206.63,Normal
85,11228.62,Normal
86,11261.68,Normal
87,11206.63,Normal
88,11184.69,Normal
89,10989.24,Normal
90,11184.69,Normal
91,11217.62,Normal
92,11228.62,Normal
93,10924.89,Normal
94,11108.25,Normal
95,10967.74,Normal
96,11010.78,Normal
97,11162.79,Normal
98,11184.69,Normal
99,11075.66,Normal
100,10978.48,Normal
101,10989.24,Normal
102,11173.73,Normal
103,11151.86,Normal
104,11151.86,Normal
105,11119.13,Normal
106,11151.86,Normal
107,11151.86,Normal
108,10935.58,Normal
109,11086.51,Normal
110,11140.94,Normal
111,10989.24,Normal
112,11173.73,Normal
