df_hash,22ZHK4.KQAWQ2
305.336,1.025
305.366,1.029
305.396,1.029
305.426,1.022
305.456,1.025
305.486,1.021
305.516,1.028
305.546,1.024
305.576,1.026
305.606,1.022
305.636,1.028
305.666,1.029
305.696,1.025
305.726,1.023
305.756,1.020
305.786,1.023
305.816,1.030
305.846,1.025
305.876,1.026
305.906,1.026
305.936,1.028
305.966,1.026
305.996,1.021
306.026,1.025
306.056,1.024
306.086,1.027
306.116,1.025
306.146,1.024
306.176,1.025
306.206,1.024
306.236,1.026
306.266,1.028
306.296,1.028
306.326,1.029
306.356,1.022
306.386,1.027
306.416,1.027
306.446,1.024
306.476,1.025
306.506,1.023
306.536,1.025
306.566,1.025
306.596,1.028
306.626,1.027
306.656,1.026
306.686,1.027
306.716,1.025
306.746,1.023
306.776,1.024
306.806,1.025
306.836,1.025
306.866,1.026
306.896,1.027
306.926,1.026
306.956,1.024
306.986,1.025
307.016,1.027
307.046,1.029
307.076,1.025
307.106,1.034
307.136,1.020
307.166,1.024
307.196,1.029
307.226,1.025
307.256,1.023
307.286,1.024
307.316,1.025
307.346,1.028
307.376,1.031
307.406,1.030
307.436,1.022
307.466,1.026
307.496,1.026
307.526,1.025
307.556,1.024
307.586,1.030
307.616,1.022
307.646,1.024
307.676,1.026
307.706,1.024
307.736,1.024
307.766,1.026
307.796,1.025
307.826,1.025
307.856,1.027
307.886,1.024
307.916,1.025
307.946,1.028
307.976,1.023
308.006,1.026
308.036,1.031
308.066,1.023
308.096,1.023
308.126,1.020
308.156,1.021
308.186,1.026
308.216,1.028
308.246,1.030
308.276,1.022
308.306,1.029
308.336,1.026
308.366,1.025
308.396,1.025
308.426,1.024
308.456,1.025
308.486,1.024
308.516,1.024
308.546,1.028
308.576,1.023
308.606,1.026
308.636,1.027
308.666,1.026
308.696,1.025
308.726,1.026
308.756,1.021
308.786,1.025
308.816,1.025
308.846,1.026
308.876,1.028
308.906,1.021
308.936,1.021
308.966,1.020
308.996,1.027
309.026,1.029
309.056,1.028
309.086,1.022
309.116,1.025
309.146,1.026
309.176,1.026
309.206,1.021
309.236,1.024
309.266,1.024
309.296,1.029
309.326,1.025
309.356,1.027
309.386,1.024
309.416,1.025
309.446,1.028
309.476,1.026
309.506,1.026
309.536,1.025
309.566,1.026
309.596,1.023
309.626,1.026
309.656,1.029
309.686,1.023
309.716,1.026
309.746,1.026
309.776,1.023
309.806,1.019
309.836,1.025
309.866,1.032
309.896,1.029
309.926,1.028
309.956,1.030
309.986,1.021
310.016,1.027
310.046,1.026
310.076,1.024
310.106,1.028
310.136,1.029
310.166,1.026
310.196,1.021
310.226,1.027
310.256,1.025
310.286,1.031
310.316,1.025
310.346,1.026
310.376,1.024
310.406,1.025
310.436,1.026
310.466,1.023
310.496,1.025
310.526,1.024
310.556,1.023
310.586,1.027
310.616,1.033
310.646,1.026
310.676,1.024
310.706,1.024
310.736,1.022
310.766,1.022
310.796,1.022
310.826,1.024
310.856,1.026
310.886,1.028
310.916,1.023
310.946,1.025
310.976,1.023
311.006,1.027
311.036,1.021
311.066,1.029
311.096,1.022
311.126,1.024
311.156,1.029
311.186,1.030
311.216,1.025
311.246,1.023
311.276,1.022
311.306,1.023
311.336,1.024
311.366,1.027
311.396,1.024
311.426,1.022
311.456,1.023
311.486,1.024
311.516,1.024
311.546,1.025
311.576,1.027
311.606,1.023
311.636,1.026
311.666,1.026
311.696,1.026
311.726,1.027
311.756,1.023
311.786,1.024
311.816,1.026
311.846,1.028
311.876,1.023
311.906,1.031
311.936,1.029
311.966,1.022
311.996,1.023
312.026,1.025
312.056,1.024
312.086,1.025
312.116,1.028
312.146,1.029
312.176,1.025
312.206,1.022
312.236,1.026
312.266,1.026
312.296,1.022
312.326,1.022
312.356,1.023
312.386,1.026
312.416,1.027
312.446,1.027
312.476,1.026
312.506,1.023
312.536,1.023
312.566,1.031
312.596,1.030
312.626,1.019
312.656,1.023
312.686,1.025
312.716,1.023
312.746,1.024
312.776,1.025
312.806,1.024
312.836,1.026
312.866,1.029
312.896,1.031
312.926,1.026
312.956,1.024
312.986,1.025
313.016,1.024
313.046,1.028
313.076,1.022
313.106,1.023
313.136,1.027
313.166,1.026
313.196,1.024
313.226,1.028
313.256,1.023
313.286,1.028
313.316,1.029
313.346,1.029
313.376,1.023
313.406,1.028
313.436,1.029
313.466,1.025
313.496,1.024
313.526,1.024
313.556,1.021
313.586,1.025
313.616,1.028
313.646,1.030
313.676,1.028
313.706,1.023
313.736,1.026
313.766,1.024
313.796,1.024
313.826,1.025
313.856,1.029
313.886,1.028
313.916,1.027
313.946,1.021
313.976,1.025
314.006,1.023
314.036,1.030
314.066,1.022
314.096,1.027
314.126,1.023
314.156,1.026
314.186,1.027
314.216,1.023
314.246,1.025
314.276,1.023
314.306,1.025
314.336,1.027
314.366,1.023
314.396,1.022
314.426,1.024
314.456,1.026
314.486,1.023
314.516,1.024
314.546,1.008
314.576,1.004
314.606,1.016
314.636,1.049
314.666,1.028
314.696,1.030
314.726,1.022
314.756,1.007
314.786,1.022
314.816,1.006
314.846,1.006
314.876,1.000
314.906,1.006
314.936,0.995
314.966,0.989
314.996,1.002
315.026,0.983
315.056,0.998
315.086,0.980
315.116,0.990
315.146,0.983
315.176,0.983
315.206,0.989
315.236,0.994
315.266,0.999
315.296,0.994
315.326,0.984
315.356,0.999
315.386,0.993
315.416,0.970
315.446,0.966
315.476,0.983
315.506,0.966
315.536,0.965
315.566,0.972
315.596,0.981
315.626,0.982
315.656,0.989
315.686,1.006
315.716,1.013
315.746,0.978
315.776,0.981
315.806,0.987
315.836,0.980
315.866,0.975
315.896,0.980
315.926,0.984
315.956,0.980
315.986,0.979
316.016,0.986
316.046,0.990
316.076,0.975
316.106,0.973
316.136,0.968
316.166,0.963
316.196,0.972
316.226,0.964
316.256,0.968
316.286,0.963
316.316,0.966
316.346,0.975
316.376,0.971
316.406,0.965
316.436,0.972
316.466,0.980
316.496,0.976
316.526,0.966
316.556,0.970
316.586,0.963
316.616,0.981
316.646,0.977
316.676,0.982
316.706,0.979
316.736,0.987
316.766,0.977
316.796,0.977
316.826,0.970
316.856,0.975
316.886,0.978
316.916,0.987
316.946,0.980
316.976,0.972
317.006,0.978
317.036,0.996
317.066,0.979
317.096,0.991
317.126,0.977
317.156,0.968
317.186,0.995
317.216,0.968
317.246,0.971
317.276,1.001
317.306,0.971
317.336,0.983
317.366,0.987
317.396,0.967
317.426,0.979
317.456,0.986
317.486,0.985
317.516,0.992
317.546,0.973
317.576,0.970
317.606,0.994
317.636,0.984
317.666,0.985
317.696,0.996
317.726,0.998
317.756,0.973
317.786,0.958
317.816,0.988
317.846,0.985
317.876,0.989
317.906,0.987
317.936,0.978
317.966,0.981
317.996,0.986
318.026,0.998
318.056,0.987
318.086,0.979
318.116,0.982
318.146,0.990
318.176,0.987
318.206,0.979
318.236,0.990
318.266,0.999
318.296,0.989
318.326,0.981
318.356,0.984
318.386,0.990
318.416,0.981
318.446,0.982
318.476,0.986
318.506,0.999
318.536,0.991
318.566,0.974
318.596,0.985
318.626,0.989
318.656,0.984
318.686,0.981
318.716,0.985
318.746,0.988
318.776,0.988
318.806,0.987
318.836,0.989
318.866,0.988
318.896,0.987
318.926,0.992
318.956,0.987
318.986,0.981
319.016,0.987
319.046,0.989
319.076,0.988
319.106,0.987
319.136,0.983
319.166,0.984
319.196,0.990
319.226,0.986
319.256,0.989
319.286,0.991
319.316,0.985
319.346,0.985
319.376,0.992
319.406,0.988
319.436,0.991
319.466,1.005
319.496,1.001
319.526,0.973
319.556,1.004
319.586,1.009
319.616,1.009
319.646,1.008
319.676,0.992
319.706,0.979
319.736,0.996
319.766,1.021
319.796,1.013
319.826,0.999
319.856,1.008
319.886,1.003
319.916,1.037
319.946,1.011
319.976,0.979
320.006,1.014
320.036,1.011
320.066,0.979
320.096,1.011
320.126,0.998
320.156,0.997
320.186,1.009
320.216,1.002
320.246,0.994
320.276,1.008
320.306,1.020
320.336,1.056
320.366,1.031
320.396,0.990
320.426,0.998
320.456,1.002
320.486,0.992
320.516,0.984
320.546,1.013
320.576,1.033
320.606,1.049
320.636,1.043
320.666,1.022
320.696,1.035
320.726,1.030
320.756,1.023
320.786,1.038
320.816,1.026
320.846,1.024
320.876,1.023
320.906,1.014
320.936,1.020
320.966,1.024
320.996,1.005
321.026,1.008
321.056,1.018
321.086,1.027
321.116,1.028
321.146,1.024
321.176,1.030
321.206,1.034
321.236,1.012
321.266,1.014
321.296,1.041
321.326,1.029
321.356,1.034
321.386,1.045
321.416,1.049
321.446,1.031
321.476,1.020
321.506,1.003
321.536,1.001
321.566,1.021
321.596,1.022
321.626,1.021
321.656,1.037
321.686,1.042
321.716,1.035
321.746,1.030
321.776,1.029
321.806,1.021
321.836,1.032
321.866,1.031
321.896,1.047
321.926,1.022
321.956,1.021
321.986,1.029
322.016,1.022
322.046,1.037
322.076,1.032
322.106,1.033
322.136,1.039
322.166,1.013
322.196,1.010
322.226,1.018
322.256,1.002
322.286,1.011
322.316,1.007
322.346,1.022
322.376,1.023
322.406,1.014
322.436,1.033
322.466,1.057
322.496,1.034
322.526,1.018
322.556,1.010
322.586,0.999
322.616,0.984
322.646,0.998
322.676,1.011
322.706,1.024
322.736,0.997
322.766,0.989
322.796,0.995
322.826,1.003
322.856,1.013
322.886,0.999
322.916,1.005
322.946,1.000
322.976,1.001
323.006,1.013
323.036,1.002
323.066,1.004
323.096,1.014
323.126,1.016
323.156,1.017
323.186,1.016
323.216,1.001
323.246,1.014
323.276,1.009
323.306,1.009
323.336,1.004
323.366,1.003
323.396,0.998
323.426,0.997
323.456,1.003
323.486,1.003
323.516,0.997
323.546,0.998
323.576,1.000
323.606,1.006
323.636,0.995
323.666,1.000
323.696,1.006
323.726,1.000
323.756,0.995
323.786,1.002
323.816,1.002
323.846,0.998
323.876,1.000
323.906,0.998
323.936,1.000
323.966,1.000
323.996,0.990
324.026,1.008
324.056,0.990
324.086,0.997
324.116,1.003
324.146,1.002
324.176,1.001
324.206,1.002
324.236,1.006
324.266,1.003
324.296,0.998
324.326,0.997
324.356,0.990
324.386,0.996
324.416,0.991
324.446,0.977
324.476,0.974
324.506,0.984
324.536,0.985
324.566,0.985
324.596,1.001
324.626,1.022
324.656,1.019
324.686,1.005
324.716,1.005
324.746,1.003
324.776,0.985
324.806,0.989
324.836,0.990
324.866,0.984
324.896,0.986
324.926,0.988
324.956,0.980
324.986,1.007
325.016,0.999
325.046,0.983
325.076,0.990
325.106,0.990
325.136,0.979
325.166,0.984
325.196,0.982
325.226,0.994
325.256,0.993
325.286,0.978
325.316,0.980
325.346,0.989
325.376,0.985
325.406,0.988
325.436,0.990
325.466,0.999
325.496,1.010
325.526,0.990
325.556,0.989
325.586,1.001
325.616,0.991
325.646,0.973
325.676,0.961
325.706,0.973
325.736,0.970
325.766,0.983
325.796,0.993
325.826,0.985
325.856,0.976
325.886,0.983
325.916,0.996
325.946,0.997
325.976,0.990
326.006,0.996
326.036,1.001
326.066,1.000
326.096,0.991
326.126,0.991
326.156,0.990
326.186,0.995
326.216,0.988
326.246,0.987
326.276,0.991
326.306,1.000
326.336,0.995
326.366,0.987
326.396,0.989
326.426,0.989
326.456,0.991
326.486,0.991
326.516,0.994
326.546,0.999
326.576,0.995
326.606,0.988
326.636,0.984
326.666,0.983
326.696,0.984
326.726,0.984
326.756,0.991
326.786,0.995
326.816,0.991
326.846,0.993
326.876,0.989
326.906,0.989
326.936,0.993
326.966,0.996
326.996,0.992
327.026,0.987
327.056,0.991
327.086,0.987
327.116,0.998
327.146,0.986
327.176,0.984
327.206,0.994
327.236,0.992
327.266,0.987
327.296,0.991
327.326,0.991
327.356,0.987
327.386,0.985
327.416,0.991
327.446,0.989
327.476,0.985
327.506,0.992
327.536,0.991
327.566,0.988
327.596,0.993
327.626,0.990
327.656,0.989
327.686,0.990
327.716,0.989
327.746,0.990
327.776,0.995
327.806,0.985
327.836,0.987
327.866,0.997
327.896,0.990
327.926,0.990
327.956,0.988
327.986,0.990
328.016,0.985
328.046,0.994
328.076,0.995
328.106,0.992
328.136,0.991
328.166,0.984
328.196,0.990
328.226,0.991
328.256,0.992
328.286,0.995
328.316,0.988
328.346,0.988
328.376,0.986
328.406,0.989
328.436,0.986
328.466,0.992
328.496,0.987
328.526,0.989
328.556,0.994
328.586,0.989
328.616,0.989
328.646,0.984
328.676,0.989
328.706,0.991
328.736,0.988
328.766,0.987
328.796,0.990
328.826,0.993
328.856,0.995
328.886,0.988
328.916,0.986
328.946,0.992
328.976,0.992
329.006,0.989
329.036,0.987
329.066,0.992
329.096,0.991
329.126,0.989
329.156,0.985
329.186,0.991
329.216,0.996
329.246,0.988
329.276,0.985
329.306,0.992
329.336,0.988
329.366,0.993
329.396,0.989
329.426,0.990
329.456,0.985
329.486,0.992
329.516,0.988
329.546,0.992
329.576,0.991
329.606,0.991
329.636,0.995
329.666,0.990
329.696,0.987
329.726,0.987
329.756,0.991
329.786,0.991
329.816,0.989
329.846,0.989
329.876,0.993
329.906,0.990
329.936,0.986
329.966,0.989
329.996,0.991
330.026,0.989
330.056,0.991
330.086,0.986
330.116,0.992
330.146,0.989
330.176,0.992
330.206,0.985
330.236,0.995
330.266,0.987
330.296,0.988
330.326,0.994
330.356,0.991
330.386,0.990
330.416,0.989
330.446,0.988
330.476,0.989
330.506,0.989
330.536,0.985
330.566,0.995
330.596,0.994
330.626,0.991
330.656,0.988
330.686,0.985
330.716,0.989
330.746,0.991
330.776,0.988
330.806,0.991
330.836,0.988
330.866,0.993
330.896,0.983
330.926,0.993
330.956,0.991
330.986,0.991
331.016,0.995
331.046,0.990
331.076,0.985
331.106,0.992
331.136,0.989
331.166,0.988
331.196,0.991
331.226,0.990
331.256,0.991
331.286,0.992
331.316,0.993
331.346,0.987
331.376,0.989
331.406,0.990
331.436,0.990
331.466,0.993
331.496,0.995
331.526,0.990
331.556,0.990
331.586,0.989
331.616,0.993
331.646,0.987
331.676,0.985
331.706,0.993
331.736,0.994
331.766,0.986
331.796,0.991
331.826,0.989
331.856,0.988
331.886,0.992
331.916,0.992
331.946,0.985
331.976,0.989
332.006,0.997
332.036,0.988
332.066,0.987
332.096,0.987
332.126,0.984
332.156,0.994
332.186,0.994
332.216,0.990
332.246,0.988
332.276,0.994
332.306,0.992
332.336,0.992
332.366,0.985
332.396,0.990
332.426,0.992
332.456,0.991
332.486,0.991
332.516,0.986
332.546,0.984
332.576,0.990
332.606,0.998
332.636,0.988
332.666,0.993
332.696,0.995
332.726,0.987
332.756,0.991
332.786,0.986
332.816,0.987
332.846,0.992
332.876,0.993
332.906,0.984
332.936,0.988
332.966,0.989
332.996,0.989
333.026,0.988
333.056,0.988
333.086,0.988
333.116,0.989
333.146,0.991
333.176,0.987
333.206,0.986
333.236,0.986
333.266,0.985
333.296,0.989
333.326,0.988
333.356,0.988
333.386,0.994
333.416,0.994
333.446,0.988
333.476,0.988
333.506,0.987
333.536,0.987
333.566,0.991
333.596,0.989
333.626,0.990
333.656,0.988
333.686,0.991
333.716,0.987
333.746,0.995
333.776,0.987
333.806,0.989
333.836,0.991
333.866,0.985
333.896,0.987
333.926,0.986
333.956,0.991
333.986,0.989
334.016,0.992
334.046,0.984
334.076,0.991
334.106,0.994
334.136,0.991
334.166,0.985
334.196,0.985
334.226,0.987
334.256,0.985
334.286,0.991
334.316,0.990
334.346,0.986
334.376,0.986
334.406,0.985
334.436,0.997
334.466,0.988
334.496,0.990
334.526,0.991
334.556,0.991
334.586,0.989
334.616,0.984
334.646,0.984
334.676,0.988
334.706,0.996
334.736,0.987
334.766,0.990
334.796,0.994
334.826,0.988
334.856,0.984
334.886,0.988
334.916,0.988
334.946,0.988
334.976,0.988
335.006,0.989
335.036,0.988
335.066,0.991
335.096,0.988
335.126,0.991
335.156,0.989
335.186,0.984
335.216,0.995
335.246,0.989
335.276,0.990
335.306,0.986
335.336,0.986
335.366,0.985
335.396,0.988
335.426,0.994
335.456,0.994
335.486,1.028
335.516,1.101
335.546,1.143
335.576,1.121
335.606,1.101
335.636,1.045
335.666,1.014
335.696,0.974
335.726,0.967
335.756,0.918
335.786,0.910
335.816,0.910
335.846,0.930
335.876,0.949
335.906,0.965
335.936,0.997
335.966,0.984
335.996,0.996
336.026,1.001
336.056,1.003
336.086,0.995
336.116,0.995
336.146,0.999
336.176,1.003
336.206,0.991
336.236,1.001
336.266,0.999
336.296,0.996
336.326,0.996
336.356,1.002
336.386,0.988
336.416,1.000
336.446,1.000
336.476,0.995
336.506,0.999
336.536,0.992
336.566,1.000
336.596,0.988
336.626,0.999
336.656,0.996
336.686,1.002
336.716,0.995
336.746,0.987
336.776,0.997
336.806,1.000
336.836,0.993
336.866,0.990
336.896,0.998
336.926,0.999
336.956,0.994
336.986,0.997
337.016,1.000
337.046,0.989
337.076,0.998
337.106,0.990
337.136,0.994
337.166,0.995
337.196,0.989
337.226,0.993
337.256,0.996
337.286,0.988
337.316,0.994
337.346,0.999
337.376,0.993
337.406,0.990
337.436,0.993
337.466,0.994
337.496,0.992
337.526,0.993
337.556,0.995
337.586,0.996
337.616,0.990
337.646,0.999
337.676,0.994
337.706,0.996
337.736,0.989
337.766,0.996
337.796,0.998
337.826,0.987
337.856,0.996
337.886,0.994
337.916,0.993
337.946,0.998
337.976,0.992
338.006,0.994
338.036,0.997
338.066,0.994
338.096,0.983
338.126,0.997
338.156,0.999
338.186,0.992
338.216,0.997
338.246,0.993
338.276,0.991
338.306,0.995
338.336,0.993
338.366,0.996
338.396,0.995
338.426,0.993
338.456,0.994
338.486,0.991
338.516,0.995
338.546,0.995
338.576,0.996
338.606,0.995
338.636,0.991
338.666,0.996
338.696,0.991
338.726,0.995
338.756,0.988
338.786,0.992
338.816,0.996
338.846,1.003
338.876,0.997
338.906,0.991
338.936,0.995
338.966,0.993
338.996,0.995
339.026,0.998
339.056,0.990
339.086,0.994
339.116,0.990
339.146,0.994
339.176,0.987
339.206,0.979
339.236,0.974
339.266,0.991
339.296,1.021
339.326,0.949
339.356,0.976
339.386,0.989
339.416,0.976
339.446,0.985
339.476,0.994
339.506,0.995
339.536,1.011
339.566,1.010
339.596,0.970
339.626,1.005
339.656,0.998
339.686,0.940
339.716,1.012
339.746,0.988
339.776,1.035
339.806,1.046
339.836,1.013
339.866,1.002
339.896,1.010
339.926,1.002
339.956,0.992
339.986,0.997
340.016,0.988
340.046,0.984
340.076,0.993
340.106,1.000
340.136,0.987
340.166,0.997
340.196,1.000
340.226,0.989
340.256,0.994
340.286,0.987
340.316,0.979
340.346,0.986
340.376,0.998
340.406,0.993
340.436,0.990
340.466,0.993
340.496,0.994
340.526,0.987
340.556,0.995
340.586,1.000
340.616,0.997
340.646,0.986
340.676,0.999
340.706,0.990
340.736,0.979
340.766,0.983
340.796,0.992
340.826,0.990
340.856,0.993
340.886,0.996
340.916,0.994
340.946,0.989
340.976,0.993
341.006,0.986
341.036,0.988
341.066,0.988
341.096,0.987
341.126,0.990
341.156,0.993
341.186,0.989
341.216,0.990
341.246,0.993
341.276,0.990
341.306,0.994
341.336,0.990
341.366,0.990
341.396,0.991
341.426,0.990
341.456,0.987
341.486,0.986
341.516,0.996
341.546,0.987
341.576,0.992
341.606,0.989
341.636,0.996
341.666,0.993
341.696,0.988
341.726,0.987
341.756,0.990
341.786,0.988
341.816,0.986
341.846,0.991
341.876,0.991
341.906,0.991
341.936,0.991
341.966,0.993
341.996,0.994
342.026,0.990
342.056,0.987
342.086,0.990
342.116,0.991
342.146,0.988
342.176,0.990
342.206,0.990
342.236,0.990
342.266,0.991
342.296,0.987
342.326,0.984
342.356,0.990
342.386,0.998
342.416,0.987
342.446,0.987
342.476,0.998
342.506,1.000
342.536,0.987
342.566,0.983
342.596,0.991
342.626,0.997
342.656,0.993
342.686,0.990
342.716,0.988
342.746,0.990
342.776,0.989
342.806,0.991
342.836,0.991
342.866,0.991
342.896,0.987
342.926,0.987
342.956,0.993
342.986,0.991
343.016,0.988
343.046,0.991
343.076,0.994
343.106,0.992
343.136,0.987
343.166,0.989
343.196,0.990
343.226,0.992
343.256,0.990
343.286,0.988
343.316,0.991
343.346,0.989
343.376,0.989
343.406,0.992
343.436,0.988
343.466,0.988
343.496,0.995
343.526,0.987
343.556,0.988
343.586,0.992
343.616,0.990
343.646,0.990
343.676,0.990
343.706,0.991
343.736,0.991
343.766,0.994
343.796,0.987
343.826,0.988
343.856,0.994
343.886,0.988
343.916,0.990
343.946,0.990
343.976,0.985
344.006,0.991
344.036,0.990
344.066,0.987
344.096,0.991
344.126,0.991
344.156,0.990
344.186,0.993
344.216,0.990
344.246,0.990
344.276,0.987
344.306,0.990
344.336,0.991
344.366,0.988
344.396,0.991
344.426,0.985
344.456,0.988
344.486,0.988
344.516,0.992
344.546,0.994
344.576,0.993
344.606,0.988
344.636,0.988
344.666,0.986
344.696,0.991
344.726,0.993
344.756,0.990
344.786,0.991
344.816,0.993
344.846,0.991
344.876,0.991
344.906,0.987
344.936,0.990
344.966,0.990
344.996,0.992
345.026,0.992
345.056,0.991
345.086,0.982
345.116,0.996
345.146,0.987
345.176,0.991
345.206,0.990
345.236,0.992
345.266,0.992
345.296,0.992
345.326,0.994
345.356,0.991
345.386,0.989
345.416,0.992
345.446,0.994
345.476,0.988
345.506,0.991
345.536,0.997
345.566,0.987
345.596,0.988
345.626,0.987
345.656,0.987
345.686,0.995
345.716,0.997
345.746,0.991
345.776,0.990
345.806,0.992
345.836,0.990
345.866,0.992
345.896,0.993
345.926,0.988
345.956,0.991
345.986,0.990
346.016,0.997
346.046,0.991
346.076,0.987
346.106,0.985
346.136,0.991
346.166,0.991
346.196,0.989
346.226,0.989
346.256,0.985
346.286,0.994
346.316,0.995
346.346,0.991
346.376,0.985
346.406,0.988
346.436,0.988
346.466,0.994
346.496,0.992
346.526,0.990
346.556,0.989
346.586,0.991
346.616,0.989
346.646,0.989
346.676,0.988
346.706,0.994
346.736,0.988
346.766,0.991
346.796,0.987
346.826,0.991
346.856,0.990
346.886,0.990
346.916,0.991
346.946,0.988
346.976,0.988
347.006,0.992
347.036,0.992
347.066,0.991
347.096,0.994
347.126,0.994
347.156,0.992
347.186,0.991
347.216,0.990
347.246,0.988
347.276,0.992
347.306,0.995
347.336,0.990
347.366,0.991
347.396,0.991
347.426,0.992
347.456,0.991
347.486,0.992
347.516,0.991
347.546,0.992
347.576,0.995
347.606,0.987
347.636,0.987
347.666,0.988
347.696,0.992
347.726,0.994
347.756,0.989
347.786,0.991
347.816,0.988
347.846,0.988
347.876,0.995
347.906,0.988
347.936,0.992
347.966,0.997
347.996,0.994
348.026,0.991
348.056,0.989
348.086,0.990
348.116,0.990
348.146,0.988
348.176,0.987
348.206,0.992
348.236,0.992
348.266,0.988
348.296,0.994
348.326,0.989
348.356,0.992
348.386,0.988
348.416,0.994
348.446,0.988
348.476,0.995
348.506,0.989
348.536,0.992
348.566,0.985
348.596,0.988
348.626,0.985
348.656,0.995
348.686,0.994
348.716,0.987
348.746,0.994
348.776,0.994
348.806,0.991
348.836,0.988
348.866,0.988
348.896,0.989
348.926,0.992
348.956,0.995
348.986,0.994
349.016,0.991
349.046,0.989
349.076,0.988
349.106,0.991
349.136,0.995
349.166,0.994
349.196,0.995
349.226,0.985
349.256,0.992
349.286,0.992
349.316,0.989
349.346,0.994
349.376,0.994
349.406,0.991
349.436,0.989
349.466,1.022
349.496,1.026
349.526,0.999
349.556,0.988
349.586,0.983
349.616,0.995
349.646,0.979
349.676,0.980
349.706,0.985
349.736,0.985
349.766,0.986
349.796,0.990
349.826,0.987
349.856,1.002
349.886,0.996
349.916,0.988
349.946,0.987
349.976,0.994
350.006,0.987
350.036,0.990
350.066,0.999
350.096,0.993
350.126,0.990
350.156,0.996
350.186,0.995
350.216,0.993
350.246,0.996
350.276,0.993
350.306,0.992
350.336,0.995
350.366,0.996
350.396,0.992
350.426,0.990
350.456,0.995
350.486,0.992
350.516,0.993
350.546,0.996
350.576,0.990
350.606,0.992
350.636,0.989
350.666,0.992
350.696,0.996
350.726,0.990
350.756,0.993
350.786,0.992
350.816,0.995
350.846,0.997
350.876,0.990
350.906,0.992
350.936,0.995
350.966,0.994
350.996,0.990
351.026,0.995
351.056,0.990
351.086,0.992
351.116,1.001
351.146,0.997
351.176,0.989
351.206,0.990
351.236,0.987
351.266,0.994
351.296,0.995
351.326,0.996
351.356,0.989
351.386,0.993
351.416,0.992
351.446,0.999
351.476,0.995
351.506,0.990
351.536,0.985
351.566,0.997
351.596,1.000
351.626,0.989
351.656,0.990
351.686,0.992
351.716,0.992
351.746,0.993
351.776,0.997
351.806,0.987
351.836,0.990
351.866,0.996
351.896,0.995
351.926,0.993
351.956,0.989
351.986,0.995
352.016,0.995
352.046,0.996
352.076,0.992
352.106,0.992
352.136,0.987
352.166,0.993
352.196,0.993
352.226,0.992
352.256,0.999
352.286,0.986
352.316,0.996
352.346,0.997
352.376,0.992
352.406,0.992
352.436,0.990
352.466,0.992
352.496,0.992
352.526,0.995
352.556,0.994
352.586,0.989
352.616,0.997
352.646,0.995
352.676,0.996
352.706,0.992
352.736,0.993
352.766,0.992
352.796,0.990
352.826,0.995
352.856,0.993
352.886,0.992
352.916,0.987
352.946,0.996
352.976,0.992
353.006,0.997
353.036,0.989
353.066,0.989
353.096,0.992
353.126,0.993
353.156,0.992
353.186,0.993
353.216,0.989
353.246,0.995
353.276,0.996
353.306,0.989
353.336,0.993
353.366,0.992
353.396,0.996
353.426,0.995
353.456,0.993
353.486,0.990
353.516,0.992
353.546,0.996
353.576,0.992
353.606,0.989
353.636,0.990
353.666,0.993
353.696,0.997
353.726,0.990
353.756,0.993
353.786,0.992
353.816,0.996
353.846,0.995
353.876,0.993
353.906,0.995
353.936,0.993
353.966,0.986
353.996,0.977
354.026,0.983
354.056,1.005
354.086,1.009
354.116,1.015
354.146,1.011
354.176,1.005
354.206,0.992
354.236,0.987
354.266,0.994
354.296,0.994
354.326,0.997
354.356,0.997
354.386,1.003
354.416,1.005
354.446,1.012
354.476,1.003
354.506,0.998
354.536,1.006
354.566,1.020
354.596,1.021
354.626,1.009
354.656,1.002
354.686,1.014
354.716,1.012
354.746,1.015
354.776,1.010
354.806,1.003
354.836,1.013
354.866,1.013
354.896,1.005
354.926,1.007
354.956,1.007
354.986,1.001
355.016,1.004
355.046,1.025
355.076,1.019
355.106,1.010
355.136,1.005
355.166,1.003
355.196,1.006
355.226,0.990
355.256,0.998
355.286,1.008
355.316,1.018
355.346,1.012
355.376,1.018
355.406,1.009
355.436,0.994
355.466,0.989
355.496,0.991
355.526,0.985
355.556,0.993
355.586,1.002
355.616,0.998
355.646,0.989
355.676,0.990
355.706,0.995
355.736,1.000
355.766,1.001
355.796,0.998
355.826,0.997
355.856,1.000
355.886,0.993
355.916,0.995
355.946,0.987
355.976,0.994
356.006,1.003
356.036,0.995
356.066,1.000
356.096,0.997
356.126,0.996
356.156,1.000
356.186,0.990
356.216,1.000
356.246,0.997
356.276,1.000
356.306,1.005
356.336,0.995
356.366,0.998
356.396,0.996
356.426,0.996
356.456,0.998
356.486,0.996
356.516,0.999
356.546,1.002
356.576,0.998
356.606,0.996
356.636,0.997
356.666,0.997
356.696,0.998
356.726,0.999
356.756,0.999
356.786,0.996
356.816,0.992
356.846,0.990
356.876,1.001
356.906,1.002
356.936,0.972
356.966,0.982
356.996,0.981
357.026,0.975
357.056,0.994
357.086,0.985
357.116,0.993
357.146,0.992
357.176,0.968
357.206,0.963
357.236,1.003
357.266,1.032
357.296,1.024
357.326,1.018
357.356,1.021
357.386,1.016
357.416,0.991
357.446,0.994
357.476,0.992
357.506,0.999
357.536,1.000
357.566,0.999
357.596,0.997
357.626,0.985
357.656,0.989
357.686,0.987
357.716,0.991
