Time (s),Resistance (Ω),Stage
1,59172.3,Calibration
2,58708.05,Calibration
3,58478.26,Calibration
4,56477.27,Calibration
5,57685.95,Calibration
6,56369.53,Calibration
7,53488.37,Calibration
8,52519.08,Calibration
9,51671.69,Calibration
10,51486.49,Calibration
11,52519.08,Calibration
12,62606.38,Calibration
13,58592.96,Calibration
14,54589.91,Calibration
15,52423.78,Calibration
16,50846.95,Calibration
17,50756.68,Calibration
18,48250.36,Calibration
19,48250.36,Calibration
20,47838.98,Normal
21,45263.16,Normal
22,45188.68,Normal
23,45114.4,Normal
24,44600,Normal
25,43952.57,Normal
26,43250.98,Normal
27,42165.61,Normal
28,42232.14,Normal
29,41444.73,Normal
30,41380.18,Normal
31,40996.27,Normal
32,40806.45,Normal
33,40183.82,Normal
34,40555.55,Normal
35,40000,Normal
36,39817.52,Normal
37,39396.86,Normal
38,39100.72,Normal
39,39337.35,Normal
40,39218.75,Normal
41,38290.09,Normal
42,38924.73,Normal
43,44966.45,Normal
45,44454.79,Normal
45,43599.48,Normal
46,42975.42,Normal
47,41123.59,Normal
48,41251.56,Normal
49,40000,Normal
50,40183.82,Normal
51,39041.91,Normal
52,39756.98,Normal
53,38808.1,Normal
54,38404.25,Normal
55,37286.37,Normal
56,37616.28,Normal
57,37341.04,Normal
58,36800,Normal
59,36481.27,Normal
60,36011.24,Normal
61,36062.99,Normal
62,34901.31,Normal
63,34950.61,Normal
64,34414.32,Normal
65,34803.06,Normal
66,33796.79,Normal
67,34032.26,Normal
68,34366.2,Normal
69,33379.23,Normal
70,33471.34,Normal
71,33656.71,Normal
72,33287.52,Normal
73,33379.23,Normal
74,33241.82,Normal
75,33059.94,Normal
76,32700.73,Normal
77,32789.97,Normal
78,32879.58,Normal
79,32745.3,Normal
80,31956.97,Normal
81,32479.25,Normal
82,32000,Normal
83,31700.61,Normal
84,32043.12,Normal
85,31363.63,Normal
86,31321.9,Normal
87,31280.24,Normal
88,30584.74,Normal
89,30665.34,Normal
90,30068.49,Normal
91,30625,Normal
92,29450.87,Normal
93,29488.91,Normal
94,30029.33,Normal
95,29565.22,Normal
96,29299.42,Normal
97,29375,Normal
98,29450.87,Normal
99,29299.42,Normal
100,29261.74,Normal
101,28925.86,Normal
102,28815.17,Normal
103,28559.32,Normal
104,28164.03,Normal
105,28595.66,Normal
106,27811.63,Normal
107,28164.03,Normal
108,28093.02,Normal
109,27637.87,Normal
110,27534.37,Normal
111,27261.15,Normal
112,27159.71,Normal
113,26858.69,Normal
114,26660.7,Normal
115,26047.54,Normal
116,26047.54,Normal
117,26047.54,Normal
118,26015.83,Normal
119,25546.88,Normal
120,25393.26,Normal
121,25120.07,Normal
122,25210.66,Normal
123,25059.93,Normal
124,24469.7,Normal
125,24586.15,Normal
126,24210.53,Normal
127,24325.23,Normal
128,24096.59,Normal
129,23759.28,Normal
130,24125,Normal
131,23955.22,Normal
133,23238.64,Normal
133,23157.89,Normal
135,22760,Normal
138,28888.89,Normal
138,29261.74,Normal
138,29488.91,Normal
138,29149.14,Normal
139,30068.49,Normal
140,28595.66,Normal
141,27987.01,Normal
142,27431.45,Normal
143,27058.82,Normal
145,25952.59,Normal
146,26529.88,Normal
146,26432.38,Normal
147,26079.29,Normal
148,25858.14,Normal
149,25608.7,Normal
150,25546.88,Normal
151,25059.93,Normal
152,24910.49,Normal
153,24498.74,Normal
154,24125,Normal
155,24556.96,Normal
156,24498.74,Normal
157,24411.76,Normal
158,23703.7,Normal
159,24068.22,Normal
160,23648.31,Normal
161,23238.64,Normal
162,23538.08,Normal
163,22971.02,Normal
164,23104.28,Normal
165,23238.64,Normal
166,22997.58,Normal
167,22786.23,Normal
168,22733.81,Normal
169,22655.5,Normal
170,22474.23,Normal
171,22320.44,Normal
172,22218.73,Normal
173,22117.65,Normal
174,21597.22,Normal
175,22067.34,Normal
176,21597.22,Normal
177,21572.86,Normal
178,21572.86,Normal
179,21379.31,Normal
180,21451.61,Normal
181,20952.38,Normal
182,21046.25,Normal
183,20952.38,Normal
184,20582.52,Normal
185,20468.75,Normal
186,20468.75,Normal
187,20176.86,Normal
188,20333.33,Normal
189,20000,Normal
190,19846.94,Normal
