df_hash,22ZHK4.1R5J5W
128.965,1.004
128.995,1.002
129.025,1.004
129.055,1.005
129.085,1.010
129.115,1.008
129.145,1.010
129.175,1.004
129.205,1.007
129.235,1.005
129.265,1.002
129.295,1.010
129.325,1.008
129.355,1.004
129.385,1.008
129.415,1.005
129.445,1.004
129.475,1.005
129.505,1.003
129.535,1.003
129.565,1.006
129.595,1.006
129.625,1.006
129.655,1.002
129.685,1.002
129.715,1.008
129.745,1.007
129.775,1.002
129.805,1.010
129.835,1.005
129.865,1.007
129.895,1.005
129.925,1.006
129.955,1.003
129.985,1.008
130.015,1.003
130.045,0.998
130.075,1.003
130.105,1.007
130.135,1.007
130.165,1.010
130.195,1.014
130.225,1.008
130.255,1.002
130.285,1.002
130.315,1.005
130.345,1.005
130.375,1.005
130.405,1.007
130.435,1.009
130.465,1.005
130.495,1.007
130.525,1.008
130.555,1.009
130.585,1.005
130.615,1.004
130.645,1.008
130.675,1.012
130.705,1.004
130.735,1.011
130.765,1.007
130.795,0.999
130.825,1.012
130.855,1.007
130.885,1.008
130.915,1.006
130.945,1.008
130.975,1.003
131.005,1.003
131.035,1.001
131.065,1.006
131.095,1.005
131.125,1.003
131.155,1.011
131.185,1.008
131.215,1.005
131.245,1.003
131.275,1.005
131.305,1.009
131.335,1.007
131.365,1.006
131.395,1.004
131.425,1.008
131.455,1.007
131.485,1.006
131.515,1.005
131.545,1.006
131.575,1.005
131.605,1.003
131.635,1.005
131.665,1.001
131.695,1.007
131.725,1.015
131.755,1.007
131.785,1.002
131.815,1.006
131.845,1.004
131.875,1.009
131.905,1.005
131.935,1.008
131.965,1.008
131.995,1.009
132.025,1.001
132.055,1.003
132.085,1.008
132.115,1.003
132.145,1.004
132.175,1.007
132.205,1.009
132.235,1.006
132.265,1.002
132.295,1.006
132.325,1.005
132.355,1.014
132.385,1.010
132.415,1.002
132.445,1.003
132.475,1.008
132.505,1.008
132.535,1.003
132.565,1.008
132.595,1.007
132.625,1.005
132.655,1.001
132.685,0.999
132.715,1.006
132.745,1.010
132.775,1.006
132.805,1.006
132.835,1.007
132.865,1.011
132.895,1.006
132.925,1.006
132.955,1.004
132.985,1.007
133.015,1.005
133.045,1.006
133.075,1.006
133.105,1.010
133.135,1.009
133.165,1.011
133.195,1.009
133.225,1.003
133.255,1.008
133.285,1.006
133.315,1.005
133.345,1.006
133.375,1.009
133.405,1.007
133.435,1.002
133.465,1.004
133.495,1.006
133.525,1.006
133.555,1.009
133.585,1.005
133.615,1.007
133.645,1.010
133.675,1.007
133.705,1.005
133.735,1.006
133.765,1.007
133.795,1.008
133.825,1.008
133.855,1.008
133.885,1.006
133.915,1.004
133.945,1.010
133.975,1.009
134.005,1.003
134.035,1.008
134.065,1.009
134.095,1.008
134.125,1.009
134.155,1.008
134.185,1.007
134.215,1.005
134.245,1.004
134.275,1.002
134.305,1.004
134.335,1.009
134.365,1.008
134.395,1.011
134.425,1.007
134.455,1.004
134.485,1.005
134.515,1.007
134.545,1.011
134.575,1.011
134.605,1.007
134.635,1.004
134.665,1.012
134.695,1.013
134.725,1.005
134.755,1.006
134.785,1.007
134.815,1.008
134.845,1.012
134.875,1.000
134.905,1.009
134.935,1.011
134.965,1.006
134.995,1.010
135.025,1.006
135.055,1.004
135.085,1.009
135.115,1.004
135.145,1.005
135.175,1.000
135.205,1.008
135.235,1.016
135.265,1.005
135.295,1.006
135.325,1.006
135.355,1.006
135.385,1.006
135.415,1.005
135.445,1.010
135.475,1.004
135.505,1.008
135.535,1.010
135.565,1.008
135.595,1.000
135.625,1.009
135.655,1.004
135.685,1.003
135.715,1.007
135.745,1.010
135.775,1.003
135.805,1.009
135.835,1.012
135.865,1.008
135.895,1.001
135.925,1.000
135.955,1.000
135.985,1.006
136.015,1.003
136.045,1.006
136.075,1.010
136.105,1.007
136.135,1.011
136.165,1.011
136.195,1.006
136.225,1.008
136.255,1.008
136.285,1.008
136.315,1.004
136.345,1.005
136.375,1.001
136.405,1.002
136.435,1.010
136.465,1.006
136.495,1.007
136.525,1.006
136.555,1.010
136.585,1.005
136.615,1.001
136.645,1.006
136.675,1.003
136.705,1.002
136.735,1.008
136.765,1.005
136.795,1.004
136.825,1.007
136.855,1.008
136.885,1.006
136.915,1.005
136.945,1.004
136.975,1.003
137.005,1.006
137.035,1.009
137.065,1.006
137.095,1.002
137.125,1.005
137.155,1.003
137.185,1.007
137.215,1.007
137.245,1.007
137.275,1.005
137.305,1.007
137.335,1.004
137.365,1.007
137.395,1.009
137.425,1.007
137.455,1.003
137.485,1.003
137.515,1.006
137.545,1.005
137.575,1.007
137.605,1.004
137.635,1.006
137.665,1.002
137.695,1.004
137.725,1.008
137.755,1.005
137.785,1.007
137.815,1.007
137.845,1.005
137.875,1.005
137.905,1.005
137.935,1.002
137.965,1.006
137.995,1.005
138.025,1.010
138.055,1.003
138.085,1.004
138.115,1.005
138.145,1.001
138.175,1.003
138.205,1.008
138.235,1.011
138.265,1.006
138.295,1.004
138.325,1.001
138.355,1.007
138.385,1.008
138.415,1.009
138.445,1.006
138.475,1.004
138.505,1.007
138.535,1.004
138.565,1.009
138.595,1.009
138.625,1.004
138.655,1.004
138.685,1.002
138.715,0.999
138.745,1.003
138.775,1.010
138.805,1.013
138.835,1.014
138.865,1.010
138.895,1.004
138.925,1.001
138.955,1.011
138.985,1.006
139.015,1.009
139.045,1.006
139.075,1.002
139.105,1.002
139.135,1.006
139.165,1.011
139.195,1.014
139.225,1.012
139.255,1.008
139.285,0.998
139.315,1.002
139.345,1.006
139.375,1.002
139.405,1.004
139.435,0.998
139.465,0.996
139.495,0.999
139.525,1.006
139.555,1.008
139.585,1.012
139.615,1.018
139.645,1.018
139.675,1.011
139.705,1.007
139.735,0.999
139.765,0.997
139.795,0.995
139.825,1.001
139.855,1.008
139.885,1.007
139.915,1.006
139.945,1.012
139.975,1.006
140.005,1.008
140.035,1.003
140.065,1.009
140.095,1.004
140.125,1.008
140.155,1.003
140.185,0.996
140.215,1.005
140.245,1.003
140.275,1.005
140.305,1.014
140.335,1.009
140.365,1.007
140.395,1.009
140.425,1.006
140.455,1.001
140.485,0.996
140.515,1.000
140.545,1.001
140.575,1.003
140.605,1.006
140.635,1.005
140.665,1.006
140.695,1.009
140.725,1.007
140.755,1.004
140.785,1.004
140.815,1.003
140.845,1.007
140.875,1.007
140.905,1.005
140.935,1.009
140.965,1.001
140.995,0.996
141.025,1.004
141.055,1.001
141.085,1.008
141.115,1.005
141.145,1.011
141.175,1.008
141.205,1.004
141.235,1.003
141.265,1.004
141.295,1.004
141.325,1.001
141.355,1.006
141.385,1.011
141.415,1.003
141.445,1.003
141.475,1.004
141.505,1.005
141.535,1.005
141.565,1.010
141.595,1.010
141.625,1.002
141.655,1.009
141.685,1.011
141.715,0.998
141.745,1.003
141.775,1.002
141.805,1.002
141.835,1.004
141.865,1.009
141.895,1.007
141.925,1.004
141.955,1.000
141.985,1.004
142.015,1.007
142.045,1.007
142.075,1.005
142.105,1.003
142.135,1.008
142.165,1.004
142.195,1.002
142.225,1.005
142.255,1.009
142.285,1.012
142.315,1.009
142.345,1.005
142.375,1.006
142.405,1.000
142.435,1.002
142.465,1.011
142.495,1.004
142.525,1.002
142.555,1.009
142.585,1.010
142.615,1.005
142.645,1.003
142.675,1.000
142.705,1.003
142.735,1.006
142.765,1.003
142.795,1.007
142.825,1.011
142.855,1.004
142.885,1.005
142.915,1.002
142.945,1.004
142.975,1.001
143.005,1.006
143.035,1.006
143.065,1.009
143.095,1.007
143.125,1.005
143.155,1.005
143.185,1.007
143.215,1.008
143.245,1.003
143.275,1.002
143.305,1.006
143.335,1.008
143.365,1.007
143.395,1.005
143.425,1.004
143.455,1.004
143.485,1.001
143.515,1.006
143.545,1.005
143.575,1.007
143.605,1.005
143.635,1.005
143.665,1.000
143.695,1.006
143.725,1.006
143.755,1.006
143.785,1.006
143.815,1.004
143.845,1.005
143.875,1.004
143.905,1.005
143.935,1.004
143.965,1.010
143.995,1.009
144.025,1.004
144.055,1.003
144.085,1.003
144.115,1.005
144.145,1.003
144.175,1.007
144.205,0.999
144.235,1.001
144.265,1.002
144.295,1.003
144.325,1.004
144.355,1.007
144.385,1.008
144.415,1.008
144.445,1.000
144.475,1.003
144.505,1.004
144.535,1.009
144.565,1.009
144.595,1.004
144.625,1.008
144.655,1.003
144.685,0.998
144.715,1.009
144.745,1.003
144.775,1.002
144.805,1.007
144.835,1.011
144.865,1.006
144.895,1.002
144.925,1.002
144.955,1.001
144.985,1.007
145.015,1.005
145.045,1.004
145.075,1.004
145.105,1.005
145.135,1.006
145.165,1.004
145.195,1.006
145.225,1.005
145.255,1.003
145.285,1.008
145.315,1.009
145.345,1.006
145.375,1.006
145.405,1.010
145.435,1.006
145.465,1.005
145.495,1.003
145.525,1.003
145.555,1.007
145.585,1.004
145.615,1.003
145.645,1.011
145.675,1.008
145.705,1.002
145.735,1.003
145.765,1.003
145.795,1.005
145.825,1.008
145.855,1.004
145.885,1.006
145.915,1.005
145.945,1.004
145.975,1.005
146.005,1.001
146.035,1.005
146.065,1.005
146.095,1.010
146.125,1.006
146.155,1.006
146.185,1.006
146.215,1.005
146.245,1.006
146.275,1.006
146.305,1.003
146.335,0.999
146.365,1.003
146.395,1.005
146.425,1.006
146.455,1.009
146.485,1.004
146.515,1.001
146.545,1.007
146.575,1.005
146.605,1.007
146.635,1.008
146.665,1.005
146.695,1.003
146.725,1.005
146.755,1.003
146.785,1.005
146.815,1.004
146.845,1.004
146.875,1.004
146.905,1.006
146.935,1.006
146.965,1.008
146.995,1.002
147.025,1.004
147.055,1.007
147.085,1.005
147.115,1.004
147.145,1.007
147.175,1.004
147.205,1.004
147.235,1.006
147.265,1.009
147.295,1.005
147.325,1.007
147.355,1.003
147.385,1.005
147.415,1.005
147.445,1.003
147.475,1.006
147.505,1.005
147.535,1.006
147.565,1.004
147.595,1.006
147.625,1.002
147.655,1.004
147.685,1.007
147.715,1.013
147.745,1.008
147.775,1.008
147.805,1.008
147.835,1.006
147.865,1.005
147.895,1.003
147.925,1.005
147.955,1.001
147.985,1.001
148.015,1.004
148.045,1.004
148.075,1.006
148.105,1.005
148.135,1.004
148.165,1.004
148.195,1.011
148.225,1.006
148.255,1.013
148.285,1.004
148.315,1.004
148.345,1.001
148.375,1.002
148.405,1.006
148.435,1.010
148.465,1.008
148.495,1.008
148.525,1.004
148.555,0.999
148.585,1.013
148.615,1.008
148.645,1.002
148.675,1.006
148.705,1.003
148.735,1.000
148.765,1.000
148.795,1.005
148.825,1.007
148.855,1.010
148.885,1.007
148.915,1.004
148.945,1.004
148.975,1.004
149.005,1.007
149.035,1.005
149.065,1.005
149.095,1.006
149.125,1.004
149.155,1.005
149.185,1.008
149.215,1.003
149.245,1.008
149.275,1.008
149.305,1.000
149.335,1.009
149.365,1.005
149.395,1.006
149.425,1.009
149.455,1.010
149.485,1.008
149.515,1.006
149.545,1.003
149.575,1.004
149.605,1.005
149.635,1.001
149.665,1.005
149.695,1.007
149.725,1.009
149.755,1.002
149.785,1.005
149.815,1.005
149.845,1.009
149.875,1.003
149.905,1.005
149.935,1.006
149.965,1.009
149.995,1.006
150.025,1.004
150.055,1.004
150.085,1.004
150.115,1.009
150.145,1.008
150.175,1.003
150.205,1.008
150.235,1.009
150.265,1.003
150.295,1.005
150.325,1.005
150.355,1.006
150.385,1.006
150.415,1.001
150.445,1.008
150.475,1.008
150.505,1.009
150.535,1.004
150.565,1.000
150.595,1.002
150.625,1.008
150.655,1.010
150.685,1.003
150.715,1.008
150.745,1.006
150.775,1.007
150.805,1.006
150.835,1.002
150.865,1.002
150.895,1.004
150.925,1.005
150.955,1.006
150.985,1.006
151.015,1.007
151.045,1.006
151.075,1.005
151.105,1.005
151.135,1.000
151.165,0.999
151.195,1.006
151.225,1.012
151.255,1.015
151.285,1.014
151.315,1.010
151.345,1.001
151.375,1.002
151.405,1.004
151.435,1.009
151.465,1.005
151.495,1.007
151.525,1.008
151.555,1.009
151.585,1.005
151.615,1.006
151.645,1.010
151.675,1.007
151.705,1.005
151.735,1.007
151.765,1.003
151.795,1.006
151.825,1.011
151.855,1.008
151.885,1.007
151.915,1.008
151.945,1.002
151.975,0.999
152.005,1.004
152.035,1.004
152.065,1.007
152.095,1.009
152.125,1.005
152.155,1.001
152.185,1.005
152.215,1.007
152.245,1.007
152.275,1.006
152.305,1.006
152.335,1.007
152.365,1.003
152.395,1.012
152.425,1.005
152.455,0.999
152.485,1.008
152.515,1.006
152.545,1.007
152.575,1.008
152.605,1.007
152.635,1.007
152.665,1.006
152.695,1.004
152.725,1.002
152.755,1.000
152.785,1.003
152.815,1.004
152.845,1.009
152.875,1.006
152.905,1.006
152.935,1.001
152.965,1.004
152.995,1.008
153.025,1.008
153.055,1.005
153.085,1.004
153.115,1.006
153.145,1.007
153.175,1.007
153.205,1.008
153.235,1.007
153.265,1.001
153.295,1.007
153.325,1.006
153.355,1.004
153.385,1.007
153.415,1.007
153.445,1.004
153.475,1.006
153.505,1.001
153.535,1.002
153.565,1.004
153.595,1.004
153.625,1.008
153.655,1.010
153.685,1.006
153.715,1.004
153.745,1.003
153.775,1.005
153.805,1.010
153.835,1.011
153.865,1.005
153.895,1.005
153.925,1.001
153.955,1.009
153.985,1.009
154.015,1.007
154.045,1.004
154.075,1.004
154.105,1.010
154.135,1.007
154.165,1.004
154.195,1.007
154.225,1.009
154.255,1.008
154.285,1.007
154.315,1.008
154.345,1.003
154.375,1.001
154.405,1.001
154.435,1.004
154.465,1.005
154.495,1.010
154.525,1.012
154.555,1.009
154.585,1.007
154.615,1.006
154.645,1.001
154.675,1.001
154.705,1.008
154.735,1.005
154.765,1.008
154.795,1.004
154.825,1.004
154.855,1.002
154.885,1.006
154.915,1.008
154.945,1.011
154.975,1.009
155.005,1.009
155.035,1.007
155.065,1.003
155.095,0.999
155.125,0.997
155.155,1.003
155.185,1.007
155.215,1.007
155.245,1.006
155.275,1.013
155.305,1.010
155.335,1.004
155.365,1.003
155.395,1.010
155.425,1.014
155.455,1.014
155.485,1.008
155.515,1.005
155.545,1.005
155.575,1.004
155.605,1.005
155.635,1.011
155.665,1.004
155.695,1.002
155.725,1.004
155.755,1.008
155.785,1.009
155.815,1.005
155.845,1.003
155.875,1.003
155.905,1.005
155.935,1.004
155.965,1.003
155.995,1.004
156.025,1.008
156.055,1.006
156.085,1.009
156.115,1.012
156.145,1.010
156.175,1.007
156.205,1.007
156.235,1.007
156.265,1.006
156.295,1.008
156.325,1.002
156.355,1.002
156.385,1.006
156.415,1.006
156.445,1.009
156.475,1.009
156.505,1.008
156.535,1.007
156.565,1.003
156.595,1.002
156.625,1.002
156.655,1.009
156.685,1.007
156.715,1.008
156.745,1.006
156.775,1.004
156.805,1.004
156.835,1.005
156.865,1.009
156.895,1.010
156.925,1.008
156.955,1.003
156.985,1.007
157.015,1.004
157.045,1.008
157.075,1.010
157.105,1.007
157.135,1.004
157.165,1.012
157.195,1.005
157.225,1.003
157.255,1.007
157.285,1.009
157.315,1.004
157.345,1.002
157.375,1.007
157.405,1.006
157.435,1.003
157.465,1.007
157.495,1.009
157.525,1.007
157.555,1.005
157.585,1.006
157.615,1.008
157.645,1.006
157.675,1.005
157.705,1.006
157.735,1.006
157.765,1.008
157.795,1.008
157.825,1.006
157.855,1.009
157.885,1.007
157.915,1.006
157.945,1.009
157.975,1.004
158.005,1.000
158.035,0.998
158.065,1.011
158.095,1.008
158.125,1.007
158.155,1.011
158.185,1.008
158.215,1.006
158.245,1.003
158.275,1.001
158.305,1.003
158.335,1.005
158.365,1.005
158.395,1.003
158.425,1.005
158.455,1.011
158.485,1.010
158.515,1.008
158.545,1.003
158.575,1.003
158.605,1.002
158.635,1.007
158.665,1.012
158.695,1.015
158.725,1.009
158.755,1.006
158.785,0.994
158.815,1.000
158.845,1.005
158.875,1.008
158.905,1.003
158.935,1.010
158.965,1.014
158.995,1.007
159.025,1.000
159.055,1.005
159.085,1.006
159.115,1.006
159.145,1.010
159.175,1.005
159.205,1.006
159.235,1.005
159.265,1.004
159.295,1.007
159.325,1.005
159.355,1.010
159.385,1.009
159.415,1.005
159.445,1.008
159.475,1.005
159.505,1.004
159.535,1.006
159.565,1.005
159.595,1.006
159.625,1.015
159.655,1.006
159.685,1.002
159.715,1.003
159.745,1.001
159.775,1.001
159.805,1.011
159.835,1.009
159.865,1.010
159.895,1.004
159.925,1.000
159.955,1.000
159.985,1.006
160.015,1.011
160.045,1.016
160.075,1.017
160.105,1.009
160.135,1.000
160.165,0.997
160.195,1.000
160.225,1.008
160.255,1.011
160.285,1.006
160.315,1.009
160.345,1.003
160.375,1.002
160.405,1.009
160.435,1.005
160.465,1.010
160.495,1.008
160.525,1.006
160.555,1.004
160.585,1.001
160.615,1.003
160.645,1.002
160.675,1.007
160.705,1.008
160.735,1.010
160.765,1.008
160.795,1.008
160.825,1.003
160.855,1.007
160.885,1.008
160.915,1.010
160.945,1.005
160.975,1.004
161.005,1.003
161.035,1.009
161.065,1.009
161.095,1.009
161.125,1.012
161.155,1.006
161.185,0.996
161.215,1.008
161.245,1.008
161.275,1.008
161.305,1.010
161.335,1.015
161.365,1.011
161.395,1.004
161.425,1.004
161.455,1.003
161.485,1.000
161.515,1.004
161.545,1.011
161.575,1.003
161.605,1.006
161.635,1.006
161.665,1.003
161.695,1.005
161.725,1.010
161.755,1.005
161.785,1.002
161.815,1.008
161.845,1.008
161.875,1.013
161.905,1.006
161.935,0.997
161.965,0.999
161.995,0.999
162.025,1.010
162.055,1.012
162.085,1.011
162.115,1.007
162.145,1.010
162.175,1.007
162.205,1.004
162.235,1.008
162.265,1.013
162.295,1.006
162.325,1.004
162.355,1.000
162.385,1.004
162.415,1.004
162.445,1.006
162.475,1.003
162.505,1.004
162.535,1.001
162.565,1.007
162.595,1.011
162.625,1.007
162.655,1.004
162.685,1.010
162.715,1.010
162.745,1.004
162.775,1.006
162.805,1.007
162.835,1.008
162.865,1.002
162.895,1.008
162.925,1.004
162.955,1.004
162.985,0.998
163.015,0.993
163.045,0.998
163.075,0.996
163.105,0.996
163.135,1.001
163.165,0.998
163.195,1.000
163.225,1.000
163.255,1.001
163.285,1.002
163.315,0.998
163.345,0.998
163.375,1.005
163.405,0.998
163.435,1.006
163.465,1.000
163.495,0.999
163.525,1.006
163.555,1.006
163.585,1.000
163.615,0.997
163.645,1.000
163.675,0.998
163.705,1.002
163.735,1.001
163.765,1.004
163.795,1.003
163.825,1.000
163.855,0.997
163.885,0.994
163.915,1.000
163.945,1.002
163.975,1.007
164.005,1.004
164.035,1.003
164.065,1.001
164.095,0.999
164.125,1.002
164.155,1.001
164.185,0.998
164.215,1.006
164.245,1.003
164.275,1.001
164.305,1.003
164.335,1.004
164.365,0.998
164.395,0.993
164.425,0.996
164.455,0.994
164.485,0.996
164.515,0.991
164.545,1.000
164.575,1.000
164.605,0.996
164.635,1.004
164.665,0.999
164.695,0.993
164.725,0.996
164.755,1.000
164.785,0.999
164.815,1.001
164.845,0.999
164.875,0.997
164.905,0.997
164.935,0.998
164.965,0.997
164.995,1.005
165.025,0.998
165.055,0.995
165.085,1.001
165.115,1.002
165.145,0.997
165.175,0.994
165.205,0.995
165.235,0.994
165.265,0.993
165.295,0.988
165.325,0.991
165.355,0.995
165.385,0.995
165.415,0.991
165.445,0.993
165.475,0.995
165.505,0.998
165.535,0.999
165.565,1.000
165.595,0.992
165.625,0.989
165.655,0.987
165.685,0.998
165.715,0.995
165.745,1.002
165.775,0.998
165.805,0.993
165.835,1.004
165.865,0.995
165.895,0.991
165.925,1.000
165.955,0.990
165.985,0.993
166.015,0.991
166.045,0.993
166.075,0.998
166.105,0.994
166.135,0.995
166.165,0.998
166.195,0.987
166.225,0.992
166.255,0.996
166.285,1.003
166.315,0.995
166.345,0.998
166.375,0.996
166.405,0.993
166.435,0.993
166.465,0.996
166.495,0.994
166.525,0.993
166.555,0.995
166.585,1.002
166.615,0.990
166.645,0.993
166.675,0.994
166.705,0.993
166.735,0.992
166.765,0.997
166.795,0.998
166.825,0.996
166.855,0.992
166.885,0.994
166.915,0.997
166.945,0.997
166.975,0.999
167.005,0.996
167.035,0.996
167.065,0.998
167.095,0.991
167.125,0.991
167.155,0.996
167.185,1.000
167.215,0.995
167.245,0.995
167.275,0.995
167.305,1.001
167.335,0.993
167.365,0.994
167.395,0.992
167.425,0.992
167.455,0.992
167.485,0.998
167.515,0.999
167.545,0.998
167.575,0.993
167.605,0.991
167.635,0.991
167.665,0.996
167.695,1.000
167.725,0.990
167.755,0.993
167.785,0.992
167.815,0.988
167.845,1.000
167.875,0.998
167.905,0.992
167.935,0.997
167.965,0.997
167.995,0.997
168.025,1.001
168.055,1.001
168.085,0.991
168.115,0.994
168.145,0.993
168.175,0.997
168.205,0.992
168.235,0.993
168.265,0.997
168.295,0.994
168.325,0.989
168.355,0.996
168.385,0.994
168.415,0.994
168.445,0.994
168.475,0.994
168.505,0.995
168.535,1.001
168.565,0.999
168.595,0.994
168.625,0.991
168.655,0.987
168.685,0.994
168.715,0.993
168.745,0.997
168.775,0.997
168.805,1.002
168.835,0.999
168.865,0.992
168.895,0.991
168.925,0.990
168.955,0.992
168.985,0.989
169.015,0.991
169.045,0.991
169.075,0.994
169.105,0.992
169.135,1.000
169.165,0.999
169.195,0.993
169.225,0.996
169.255,0.997
169.285,0.996
169.315,0.993
169.345,0.993
169.375,0.995
169.405,0.991
169.435,0.990
169.465,0.997
169.495,0.993
169.525,0.993
169.555,0.996
169.585,0.994
169.615,1.005
169.645,0.994
169.675,0.996
169.705,0.996
169.735,0.995
169.765,0.995
169.795,0.995
169.825,0.994
169.855,0.997
169.885,0.994
169.915,0.994
169.945,0.994
169.975,0.992
170.005,0.997
170.035,0.995
170.065,0.995
170.095,0.993
170.125,0.992
170.155,0.991
170.185,0.993
170.215,0.993
170.245,0.999
170.275,1.001
170.305,0.994
170.335,0.993
170.365,0.991
170.395,0.996
170.425,0.999
170.455,0.995
170.485,0.998
170.515,0.996
170.545,0.993
170.575,0.994
170.605,0.994
170.635,0.996
170.665,0.991
170.695,0.995
170.725,0.997
170.755,0.996
170.785,0.995
170.815,0.997
170.845,0.995
170.875,0.991
170.905,0.997
170.935,0.998
170.965,0.996
170.995,0.997
171.025,0.995
171.055,0.991
171.085,0.996
171.115,0.992
171.145,0.994
171.175,0.995
171.205,0.992
171.235,0.999
171.265,0.996
171.295,0.996
171.325,0.991
171.355,0.996
171.385,0.996
171.415,0.995
171.445,0.993
171.475,0.992
171.505,0.994
171.535,0.996
171.565,0.992
171.595,1.000
171.625,0.997
171.655,0.988
171.685,0.998
171.715,0.994
171.745,0.992
171.775,0.993
171.805,0.997
171.835,0.996
171.865,0.990
171.895,0.993
171.925,0.996
171.955,0.995
171.985,0.994
172.015,0.996
172.045,0.994
172.075,0.994
172.105,0.996
172.135,0.995
172.165,1.004
172.195,0.995
172.225,0.993
172.255,0.992
172.285,0.993
172.315,0.990
172.345,0.987
172.375,0.990
172.405,1.002
172.435,1.006
172.465,1.012
172.495,1.006
172.525,0.989
172.555,0.998
172.585,0.993
172.615,0.978
172.645,0.984
172.675,0.991
172.705,1.001
172.735,0.988
172.765,0.995
172.795,0.998
172.825,0.993
172.855,0.996
172.885,0.986
172.915,0.999
172.945,0.992
172.975,0.985
173.005,0.988
173.035,0.985
173.065,0.992
173.095,1.009
173.125,1.013
173.155,1.005
173.185,1.003
173.215,0.994
173.245,0.987
173.275,0.995
173.305,0.991
173.335,0.992
173.365,0.992
173.395,0.989
173.425,0.997
173.455,0.998
173.485,0.996
173.515,0.999
173.545,1.002
173.575,0.997
173.605,0.997
173.635,0.995
173.665,0.999
173.695,1.000
173.725,0.996
173.755,0.991
173.785,0.994
173.815,0.993
173.845,0.982
173.875,0.997
173.905,0.998
173.935,0.997
173.965,1.001
173.995,1.001
174.025,0.999
174.055,0.990
174.085,0.988
174.115,0.997
174.145,1.000
174.175,1.000
174.205,0.993
174.235,0.996
174.265,0.993
174.295,0.992
174.325,1.000
174.355,1.000
174.385,0.995
174.415,0.998
174.445,0.994
174.475,0.998
174.505,0.996
174.535,1.001
174.565,0.999
174.595,0.987
174.625,0.999
174.655,0.997
174.685,0.998
174.715,1.002
174.745,1.001
174.775,0.999
174.805,0.995
174.835,0.993
174.865,0.996
174.895,1.001
174.925,1.001
174.955,0.995
174.985,0.996
175.015,0.986
175.045,0.989
175.075,0.992
175.105,0.998
175.135,1.001
175.165,1.002
175.195,0.997
175.225,0.993
175.255,0.995
175.285,1.000
175.315,1.001
175.345,0.998
175.375,0.986
175.405,0.997
175.435,0.997
175.465,0.994
175.495,0.996
175.525,0.997
175.555,0.997
175.585,0.990
175.615,0.995
175.645,0.995
175.675,0.991
175.705,0.992
175.735,0.998
175.765,0.998
175.795,0.997
175.825,0.996
175.855,0.992
175.885,0.997
175.915,1.004
175.945,0.999
175.975,0.995
176.005,0.995
176.035,0.990
176.065,0.990
176.095,0.999
176.125,0.997
176.155,0.997
176.185,0.995
176.215,0.995
176.245,0.995
176.275,0.993
176.305,0.994
176.335,0.994
176.365,0.990
176.395,0.989
176.425,0.992
176.455,0.999
176.485,1.000
176.515,1.002
176.545,0.997
176.575,0.998
176.605,0.996
176.635,0.991
176.665,0.994
176.695,0.992
176.725,0.993
176.755,0.997
176.785,0.998
176.815,1.000
176.845,0.998
176.875,0.992
176.905,0.996
176.935,1.002
176.965,0.995
176.995,0.991
177.025,1.000
177.055,1.003
177.085,1.003
177.115,0.999
177.145,0.991
177.175,0.991
177.205,1.000
177.235,0.991
177.265,0.995
177.295,0.993
177.325,0.990
177.355,0.987
177.385,0.996
177.415,1.000
177.445,1.000
177.475,0.998
177.505,0.999
177.535,0.993
177.565,0.996
177.595,0.997
177.625,0.987
177.655,0.998
177.685,0.993
177.715,0.990
177.745,0.992
177.775,0.995
177.805,1.001
177.835,1.004
177.865,0.999
177.895,0.995
177.925,0.993
177.955,0.990
177.985,0.990
178.015,0.991
178.045,0.992
178.075,0.996
178.105,0.994
178.135,0.995
178.165,0.996
178.195,0.991
178.225,0.996
178.255,1.000
178.285,0.998
178.315,0.999
178.345,0.998
178.375,0.986
178.405,0.997
178.435,0.997
178.465,0.990
178.495,0.997
178.525,1.002
178.555,0.997
178.585,0.995
178.615,0.992
178.645,0.994
178.675,0.995
178.705,0.996
178.735,0.997
178.765,1.001
178.795,0.997
178.825,0.992
178.855,0.994
178.885,0.996
178.915,0.993
178.945,0.998
178.975,0.993
179.005,0.994
179.035,0.993
179.065,0.990
179.095,0.998
179.125,0.995
179.155,0.995
179.185,0.992
179.215,0.992
179.245,1.001
179.275,0.996
179.305,0.994
179.335,0.997
179.365,0.991
179.395,0.998
179.425,0.992
179.455,0.993
179.485,0.999
179.515,0.998
179.545,0.991
179.575,0.992
179.605,0.995
179.635,0.991
179.665,0.994
179.695,1.000
179.725,0.998
179.755,0.994
179.785,0.995
179.815,0.993
179.845,0.996
179.875,0.993
179.905,0.992
179.935,0.992
179.965,0.994
179.995,0.995
180.025,0.988
180.055,0.994
180.085,0.993
180.115,0.998
180.145,0.996
180.175,0.996
180.205,0.994
180.235,0.994
180.265,0.995
180.295,0.991
180.325,0.988
180.355,0.994
180.385,1.000
180.415,1.000
180.445,0.995
180.475,0.990
180.505,0.994
180.535,0.995
180.565,0.995
180.595,0.990
180.625,0.996
180.655,0.996
180.685,0.995
180.715,0.995
180.745,0.995
180.775,0.992
180.805,0.996
180.835,0.998
180.865,0.994
180.895,0.996
180.925,0.994
180.955,0.991
180.985,0.993
181.015,0.995
181.045,0.994
181.075,0.998
181.105,0.996
181.135,0.994
181.165,1.001
181.195,0.993
181.225,0.987
181.255,0.998
181.285,0.999
181.315,0.992
181.345,0.996
