df_hash,22ZHK4.1R5J5W
112.390,-231
112.415,-182
112.440,-36
112.465,156
112.490,318
112.515,405
112.540,427
112.565,428
112.590,434
112.615,434
112.640,410
112.665,364
112.690,323
112.715,310
112.740,317
112.765,318
112.790,295
112.815,252
112.840,206
112.865,162
112.890,112
112.915,54
112.940,-7
112.965,-73
112.990,-147
113.015,-228
113.040,-284
113.065,-265
113.090,-141
113.115,56
113.140,253
113.165,384
113.190,440
113.215,462
113.240,487
113.265,510
113.290,507
113.315,472
113.340,435
113.365,430
113.390,454
113.415,473
113.440,456
113.465,405
113.490,352
113.515,313
113.540,279
113.565,232
113.590,168
113.615,104
113.640,50
113.665,-10
113.690,-92
113.715,-181
113.740,-220
113.765,-158
113.790,5
113.815,209
113.840,380
113.865,479
113.890,518
113.915,526
113.940,517
113.965,483
113.990,425
114.015,365
114.040,334
114.065,341
114.090,367
114.115,381
114.140,366
114.165,325
114.190,267
114.215,192
114.240,98
114.265,-8
114.290,-106
114.315,-178
114.340,-230
114.365,-289
114.390,-370
114.415,-445
114.440,-459
114.465,-367
114.490,-179
114.515,44
114.540,232
114.565,351
114.590,409
114.615,433
114.640,440
114.665,430
114.690,406
114.715,382
114.740,377
114.765,390
114.790,402
114.815,392
114.840,364
114.865,333
114.890,313
114.915,295
114.940,260
114.965,202
114.990,133
115.015,66
115.040,-3
115.065,-89
115.090,-189
115.115,-265
115.140,-264
115.165,-162
115.190,7
115.215,174
115.240,287
115.265,344
115.290,377
115.315,417
115.340,459
115.365,480
115.390,473
115.415,460
115.440,474
115.465,518
115.490,566
115.515,579
115.540,546
115.565,485
115.590,418
115.615,353
115.640,283
115.665,206
115.690,135
115.715,73
115.740,8
115.765,-79
115.790,-180
115.815,-251
115.840,-241
115.865,-139
115.890,11
115.915,144
115.940,224
115.965,258
115.990,274
116.015,290
116.040,297
116.065,286
116.090,261
116.115,236
116.140,224
116.165,224
116.190,229
116.215,229
116.240,215
116.265,183
116.290,138
116.315,88
116.340,44
116.365,8
116.390,-27
116.415,-69
116.440,-117
116.465,-168
116.490,-223
116.515,-284
116.540,-332
116.565,-325
116.590,-222
116.615,-22
116.640,218
116.665,422
116.690,550
116.715,618
116.740,668
116.765,721
116.790,766
116.815,778
116.840,760
116.865,735
116.890,728
116.915,734
116.940,730
116.965,696
116.990,635
117.015,566
117.040,509
117.065,469
117.090,434
117.115,383
117.140,303
117.165,199
117.190,92
117.215,-3
117.240,-94
117.265,-194
117.290,-302
117.315,-381
117.340,-378
117.365,-271
117.390,-95
117.415,74
117.440,178
117.465,211
117.490,208
117.515,204
117.540,206
117.565,201
117.590,187
117.615,180
117.640,197
117.665,235
117.690,271
117.715,281
117.740,262
117.765,230
117.790,202
117.815,180
117.840,153
117.865,114
117.890,67
117.915,23
117.940,-14
117.965,-54
117.990,-110
118.015,-177
118.040,-221
118.065,-194
118.090,-76
118.115,107
118.140,291
118.165,418
118.190,470
118.215,474
118.240,460
118.265,439
118.290,405
118.315,363
118.340,333
118.365,334
118.390,356
118.415,367
118.440,343
118.465,292
118.490,246
118.515,222
118.540,207
118.565,179
118.590,132
118.615,82
118.640,41
118.665,-5
118.690,-82
118.715,-183
118.740,-261
118.765,-252
118.790,-136
118.815,47
118.840,225
118.865,347
118.890,411
118.915,443
118.940,464
118.965,470
118.990,453
119.015,420
119.040,392
119.065,384
119.090,387
119.115,383
119.140,363
119.165,332
119.190,299
119.215,259
119.240,203
119.265,133
119.290,69
119.315,25
119.340,-16
119.365,-85
119.390,-177
119.415,-237
119.440,-192
119.465,-22
119.490,202
119.515,379
119.540,448
119.565,436
119.590,412
119.615,410
119.640,410
119.665,380
119.690,332
119.715,312
119.740,346
119.765,407
119.790,442
119.815,421
119.840,360
119.865,291
119.890,226
119.915,159
119.940,93
119.965,40
119.990,4
120.015,-41
120.040,-124
120.065,-226
120.090,-275
120.115,-211
120.140,-43
120.165,150
120.190,291
120.215,362
120.240,397
120.265,429
120.290,456
120.315,457
120.340,435
120.365,416
120.390,418
120.415,430
120.440,422
120.465,387
120.490,346
120.515,316
120.540,288
120.565,243
120.590,176
120.615,100
120.640,20
120.665,-71
120.690,-177
120.715,-259
120.740,-259
120.765,-148
120.790,30
120.815,194
120.840,286
120.865,314
120.890,319
120.915,326
120.940,323
120.965,291
120.990,239
121.015,200
121.040,192
121.065,202
121.090,203
121.115,182
121.140,150
121.165,126
121.190,119
121.215,124
121.240,131
121.265,124
121.290,84
121.315,11
121.340,-60
121.365,-72
121.390,17
121.415,185
121.440,359
121.465,471
121.490,508
121.515,506
121.540,500
121.565,495
121.590,472
121.615,427
121.640,385
121.665,369
121.690,378
121.715,387
121.740,375
121.765,347
121.790,314
121.815,277
121.840,228
121.865,164
121.890,105
121.915,66
121.940,37
121.965,-16
121.990,-110
122.015,-212
122.040,-255
122.065,-192
122.090,-34
122.115,152
122.140,298
122.165,376
122.190,400
122.215,400
122.240,391
122.265,372
122.290,342
122.315,314
122.340,301
122.365,306
122.390,313
122.415,304
122.440,273
122.465,229
122.490,184
122.515,141
122.540,96
122.565,46
122.590,-4
122.615,-54
122.640,-116
122.665,-200
122.690,-298
122.715,-364
122.740,-346
122.765,-220
122.790,-21
122.815,179
122.840,322
122.865,390
122.890,409
122.915,408
122.940,400
122.965,386
122.990,373
123.015,376
123.040,402
123.065,433
123.090,440
123.115,412
123.140,364
123.165,322
123.190,295
123.215,271
123.240,236
123.265,192
123.290,151
123.315,107
123.340,47
123.365,-34
123.390,-104
123.415,-111
123.440,-25
123.465,131
123.490,294
123.515,408
123.540,463
123.565,485
123.590,499
123.615,504
123.640,488
123.665,450
123.690,408
123.715,385
123.740,384
123.765,388
123.790,377
123.815,350
123.840,315
123.865,283
123.890,252
123.915,212
123.940,154
123.965,82
123.990,8
124.015,-57
124.040,-116
124.065,-183
124.090,-269
124.115,-362
124.140,-420
124.165,-392
124.190,-264
124.215,-74
124.240,110
124.265,238
124.290,307
124.315,345
124.340,375
124.365,395
124.390,390
124.415,364
124.440,344
124.465,355
124.490,392
124.515,427
124.540,435
124.565,417
124.590,389
124.615,361
124.640,332
124.665,299
124.690,264
124.715,235
124.740,212
124.765,190
124.790,167
124.815,150
124.840,140
124.865,117
124.890,53
124.915,-44
124.940,-122
124.965,-114
124.990,5
125.015,190
125.040,355
125.065,444
125.090,461
125.115,444
125.140,418
125.165,374
125.190,305
125.215,228
125.240,180
125.265,185
125.290,229
125.315,275
125.340,296
125.365,295
125.390,283
125.415,266
125.440,239
125.465,202
125.490,158
125.515,113
125.540,63
125.565,5
125.590,-51
125.615,-95
125.640,-128
125.665,-168
125.690,-233
125.715,-297
125.740,-306
125.765,-209
125.790,-15
125.815,208
125.840,386
125.865,483
125.890,521
125.915,535
125.940,543
125.965,537
125.990,511
126.015,478
126.040,459
126.065,461
126.090,470
126.115,466
126.140,440
126.165,401
126.190,363
126.215,327
126.240,287
126.265,231
126.290,158
126.315,78
126.340,4
126.365,-60
126.390,-129
126.415,-217
126.440,-318
126.465,-389
126.490,-374
126.515,-249
126.540,-48
126.565,154
126.590,294
126.615,361
126.640,389
126.665,410
126.690,425
126.715,415
126.740,379
126.765,342
126.790,335
126.815,360
126.840,389
126.865,397
126.890,381
126.915,358
126.940,336
126.965,308
126.990,270
127.015,227
127.040,195
127.065,171
127.090,138
127.115,83
127.140,16
127.165,-47
127.190,-105
127.215,-177
127.240,-261
127.265,-314
127.290,-272
127.315,-109
127.340,127
127.365,348
127.390,489
127.415,555
127.440,589
127.465,621
127.490,642
127.515,630
127.540,593
127.565,560
127.590,551
127.615,558
127.640,554
127.665,523
127.690,469
127.715,403
127.740,330
127.765,254
127.790,179
127.815,115
127.840,59
127.865,1
127.890,-60
127.915,-116
127.940,-154
127.965,-189
127.990,-249
128.015,-341
128.040,-419
128.065,-409
128.090,-272
128.115,-47
128.140,173
128.165,320
128.190,386
128.215,409
128.240,424
128.265,432
128.290,416
128.315,380
128.340,349
128.365,346
128.390,367
128.415,389
128.440,391
128.465,370
128.490,339
128.515,307
128.540,276
128.565,239
128.590,193
128.615,137
128.640,80
128.665,30
128.690,-13
128.715,-65
128.740,-142
128.765,-237
128.790,-303
128.815,-278
128.840,-136
128.865,81
128.890,286
128.915,412
128.940,458
128.965,468
128.990,479
129.015,485
129.040,462
129.065,410
129.090,366
129.115,361
129.140,387
129.165,403
129.190,382
129.215,334
129.240,289
129.265,257
129.290,219
129.315,158
129.340,85
129.365,24
129.390,-21
129.415,-84
129.440,-185
129.465,-295
129.490,-340
129.515,-263
129.540,-80
129.565,129
129.590,292
129.615,387
129.640,443
129.665,487
129.690,518
129.715,516
129.740,481
129.765,437
129.790,415
129.815,420
129.840,436
129.865,442
129.890,429
129.915,398
129.940,356
129.965,305
129.990,250
130.015,193
130.040,132
130.065,66
130.090,-7
130.115,-83
130.140,-165
130.165,-259
130.190,-359
130.215,-431
130.240,-420
130.265,-292
130.290,-74
130.315,151
130.340,307
130.365,381
130.390,415
130.415,455
130.440,500
130.465,517
130.490,491
130.515,455
130.540,452
130.565,492
130.590,536
130.615,543
130.640,509
130.665,469
130.690,447
130.715,430
130.740,393
130.765,329
130.790,261
130.815,209
130.840,164
130.865,102
130.890,19
130.915,-64
130.940,-130
130.965,-191
130.990,-275
131.015,-378
131.040,-443
131.065,-400
131.090,-236
131.115,-12
131.140,183
131.165,304
131.190,366
131.215,405
131.240,438
131.265,450
131.290,430
131.315,398
131.340,385
131.365,404
131.390,435
131.415,452
131.440,445
131.465,425
131.490,404
131.515,383
131.540,356
131.565,321
131.590,281
131.615,235
131.640,183
131.665,127
131.690,71
131.715,16
131.740,-49
131.765,-131
131.790,-208
131.815,-232
131.840,-164
131.865,-13
131.890,158
131.915,286
131.940,347
131.965,364
131.990,371
132.015,376
132.040,367
132.065,340
132.090,314
132.115,312
132.140,334
132.165,362
132.190,378
132.215,378
132.240,367
132.265,345
132.290,310
132.315,264
132.340,217
132.365,178
132.390,139
132.415,90
132.440,36
132.465,-10
132.490,-47
132.515,-91
132.540,-159
132.565,-232
132.590,-255
132.615,-185
132.640,-32
132.665,139
132.690,263
132.715,323
132.740,348
132.765,370
132.790,391
132.815,393
132.840,371
132.865,344
132.890,334
132.915,346
132.940,360
132.965,360
132.990,344
133.015,320
133.040,296
133.065,269
133.090,240
133.115,208
133.140,176
133.165,140
133.190,96
133.215,45
133.240,-14
133.265,-84
133.290,-163
133.315,-229
133.340,-242
133.365,-172
133.390,-32
133.415,122
133.440,234
133.465,288
133.490,312
133.515,340
133.540,371
133.565,384
133.590,370
133.615,354
133.640,365
133.665,401
133.690,430
133.715,425
133.740,394
133.765,366
133.790,351
133.815,334
133.840,294
133.865,240
133.890,195
133.915,169
133.940,141
133.965,87
133.990,11
134.015,-59
134.040,-108
134.065,-148
134.090,-196
134.115,-235
134.140,-212
134.165,-94
134.190,90
134.215,269
134.240,387
134.265,445
134.290,488
134.315,542
134.340,593
134.365,612
134.390,594
134.415,571
134.440,572
134.465,599
134.490,629
134.515,638
134.540,621
134.565,587
134.590,540
134.615,479
134.640,407
134.665,334
134.690,270
134.715,216
134.740,167
134.765,113
134.790,48
134.815,-32
134.840,-121
134.865,-204
134.890,-270
134.915,-323
134.940,-381
134.965,-450
134.990,-499
135.015,-474
135.040,-342
135.065,-138
135.090,61
135.115,193
135.140,253
135.165,280
135.190,307
135.215,325
135.240,315
135.265,282
135.290,261
135.315,282
135.340,334
135.365,381
135.390,398
135.415,391
135.440,376
135.465,356
135.490,323
135.515,276
135.540,229
135.565,200
135.590,182
135.615,157
135.640,114
135.665,61
135.690,5
135.715,-57
135.740,-130
135.765,-191
135.790,-191
135.815,-94
135.840,75
135.865,252
135.890,376
135.915,439
135.940,474
135.965,506
135.990,529
136.015,522
136.040,488
136.065,460
136.090,463
136.115,492
136.140,512
136.165,502
136.190,466
136.215,424
136.240,386
136.265,348
136.290,302
136.315,251
136.340,198
136.365,142
136.390,78
136.415,8
136.440,-65
136.465,-144
136.490,-233
136.515,-324
136.540,-376
136.565,-339
136.590,-195
136.615,11
136.640,202
136.665,324
136.690,385
136.715,424
136.740,465
136.765,493
136.790,487
136.815,458
136.840,439
136.865,452
136.890,479
136.915,484
136.940,456
136.965,414
136.990,383
137.015,358
137.040,317
137.065,253
137.090,186
137.115,139
137.140,108
137.165,67
137.190,0
137.215,-75
137.240,-138
137.265,-191
137.290,-262
137.315,-354
137.340,-418
137.365,-387
137.390,-239
137.415,-30
137.440,148
137.465,251
137.490,294
137.515,327
137.540,366
137.565,393
137.590,385
137.615,351
137.640,327
137.665,334
137.690,365
137.715,398
137.740,421
137.765,432
137.790,432
137.815,415
137.840,376
137.865,322
137.890,264
137.915,206
137.940,140
137.965,68
137.990,2
138.015,-46
138.040,-86
138.065,-142
138.090,-216
138.115,-268
138.140,-239
138.165,-104
138.190,95
138.215,282
138.240,405
138.265,467
138.290,510
138.315,556
138.340,592
138.365,591
138.390,553
138.415,509
138.440,492
138.465,502
138.490,511
138.515,500
138.540,473
138.565,451
138.590,442
138.615,432
138.640,403
138.665,356
138.690,306
138.715,263
138.740,217
138.765,154
138.790,76
138.815,2
138.840,-55
138.865,-110
138.890,-184
138.915,-275
138.940,-338
138.965,-317
138.990,-198
139.015,-23
139.040,136
139.065,238
139.090,281
139.115,297
139.140,304
139.165,301
139.190,279
139.215,245
139.240,222
139.265,226
139.290,255
139.315,290
139.340,310
139.365,305
139.390,281
139.415,250
139.440,224
139.465,202
139.490,174
139.515,136
139.540,90
139.565,45
139.590,1
139.615,-51
139.640,-122
139.665,-192
139.690,-221
139.715,-167
139.740,-29
139.765,144
139.790,290
139.815,374
139.840,407
139.865,421
139.890,435
139.915,444
139.940,434
139.965,411
139.990,394
140.015,399
140.040,421
140.065,437
140.090,428
140.115,396
140.140,354
140.165,315
140.190,277
140.215,232
140.240,178
140.265,122
140.290,68
140.315,11
140.340,-64
140.365,-160
140.390,-245
140.415,-269
140.440,-198
140.465,-47
140.490,123
140.515,256
140.540,332
140.565,373
140.590,406
140.615,433
140.640,437
140.665,414
140.690,383
140.715,370
140.740,384
140.765,404
140.790,410
140.815,393
140.840,365
140.865,336
140.890,304
140.915,265
140.940,217
140.965,160
140.990,93
141.015,20
141.040,-49
141.065,-106
141.090,-152
141.115,-208
141.140,-284
141.165,-360
141.190,-381
141.215,-301
141.240,-126
141.265,81
141.290,256
141.315,367
141.340,432
141.365,475
141.390,500
141.415,495
141.440,459
141.465,423
141.490,421
141.515,463
141.540,526
141.565,572
141.590,587
141.615,578
141.640,556
141.665,524
141.690,473
141.715,407
141.740,339
141.765,284
141.790,238
141.815,185
141.840,114
141.865,34
141.890,-37
141.915,-98
141.940,-167
141.965,-260
141.990,-351
142.015,-381
142.040,-297
142.065,-112
142.090,99
142.115,254
142.140,323
142.165,343
142.190,364
142.215,402
142.240,432
142.265,433
142.290,419
142.315,422
142.340,452
142.365,486
142.390,491
142.415,462
142.440,425
142.465,397
142.490,371
142.515,328
142.540,271
142.565,221
142.590,193
142.615,170
142.640,123
142.665,45
142.690,-37
142.715,-101
142.740,-155
142.765,-230
142.790,-331
142.815,-411
142.840,-400
142.865,-273
142.890,-77
142.915,102
142.940,212
142.965,261
142.990,290
143.015,328
143.040,365
143.065,384
143.090,380
143.115,373
143.140,384
143.165,413
143.190,442
143.215,451
143.240,436
143.265,406
143.290,372
143.315,335
143.340,290
143.365,235
143.390,177
143.415,123
143.440,72
143.465,9
143.490,-72
143.515,-157
143.540,-198
143.565,-153
143.590,-18
143.615,157
143.640,309
143.665,397
143.690,432
143.715,448
143.740,461
143.765,458
143.790,425
143.815,373
143.840,337
143.865,339
143.890,365
143.915,379
143.940,359
143.965,318
143.990,283
144.015,258
144.040,223
144.065,162
144.090,85
144.115,17
144.140,-30
144.165,-78
144.190,-152
144.215,-246
144.240,-310
144.265,-289
144.290,-170
144.315,4
144.340,168
144.365,280
144.390,343
144.415,383
144.440,417
144.465,443
144.490,447
144.515,425
144.540,392
144.565,373
144.590,379
144.615,401
144.640,412
144.665,392
144.690,347
144.715,302
144.740,274
144.765,255
144.790,223
144.815,162
144.840,85
144.865,14
144.890,-45
144.915,-113
144.940,-197
144.965,-269
144.990,-270
145.015,-166
145.040,14
145.065,199
145.090,328
145.115,393
145.140,425
145.165,449
145.190,463
145.215,449
145.240,412
145.265,382
145.290,382
145.315,410
145.340,441
145.365,454
145.390,445
145.415,421
145.440,386
145.465,344
145.490,302
145.515,261
145.540,216
145.565,156
145.590,80
145.615,7
145.640,-48
145.665,-94
145.690,-151
145.715,-222
145.740,-269
145.765,-237
145.790,-107
145.815,76
145.840,237
145.865,328
145.890,355
145.915,361
145.940,371
145.965,380
145.990,373
146.015,351
146.040,333
146.065,333
146.090,345
146.115,355
146.140,352
146.165,336
146.190,314
146.215,288
146.240,256
146.265,215
146.290,164
146.315,106
146.340,49
146.365,3
146.390,-32
146.415,-73
146.440,-132
146.465,-196
146.490,-224
146.515,-172
146.540,-37
146.565,131
146.590,272
146.615,351
146.640,383
146.665,400
146.690,418
146.715,426
146.740,413
146.765,387
146.790,371
146.815,378
146.840,400
146.865,416
146.890,410
146.915,381
146.940,339
146.965,295
146.990,254
147.015,216
147.040,177
147.065,131
147.090,79
147.115,22
147.140,-36
147.165,-104
147.190,-179
147.215,-240
147.240,-248
147.265,-171
147.290,-22
147.315,143
147.340,266
147.365,324
147.390,344
147.415,361
147.440,383
147.465,391
147.490,370
147.515,337
147.540,322
147.565,341
147.590,376
147.615,398
147.640,395
147.665,379
147.690,361
147.715,342
147.740,312
147.765,273
147.790,234
147.815,202
147.840,168
147.865,123
147.890,67
147.915,16
147.940,-22
147.965,-63
147.990,-128
148.015,-215
148.040,-277
148.065,-256
148.090,-132
148.115,51
148.140,222
148.165,330
148.190,380
148.215,408
148.240,439
148.265,466
148.290,468
148.315,446
148.340,427
148.365,436
148.390,469
148.415,500
148.440,505
148.465,487
148.490,464
148.515,448
148.540,428
148.565,395
148.590,352
148.615,310
148.640,270
148.665,215
148.690,134
148.715,36
148.740,-52
148.765,-122
148.790,-192
148.815,-283
148.840,-377
148.865,-416
148.890,-346
148.915,-176
148.940,22
148.965,176
148.990,260
149.015,304
149.040,344
149.065,382
149.090,397
149.115,384
149.140,363
149.165,361
149.190,378
149.215,395
149.240,395
149.265,383
149.290,373
149.315,365
149.340,345
149.365,309
149.390,270
149.415,242
149.440,221
149.465,186
149.490,124
149.515,50
149.540,-12
149.565,-66
149.590,-132
149.615,-216
149.640,-285
149.665,-281
149.690,-175
149.715,-2
149.740,168
149.765,287
149.790,351
149.815,389
149.840,415
149.865,424
149.890,405
149.915,369
149.940,340
149.965,339
149.990,359
150.015,382
150.040,389
150.065,379
150.090,358
150.115,332
150.140,305
150.165,275
150.190,241
150.215,200
150.240,153
150.265,105
150.290,58
150.315,6
150.340,-56
150.365,-115
150.390,-135
150.415,-77
150.440,62
150.465,241
150.490,397
150.515,492
150.540,533
150.565,549
150.590,556
150.615,544
150.640,505
150.665,457
150.690,437
150.715,463
150.740,514
150.765,546
150.790,531
150.815,472
150.840,387
150.865,286
150.890,168
150.915,41
150.940,-72
150.965,-153
150.990,-212
151.015,-280
151.040,-375
151.065,-472
151.090,-512
151.115,-453
151.140,-304
151.165,-123
151.190,27
151.215,123
151.240,177
151.265,218
151.290,261
151.315,307
151.340,347
151.365,377
151.390,401
151.415,424
151.440,449
151.465,471
151.490,478
151.515,457
151.540,411
151.565,355
151.590,306
151.615,265
151.640,215
151.665,144
151.690,61
151.715,-8
151.740,-60
151.765,-114
151.790,-194
151.815,-286
151.840,-327
151.865,-258
151.890,-82
151.915,130
151.940,297
151.965,388
151.990,436
152.015,480
152.040,524
152.065,541
152.090,515
152.115,471
152.140,449
152.165,465
152.190,494
152.215,505
152.240,490
152.265,463
152.290,437
152.315,406
152.340,362
152.365,306
152.390,251
152.415,202
152.440,151
152.465,91
152.490,23
152.515,-46
152.540,-120
152.565,-204
152.590,-286
152.615,-321
152.640,-265
152.665,-117
152.690,66
152.715,212
152.740,288
152.765,318
152.790,345
152.815,383
152.840,410
152.865,403
152.890,371
152.915,350
152.940,364
152.965,403
152.990,438
153.015,451
153.040,451
153.065,452
153.090,456
153.115,448
153.140,414
153.165,360
153.190,305
153.215,257
153.240,208
153.265,147
153.290,75
153.315,10
153.340,-38
153.365,-85
153.390,-154
153.415,-248
153.440,-326
153.465,-330
153.490,-233
153.515,-65
153.540,105
153.565,223
153.590,280
153.615,304
153.640,321
153.665,331
153.690,327
153.715,312
153.740,303
153.765,312
153.790,334
153.815,350
153.840,352
153.865,346
153.890,338
153.915,326
153.940,302
153.965,268
153.990,236
154.015,211
154.040,183
154.065,143
154.090,97
154.115,58
154.140,30
154.165,-6
154.190,-66
154.215,-129
154.240,-145
154.265,-75
154.290,63
154.315,208
154.340,303
154.365,342
154.390,357
154.415,377
154.440,398
154.465,400
154.490,382
154.515,366
154.540,371
154.565,392
154.590,409
154.615,406
154.640,389
154.665,369
154.690,349
154.715,322
154.740,287
154.765,248
154.790,207
154.815,162
154.840,105
154.865,44
154.890,-12
154.915,-63
154.940,-122
154.965,-193
154.990,-253
155.015,-255
155.040,-171
155.065,-24
155.090,127
155.115,234
155.140,290
155.165,323
155.190,354
155.215,379
155.240,381
155.265,362
155.290,344
155.315,350
155.340,375
155.365,397
155.390,403
155.415,393
155.440,379
155.465,361
155.490,333
155.515,293
155.540,248
155.565,207
155.590,168
155.615,121
155.640,62
155.665,2
155.690,-51
155.715,-106
155.740,-177
155.765,-257
155.790,-309
155.815,-285
155.840,-169
155.865,2
155.890,168
155.915,283
155.940,346
155.965,387
155.990,427
156.015,462
156.040,476
156.065,470
156.090,468
156.115,492
156.140,543
156.165,593
156.190,613
156.215,597
156.240,561
156.265,526
156.290,496
156.315,462
156.340,416
156.365,359
156.390,300
156.415,239
156.440,167
156.465,84
156.490,-3
156.515,-86
156.540,-165
156.565,-254
156.590,-351
156.615,-426
156.640,-429
156.665,-336
156.690,-172
156.715,2
156.740,138
156.765,224
156.790,278
156.815,317
156.840,339
156.865,336
156.890,320
156.915,312
156.940,327
156.965,358
156.990,386
157.015,400
157.040,403
157.065,399
157.090,385
157.115,358
157.140,323
157.165,289
157.190,259
157.215,227
157.240,186
157.265,144
157.290,108
157.315,75
157.340,26
157.365,-46
157.390,-110
157.415,-113
157.440,-19
157.465,144
157.490,311
157.515,416
157.540,438
157.565,400
157.590,338
157.615,275
157.640,225
157.665,196
157.690,194
157.715,210
157.740,227
157.765,236
157.790,243
157.815,266
157.840,305
157.865,344
157.890,361
157.915,348
157.940,313
157.965,265
157.990,206
158.015,130
158.040,38
158.065,-62
158.090,-161
158.115,-249
158.140,-306
158.165,-307
158.190,-231
158.215,-86
158.240,94
158.265,260
158.290,380
158.315,447
158.340,479
158.365,489
158.390,484
158.415,469
158.440,449
158.465,435
158.490,430
158.515,430
158.540,421
158.565,398
158.590,362
158.615,323
158.640,283
158.665,240
158.690,188
158.715,128
158.740,68
158.765,11
158.790,-52
158.815,-134
158.840,-232
158.865,-310
158.890,-319
158.915,-234
158.940,-79
158.965,83
158.990,204
159.015,271
159.040,308
159.065,338
159.090,360
159.115,362
159.140,342
159.165,321
159.190,323
159.215,347
159.240,372
159.265,376
159.290,360
159.315,337
159.340,317
159.365,301
159.390,283
159.415,263
159.440,244
159.465,219
159.490,180
159.515,122
159.540,59
159.565,4
159.590,-45
159.615,-107
159.640,-182
159.665,-235
159.690,-210
159.715,-81
159.740,116
159.765,310
159.790,444
159.815,513
159.840,552
159.865,591
159.890,624
159.915,630
159.940,605
159.965,569
159.990,546
160.015,537
160.040,524
160.065,489
160.090,436
160.115,384
160.140,344
160.165,313
160.190,285
160.215,258
160.240,234
160.265,214
160.290,192
160.315,164
160.340,130
160.365,92
160.390,47
160.415,-5
160.440,-65
160.465,-124
160.490,-181
160.515,-246
160.540,-324
160.565,-389
160.590,-393
160.615,-303
160.640,-133
160.665,52
160.690,190
160.715,261
160.740,291
160.765,309
160.790,320
160.815,311
160.840,280
160.865,252
160.890,253
160.915,283
160.940,321
160.965,350
160.990,368
161.015,382
161.040,388
161.065,374
161.090,336
161.115,292
161.140,258
161.165,230
161.190,187
161.215,121
161.240,46
161.265,-17
161.290,-75
161.315,-146
161.340,-225
161.365,-267
161.390,-211
161.415,-50
161.440,154
161.465,317
161.490,399
161.515,428
161.540,453
161.565,490
161.590,514
161.615,502
161.640,465
161.665,438
161.690,437
161.715,448
161.740,446
161.765,425
161.790,400
161.815,380
161.840,358
161.865,324
161.890,278
161.915,232
161.940,190
161.965,144
161.990,88
162.015,27
162.040,-33
162.065,-94
162.090,-161
162.115,-217
162.140,-223
162.165,-145
162.190,-1
162.215,143
162.240,225
162.265,235
162.290,224
162.315,242
162.340,296
162.365,349
162.390,370
162.415,363
162.440,358
162.465,371
162.490,396
162.515,414
162.540,419
162.565,414
162.590,395
162.615,353
162.640,288
162.665,218
162.690,160
162.715,117
162.740,76
162.765,25
162.790,-30
162.815,-82
162.840,-138
162.865,-209
162.890,-287
162.915,-323
162.940,-267
162.965,-112
162.990,82
163.015,243
163.040,334
163.065,379
163.090,418
163.115,462
163.140,487
163.165,473
163.190,440
163.215,426
163.240,449
163.265,490
163.290,510
163.315,494
163.340,461
163.365,433
163.390,410
163.415,377
163.440,327
163.465,273
163.490,232
163.515,200
163.540,158
163.565,95
163.590,23
163.615,-37
163.640,-90
163.665,-156
163.690,-242
163.715,-311
163.740,-306
163.765,-195
163.790,-12
163.815,171
163.840,300
163.865,368
163.890,405
163.915,434
163.940,450
163.965,441
163.990,411
164.015,383
164.040,379
164.065,397
164.090,414
164.115,411
164.140,386
164.165,351
164.190,319
164.215,288
164.240,254
164.265,209
164.290,153
164.315,96
164.340,47
164.365,11
164.390,-26
164.415,-84
164.440,-168
164.465,-246
164.490,-264
164.515,-186
164.540,-26
164.565,153
164.590,289
164.615,360
164.640,390
164.665,412
164.690,437
164.715,450
164.740,439
164.765,415
164.790,403
164.815,411
164.840,425
164.865,417
164.890,377
164.915,316
164.940,257
164.965,211
164.990,171
165.015,125
165.040,75
165.065,32
165.090,0
165.115,-37
165.140,-98
165.165,-181
165.190,-252
165.215,-260
165.240,-179
165.265,-29
165.290,135
165.315,267
165.340,351
165.365,401
165.390,435
165.415,456
165.440,451
165.465,418
165.490,371
165.515,334
165.540,319
165.565,320
165.590,313
165.615,278
165.640,217
165.665,149
165.690,95
165.715,56
165.740,12
165.765,-53
165.790,-131
165.815,-185
165.840,-185
165.865,-145
165.890,-108
165.915,-98
165.940,-88
165.965,-18
165.990,144
166.015,360
166.040,545
166.065,645
166.090,668
166.115,669
166.140,679
166.165,690
166.190,677
166.215,643
166.240,615
166.265,614
166.290,624
166.315,614
166.340,572
166.365,511
166.390,449
166.415,388
166.440,318
166.465,234
166.490,144
166.515,58
166.540,-24
166.565,-106
166.590,-183
166.615,-249
166.640,-309
166.665,-381
166.690,-463
166.715,-512
166.740,-473
166.765,-329
166.790,-129
166.815,48
166.840,155
166.865,201
166.890,231
166.915,265
166.940,291
166.965,289
166.990,262
167.015,235
167.040,226
167.065,235
167.090,248
167.115,258
167.140,259
167.165,245
167.190,212
167.215,172
167.240,146
167.265,149
167.290,166
167.315,174
167.340,162
167.365,147
167.390,145
167.415,143
167.440,114
167.465,56
167.490,15
167.515,48
167.540,173
167.565,349
167.590,509
167.615,616
167.640,675
167.665,706
167.690,718
167.715,708
167.740,681
167.765,650
167.790,623
167.815,601
167.840,585
167.865,586
167.890,600
167.915,586
167.940,489
167.965,287
167.990,35
168.015,-171
168.040,-275
168.065,-299
168.090,-307
168.115,-334
168.140,-358
168.165,-343
168.190,-290
168.215,-231
168.240,-176
168.265,-85
168.290,77
168.315,285
168.340,445
168.365,482
168.390,406
