df_hash,22ZHK4.1R5J5W
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.5LYG
person_label,v126real
date_time_start,2026-04-07_17-04-33.134000_+03
date_time_start_unix,1775563473.134
date_time_end,2026-04-07_17-12-49.773000_+03
length_difference_noticed,no

time,temperature
5.368,35.500
6.343,35.500
7.418,35.469
8.342,35.531
9.366,35.531
10.341,35.562
11.364,35.531
12.343,35.531
13.606,35.594
14.342,35.594
15.397,35.594
16.386,35.719
17.365,35.781
18.385,35.750
19.371,35.781
20.383,35.750
21.358,35.781
22.382,35.781
23.406,35.750
24.380,35.844
25.360,35.844
26.380,35.719
27.355,35.719
28.378,35.750
29.356,35.781
30.574,35.781
31.352,35.812
32.375,35.844
33.395,35.812
34.375,35.750
35.350,35.812
36.373,35.844
37.348,35.844
38.375,35.812
39.593,35.781
40.371,35.812
41.349,35.812
42.398,35.781
43.344,35.844
44.473,35.844
45.343,35.844
46.367,35.844
47.396,35.844
48.365,35.875
49.412,35.875
50.373,35.906
51.340,35.938
52.363,35.969
53.343,35.969
54.362,35.969
55.340,35.938
56.361,35.938
57.344,35.969
58.359,35.969
59.337,36.000
60.362,35.969
61.446,35.938
62.357,35.938
63.332,35.938
64.380,35.906
65.382,35.875
66.355,35.875
67.391,35.844
68.353,35.844
69.377,35.844
70.598,35.875
71.376,35.875
72.353,35.875
73.375,35.875
74.352,35.938
75.373,36.000
76.348,36.031
77.419,36.031
78.347,36.031
79.371,36.031
80.346,36.031
81.370,36.094
82.588,36.094
83.368,36.125
84.343,36.125
85.610,36.062
86.393,36.062
87.366,36.031
88.341,36.062
89.364,36.094
90.345,36.031
91.363,36.031
92.608,36.031
93.362,36.062
94.346,36.062
95.360,36.094
96.636,36.094
97.365,36.062
98.335,36.062
99.382,36.031
100.334,36.062
101.360,36.094
102.335,36.031
103.402,35.969
104.331,36.000
105.379,36.031
106.330,35.969
107.353,36.062
108.328,36.062
109.352,36.062
110.331,36.062
111.643,36.031
112.384,36.062
113.350,36.125
114.373,36.062
115.352,36.031
116.372,36.062
117.347,36.062
118.371,35.938
119.349,35.938
120.370,35.969
121.346,35.969
122.369,36.000
123.343,36.000
124.367,36.031
125.395,36.094
126.366,36.062
127.344,36.031
128.565,36.156
129.340,36.156
130.368,36.156
131.340,36.156
132.560,36.156
133.342,36.188
134.365,36.188
135.336,36.188
136.359,36.156
137.335,36.219
138.358,36.219
139.336,36.188
140.357,36.188
141.332,36.188
142.356,36.156
143.355,36.156
144.359,36.125
145.329,36.156
146.354,36.219
147.329,36.188
148.452,36.219
149.327,36.188
150.351,36.219
151.374,36.156
152.350,36.156
153.325,36.188
154.359,36.219
155.324,36.188
156.347,36.188
157.322,36.219
158.443,36.219
159.321,36.250
160.345,36.250
161.320,36.344
162.492,36.375
163.368,36.344
164.383,36.344
165.366,36.281
166.341,36.281
167.364,36.250
168.583,36.250
169.364,36.281
170.339,36.312
171.369,36.344
172.337,36.344
173.361,36.344
174.337,36.344
175.360,36.438
176.386,36.438
177.360,36.438
178.333,36.406
179.382,36.375
180.332,36.375
181.356,36.344
182.331,36.344
183.354,36.344
184.330,36.375
185.354,36.344
186.329,36.312
187.352,36.344
188.327,36.406
189.352,36.406
190.579,36.375
191.356,36.375
192.325,36.375
193.351,36.406
194.472,36.406
195.347,36.406
196.334,36.406
197.346,36.375
198.380,36.344
199.345,36.312
200.474,36.344
201.346,36.344
202.368,36.312
203.342,36.312
204.325,36.344
205.342,36.344
206.321,36.375
207.340,36.375
208.365,36.406
209.347,36.406
210.314,36.438
211.486,36.406
212.370,36.438
213.337,36.438
214.360,36.406
215.363,36.406
216.359,36.438
217.338,36.438
218.358,36.438
219.333,36.406
220.356,36.438
221.380,36.469
222.355,36.531
223.330,36.531
224.354,36.562
225.329,36.562
226.356,36.531
227.328,36.531
228.380,36.531
229.326,36.562
230.451,36.531
231.326,36.531
232.349,36.469
233.327,36.438
234.358,36.438
235.323,36.406
236.346,36.375
237.324,36.406
238.345,36.469
239.320,36.469
240.638,36.438
241.320,36.438
242.343,36.438
243.328,36.438
244.341,36.438
245.316,36.469
246.340,36.500
247.315,36.500
248.345,36.469
249.314,36.469
250.338,36.500
251.656,36.500
252.336,36.500
253.311,36.531
254.341,36.562
255.310,36.531
256.334,36.500
257.358,36.500
258.348,36.500
259.356,36.531
260.331,36.531
261.355,36.500
262.330,36.500
263.378,36.500
264.329,36.438
265.353,36.438
266.574,36.469
267.351,36.500
268.326,36.500
269.350,36.500
270.325,36.500
271.353,36.500
272.324,36.469
273.353,36.469
274.372,36.500
275.346,36.500
276.325,36.500
277.345,36.438
278.320,36.469
279.344,36.438
280.323,36.438
281.443,36.438
282.317,36.438
283.360,36.406
284.351,36.406
285.340,36.406
286.374,36.375
287.339,36.375
288.414,36.375
289.338,36.406
290.316,36.375
291.336,36.438
292.323,36.438
293.335,36.469
294.330,36.438
295.334,36.469
296.309,36.562
297.333,36.500
298.347,36.531
299.388,36.562
300.355,36.594
301.330,36.562
302.354,36.562
303.331,36.531
304.307,36.562
305.328,36.562
306.303,36.531
307.327,36.562
308.302,36.531
309.325,36.500
310.397,36.500
311.324,36.500
312.354,36.469
313.618,36.469
314.347,36.469
315.322,36.469
316.353,36.531
317.466,36.500
