df_hash,22ZHK4.K83A0A
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.142G
person_label,v104
date_time_start,2026-03-02_13-09-09.015000_+03
date_time_start_unix,1772442549.015
date_time_end,2026-03-02_13-17-56.920000_+03
length_difference_noticed,no

time,acc_x,acc_y,acc_z
4.754,-0.416,0.873,-0.088
4.764,-0.414,0.877,-0.088
4.774,-0.410,0.879,-0.092
4.784,-0.408,0.877,-0.090
4.793,-0.408,0.879,-0.090
4.803,-0.406,0.879,-0.090
4.813,-0.408,0.881,-0.094
4.823,-0.408,0.875,-0.092
4.833,-0.406,0.875,-0.088
4.843,-0.412,0.875,-0.090
4.853,-0.412,0.873,-0.082
4.863,-0.412,0.881,-0.086
4.873,-0.414,0.883,-0.094
4.883,-0.412,0.881,-0.088
4.893,-0.412,0.879,-0.088
4.903,-0.410,0.875,-0.086
4.913,-0.412,0.875,-0.084
4.922,-0.410,0.873,-0.084
4.932,-0.404,0.875,-0.084
4.942,-0.404,0.877,-0.088
4.952,-0.404,0.879,-0.086
4.962,-0.402,0.881,-0.086
4.972,-0.402,0.881,-0.088
4.982,-0.404,0.881,-0.086
4.992,-0.408,0.881,-0.086
5.002,-0.406,0.881,-0.084
5.012,-0.406,0.877,-0.088
5.022,-0.410,0.881,-0.082
5.032,-0.408,0.877,-0.086
5.042,-0.408,0.877,-0.086
5.052,-0.408,0.879,-0.082
5.061,-0.406,0.877,-0.084
5.071,-0.410,0.879,-0.084
5.081,-0.410,0.877,-0.084
5.091,-0.412,0.879,-0.088
5.101,-0.410,0.877,-0.086
5.111,-0.408,0.877,-0.084
5.121,-0.408,0.875,-0.088
5.131,-0.408,0.879,-0.084
5.141,-0.406,0.877,-0.084
5.151,-0.408,0.877,-0.084
5.161,-0.406,0.877,-0.088
5.171,-0.406,0.877,-0.084
5.181,-0.408,0.879,-0.084
5.191,-0.406,0.879,-0.088
5.200,-0.404,0.877,-0.088
5.210,-0.402,0.877,-0.086
5.220,-0.406,0.881,-0.086
5.230,-0.406,0.881,-0.088
5.240,-0.406,0.881,-0.088
5.250,-0.404,0.879,-0.086
5.260,-0.402,0.875,-0.082
5.270,-0.402,0.877,-0.084
5.280,-0.404,0.875,-0.086
5.290,-0.406,0.879,-0.088
5.300,-0.408,0.879,-0.086
5.310,-0.406,0.879,-0.086
5.320,-0.408,0.883,-0.088
5.329,-0.408,0.881,-0.090
5.339,-0.408,0.873,-0.084
5.349,-0.412,0.867,-0.082
5.359,-0.404,0.869,-0.082
5.369,-0.406,0.873,-0.082
5.379,-0.408,0.883,-0.086
5.389,-0.408,0.893,-0.092
5.399,-0.414,0.895,-0.092
5.409,-0.414,0.885,-0.090
5.419,-0.420,0.879,-0.084
5.429,-0.416,0.877,-0.082
5.439,-0.418,0.869,-0.082
5.449,-0.412,0.869,-0.088
5.459,-0.410,0.869,-0.086
5.468,-0.412,0.869,-0.086
5.478,-0.416,0.871,-0.090
5.488,-0.414,0.873,-0.086
5.498,-0.416,0.869,-0.088
5.508,-0.418,0.875,-0.084
5.518,-0.420,0.879,-0.090
5.528,-0.420,0.877,-0.086
5.538,-0.414,0.875,-0.090
5.548,-0.416,0.873,-0.086
5.558,-0.416,0.873,-0.088
5.568,-0.416,0.877,-0.090
5.578,-0.418,0.879,-0.088
5.588,-0.418,0.871,-0.088
5.598,-0.416,0.871,-0.086
5.607,-0.414,0.871,-0.084
5.617,-0.414,0.875,-0.088
5.627,-0.418,0.881,-0.088
5.637,-0.422,0.879,-0.086
