df_hash,22ZHK4.K83A0A
56.594,0.969
56.624,0.974
56.654,0.977
56.684,0.975
56.714,0.977
56.744,0.974
56.774,0.979
56.804,0.975
56.834,0.980
56.864,0.973
56.894,0.976
56.924,0.979
56.954,0.973
56.984,0.974
57.014,0.974
57.044,0.976
57.074,0.979
57.104,0.979
57.134,0.975
57.164,0.976
57.194,0.977
57.224,0.973
57.254,0.976
57.284,0.968
57.314,0.986
57.344,0.984
57.374,0.972
57.404,0.968
57.434,0.970
57.464,0.977
57.494,0.977
57.524,0.979
57.554,0.973
57.584,0.983
57.614,0.976
57.644,0.976
57.674,0.978
57.704,0.978
57.734,0.976
57.764,0.976
57.794,0.974
57.824,0.974
57.854,0.979
57.884,0.976
57.914,0.973
57.944,0.974
57.974,0.970
58.004,0.970
58.034,0.974
58.064,0.967
58.094,0.984
58.124,0.984
58.154,0.971
58.184,0.975
58.214,0.973
58.244,0.978
58.274,0.975
58.304,0.978
58.334,0.971
58.364,0.983
58.394,0.975
58.424,0.978
58.454,0.977
58.484,0.974
58.514,0.974
58.544,0.973
58.574,0.971
58.604,0.974
58.634,0.975
58.664,0.975
58.694,0.980
58.724,0.977
58.754,0.972
58.784,0.979
58.814,0.972
58.844,0.991
58.874,0.979
58.904,0.967
58.934,0.971
58.964,0.979
58.994,0.979
59.024,0.980
59.054,0.979
59.084,0.971
59.114,0.988
59.144,0.976
59.174,0.976
59.204,0.979
59.234,0.970
59.264,0.972
59.294,0.978
59.324,0.976
59.354,0.975
59.384,0.976
59.414,0.982
59.444,0.977
59.474,0.977
59.504,0.967
59.534,0.972
59.564,0.992
59.594,0.974
59.624,0.973
59.654,0.973
59.684,0.976
59.714,0.977
59.744,0.976
59.774,0.978
59.804,0.972
59.834,0.982
59.864,0.975
59.894,0.973
59.924,0.979
59.954,0.975
59.984,0.972
60.014,0.979
60.044,0.975
60.074,0.974
60.104,0.971
60.134,0.974
60.164,0.977
60.194,0.979
60.224,0.967
60.254,0.981
60.284,0.979
60.314,0.972
60.344,0.975
60.374,0.969
60.404,0.975
60.434,0.974
60.464,0.975
60.494,0.982
60.524,0.973
60.554,0.980
60.584,0.976
60.614,0.979
60.644,0.976
60.674,0.978
60.704,0.973
60.734,0.974
60.764,0.970
60.794,0.976
60.824,0.976
60.854,0.976
60.884,0.973
60.914,0.976
60.944,0.971
60.974,0.985
61.004,0.978
61.034,0.969
61.064,0.977
61.094,0.973
61.124,0.979
61.154,0.978
61.184,0.972
61.214,0.975
61.244,0.975
61.274,0.976
61.304,0.974
61.334,0.976
61.364,0.976
61.394,0.974
61.424,0.974
61.454,0.973
61.484,0.976
61.514,0.974
61.544,0.977
61.574,0.976
61.604,0.975
61.634,0.975
61.664,0.974
61.694,0.965
61.724,0.971
61.754,0.964
61.784,0.967
61.814,0.975
61.844,0.963
61.874,0.965
61.904,0.975
61.934,0.979
61.964,0.982
61.994,0.975
62.024,0.982
62.054,0.984
62.084,0.977
62.114,0.974
62.144,0.979
62.174,0.978
62.204,0.969
62.234,0.977
62.264,0.981
62.294,0.978
62.324,0.978
62.354,0.976
62.384,0.973
62.414,0.977
62.444,0.982
62.474,0.976
62.504,0.972
62.534,0.969
62.564,0.990
62.594,0.984
62.624,0.976
62.654,0.971
62.684,0.970
62.714,0.972
62.744,0.971
62.774,0.979
62.804,0.964
62.834,0.979
62.864,0.973
62.894,0.974
62.924,0.971
62.954,0.972
62.984,0.970
63.014,0.968
63.044,0.972
63.074,0.972
63.104,0.968
63.134,0.973
63.164,0.972
63.194,0.970
63.224,0.972
63.254,0.974
63.284,0.972
63.314,0.975
63.344,0.964
63.374,0.987
63.404,0.984
63.434,0.973
63.464,0.971
63.494,0.976
63.524,0.974
63.554,0.968
63.584,0.971
63.614,0.967
63.644,0.982
63.674,0.978
63.704,0.968
63.734,0.970
63.764,0.974
63.794,0.973
63.824,0.971
63.854,0.971
63.884,0.973
63.914,0.975
63.944,0.971
63.974,0.973
64.004,0.968
64.034,0.968
64.064,0.967
64.094,0.976
64.124,0.962
64.154,0.981
64.184,0.980
64.214,0.970
64.244,0.968
64.274,0.971
64.304,0.967
64.334,0.969
64.364,0.973
64.394,0.970
64.424,0.976
64.454,0.977
64.484,0.976
64.514,0.973
64.544,0.972
64.574,0.968
64.604,0.977
64.634,0.971
64.664,0.973
64.694,0.975
64.724,0.975
64.754,0.977
64.784,0.976
64.814,0.976
64.844,0.972
64.874,0.970
64.904,0.971
64.934,0.992
64.964,0.974
64.994,0.963
65.024,0.966
65.054,0.973
65.084,0.971
65.114,0.968
65.144,0.977
65.174,0.970
65.204,0.978
65.234,0.975
65.264,0.973
65.294,0.975
65.324,0.973
65.354,0.973
65.384,0.971
65.414,0.967
65.444,0.960
65.474,0.973
65.504,0.981
65.534,0.978
65.564,0.979
65.594,0.976
65.624,0.969
65.654,0.976
65.684,0.989
65.714,0.972
65.744,0.977
65.774,0.970
65.804,0.976
65.834,0.979
65.864,0.977
65.894,0.982
65.924,0.975
65.954,0.986
65.984,0.976
66.014,0.978
66.044,0.975
66.074,0.975
66.104,0.976
66.134,0.974
66.164,0.977
66.194,0.979
66.224,0.978
66.254,0.983
66.284,0.976
66.314,0.973
66.344,0.979
66.374,0.967
66.404,0.976
66.434,0.989
66.464,0.970
66.494,0.975
66.524,0.974
66.554,0.976
66.584,0.976
66.614,0.980
66.644,0.979
66.674,0.977
66.704,0.976
66.734,0.975
66.764,0.974
66.794,0.975
66.824,0.976
66.854,0.972
66.884,0.972
66.914,0.968
66.944,0.977
66.974,0.977
67.004,0.979
67.034,0.975
67.064,0.973
67.094,0.972
67.124,0.975
67.154,0.971
67.184,0.988
67.214,0.981
67.244,0.969
67.274,0.973
67.304,0.973
67.334,0.976
67.364,0.975
67.394,0.979
67.424,0.970
67.454,0.977
67.484,0.978
67.514,0.972
67.544,0.977
67.574,0.976
67.604,0.975
67.634,0.975
67.664,0.974
67.694,0.973
67.724,0.973
67.754,0.977
67.784,0.976
67.814,0.976
67.844,0.977
67.874,0.976
67.904,0.973
67.934,0.970
67.964,0.971
67.994,0.990
68.024,0.973
68.054,0.969
68.084,0.974
68.114,0.976
68.144,0.981
68.174,0.975
68.204,0.982
68.234,0.971
68.264,0.978
68.294,0.980
68.324,0.975
68.354,0.972
68.384,0.972
68.414,0.974
68.444,0.977
68.474,0.974
68.504,0.979
68.534,0.976
68.564,0.980
68.594,0.976
68.624,0.975
68.654,0.979
68.684,0.975
68.714,0.978
68.744,0.978
68.774,0.970
68.804,0.978
68.834,0.987
68.864,0.974
68.894,0.973
68.924,0.973
68.954,0.980
68.984,0.976
69.014,0.977
69.044,0.972
69.074,0.972
69.104,0.980
69.134,0.977
69.164,0.975
69.194,0.977
69.224,0.970
69.254,0.979
69.284,0.975
69.314,0.973
69.344,0.976
69.374,0.980
69.404,0.977
69.434,0.976
69.464,0.977
69.494,0.977
69.524,0.976
69.554,0.975
69.584,0.977
69.614,0.979
69.644,0.991
69.674,0.976
69.704,0.969
69.734,0.975
69.764,0.979
69.794,0.979
69.824,0.976
69.854,0.979
69.884,0.969
69.914,0.985
69.944,0.977
69.974,0.981
70.004,0.975
70.034,0.973
70.064,0.973
70.094,0.971
70.124,0.978
70.154,0.979
70.184,0.977
70.214,0.979
70.244,0.975
70.274,0.974
70.304,0.972
70.334,0.978
70.364,0.983
70.394,0.962
70.424,0.978
70.454,0.987
70.484,0.970
70.514,0.971
70.544,0.975
70.574,0.975
70.604,0.977
70.634,0.977
70.664,0.979
70.694,0.976
70.724,0.983
70.754,0.977
70.784,0.975
70.814,0.979
70.844,0.977
70.874,0.978
70.904,0.979
70.934,0.974
70.964,0.975
70.994,0.978
71.024,0.979
71.054,0.979
71.084,0.974
71.114,0.975
71.144,0.985
71.174,0.969
71.204,0.981
71.234,0.989
71.264,0.973
71.294,0.971
71.324,0.975
71.354,0.978
71.384,0.977
71.414,0.973
71.444,0.978
71.474,0.973
71.504,0.983
71.534,0.977
71.564,0.977
71.594,0.975
71.624,0.974
71.654,0.976
71.684,0.975
71.714,0.972
71.744,0.976
71.774,0.975
71.804,0.979
71.834,0.979
71.864,0.974
71.894,0.974
71.924,0.979
71.954,0.965
71.984,0.979
72.014,0.982
72.044,0.969
72.074,0.971
72.104,0.974
72.134,0.974
72.164,0.978
72.194,0.977
72.224,0.979
72.254,0.972
72.284,0.979
72.314,0.972
72.344,0.974
72.374,0.977
72.404,0.976
72.434,0.971
72.464,0.975
72.494,0.971
72.524,0.977
72.554,0.978
72.584,0.978
72.614,0.974
72.644,0.978
72.674,0.978
72.704,0.976
72.734,0.980
72.764,0.968
72.794,0.984
72.824,0.983
72.854,0.972
72.884,0.970
72.914,0.974
72.944,0.976
72.974,0.972
73.004,0.977
73.034,0.976
73.064,0.972
73.094,0.984
73.124,0.976
73.154,0.977
73.184,0.973
73.214,0.976
73.244,0.971
73.274,0.975
73.304,0.979
73.334,0.979
73.364,0.979
73.394,0.977
73.424,0.975
73.454,0.976
73.484,0.980
73.514,0.976
73.544,0.976
73.574,0.970
73.604,0.977
73.634,0.995
73.664,0.975
73.694,0.970
73.724,0.973
73.754,0.971
73.784,0.976
73.814,0.977
73.844,0.981
73.874,0.977
73.904,0.982
73.934,0.978
73.964,0.978
73.994,0.973
74.024,0.974
74.054,0.978
74.084,0.976
74.114,0.979
74.144,0.978
74.174,0.979
74.204,0.981
74.234,0.977
74.264,0.973
74.294,0.977
74.324,0.974
74.354,0.978
74.384,0.983
74.414,0.968
74.444,0.982
74.474,0.986
74.504,0.971
74.534,0.971
74.564,0.974
74.594,0.980
74.624,0.977
74.654,0.982
74.684,0.975
74.714,0.979
74.744,0.976
74.774,0.978
74.804,0.978
74.834,0.978
74.864,0.973
74.894,0.976
74.924,0.974
74.954,0.976
74.984,0.980
75.014,0.977
75.044,0.979
75.074,0.979
75.104,0.977
75.134,0.975
75.164,0.973
75.194,0.980
75.224,0.971
75.254,0.989
75.284,0.978
75.314,0.973
75.344,0.971
75.374,0.978
75.404,0.980
75.434,0.979
75.464,0.977
75.494,0.970
75.524,0.981
75.554,0.977
75.584,0.976
75.614,0.977
75.644,0.976
75.674,0.977
75.704,0.975
75.734,0.980
75.764,0.979
75.794,0.978
75.824,0.977
75.854,0.979
75.884,0.976
75.914,0.976
75.944,0.979
75.974,0.970
76.004,0.975
76.034,0.990
76.064,0.971
76.094,0.972
76.124,0.974
76.154,0.979
76.184,0.978
76.214,0.978
76.244,0.981
76.274,0.973
76.304,0.984
76.334,0.978
76.364,0.976
76.394,0.978
76.424,0.975
76.454,0.976
76.484,0.979
76.514,0.977
76.544,0.978
76.574,0.978
76.604,0.976
76.634,0.979
76.664,0.978
76.694,0.976
76.724,0.979
76.754,0.975
76.784,0.990
76.814,0.982
76.844,0.975
76.874,0.971
76.904,0.977
76.934,0.980
76.964,0.976
76.994,0.977
77.024,0.984
77.054,0.974
77.084,0.985
77.114,0.976
77.144,0.976
77.174,0.972
77.204,0.978
77.234,0.974
77.264,0.977
77.294,0.979
77.324,0.979
77.354,0.980
77.384,0.979
77.414,0.977
77.444,0.976
77.474,0.978
77.504,0.978
77.534,0.972
77.564,0.990
77.594,0.980
77.624,0.967
77.654,0.975
77.684,0.976
77.714,0.981
77.744,0.980
77.774,0.980
77.804,0.978
77.834,0.973
77.864,0.982
77.894,0.979
77.924,0.973
77.954,0.976
77.984,0.977
78.014,0.972
78.044,0.979
78.074,0.984
78.104,0.980
78.134,0.979
78.164,0.976
78.194,0.979
78.224,0.982
78.254,0.976
78.284,0.973
78.314,0.975
78.344,0.976
78.374,0.991
78.404,0.976
78.434,0.972
78.464,0.976
78.494,0.978
78.524,0.980
78.554,0.981
78.584,0.981
78.614,0.971
78.644,0.982
78.674,0.980
78.704,0.976
78.734,0.979
78.764,0.976
78.794,0.976
78.824,0.980
78.854,0.979
78.884,0.977
78.914,0.976
78.944,0.980
78.974,0.976
79.004,0.977
79.034,0.976
79.064,0.976
79.094,0.976
79.124,0.979
79.154,0.974
79.184,0.977
79.214,0.990
79.244,0.971
79.274,0.973
79.304,0.977
79.334,0.978
79.364,0.978
79.394,0.981
79.424,0.980
79.454,0.974
79.484,0.983
79.514,0.975
79.544,0.976
79.574,0.973
79.604,0.974
79.634,0.975
79.664,0.970
79.694,0.970
79.724,0.973
79.754,0.974
79.784,0.978
79.814,0.971
79.844,0.973
79.874,0.974
79.904,0.976
79.934,0.978
79.964,0.977
79.994,0.968
80.024,0.976
80.054,0.985
80.084,0.979
80.114,0.972
80.144,0.977
80.174,0.975
80.204,0.980
80.234,0.985
80.264,0.989
80.294,0.979
80.324,0.984
80.354,0.977
80.384,0.973
80.414,0.971
80.444,0.973
80.474,0.975
80.504,0.974
80.534,0.971
80.564,0.973
80.594,0.973
80.624,0.973
80.654,0.973
80.684,0.975
80.714,0.973
80.744,0.972
80.774,0.966
80.804,0.968
80.834,0.973
80.864,0.981
80.894,0.969
80.924,0.964
80.954,0.967
80.984,0.973
81.014,0.971
81.044,0.970
81.074,0.974
81.104,0.965
81.134,0.981
81.164,0.969
81.194,0.972
81.224,0.977
81.254,0.971
81.284,0.969
81.314,0.972
81.344,0.975
81.374,0.970
81.404,0.972
81.434,0.970
81.464,0.975
81.494,0.967
81.524,0.970
81.554,0.975
81.584,0.964
81.614,0.979
81.644,0.980
81.674,0.970
81.704,0.967
81.734,0.969
81.764,0.975
81.794,0.971
81.824,0.974
81.854,0.969
81.884,0.966
81.914,0.973
81.944,0.973
81.974,0.972
82.004,0.968
82.034,0.975
82.064,0.973
82.094,0.976
82.124,0.975
82.154,0.970
82.184,0.974
82.214,0.973
82.244,0.979
82.274,0.976
82.304,0.965
82.334,0.974
82.364,0.991
82.394,0.985
82.424,0.973
82.454,0.969
82.484,0.971
82.514,0.974
82.544,0.977
82.574,0.977
82.604,0.968
82.634,0.973
82.664,0.982
82.694,0.978
82.724,0.973
82.754,0.976
82.784,0.978
82.814,0.970
82.844,0.968
82.874,0.972
82.904,0.976
82.934,0.981
82.964,0.980
82.994,0.979
83.024,0.980
83.054,0.962
83.084,0.980
83.114,0.988
83.144,0.973
83.174,0.970
83.204,0.969
83.234,0.970
83.264,0.972
83.294,0.975
83.324,0.979
83.354,0.975
83.384,0.978
83.414,0.977
83.444,0.970
83.474,0.972
83.504,0.979
83.534,0.974
83.564,0.973
83.594,0.976
83.624,0.973
83.654,0.974
83.684,0.977
83.714,0.977
83.744,0.975
83.774,0.975
83.804,0.980
83.834,0.967
83.864,0.981
83.894,0.990
83.924,0.969
83.954,0.970
83.984,0.970
84.014,0.976
84.044,0.973
84.074,0.977
84.104,0.977
84.134,0.971
84.164,0.981
84.194,0.975
84.224,0.976
84.254,0.978
84.284,0.972
84.314,0.974
84.344,0.978
84.374,0.978
84.404,0.975
84.434,0.977
84.464,0.978
84.494,0.976
84.524,0.975
84.554,0.973
84.584,0.974
84.614,0.977
84.644,0.972
84.674,0.970
84.704,0.989
84.734,0.976
84.764,0.972
84.794,0.972
84.824,0.974
84.854,0.974
84.884,0.974
84.914,0.980
84.944,0.975
84.974,0.986
85.004,0.978
85.034,0.973
85.064,0.973
85.094,0.974
85.124,0.975
85.154,0.974
85.184,0.974
85.214,0.973
85.244,0.977
85.274,0.974
85.304,0.977
85.334,0.975
85.364,0.975
85.394,0.973
85.424,0.976
85.454,0.974
85.484,0.966
85.514,0.975
85.544,0.989
85.574,0.972
85.604,0.969
85.634,0.976
85.664,0.975
85.694,0.977
85.724,0.979
85.754,0.978
85.784,0.969
85.814,0.983
85.844,0.977
85.874,0.973
85.904,0.978
85.934,0.972
85.964,0.977
85.994,0.977
86.024,0.979
86.054,0.975
86.084,0.978
86.114,0.976
86.144,0.976
86.174,0.974
86.204,0.971
86.234,0.979
86.264,0.979
86.294,0.976
86.324,0.981
86.354,0.968
86.384,0.978
86.414,0.989
86.444,0.977
86.474,0.973
86.504,0.974
86.534,0.977
86.564,0.976
86.594,0.979
86.624,0.977
86.654,0.974
86.684,0.986
86.714,0.973
86.744,0.970
86.774,0.977
86.804,0.976
86.834,0.976
86.864,0.977
86.894,0.971
86.924,0.979
86.954,0.976
86.984,0.978
87.014,0.975
87.044,0.974
87.074,0.975
87.104,0.980
87.134,0.978
87.164,0.976
87.194,0.971
87.224,0.971
87.254,0.975
87.284,0.990
87.314,0.975
87.344,0.970
87.374,0.967
87.404,0.976
87.434,0.979
87.464,0.979
87.494,0.976
87.524,0.969
87.554,0.978
87.584,0.982
87.614,0.974
87.644,0.972
87.674,0.970
87.704,0.974
87.734,0.978
87.764,0.979
87.794,0.976
87.824,0.977
87.854,0.976
87.884,0.974
87.914,0.974
87.944,0.973
87.974,0.976
88.004,0.978
88.034,0.979
88.064,0.973
88.094,0.979
88.124,0.970
88.154,0.982
88.184,0.980
88.214,0.972
88.244,0.974
88.274,0.972
88.304,0.976
88.334,0.979
88.364,0.979
88.394,0.980
88.424,0.972
88.454,0.980
88.484,0.975
88.514,0.973
88.544,0.977
88.574,0.973
88.604,0.978
88.634,0.974
88.664,0.975
88.694,0.972
88.724,0.976
88.754,0.977
88.784,0.976
88.814,0.975
88.844,0.976
88.874,0.977
88.904,0.977
88.934,0.974
88.964,0.979
88.994,0.974
89.024,0.984
89.054,0.982
89.084,0.971
89.114,0.972
89.144,0.976
89.174,0.979
89.204,0.973
89.234,0.977
89.264,0.981
89.294,0.976
89.324,0.985
89.354,0.976
89.384,0.974
89.414,0.977
89.444,0.975
89.474,0.977
89.504,0.977
89.534,0.975
89.564,0.975
89.594,0.977
89.624,0.976
89.654,0.976
89.684,0.978
89.714,0.977
89.744,0.976
89.774,0.974
89.804,0.975
89.834,0.980
89.864,0.968
89.894,0.985
89.924,0.976
89.954,0.968
89.984,0.977
90.014,0.977
90.044,0.978
90.074,0.974
90.104,0.983
90.134,0.978
90.164,0.975
90.194,0.982
90.224,0.975
90.254,0.978
90.284,0.974
90.314,0.976
90.344,0.973
90.374,0.975
90.404,0.978
90.434,0.975
90.464,0.978
90.494,0.976
90.524,0.975
90.554,0.979
90.584,0.976
90.614,0.975
90.644,0.982
90.674,0.972
90.704,0.972
90.734,0.989
90.764,0.979
90.794,0.973
90.824,0.970
90.854,0.978
90.884,0.979
90.914,0.975
90.944,0.979
90.974,0.972
91.004,0.981
91.034,0.979
91.064,0.976
91.094,0.981
91.124,0.978
91.154,0.974
91.184,0.980
91.214,0.979
91.244,0.977
91.274,0.977
91.304,0.977
91.334,0.978
91.364,0.981
91.394,0.979
91.424,0.978
91.454,0.977
91.484,0.965
91.514,0.979
91.544,0.992
91.574,0.975
91.604,0.972
91.634,0.977
91.664,0.978
91.694,0.978
91.724,0.978
91.754,0.978
91.784,0.971
91.814,0.985
91.844,0.975
91.874,0.975
91.904,0.979
91.934,0.974
91.964,0.977
91.994,0.980
92.024,0.977
92.054,0.978
92.084,0.979
92.114,0.979
92.144,0.975
92.174,0.973
92.204,0.978
92.234,0.980
92.264,0.971
92.294,0.977
92.324,0.990
92.354,0.975
92.384,0.971
92.414,0.976
92.444,0.979
92.474,0.974
92.504,0.974
92.534,0.975
92.564,0.975
92.594,0.989
92.624,0.979
92.654,0.975
92.684,0.978
92.714,0.972
92.744,0.972
92.774,0.979
92.804,0.976
92.834,0.976
92.864,0.981
92.894,0.979
92.924,0.980
92.954,0.977
92.984,0.969
93.014,0.971
93.044,0.970
93.074,0.985
93.104,0.980
93.134,0.971
93.164,0.971
93.194,0.975
93.224,0.968
93.254,0.977
93.284,0.978
93.314,0.979
93.344,0.975
93.374,0.987
93.404,0.983
93.434,0.974
93.464,0.975
93.494,0.978
93.524,0.962
93.554,0.973
93.584,0.975
93.614,0.972
93.644,0.978
93.674,0.977
93.704,0.976
93.734,0.974
93.764,0.976
93.794,0.969
93.824,0.980
93.854,0.991
93.884,0.979
93.914,0.972
93.944,0.974
93.974,0.979
94.004,0.977
94.034,0.976
94.064,0.978
94.094,0.968
94.124,0.975
94.154,0.979
94.184,0.977
94.214,0.976
94.244,0.972
94.274,0.980
94.304,0.976
94.334,0.970
94.364,0.979
94.394,0.983
94.424,0.974
94.454,0.980
94.484,0.974
94.514,0.974
94.544,0.972
94.574,0.979
94.604,0.974
94.634,0.984
94.664,0.987
94.694,0.967
94.724,0.976
94.754,0.972
94.784,0.975
94.814,0.975
94.844,0.977
94.874,0.975
94.904,0.969
94.934,0.987
94.964,0.980
94.994,0.977
95.024,0.973
95.054,0.976
95.084,0.973
95.114,0.972
95.144,0.979
95.174,0.978
95.204,0.987
95.234,0.977
95.264,0.972
95.294,0.982
95.324,0.975
95.354,0.977
95.384,0.972
95.414,0.975
95.444,0.985
95.474,0.984
95.504,0.969
95.534,0.970
95.564,0.971
95.594,0.970
95.624,0.973
95.654,0.976
95.684,0.966
95.714,0.979
95.744,0.976
95.774,0.971
95.804,0.973
95.834,0.975
95.864,0.972
95.894,0.969
95.924,0.972
95.954,0.976
95.984,0.970
96.014,0.964
96.044,0.970
96.074,0.977
96.104,0.971
96.134,0.979
96.164,0.968
96.194,0.975
96.224,0.983
96.254,0.968
96.284,0.968
96.314,0.974
96.344,0.977
96.374,0.975
96.404,0.972
96.434,0.974
96.464,0.971
96.494,0.982
96.524,0.971
96.554,0.974
96.584,0.974
96.614,0.977
96.644,0.978
96.674,0.978
96.704,0.976
96.734,0.973
96.764,0.981
96.794,0.978
96.824,0.975
96.854,0.978
96.884,0.961
96.914,0.969
96.944,0.984
96.974,0.976
97.004,0.966
97.034,0.970
97.064,0.975
97.094,0.978
97.124,0.977
97.154,0.980
97.184,0.969
97.214,0.977
97.244,0.982
97.274,0.975
97.304,0.968
97.334,0.978
97.364,0.987
97.394,0.986
97.424,0.969
97.454,0.967
97.484,0.968
97.514,0.971
97.544,0.972
97.574,0.985
97.604,0.979
97.634,0.974
97.664,0.966
97.694,0.965
97.724,0.972
97.754,0.975
97.784,0.958
97.814,0.965
97.844,0.973
97.874,0.981
97.904,0.971
97.934,0.971
97.964,0.975
97.994,0.971
98.024,0.969
98.054,0.969
98.084,0.972
98.114,0.967
98.144,0.968
98.174,0.974
98.204,0.972
98.234,0.969
98.264,0.969
98.294,0.967
98.324,0.964
98.354,0.975
98.384,0.979
98.414,0.967
98.444,0.961
98.474,0.969
98.504,0.974
98.534,0.973
98.564,0.964
98.594,0.965
98.624,0.967
98.654,0.977
98.684,0.975
98.714,0.968
98.744,0.970
98.774,0.971
98.804,0.967
98.834,0.969
98.864,0.969
98.894,0.970
98.924,0.971
98.954,0.970
98.984,0.968
99.014,0.974
99.044,0.962
99.074,0.969
99.104,0.981
99.134,0.966
99.164,0.968
99.194,0.967
99.224,0.977
99.254,0.969
99.284,0.976
99.314,0.974
99.344,0.973
99.374,0.975
99.404,0.972
99.434,0.970
99.464,0.971
99.494,0.976
99.524,0.978
99.554,0.972
99.584,0.972
99.614,0.974
99.644,0.984
99.674,0.988
99.704,0.979
99.734,0.978
99.764,0.985
99.794,0.964
99.824,0.964
99.854,0.958
99.884,0.956
99.914,0.966
99.944,0.965
99.974,0.965
100.004,0.968
100.034,0.976
100.064,0.979
100.094,0.976
100.124,0.979
100.154,0.978
100.184,0.976
100.214,0.968
100.244,0.969
100.274,0.974
100.304,0.968
100.334,0.968
100.364,0.972
100.394,0.977
100.424,0.969
100.454,0.974
100.484,0.965
100.514,0.976
100.544,0.976
100.574,0.969
100.604,0.968
100.634,0.974
100.664,0.973
100.694,0.971
100.724,0.977
100.754,0.978
100.784,0.973
100.814,0.974
100.844,0.972
100.874,0.976
100.904,0.977
100.934,0.970
100.964,0.968
100.994,0.978
101.024,0.970
101.054,0.972
101.084,0.971
101.114,0.977
101.144,0.965
101.174,0.978
101.204,0.977
101.234,0.970
101.264,0.970
101.294,0.971
101.324,0.974
101.354,0.972
101.384,0.978
101.414,0.976
101.444,0.977
101.474,0.976
101.504,0.967
101.534,0.974
101.564,0.973
101.594,0.973
101.624,0.973
101.654,0.971
101.684,0.970
101.714,0.978
101.744,0.978
101.774,0.973
101.804,0.962
101.834,0.980
101.864,0.974
101.894,0.969
101.924,0.971
101.954,0.971
101.984,0.970
102.014,0.972
102.044,0.974
102.074,0.972
102.104,0.979
102.134,0.974
102.164,0.971
102.194,0.974
102.224,0.974
102.254,0.974
102.284,0.974
102.314,0.970
102.344,0.974
102.374,0.974
102.404,0.981
102.434,0.964
102.464,0.978
102.494,0.981
102.524,0.969
102.554,0.969
102.584,0.971
102.614,0.971
102.644,0.970
102.674,0.985
102.704,0.969
102.734,0.981
102.764,0.973
102.794,0.974
102.824,0.978
102.854,0.973
102.884,0.971
102.914,0.968
102.944,0.970
102.974,0.974
103.004,0.971
103.034,0.981
103.064,0.959
103.094,0.978
103.124,0.985
103.154,0.970
103.184,0.964
103.214,0.973
103.244,0.974
103.274,0.974
103.304,0.977
103.334,0.970
103.364,0.979
103.394,0.973
103.424,0.974
103.454,0.971
103.484,0.972
103.514,0.978
103.544,0.973
103.574,0.971
103.604,0.975
103.634,0.974
103.664,0.980
103.694,0.966
103.724,0.982
103.754,0.979
103.784,0.974
103.814,0.968
103.844,0.978
103.874,0.974
103.904,0.974
103.934,0.976
103.964,0.966
103.994,0.981
104.024,0.974
104.054,0.971
104.084,0.974
104.114,0.972
104.144,0.974
104.174,0.973
104.204,0.972
104.234,0.975
104.264,0.973
104.294,0.979
104.324,0.967
104.354,0.982
104.384,0.975
104.414,0.970
104.444,0.968
104.474,0.975
104.504,0.976
104.534,0.975
104.564,0.973
104.594,0.971
104.624,0.978
104.654,0.974
104.684,0.972
104.714,0.972
104.744,0.976
104.774,0.977
104.804,0.974
104.834,0.972
104.864,0.975
104.894,0.973
104.924,0.979
104.954,0.969
104.984,0.973
105.014,0.985
105.044,0.969
105.074,0.972
105.104,0.976
105.134,0.976
105.164,0.978
105.194,0.977
105.224,0.979
105.254,0.974
105.284,0.979
105.314,0.973
105.344,0.968
105.374,0.972
105.404,0.974
105.434,0.971
105.464,0.973
105.494,0.968
105.524,0.973
105.554,0.975
105.584,0.973
105.614,0.971
105.644,0.977
105.674,0.964
105.704,0.980
105.734,0.976
105.764,0.968
105.794,0.974
105.824,0.972
105.854,0.974
105.884,0.973
105.914,0.973
105.944,0.971
105.974,0.972
106.004,0.976
106.034,0.974
106.064,0.971
106.094,0.975
106.124,0.973
106.154,0.971
106.184,0.972
106.214,0.973
106.244,0.974
106.274,0.978
106.304,0.973
106.334,0.971
106.364,0.977
106.394,0.971
106.424,0.973
106.454,0.970
106.484,0.971
106.514,0.987
106.544,0.967
106.574,0.969
106.604,0.973
106.634,0.973
106.664,0.971
106.694,0.971
106.724,0.977
106.754,0.970
106.784,0.980
106.814,0.974
106.844,0.970
106.874,0.973
106.904,0.974
106.934,0.971
106.964,0.969
106.994,0.971
107.024,0.973
107.054,0.962
107.084,0.970
107.114,0.961
107.144,0.956
107.174,0.966
107.204,0.965
107.234,0.971
107.264,0.969
107.294,0.966
107.324,0.982
107.354,0.999
107.384,0.988
107.414,0.980
107.444,0.984
107.474,0.984
107.504,0.975
107.534,0.967
107.564,0.970
107.594,0.975
107.624,0.985
107.654,0.979
107.684,0.975
